"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RIADG377	
296474																																																															739	7450	4001		3277			58516	5174		0	130987	0	181	0	28378	22		19081	456	4226	5887	12478	3320	1609	8355	6044	15351	40498	31836	525				0	0					3069	14	7420	9118							28														25937				3589		0	652								550													2426			CONF	CONF		
296559																																																																12042	3130		6048			39119	651		5704	168891	1	87	0	51147	1371		20026	1259	1417	1379	1349	16599	29104	8922	10795	14190	37493	32511	13147				0	1525					821	991	9030	5315							24													0	91462				0		0	50								24854													7007			CONF	CONF	0	
296755																																																																30723	870		9332			25967	1065		184	159156	0	0	0	49344	181		45453	2056	6927	3296	3897	10899	22269	8328	32347	9138	13879	10837	35282				0	0					7617	2815	26875	20							0													0	75473				20		0	0								1080													3083			CONF	CONF	0	
296858																																																															0	3481	0		5466			27029	23		666	67607	6	0	0	14441	75		23996	867	2149	258	0	696	9565	14605	10179	5906	11046	8026	2686				0	0					3357	1296	3173	4454							0														0				0		0	380								1652													2120			CONF	CONF		
297051																																																																11135	0		5088			18575	0		0	153667	9	467	0	29033	1345		31633	6268	7081	8615	1721	1897	3451	13611	45794	46520	6685	4824	3109				0	0					6398	6286	38236	25888							0														21007				141		4162	0								2743													4320			CONF	CONF		
297631																																																																1501	3584		0			490	3095		754	89615	215	0	0	30454	864	15565	2967	167	1397	2132	2644	4394	19696	3840	1474	5030	16881	23467	8682				0	3					2654	3229	20032	20757						0	0													0	13391				0		0	72							0	157	0	0	0	0	0			0	0		0	0	2184	0	34	CONF	CONF	0	
297761																																																																0	3098		0			19918	1000		0	73085	344	0	1000	8508	0	23	5443	10	0	4998	1637	1863	0	14245	4544	5767	22985	12021	1482				154	1					0	5898	14257	20595							0														73429				0		0	0								0													0			CONF	CONF		
298049																																																															0	27287	936		13050			12438	0		72	131724	0	0	0	38444	801		36033	1278	2601	5901	13373	15291	0	18990	13164	28487	21432	11206	0				0	6					10616	6712	2424	9794							0														26279				0		0	18								6355													2771			CONF	CONF		
298218																																																															75	159	22853		28			47721	43287		0	485594	0	0	0	119063	6363		42548	6044	12765	22357	38889	27830	10675	68422	27757	78946	124161	63630	187				0	7					4274	23535	128812	77254							63														178201				76		0	93								4272													7798			CONF	CONF		
298245																																																																9035	693	0	10628	24001	0	24001	6377		0	210790	0	0	0	90503	59	60794	32041	2245	5981	11000	20382	16799	33045	13893	26981	25370	28702	14245	9541	0	0	0	0	158	0				6471	2229	42465	4020	0	0				0	144														90503				0	0	0	0							0	8095	0	0	0	0	0	0	0	0	0	0	0	0	6056	0	0	CONF	CONF		
299868																																																															0	0	29194	0	0	308	0	308	0		0	241453	0	0	0	13137	0	13121	49	4760	1064	0	0	0	7288	31108	19356	784	3035	51996	121923	0	0	0	0	0	0				0	0	34216	109040	0	0				95	0														101425				1714	0	0	0							0	55558	0	0	0	1619	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF		
300009																																																																546	2116		186			29795	13827		25024	626781	0	0	0	423055	4582		64681	15319	1290	1796	4455	42685	353775	31670	16409	30317	64182	36940	21749				0	0					1125	2363	67597	33596							0														173014				3504		0	35								20015													2919			CONF	CONF		
300063																																																															0	0	34802		0			419	1725		0	418361	161	0	125	175234	333		57965	10332	14724	3187	3645	141211	0	242534	11	555	121	68	0				0	0					2402	19649	36493	147193							0														225132				0		0	0								272													0			CONF	CONF		
300157																																																																300	99		8342			1933	50		0	12439	0	0	0	301	0		6323	0	0	301	0	0	0	6066	3466	1877	665	0	0				0	0					0	685	146	0							0														0				0		0	8								352													223			CONF	CONF		
300353																																																																18415	5589		13961			16812	0		0	234540	0	233	0	69039	0		35516	1957	3983	6265	9624	29225	17985	10696	24729	18858	24479	55969	30749				0	0					10398	14080	26980	41614							0														0				0		0	145								9662													7612			CONF	CONF		
300456																																																																2393	0		1717			1099	0		0	9967	0	0	0	2482	0		1704	118	241	610	1192	321	0	924	3981	2028	512	40	0				0	0					0	0	0	1740							0													0	0				0		0	2								411													123			CONF	CONF	0	
300933																																																																34912	4010	0	10204	26247	0	26247	8720		1739	260602	0	170	0	22548	1227	9906	53395	1493	1350	4114	6519	8387	573	61522	21426	29015	53010	66308	6106	0	0	0	0	399	0				13442	24712	63957	43445	0	170				1223	0														10720				1435	494	0	494							0	1287	0	0	0	164	0	0	0	48	25	0	0	23	3089	0	268	CONF	CONF		
300942																																																															0	15685	25568		1082			19986	2431		177	183213	239	0	493	47993	3217	35167	20866	384	1675	3023	13437	6215	23259	8886	12722	32687	55605	21386	4167				175	0					4225	8272	22513	30863						0	0														38065				0		0	7							0	821	0	0	0	0	0			0	0		0	0	437	0	0	CONF	CONF		
300960																																																																35644	37374		17662			91473	22540		0	641725	2564	0	702	44096	2348		112964	2149	956	2193	8338	9361	21098	211475	27404	76981	149265	124228	9279				0	1891					28766	46318	183718	126239							0														177895				231		0	457								2109													3654			CONF	CONF		
301574																																																																0	113395		0			16417	52645		0	568077	0	0	152	186206	28		11050	303	1721	5380	12388	35315	128727	90586	22025	78109	126261	60339	3904				0	235					5996	21443	39449	130778							1813														142460				207		453	38								76													918			CONF	CONF		
301800																																																																6238	71600	0	4246	42023	0	42023	33541		0	888881	0	0	0	399874	26022	232060	16794	3250	15835	5691	6003	47026	319071	69238	20071	57969	50417	135458	149950	0	0	0	0	107	0				53497	18312	113894	88121	0	0				4278	297														209789				5152	2755	0	2755							0	16173	0	0	603	0	262	9	0	0	0	0	0	0	12478	9	7769	CONF	CONF		
302030																																																															0	1256	0		5			5292	0		164	40489	0	0	0	17651	49		9442	1002	767	1148	10226	857	3651	8440	1362	5724	2484	1539	3289				0	0					1088	508	7109	6422							0														0				382		0	242								184													519			CONF	CONF		
302133																																																																1961	0		2195			1499	0		0	10962	0	0	0	136	0		2465	0	0	0	0	0	136	122	2351	4355	907	497	2490				0	0					0	295	63	4599							0													0	0				0		0	0								27													187			CONF	CONF	0	
302553																																																																21787	1748		20961			39376	3121		2641	192598	0	3054	0	37404	2828		40628	585	1403	2400	3065	5879	23518	33595	11070	12115	22431	47223	24781				8	0					4042	6124	33566	11876							77														100317				0		0	591								2102													1369			CONF	CONF		
302656																																																															0	319976	202760	0	299849	146503	0	146503	43128		9826	1972952	0	71604	917	106684	8091	38194	404741	3517	6968	20667	35540	31265	8379	370647	154618	411154	557884	335569	19430	0	0	0	0	1235	0				32732	132264	173276	407378	0	71604				345	84														463177				1668	1116	0	1116							0	9211	0	0	0	228	1082	13	0	0	0	0	0	0	7319	13	94	CONF	CONF		
303653																																																															0	2935	1066		1599			16575	0		1257	117093	0	0	187	25565	0		27280	201	2294	5247	16045	663	1115	10227	20562	21725	35247	3759	0				0	0					32361	3098	19406	7241							0														0				857		0	1277								1672													3041			CONF	CONF		
303701																																																																348	3230		311			12989	6493		14	132372	33	0	0	80440	2107		4204	212	177	550	1784	19871	57752	7590	6138	4516	11198	16936	5570				0	90					1781	431	3541	8466							0														54770				108		0	31								10385													1748			CONF	CONF		
303747																																																																204	0		0			8724	0		4285	58063	0	0	0	15988	395		8554	92	1145	2453	2685	1549	8064	2220	5097	6352	8423	5397	10637				0	9					1073	1199	7007	13963							0													0	4365				100		0	0								3779													1437			CONF	CONF	0	
303952																																																																104065	0		50091			13335	25		644	229898	0	964	0	33757	104		118336	1586	4599	4112	4867	7046	11447	70907	41245	29687	31176	15969	5843				0	28					3395	2011	9277	6317							0														0				435		0	51								2871													2963			CONF	CONF		
304173																																																																97	7780		475			78376	39777		188	691424	0	0	5460	437399	21745		15575	242	715	5974	17701	139816	270053	66031	2726	41244	53347	64959	25429				0	530					10026	1248	77942	14618							34													0	0				143		0	268								0													955			CONF	CONF	0	
304520																																																																5932	1642		314			7751	5220		0	76524	67	0	0	29302	145		13791	1923	2410	6067	16926	1447	0	15511	3953	7780	20037	0	0				0	376					4951	3023	4283	10887							55														17709				259		0	155								918													1692			CONF	CONF		
304575																																																																0	0		0			1730	0		0	9413	0	0	0	7386	53		113	18	80	103	176	2237	4759	0	86	0	173	1776	0				0	7					0	0	68	0							0														0				0		0	0								132													37			CONF	CONF		
304762																																																																3461	0		2826			4531	0		1527	27173	0	0	0	3507	0		5515	39	108	1238	1501	479	142	5228	2254	5640	5839	4632	0				0	0					2838	126	2206	2332							0														0				0		0	23								2568													1228			CONF	CONF		
304913																																																															0	0	0		0			0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0					0	0	0	0						0	0													0	0				0		0	0							0	0	0	0	0	0	0			0	0		0	0	0	0	0	CONF	CONF	0	
305059																																																																3721	0		15558			6016	0		3523	45111	0	0	0	93	0		20384	0	0	0	24	69	0	21596	6096	2412	5211	5098	4544				0	13					45	582	0	11095							0														30623				46		0	10								2135													2320			CONF	CONF		
305077																																																																1683	1538		0			2079	722		0	85360	0	0	0	58776	1157		616	580	941	1604	2370	22961	30109	693	510	3605	3261	9140	9365				0	0					914	276	9333	6280							0														0				508		0	10								1891													701			CONF	CONF		
305237																																																																6120	443		196			17487	1085		2044	110858	5	0	0	41853	1788		20211	2027	2130	4539	1216	6375	25034	7447	12333	15937	10578	12935	9091				0	294					2760	5527	9884	7127							0														23818				0		0	14								5829													8412			CONF	CONF		
305442																																																															0	5559	15616		797			43319	11382		20880	333090	0	292	0	50592	7511		49470	2373	5859	4079	5082	23475	9628	30658	25371	43832	45225	88140	49272				0	0					18745	37380	52706	32187							96														104640				3324		0	44								29866													6214			CONF	CONF		
306056																																																																6263	0		5630			906	0		0	15967	0	0	0	971	0		3822	0	0	71	335	242	100	3577	968	2179	3640	3121	1464				0	0					288	250	1304	0							0														2352				0		0	0								336													19			CONF	CONF		
306140																																																															0	740	0		88			237	0		0	4126	0	0	0	2120	45	0	410	110	77	402	1531	0	0	139	84	404	1378	0	0				0	1					0	0	0	549						0	0														2065				0		0	1							0	102	0	0	0	0	0			0	0	0	0	0	243	0	0	CONF	CONF		
306159																																																																3387	10608	0	12	20268	0	20268	17273		0	369615	0	59	0	149789	6522	2570	54312	4081	9421	32253	77991	17856	7757	49494	22006	58062	74620	13297	2150	0	0	0	0	1429	0				19038	35937	49849	47812	0	59				0	430													0	300138				130	8	0	8							0	2743	0	0	0	0	96	0	0	34	0	0	34	0	4881	0	0	CONF	CONF	0	
306337																																																																43152	3511		56158			74358	93		54	318964	0	0	0	33092	803		49926	776	1547	6341	3255	6423	14534	9501	45025	44029	54221	60766	72219				0	414					1972	6947	18523	44924							0														0				5302		0	945								30786													3232			CONF	CONF		
306908																																																																4252	14485		813			28118	9300		0	309713	0	0	1132	128717	2962		20782	1972	7176	6579	12044	39154	60582	11211	21563	43921	53735	35676	8641				0	331					8953	12873	64091	28531							1155														62986				70		0	4264								577													1446			CONF	CONF		
307062																																																																52585	3460		76281			60495	7551		363	297956	0	0	1713	28369	1924		103796	14825	3956	1786	3183	4451	0	181408	18635	10485	15627	33553	0				577	208					10306	10692	24077	12600							0														0				379		0	64								4045													4359			CONF	CONF		
307334																																																															0	865	2696		37			17290	0		0	141997	0	0	0	37374	1107		9871	808	1684	4678	20152	4322	5290	15764	4069	16003	51816	10358	5784				0	0					11049	6126	23836	36055							65														0				0		0	13								2074													3475			CONF	CONF		
307361																																																																6913	9212		416			49091	0		10605	420659	162	0	63	128811	3015		84196	5725	16869	34356	40180	31679	2	39232	64899	62229	83531	42111	0				0	101					23607	47014	62755	73986							0														195997				19		0	75								1790													3430			CONF	CONF		
307679																																																																25324	39224		14822			51991	16045		3305	621550	0	1	0	62361	1639		36032	1800	5854	10362	14513	10533	18999	140074	39967	85605	149101	141376	2469				680	239					15928	19389	150244	148982							0														360029				1600		0	8589								60434													2353			CONF	CONF		
307932																																																																190	1075		0			4730	0		78	40049	0	0	0	20188	392		10345	1270	1945	3925	9391	1808	1849	3450	3900	3630	4867	2758	1214				0	0					4565	866	6956	87							0														0				10		0	0								709													213			CONF	CONF		
308256																																																																18452	312		11445			4442	40		0	55981	0	0	0	1768	59		9894	1	115	286	737	18	611	3179	8841	10297	18076	10541	3279				0	35					1687	7	4638	2866							0														0				233		0	3								8624								233					1603			CONF	CONF		
308340																																																															0	58693	1664		43719			5137	843		0	179085	142	0	0	37073	3411		46366	1119	2046	3363	4672	19085	6718	7775	39581	11382	16925	46409	20066				0	0					5746	4079	10158	4311							169														51512				1329		0	0								2054													2339			CONF	CONF		
308836																																																															0	0	4431		0			1221	1416		0	44717	0	0	0	6075	0		5953	590	102	2295	3087	0	0	6544	5260	7814	17004	2021	0				0	0					0	4953	9696	16645							0														9680				0		0	23								0													257			CONF	CONF		
309150																																																															0	31845	343		571			10030	3253		0	237309	0	23	0	58807	1834		77497	3936	11649	19329	9392	3172	11317	23232	38680	56462	50918	8324	769				0	0					17865	20267	4629	83354							0														173424				0		1711	49								394													2334			CONF	CONF		
309655																																																																74768	37611		16048			239096	2387		0	936496	0	166	0	125831	10009		212711	14287	10218	24406	45832	12979	18109	295374	60192	116707	158775	134078	36399				0	37					35229	82044	173775	127040							0													0	936496				742		0	1628								2405													8422			CONF	CONF	0	
309851																																																															0	11497	799		3807			4813	0		0	31524	0	0	0	6464	49		6231	160	152	1336	3870	945	0	2234	3718	5061	11033	3015	0				0	13					77	198	3165	350							0														6817				0		0	0								66													226			CONF	CONF		
310754																																																																1049	582		0			41056	4640		0	119768	181	0	1630	40505	1293		19061	2255	1478	2615	7759	22465	3933	39676	9238	3758	21285	4894	0				0	178					8135	5126	13675	3671							0														38411				0		0	27								0													12			CONF	CONF		
310950																																																																2601	27		4124			3843	0		2400	29825	1	0	0	157	0		3992	0	0	12	0	145	0	6581	8380	473	436	7021	6777				0	0					0	501	14	15981							0													0	9059				0		0	84								77													17			CONF	CONF	0	
310978																																																																0	621560	0	0	19196	0	19196	9333		0	1540514	2283	0	0	550215	1687	286287	226414	202635	76493	76961	137052	50401	1655	66098	85903	206534	412155	221835	0	0	0	0	719	60	0				0	61125	66437	212427	0	0				0	1323														893551				0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	CONF	CONF		
311050																																																															0	6715	10132		1861			61301	1895		11350	501966	0	8886	0	188800	2321		49220	4451	1538	4045	8730	88173	81412	57595	23581	44025	58543	127998	1342				927	0					8616	11269	61850	96532							0														0				373		0	308								12979													16224			CONF	CONF		
311144																																																															0	0	0		2014			4297	0		0	29895	0	0	4297	5132	0		3458	504	444	327	1575	2282	0	5	2506	8811	7833	5608	0				0	0					0	0	0	15969							0														0				0		0	0								791													1692			CONF	CONF		
311256																																																																3285	3920		4435			36204	7918		0	188119	382	1155	0	25798	2565		37643	1303	3316	6174	12356	735	1793	19806	22871	31628	56118	14796	16894				198	79					9506	4101	48437	36819							0													0	54190				577		0	1300								54													2727			CONF	CONF	0	
311265																																																																12204	6387		1728			29937	0		1000	140235	3	0	0	38765	715		45489	2292	10129	6533	6596	7468	5728	20753	12315	13361	18683	29074	7287				0	16					2574	2097	16197	23103							0														61201				0		0	221								3043													2251			CONF	CONF		
311603																																																															0	89	72113		248			53096	11575		22529	672404	0	0	3939	271477	5149		10603	6974	10677	26115	16734	99387	110743	37456	6206	33136	26806	212244	83859				0	35					9264	16122	86095	97606							66														215122				2937		0	26651								0													355			CONF	CONF		
311658																																																															0	0	511		0			1741	0		551	36878	0	0	0	12869	1470		8762	273	839	3613	7243	620	281	3291	4359	5748	9250	1361	0				0	0					3475	1018	4302	7551							0														0				0		0	0								1400													1990			CONF	CONF		
311845																																																																614041	523036	1457	170047	2916669	0	2916669	466968		126697	15094414	412	108465	0	4017808	130519	2339090	1371181	233249	206488	428827	1050813	1973241	88980	3437054	653417	1847996	3219510	1658778	205283	0	0	0	181156	88785	0				240334	866099	1216253	1966187	0	108465				9879	11305														4540845				47916	6123	0	7580							0	801734	0	1199	3678	4227	4533	14932	0	9468	7580	0	0	0	652448	14932	13678	CONF	CONF		
311939																																																																10145	10482		9862			24438	0		284	230458	0	0	0	72937	195		42540	2386	11066	6311	24276	12832	15146	32207	22099	20077	48551	31320	1388				0	0					15419	11672	38972	28857							205														222979				0		0	57								1285													5853			CONF	CONF		
312244																																																																328442	22568		30026			41058	32136		20546	703175	1503	0	306	134490	1570		48767	2057	3055	19463	36529	22990	48264	102982	13910	90067	155494	125347	81130				0	0					9872	26750	27528	23011							0														124182				0		0	634								3758													2289			CONF	CONF		
312356																																																																21101	1358		4996			15337	0		0	122310	0	678	0	47353	1016		77992	16780	18930	5014	4860	621	670	27638	14644	12339	8674	5961	4657				0	0					2619	0	3685	7454							0													0	14262				455		0	0								11487													5226			CONF	CONF	0	
313009																																																																0	42464		0			5959	141		18	235370	0	44	0	108757	167		4307	4717	3188	16859	35535	1047	47411	13843	11062	26073	69119	6516	0				0	4					1540	4739	15728	55781							0														189923				0		0	24								0													4			CONF	CONF		
313157																																																																12651	0		12153			38450	0		2052	101421	0	0	0	14074	264		31717	496	3052	2596	3221	4514	179	22449	19576	12934	17983	11246	1319				0	0					1963	4703	6947	4919							0														0				0		0	93								1154													1998			CONF	CONF		
313223																																																															0	13560	660		3306			123415	9472		2620	250227	449	0	0	27649	214		11811	352	1192	647	259	8085	17078	11058	13778	13504	41115	95529	48042				0	40					4912	8539	38419	14355							0														104324				493		0	0								396													3119			CONF	CONF		
313577																																																																133046	13233		38771			88270	14045		11597	629264	0	0	0	139403	3994		63932	3366	6145	21358	31658	36674	39262	86925	34132	101985	161890	85311	18383				287	1213					10860	11923	84938	47224							67													0	377330				657		0	707								18688													11065			CONF	CONF	0	
314257																																																															0	2680	28708		1746			181255	63435		21171	679516	480	0	11186	103995	19499		78933	2731	2630	6340	14106	64420	13350	190133	35095	57298	187612	99884	5018				0	2404					15457	21575	140324	55857							0														270806				7377		0	190								1597													20103			CONF	CONF		
314444																																																																10785	2561		49			29363	0		129	118383	0	3216	0	32063	97		35833	1590	6127	12853	4969	5339	1151	7281	20940	18983	25059	10300	3376				0	0					4644	6353	12913	4102							0														29636				2472		0	302								4107													7699			CONF	CONF		
315656																																																															0	718	6625		0			12425	1942		0	134017	0	0	0	27446	569		58343	5876	5523	7575	8264	208	0	32824	25486	18683	20234	4015	2530				0	0					3278	32138	15774	30909							0													974	4980				0		1324	38								440													391			CONF	CONF	0	
316840																																																															0	6320	233567	92	0	396975	0	396975	229038		36116	4314016	0	11333	0	1157461	30387	392454	636060	27314	124982	134497	225849	472612	159053	1073669	157918	412268	591225	884317	33991	0	0	0	14897	77025	0				20181	127237	592218	739488	0	11333				7058	762														1278450				8342	26218	443449	26310							0	7890	0	0	0	865	0	1	0	418	0	0	0	0	164124	1	0	CONF	CONF		
316859																																																																1889	542		328			11537	0		3859	59958	0	3015	0	9505	310		13011	2975	828	1524	1653	2145	272	9825	7002	2953	6986	13607	7635				0	0					2429	3736	8291	13484							0														14103				287		0	30								735													268			CONF	CONF		
316934																																																															0	8535	0		11287			4053	0		0	26308	0	0	0	57	0		15182	0	53	4	0	0	0	1870	13679	7701	3001	0	0				0	0					0	0	0	1772							0														0				0		0	0								310													294			CONF	CONF		
317258																																																																52031	4799		35476			49614	5290		0	374291	0	171	10916	45565	596		107971	3626	8308	3232	3754	8330	17835	118927	31080	29877	50439	34832	62714				0	83					4875	35434	77108	44542							0														79663				647		0	323								5301													13083			CONF	CONF		
317342																																																															4712	51227	252871	0	6005	1134201	0	1134201	199485		63679	5078107	0	13959	0	828747	36771	345984	686869	19016	40763	119945	184992	188638	273880	727568	476910	923498	1212132	873099	27084	4712	0	0	2971	77175	0				16659	397534	787192	1104201	0	13959				0	786														2720139				0	663	38375	663							0	30549	0	0	0	0	0	0	0	0	0	0	0	0	31131	0	0	CONF	CONF		
317379																																																																9287	31724		10709			32374	5434		0	346500	0	0	0	105431	3412		34442	978	7055	6723	8200	20147	62072	17693	25618	51984	110940	25289	8955				0	30					3407	20323	32412	70532							0														50000				0		0	4304								5500													11621			CONF	CONF		
317650																																																															0	357	0		0			491	0		574	8909	0	0	0	3333	95		657	7	100	141	56	918	1969	529	764	587	1131	1029	1490				0	3					515	0	2555	11							0														0				134		0	81								254													640			CONF	CONF		
318639																																																															0	872	0		869			800	1		0	12070	0	0	0	5726	151	0	2475	134	552	1141	2313	1374	153	201	1588	1664	2252	619	0				0	0					0	0	19	1913						0	0														5497				0		0	0							0	1293	0	0	0	0	0			0	0	0	0	0	426	0	0	CONF	CONF		
318974																																																																0	68493		0			75599	66983		0	2038592	0	0	0	1386329	13675		40936	8820	35591	52404	65278	296062	925441	156288	14337	80798	133721	133824	133020				0	48					83754	42372	79118	118716							1533														1437217				892		0	39								38													103428			CONF	CONF		
319047																																																															620	10643	788		4481			28588	4006		678	201214	0	0	0	79541	7208		29297	965	4471	11063	16771	10906	35193	20148	3713	20879	22320	33269	20620				960	0					8405	0	36347	3729							17													0	69295				547		0	80								9015													6125			CONF	CONF	0	
319458																																																																6607	590		4347			7028	108		524	36371	7	0	0	4630	84	4480	7433	487	919	869	502	1163	691	7566	3999	5431	4774	4793	5179				0	0					1546	469	6445	1359						0	0														0				0		0	136							0	1139	0	0	0	0	0			0	0	0	0	0	1366	0	0	CONF	CONF		
319551																																																																86547	0		76811			46292	441		0	279690	0	998	0	7745	0		100414	0	604	1572	828	3332	1410	105152	16172	14546	27375	64612	44086				0	17					121	13668	22025	13799							0														125070				0		0	20								8648													2558			CONF	CONF		
320034																																																															0	10384	0		5355			5744	0		227	45770	0	0	0	12121	0		15726	1113	1492	2722	5265	1187	0	3784	9480	6770	12104	1271	0				123	0					138	2541	0	2720							0														0				0		0	0								3317													3100			CONF	CONF		
320052																																																																27185	13143	0	6855	101857	0	101857	0		23	425830	0	0	0	78281	1677	59518	75531	9145	8331	5450	4709	18065	32431	112277	26375	21866	83990	34743	62973	0	0	0	0	0	0				16665	35961	46856	92126	0	0				0	0													0	154980				0	472	0	472							0	2449	0	0	0	0	0	0	0	0	0	0	0	0	2280	0	0	CONF	CONF	0	
320070																																																																72	13597		0			4152	5067		0	113766	0	0	0	50800	783		2428	565	383	2885	1173	17104	28562	6482	739	2956	6728	9973	36088				0	0					594	2436	15890	19705							0														31556				317		0	0								172													498			CONF	CONF		
320119																																																																0	658781	0	0	3503700	91599	3595299	0		0	8537530	15664	0	111594	102179	0	42992	3833615	4972	10000	4291	33548	36556	12813	4776870	1068556	1249621	366449	966530	0	0	0	0	537	1030	19345				1310	129924	178471	2137135	0	0				0	0														1663252				14454	1408150	328999	1408150							0	0	0	0	0	0	0	0	0	14454	0	0	0	0	11379	0	0	CONF	CONF		
321152																																																																37	0		0			7663	8589		0	111543	0	0	377	41302	0	19715	29026	7157	7594	1366	23219	1784	0	17031	9151	12598	29459	1911	0				0	0					18509	13173	9171	11064						0	0														41302				0		0	328							0	800	0	0	0	0	0			0	0		0	0	907	0	0	CONF	CONF		
321255																																																															0	3985	0		3251			6580	0		0	23728	0	0	0	6429	0	168	5080	214	461	1092	1891	2771	0	1340	3068	2620	5395	4557	313				0	0					89	54	816	260						56	0														0				245		0	2							0	723	0	0	0	0	0			13	0	0	0	0	1539	176	0	CONF	CONF		
321273																																																																0	4542		0			150014	2829		0	650401	0	0	0	50050	25		60117	97	633	1622	1966	19375	23055	6766	53351	62739	121616	336447	15717				0	375					35244	7637	160164	133809							0														285541				341		0	0								104349													1363			CONF	CONF		
321330																																																																12313	0		7555			3918	328		95	38089	0	0	0	8077	335		6837	638	1701	1172	1873	1144	1550	5353	1484	3716	7685	7543	4222				0	15					0	0	208	2503							0														0				0		0	0								1717													1025			CONF	CONF		
321947																																																															1250	23087	43130	0	11693	43333	0	43333	19054		6528	397763	882	0	0	95404	2846	73934	45238	4840	13212	11008	24911	19582	21797	64436	23013	35925	95690	72211	11386	1250	0	0	2	58	0				7442	25454	44206	68071	0	0				779	0														86123				1673	214	0	214							0	3948	0	0	0	133	571	0	0	190	186	0	0	4	2925	0	10	CONF	CONF		
322449																																																																12121	1718		6465			4141	1329		0	81394	0	0	0	34868	1251		17927	353	774	250	502	5318	27375	7287	9523	1214	1508	9021	17043				0	0					8063	3545	4231	2970							0														32455				306		0	11								571													110			CONF	CONF		
322476																																																															0	176	0		0			140	0		0	3173	0	0	0	2127	29		1119	93	571	1067	107	289	0	91	366	181	208	200	0				0	0					0	0	54	0							0														0				0		0	0								568													79			CONF	CONF		
322551																																																																2612	0		1305			5184	73		0	34773	0	20	5184	15617	0		4595	289	403	4420	10506	0	0	514	3389	2933	10157	1517	0				0	0					1964	272	287	2167							0													0	0				211		0	3								2937													2332			CONF	CONF	0	
323204																																																																81091	48866		38403			114633	61517		465	1264525	2423	0	0	576974	18327		136344	5818	222	2638	6939	144847	415879	169420	14910	28954	57637	255459	160155				1961	1559					18474	22381	123380	122986							0														431691				4548		938	592								16361													18040			CONF	CONF		
323651																																																																11080	3536		21251			20798	0		31	186034	1	0	0	48872	627		52868	99	560	761	396	10316	36302	15823	39558	9644	12691	20221	38799				0	0					3360	16122	17525	13626							0														0				0		0	2259								9723													17225			CONF	CONF		
324153																																																																43042	0		4051			13503	0		109	177045	181	0	18	58986	1006		23750	933	2416	3814	297	10099	41235	10478	20474	12288	9976	17510	47106				0	0					6706	23842	9373	11881							0														57238				363		0	355								1001													3371			CONF	CONF		
324229																																																																1559	0		0			1895	1211		0	30721	0	0	0	15501	629		589	0	981	279	296	3371	10574	54	1155	2096	2665	4827	4424				0	15					2491	23	74	1520							0														15501				0		0	103								3012													2688			CONF	CONF		
324256																																																																2247	0		14500			2804	0		0	32998	0	0	0	3496	0		13024	0	48	650	1128	1670	0	14708	2040	3847	4491	3191	492				0	0					0	0	0	3933							0														0				0		0	83								2749													3186			CONF	CONF		
