"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RIADG377	
1669																																																																0	4314		6892			25400	0		629	264317	0	0	0	118386	2775		44031	3471	5152	1084	1014	28776	78831	14197	24830	12325	23655	27302	43621				0	0					18540	2472	60765	4148							281														0				0		0	21								9445													10530			CONF	CONF		
1856																																																																2355	0		3724			3417	0		0	24728	0	0	0	6494	0		6303	1481	1987	369	51	2175	430	7747	3531	1399	1394	3730	432				0	0					1521	2501	1047	721							0														6514				0		0	1								424													2523			CONF	CONF		
2161																																																															0	10143	4513		834			21465	0		0	205186	263	0	0	80249	355	70447	12261	1525	10736	20278	44983	2264	461	11602	21510	29295	42093	19217	784				430	83					3340	25183	33029	23115						668	0														94903				1963		0	276							0	1117	0	0	0	545	0			599	599	0	0	0	1317	151	0	CONF	CONF		
2732																																																																0	245141		0			22652	3794		0	506944	476	0	7785	28340	54		45306	1823	2529	5830	18158	0	0	52654	34037	138412	221394	32049	0				0	0					2718	24999	35684	142829							0													0	202336				0		0	1070								5													134			CONF	CONF	0	
2750																																																																6792	0		20275			2789	0		0	45544	0	0	0	819	8		24245	0	113	404	302	0	0	17223	7265	10053	7499	1770	915				0	24					39	2735	829	7436							0													0	18344				0		0	3069								416													313			CONF	CONF	0	
3252																																																															0	36233	1089		51732			9375	0		4861	116235	0	137	0	51	0		0	13	38	0	0	0	0	36233	56474	9071	8033	4214	450				0	0					0	634	0	6279							0														45059				0		0	467								1490													3887			CONF	CONF		
3458																																																																11347	0		5720			5506	0		0	47855	0	137	0	11644	105		8512	386	678	3952	6564	63	0	2739	4723	7848	14820	5725	0				0	0					866	26	4394	5509							0													0	17588				244		0	0								1562													1039			CONF	CONF	0	
3720																																																																10382	2191		3239			23254	1592		1125	172112	0	0	0	40110	671		28673	1867	2843	7402	15086	9769	3119	16996	12015	28836	60902	13009	199				0	222					4137	9664	28821	38718							0														81691				523		0	130								3099													4757			CONF	CONF		
3971																																																																14001	53917		6037			163452	44973		0	877251	0	64371	4765	78817	1707		256231	1910	4153	12334	10423	10074	39040	185682	70549	132166	276472	116943	15995				0	372					23950	53721	90407	211311							804														302459				7256		775	82								308													69050			CONF	CONF		
4156																																																																19393	3680		4728			14897	6428		0	181322	0	29	0	62838	545		29737	1902	1305	5176	2901	30538	21014	15158	14595	17581	18245	36946	15862				0	0					2200	972	5881	57624							0														29392				6034		0	0								1143													964			CONF	CONF		
4231																																																															0	3385	911		844			2822	0		1054	45009	0	0	0	10977	0		10967	240	1127	3486	5504	528	0	807	8793	14643	8856	738	0				0	0					763	3088	9797	8769							59														0				276		0	41								824													1734			CONF	CONF		
5069																																																																4450	511		0			9701	4720		0	409966	4468	0	0	80511	0		298427	37937	5967	34315	0	0	0	189216	116799	23626	0	0	0				0	0					30545	75612	68438	139946							0														60423				11555		0	0								0													0			CONF	CONF		
5135																																																															0	92164	2831		98746			44598	0		3668	388414	0	0	0	59203	935		225839	6367	14029	25652	10415	2488	96	109134	97164	102096	11505	2457	1419				734	0					2816	5461	50301	16636							0														34689				1930		0	67								3872													6382			CONF	CONF		
5210																																																															0	89355	62048		5317			97349	87555		73644	1527128	0	0	0	312334	45339		129080	15411	40676	37011	66272	78288	74676	269732	64338	226560	358183	283549	10006				0	4144					16569	52408	297079	375348							736														802097				3489		0	580								418													7641			CONF	CONF		
5461																																																																30275	65278		15829			22942	3476		0	416668	283	0	7856	28892	835		31766	88	1462	2205	6889	9814	8303	16184	32108	53923	86690	194371	97				0	30					2047	2647	54134	179784							0													0	303324				0		0	4584								64													6134			CONF	CONF	0	
5751																																																																29743	3981		18183			33925	2104		2629	156898	0	424	0	29664	141		29684	593	1992	3206	1805	11597	10471	27879	14460	12604	18850	30046	22042				0	12					193	1509	22803	6290							0													0	13449				0		0	84								4085													1128			CONF	CONF	0	
6039																																																																39569	1289	0	2914	21723	0	21723	2		898	288944	0	0	0	63184	322	10771	38214	2782	4223	9428	16460	10326	19935	90700	35422	26624	43189	18079	11530	0	0	0	513	182	0				5485	31696	67370	46292	0	0				114	0														20717				114	1536	0	1536							0	925	0	0	0	0	0	0	0	0	0	0	0	0	5044	0	0	CONF	CONF		
6329																																																																3230	26393	0	472	89103	0	89103	6820		871	1179495	0	0	0	232260	8237	2880	192542	7534	14417	41262	165887	1933	86	63931	111318	171249	450568	143648	2575	0	0	0	0	1343	0				57452	134940	135549	76073	0	0				0	126													731	69885				1	585	0	585							0	319965	0	0	0	0	0	0	0	1	0	0	1	0	86202	0	127	CONF	CONF	0	
7009																																																															0	0	0		0			81296	0		0	363695	0	0	0	0	0		358377	0	0	0	0	0	0	358377	0	0	3563	1754	0				0	0					0	0	0	0							0														0				0		0	11764								0													270635			CONF	CONF		
7045																																																															0	7622	0		5638			5164	448		667	104698	0	0	0	58519	257	26787	5643	71	1126	2073	1472	8093	45264	2148	5208	11121	10297	8549	8118				472	9					2232	0	4001	7223						0	0														51437				370		0	0							0	6476	0	0	0	0	0			370	370	0	0	0	5970	0	0	CONF	CONF		
7072																																																																4748	20697		134			25607	6908		0	290539	0	0	0	166269	2797		12997	3902	11991	2848	4139	51605	91373	17241	4002	11912	13716	40933	36063				0	1419					1432	9733	30179	18880							302														121651				1842		0	0								0													1736			CONF	CONF		
7456																																																															0	13323	0		32948			14460	0		94	75910	0	0	0	4229	39		39079	61	207	2037	1924	0	0	37771	2653	9004	20041	529	1683				0	13					920	184	2182	5730							0														51534				0		0	23								1035													730			CONF	CONF		
7634																																																																2543	406		6023			9781	0		0	60378	0	0	0	16333	148		15736	374	884	3984	5484	5607	0	5083	9452	12826	11170	4027	1340				0	0					2202	2112	1755	10098							0														1605				0		0	57								957													7963			CONF	CONF		
8033																																																																9763	1420		9730			19104	0		0	267540	0	0	0	114893	1701		116124	13684	16836	32272	51262	769	0	56691	28913	23920	39206	2889	0				0	0					30200	34924	35059	5944							0													0	121257				0		0	55								1291													3456			CONF	CONF	0	
8462																																																															0	9497	0		12386			19499	0		0	68714	0	0	0	10248	0		12498	1278	348	44	662	2310	5606	15225	11124	6891	15340	5636	4250				0	0					0	557	3881	1064							0														0				47		0	0								7064													4518			CONF	CONF		
8631																																																																147	0		657			4230	0		1294	38611	0	0	0	19660	279		2009	45	320	816	764	5294	12420	1617	60	2366	4430	7419	2615				0	0					0	1472	431	7748							0													0	0				69		0	73								1659													961			CONF	CONF	0	
9357																																																																0	28055		0			144918	1303		0	369040	0	18114	0	60	81		198110	0	0	0	0	60	0	168197	50092	44140	75655	30896	0				0	1802					0	0	36317	36677							0													0	216121				0		100584	393								71													665			CONF	CONF	0	
9553																																																															0	52984	2454		52731			10611	0		0	138469	0	0	0	9329	48		48164	876	365	1248	4818	1859	163	48943	2549	12831	27262	27338	10217				0	0					1404	800	3257	587							0														82108				0		0	2631								805													828			CONF	CONF		
9807																																																																0	477498	0	0	29337	0	29337	33913		0	1595757	1524	0	0	224946	20313	57215	458699	4801	4358	25931	30688	77749	80060	228565	220975	287744	369910	254984	1292	0	0	0	0	16	0				47622	271013	100056	391146	0	0				1619	1736													0	443719				30067	1045	0	1045							0	0	5592	4243	1941	1963	14709	0	0	0	0	0	0	0	376	0	2559	CONF	CONF	0	
9955																																																																17872	4749		2645			11727	2669		0	111024	0	13158	0	13590	0		36902	490	397	8059	4450	146	48	17694	18331	33029	24630	3750	0				0	0					684	0	1808	41636							0														35155				0		0	23								351													112			CONF	CONF		
10250																																																																1125	19749		0			96070	15332		0	340120	0	0	0	47985	3282		36122	1129	2396	4202	14367	19717	6087	38829	12164	49484	108922	81677	0				164	294					8716	12699	78472	43214							30														123042				0		0	30								8275													4713			CONF	CONF		
10849																																																															0	22686	7673		13259			11906	237		2440	208360	36	0	0	47683	23		26559	3109	9166	17508	16044	1856	0	9027	41851	42915	54957	8316	3145				0	0					2701	18147	43625	33005							0														49228				0		0	3380								676													955			CONF	CONF		
11145																																																																953	535	0	14	19973	0	19973	6978		1556	223100	0	0	0	53188	173	5448	23995	1961	4744	5279	11357	19046	10411	30037	6723	27368	58965	44988	1463	0	0	0	0	16	0				2452	9458	54544	20998	0	0				515	318													0	14935				1172	0	0	0							0	5014	0	0	0	379	25	0	0	253	253	0	0	0	47248	0	0	CONF	CONF	0	
11640																																																															0	19999	1339		70493			19286	3094		0	239670	0	0	0	29286	1125		110222	1316	4157	1967	3804	8641	9401	15906	93821	27191	26754	25031	21682				0	0					6258	39278	15782	23819							0														86275				21		0	211								6174													3526			CONF	CONF		
11837																																																																2075	5949		76			4867	988		2896	66162	134	0	0	20261	113		12171	919	3283	5797	7854	1710	698	7652	4194	14779	14735	4675	0				101	290					2070	2443	4136	19153							0														837				0		44	23								218													593			CONF	CONF		
12030																																																															0	41829	2281		1457			33058	0		1	344739	0	0	0	87537	219		47669	5089	11978	26552	8760	31750	3404	25538	56406	114331	39317	16984	4615				628	208					2294	17279	98068	31555							0														0				0		0	1175								15675													11475			CONF	CONF		
12142																																																																5781	8125		7647			24956	1799		0	142914	0	226	0	39854	1424		34154	1440	3500	13020	20111	1783	0	7963	21251	16916	40702	15152	1076				0	0					2620	4542	1824	26304							0													0	0				133		0	0								5630													12182			CONF	CONF	0	
12311		138524	3216083	6527280	214195	31175076	736179	8043558	0	831496	119515583	0	707008	24455680	185919	16536970	58352171	1225775	6739386	12271096	12776431	3199320	0	4830	85	0	580394	638872	645594	2621	6643			446494	2000268	5506323	9213066	0	4974567													70105638	495938	0	13530183	76326	0	57250	0	0	0	6450917		138524	3216083	68049	214195	31175076	213609		8043558	0	831496	118993013	0	4974567		24455680	185919	11524880		393713	477220	549218	1232178	12721943	8975541							4830	85	580394	638872	645594					446494	2000268	5506323	9213066						313914	79125													0						740417	5718814									13530183	0	796	913	32320	14419				0				6450917		558961	CONF	CONF	0	
12647																																																															0	17923	12124		12319			13370	989		3474	121346	0	0	0	22873	61		14667	4839	4760	4403	3420	4919	433	19074	16152	18428	18880	25546	340				318	23					805	2861	5097	28772							0														90326				0		0	14								70													253			CONF	CONF		
12656																																																															0	1012	0		919			815	0		0	10450	0	0	0	5774	0		1167	70	5	181	1595	2900	1020	529	563	1308	1017	1042	184				0	0					197	0	257	66							0														0				20		0	11								958													441			CONF	CONF		
12946																																																																116040	32875		17265			298610	0		4081	1658140	0	0	0	325176	9370		325509	21941	25285	81987	142186	32533	19348	259467	106823	304487	490664	158883	6417				2371	0					36278	143357	259965	378862							167													0	1024575				41		0	784								10822													22284			CONF	CONF	0	
13103																																																																0	127123	0	0	149759	0	149759	37772		0	2228102	0	0	0	777087	7419	80975	28455	9968	8361	11104	34941	143344	567475	285758	53911	143854	344307	378628	244289	0	0	0	0	55	0				28816	85688	314765	340411	0	0				2336	0														995844				5911	732	0	732							0	352367	0	0	0	0	1324	2245	0	6	0	0	0	0	6108	2245	924	CONF	CONF		
13251																																																																3197	0		1802			4692	0		0	41733	0	0	0	14672	970		10508	353	1012	3085	8825	0	854	4645	4974	4791	11597	710	258				0	0					476	801	579	9502							0														0				591		0	0								2562													2480			CONF	CONF		
13457																																																																4582	0		4970			1007	0		0	10959	0	0	0	0	0		4125	0	0	0	0	0	0	3504	2799	287	2404	720	1245				0	0					0	0	188	0							0													0	0				0		0	0								76													136			CONF	CONF	0	
14155																																																															0	58090	1504		33387			18036	3340		49	258901	0	0	13574	62052	762		52910	3741	12452	17298	14883	7485	6065	30584	55872	37501	60395	11587	675				0	0					26752	10870	17178	20051							47														162044				1670		0	324								2553													3953			CONF	CONF		
14650																																																																78	0		376			8036	0		0	30044	0	0	0	2597	0		1027	0	79	153	73	348	1944	465	639	1907	4173	19680	555				0	0					0	0	1300	1372							0														0				332		0	10								1876													14399			CONF	CONF		
14753																																																																4624	0		12464			3327	0		282	23638	0	85	0	947	0		7309	19	127	145	18	638	0	2234	5809	3154	5126	6177	191				0	0					0	0	1261	71							0														0				0		0	1								471													105			CONF	CONF		
14865																																																																137163	6301		134941			65427	832		10099	491317	0	0	0	20081	1221		148007	1234	542	2748	4773	5177	5607	163768	13802	35156	52737	82211	118221				1299	1054					13069	11838	50082	36936							0														138650				0		0	30								113													831			CONF	CONF		
14977																																																															0	8046	0		12380			4099	0		0	41418	6	0	0	6370	77	1649	8801	317	217	644	524	4203	465	12452	814	2938	5352	13486	0				0	0					0	0	2324	2513						0	0														0				0		0	1							0	3285	0	0	0	0	0			0	0	0	0	0	2329	0	0	CONF	CONF		
16551																																																																4640	11218		2989			18823	10159		1324	254495	0	997	0	73976	1077		22636	1432	5364	14269	18654	30615	3227	12541	13599	33938	49852	61571	8489				544	82					9708	68754	11522	26246							0													0	67474				289		0	0								3431													9005			CONF	CONF	0	
17110																																																															0	0	0		0			10596	0		0	100664	0	0	0	16	0	16	45866	16	0	0	0	0	0	100648	0	0	0	0	0				0	0					0	0	0	0						0	0														18665				0		0	4531							0	0	0	0	0	0	0			0	0		0	0	85521	0	0	CONF	CONF		
17147																																																															0	153946	701601	0	68008	3330529	0	3330529	600998		863610	11675396	0	0	0	2014307	20621	109776	1437535	158841	70698	58425	215006	704138	796497	5608323	299338	657528	1142030	1110934	810132	0	0	0	0	36188	8810				115747	713176	1268567	1597671	0	0				55	1963														2143274				55	50253	1382	50253							0	75361	0	0	0	0	0	0	0	0	0	0	0	0	63431	0	366	CONF	CONF		
17259																																																																3715	0		1095			2901	0		1575	37748	28	226	0	9965	0		16989	509	2147	1128	5125	911	145	11593	2740	3380	4474	4448	1170				0	0					384	0	0	13296							0														14036				0		0	14								1712													2893			CONF	CONF		
17950																																																																83702	580		38358			32741	3747		890	320610	0	1837	0	65633	2492		53403	929	2976	10926	24888	18678	7204	13939	38608	33596	54301	59058	54314				0	115					7352	11002	41517	15587							0													0	122705				449		0	96								6031													8930			CONF	CONF	0	
