"IDRSSD"	RCFDM708	RCFDM709	RCFDM710	RCFDM711	RCFDM712	RCFDM713	RCFDM714	RCFDM715	RCFDM716	RCFDM717	RCFDM719	RCFDM720	RCFDM721	RCFDM722	RCFDM723	RCFDM724	RCFDM725	RCFDM726	RCFDM727	RCFDM728	RCFDM729	RCFDM730	RCFDM731	RCFDM732	RCFDM733	RCFDM734	RCFDM735	RCFDM736	RCFDM737	RCFDM738	RCFDM739	RCFDM740	RCFDM741	RCFDM742	RCFDM743	RCFDM744	RCFDM745	RCFDM746	RCFDM747	RCFDM748	RCFDM749	RCFDM750	RCFDM751	RCONM708	RCONM709	RCONM710	RCONM711	RCONM712	RCONM713	RCONM714	RCONM715	RCONM716	RCONM717	RCONM719	RCONM720	RCONM721	RCONM722	RCONM723	RCONM724	RCONM725	RCONM726	RCONM727	RCONM728	RCONM729	RCONM730	RCONM731	RCONM732	RCONM733	RCONM734	RCONM735	RCONM736	RCONM737	RCONM738	RCONM739	RCONM740	RCONM741	RCONM742	RCONM743	RCONM744	RCONM745	RCONM746	RCONM747	RCONM748	RCONM749	RCONM750	RCONM751	
623052																																																																																							
623454																																																																																							
623548																																																																																							
623874																																																																																							
624246																																																																																							
624648																																																																																							
624778																																																																																							
624956																																																																																							
625056																																																																																							
625065																																																																																							
625140																																																																																							
625159																																																																																							
625654																																												110	0	139905	2487	0	0	6763	500	589193	10473	0	0	0	0	204002	3633	0	0	458	27	307364	5463	0	0	0	0	0	0	0	0	0	0	6351	113	0	0	0	7331	527	1246815	22169	0	0	
625757																																																																																							
625850																																																																																							
625953																																																																																							
626101																																												0	0	52528	1833	0	0	26764	0	234876	5767	0	0	6609	0	663755	5259	0	0	4651	2	88072	2763	0	0	0	0	0	0	0	0	0	0	856	20	0	0	1319	38024	2	1040087	16961	0	0	
627108																																																																																							
627377																																																																																							
627854																																																																																							
628039																																																																																							
628123																																																																																							
628178																																																																																							
628356																																																																																							
628552																																																																																							
629148																																																																																							
629353																																																																																							
629522																																																																																							
629746																																																																																							
630041																																																																																							
630340																																																																																							
630555																																																																																							
630658																																																																																							
631039																																																																																							
631150																																																																																							
631178																																																																																							
631422																																												88	15	115762	2114	0	0	206	15	186964	1970	0	0	583	52	198842	1661	0	0	0	0	77176	1006	0	0	0	0	2597	46	0	0	0	0	46101	884	0	0	0	877	82	627442	7681	0	0	
631570																																																																																							
632410																																																																																							
632607																																																																																							
632858																																																																																							
633378																																																																																							
633640																																																																																							
634544																																																																																							
634955																																																																																							
635840																																																																																							
635907																																																																																							
636276																																																																																							
636753																																																																																							
636771																																																																																							
637170																																																																																							
637451																																																																																							
637554																																																																																							
638131																																																																																							
638355																																																																																							
638850																																																																																							
639549																																																																																							
639567																																																																																							
639633																																																																																							
639857																																																																																							
640143																																																																																							
640246																																																																																							
640442																																																																																							
640554																																																																																							
640956																																																																																							
641449																																																																																							
641579																																																																																							
641775																																												0	0	79598	1238	0	0	0	0	135870	1724	0	0	0	0	270256	2607	0	0	0	0	58249	758	0	0	0	0	0	0	0	0	0	0	434	12	0	0	654	0	0	544407	6993	0	0	
642437																																																																																							
642549																																																																																							
643078																																																																																							
643274																																																																																							
643340																																																																																							
643658																																																																																							
644057																																																																																							
644141																																																																																							
644646																																																																																							
644776																																																																																							
644842																																																																																							
644954																																																																																							
644963																																																																																							
645157																																																																																							
645317																																												0	0	0	0	0	0	0	0	574174	15566	0	0	0	0	199536	2520	0	0	3	0	102122	2472	0	0	0	0	1134	24	0	0	0	0	12241	56	0	0	89	3	0	889207	20727	0	0	
645465																																												6	0	242219	2656	0	0	2461	110	388587	3805	0	0	22	0	188918	1776	0	0	3674	2282	322068	4232	0	0	0	0	0	0	0	0	0	0	5538	77	0	0	0	6163	2392	1147330	12546	0	0	
645540																																																																																							
645577																																																																																							
645625																																																																																							
646042																																																																																							
646145																																																																																							
646172																																																																																							
646444																																																																																							
646471																																																																																							
646556																																																																																							
646743																																																																																							
646873																																																																																							
647218																																																																																							
647245																																																																																							
647414																																																																																							
647759																																																																																							
647777																																																																																							
647955																																																																																							
648130																																												0	0	7112	229	0	0	154	0	315675	6144	0	0	40	40	50371	1468	0	0	199	199	40234	619	0	0	0	0	0	0	0	0	0	0	5303	30	0	0	0	393	239	418695	8490	0	0	
648242																																												0	0	94344	1059	0	0	279	59	797366	8315	0	0	0	0	608319	5343	0	0	247	52	253808	2763	0	0	0	0	0	0	0	0	0	0	5851	73	0	0	0	526	111	1759688	17553	0	0	
648251																																																																																							
648345																																																																																							
648550																																																																																							
649342																																																																																							
649632																																																																																							
651121																																																																																							
651149																																																																																							
651158																																																																																							
651354																																																																																							
651448																																																																																							
651541																																																																																							
651756																																																																																							
651859																																												0	0	472542	9155	0	0	3439	0	1718686	33365	0	0	0	0	645108	12498	0	0	0	0	412677	7995	0	0	0	0	0	0	0	0	0	0	39681	769	0	0	0	3439	0	3288694	63782	0	0	
651952																																																																																							
652043																																																																																							
652070																																																																																							
652874																																												0	0	174075	1215	0	0	0	0	562514	22124	0	0	17845	145	5739634	30547	4545	0	1344	0	1576093	7847	0	0	0	0	0	0	0	0	278	44	23680	97	0	0	0	19467	189	8075996	61830	4545	0	
652959																																																																																							
652977																																																																																							
653134																																																																																							
653433																																																																																							
653611																																																																																							
653778																																																																																							
653947																																																																																							
654047																																																																																							
654300																																																																																							
654579																																																																																							
655530																																																																																							
655839																																																																																							
656032																																																																																							
656377																																																																																							
656470																																																																																							
656658																																																																																							
656779																																																																																							
657178																																																																																							
657271																																												0	0	17288	60	0	0	3725	45	408421	1634	0	0	8081	23	1272813	3126	0	0	1048	333	78175	721	0	0	0	0	0	0	0	0	2568	0	817385	9896	0	0	1435	15422	401	2594082	16872	0	0	
657365																																																																																							
657459																																												8169	0	196894	2114	0	0	24808	2319	759002	8100	1905	95	7105	636	362985	3846	830	72	15007	1003	506819	5380	11	1	0	0	3095	32	0	0	178	31	73860	763	0	0	0	55267	3989	1902655	20235	2746	168	
657758																																																																																							
657954																																																																																							
658072																																																																																							
658474																																																																																							
658924																																																																																							
659341																																																																																							
659556																																																																																							
659640																																																																																							
659734																																																																																							
659855																																																																																							
660066																																																																																							
660253																																																																																							
660271																																																																																							
660570																																																																																							
660655																																																																																							
660879																																																																																							
660927																																																																																							
661072																																																																																							
661157																																																																																							
661223																																																																																							
661308																																												2424	0	36523	836	0	0	4914	0	333094	3908	0	0	15804	224	2207134	17648	0	0	15075	4995	789747	7711	0	0	0	0	0	0	0	0	0	0	470492	6800	0	0	0	38217	5219	3836990	36903	0	0	
661474																																																																																							
662350																																																																																							
662369																																																																																							
662949																																																																																							
663058																																																																																							
663245																																																																																							
663638																																																																																							
663656																																																																																							
663834																																												0	0	288236	5176	0	0	27596	215	2970142	47674	0	0	3771	130	699623	7733	0	0	3245	226	408667	8679	0	0	0	0	7630	164	0	0	0	0	23256	0	0	0	0	34612	571	4397554	69426	0	0	
663955																																																																																							
664176																																																																																							
664206																																												0	0	198759	918	0	0	1545	0	643774	6707	0	0	4398	61	3297986	9485	0	0	85	0	92573	1681	0	0	0	0	0	0	0	0	0	0	53496	1470	0	0	1938	6028	61	4286588	22199	0	0	
664653																																																																																							
664756																																																																																							
665146																																																																																							
665258																																																																																							
665865																																																																																							
666059																																																																																							
666358																																																																																							
666554																																																																																							
666844																																																																																							
666974																																																																																							
667029																																																																																							
667252																																																																																							
667346																																																																																							
667524																																																																																							
667551																																																																																							
667757																																																																																							
668053																																																																																							
668147																																																																																							
669555																																																																																							
670430																																																																																							
670467																																																																																							
670560																																																																																							
670654																																																																																							
670748																																																																																							
670878																																																																																							
671053																																																																																							
671147																																																																																							
671334																																												425	123	257723	4091	0	0	15308	71	555628	8101	618	0	3890	0	141513	1452	181	0	5208	994	523014	6871	81	0	0	0	1	0	0	0	0	0	1076	44	0	0	559	24831	1188	1478955	21118	880	0	
671464																																																																																							
671558																																																																																							
672238																																																																																							
672247																																																																																							
672537																																																																																							
672573																																																																																							
673244																																																																																							
673440																																												743	0	579067	13562	0	0	7107	436	1485875	38100	0	0	6662	0	546383	15701	0	0	4488	0	979519	27296	0	0	0	0	10701	284	0	0	364	15	30508	1158	0	0	0	19364	451	3632053	96101	0	0	
673477																																																																																							
673851																																																																																							
673909																																												0	0	201451	1652	0	0	0	0	2331863	17367	0	0	1572	40	1051664	5288	0	0	0	0	409	6	0	0	0	0	0	0	0	0	0	0	328	4	0	0	32	1572	40	3585715	24349	0	0	
674344																																																																																							
674849																																																																																							
675042																																																																																							
675051																																																																																							
675079																																																																																							
675248																																																																																							
675341																																																																																							
675659																																																																																							
675855																																																																																							
676049																																																																																							
676151																																																																																							
676478																																																																																							
677176																																																																																							
677354																																																																																							
677448																																																																																							
677644																																																																																							
677756																																																																																							
677970																																																																																							
678052																																																																																							
678070																																																																																							
678258																																																																																							
678454																																																																																							
678557																																																																																							
678744																																																																																							
679451																																																																																							
680055																																																																																							
680130																																																																																							
680354																																																																																							
680457																																																																																							
680747																																																																																							
680813																																																																																							
681043																																																																																							
681249																																																																																							
682143																																																																																							
682563																																																																																							
682648																																																																																							
683449																																																																																							
683814																																																																																							
684455																																																																																							
685023																																																																																							
685649																																																																																							
685676																																																																																							
685779																																																																																							
686459																																																																																							
686570																																																																																							
686758																																																																																							
687009																																																																																							
687054																																																																																							
687830																																																																																							
687951																																												0	0	155380	0	0	0	9733	3486	544581	6376	0	0	224	49	212295	1099	0	0	1044	713	532946	5557	0	0	0	0	1783	0	0	0	0	0	49196	615	0	0	0	11001	4248	1496181	13647	0	0	
688079																																																																																							
688257																																																																																							
688453																																																																																							
688556																																																																																							
689209																																												395	107	136831	1126	0	0	5128	1	452577	7946	0	0	7372	324	567520	3196	0	0	58	0	29505	215	0	0	0	0	0	0	0	0	0	0	7614	100	0	0	1624	12953	432	1194047	14207	0	0	
689357																																																																																							
689759																																																																																							
691042																																																																																							
691556																																																																																							
691743																																																																																							
691958																																																																																							
692450																																																																																							
692704																																																																																							
692946																																																																																							
693073																																																																																							
693224																																																																																							
693345																																																																																							
693952																																																																																							
694146																																																																																							
694771																																																																																							
694847																																																																																							
694904																																																																																							
695349																																																																																							
695947																																																																																							
696047																																																																																							
696168																																																																																							
696430																																																																																							
696645																																																																																							
697035																																																																																							
697147																																																																																							
697156																																																																																							
697231																																																																																							
697763																																																																																							
697950																																																																																							
697978																																																																																							
698144																																																																																							
698546																																																																																							
698649																																																																																							
699105																																																																																							
699253																																																																																							
700140																																																																																							
700252																																																																																							
700430																																																																																							
700458																																																																																							
701062																																																																																							
701222																																																																																							
701839																																																																																							
701857																																																																																							
702117																																																																																							
702359																																																																																							
702612																																																																																							
702836																																																																																							
702911																																																																																							
702966																																																																																							
703039																																																																																							
703552																																																																																							
703767																																												0	0	96870	1423	0	0	150	7	823279	5936	0	0	1025	0	84281	553	0	0	1490	337	182059	1753	0	0	0	0	0	0	0	0	0	0	36116	227	0	0	130	2665	344	1222605	10022	0	0	
705378																																																																																							
705556																																																																																							
706030																																																																																							
706058																																																																																							
706236																																																																																							
706254																																																																																							
706450																																																																																							
706656																																																																																							
707354																																												426	0	248417	2154	0	0	4052	46	1028035	11018	0	0	2402	102	890415	6075	0	0	368	215	430484	4626	0	0	0	0	0	0	0	0	327	63	77624	623	0	0	2545	7575	426	2674975	27041	0	0	
708379																																																																																							
709143																																																																																							
709451																																																																																							
709554																																																																																							
709602																																												0	0	72485	599	0	0	527	0	452326	6757	0	0	4654	15	653879	3919	0	0	168	153	48149	455	0	0	0	0	0	0	0	0	26	0	577796	8099	0	0	1716	5375	168	1804635	21545	0	0	
709639																																																																																							
709956																																																																																							
710176																																																																																							
710859																																																																																							
711472	0	0	0	0	0	0	0	0	0	0	0	0	38577	34	895698	2246	0	0	11854	3510	233577	21115	0	0	105	92	12874	383	0	0	1017	828	149492	7929	0	0	0	51553	4464	1291641	31673	0	0																																												
711520																																																																																							
711548																																																																																							
711753																																																																																							
711801																																																																																							
712059																																																																																							
712648																																																																																							
712956																																																																																							
713047																																																																																							
713252																																																																																							
713476																																																																																							
713926																																												521	228	52027	656	0	0	11718	21	263655	2538	0	0	3278	99	184229	1475	0	0	0	0	52429	396	0	0	0	0	3183	74	0	0	77	14	128475	1888	0	0	124	15594	362	683998	7151	0	0	
714165																																																																																							
714437																																																																																							
714839																																																																																							
714978																																																																																							
715032																																																																																							
715050																																																																																							
715144																																																																																							
715340																																																																																							
715470																																																																																							
715630																																																																																							
715872																																																																																							
715975																																																																																							
716374																																																																																							
716833																																												0	0	52227	914	0	0	11006	618	286068	3923	0	0	8067	756	989714	8863	0	0	1172	0	19538	290	0	0	0	0	0	0	0	0	33	33	257	1	0	0	0	20278	1407	1347804	13991	0	0	
716851																																																																																							
716954																																																																																							
717232																																																																																							
717670																																																																																							
717737																																												0	0	105720	922	0	0	0	0	562901	5932	0	0	0	0	201575	1815	0	0	0	0	102763	970	0	0	0	0	1161	42	0	0	0	0	3064	171	0	0	3099	0	0	977184	12951	0	0	
717924																																												522	0	226751	2708	0	0	2498	10	1207667	14292	12328	495	625	0	924286	11050	8983	378	722	0	339209	4453	805	197	0	0	0	0	0	0	0	0	24313	426	334	243	0	4367	10	2722226	32929	22450	1313	
718145																																																																																							
718275																																																																																							
718538																																																																																							
719030																																																																																							
719610																																																																																							
719656																																																																																							
719964																																																																																							
720157																																																																																							
720344																																																																																							
720746																																																																																							
720858																																																																																							
721350																																																																																							
721752																																																																																							
721949																																																																																							
722227																																																																																							
722432																																																																																							
722544																																																																																							
722777																																																																																							
722816																																																																																							
723112																																																																																							
723158																																																																																							
723550																																																																																							
723653																																																																																							
723756																																																																																							
723868																																																																																							
724230																																																																																							
724744																																																																																							
724904																																																																																							
724940																																																																																							
725077																																																																																							
725732	0	0	1780	11	0	0	0	0	119632	1555	0	0	1022	0	1621102	14459	0	0	0	0	623454	4292	0	0	0	0	1364	4	0	0	0	0	13011	52	0	0	0	1022	0	2380343	20373	0	0																																												
725741																																																																																							
726458																																																																																							
726953																																												0	0	73290	704	0	0	640	0	360671	3673	0	0	421	0	23608	261	0	0	1640	0	139674	1401	0	0	0	0	0	0	0	0	0	0	917	10	0	0	150	2701	0	598160	6199	0	0	
727174																																																																																							
728948																																																																																							
728957																																																																																							
729011																																																																																							
729057																																																																																							
729178																																																																																							
729310																																																																																							
729570																																																																																							
729842																																																																																							
729945																																																																																							
730745																																																																																							
731050																																																																																							
731247																																																																																							
731957																																																																																							
732178																																																																																							
732253																																																																																							
732637																																																																																							
732758																																																																																							
732918																																												0	0	38930	148	0	0	4686	187	331348	3507	0	0	4064	99	500403	3526	0	0	419	5	127630	1836	0	0	0	0	0	0	0	0	20	20	127658	1329	0	0	550	9189	311	1125969	10896	0	0	
732954																																																																																							
733054																																																																																							
733540																																																																																							
733559																																																																																							
733661																																																																																							
733755																																																																																							
733951																																																																																							
734248																																																																																							
734350																																																																																							
734538																																																																																							
734613																																																																																							
735049																																																																																							
735067																																																																																							
735414																																																																																							
735441																																																																																							
735973																																																																																							
736158																																																																																							
736206																																																																																							
736550																																																																																							
737548																																																																																							
738013																																																																																							
