"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	Fully insured, affiliate sweep depos	Not fully insured, affiliate sweep d	Fully insured, non-affiliate sweep d	Not fully insured, non-affiliate swe	Designated exception sweep deposit	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
37	12123	0	6261	22748	0	34851	0	0	0	0	35428	0	407		14169	2310		28590	35021	0	0	225	0	0	3262	9413	5997	598	12675	521	517	384	303	5101	1725	0	0	1038	0													
242	8059	0	1024	12603	0	20428	0	0	0	0	28166	0	8318		4331	6162		19404	19848	0	0	0	0	0	904	2602	1934	839	3506	263	6871	533	0	1948	7667	0	0	7134	0													
279	79861	0	551	62024	0	138015	0	0	0	0	157495	0	958		23487	11799		137464	156537	0	0	5294	0	0	9270	25927	17126	1233	35197	2422	7741	2116	0	30069	12279	0	0	10163	0													
354	2184	0	160	9024	0	9024	0	0	4308	0	23637	0	938		1450	7159		8864	16094	0	6605	0	4308	1828	3952	2892	2820	4367	6844	0	263	0	0	12581	263	0	0	263	6605													
457	9155	0	569	12070	0	16267	0	0	0	0	40903	0	7807		6538	20138		15698	33096	0	0	854	0	0	1567	6847	2367	282	8414	0	547	0	0	4525	547	0	0	547	0													
505	116506	15	67423	191125	0	304865	0	0	0	0	394309	0	110019		16837	235227		237427	284290	0	0	771	0	0	8740	14954	4319	573	23422	2790	4930	6270	0	11749	13990	27873	0	7720	0													
1155	1218	1	19813	88052	0	300853	0	0	0	0	94985	0	7972		25924	42354		280644	87013	395	0	2855	0	0	13651	15176	9033	1471	25455	2498	6690	2894	0	13407	12082	1224	0	8155	0													
1351	12295	0	10401	31683	0	52091	0	0	0	0	117047	0	10068		33452	32570		41690	106979	0	0	4442	0	0	11427	32588	15669	0	44015	1051	11083	363	0	26232	12498	0	0	12134	0													
1454	1075	0	42653	295454	0	499510	0	0	0	0	408094	671	33960		33621	314158		456359	373463	498	0	9897	0	0	18934	18360	10385	4093	30763	31175	3877	3258	2779	18151	41089	16040	0	7369	0													
1669	51498	1	36792	111663	0	213195	0	0	0	0	135692	0	357		22324	31080		176350	135295	52	40	3705	0	0	10624	18018	9360	2645	27880	2186	5643	4105	533	18322	12467	0	0	7829	0													
1856	1313	0	1645	5207	0	8666	0	0	0	0	29288	0	3781		3041	15931		7021	19812	0	5695	0	0	0	2204	6665	953	0	8869	503	1464	256	0	6780	2223	0	0	1967	496													
2161	40979	0	34728	92387	0	189076	0	0	29913	0	146085	0	12091		36237	55866	6316	148325	132750	6023	1244	161	29913	0	3107	8367	31677	285	11474	1096	3661	280	765	7200	5803	47606	0	4757	0	0	0	39149	0	39149	true							
2732	68907	0	3594	182998	0	242419	0	0	0	0	359564	0	11273		25886	139097		238825	348291	0	0	4054	0	0	15071	25703	12148	556	40692	17808	55792	24482	0	27592	98082	0	0	73600	0													
2750	21848	0	5449	8622	0	22596	0	0	0	0	35223	0	7446		4871	939		17147	27777	0	0	845	0	0	4157	3460	2912	122	7277	603	870	311	0	5780	1784	0	0	1473	0													
3252	20252	0	131088	48166	0	172424	0	0	8901	0	109390	0	49921		8909	17946		41336	54779	0	4690	0	6583	6583	14167	7954	3999	1987	22121	21724	20772	589	0	19198	43085	3650	2318	42496	3468													
3458	4703	0	2702	9903	0	17537	0	0	2000	0	45253	0	7977		9793	11627		14835	37276	0	0	105	2000	2000	5961	12850	4022	396	18811	1149	3653	616	277	13435	5695	0	0	4802	0													
3720	92523	0	29964	105673	0	217982	0	0	0	0	129201	0	7722		15947	3174		188018	121479	0	0	1909	0	0	5852	17980	1062	10	23515	2956	5232	412	0	8957	8600	0	0	8188	0													
3971	128209	0	6270	176784	0	285419	0	0	226287	0	613624	0	2145		287076	111988		279149	367913	0	243566	3497	226287	176790	50720	183400	92420	4051	234120	16533	11715	13637	951	43515	42836	0	0	28248	2088													
4156	34968	0	13331	58363	0	123250	0	0	0	0	126378	0	14095		14132	44557		109913	110551	6	1732	1761	0	0	17953	12009	7569	1938	29962	2787	3013	596	986	25338	7382	13909	0	5800	498													
4231	26089	0	19438	42671	0	67395	0	0	0	0	69591	0	4921		12926	13235		47957	64670	0	0	8149	0	0	2744	11240	4788	6185	13747	277	2187	1765	1081	12031	5310	0	0	2464	0													
5069	32573	0	0	39345	0	42554	0	0	132658	0	260084	6000	987		71562	55613		42554	165135	0	87962	943	132658	92606	29620	40536	47994	1310	70156	6035	19473	23860	3070	47898	52438	0	0	25508	6491							1397						
5135	38301	0	56389	106077	0	200014	0	0	18551	0	252805	0	12160		65076	58505		143625	221647	0	18998	9313	18551	992	21114	78979	20867	0	100093	11810	22607	622	0	55884	35039	0	0	34417	0													
5210	413525	35	218028	628471	0	1246330	0	0	0	0	1101128	0	76717		183081	346534		1025282	1024411	2985	0	20727	0	0	73926	130555	60446	8937	202251	19942	34696	9563	3004	90783	67205	37808	0	54139	1938													
5461	526224	0	27238	86684	0	86684	0	0	0	0	719728	0	20876		4694	174810		59446	698852	0	0	642	0	0	3534	5137	1231	340	8671	1416	7036	0	0	5548	8452	63261	0	8452	0													
5751	20540	0	8068	48412	0	88190	0	0	3258	0	133042	0	23426		14591	73157		80122	107148	0	2468	2259	1736	248	9556	12210	7060	1464	21766	2400	4579	2077	0	15698	9056	7732	1026	6979	1194													
6039	56900	0	17425	180940	0	209157	0	0	0	0	160540	0	6056		34226	36119	9246	191732	154484	0	0	2009	0	0	13720	36094	9985	877	49813	611	4813	1422	0	26450	6846	0	0	5424	99	0	0	0	0	0	true							
6329	145471	0	12191	540744	0	712836	0	0	0	0	697441	0	57722		70483	290922	13168	698157	635993	2488	3726	3787	0	0	68232	97593	21057	6286	165825	22059	37441	6757	1623	122685	67880	166581	0	59500	0	0	0	126196	0	126196	true	164188	130648	0	290922	145469	2	
7009	0	0	0	170956	0	170956	0	0	0	0	322957	0	0		0	322957		170956	322957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
7045	43980	0	23979	38972	0	172380	0	0	0	0	91067	0	7074		15311	20199	6713	148401	83993	0	0	302	0	0	4707	11466	5540	4874	15167	0	302	0	0	11275	302	0	0	302	0	0	0	0	0	0	true							
7072	111145	5	2375	90105	0	122581	0	0	1515	0	263150	0	11594		36606	72077		120201	251556	0	0	4046	1515	1246	12065	28639	16586	2049	40704	1799	12556	6235	0	22734	20590	0	0	14355	0													
7456	34204	0	32571	26784	0	73064	0	0	0	0	52294	0	4754		10787	0		40493	47540	0	0	225	0	0	3477	7487	4744	287	10964	353	1742	0	0	5208	2095	0	0	2095	0													
7634	13592	0	1597	17454	0	23364	0	0	0	0	53502	0	160		12571	1938		21767	53342	0	0	4659	0	0	4787	21206	2444	723	25993	2914	5324	306	267	16589	8811	0	0	8238	0													
8033	37528	0	2350	99856	0	151419	0	0	0	0	130430	0	745		38748	0		149069	127605	0	2080	2747	0	0	14857	34459	22966	4990	49316	1971	7405	5253	1000	38525	15629	1111	0	9376	2080													
8462	1293	0	5359	46860	0	93692	0	0	0	0	59345	0	8661		7666	5673		88083	50684	250	0	1846	0	0	6239	9494	1231	0	15351	10150	25265	0	0	9298	35415	0	0	35415	0													
8631	22493	0	1530	27137	0	33152	0	0	0	0	39986	0	1048		5336	5301		31622	38938	0	0	1248	0	0	2137	5327	1333	866	7463	1969	560	0	0	4327	2529	0	0	2529	0													
9357	192161	464	2490	56465	0	64461	0	0	1	0	464012	10415	0		772	268276		61506	453597	1	0	352	1	1	927	1097	92	0	2024	0	1460	0	0	1343	1460	15501	0	1460	0													
9553	25910	0	13095	30838	0	63013	0	0	4160	0	76383	0	4571		16178	10099		49918	70055	0	1757	0	4160	0	8785	14092	7999	4289	22877	295	3852	806	255	18988	5208	0	0	4147	993													
9807	765533	0	34748	178589	0	251230	0	0	0	0	2142360	0	517373		41819	1069436	79478	216482	1624987	0	0	1603	0	0	22198	48666	24603	289	70864	159445	50344	1847	0	53937	211636	10150	0	209789	18694	0	0	0	0	0	true	14721	37512	607242	164620	440741	302207	
9955	17242	31	3615	47840	0	74765	0	0	90	0	83806	0	16294		4417	56798		71119	67512	0	0	0	90	0	2169	3044	1852	288	5213	0	1513	900	0	2936	2413	0	0	1513	0													
10250	284074	0	2463	46817	0	92582	0	0	0	0	514783	0	9888		38135	162281		89373	503900	746	995	8794	0	0	5833	16648	23406	9207	22481	3247	2088	3435	4563	16960	13333	6646	0	5335	249													
10849	106166	0	3089	7477	0	16155	0	0	0	0	257014	0	47413		35095	49331		13065	209601	1	0	2425	0	0	13295	37751	18882	851	20363	1690	18674	10376	0	35684	30739	0	0	20364	1991													
11145	69016	0	52001	114355	0	210041	0	0	0	0	155804	0	18451		16869	44320	8977	158039	137353	1	0	5056	0	0	5916	8275	9529	6290	14183	2561	4728	3113	2059	13140	12461	0	0	7289	0	0	0	0	0	0	true							
11640	24341	0	64025	103744	0	230313	0	0	0	0	129965	0	3368		26586	40888		166288	126597	0	0	10678	0	0	10893	20682	10849	7026	31509	3443	5017	3421	3405	22865	15286	0	0	8460	0													
11837	8448	0	25187	16945	0	59783	0	0	0	0	53599	0	80		10505	15258		34596	53519	0	0	614	0	0	6137	7318	3416	1172	13455	10810	416	624	0	7538	11850	0	0	11226	0													
12030	60911	0	44396	184489	0	250609	0	0	0	0	223689	0	1523		49165	60709		206213	221966	0	200	4590	0	0	16922	45715	18613	2741	62637	1111	7085	9881	0	34826	18078	0	0	8196	0													
12142	45208	0	24916	102597	0	185365	0	0	0	0	99639	0	2250		17624	16263		160449	97389	0	0	2125	0	0	15040	14561	1724	0	24942	2290	4301	252	0	13701	6843	0	0	6001	0													
12311	20621906	17170	8337003	65838793	0	88636312	0	0	4767690	0	61878205	0	1639479		1815586	38294378	1242320	80272942	60230459	9197	8267	114643	4762403	4762403	729001	1158118	575873	84285	1887119	127774	184612	91603	10655	731691	414644	2080535	5287	312386	0	0	284156	6323495	0	1841052	true	12110205	18298250	23595060	12401153	429783	20174630	
12647	36778	0	1984	56860	0	68149	0	0	0	0	108268	0	7053		10355	50037		66165	101215	0	0	821	0	0	3560	8948	4991	0	12508	2496	1458	0	0	7144	3954	0	0	3954	0													
12656	3540	0	2008	6397	0	9822	0	0	0	0	10006	0	1017		1918	2379		7814	8989	0	0	218	0	0	995	1598	822	137	2593	0	0	535	0	1634	535	0	0	0	0													
12946	171619	0	337786	641262	0	920573	0	0	0	0	1351608	0	184106		135238	615193		572349	1167460	10438	42	23480	0	0	81799	115486	77600	10282	187764	94063	113848	71181	536	149930	279628	343944	0	204542	0													
13103	834502	0	39396	182291	0	367321	0	0	0	0	2091113	0	398242		109149	968114	61813	327724	1691164	201	1707	26130	0	0	49098	69036	46691	17601	118133	34732	42534	22324	6484	73276	106074	0	0	77265	0	0	0	10255	0	10255	true	13959	136737	472384	261752	298138	370830	
13251	6686	0	740	13602	0	19578	0	0	0	0	38304	0	3315		4333	26785		18838	34989	0	0	0	0	0	1313	2633	887	0	3946	0	0	0	0	500	0	0	0	0	0													
13457	4327	0	476	5947	0	9927	0	0	0	0	12187	0	332		1809	2450		9451	11855	0	0	0	0	0	1159	1543	803	0	2702	1400	505	0	0	1696	1905	0	0	1905	0													
14155	38044	0	10590	87857	0	153789	0	0	0	0	124471	0	14272		14802	56916		140959	109950	2240	249	2402	0	0	6589	12329	4882	1941	18918	722	2788	0	260	10940	3770	47989	0	3510	0													
14650	9151	0	4875	13579	0	21531	0	0	0	0	21418	0	480		3520	1845		16656	17713	0	3225	2134	0	0	2134	3617	2817	229	5368	967	259	399	0	5277	1625	0	0	519	0													
14753	25173	0	1199	21177	0	21177	0	0	0	0	36566	0	2637		6940	0		19978	33929	0	0	793	0	0	2230	7118	629	189	9348	953	274	0	0	3226	1227	0	0	1227	0													
14865	181331	11	35313	503811	0	503811	0	0	0	0	299569	0	18201		21408	73324		468487	281355	0	13	4909	0	0	20891	9217	7921	1894	25227	1321	1604	1656	410	18516	4991	84848	0	2924	0													
14977	6457	0	0	13979	0	18637	0	0	0	0	27489	0	0		6574	756	3741	18637	27489	0	0	1894	0	0	3891	9847	2319	100	13732	507	1973	1640	0	9583	4119	0	0	2479	0	0	0	0	0	0	false							
16551	74155	0	15021	108834	0	179988	0	0	0	0	215438	0	7780		45991	58712		164967	207658	0	0	7988	0	0	10299	24111	27484	7525	34410	2593	7101	3459	0	23428	13153	0	0	9694	0													
17110	0	0	0	0	0	0	0	0	0	0	112230	0	6811		16399	0	6909	0	105419	0	0	4552	0	0	50547	0	0	0	50547	61683	0	0	0	34148	61683	0	0	61383	0	0	0	0	0	0	false							
17147	1966586	0	1704973	3411576	0	8589875	0	0	641086	0	5899875	0	1101231		402186	3087904	146095	6883854	4798644	1048	0	32513	641086	641086	134300	388138	105506	16564	520882	50671	133609	12976	3621	242322	200877	107565	0	184280	0	0	0	0	0	0	true	296903	2016247	1364190	1143443	1300802	662552	
17259	16767	0	2753	16171	0	25145	0	0	0	0	33268	0	3901		6897	1732		22392	29367	0	0	2183	0	0	3806	6387	1531	366	10193	548	1852	278	0	5193	2678	0	0	2400	0													
17950	128661	411	54203	198346	0	296319	0	0	15000	0	410741	294	59741		47824	196733		241705	334462	0	16244	10424	15000	15000	21725	32067	12991	1898	53792	1961	12133	1354	1218	20856	16666	32003	0	14094	0													
17978	67974	0	0	2724	0	49445	0	0	0	0	142461	0	1023		37622	2818		49445	138671	0	2767	12359	0	0	10776	27788	12799	7052	38564	612	8551	3816	275	20793	13254	0	0	9163	0													
18050	150986	0	87494	369412	0	475037	0	0	0	0	410599	0	17086		40157	82540		387543	391280	0	2233	5384	0	0	21247	51129	19582	0	70641	28949	39591	16574	0	51802	85114	28401	0	68141	0													
18827	1313624	0	40528	80246	0	156484	0	0	0	0	1699726	0	407393		53509	228815		114124	1291912	1832	421	4251	0	0	19155	38474	17128	10468	57629	28375	39320	2899	1466	31717	72060	11261	0	67695	0													
18836	31209	0	3623	55232	0	69141	0	0	0	0	112246	0	8483		31033	26372		65518	103522	0	241	5268	0	0	18264	18300	10413	4052	33337	874	1638	1124	0	19997	3636	4485	0	2512	0													
18854	128750	0	301492	857149	0	914291	0	0	162306	0	523381	0	11710		31925	248272	6605	612799	501289	0	10382	1895	162306	162306	30376	60915	16910	114	91291	11560	21147	5337	0	76390	38044	421163	0	32707	10382	0	0	0	0	0	true	0	0	111405	120030	60506	28082	
19356	13402	0	5265	37337	0	59544	0	0	6030	0	40961	0	2164		7448	3299		48249	34581	6030	4216	425	0	0	2992	7601	3311	480	10490	1000	7154	1722	0	6937	9876	0	0	8154	0													
19936	25099	0	36987	108939	0	212765	0	0	0	0	175233	0	21270		16378	111163		175778	153963	0	0	3511	0	0	5576	18725	5169	2787	24283	0	5220	1495	0	15878	6715	0	0	5220	0													
19972	99883	0	0	0	0	0	0	0	0	0	99883	0	0		0	0		0	99883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
20053	22081	0	3127	35123	0	49607	0	0	10765	0	81288	0	7036		20404	29200		46480	74252	0	0	2140	4956	0	5145	7031	12430	139	12176	796	2662	1804	0	4341	5262	5809	0	3458	0													
20633	62349	0	21580	47535	0	164182	0	0	0	0	138950	0	14556		22744	30325		142602	123150	0	1244	4187	0	0	5393	8776	23746	5176	14169	775	270	2140	0	20347	3185	24675	0	1045	0													
20857	61757	0	60233	172877	0	270153	0	0	0	0	187979	0	18896		21597	75854		209920	169083	0	0	0	0	0	7610	19945	5360	2896	27554	4424	6346	3030	759	14214	14559	0	0	10770	0													
21256	1654	0	3396	3940	0	7733	0	0	0	0	3867	0	313		406	643		4337	3554	0	0	823	0	0	149	75	306	218	224	0	0	0	823	341	823	0	0	0	0													
21359	15965	0	2278	20755	0	26995	0	0	0	0	39433	0	2092		3357	18313		24717	37341	0	0	0	0	0	1272	2732	865	30	4004	0	256	0	0	1542	256	0	0	256	0													
21658	35173	3	12344	21971	0	106870	0	0	3	0	90576	0	2241		27561	11859	15160	94523	88335	0	0	5726	3	3	6477	18719	10585	2137	25165	862	1681	2469	615	10357	5627	0	0	2543	0	0	0	0	0	0	true							
22048	41136	0	33146	165136	0	165136	0	0	459	0	93481	0	8133		17661	0		131990	85348	0	0	3089	459	459	6825	16736	13811	107	23408	1100	10097	3670	0	19817	14867	7015	0	11197	0													
22543	83304	14	22151	157751	0	210561	0	0	0	0	158099	0	23994		9619	57378		187899	133607	497	498	2156	0	0	3203	7408	3181	1247	10607	438	822	1118	0	5419	2378	21771	0	1260	0													
22552	21998	0	2833	9309	0	52321	0	0	4652	0	61671	0	3402		14050	8696		49488	58269	0	0	230	4652	2811	7719	10333	10354	11	18052	794	268	1499	0	14366	2561	0	0	1062	0													
22730	157	0	47331	116925	0	152571	0	0	0	0	90748	0	14869		8490	75647		105240	75879	0	0	489	0	0	2756	3493	4445	1880	5880	0	546	1824	0	4085	2370	0	0	546	0													
23456	34404	0	11837	43614	0	153647	0	0	0	0	123979	0	10699		31980	22171		141810	113280	0	0	3135	0	0	7400	22223	17030	3017	29623	10445	5693	1342	255	17689	17735	0	0	16138	0													
23504	5545394	0	144053	1252664	0	1483188	0	0	332558	0	9029897	0	1854864		264322	2553729	154146	1339135	7175033	0	0	55668	132385	132385	156410	301601	175928	21885	458011	62740	191804	15479	4927	391502	274950	483684	200168	254544	0	0	0	562505	0	397395	true	371340	29695	954228	985621	1235057	1126884	
23643	21575	0	28736	58671	0	112728	0	0	0	0	115312	0	11517		24965	2751		83992	103695	0	100	2803	0	0	9570	27301	13631	2212	36871	9412	17927	5197	5735	27749	38272	0	0	27339	0													
23755	108499	160	10133	71905	0	133930	0	0	0	0	149977	0	10162		8004	25815		123637	139815	0	0	1060	0	0	2327	5879	3059	1991	8206	0	1000	1106	301	5252	2407	1	0	1000	0													
24006	409420	1	73153	228669	0	500508	0	0	20000	0	1119416	0	52763		136386	385470		427354	1066653	0	0	19892	20000	0	50891	109492	79205	20922	160383	11503	32295	15087	5132	124124	64017	861	0	43798	0													
24378	27025	0	0	12882	0	20280	0	0	0	0	47078	0	500		11237	2186		20280	46578	0	0	1111	0	0	914	4877	5393	5804	5791	0	0	314	567	5750	881	0	0	0	0													
24659	42908	0	2477	36073	0	61847	0	0	0	0	54158	0	2646		7658	638		59370	51512	0	0	1694	0	0	3915	3299	1781	871	6294	747	0	0	0	2208	747	0	0	343	0													
24668	36893	0	59400	554674	0	586221	0	0	0	0	866538	0	71192		66555	545226		526075	793048	746	2298	16137	0	0	60620	75271	26300	2061	113767	35705	54536	28317	1611	97696	120169	81295	0	76181	0													
24949	67467	0	14462	166056	0	217169	0	0	0	0	250187	0	4421		55438	96160		200966	245766	1741	0	3223	0	0	13118	38691	26885	326	51562	1338	1005	5197	0	23582	7540	15119	0	2343	0													
25357	248889	80	14788	16300	0	51083	0	0	0	0	373745	251	4141		27621	54694		36215	369353	0	0	5071	0	0	19071	31357	4319	6103	50428	1406	5662	250	1994	33229	9312	0	0	7068	0													
25647	31809	20	0	77527	0	81031	0	0	0	0	216039	0	4047		38057	51501	8610	81011	211494	0	498	3905	0	0	21209	47718	29237	1959	68927	4919	14328	12445	914	62065	32606	0	0	19247	498	0	0	0	0	0	false							
26457	4430	0	2207	6267	0	11266	0	0	0	0	28702	0	4724		3683	17764	502	9059	23978	0	0	271	0	0	1278	3004	1126	69	4282	0	760	271	0	1794	1031	0	0	760	0	0	0	0	0	0	true							
26765	88159	0	20834	66683	0	231810	0	0	0	0	2820577	0	117865		51151	2266597		210379	2697844	597	4868	9250	0	0	38780	107070	18495	2456	145850	89400	180564	26344	2712	115650	299020	17369	0	269964	4600													
27070	192910	0	14197	186263	0	186263	0	0	9032	0	562918	0	16392		116009	162557		171071	545426	995	1100	20455	9032	9032	50860	90080	35503	8547	132829	5446	9620	6105	1290	68981	22461	16490	0	14801	0													
27548	184663	0	136960	378988	0	763701	0	0	0	0	506234	0	29299		39359	237725		618248	475443	8493	1492	591	0	0	11413	25977	24214	4117	37389	3097	10791	1969	2270	26361	18127	115948	0	13888	746													
27614	159121	0	7531	155976	0	284043	0	0	0	0	260368	0	33068		30839	54648		276512	227300	0	0	531	0	0	11071	21186	8005	3274	28998	754	622	1435	252	12697	3063	0	0	1376	0													
27847	88343	0	54720	170716	0	284606	0	0	4192	0	408346	0	27067		100215	58657		228641	373949	1245	7330	18795	0	0	24484	86699	87176	3969	111183	8386	32054	16185	2393	102113	59018	15827	4192	40440	7330													
28013	1067458	0	454122	323174	0	548218	0	0	309922	0	3938931	0	246722		453883	2194938	63620	94096	3692209	0	0	21799	309922	309922	402140	171344	38063	6937	573484	12262	33102	8958	3728	164602	58050	0	0	45364	0	0	0	0	0	0	true	55469	38627	2005183	189535	1059694	1807	
28152	49252	0	6497	59668	0	87160	0	0	12	0	113527	0	7450		16182	40089	8535	80663	105828	0	249	2829	12	12	8980	8305	4405	1457	13775	0	1039	0	0	6964	1039	3985	0	1039	0	0	0	0	0	0	true							
28675	21738	0	20810	57074	0	58108	0	0	67254	0	138592	0	13885		78016	26527	3601	37298	124707	0	0	964	66754	15072	18713	47891	12157	2946	66604	752	326	7039	503	3691	8620	0	500	1078	0	0	0	0	0	0	false							
28732	36077	0	3068	54130	0	62624	0	0	0	0	75180	0	3620		6133	22044		59556	71560	0	0	1527	0	0	3826	7033	1697	92	10859	1938	1934	541	0	6513	4413	0	0	3872	0													
29476	9408	0	662	10905	0	27572	0	0	3183	0	48312	0	3858		11834	1552		26910	41870	0	2584	2263	0	0	4474	14323	8133	1639	18797	4793	2278	1214	500	16734	8785	3502	2181	7070	3923													
29636	138133	0	56983	85414	0	202193	0	0	0	0	933275	0	170387		81721	604719		145210	762888	0	0	16809	0	0	20255	62698	52972	5475	82953	5600	22610	19527	1286	59679	49023	0	0	28210	0													
29878	829803	0	0	59497	0	207999	0	0	0	0	1225371	0	0		171850	20359	81151	207999	1225371	0	0	28747	0	0	74175	168897	64427	9850	243071	11970	27667	14262	3962	145498	57861	0	0	39637	0	0	0	0	0	0	true	23077	136585	20347	12	809773	20030	
30052	5415	0	0	17612	0	21911	0	0	0	0	24680	0	0		770	13639		21911	24680	0	0	0	0	0	362	1057	2830	0	1419	877	0	500	0	3479	1377	0	0	877	0													
30502	168741	4	121270	264745	0	608854	0	0	0	0	451532	0	16481		40161	206460		481680	434804	5900	247	4687	0	0	8728	22929	27481	4112	31538	253	6093	6735	0	23090	13081	0	0	6346	0													
30650	12340	0	1598	45924	0	71552	0	0	0	0	68580	0	494		7520	42572		69954	68086	0	0	412	0	0	3632	4459	3745	0	8091	285	424	1124	0	4315	1833	0	0	709	0													
30810	45447338	0	114	1689527	0	1720844	0	0	15055416	0	85451401	0	0		20025104	13010895	2665330	1720664	85451401	66	0	964070	15055416	8575898	3834422	10853557	7119630	3437281	14687979	296355	910966	368843	172114	5219786	1748278	0	0	1207321	10291994	0	0	3779610	0	1212570	true	1370102	0	5115708	7895187	45447338	0	
31134	24430	7829	7865	87585	0	106692	0	0	0	0	61672	200	342		12303	11430	5756	90998	61130	0	0	1906	0	0	6263	12357	2121	422	18620	3267	1084	298	0	8860	4649	0	0	4351	0	0	0	0	0	0	true							
31255	17813	0	270758	285675	0	340838	0	0	0	0	527992	0	77636		16143	437007	5041	70080	450314	0	42	1978	0	0	12691	19251	6426	971	16139	6924	21403	5506	0	23196	33834	2405	0	28327	0	0	0	0	0	0	false							
31657	16738	0	10369	48210	0	100307	0	0	0	0	73779	0	4346		13057	6485		89938	69433	0	0	2891	0	0	7348	23221	1862	0	30569	3743	13441	942	0	19373	18126	0	0	17184	0													
31826	64770	0	40666	159497	0	199551	0	0	0	0	189951	0	35917		29473	44041	14878	158885	154034	0	0	6088	0	0	14920	37188	10658	1355	33651	5854	9353	1812	0	34648	17019	8236	0	15194	0	0	0	0	0	0	false							
31835	12659	0	16085	46863	0	69767	0	0	0	0	80157	0	15300		15825	7896		53682	64857	0	0	3295	0	0	18034	23200	1389	19	41224	5087	9057	2816	0	26817	16960	0	0	14144	0													
32234	55380	0	54140	92700	0	164957	0	0	38481	0	218737	0	40996		36264	64469		110817	174009	0	3732	1642	38481	38481	40599	28087	8579	2342	68227	3705	11707	3589	281	43342	19282	562	0	15412	4727													
32766	20417	0	52	112887	0	112887	0	0	0	0	49238	0	1309		1906	23119		112835	47929	0	0	1271	0	0	995	3553	619	26	4548	0	510	0	0	3287	510	2514	0	510	0													
32971	59006	0	19207	88720	0	123176	0	0	0	0	201329	0	1625		19758	106719		103969	199704	0	0	1250	0	0	5416	14964	7294	2059	20380	0	4285	1590	0	9973	5875	43903	0	4285	0													
33147	151514	0	4676	20018	0	28235	0	0	19218	0	280363	0	58579		22837	10716		23559	221312	0	472	8079	19218	18915	20157	34464	14631	4029	54621	9833	18500	14706	1813	50444	44852	19218	0	28333	0													
33259	53945	5	33713	265101	0	453062	0	0	0	0	472682	0	1531		67264	293479		418138	458659	1206	12492	4413	0	0	19600	59473	27746	4414	79057	1137	7042	5846	0	43969	14025	0	0	8179	17395													
