"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
1669																																							18430	3227	69433	0	0	3701	0	19746	402352	348888	838	356726	0	4309	0	0	45626	800	402352	0	0	51946	0	0	800	0	94630	254258			0	264316	260007	-7920	0	0	7000	0	45626	0	27808	
1856																																							5904	750	9778	0	98	442	1100	617	44164	37954	59	38013	0	279	0	0	6151	500	44164	0	0	148	0	0	5732	0	5207	32747			0	24728	24449	-229	26	0	0	0	6151	0	1000	
2161																																							13117	6592	107996	0	0	16627	0	16634	363549	335161	7081	342242	0	2603	0	0	21307	1000	363549	0	0	15622	0	0	20476	0	92387	242774			0	205186	202583	-15791	0	0	0	0	21307	0	0	
2732																																							133640	11518	55732	0	1112	2859	0	7662	714454	601983	5014	606997	0	5013	0	0	107457	0	714454	0	0	103549	0	0	5789	0	182833	419150			0	506944	501931	-1881	0	0	0	0	107457	0	0	
2750																																							511	862	15907	0	0	284	0	3934	66571	57819	582	60212	0	509	1325	0	6359	111	66571	0	0	387	0	0	7500	0	8622	49197			0	45543	45034	-1639	0	0	486	0	6359	39	0	
3252																																							250	7800	181946	0	0	458	0	4951	311359	281814	345	285159	0	3781	3000	0	26200	200	311359	0	0	33265	0	0	300	0	48166	233648			0	116235	112454	-7565	3500	0	0	0	26200	0	0	
3458																																							1459	1657	16066	0	0	2648	0	2951	73719	62790	135	69925	0	609	3500	0	3794	100	73719	0	0	4962	0	0	1101	0	9923	52867			0	47854	47245	-2369	0	0	0	3500	3794	0	1693	
3720																																							67273	3496	82536	0	0	3902	455	14469	384461	347183	2439	349622	0	1794	0	0	34839	2400	384461	0	0	26998	0	0	18600	167	105673	241510			-4500	171945	170151	-8659	0	0	0	0	34839	0	42012	
3971																																							37127	6192	126364	1923	5108	6977	1171	36929	1091193	899043	7340	1002641	0	10577	96258	0	88552	2	1091193	0	0	11028	0	0	93423	0	177520	721523			0	877251	866674	-15901	1851	0	0	0	88552	877	0	
4156																																							9769	14225	58747	0	1783	6184	0	8674	278627	249628	536	261409	0	3038	1500	0	17218	1200	278627	0	0	17546	0	0	6657	0	58363	191265			0	181322	178284	-8185	840	0	2775	6970	17218	121	0	
4231																																							43329	1278	55563	0	0	871	0	6397	151583	136986	309	137295	0	864	0	0	14288	500	151583	0	0	7598	0	0	12100	0	42671	94315			0	45009	44145	-5910	0	0	0	0	14288	0	0	
5069																																							74352	707	8383	0	0	31033	0	9483	524065	302638	7588	310226	0	10736	0	0	213839	4500	524065	0	0	205197	0	0	4129	0	39345	263293			0	409966	399230	13	0	0	0	0	213839	877	0	
5135																																							57749	10910	91174	0	1042	7045	850	17055	569677	452819	3114	479190	0	4562	23257	0	90487	651	569677	0	0	66667	0	0	24391	0	106077	346742			0	388414	383852	-1222	0	0	0	0	90487	0	0	
5210																																							332352	24674	503193	2660	38342	29220	474	125038	2632381	2347458	15544	2407973	0	17952	3330	0	224408	4798	2632381	0	0	173960	0	0	108340	0	590663	1756795			0	1527128	1509176	-62690	0	0	0	41641	224408	948	66304	
5461																																							63998	16225	90139	0	63	13061	0	19926	862933	806412	7732	814144	0	6439	0	0	48789	2059	862933	0	0	73586	0	0	4241	0	370030	436382			0	416668	410229	-31097	0	0	0	0	48789	0	249292	
5751																																							2013	6538	83062	0	1089	1949	0	9275	264833	221232	1971	235203	0	2410	12000	0	29630	600	264833	0	0	31965	0	0	8752	0	48713	172519			0	156898	154488	-11687	0	0	0	0	29630	169	6250	
6039																																							20592	4765	35623	0	0	6399	0	6771	408718	369697	2338	372035	0	4376	0	0	36683	469	408718	0	0	6631	0	0	30568	0	133758	235939			0	288944	284568	-985	50000	0	0	0	36683	0	0	
6329																																							118553	35729	153451	0	0	35822	1463	44178	1549214	1410277	13116	1423393	0	19478	0	0	125821	2600	1549214	0	0	105131	0	0	37400	1264	507788	902489			0	1178231	1158753	-19310	1	0	0	0	125821	0	0	
7009																																							66066	511	161953	0	0	1811	0	9677	606747	493913	9828	503741	0	0	0	0	103006	500	606747	0	0	105824	0	0	552	0	170956	322957			0	363694	363694	-3870	0	0	0	0	103006	3035	0	
7045																																							12098	3576	144305	0	0	1623	0	7488	272999	263447	756	264203	0	1158	0	0	8796	100	272999	0	0	22371	0	0	2325	0	38972	224475			0	104698	103540	-16000	0	0	0	0	8796	0	369	
7072																																							464	6081	39479	0	7301	13553	0	20112	437119	385731	4770	398001	0	2874	7500	0	39118	0	437119	0	0	39033	0	0	4060	1796	90105	295626			0	288743	285869	-3975	11532	0	0	0	39118	0	50932	
7456																																							4413	4443	44384	0	0	849	0	4234	133346	125358	383	125741	0	887	0	0	7605	400	133346	0	0	4127	0	0	6600	0	26784	98574			0	75910	75023	-3522	0	0	0	0	7605	0	0	
7634																																							11629	817	13302	0	0	371	0	842	86080	76866	213	77079	0	1258	0	0	9001	200	86080	0	0	2933	0	0	8060	0	17454	59412			0	60377	59119	-2192	0	0	0	0	9001	0	0	
8033																																							52065	4937	14315	0	0	5685	363	6892	350174	281848	5282	292266	0	1898	5136	0	57908	774	350174	0	0	50578	0	0	7226	0	99796	182052			0	267540	265642	-670	275	0	0	0	57908	0	0	
8462																																							849	6715	95236	0	0	344	0	873	171814	153037	319	153356	0	1997	0	0	18458	350	171814	0	0	27917	0	0	350	0	46860	106177			0	68714	66717	-10159	1080	0	0	0	18458	0	0	
8631																																							5735	2989	17313	0	0	2766	0	3408	78713	73138	863	74001	0	398	0	0	4712	500	78713	0	0	5979	0	0	800	0	27573	45565			0	38612	38214	-2567	7288	0	0	0	4712	0	1000	
9357																																							180074	6850	52828	1405	32039	740	0	6331	645675	528474	5415	533889	0	4496	0	0	111786	500	645675	0	0	57517	0	0	56160	0	215130	313344			0	369041	364545	-2391	0	0	0	0	111786	863	0	
9553																																							2395	1958	43092	0	0	885	0	10793	228843	139396	1456	215280	0	1212	74428	0	13563	400	228843	0	0	17860	0	0	1700	0	30838	108558			0	138469	137257	-6397	0	0	0	0	13563	0	32463	
9807																																							83828	15740	721149	0	0	24073	3831	145687	2750970	2393590	13896	2453177	0	33409	0	0	297793	20000	2750970	0	0	176066	0	0	112272	0	178589	2215001			0	1595757	1562348	-10545	0	0	0	45691	297793	1084	193230	
9955																																							6927	1858	67328	0	0	5603	0	4191	199956	158570	413	181464	0	1783	22481	0	18492	110	199956	0	0	21605	0	0	3023	0	47396	111174			0	111024	109241	-6246	0	4808	0	0	18492	0	0	
10250																																							9360	10417	189248	0	0	8992	0	5975	621547	607366	2109	609475	0	4815	0	0	12072	1500	621547	0	0	16595	0	0	34750	0	193585	413781			0	340120	335305	-40773	0	0	0	0	12072	0	62250	
10849																																							16160	1656	63931	0	694	6195	0	4465	298611	273169	689	273858	0	2850	0	0	24753	16	298611	0	0	15650	0	0	15375	0	40108	233061			0	208360	205510	-6288	0	0	0	0	24753	0	0	
11145																																							19129	20615	126032	64	450	7416	402	18114	412375	365845	2975	383755	0	2948	14935	0	28620	1000	412375	0	0	19918	0	0	25000	90	114352	251493			0	223011	220063	-17298	0	0	0	0	28620	0	0	
11640																																							2212	18115	121733	0	0	3595	0	25072	407432	360278	3449	373727	0	2965	10000	0	33705	650	407432	0	0	5981	0	0	42845	0	103744	256535			0	239670	236705	-15771	0	0	0	0	33705	0	0	
11837																																							1165	784	55768	0	0	1067	0	2941	126864	113382	496	116199	0	1023	0	0	10665	314	126864	0	0	4231	0	0	11686	0	16945	96437			0	66162	65139	-5566	0	0	2321	0	10665	0	0	
12030																																							115302	24711	58290	0	0	3341	1124	22012	563861	474298	5719	480017	0	11447	0	0	83844	300	563861	0	0	84221	0	0	300	0	184489	289809			0	344739	333292	-977	5560	0	0	0	83844	0	229	
12142																																							1311	7024	75193	0	0	4792	0	13216	306480	285004	5019	298023	0	2006	8000	0	8457	1250	306480	0	0	10816	0	0	19650	0	102597	182407			0	142914	140908	-23259	7500	0	0	0	8457	0	56536	
12311	2883333	1334606	23305089	0	6040431	1452672	11470	7381091	179434039	3086835	162321753	418058	2110061	6441117	900348	16694228	39999	179434039	493941	1078283	2771738	1951497	780000	16349535	893390		0	118622193	116512132	-3247044	0	300653	17112286	1142	17173245	0	0	0			23305089							150514517					6441117					493941	1078283						44960334	105554183							0	0	0	300653		1142		
12647																																							11120	3248	0	0	428	3751	0	1957	207276	176417	185	186602	0	1074	10000	0	20674	250	207276	0	0	3368	0	0	17056	0	56860	119557			0	121347	120273	0	0	0	0	0	20674	0	66499	
12656																																							6022	2396	0	0	0	108	0	155	22187	19828	30	19858	0	178	0	0	2329	72	22187	0	0	1869	0	0	388	0	6397	13431			0	10450	10272	0	0	0	0	0	2329	81	3153	
12946																																							43417	40627	573231	31	38627	53978	87	76475	2479838	2272180	19166	2309516	0	24732	18170	0	170322	1	2479838	0	0	159072	16131	0	98102	8764	466010	1806170			0	1649377	1624645	-86853	0	0	0	0	170322	3825	0	
13103																																							18178	28330	450991	1026	15662	19018	0	71349	3000958	2458435	60780	2664250	7194	21446	145035	0	329514	500	3000958	0	0	359703	0	0	34019	0	525694	1932741			0	2228102	2206656	-64708	0	0	0	0	336708	189748	0	
13251																																							10341	2400	8567	0	0	1421	0	1502	66102	57883	1799	59683	0	612	1	0	6419	25	66102	0	0	4461	0	0	2475	0	13602	44281			0	41733	41121	-542	750	0	0	0	6419	0	0	
13457																																							6751	337	7211	0	0	6	0	1351	26513	22114	212	22326	0	102	0	0	4187	50	26513	0	0	238	0	0	4143	0	5948	16166			0	10959	10857	-244	0	0	0	0	4187	0	0	
14155																																							260	7769	33071	0	0	6601	0	8834	311606	278260	1319	280656	0	3830	0	0	30950	176	311606	0	0	32593	0	0	160	72	52263	225997			0	258829	254999	-1979	0	0	1077	0	30950	0	0	
14650																																							1833	1327	0	0	90	233	0	2032	49112	42949	659	43608	0	892	0	0	5504	200	49112	0	0	5004	0	0	300	0	13579	29370			0	30044	29152	0	5461	0	0	0	5504	0	8984	
14753																																							6626	1776	10684	0	0	84	0	995	62656	57743	130	57873	0	532	0	0	4783	300	62656	0	0	3337	0	977	1277	0	21177	36566			0	23638	23106	-1108	18527	0	0	0	4783	58	800	
14865																																							163477	25216	157645	0	1071	8176	0	25859	869860	803380	4933	808313	0	5428	0	0	61547	730	869860	0	0	48883	0	0	17909	0	242333	561047			0	491317	485889	-5975	0	0	0	0	61547	0	2527	
14977																																							4480	594	7590	0	0	1519	0	977	56937	46126	207	46333	0	606	0	0	10604	0	56937	0	0	10632	0	0	0	0	13979	32147			0	41417	40811	-28	966	0	0	0	10604	0	0	
16551																																							22410	6280	101089	0	4636	9812	0	8382	431712	395426	812	396238	0	4257	0	0	35474	175	431712	0	0	25474	0	0	19825	814	108836	286590			0	253680	249423	-10000	0	0	0	0	35474	0	28866	
17110																																							23280	5256	0	0	0	3082	0	4122	154758	112230	8156	120386	0	279	0	0	34372	300	154758	0	0	27086	0	0	6986	0	0	112230			0	100664	100385	0	0	0	0	0	34372	18533	100	
17147																																							178870	119532	1979233	0	753311	139655	6454	763804	17705470	14489750	196144	15710345	0	226702	644969	0	1995125	10871	17705470	0	0	621209	5121	125	1674940	25394	3411576	11078174			0	11650002	11423300	-312020	0	0	185000	194482	1995125	0	2310796	
17259																																							3708	1094	20401	0	0	1411	0	2855	67834	58413	1712	64285	0	152	0	0	3549	769	67834	0	0	4351	0	0	769	0	16174	42239			0	37748	37596	-2340	24	0	4160	0	3549	0	745	
17950																																							2259	9454	387778	0	5225	8588	0	21924	750029	707059	2768	712527	0	5809	0	0	37502	725	750029	0	0	41072	0	0	32837	0	167413	539646			0	320610	314801	-37132	0	0	2700	0	37502	0	0	
17978																																							28932	2300	0	0	0	5554	574	3742	326711	191906	293	199222	0	1437	7023	0	127489	0	326711	0	0	127489	0	0	0	0	4118	187788			0	142444	141007	0	0	0	0	0	127489	0	144602	
18050																																							26438	9192	426876	0	0	12848	0	18284	952975	885636	4117	899753	0	6769	10000	0	53222	1214	952975	0	0	76228	0	0	34671	0	369660	515976			0	466106	459337	-58891	0	0	0	0	53222	0	0	
18827																																							80386	31019	304668	2913	9592	33173	35	76963	2038576	1856210	17188	1873398	0	14392	0	0	165178	588	2038576	0	0	77721	0	0	109731	0	447431	1408779			0	1513216	1498824	-22862	0	0	0	0	165178	1003	0	
18836																																							8594	1869	42761	0	0	4141	0	8109	200966	181387	2293	183680	0	1643	0	0	17286	180	200966	0	0	18565	0	0	1676	0	55906	125481			0	137135	135492	-3135	0	0	0	0	17286	0	0	
18854																																							123050	25686	174534	0	8469	13390	0	14649	1579979	1437673	7540	1445213	0	13153	0	0	134766	40	1579979	0	0	131007	0	0	14168	204	498106	939567			0	1233150	1219997	-10449	0	0	0	0	134766	0	0	
19356																																							213	1832	11230	0	789	1184	325	4013	115208	100505	769	106274	0	997	5000	0	8934	2025	115208	0	0	4258	0	0	4950	0	38086	62419			0	87848	86851	-2299	8771	0	0	0	8934	0	0	
19936																																							82057	2320	104265	0	0	3969	0	13517	421697	387998	2279	395665	0	4481	5388	0	26032	420	421697	0	0	23844	0	0	13649	0	108940	279058			0	213796	209315	-11881	0	0	0	0	26032	0	6254	
19972																																							41645	3090	0	0	0	368	0	6149	124666	99883	1251	101134	0	399	0	0	23532	0	124666	0	0	23532	0	0	0	0	0	99883			0	45588	45189	0	0	0	0	0	23532	0	28225	
20053																																							328	5003	8489	0	0	395	0	2623	150653	130895	334	131229	0	1451	0	0	19424	150	150653	0	0	13638	0	0	6053	0	35123	95772			0	130197	128746	-417	5069	0	0	0	19424	0	0	
20633																																							8430	3926	63529	0	0	5827	3117	16855	355012	303132	2214	321737	0	2774	16391	0	33275	1106	355012	0	0	36724	0	0	2816	0	43984	259148			0	254996	252222	-7371	434	0	0	0	33275	672	0	
20857																																							58771	2214	91450	0	444	3771	85	9576	496147	458132	1076	474956	0	2456	15748	0	21191	200	496147	0	0	2257	0	0	32300	170	172877	285255			0	238695	236239	-13566	0	0	0	0	21191	40	93387	
21256																																							2051	276	3247	0	0	141	0	515	12612	11599	12	11611	0	71	0	0	1001	105	12612	0	0	667	0	0	495	0	3926	7673			0	6453	6382	-266	0	0	0	0	1001	0	0	
21359																																							12686	1910	19820	0	39	325	0	1161	70485	66428	216	66644	0	462	0	0	3841	550	70485	0	0	3060	0	0	3350	0	20502	45926			0	34765	34303	-3119	0	0	0	0	3841	0	241	
21658																																							4147	1251	84162	0	0	1762	144	5996	217627	197446	1758	204527	0	2381	5323	0	13100	100	217627	0	0	16626	0	0	4157	0	21985	175461			0	117724	115343	-7783	4774	0	0	0	13100	48	0	
22048																																							5553	4645	55822	0	0	3806	0	10081	284829	258617	2027	266784	0	3304	6140	0	18045	1000	284829	0	0	20109	0	0	6650	0	66581	192036			0	208226	204922	-9714	0	0	0	0	18045	0	0	
22543																																							63672	9456	42297	0	3826	6525	0	2614	398896	368659	1582	370241	0	2586	0	0	28655	602	398896	0	0	16890	0	0	11698	198	142136	226523			0	254304	251718	-535	18540	0	0	0	28655	50	0	
22552																																							7028	1715	31831	0	0	2304	390	1895	126776	113992	457	120183	0	919	5734	0	6593	100	126776	0	0	2247	0	0	6900	0	32757	81235			0	81204	80285	-2654	0	0	0	0	6593	42	1286	
22730																																							6632	3610	141688	0	0	3026	15	11122	258183	243319	976	249466	0	1424	273	0	8717	250	258183	0	0	21219	0	0	300	0	101426	141893			0	93206	91782	-13052	308	0	0	4898	8717	0	0	
23456																																							638	4637	89922	0	0	3211	0	5734	299311	277626	722	283600	0	2454	5252	0	15711	126	299311	0	0	30494	0	0	1012	133	43682	233944			0	195505	193051	-15921	1574	0	0	0	15711	0	411	
23504																																							236611	72049	960520	0	161807	105322	0	560443	12868663	10513085	112112	11550734	119	81935	778200	0	1317810	1	12868663	145213	145213	587864	0	0	831752	289	3855091	6657994			-9177	10116941	10035006	-92630	0	0	0	2124	1317929	0	591403	
23643																																							8025	1087	85616	0	0	1482	91	9441	247341	228040	260	238300	0	1363	10000	0	9041	200	247341	0	0	21892	0	0	2300	0	58450	169590			0	140812	139449	-15351	2150	0	0	0	9041	0	0	
23755																																							12421	1560	96969	0	1583	5413	0	7443	296207	283907	1614	285521	0	2304	0	0	10686	110	296207	0	0	20805	0	0	4615	0	71904	212003			0	166285	163981	-14844	6548	0	0	0	10686	289	0	
24006																																							34658	14089	32431	0	6183	20549	0	59317	1940423	1619923	14800	1687473	19	9048	37976	0	252931	0	1940423	14774	14774	163096	0	0	108500	0	228669	1391254			-8963	1343761	1334713	-9702	2006	0	0	0	252950	0	421703	
24378																																							1486	610	6933	0	0	1591	0	1017	75394	67358	628	67986	0	222	0	0	7408	0	75394	0	0	7529	0	0	0	0	12882	54476			0	50160	49938	-121	883	0	0	0	7408	0	12936	
24659																																							13695	2109	18706	0	1583	656	0	715	126576	116005	623	116628	0	576	0	0	9948	50	126576	0	0	2032	0	0	7950	0	36073	79932			0	50796	50220	-84	3749	0	0	0	9948	0	35143	
24668																																							61106	354771	9612	0	140603	21011	0	12253	1821396	1452758	14120	1475996	0	20415	0	0	345400	33975	1821396	0	0	-3663	0	0	315574	0	384915	1067843			0	1242455	1222040	-486	0	0	0	9118	345400	0	0	
24949																																							109038	8902	74420	0	1090	4143	0	17609	523883	467356	4311	476667	0	6312	5000	0	47216	1800	523883	0	0	17873	0	0	33223	347	136328	331028			0	242065	235753	-5680	565	0	0	0	47216	0	72016	
25357																																							1033	5487	21657	0	866	5502	452	9537	492645	424828	1658	446341	0	6661	15000	0	46304	1608	492645	0	0	8883	549	0	36907	0	87216	337612			0	431558	424897	-1094	0	0	4855	0	46304	0	22665	
25647																																							34911	8225	33184	0	0	7150	0	4507	340481	297070	1585	308654	0	2937	9999	0	31827	12	340481	0	0	4085	0	0	30079	0	65608	231462			0	255441	252504	-2349	0	0	0	0	31827	0	0	
26457																																							0	596	8372	0	0	137	0	555	44274	39968	72	40740	0	232	0	0	3534	100	44274	0	0	3280	0	0	250	0	6267	33701			0	26964	26732	-96	0	0	700	0	3534	0	7882	
26765																																							382373	35630	194742	0	7822	68854	883	96553	3408470	3052387	30431	3082818	0	34213	0	0	325652	2360	3408470	0	0	43011	0	0	306536	405	1427223	1625164			0	2634357	2600144	-26255	0	0	0	0	325652	0	21064	
27070																																							16021	9654	224329	0	29924	16779	0	41627	914227	749181	4304	785485	0	5613	32000	0	128742	0	914227	0	0	150895	0	0	0	0	90384	658797			0	581506	575893	-22153	0	0	0	0	128742	0	0	
27548																																							56737	18592	448326	0	15433	19025	0	42288	1374112	1269934	8914	1283848	0	8902	5000	0	90264	250	1374112	0	0	70350	0	0	55854	2849	378988	890946			0	776332	767430	-36190	0	0	0	0	90264	3432	0	
27614																																							12014	7203	244428	0	2723	7797	0	24707	580895	544412	2532	567444	0	1353	20500	0	13451	1515	580895	0	0	39926	0	0	11139	0	155976	388436			0	283376	282023	-39129	0	0	0	0	13451	0	0	
27847																																							2741	9812	133866	0	0	12243	7	26966	760709	692952	3986	706938	0	7332	10000	0	53771	430	760709	0	0	69881	0	0	7982	0	170716	522236			0	582353	575021	-24522	0	0	0	0	53771	0	53	
28013																																							56783	13882	1002231	0	41456	60827	0	286563	5687698	4487149	46170	5006872	108	41883	443012	0	680718	0	5687698	15559	5541	304939	0	0	445957	504	944121	3543028			-16344	4246181	4204298	-53834	0	0	0	25000	680826	1023	4572	
28152																																							13192	3266	57098	0	0	1286	0	7063	212261	200687	2102	202789	0	1444	0	0	9472	105	212261	0	0	4820	0	0	12000	168	59668	141019			0	131632	130188	-7453	0	0	0	0	9472	0	0	
28675																																							4929	1142	127337	0	608	1795	0	3821	233377	196700	296	213996	0	801	17000	0	19381	0	233377	0	0	23892	0	0	0	0	16606	180094			0	94540	93739	-4511	0	0	0	0	19381	6	0	
28732																																							20052	5180	22945	0	0	3027	0	2849	153922	137804	1219	139023	0	1166	0	0	14899	250	153922	0	0	15976	0	0	307	0	54130	83674			0	84935	83769	-1634	8060	0	0	0	14899	0	8040	
29476																																							554	1313	3888	0	199	2154	0	4746	93679	75884	408	79362	0	1615	2820	0	14317	0	93679	0	0	8577	0	0	6069	0	10932	64952			-42	81413	79798	-287	0	0	250	0	14317	0	1027	
29636																																							22532	13256	198107	17	13468	27802	1328	65716	1328121	1135468	12735	1278122	0	5068	0	0	49999	1	1328121	0	0	13491	0	0	124806	0	312654	822814			0	578665	573597	-88299	0	0	0	129919	49999	439	411859	
29878																																							180321	10906	90646	0	0	20882	2945	24276	2158142	1433370	28367	1461737	0	17395	0	0	696405	0	2158142	0	0	704290	0	0	0	0	59497	1373873			0	1845561	1828166	-7885	0	0	0	0	696405	0	0	
30052																																							77	801	0	0	0	2368	0	258	52973	46591	282	46952	0	402	79	0	6021	1000	52973	0	0	4490	0	0	531	0	17612	28980			0	28223	27821	0	3636	0	0	0	6021	0	18012	
