"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
1856																																																																																				44164	0				13.8767%			6282		45270	-229	0										148	45368	0	0.0000%	1184	0	0	1184	2.6809%	0	0	0	0	1		6232		1	0	6151	98	0	0	-229	0	0	0		0	6282	0	0	6282	0	0	0	0	0	0						98	0	0		
2161																																																																																				363549	0				9.6362%			37097		384976	-15791	0										15621	384976	0	0.0000%	31358	0	303	31661	8.7089%	0	0	0	0	1		21476		1	0	21306	0	0	0	-15791	0	0	0		0	37097	0	0	37097	0	0	0	0	0	0						0	0	0		
2732																																																																																				714454	0				15.0679%			108226		718254	-1881	0										103549	719366	0	0.0000%	104009	0	1775	105784	14.8063%	0	0	0	0	1		5789		1	0	107457	0	1112	0	-1881	0	0	0		0	108226	0	0	108226	0	0	0	0	0	0						1112	0	3431		
2750																																																																																						8517	519	519	11.9418%	16.2284%	15.2395%	7998	52482	66975	-1639	0			8.2284%							387	66975								0	0	0		0		7611	15.2395%	1	0	6359	0	0	0	-1639	0	0	0		0	7998	0	0	7998	0	0	0	0	0	0	0	0	0	519	0	0	0			
3252																																																																																						35533	1768	1768	10.9334%	25.4821%	24.2142%	33765	139443	308825	-7565	0			17.4821%							33265	308825								0	0	0		0		500	24.2142%	1	0	26200	0	0	0	-7565	0	0	0		0	33765	0	0	33765	0	0	0	0	0	0	0	0	0	1768	0	0	0			
3458																																																																																						6772	609	609	8.1196%	12.0872%	11.0002%	6163	56026	75903	-2369	0			4.0872%							4962	75903								0	0	0		0		1201	11.0002%	1	0	3794	0	0	0	-2369	0	0	0		0	6163	0	0	6163	0	0	0	0	0	0	0	0	0	609	0	0	0			
3720																																																																																				384461	0				11.1378%			43498		390544	-8659	0										26998	390544	0	0.0000%	18730	0	228	18958	4.9311%	0	0	0	0	1		16500		1	0	34839	0	0	0	-8659	0	0	0		0	43498	0	0	43498	0	0	0	0	0	0						0	0	0		
3971																																																																																						111343	10577	10577	9.4193%	11.0129%	9.9667%	100766	1011024	1069779	-15901	0			3.0129%							11028	1073466								0	0	0		0		93425	9.9667%	1	0	88552	353	3244	90	-15901	0	0	0		0	100766	0	0	100766	0	0	0	0	0	0	0	0	0	10577	0	3687	0			
4156																																																																																						26043	2423	2423	8.6364%	13.4737%	12.2202%	23620	193287	273493	-8185	0			5.4737%							17546	275276								0	0	0		0		7857	12.2202%	1	0	17218	1783	0	0	-8185	0	0	0		0	23620	0	0	23620	0	0	0	0	0	0	0	0	0	2423	0	1783	0			
4231																																																																																				151583	0				13.2548%			20195		152360	-5910	0										7598	152363	0	0.0000%	6142	0	85	6227	4.1080%	0	0	0	0	1		12600		1	0	14288	0	0	3	-5910	0	0	0		0	20195	0	0	20195	0	0	0	0	0	0						3	0	1705		
5069																																																																																						220206	6380	6380	40.9017%	43.5483%	42.2866%	213826	505659	522780	13	0			35.5483%							205197	522780								0	0	0		0		8629	42.2866%	1	0	213839	0	0	0	13	0	0	0		0	213826	0	0	213826	0	0	0	0	0	0	0	0	0	6380	0	0	0			
5135																																																																																				569677	0				15.3567%			90667		590406	-1222	0										66667	591448	0	0.0000%	46851	0	2086	48937	8.5903%	0	0	0	0	1		25042		1	0	90487	1042	0	0	-1222	0	0	0		0	90667	0	0	90667	0	0	0	0	0	0						1042	0	1975		
5210																																																																																						267365	18044	18044	9.3877%	16.3145%	15.2134%	249321	1638821	2655834	-62690	-5833			8.3145%							173960	2687778								0	0	0		0		113138	15.2134%	1	0	224408	35800	1977	0	-56857	0	-5833	0		0	249321	0	0	249321	0	0	0	0	0	0	0	0	0	18044	0	37777	0			
5461																																																																																						86290	6467	6467	9.1482%	16.6825%	15.4322%	79823	517248	872558	-31097	0			8.6825%							73586	872621								0	0	0		0		6300	15.4322%	1	0	48789	0	63	0	-7789	0	0	-23308		0	79823	0	0	79823	0	0	0	0	0	0	0	0	0	6467	0	63	0			
5751																																																																																				264833	0				15.2544%			40228		263714	-11687	0										31965	264803	0	0.0000%	29948	0	679	30627	11.5646%	0	0	0	0	1		9352		1	0	29630	1089	0	0	-11687	0	0	0		0	40228	0	0	40228	0	0	0	0	0	0						1089	0	105		
6039																																																																																						41376	3708	3708	8.9635%	13.9792%	12.7264%	37668	295983	420237	-985	0			5.9792%							6631	420237								0	0	0		0		31037	12.7264%	1	0	36683	0	0	0	-985	0	0	0		0	37668	0	0	37668	0	0	0	0	0	0	0	0	0	3708	0	0	0			
6329																																																																																						159239	15031	15031	9.3448%	13.2911%	12.0365%	144208	1198090	1543197	-19310	0			5.2911%							105131	1544120								0	0	0		0		40000	12.0365%	1	0	125821	0	0	923	-19310	0	0	0		0	144208	0	0	144208	0	0	0	0	0	0	0	0	0	15031	0	923	0			
7009																																																																																						106876	0	0	13.8690%	25.7078%	25.7078%	106876	415733	770610	-3870	0			17.7078%							105824	770610								0	0	0		0		1052	25.7078%	1	0	103006	0	0	0	-3870	0	0	0		0	106876	0	0	106876	0	0	0	0	0	0	0	0	0	0	0	0	0			
7045																																																																																						25954	1158	1158	9.0030%	20.1174%	19.2198%	24796	129013	275420	-16000	0			12.1174%							22371	275420								0	0	0		0		2425	19.2198%	1	0	8796	0	0	0	-16000	0	0	0		0	24796	0	0	24796	0	0	0	0	0	0	0	0	0	1158	0	0	0			
7072																																																																																						39504	2874	2874	8.3235%	13.2578%	12.2932%	36630	297969	440081	-3975	0			5.2578%							39033	446544								0	0	0		0		4060	12.2932%	1	0	39118	5478	985	0	-3972	0	-3	0		0	36630	0	0	36630	0	0	0	0	0	0	0	0	0	2874	0	6463	0			
7456																																																																																						12014	887	887	8.4557%	13.5919%	12.5884%	11127	88391	131592	-3522	0			5.5919%							4127	131592								0	0	0		0		7000	12.5884%	1	0	7605	0	0	0	-3522	0	0	0		0	11127	0	0	11127	0	0	0	0	0	0	0	0	0	887	0	0	0			
7634																																																																																				86080	0				12.8068%			11193		87399	-2192	0										2933	87399	0	0.0000%	3957	0	0	3957	4.5969%	0	0	0	0	1		8260		1	0	9001	0	0	0	-2192	0	0	0		0	11193	0	0	11193	0	0	0	0	0	0						0	0	713		
8033																																																																																				350174	0				16.7795%			58578		349105	-670	0										50578	349105	0	0.0000%	38613	0	709	39322	11.2293%	0	0	0	0	1		8000		1	0	57908	0	0	0	-670	0	0	0		0	58578	0	0	58578	0	0	0	0	0	0						0	0	0		
8462																																																																																				171814	0				16.3351%			28618		175193	-10159	0										27918	175193	0	0.0000%	370	0	487	857	0.4988%	0	0	0	0	1		700		1	0	18459	0	0	0	-10159	0	0	0		0	28618	0	0	28618	0	0	0	0	0	0						0	0	3298		
8631																																																																																				78713	0				9.5876%			7279		75921	-2567	0										5979	75921	0	0.0000%	2394	0	210	2604	3.3082%	0	0	0	0	1		1300		1	0	4712	0	0	0	-2567	0	0	0		0	7279	0	0	7279	0	0	0	0	0	0						0	0	0		
9357																																																																																				645675	0				13.7114%			82138		599051	-2391	0										57517	631090	0	0.0000%	17892	0	553	18445	2.8567%	0	0	0	0	1		56660		1	0	111786	28667	3372	0	-2391	0	0	0		0	82138	0	0	82138	0	0	0	0	0	0						32039	0	425259		
9553																																																																																						21172	1212	1212	8.7589%	12.6013%	11.8800%	19960	168014	227882	-6397	0			4.6013%							17860	227882								0	0	0		0		2100	11.8800%	1	0	13563	0	0	0	-6397	0	0	0		0	19960	0	0	19960	0	0	0	0	0	0	0	0	0	1212	0	0	0			
9807																																																																																						334204	25866	25866	10.9540%	16.2153%	14.9603%	308338	2061038	2814833	-10545	0			8.2153%							176066	2814833								0	0	0		0		132272	14.9603%	1	0	297793	0	0	0	-10545	0	0	0		0	308338	0	0	308338	0	0	0	0	0	0	0	0	0	25866	0	0	0			
9955																																																																																				199956	0				12.4439%			24738		198796	-6246	0										21605	198796	0	0.0000%	19009	0	11	19020	9.5121%	0	0	0	0	1		3133		1	0	18492	0	0	0	-6246	0	0	0		0	24738	0	0	24738	0	0	0	0	0	0						0	0	0		
10250																																																																																						57419	4574	4574	8.0718%	15.7004%	14.4497%	52845	365717	654684	-40773	0			7.7004%							16595	654684								0	0	0		0		36250	14.4497%	1	0	12072	0	0	0	-27350	0	0	-13423		0	52845	0	0	52845	0	0	0	0	0	0	0	0	0	4574	0	0	0			
10849																																																																																				298611	0				9.6169%			28246		293711	-6288	0										15650	296506	0	0.0000%	16761	0	4	16765	5.6143%	0	0	0	0	1		15391		1	0	24753	694	0	2101	-6288	0	0	0		0	28246	0	0	28246	0	0	0	0	0	0						2795	0	0		
11145																																																																																						48416	2948	2948	10.8491%	17.2292%	16.1801%	45468	281012	419094	-17298	0			9.2292%							19918	419544								0	0	0		0		26000	16.1801%	1	0	28620	450	0	0	-17298	0	0	0		0	45468	0	0	45468	0	0	0	0	0	0	0	0	0	2948	0	450	0			
11640																																																																																				407432	0				12.3599%			49476		400295	-15771	0										5981	400295	0	0.0000%	44295	0	485	44780	10.9908%	0	0	0	0	1		43495		1	0	33705	0	0	0	-15771	0	0	0		0	49476	0	0	49476	0	0	0	0	0	0						0	0	0		
11837																																																																																						17192	961	961	11.7477%	22.3598%	21.1099%	16231	76888	138163	-5566	0			14.3598%							4231	138163								0	0	0		0		12000	21.1099%	1	0	10665	0	0	0	-5566	0	0	0		0	16231	0	0	16231	0	0	0	0	0	0	0	0	0	961	0	0	0			
12030																																																																																						87110	4243	4243	14.7241%	26.2214%	24.9442%	82867	332210	562798	-977	0			18.2214%							84221	562798								0	0	0		0		600	24.9442%	1	0	83844	0	0	0	977	0	0	0		0	82867	0	0	82867	0	0	0	0	0	0	0	0	0	4243	0	0	0			
12142																																																																																						33722	2006	2006	10.4922%	19.0543%	17.9209%	31716	176978	302283	-23259	0			11.0543%							10816	302283								0	0	0		0		20900	17.9209%	1	0	8457	0	0	0	-12503	0	-3151	-7605		0	31716	0	0	31716	0	0	0	0	0	0	0	0	0	2006	0	0	0			
12311			17500834	1636197	2284243	8.6274%	12.6096%	10.9638%	15216591	138789793	176375833	-3247044	0			4.6096%						3100253	181847088								0	0	0		16389534	10.1006%	0	16242743	5248665	185592	28194	-3052455	65837	-190317	-70110		8804	14018533	0	0	14018533	780000	0	418058	1198058	0	1198058	648046	0	0	2284243	0	5471255	0																																						2																	0				1																															
12647																																																																																						21382	1074	1074	9.8042%	14.4554%	13.7293%	20308	147917	207136	0	0			6.4554%							3368	207502								0	0	0		0		17306	13.7293%	1	0	20674	0	366	0	0	0	0	0		0	20308	0	0	20308	0	0	0	0	0	0	0	0	0	1074	0	366	0			
12656																																																																																						2463	134	134	10.4674%	23.0316%	21.7786%	2329	10694	22250	0	0			15.0316%							1869	22250								0	0	0		0		460	21.7786%	1	0	2329	0	0	0	0	0	0	0		0	2329	0	0	2329	0	0	0	0	0	0	0	0	0	134	0	0	0			
12946																																																																																						246235	24267	24267	8.8150%	12.6865%	11.4363%	221968	1940914	2518079	-86853	0			4.6865%							159072	2553286								0	0	0		0		98103	11.4363%	1	0	170322	25140	10067	0	-86853	0	0	0		0	221968	0	0	221968	0	0	0	0	0	0	0	0	0	24267	0	35207	0			
13103																																																																																						400026	21466	21466	12.2854%	14.1113%	13.3541%	378560	2834787	3081383	-64708	9471			6.1113%							359703	3106516								0	0	0		0		34519	13.3541%	1	0	329514	11072	4590	0	-55237	0	-9471	0		0	378560	0	0	378560	0	0	0	0	0	0	0	0	0	21466	0	15662	0			
13251																																																																																						7523	562	562	10.5793%	16.7248%	15.4754%	6961	44981	65798	-542	0			8.7248%							4461	65798								0	0	0		0		2500	15.4754%	1	0	6419	0	0	0	-542	0	0	0		0	6961	0	0	6961	0	0	0	0	0	0	0	0	0	562	0	0	0			
13457																																																																																				26513	0				16.3542%			4431		27094	-244	0										238	27094	0	0.0000%	2360	0	0	2360	8.9013%	0	0	0	0	1		4193		1	0	4187	0	0	0	-244	0	0	0		0	4431	0	0	4431	0	0	0	0	0	0						0	0	0		
14155																																																																																				311606	0				10.4406%			32929		315394	-1979	0										32593	315394	0	0.0000%	0	0	824	824	0.2644%	0	0	0	0	1		336		1	0	30950	0	0	0	-1979	0	0	0		0	32929	0	0	32929	0	0	0	0	0	0						0	0	10608		
14650																																																																																				49112	0				10.8599%			5414		49853	0	0										5004	49943	0	0.0000%	79	0	0	79	0.1609%	0	0	0	0	1		500		1	0	5504	90	0	0	0	0	0	0		0	5414	0	0	5414	0	0	0	0	0	0						90	0	0		
14753																																																																																						6319	428	1405	8.0941%	18.4999%	14.3865%	4914	34157	60711	-1108	0			8.3865%							3337	60711								0	0	0		0		1577	14.3865%	1	0	3806	0	0	0	-1108	0	0	0		0	4914	0	0	4914	0	0	0	0	0	0	977	0	0	1405	0	0	0			
14865																																																																																						71650	5453	5453	8.5444%	12.1896%	11.2619%	66197	587795	774737	-5975	0			4.1896%							48883	776062								0	0	0		0		18639	11.2619%	1	0	61547	0	1071	254	-5975	0	0	0		0	66197	0	0	66197	0	0	0	0	0	0	0	0	0	5453	0	1325	0			
14977																																																																																				56937	0				18.9677%			10639		56090	-28	0										10632	56090	0	0.0000%	7422	0	0	7422	13.0355%	0	0	0	0	1		0		1	0	10604	0	0	0	-35	0	0	0		0	10639	0	0	10639	0	0	0	0	0	0						0	0	0		
16551																																																																																				431712	0				9.9648%			43041		431930	-10000	0										25474	434363	0	0.0000%	28057	0	331	28388	6.5757%	0	0	0	0	1		20000		1	0	35474	2433	0	0	-10000	0	0	0		0	43041	0	0	43041	0	0	0	0	0	0						2433	0	0		
17110																																																																																				154758	0				19.7620%			34372		173930	0	0						0	0	0	0	27086	173930	0	0.0000%	0	0	1031	1031	0.6662%	0	0	0	0	1		7286		0	0	34372	0	0	0					0	0	34372	0	0	34372	0	0	0	0	0	0						0	0	172567		
17147																																																																																						1767667	178706	178706	9.3328%	12.4362%	11.1789%	1588961	14213921	17025603	-312020	0			4.4362%			1				655229	17777682								0	0	10992		0		1685811	11.1789%	1	0	2029020	710728	29604	755	-310001	132	-2151	0		0	1599953	0	10992	1588961	0	0	0	0	0	0	0	0	0	178706	0	752079	0			
