"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
274052																																																																																						3497	352	352	6.2398%	12.4148%	11.1652%	3145	28168	50402	-431	0			4.4148%							2632	50402								0	0	0		0		700	11.1652%	1	0	2901	0	0	0	-244	0	0	0		0	3145	0	0	3145	0	0	0	0	0	0	0	0	0	352	0	0	0			
274548																																																																																				262427	0				13.0716%			32687		250061	-1754	0										21679	251480	0	0.0000%	52644	0	785	53429	20.3596%	0	0	0	0	1		12427		1	0	32352	1419	0	0	-1754	0	0	0		0	32687	0	0	32687	0	0	0	0	0	0						1419	0	4912		
274829																																																																																				550536	0				10.0682%			55786		554080	-18083	0										47242	554082	0	0.0000%	9515	0	260	9775	1.7755%	0	0	0	0	1		8546		1	0	37705	0	0	2	-18083	0	0	0		0	55786	0	0	55786	0	0	0	0	0	0						2	0	14592		
274856																																																																																				141175	0				10.6182%			15152		142698	-5677	0										8249	142786	0	0.0000%	14763	0	0	14763	10.4572%	0	0	0	0	1		6991		1	0	9563	88	0	0	-5677	0	0	0		0	15152	0	0	15152	0	0	0	0	0	0						88	0	1126		
275255																																																																																						24977	2479	2479	9.6459%	11.2145%	10.1014%	22498	222721	233238	-3455	0			3.2145%							11584	233803								0	0	0		0		11479	10.1014%	1	0	19608	530	35	0	-3455	0	0	0		0	22498	0	0	22498	0	0	0	0	0	0	0	0	0	2479	0	565	0			
275358																																																																																						150396	13326	13326	9.7180%	12.2045%	11.1231%	137070	1232301	1410477	-31353	0			4.2045%							49196	1417538								0	0	0		0		94935	11.1231%	1	0	112778	6590	471	0	-31203	0	-150	0		0	137070	0	0	137070	0	0	0	0	0	0	0	0	0	13326	0	7061	0			
275479																																																																																				210815	0				14.7176%			30905		209986	-7249	0										30905	209986	0	0.0000%	13020	0	0	13020	6.1760%	0	0	0	0	1		0		1	0	23656	0	0	0	-7249	0	0	0		0	30905	0	0	30905	0	0	0	0	0	0						0	0	0		
275657																																																																																						13429	533	533	15.7890%	31.8532%	30.5890%	12896	42159	81677	-8090	0			23.8532%							11796	81677								0	0	0		0		1100	30.5890%	1	0	4806	0	0	0	-8090	0	0	0		0	12896	0	0	12896	0	0	0	0	0	0	0	0	0	533	0	0	0			
276074																																																																																				229784	0				11.1659%			25389		227380	-5648	0										21051	227380	0	0.0000%	16484	0	281	16765	7.2960%	0	0	0	0	1		4338		1	0	19741	0	0	0	-4183	0	-1465	0		0	25389	0	0	25389	0	0	0	0	0	0						0	0	0		
276159																																																																																				172840	0				9.5017%			17226		181294	-11013	0										16876	181294	0	0.0000%	5397	0	36	5433	3.1434%	0	0	0	0	1		350		1	0	6213	0	0	0	-11013	0	0	0		0	17226	0	0	17226	0	0	0	0	0	0						0	0	16		
276551																																																																																				149786	0				10.4099%			15457		148484	-6038	0										11718	149489	0	0.0000%	11995	0	335	12330	8.2317%	0	0	0	0	1		4744		1	0	10424	1005	0	0	-6038	0	0	0		0	15457	0	0	15457	0	0	0	0	0	0						1005	0	0		
276579																																																																																						7887458	590809	1105968	7.5252%	11.9533%	10.2773%	6781490	65985398	90117531	-3139653	1476			3.9533%			0				5610765	91172001								0	0	0		0		1785204	9.6110%	1	0	4256316	1026216	7341	0	-2807809	-329073	-1656	0		19437	6341860	0	0	6341860	439630	0	0	439630	0	439630	515159	0	0	1105968	0	1052994	0			
276645																																																																																				289493	0				9.3674%			27651		295183	-9588	0										20811	295393	0	0.0000%	24101	0	1189	25290	8.7360%	0	0	0	0	1		7050		1	0	18273	210	0	0	-9588	0	0	0		0	27651	0	0	27651	0	0	0	0	0	0						210	0	0		
276654																																																																																						9464	792	792	8.6019%	11.4438%	10.4861%	8672	82700	100815	-2978	0			3.4438%							814	101119								0	0	0		0		8162	10.4861%	1	0	5998	304	0	0	-2978	0	0	0		0	8672	0	0	8672	0	0	0	0	0	0	0	0	0	792	0	304	0			
276850																																																																																						148596	14358	14358	8.4898%	10.7323%	9.6953%	134238	1384574	1581171	-13119	0			2.7323%		0					74569	1592502								0	0	0		0		71000	9.6953%	1	0	132450	10387	552	393	-13190	70	0	0		0	134238	0	0	134238	0	0	0	0	0	0	0	0	0	14358	0	11331	0			
276953																																																																																				66244	0				12.1805%			8502		69800	-2518	0										5502	69800	0	0.0000%	1061	0	187	1248	1.8839%	0	0	0	0	1		3000		1	0	5984	0	0	0	-2518	0	0	0		0	8502	0	0	8502	0	0	0	0	0	0						0	0	0		
277240																																																																																						61818	4874	4874	11.5620%	15.9292%	14.6733%	56944	388080	492511	-417	0			7.9292%							39071	492605								0	0	0		0		17967	14.6733%	1	0	56621	94	0	0	-417	0	0	0		0	56944	0	0	56944	0	0	0	0	0	0	0	0	0	4874	0	94	0			
277277																																																																																						22908	2048	2048	8.6820%	12.0601%	10.9819%	20860	189949	240267	-306	3098			4.0601%							16587	243365								0	0	0		0		4273	10.9819%	1	0	20554	0	0	0	-306	0	0	0		0	20860	0	0	20860	0	0	0	0	0	0	0	0	0	2048	0	0	0			
277679																																																																																						1696	38	38	22.1362%	56.7034%	55.4330%	1658	2991	7490	0	0			48.7034%							1706	7538								0	0	0		0		0	55.4330%	1	0	1706	0	0	48	0	0	0	0		0	1658	0	0	1658	0	0	0	0	0	0	0	0	0	38	0	48	0			
277736																																																																																						24848	1506	1506	11.9938%	18.6820%	17.5497%	23342	133005	194617	-3379	0			10.6820%							20901	194617								0	0	0		0		2206	17.5497%	1	0	19728	0	0	0	-3614	0	0	0		0	23342	0	0	23342	0	0	0	0	0	0	0	0	0	1506	0	0	0			
277820																																																																																						86636	4127	4127	11.7764%	23.8778%	22.7403%	82509	362831	700628	-13723	0			15.8778%							67609	700628								0	0	0		0		14900	22.7403%	1	0	68786	0	0	0	-13723	0	0	0		0	82509	0	0	82509	0	0	0	0	0	0	0	0	0	4127	0	0	0			
278256																																																																																				211215	0				14.2671%			28893		202515	-3563	0										26693	202515	0	0.0000%	9963	0	1665	11628	5.5053%	0	0	0	0	1		2200		1	0	25330	0	0	0	-3563	0	0	0		0	28893	0	0	28893	0	0	0	0	0	0						0	0	0		
278555																																																																																						174327	8567	8567	8.3733%	21.4750%	20.4197%	165760	811767	1979624	-9449	-9449			13.4750%							83502	1971347								0	0	0		0		83430	20.4197%	1	0	157483	1165	7	0	-9449	0	0	0		0	165760	0	0	165760	0	0	0	0	0	0	0	0	0	8567	0	1172	0			
278733																																																																																						18784	1210	1210	12.7650%	19.4116%	18.1611%	17574	96767	137673	-1400	0			11.4116%							2872	137673								0	0	0		0		14702	18.1611%	1	0	16174	0	0	0	-1400	0	0	0		0	17574	0	0	17574	0	0	0	0	0	0	0	0	0	1210	0	0	0			
278751																																																																																						3174	165	165	7.4910%	24.1277%	22.8734%	3009	13155	40168	-1	0			16.1277%							920	40561								0	0	0		0		2482	22.8734%	1	0	3401	393	0	0	-1	0	0	0		0	3009	0	0	3009	0	0	0	0	0	0	0	0	0	165	0	393	0			
278818																																																																																						362446	29822	29822	9.6327%	14.0993%	12.9392%	332624	2570664	3453065	-63603	0			6.0993%							195732	3516613								0	0	0		0		200440	12.9392%	1	0	332569	63369	179	0	-58920	-47	-4636	0		0	332624	0	0	332624	0	0	0	0	0	0	0	0	0	29822	0	63548	0			
278872																																																																																						25900	1217	1217	14.7429%	16.5640%	15.7857%	24683	156363	167423	0	0			8.5640%							17209	167423								0	0	0		0		7474	15.7857%	1	0	24683	0	0	0	0	0	0	0		0	24683	0	0	24683	0	0	0	0	0	0	0	0	0	1217	0	0	0			
279105																																																																																				1886023	0				10.3731%			200577		1933620	-50737	-3949										200577	1929671	0	0.0000%	205275	0	50	205325	10.8867%	0	0	0	0	1		0		1	0	149840	0	0	0	-46788	0	-3949	0		0	200577	0	0	200577	0	0	0	0	0	0						0	0	55070		
279842																																																																																						108418	9537	9537	9.3142%	11.9354%	10.8855%	98881	908371	1061611	-9090	0			3.9354%							59344	1068829								0	0	0		0		46755	10.8855%	1	0	97009	6441	777	0	-9090	0	0	0		0	98881	0	0	98881	0	0	0	0	0	0	0	0	0	9537	0	7218	0			
279954																																																																																						116531	9004	9004	8.7837%	13.1468%	12.1310%	107527	886385	1224167	-26663	0			5.1468%							42069	1236075								0	0	0		0		77366	12.1310%	1	0	92772	10587	1321	0	-26663	0	0	0		0	107527	0	0	107527	0	0	0	0	0	0	0	0	0	9004	0	11908	0			
280110			19268990	1132662	2884191	8.7145%	12.2031%	10.3765%	16384799	157902283	188018024	-5984743	13960			4.2031%						8576421	190460528								0	0	0		10236922	10.3765%	0	12828600	2332922	94840	782	-4744825	-1238355	-1563	0		0	16384799	0	0	16384799	0	0	0	0	0	0	1751529	0	0	2884191	0	2428544	0																																						2																	0				1																															
280138																																																																																				151194	0				24.2902%			36558		150505	-5119	0										28558	150505	0	0.0000%	2722	0	401	3123	2.0656%	0	0	0	0	1		8000		1	0	31439	0	0	0	-5119	0	0	0		0	36558	0	0	36558	0	0	0	0	0	0						0	0	0		
280352																																																																																						11722	954	954	10.1106%	15.5246%	14.2611%	10768	75506	106502	0	0			7.5246%							4518	106747								0	0	0		0		6495	14.2611%	1	0	11013	245	0	0	0	0	0	0		0	10768	0	0	10768	0	0	0	0	0	0	0	0	0	954	0	245	0			
280558																																																																																						8747	843	843	6.7042%	12.9689%	11.7190%	7904	67446	117896	-5033	0			4.9689%							7604	117896								0	0	0		0		300	11.7190%	1	0	2871	0	0	0	-5033	0	0	0		0	7904	0	0	7904	0	0	0	0	0	0	0	0	0	843	0	0	0			
282075																																																																																						192931	10783	10783	11.1171%	18.6717%	17.6282%	182148	1033278	1638446	-36227	0			10.6717%							182048	1638446								0	0	0		0		100	17.6282%	1	0	145921	0	0	0	-36235	0	0	8		0	182148	0	0	182148	0	0	0	0	0	0	0	0	0	10783	0	0	0			
282226																																																																																						51332	1473	1473	11.9705%	38.5781%	37.4711%	49859	133060	416514	-20456	0			30.5781%							43859	416514								0	0	0		0		6000	37.4711%	1	0	29403	0	0	0	-20456	0	0	0		0	49859	0	0	49859	0	0	0	0	0	0	0	0	0	1473	0	0	0			
282824																																																																																				337717	0				12.2907%			41738		339589	-2356	0										40249	339589	0	0.0000%	0	0	1347	1347	0.3989%	0	0	0	0	1		1489		1	0	39382	0	0	0	-2356	0	0	0		0	41738	0	0	41738	0	0	0	0	0	0						0	0	40365		
283157																																																																																						6857	373	373	9.5484%	23.0813%	21.8258%	6484	29708	67907	-2843	0			15.0813%							1484	67907								0	0	0		0		5000	21.8258%	1	0	3641	0	0	0	-2843	0	0	0		0	6484	0	0	6484	0	0	0	0	0	0	0	0	0	373	0	0	0			
283438																																																																																						119444	6887	6887	10.6872%	21.6870%	20.4366%	112557	550763	1053191	-28853	0			11.3974%							56300	1060382								0	0	0		0		38448	15.8974%	1	0	65895	393	383	900	-28853	0	0	0		5515	87557	0	0	87557	25000	0	0	25000	0	25000	0	0	0	6887	0	7191	0			
283652																																																																																				238839	0				9.7535%			21669		222166	0	0										16500	222166	0	0.0000%	34568	0	80	34648	14.5068%	0	0	0	0	1		5169		1	0	21669	0	0	0	0	0	0	0		0	21669	0	0	21669	0	0	0	0	0	0						0	0	0		
283737																																																																																						116412	7325	7325	8.3819%	19.9673%	18.7109%	109087	583013	1301459	0	0			11.9673%							98102	1301459								0	0	0		0		10985	18.7109%	1	0	109087	0	0	0	0	0	0	0		0	109087	0	0	109087	0	0	0	0	0	0	0	0	0	7325	0	0	0			
283867																																																																																						117650	7669	7669	10.1848%	13.3053%	12.4380%	109981	884234	1079852	-969	0			5.3053%							92878	1084749								0	0	0		0		22000	12.4380%	1	0	113909	0	4897	0	-969	0	0	0		0	109981	0	0	109981	0	0	0	0	0	0	0	0	0	7669	0	4897	0			
284154																																																																																				121497	0				13.2987%			15652		117696	-341	0										1561	123892	0	0.0000%	19596	0	25	19621	16.1494%	0	0	0	0	1		20287		1	0	21507	5858	338	0	-341	0	0	0		0	15652	0	0	15652	0	0	0	0	0	0						6196	0	137		
284239																																																																																						20309	1800	1800	9.0599%	13.6256%	12.4180%	18509	149050	204296	0	0			5.6256%							18410	204337								0	0	0		0		140	12.4180%	1	0	18550	0	0	41	0	0	0	0		0	18509	0	0	18509	0	0	0	0	0	0	0	0	0	1800	0	41	0			
284556																																																																																						43239	3397	3397	9.1180%	11.5169%	10.6121%	39842	375438	436961	838	0			3.5169%							20779	436961								0	0	0		0		19063	10.6121%	1	0	40680	0	0	0	-167	1005	0	0		0	39842	0	0	39842	0	0	0	0	0	0	0	0	0	3397	0	0	0			
284752																																																																																				142663	0				10.0532%			14469		143925	-6107	0										12959	143925	0	0.0000%	8184	0	175	8359	5.8593%	0	0	0	0	1		1510		1	0	8362	0	0	0	-6107	0	0	0		0	14469	0	0	14469	0	0	0	0	0	0						0	0	1838		
284958																																																																																				48744	0				11.1539%			5390		48324	-462	0										1990	48324	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		3400		1	0	4928	0	0	0	-462	0	0	0		0	5390	0	0	5390	0	0	0	0	0	0						0	0	1130		
285151																																																																																				188821	0				12.1998%			22562		184938	-1902	0										21012	184938	0	0.0000%	24934	0	1085	26019	13.7797%	0	0	0	0	1		1550		1	0	20660	0	0	0	-1902	0	0	0		0	22562	0	0	22562	0	0	0	0	0	0						0	0	0		
285348																																																																																						32386	377	377	12.3712%	22.6686%	22.4048%	32009	142867	258739	-5549	0			14.6686%							1281	261175								0	0	0		0		33164	22.4048%	1	0	28896	2395	41	0	-5549	0	0	0		0	32009	0	0	32009	0	0	0	0	0	0	0	0	0	377	0	2436	0			
285544																																																																																				206637	0				9.9864%			20999		210275	-243	0										12086	210368	0	0.0000%	19690	0	1558	21248	10.2828%	0	0	0	0	1		9006		1	0	20849	0	1	92	-243	0	0	0		0	20999	0	0	20999	0	0	0	0	0	0						93	0	417		
285553																																																																																						8208	173	173	11.9265%	33.5788%	32.8711%	8035	24444	67371	-512	0			25.5788%							6535	67371								0	0	0		0		1500	32.8711%	1	0	7523	0	0	0	-512	0	0	0		0	8035	0	0	8035	0	0	0	0	0	0	0	0	0	173	0	0	0			
285740																																																																																						105682	8878	8878	11.4455%	14.9155%	13.6625%	96804	708537	845781	-11896	0			6.9155%							37505	846764								0	0	0		0		60282	13.6625%	1	0	85891	749	234	0	-11896	0	0	0		0	96804	0	0	96804	0	0	0	0	0	0	0	0	0	8878	0	983	0			
285777																																																																																				28553	0				16.9142%			5034		29762	-2896	0										5034	29762	0	0.0000%	104	0	0	104	0.3642%	0	0	0	0	1		0		1	0	2138	0	0	0	-2896	0	0	0		0	5034	0	0	5034	0	0	0	0	0	0						0	0	0		
285852																																																																																						53998	2892	2892	8.2618%	17.8285%	16.8736%	51106	302875	618580	-24415	0			9.8285%							31564	619433								0	0	0		0		19084	16.8736%	1	0	26233	424	429	0	-1523	0	0	-24203		0	51106	0	0	51106	0	0	0	0	0	0	0	0	0	2892	0	853	0			
285928																																																																																						45199	2395	2395	10.0714%	17.2931%	16.3768%	42804	261370	425007	-14851	0			9.2931%							34291	425007								0	0	0		0		8513	16.3768%	1	0	27953	0	0	0	-14851	0	0	0		0	42804	0	0	42804	0	0	0	0	0	0	0	0	0	2395	0	0	0			
286251																																																																																				37429	0				11.8992%			4600		38658	-1719	0										4000	38658	0	0.0000%	606	0	0	606	1.6191%	0	0	0	0	1		600		1	0	2881	0	0	0	-1719	0	0	0		0	4600	0	0	4600	0	0	0	0	0	0						0	0	0		
286457																																																																																						110018	6491	6491	9.5327%	13.0375%	12.2683%	103527	843861	1086015	-16469	1549			5.0375%							27033	1096070								0	0	0		0		85000	12.2683%	1	0	95564	71	8435	0	-15462	-1007	0	0		0	103527	0	0	103527	0	0	0	0	0	0	0	0	0	6491	0	8506	0			
286840																																																																																						10796	712	712	12.8217%	19.0857%	17.8270%	10084	56566	78648	-321	0			11.0857%							9584	78648								0	0	0		0		500	17.8270%	1	0	9763	0	0	0	-321	0	0	0		0	10084	0	0	10084	0	0	0	0	0	0	0	0	0	712	0	0	0			
287007																																																																																				205721	0				19.1995%			37441		195010	-1725	0										38021	197590	0	0.0000%	3102	0	709	3811	1.8525%	0	0	0	0	1		2000		1	0	38296	0	0	2580	0	0	-1725	0		0	37441	0	0	37441	0	0	0	0	0	0						2580	0	0		
287342																																																																																						26053	1207	1207	17.5026%	24.6539%	23.5117%	24846	105675	141956	-4797	0			16.6539%							20946	141956								0	0	0		0		3900	23.5117%	1	0	20049	0	0	0	-4797	0	0	0		0	24846	0	0	24846	0	0	0	0	0	0	0	0	0	1207	0	0	0			
287922																																																																																				68034	0				12.1625%			8265		67955	-2921	0										7265	67955	0	0.0000%	190	0	350	540	0.7937%	0	0	0	0	1		1000		1	0	5344	0	0	0	-2921	0	0	0		0	8265	0	0	8265	0	0	0	0	0	0						0	0	0		
287959																																																																																						16457	1010	1010	8.2486%	20.4062%	19.1538%	15447	80647	187268	-7613	0			12.4062%							13447	187268								0	0	0		0		2000	19.1538%	1	0	7834	0	0	0	-7613	0	0	0		0	15447	0	0	15447	0	0	0	0	0	0	0	0	0	1010	0	0	0			
288152																																																																																				37038	0				9.2771%			3099		33405	-1223	0										2799	33405	0	0.0000%	5385	0	0	5385	14.5391%	0	0	0	0	1		300		1	0	1876	0	0	0	-1223	0	0	0		0	3099	0	0	3099	0	0	0	0	0	0						0	0	0		
288376																																																																																						36738	2478	2478	10.1744%	17.4885%	16.3089%	34260	210069	336726	-30866	0			9.4885%							26526	337032								0	0	0		0		8040	16.3089%	1	0	3700	306	0	0	-30866	0	0	0		0	34260	0	0	34260	0	0	0	0	0	0	0	0	0	2478	0	306	0			
288853																																																																																						2332421	164922	164922	7.3538%	14.3321%	13.3187%	2167499	16274084	29474664	-1121792	0			6.3321%							1772146	29481179								0	0	0		0		401868	13.3187%	1	0	1052222	6392	123	0	-1121792	0	0	0		0	2167499	0	0	2167499	0	0	0	0	0	0	0	0	0	164922	0	6515	0			
289056																																																																																						17678	648	648	8.9409%	19.9121%	19.1822%	17030	88780	190473	-9532	0			11.9121%							7167	190635								0	0	0		0		10025	19.1822%	1	0	7660	0	162	0	-9532	0	0	0		0	17030	0	0	17030	0	0	0	0	0	0	0	0	0	648	0	162	0			
289225																																																																																						6308	61	61	10.3239%	35.4402%	35.0975%	6247	17799	60510	-7175	0			27.4402%							5412	60510								0	0	0		0		835	35.0975%	1	0	-928	0	0	0	-7175	0	0	0		0	6247	0	0	6247	0	0	0	0	0	0	0	0	0	61	0	0	0			
289515																																																																																						171869	13792	13792	8.6275%	15.6146%	14.3615%	158077	1100697	1832255	-55101	-3781			7.6146%							138863	1837490								0	0	0		0		28230	14.3615%	1	0	111992	9016	0	0	-51320	0	-3781	0		0	158077	0	0	158077	0	0	0	0	0	0	0	0	0	13792	0	9016	0			
289702																																																																																				1739896	0				12.6159%			229364		1818050	-59814	237										210301	1824224	0	0.0000%	266488	0	5027	271515	15.6052%	0	0	0	8750	1		25000		1	0	175487	5937	0	0	-60051	0	237	0		0	229364	0	0	229364	0	0	0	0	0	0						5937	0	179010		
289739																																																																																						36247	2125	2125	11.8225%	18.4746%	17.3915%	34122	196199	288618	-4193	0			10.4746%							21787	288674								0	0	0		0		12391	17.3915%	1	0	29985	0	56	0	-4193	0	0	0		0	34122	0	0	34122	0	0	0	0	0	0	0	0	0	2125	0	56	0			
289757																																																																																				214503	0				12.7308%			29134		228847	-9822	0										13484	228847	0	0.0000%	0	0	45048	45048	21.0011%	0	0	0	0	1		15650		1	0	19312	0	0	0	-9822	0	0	0		0	29134	0	0	29134	0	0	0	0	0	0						0	0	37648		
290249																																																																																				1512700	0				10.4434%			155179		1485900	-33762	0										138418	1485900	0	0.0000%	221203	0	8261	229464	15.1692%	0	0	0	0	1		16761		1	0	121417	0	0	0	-33762	0	0	0		0	155179	0	0	155179	0	0	0	0	0	0						0	0	25692		
290838																																																																																				260337	0				12.0267%			29801		247790	-1829	0										180	248242	0	0.0000%	39590	0	885	40475	15.5472%	0	0	0	0	1		33731		1	0	32082	49	403	0	1829	0	0	0		0	29801	0	0	29801	0	0	0	0	0	0						452	0	0		
290922																																																																																				108692	0				9.4319%			10363		109872	0	0										7763	109872	0	0.0000%	439	0	0	439	0.4039%	0	0	0	0	1		2600		1	0	10363	0	0	0	0	0	0	0		0	10363	0	0	10363	0	0	0	0	0	0						0	0	0		
291059																																																																																				152604	0				10.8571%			16334		150445	0	0										12084	150445	0	0.0000%	27227	0	49	27276	17.8737%	0	0	0	0	1		4250		1	0	16334	0	0	0	0	0	0	0		0	16334	0	0	16334	0	0	0	0	0	0						0	0	0		
291330																																																																																						11322	394	394	8.4623%	16.8167%	16.2315%	10928	67326	129137	-5531	0			8.8167%							9271	129137								0	0	0		0		1657	16.2315%	1	0	5397	0	0	0	-5531	0	0	0		0	10928	0	0	10928	0	0	0	0	0	0	0	0	0	394	0	0	0			
291376																																																																																						9421	282	282	23.5608%	41.6545%	40.4077%	9139	22617	38789	-2561	-3614			33.6545%							9139	35175								0	0	0		0		0	40.4077%	1	0	6578	0	0	0	-2561	0	0	0		0	9139	0	0	9139	0	0	0	0	0	0	0	0	0	282	0	0	0			
291611																																																																																				473281	0				19.0253%			90974		478174	-12107	0										84006	480725	0	0.0000%	10505	0	1660	12165	2.5704%	0	0	0	0	1		9519		1	0	81418	0	0	0	-8713	0	-3394	0		2551	90974	0	0	90974	0	0	0	0	0	0						2551	0	0		
291732																																																																																						20455	294	294	18.2489%	38.1844%	37.6356%	20161	53569	110478	-13597	0			30.1844%							19986	110478								0	0	0		0		175	37.6356%	1	0	6564	0	0	0	-13597	0	0	0		0	20161	0	0	20161	0	0	0	0	0	0	0	0	0	294	0	0	0			
292234																																																																																						22359	1404	1404	8.9947%	15.2283%	14.2721%	20955	146825	232971	-21766	0			7.2283%							11998	233256								0	0	0		0		9242	14.2721%	1	0	-526	0	0	0	-21766	0	0	0		0	21240	285	285	20955	0	0	0	0	285	0	0	0	0	1404	0	285	0			
292467																																																																																						12521	421	421	8.3599%	24.4350%	23.6134%	12100	51242	144738	-6708	0			16.4350%							10100	144738								0	0	0		0		2000	23.6134%	1	0	5392	0	0	0	-6708	0	0	0		0	12100	0	0	12100	0	0	0	0	0	0	0	0	0	421	0	0	0			
292850																																																																																						5309	288	288	8.5938%	22.5598%	21.3360%	5021	23533	58426	-2251	0			14.5598%							4774	58426								0	0	0		0		247	21.3360%	1	0	2770	0	0	0	-2251	0	0	0		0	5021	0	0	5021	0	0	0	0	0	0	0	0	0	288	0	0	0			
292908																																																																																						230124	18630	18630	9.6392%	14.4533%	13.2832%	211494	1592189	2194098	-49825	0			6.4533%							110915	2195982								0	0	0		0		102463	13.2832%	1	0	163553	1768	116	0	-47479	0	-2346	0		0	211494	0	0	211494	0	0	0	0	0	0	0	0	0	18630	0	1884	0			
293053																																																																																						192102	17933	17933	8.9260%	13.4098%	12.1580%	174169	1432548	1951257	-24590	0			5.4098%							117273	1964566								0	0	0		0		70205	12.1580%	1	0	162888	13309	0	0	-24590	0	0	0		0	174169	0	0	174169	0	0	0	0	0	0	0	0	0	17933	0	13309	0			
293352																																																																																				61048	0				10.0228%			6023		60093	-783	0										1398	60093	0	0.0000%	1789	0	169	1958	3.2073%	0	0	0	0	1		4625		1	0	5240	0	0	0	-783	0	0	0		0	6023	0	0	6023	0	0	0	0	0	0						0	0	0		
293437																																																																																				299113	0				17.3694%			59273		341249	-37806	0										58673	341249	0	0.0000%	6817	0	61	6878	2.2995%	0	0	0	0	1		600		1	0	21467	0	0	0	-37806	0	0	0		0	59273	0	0	59273	0	0	0	0	0	0						0	0	0		
293651																																																																																				149854	0				14.2009%			21471		151195	-2132	0										16580	153104	0	0.0000%	349	0	150	499	0.3330%	0	0	0	0	1		6800		1	0	21248	847	1062	0	-2132	0	0	0		0	21471	0	0	21471	0	0	0	0	0	0						1909	0	49461		
293754																																																																																						11956	285	285	5.4679%	11.3122%	11.0426%	11671	105691	213446	-2423	0			3.3122%							9171	213446								0	0	0		0		2500	11.0426%	1	0	9248	0	0	0	-2423	0	0	0		0	11671	0	0	11671	0	0	0	0	0	0	0	0	0	285	0	0	0			
294023																																																																																						92206	4662	4662	10.0256%	17.9085%	17.0030%	87544	514874	873207	-43816	0			9.9085%							57301	875128								0	0	0		0		32164	17.0030%	1	0	45649	1243	678	0	-43816	0	0	0		0	87544	0	0	87544	0	0	0	0	0	0	0	0	0	4662	0	1921	0			
294564																																																																																						286004	21794	21794	9.1312%	13.1470%	12.1452%	264210	2175427	2893498	-113107	0			5.1470%			0				19465	3097142								0	0	0		0		448389	12.1452%	1	0	354747	197870	5733	41	-82635	0	0	-30472		0	264210	0	0	264210	0	0	0	0	0	0	0	0	0	21794	0	203644	0			
294751																																																																																						57949	3804	3804	12.9889%	19.1450%	17.8883%	54145	302684	416855	-6902	0			11.1450%							52195	416855								0	0	0		0		1950	17.8883%	1	0	47243	0	0	0	-4300	0	-2602	0		0	54145	0	0	54145	0	0	0	0	0	0	0	0	0	3804	0	0	0			
294779																																																																																						216446	14008	14008	10.9368%	19.2677%	18.0208%	202438	1123360	1850976	-717	0			11.2677%							145978	1865603								0	0	0		0		71087	18.0208%	1	0	216348	13944	683	0	-706	0	0	-11		0	202438	0	0	202438	0	0	0	0	0	0	0	0	0	14008	0	14627	0			
294827																																																																																				153709	0				13.6049%			20588		151328	-2622	0										17641	151328	0	0.0000%	2100	0	76	2176	1.4157%	0	0	0	0	1		1977		1	0	16996	0	0	0	-3592	0	0	0		0	20588	0	0	20588	0	0	0	0	0	0						0	0	0		
