"IDRSSD"	RCONG353	RCONG354	RCONG355	RCONG356	RCONG357	RCONG358	RCONG359	RCONG360	RCONG361	RCONG362	RCONG363	RCONG364	RCONG365	RCONG366	RCONG367	RCONG368	RCONG369	RCONG370	RCONG371	RCONG372	RCONG373	RCONG374	RCONG375	RCONHT50	RCONHT51	RCONHT52	RCONHT53	RCONHT54	RCONHT55	RCONHT56	RCONHT57	RCONHT58	RCONHT59	RCONHT60	RCONHT61	RCONK142	RCONK143	RCONK144	RCONK145	RCONK146	RCONK147	RCONK148	RCONK149	RCONK150	RCONK151	RCONK152	RCONK153	RCONK154	RCONK155	RCONK156	RCONK157	RCONMG95	
1669																								0	0	4004	3691	0	0	22657	18362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1856																								0	0	222	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2161																								0	0	0	0					0	0	0	0	0	0	3824	3667	0	0	0	0	0	0	0	0	0	0	0	0		
2732																								0	0	16320	15441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2750																								0	0	7585	6855	0	0	223	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3252																								0	0	7974	7916	0	0	8571	8051	0	0	0	0	0	0	7734	7381	0	0	0	0	0	0	12735	12259	0	0	0	0		
3458																								0	0	322	230	0	0	5583	4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3720																								7755	6785	9760	9224	0	0	69538	59348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3971																								0	0	46001	37347	0	0	10049	8821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
4156																								0	0	8611	7453	0	0	6492	5659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
4231																								0	0	2000	1867	0	0	17533	14765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5069																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5135																								0	0	71318	69805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5210																								0	0	247995	215676	4784	4542	209560	183019	0	0	0	0	0	0	34927	31838	0	0	0	0	0	0	2982	2645	0	0	0	0		
5461																								26557	24441	72619	65952	112311	100392	7027	6378	0	0	0	0	520	486	4673	4485	0	0	0	0	0	0	0	0	0	0	0	0		
5751																								0	0	2916	2902	0	0	6439	6167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	556	0	0	2457	2314		
6039																								0	0	2500	2282					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
6329																								0	0	43000	39768					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7009																								0	0	91275	91275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7045																								0	0	1013	906					0	0	0	0	0	0	462	424	0	0	0	0	0	0	0	0	0	0	0	0		
7072																								0	0	8998	7904	42819	37768	703	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7456																								0	0	3470	3086	0	0	308	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7634																								0	0	1319	1222	0	0	6288	5567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8033																								0	0	12406	11706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8462																								0	0	31187	28389	0	0	41429	37285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8631																								1000	997	11126	9802	0	0	8483	7213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
9357																								0	0	20931	19832	0	0	10521	10295	0	0	0	0	0	0	7610	7324	0	0	0	0	0	0	2128	2108	0	0	0	0		
9553																								0	0	121	120	0	0	19065	17013	0	0	0	0	0	0	54	51	0	0	0	0	0	0	0	0	0	0	0	0		
9807																								27495	27118	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
9955																								0	0	15427	13745	0	0	454	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
10250																								0	0	20194	17499	0	0	128773	110669	0	0	0	0	0	0	708	668	0	0	0	0	0	0	0	0	0	0	0	0		
10849																								0	0	7922	7324	0	0	12220	10822	0	0	32	28	0	0	7516	6903	0	0	0	0	0	0	0	0	0	0	0	0		
11145																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25837	23357		
11640																								0	0	22047	19021	0	0	13164	10490	0	0	0	0	0	0	12368	11231	0	0	0	0	0	0	0	0	0	0	0	0		
11837																								0	0	10861	9774	0	0	39317	33457	0	0	0	0	0	0	720	689	0	0	0	0	0	0	0	0	0	0	0	0		
12030																								0	0	4545	4529	0	0	0	0	0	0	0	0	229	223	2828	2812	0	0	0	0	0	0	0	0	0	0	0	0		
12142																								9922	9153	0	0	36219	32776	13753	12320	0	0	0	0	5034	4653	5168	4710	0	0	0	0	2307	2174	1949	1854	0	0	0	0		
12311																																																					
12647																								24206	21110	0	0	7083	5982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	213	0	0	0	0	0	0		
12656																								400	342	0	0	349	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12946																								0	0	168471	148076	0	0	105242	89759	0	0	63	55	0	0	9378	7716	0	0	0	0	0	0	0	0	0	0	0	0		
13103																								0	0	2016	1983					0	0	63922	59795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
13251																								0	0	0	0	0	0	1698	1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
13457																								0	0	1412	1240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14155																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14650																								0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14753																								0	0	4145	3690	115	109	499	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14865																								0	0	112277	106280	1317	1218	5721	5453	0	0	1591	1559	0	0	33998	32600	0	0	0	0	0	0	2930	2765	0	0	0	0		
14977																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
16551																								0	0	2015	1917	0	0	650	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17110																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399089	332575	120671	104553					0	0	0	0	11431	11212	47377	40735	0	0	0	0	0	0	2111	1956	0	0	0	0		
17259																								0	0	1748	1627	0	0	6782	5753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17950																								0	0	7300	6683	0	0	139384	121286	0	0	0	0	0	0	21805	19736	0	0	0	0	0	0	869	789	0	0	0	0		
17978																								97292	86334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18050																								0	0	0	0	0	0	188481	166562	0	0	22690	20248	0	0	0	0	0	0	0	0	0	0	1742	1606	0	0	0	0		
18827																								0	0	37961	33554	0	0	8137	7215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18836																								0	0	5994	5562	0	0	7093	6286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18854																								0	0	201	193					0	0	0	0	0	0	13694	12275	0	0	0	0	0	0	2771	2508	0	0	0	0		
19356																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
19936																								0	0	17994	15367	152	145	32359	28217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
19972																								0	0	0	0	49	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
20053																								0	0	1465	1383	0	0	1542	1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
20633																								0	0	12309	11042	0	0	14915	13266	0	0	0	0	0	0	7167	6201	0	0	0	0	0	0	0	0	0	0	0	0		
20857																								2289	2224	0	0	0	0	2361	2189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21256																								0	0	3499	3233	0	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21359																								0	0	1503	1279	0	0	11406	9556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21658																								0	0	21268	19289					0	0	0	0	0	0	1927	1789	0	0	0	0	0	0	63	63	0	0	0	0		
22048																								0	0	4982	4526	0	0	31356	26613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22543																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22552																								0	0	0	0	0	0	11919	10095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22730																								0	0	3458	3170	0	0	52677	47026	0	0	887	765	0	0	6708	6355	0	0	0	0	0	0	1862	1735	0	0	0	0		
23456																								0	0	0	0	0	0	63724	54673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10721	8606	57277	53262	89057	74889	0	0					10721	8606	57277	53262	64982	54289	25309	22684	0	0	0	0	168084	150138	119234	105555	0	0	0	0		
23643																								0	0	2040	2003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23755																								0	0	7265	6419	0	0	48292	41605	0	0	0	0	0	0	4060	3613	0	0	0	0	0	0	0	0	0	0	0	0		
24006																								61829	56599	10944	9443	88850	75889	13043	10971	0	0	0	0	24482	20964	3052	2918	0	0	0	0	59005	48718	0	0	0	0	0	0		
24378																								2000	1940	0	0	10238	9370	7087	6933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24659																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24668																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24949																								14699	13724	8026	7620	13409	12524	6547	6286	0	0	0	0	8793	8411	7340	7141	0	0	0	0	8684	8242	4518	4175	0	0	0	0		
25357																								0	0	0	0	681	685	9327	9373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
25647																								0	0	12489	11329					0	0	0	0	0	0	467	469	0	0	0	0	0	0	324	284	0	0	0	0		
26457																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
26765																								0	0	0	0	0	0	202007	177966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
27070																								0	0	11093	10213	0	0	32918	29747	0	0	0	0	0	0	6144	5583	0	0	0	0	0	0	6158	5587	0	0	4472	4296		
27548																								0	0	12846	12759	0	0	21234	19473	0	0	0	0	0	0	5362	5325	0	0	0	0	0	0	5926	5111	0	0	74257	67198		
27614																								0	0	0	0	0	0	133927	113798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
27847																								0	0	0	0	53	51	30602	26459	0	0	0	0	0	0	8204	6896	0	0	0	0	0	0	0	0	0	0	0	0		
28013																								0	0	76150	71840					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
28152																								0	0	9630	8504					0	0	0	0	0	0	2001	1847	0	0	0	0	0	0	0	0	0	0	0	0		
28675																								0	0	5070	4801					0	0	0	0	0	0	2750	2626	0	0	0	0	0	0	0	0	0	0	0	0		
28732																								5894	5794	6470	5916	927	890	7895	7085	0	0	0	0	0	0	477	477	0	0	0	0	0	0	0	0	0	0	0	0		
29476																								0	0	1000	947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
29636																								3986	3636	0	0	227411	205406	71507	61877	0	0	9363	9265	5988	5476	1544	1371	0	0	0	0	56015	52127	1917	1870	0	0	0	0		
29878																								0	0	45106	41139					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30052																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30502																								0	0	73268	63259	0	0	239142	198888	0	0	0	0	0	0	6502	5798	0	0	0	0	0	0	295	290	0	0	0	0		
30650																								0	0	5282	4868	0	0	7186	6409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30810																																																					
31134																								0	0	2000	1769					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
31255																								0	0	326	325					0	0	0	0	0	0	961	930	0	0	0	0	0	0	0	0	0	0	0	0		
31657																								0	0	0	0	110448	92115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
31826																								0	0	9598	8205					0	0	0	0	0	0	87	88	0	0	0	0	0	0	0	0	0	0	0	0		
31835																								0	0	17509	15193	0	0	1904	1611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32234																								0	0	10675	9600	12531	11531	0	0	0	0	2962	2915	3097	2808	0	0	0	0	0	0	0	0	43	3	942	867	1842	1795		
32766																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32971																								0	0	1000	986	1	1	4349	4213	0	0	0	0	0	0	2893	2746	0	0	0	0	0	0	3217	3068	0	0	0	0		
33147																								0	0	2678	2427	0	0	4874	4313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	223	0	0	0	0		
33259																								0	0	32025	27493	0	0	30253	25597	0	0	0	0	0	0	966	903	0	0	0	0	0	0	0	0	0	0	0	0		
33268																								0	0	8479	7472	0	0	11642	10581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33370																								0	0	0	0	54	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33839																								0	0	9505	8719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33857																								0	0	0	0					0	0	1163	905	0	0	0	0	0	0	0	0	0	0	1410	1349	0	0	0	0		
34434																								0	0	14877	13671	0	0	26562	23266	0	0	0	0	0	0	505	486	0	0	0	0	0	0	6628	5829	0	0	0	0		
34537																								0	0	5199	4889					0	0	314214	302073	122198	109430	307426	286352	0	0	0	0	5922	5115	85435	79151	0	0	17222	16308		
34555																								0	0	9605	9008					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
34742																								0	0	28974	26174	0	0	11025	9907	0	0	995	928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
35057																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
35301																																																					
35646																								0	0	10600	9486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
35879																								29019	27079	8104	6946	0	0	9096	7876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	680	0	0	0	0		
36456																								0	0	20131	17438	0	0	7732	6583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
36933																								0	0	4958	4394	0	0	41075	34059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37051																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37341																								0	0	1013	989	0	0	418	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37435																								34822	31093	21650	20578	10270	8974	154082	131688	0	0	14330	13922	12499	11488	36905	32273	0	0	0	0	0	0	21551	19913	0	0	0	0		
37640																								0	0	32337	29695					0	0	4906	4765	0	0	261674	221586	0	0	0	0	0	0	4555	3885	0	0	0	0		
37659																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37949																								0	0	4429	4374	0	0	31482	28156	0	0	6109	6056	0	0	0	0	0	0	0	0	0	0	1320	1186	0	0	0	0		
38740																								0	0	405	380	0	0	54988	45717	0	0	0	0	0	0	24890	21574	0	0	0	0	0	0	1134	956	0	0	0	0		
39327																								14733	13680	43074	39103	0	0	78171	68482	0	0	0	0	0	0	30854	27675	0	0	0	0	0	0	7575	6853	0	0	0	0		
39756																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	961	801	0	0	0	0		
40033																								0	0	7176	6295	4	4	2318	2085	0	0	254	296	0	0	422	417	0	0	0	0	0	0	120	110	0	0	0	0		
40499																								15000	14451	49828	41033					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
40855																								0	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41553																								0	0	61805	50002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41629																								0	0	29985	26256	0	0	2158	1859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41825																								1884	1691	3514	3042					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42037																								0	0	2008	1923	0	0	13422	11736	0	0	489	476	0	0	216	199	0	0	0	0	0	0	0	0	0	0	0	0		
42354																								0	0	3022	2962	0	0	25211	21646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42372																								0	0	4458	4441	0	0	9326	8546	0	0	0	0	0	0	868	880	0	0	0	0	0	0	32908	28312	0	0	0	0		
42420																								22141	17385	1000	873					5434	5311	0	0	0	0	0	0	0	0	0	0	38244	32785	144024	126184	0	0	0	0		
42448																								0	0	21580	19032					0	0	0	0	0	0	0	0	0	0	0	0	0	0	899	742	0	0	0	0		
42457																								0	0	3000	2915	0	0	8553	7304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43052																								0	0	3336	3182	0	0	10181	9593	0	0	0	0	0	0	916	849	0	0	0	0	0	0	0	0	0	0	0	0		
43351																								0	0	0	0	0	0	658	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43856																								0	0	1849	1711	0	0	3163	2938	0	0	0	0	0	0	4776	4545	0	0	0	0	0	0	0	0	0	0	0	0		
43959																								0	0	22531	18091	0	0	25131	21504	0	0	0	0	0	0	955	865	0	0	0	0	0	0	0	0	0	0	0	0		
44040																								0	0	17384	15840	0	0	66742	58845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44433																								0	0	6003	5354					0	0	0	0	0	0	19015	16881	0	0	0	0	0	0	0	0	0	0	4221	3587		
44741																								0	0	48357	44846	0	0	2060	1778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44750																								0	0	37939	27883	0	0	426	395	0	0	0	0	0	0	251	231	0	0	0	0	0	0	0	0	0	0	0	0		
44929																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45038																								0	0	22359	19570					0	0	1119	1006	0	0	4410	3838	0	0	0	0	0	0	710	649	0	0	0	0		
45047																								0	0	10536	9810	0	0	7766	6908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45056																								0	0	7897	7195	0	0	955	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45430																								0	0	2000	1747	0	0	34381	29003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45458																								0	0	6814	6126	0	0	27729	23887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	368	0	0	0	0		
45551																								0	0	20444	18746	0	0	77055	67428	0	0	9927	9240	0	0	6275	5709	0	0	0	0	0	0	2020	1680	0	0	0	0		
45560																								0	0	24573	20797					0	0	0	0	0	0	0	0	0	0	0	0	0	0	29545	28877	0	0	0	0		
45775																								0	0	17480	14221	0	0	15947	13277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
46053																								0	0	23397	19843	0	0	34486	29443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
46941																								0	0	16233	14847	0	0	25295	21590	0	0	0	0	0	0	797	705	0	0	0	0	0	0	0	0	0	0	0	0		
47247																								0	0	633	596					0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	136	0	0	0	0		
47256																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
47452																								0	0	0	0	0	0	223	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
47500																								0	0	10015	9207	0	0	43517	36646	0	0	0	0	0	0	1941	1674	0	0	0	0	0	0	0	0	0	0	0	0		
48057																								0	0	10838	9499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
48150																								0	0	0	0	0	0	1693	1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
48374																								0	0	55474	52893	0	0	17179	14653	0	0	5120	4330	0	0	0	0	0	0	0	0	0	0	6983	6112	0	0	0	0		
48440																								0	0	11100	9220	0	0	11412	9815	0	0	0	0	0	0	10018	8345	0	0	0	0	0	0	0	0	0	0	0	0		
49054																								0	0	29281	25737	0	0	1490	1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49148																								0	0	0	0	0	0	42001	36738	0	0	0	0	0	0	568	531	0	0	0	0	0	0	0	0	0	0	0	0		
49241																								3920	3720	22235	19771	5068	4179	4515	3692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49652																								0	0	13354	12368	0	0	8336	7382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49858																								0	0	0	0	0	0	1529	1358	0	0	0	0	0	0	1008	949	0	0	0	0	0	0	0	0	0	0	0	0		
49951																								0	0	8437	7149	0	0	15388	12800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
50144																								0	0	0	0	47487	40798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
50461																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51253																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51356																								0	0	28988	27220					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51459																								0	0	35046	32016	0	0	83571	72443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
