"IDRSSD"	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ458	RCONJ459	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
56717		5174	46379																																	33702	0	10467								
57040	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	7646								
57451		1970	10708																																	56565	0	2693								
58225		3849	8325																																	8527	0	1059								
58243	0	79907	181225	0	0	1602	0	0	1602	0	0	0	0	0	0	0	0	0	0	0																587752	31107	293142								
58355		1906	0																																	3194	0	1387								
58551		0	0																																	1606	0	12209								
58636		17268	14211																																	9265	0	2671								
58757		12942	10105																																	26390	0	23999								
58971	0	144757	464459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	46	0	0	0	0	0	0	0	0	0	0				1374711	0	459348								
59316		15832	85634																																	76366	0	12424								
59352		7745	18572																																	6598	0	11981								
59370		4086	4924																																	8852	0	3902								
59754		81	312																																	295	0	674								
60143																																														
60330	0	14489	31096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																49705	0	17063								
60545		200	442																																	10755	0	20671								
60554		0	0																																	6081	0	6020								
60648		1735	2540																																	4389	0	7489								
61122	3476	25217	36502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																118031	0	4915								
61355		17570	55887																																	77393	0	38847								
61476		8106	23249																																	4036	0	28686								
61757	0	3610	31169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																24506	0	2612								
61832		7572	4053																																	7218	0	2343								
61953		803	1468																																	140	0	1266								
62044		1	323																																	1478	0	33								
62110		0	0																																	0	0	0								
62147		493	3321																																	348	0	2298								
63050		4702	2652																																	14400	0	3974								
63069																																														
63201		3239	95																																	5224	0	455								
63573		582	3140																																	0	0	0								
63733	0	33770	28321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																21458	0	62034								
63742		4828	7482																																	54386	0	647								
64150		2747	184																																	8844	0	13515								
64552	11050	13560	22329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4063	0	6637								
64730		7650	31748																																	5925	0	1520								
65205		5157	6689																																	5549	0	4830								
65513																																														
65559	0	15527	13583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																31707	0	44943								
65858		173546	166222																																	148988	0	94052								
66154		15297	17446																																	19769	0	7								
66275		10881	32673																																	29423	0	31679								
66677	0	13868	2737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	9955								
67142		4032	7903																																	3655	0	1895								
67151		63841	82071																																	61481	0	9137								
67209		12325	74412																																	44660	0	14468								
67254		0	0																																	0	0	0								
67656	0	10897	72624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																9847	0	27155								
67870		11601	10249																																	10680	0	424								
68671		1784	0																																	0	0	0								
68756	0	27167	52140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																73959	0	23101								
68831		3240	3572																																	2371	0	5484								
69333	0	14492	29111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																170114	5013	4021								
69678		3218	9049																																	51261	0	26231								
70218	0	0	1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																580	0	1521								
70414		2307	16157																																	24969	0	37496								
70638		2226	1344																																	2391	0	19198								
70955		0	0																																	0	0	617								
71073		2143	543																																	1495	0	22859								
71457		0	18345																																	19563	0	63283								
71859		0	0																																	3592	0	72								
72258		496	1533																																	14063	0	12835								
72351		6	0																																	745	0	824								
72454		410	822																																	6553	0	5341								
72678		0	1303																																	0	0	1208								
73116		19790	36337																																	24069	0	132								
73152		0	165																																	348	0	4445								
73554		75	8768																																	6877	0	27193								
73956		208	92																																	1745	0	405								
74056		0	49152																																	3945	0	30866								
74140	0	11109	32446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																125056	5000	76196								
74403	38150	24426	56083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																85488	0	25228								
74449		422	0																																	2	0	20								
75259		16860	21796																																	98321	0	76870								
75446		2484	2123																																	16365	0	19149								
75455		0	0																																	55	0	340								
75633																																														
75651		0	0																																	1206	0	4042								
76153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																450	0	6106								
76443		8762	1088																																	433	0	1642								
76854		3157	29918																																	20831	0	5177								
77150	0	436	4219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3498	0	7465								
77253		14150	1022																																	951	0	31861								
77422		888	7054																																	3658	9000	9030								
77851	0	32929	229131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																342762	7583	225796								
78157		2057	796																																	84	0	543								
78241		4085	76																																	301	0	2446								
78559		317	918																																	840	0	2605								
79042	0	21739	20558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3227	0	51								
79127		1173	128																																	661	0	68								
79145		2781	16231																																	769	0	6196								
79257		0	0																																	0	0	823								
79855		3455	9367																																	3816	0	5463								
80150		0	0																																	0	0	2470								
80374		4744	0																																	635	0	129								
80431		1083	0																																	1758	0	725								
81175		9324	16216																																	18101	0	35272								
82033		4797	16065																																	2929	0	4951								
82257		0	0																																	396	0	4204								
82350		196	0																																	379	0	852								
83151		5899	10446																																	20260	0	2414								
83375		19473	106141																																	217413	0	46932								
83638																																														
83834		900	5611																																	6844	0	5405								
83852		0	0																																	80	0	13047								
83955		819	510																																	7721	0	2950								
84046		396	957																																	1093	0	1737								
84541		22955	31059																																	41248	0	109957								
85052		0	8096																																	4062	0	274								
85472	1704141	145259	892328	0	0	49362	0	19642	0	0	0	0	49362	0	0	0	0	0	7706	11936	86043	2	40	0	0	0	0	0	0	0	40	0				720388	0	111287								
85931		7226	479																																	1686	0	3246								
86349		1556	1996																																	4883	0	2801								
86675		28276	19068																																	153	0	129								
87047		1444	1656																																	719	0	762								
87159		1026	4152																																	3066	0	4104								
87234		70566	50057																																	26785	0	74								
87476		4537	580																																	3943	0	86								
87579	0	11705	31663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5798	0	13359								
88231		189250	66982																																	9589	0	1538								
88259		0	0																																	764	0	7355								
88352	0	1566	2863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																8342	0	4782								
88455		4515	7043																																	32749	0	135625								
88950		300	11096																																	11389	0	2887								
89032		4398	382																																	2586	0	1477								
89135		6514	0																																	2861	0	2225								
89854		2901	8789																																	6732	0	16015								
89957		12912	6317																																	1690	0	5867								
90047		174	0																																	73	0	1688								
90177		0	0																																	0	0	6988								
90328		7242	36841																																	11512	0	25035								
90337	25000	17590	46575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																65046	0	5873								
90579		3408	11443																																	2833	0	0								
91615		0	0																																	0	0	16602	FHLB							
91754	0	1943	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																22037	0	23194								
91950		0	0																																	0	0	5471								
92144		0	0																																	0	0	5255								
92676	0	4914	30660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																66213	0	17291								
92706		6375	1916																																	2978	0	6088								
92902		0	0																																	0	0	0								
93244		4683	8342																																	10155	0	9058								
93543		6325	23182																																	20640	0	19530								
93619																																														
94139		22532	13218																																	29077	0	19359								
94522		30326	19649																																	25273	0	18674								
94755		3790	491																																	2581	0	7252								
94858		1790	323																																	1953	0	7310								
95051	0	7241	2332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																8328	0	5642								
95677		0	0																																	790	0	235								
96553		600	0																																	1845	0	8139								
97055		0	6																																	11181	0	41913								
97279		1492	298																																	1442	0	1729								
97457		3834	3855																																	3922	0	6355								
97804		1018	158975																																	79056	0	12309								
97943		4754	2657																																	17989	0	21432								
98351		3989	3456																																	377	0	435								
98463		600	20203																																	44797	0	35617								
98717	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0								
99143		906	2975																																	10140	0	13170								
99376	3382	0	629326	0	0	28400	0	0	0	0	0	0	0	28400	0	0	0	0	0	0																249992	163894	28				Commitments to purchase loans	Recourse on loans			
99442		3260	7333																																	14717	0	24403								
99536		43459	56958																																	20413	0	1210								
99853		0	11																																	152	0	105								
100236		23295	19321																																	8362	0	4643								
100357		12834	9778																																	23977	0	69583								
100562	0	45243	604871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																563134	0	299895								
100777		29914	296																																	13120	0	1535								
100843		3409	19475																																	5171	0	29860								
101037		58152	15691																																	60615	0	51172								
101439	0	1380	4966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2218	0	5170								
101671	0	1383	33732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																47402	0	13146								
101738		882	548																																	10448	0	4673								
101952		1978	0																																	12059	0	2296								
102333		1873	0																																	28	0	0								
102342		6518	0																																	10786	0	50304								
102557		10670	0																																	13371	0	21								
102874	0	4625	10570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																369	0	2906								
103134		1797	3018																																	3188	0	5133								
104234		336	1944																																	12	0	452								
104542		0	0																																	0	0	0								
104971		0	70																																	0	0	0								
105026		17134	2586																																	25869	0	9495								
105473		90388	90723																																	79009	2500	77388								
105530		6877	0																																	496	0	1427								
106359	0	66214	149843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																77865	0	13919								
106452		48256	54949																																	38113	0	12300								
106676		2844	107																																	0	0	0								
107244	1606865	2250972	14942364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	12	0	0	0	0	0	0	0	0	0	0				515844	790016	132419								
107459		0	0																																	811	0	947								
107570		1629	10626																																	32721	0	1011								
107758		750	357																																	1091	0	4375								
108072		2646	2224																																	5800	0	2893								
108269		0	1257																																	321	0	441								
108652		1	0																																	86	0	2								
108746		51	0																																	0	0	4377								
108951		8317	11256																																	48823	0	31350								
109136		30238	20830																																	2548	0	1410								
109154		2519	364																																	2608	0	0								
109453		6164	4110																																	7773	0	17841								
109574		34403	6720																																	26823	0	14721								
109659		4190	20770																																	7170	0	8947								
110413	0	229	58778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																55593	0	18657								
110936		23412	12519																																	1969	0	1184								
110945		2283	7527																																	9999	0	14338								
110972		1072	2592																																	1522	0	989								
111157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3945	0	20334								
111205		16128	30775																																	55318	0	36582								
111942		8427	23033																																	37518	0	6661								
111979		11575	3908																																	19924	0	20482								
112163	0	139242	161607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																165681	0	46824								
112332		2768	1006																																	603	0	2117								
112510		268	300																																	731	0	2560								
112556		134	208																																	320	0	2408								
112837																																														
113003	0	2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	2443								
113030		740	881																																	445	0	1314								
113441		9816	43340																																	31713	31288	65								
113601		88518	140486																																	731	0	32								
113740	0	3098	37697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																69666	0	25093								
114149		0	4599																																	12586	0	5246								
114260	0	25868	312844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														16970	60034	146470	0	28592								
114457		874	536																																	11880	0	12700								
114774		10099	0																																	0	0	3400								
114840		17260	17441																																	23414	0	5893								
114859		991	235																																	649	0	5075								
115146		60	247																																	4737	0	13421								
115575		40045	27305																																	25111	0	12059								
116358		813	1842																																	2148	0	305								
116554		0	0																																	252	0	0								
116741		0	0																																	3581	0	7647								
117038	7500	5985	984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7618	0	12037								
117074		420	6429																																	0	0	150								
117458		859	43587																																	24558	0	72195								
117775	0	101	1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																40245	0	313								
118156		4222	41076																																	64364	0	39466								
118660		0	0																																	4638	0	0								
118736		3707	535																																	3932	0	5467								
119153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																24235	0	5863								
119528		0	32615																																	47937	0	6531								
119779	0	46131	41249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																51751	0	18169								
119872		14288	11243																																	9800	0	10671								
120476		0	0																																	0	0	0								
120542		1847	20877																																	17221	0	249								
120609		21210	77004																																	94015	0	14420								
120953		0	0																																	6244	0	19661								
121642	0	184862	646049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																165403	0	300616								
121651		0	902																																	393	547	137								
121914		3234	18467																																	3950	0	4446								
122153		49	29																																	897	0	0								
122546		627	0																																	561	0	603								
122854	1023890	621319	1178760	0	0	0	9151	0	0	0	0	0	0	0	0	9151	0	0	0	0	16064	0	0	0	0	0	0	0	0	0	0	0				984732	56464	248545								
123075		0	0																																	0	0	290								
123374		4964	270																																	399	0	190								
124344		2296	87904																																	33761	0	665								
124830		2026	3026																																	4033	0	14710								
125154	0	0	9745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	20158								
125855		11877	81735																																	75580	0	53057								
125873		7710	780																																	1620	0	509								
126012		977	11186																																	23077	0	7213								
126049		5874	2581																																	953	0	723								
126375		0	0																																	0	0	0								
