"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
169354	380680	1	9500	28378	0	45293	0	0	0	0	471186	0	1523		6008	42050		35439	469663	353	0	365	0	0	3570	15364	720	53	18934	1403	27347	0	0	13699	28750	0	0	28750	0													
169653	304362	5	140563	1012835	0	1012835	0	0	323807	0	4801339	0	387620		214745	3697498	40615	834680	4209349	37587	204370	10616	271335	271335	143811	272398	31911	2195	416209	121686	216909	10569	0	235570	349164	723739	45992	338595	0	0	0	669133	0	669133	false							
169756	78050	0	240539	269854	0	523484	0	0	0	0	166785	0	25522		13541	39050		282945	141263	0	0	1655	0	0	5912	12633	5050	249	18544	252	17651	7937	0	10303	25840	0	0	17903	0													
170257	9775	0	1970	35241	0	42439	0	0	0	0	27292	0	450		3625	8377		40469	26842	0	0	765	0	0	1808	5390	1352	335	7198	0	255	0	0	5260	255	0	0	255	0													
170275	46681	0	25536	56397	0	159046	0	0	0	0	141146	0	731		37249	1415		133510	140415	0	0	4972	0	0	16069	46884	8308	1009	62953	4071	15310	834	565	35021	20780	0	0	19381	0													
170332	63285	0	2872	73087	0	112945	0	0	0	0	174027	0	4643		40974	23860	6654	110073	169384	0	0	2307	0	0	14117	25660	26944	2419	39777	6184	1338	10220	0	28166	17742	0	0	7522	1739	0	0	0	0	0	true							
171133	6204	2	0	30619	7243	34286	0	0	0	0	142243	0	0		21445	33931	4850	27041	142243	0	0	1939	0	0	21218	42076	4235	226	63294	13857	19703	793	0	46310	34353	0	0	33560	0	0	0	0	0	0	false							
171656	21332	0	13743	43296	0	78338	0	0	5604	0	76964	0	29113		6648	14116	4021	64595	47851	0	0	2289	5604	5604	3156	5746	2209	155	8902	6616	22495	565	574	4618	30250	301	0	29111	0	0	0	0	0	0	true							
171759	22085	0	19146	68026	0	98678	0	0	54	0	75256	0	7463		6047	24803		79532	67793	0	0	122	54	54	1945	14146	6288	837	16091	757	3617	777	0	17169	5152	24859	0	4374	0													
171768	69689	0	57911	388250	0	388250	0	0	20195	0	552417	0	47595		57420	175016		329591	501645	748	3177	5412	20195	18006	54121	113341	13586	4183	167462	28936	79702	11863	1979	127810	122480	40071	0	108638	726													
172251	12887	0	1864	16001	0	22559	0	0	0	0	30204	576	1548		5699	4115		20695	28080	0	0	774	0	0	1485	6555	3093	5	7740	306	1000	759	0	5439	2065	0	0	1306	0													
172457	45464	0	371	88613	0	151956	0	0	0	0	162024	0	1712		9446	79605		151585	160312	0	0	1336	0	0	4709	17811	2120	129	17335	2752	9082	351	0	15322	12185	58186	0	11401	0													
172475	95520	0	99515	84654	0	273230	0	0	0	0	224051	0	5500		38439	50852		173216	218551	499	0	1869	0	0	12013	35552	11303	1294	47565	5603	8653	3260	0	21723	17516	14692	0	14256	2628													
172859	17823	0	25763	48941	0	81171	0	0	24932	0	97300	0	42878		16515	19351		55408	50444	0	3978	1346	20118	19727	18535	22739	4925	1387	41274	1939	4935	1852	3814	31071	12540	13821	0	6874	3483													
173306	291562	0	36797	65466	0	98174	0	0	0	0	380993	3	3093		25976	33864	6785	59880	377897	1497	0	1875	0	0	15314	26261	4189	133	41575	3892	5777	0	0	19922	9669	49367	0	9669	0	0	0	42979	0	42979	true							
173342	15667	0	14483	15677	0	52140	0	0	0	0	51417	0	3125		12054	1560		37657	48292	0	0	1670	0	0	2924	15523	2487	221	18447	6174	6861	0	0	9101	13035	250	0	13035	0													
173557	55856	0	12005	93013	0	158273	0	0	0	0	147465	0	12020		17533	65479		146268	135445	0	0	546	0	0	5539	11693	4801	1887	17094	506	503	600	600	6387	2209	0	0	1008	0													
173575	162030	0	28764	149707	0	407121	0	0	0	0	1293652	0	2497		111585	442289	29969	378357	1291155	0	0	13434	0	0	22057	195192	15560	2647	217249	96175	347421	10281	0	123871	453877	0	0	443596	0	0	0	0	0	0	false							
173641	55156	524	45619	64456	0	131942	0	0	0	0	171225	0	2196		28490	23426		85799	169029	0	0	8895	0	0	10756	30430	19155	1209	41186	5549	15062	9466	1015	33060	31092	0	0	20611	0													
173959	10588	0	7696	14670	0	31297	0	0	0	0	41842	0	4503		6833	0		23601	37339	0	0	882	0	0	3615	8437	3424	3537	12045	3673	7168	1400	0	12179	12241	0	0	10841	0													
174321	34051	0	4320	76891	0	82938	0	0	0	0	65317	0	31		7389	17204		78618	65286	0	0	1679	0	0	2674	7575	2116	0	10249	543	754	400	0	4977	1697	0	0	1296	0													
174367	8421	0	1442	18202	0	26100	0	0	0	0	23370	0	2903		2056	7493	577	24658	20467	0	0	151	0	0	885	2471	1362	440	3276	0	1500	797	0	3103	2297	0	0	1500	0	0	0	0	0	0	true							
174572	716448	0	784190	1518522	0	3489188	0	0	0	0	4097478	0	41180		946042	1134767	370941	2704998	4056298	0	0	138706	0	0	448371	938243	358114	27740	1386614	154161	251366	67635	633	826426	473795	171934	0	405527	124532	0	0	0	0	0	true	451129	950715	619768	514998	716448	0	
175056	29036	0	4566	98352	0	127223	0	0	0	0	210119	0	16871		30484	22150	3930	122408	192613	249	635	1742	0	0	29230	80671	14824	1859	109751	6706	19761	4920	961	96101	32348	46926	0	26467	0	0	0	11493	0	10248	false							
175140	69282	0	10601	148744	0	193734	0	0	10000	0	311403	0	36930		59989	114009	18828	183133	272989	0	1484	5668	10000	10000	17179	53484	32500	906	70661	3914	10588	9273	268	44081	24042	35581	0	14502	3219	0	0	0	0	0	true							
175458	4887	4	3401	5860	0	12476	0	0	0	0	18238	0	2550		5441	6278		9071	15688	0	0	0	0	0	1051	4144	1715	163	5195	0	0	0	0	1633	0	0	0	0	0													
175609	77120	0	24556	141275	0	158124	0	0	0	0	114527	0	11515		5574	21736		133568	103012	0	0	981	0	0	3472	5607	540	420	7991	1186	4446	0	0	4465	5632	1090	0	5632	0													
176101	229873	1	148138	6543	0	935116	0	0	131362	0	1174142	0	231141		147779	762653	7541	786876	939281	101	3720	1937	0	0	140230	24097	4953	23	27748	3021	3452	5842	0	21523	12315	95805	0	6473	0	0	0	0	0	0	false							
176325	109056	0	6561	73303	0	95750	0	0	508	0	146913	0	26304		10887	6551	5377	89189	120101	0	508	2031	508	508	4505	12536	3420	1106	16780	3988	3682	2070	0	10680	9740	0	0	7670	0	0	0	0	0	0	false							
176437	6773	0	11371	26875	0	40496	0	0	0	0	39329	0	1999		10679	1962		29125	34196	0	3134	762	0	0	2943	17131	3703	1067	20074	0	3525	1570	655	14165	5750	0	0	3525	0													
176464	120755	1	197762	328116	0	434800	0	0	0	0	728886	0	8451		66819	460005		237037	720242	0	193	6265	0	0	24268	71884	17095	4562	96152	5229	20815	4273	0	50990	30317	673	0	26044	0													
176642	21530	0	33416	19034	0	74191	0	0	0	0	49740	0	15520		7137	17624		40775	34220	0	0	211	0	0	2212	4744	1322	1808	6956	0	500	0	0	2949	500	0	0	500	0													
177135	8507	0	0	14086	0	14086	0	0	0	0	10965	0	100		241	0		14086	10865	0	0	0	0	0	112	118	833	100	230	0	1000	294	0	922	1294	0	0	1000	0													
177443	35682	0	19362	29177	0	80136	0	0	0	0	91822	0	2081		24499	13049		59718	89741	1056	0	1441	0	0	9187	21597	5783	2233	30784	905	3387	0	0	14300	4292	0	0	4292	0													
177500	21584	0	1081	20775	0	20775	0	0	0	0	50706	0	1474		13325	0		19694	48484	0	748	3764	0	0	5909	13088	5607	0	18997	573	3108	835	0	11281	4516	0	0	3681	748													
177555	7657	7	2557	10187	0	19163	0	0	0	0	12058	0	80		3284	445		16599	11978	0	0	0	0	0	351	1732	1873	0	2083	0	0	0	0	672	0	0	0	0	0													
177751	7047	0	0	218626	0	354443	0	0	0	0	1043685	0	7452		5756	959731		354443	1035751	0	482	0	0	0	13626	37429	3390	39	51055	1970	16712	3742	0	48727	22424	179956	0	18682	0													
177920	215819	0	85774	425131	0	669104	0	0	53516	0	788950	0	78006		116758	275766	41056	581834	710470	1496	474	19526	1	1	23162	146564	15736	4827	169726	19170	78299	9316	292	73531	107077	115637	47315	97469	0	0	0	0	0	0	true	66652	138105	131987	143779	176383	32151	
178150	37264	19	432	53542	0	90052	0	0	0	0	157276	340	7555		36977	41838		89597	149381	4	0	545	0	0	12245	39947	8100	428	32466	690	14593	2172	0	23743	17455	0	0	15282	0													
178244	30912	1317	0	28086	0	59772	0	0	0	0	70804	1445	1199		14785	7337		58303	68160	152	0	370	0	0	3518	10612	9580	759	7763	1889	2318	3418	462	9684	8087	0	0	4207	0													
178356	24776	0	20179	37848	0	63943	0	0	0	0	65239	0	22764		6739	2943		43764	42475	0	0	842	0	0	6453	5285	2187	95	8014	5637	15066	1932	865	7281	23500	0	0	19861	0													
178851	139116	0	13835	196250	0	241564	0	0	0	0	297545	0	10734		37522	47523		227729	286700	0	111	4552	0	0	29521	39329	8177	1017	67852	13303	18200	1359	0	40521	32862	3742	0	31229	0													
179148	16890	0	11384	52425	0	76049	0	0	52	0	139318	0	31373		16354	84009		64665	94768	0	13177	1136	52	52	4451	9505	19605	2038	13956	721	1014	1085	0	19245	2820	4690	0	1735	12679													
179335	27676	0	1059	52731	0	62319	0	0	3000	0	111566	0	500		25048	4676		61260	111066	0	0	3478	3000	0	1619	9525	31748	5857	11144	0	10121	19604	740	23701	30465	0	0	10121	0													
179700	286690	8	30155	20898	0	41403	0	0	749	0	554697	0	17916		55486	62384	14683	11240	536781	0	0	3359	250	250	27456	68091	9175	1024	95547	34368	64222	659	628	50260	99877	0	499	98590	249	0	0	0	0	0	true							
180144	14846	0	1151	39638	0	48669	0	0	0	0	74004	0	523		21999	4908		47518	73481	0	0	2698	0	0	16861	23536	5854	711	40397	2962	2444	837	1044	24963	7287	0	0	5406	0													
180537	10897	0	4736	23003	0	32683	0	0	0	0	65881	0	5023		16701	4714		27947	60858	0	0	2300	0	0	10859	26908	2364	269	37767	2692	6436	742	0	23699	9870	0	0	9128	0													
180845	22749	3	5920	24975	0	45688	0	0	15000	0	79507	0	6329		21041	19914		39765	73178	0	0	0	15000	15000	5392	17407	1260	0	22799	5087	5198	2500	0	3018	12785	0	0	10285	0													
181963	60432	7	846	78935	0	134172	0	0	0	0	95365	0	2499		4050	27712		133272	92866	47	0	955	0	0	1900	3909	433	0	5809	471	508	0	0	2192	979	0	0	979	0													
182951	308626	0	12046	8791	0	62702	0	0	5017	0	557123	0	113736		31943	63706		50655	442918	1	469	0	5017	2178	39376	80563	19228	247	119939	22767	22001	609	0	107471	45377	12514	0	44768	0													
183668	169523	0	29531	338008	0	338008	0	0	0	0	482994	0	86459		4857	297252		308477	396535	0	0	477	0	0	2263	6555	802	163	8818	1964	4472	0	0	4926	6436	13502	0	6436	0													
183770	96865	0	600	110118	0	161425	0	0	14309	0	385855	0	4501		86337	85992		159738	376518	1087	4836	6022	13562	12617	36481	75672	28163	3141	104501	10226	34110	14939	266	57120	59541	0	0	44089	0													
183958	33000	17	17453	99006	0	99006	0	0	0	0	128337	0	18175		32280	17274		81536	110162	0	0	3647	0	0	8808	42671	7111	684	51479	10224	6629	1935	0	26994	18788	0	0	16853	0													
184656	26510	0	16878	57013	0	92208	0	0	5209	0	100526	0	2258		17059	35731	3107	75330	98268	0	0	1117	5209	0	1736	22371	8161	0	24107	2629	3389	0	0	15209	6018	0	0	6018	0	0	0	0	0	0	true							
184759	6014	18	10692	9081	0	24726	0	0	0	0	25167	50	1796		6069	5671		14016	23321	0	0	1767	0	0	4968	7745	707	62	12713	0	0	0	0	7413	0	0	0	0	0													
185251	5698	0	3832	3701	0	13337	0	0	0	0	7471	0	628		1564	0		9505	6843	0	0	0	0	0	536	1198	39	0	1734	0	0	0	0	209	0	0	0	0	0													
185448	13049	0	8449	25689	0	39361	0	0	0	0	48031	0	8798		8370	16725	2744	30807	39233	105	0	1174	0	0	1558	8419	3092	461	9977	761	2967	1000	0	5159	4728	0	0	3728	0	0	0	0	0	0	true							
185859	371009	0	5504	46446	0	54821	0	0	0	0	666237	0	48773		52526	177059		49317	617464	0	0	6532	0	0	11494	71735	9579	2084	82763	3056	18913	1308	0	42366	23277	0	0	21969	0													
186221	96670	3	34782	73173	0	170580	0	0	0	0	1071195	0	34603		88888	705032	14414	135730	1036344	65	248	2571	0	0	42613	114326	19025	9298	156939	31109	42954	5756	4413	96373	84232	120043	0	74063	248	0	0	0	0	0	true	32470	103260	95257	94104	88705	7410	
186548	25096	0	12265	50742	0	66864	0	0	0	0	84183	0	9013		12677	26761		54599	75170	0	0	2762	0	0	2761	8335	9569	4477	11096	375	2280	3668	861	12465	7184	0	0	2655	0													
186717	244431	4	224275	138806	0	487467	0	0	0	0	388507	0	6643		66398	20495		263188	381864	0	0	14085	0	0	39067	25432	26127	10151	44476	13133	5096	4299	275	34379	22803	0	0	8391	0													
186744	562770	0	32328	43894	0	121068	0	0	40123	0	1405149	0	284647		161475	405474		87320	1118602	1420	1900	8408	40123	39587	93905	78134	87812	17489	166367	56299	72689	26456	4121	115865	159565	7399	0	127627	0													
187648	3201	0	1774	5121	0	5123	0	0	399	0	12882	0	1193		4620	0		3349	11689	0	0	0	399	0	1960	2803	3259	1107	4763	0	0	552	0	4509	552	0	0	0	0													
187947	131527	0	57259	309903	0	630787	0	0	46403	0	944875	0	129458		175972	370628	37807	571739	811977	1789	3440	12921	99	99	88620	185057	27524	2045	273622	36690	90886	11898	0	127274	139474	66091	30037	127576	0	0	0	0	0	0	true	218669	203844	217282	153346	121964	9563	
188056	2314	0	7325	54741	0	197156	0	0	0	0	209379	0	14007		33011	149744		189280	195372	551	0	7000	0	0	4120	27440	12485	5570	31560	0	5147	1436	1123	16603	7706	0	0	5147	0													
188177	33966	0	0	8888	0	8889	0	0	0	0	112074	0	0		40187	12535	13165	8889	112074	0	0	2875	0	0	1776	48450	8328	1211	50226	252	5044	512	0	19578	5808	0	0	5296	0	0	0	0	0	0	true							
188430	2989	0	2938	233343	0	249415	0	0	50366	0	100883	0	0		34258	57168	2531	246477	100883	0	0	723	50366	30366	11073	4527	21550	317	15600	1628	317	970	344	3209	3259	9729	0	1945	0	0	0	30095	0	9729	true							
188449	46541	2	5112	44976	0	93575	0	0	0	0	192016	0	30920		23126	78618	6509	88461	161096	0	0	3221	0	0	20943	18761	1853	60	39704	15068	10172	0	0	18491	25240	670	0	25240	0	0	0	0	0	0	false							
188720	52197	0	9181	57352	0	122987	0	0	0	0	162632	0	14199		29382	11849		113806	148433	0	0	1771	0	0	13551	35430	12343	6307	48981	9393	15339	4916	1307	38249	30955	0	0	24732	0													
188739	16409	0	2173	23420	0	27483	0	0	0	0	29492	0	1831		3385	87		25310	27661	0	0	0	0	0	1863	6938	1482	193	8801	700	586	1233	0	7091	2519	0	0	1286	0													
188917	125983	0	0	6566	0	14687	0	0	0	0	154966	0	716		9278	6370		14687	154250	0	0	1184	0	0	1837	14970	1576	280	16792	358	3592	0	0	9385	3950	0	0	3950	0													
189129	615009	3	23822	68874	0	110914	0	0	0	0	907364	0	32703		71913	114917		87019	874661	70	0	4695	0	0	15090	79559	26109	2193	93970	4540	40939	9007	0	51039	54486	0	0	45479	0													
189950	9841	1172	199	18747	0	30644	0	0	0	0	82094	285	5487		16913	33592		29273	76322	0	0	243	0	0	6722	25286	799	293	32008	400	5161	0	0	16187	5561	0	0	5561	0													
190563	26668	0	1652	111400	0	122723	0	0	0	0	110756	0	4167		8498	22690		121071	106402	0	187	1126	0	0	8767	33588	1987	358	42355	4208	9967	2228	294	36202	16697	19671	0	14175	0													
190648	143454	0	498	1941	0	21887	0	0	1	0	210698	0	31408		18082	23521		21388	179290	1	0	2231	1	1	7606	16462	3934	2072	24013	6768	6513	0	368	11992	13649	2521	0	13281	0													
190947	21293	1	6283	35782	0	44096	0	0	0	0	71478	12176	5132		10889	21313		37812	54170	0	0	416	0	0	2392	10142	2756	1001	12534	12581	0	0	0	5402	12581	0	0	12581	0													
190956	19328	0	191	44225	0	44225	0	0	0	0	113911	0	904		26220	33314		44034	113007	0	0	1854	0	0	10547	31092	5794	0	41639	5931	7563	343	0	21212	13837	0	0	13494	0													
191355	37554	0	48796	122912	0	174091	0	0	10705	0	202073	0	34562		34904	73571	7874	125295	167511	0	0	3215	10705	10705	11109	46310	4670	32	57419	5256	22732	839	0	27217	28827	0	0	27987	0	0	0	0	0	0	true							
191935	99246	0	67764	331155	0	561170	0	0	0	0	443663	0	1240		35047	194592		493406	442423	0	0	2362	0	0	19143	66737	4568	959	85880	9068	44690	2535	2125	56360	58418	0	0	53758	0													
192147	52738	0	103998	115813	0	265797	0	0	0	0	193690	0	16281		35669	40718	12988	161750	177409	49	0	4361	0	0	9435	50314	8306	27	59749	16851	11637	3664	0	32413	32152	0	0	28488	0	0	0	0	0	0	true							
192558	77341	0	3516	227485	0	227485	0	0	0	0	276780	0	36052		45116	92319	14117	223969	240728	0	0	3697	0	0	10638	44621	8891	3102	55239	11549	24940	3090	289	22135	39868	0	0	35984	0	0	0	0	0	0	true							
192651	5514	0	2376	13198	0	22294	0	0	0	0	33149	0	3731		6325	13459		19918	28920	0	498	447	0	0	2583	6682	2089	146	8087	1513	1163	0	0	5175	2676	0	0	2676	0													
192857	21880	0	371	30816	0	59274	0	0	0	0	128685	0	14452		13191	48056		58662	114233	241	0	5182	0	0	14206	17668	6206	60	29950	7909	9289	3411	0	24949	20609	15572	0	17198	0													
193162	10956	0	1780	29279	0	41888	0	0	2000	0	79581	0	4886		8852	15438		40108	74695	0	0	1028	2000	2000	4684	23700	4186	1535	28384	1709	15235	1869	270	25253	19083	0	0	16944	8286													
193537	9114	0	1276	26017	0	41468	0	0	0	0	78770	0	20295		11364	16951		40192	58475	0	0	2751	0	0	8781	22112	2567	0	30893	8475	10257	514	0	22096	19246	0	0	18731	0													
193649	38801	1	54743	46793	0	159194	0	0	0	0	113469	0	8908		23713	30145	9830	104450	104561	0	0	3350	0	0	6295	13251	18214	253	19546	1006	1026	4478	0	14300	6510	0	0	2032	0	0	0	0	0	0	true							
193809	483323	0	14559	241113	0	510492	0	0	157133	0	1230040	0	87079		176479	310471	51541	495015	1086513	918	56448	20798	157133	137133	98184	155507	30584	25842	253691	31857	81334	12375	563	133638	126129	0	0	113191	0	0	0	0	0	0	true	71387	221407	150790	146069	278359	117756	
194440	22655	0	6829	42755	0	84270	0	0	14559	0	157278	0	15293		20818	39163		77441	141985	0	0	3075	0	0	10873	30751	1987	400	40095	13686	23729	9357	4677	23193	51449	0	0	33283	0													
194570	21424	0	2956	32027	0	32027	0	0	5332	0	102848	0	251		27757	0		29071	101010	0	1587	2698	4090	4090	22463	34866	3658	387	57329	9867	9495	0	688	33617	20050	0	1242	19362	498													
194936	2817	0	11161	27602	0	69550	0	0	0	0	94933	0	2382		3350	63202		58389	92551	0	0	981	0	0	2858	11209	1555	1037	14067	1693	9528	620	414	13309	12255	0	0	11221	0													
195111	568067	2	0	9190	0	9190	0	0	12000	0	1088040	0	1037		104221	217085		9188	1086228	0	775	6697	12000	12000	67895	144887	9601	1386	212782	8642	68773	1062	642	119548	79119	31187	0	77415	0													
195157	6439	0	5298	21148	0	26922	0	0	0	0	23246	41	5123		4320	9503		21624	18082	0	0	192	0	0	2673	1862	1121	395	4535	0	1253	0	0	1731	1253	0	0	1253	0													
195456	19548	0	3059	32131	0	42113	0	0	0	0	42287	0	4829		8373	5495		39054	37458	0	0	1084	0	0	2673	6934	4727	0	9607	2091	0	819	0	5961	2910	0	0	2091	0													
196752	4558	0	2589	31062	0	31062	0	0	1377	0	48018	0	2144		3816	15168	2050	27975	36510	498	9364	1063	1377	0	2194	6325	7150	4591	8519	3576	2779	0	1677	16443	8032	11397	0	6355	8964	0	0	0	0	0	true							
196800	214151	0	11668	308675	0	543807	0	0	6553	0	525406	0	14360		53842	106791	17069	532139	511046	0	0	4878	6553	6553	30002	60230	5547	1742	90232	31843	73083	2017	0	43679	106943	0	0	104926	0	0	0	0	0	0	true	0	0	59493	47298	205627	8524	
197142	47589	0	17127	124695	0	124695	0	0	0	0	182962	0	7613		51048	2870		107568	175100	0	249	13183	0	0	14705	49998	31500	7278	64702	12325	9981	5081	1636	52432	29023	0	0	22306	0													
197254	7007	0	2743	10475	0	19314	0	0	0	0	24067	0	4728		3922	7737	741	16571	19339	0	0	358	0	0	1005	7609	689	20	8614	0	0	0	0	5402	0	0	0	0	0	0	0	0	0	0	true							
197302	140935	0	42	91824	0	114372	0	0	20001	0	417588	0	14080		48108	85362		113741	403500	589	8	7028	20001	20001	59212	46440	12497	2008	105648	30493	34529	5607	505	72049	71134	0	0	65022	0													
197478	9819142	78	315144	14882641	0	15585317	1476	0	2044179	248	36944613	0	4529553		1603185	12172862	175013	15258833	32353707	9786	61105	24356	1880204	1880204	2197605	2526510	44982	7222	4724115	4402505	5760449	12300	1036	3173134	10176290	4687018	163975	10162954	0	0	0	4001291	0	3907285	true	3893615	1451852	1770986	8991408	3240285	5714197	
197759	77396	0	13101	79825	0	173798	0	0	0	0	214409	0	21118		36821	52267		160697	191079	0	2212	2583	0	0	14605	44296	8099	959	56902	3164	12781	589	252	31138	16786	5416	0	15686	2212													
198073	7592	0	0	0	0	0	0	0	40507	0	85499	0	34		28282	12969		0	75501	0	9964	0	37713	4144	2773	8623	15108	26898	11396	399	2403	5778	2955	25120	11535	0	897	2802	0													
198149	113693	0	11853	186602	0	188112	0	0	7747	0	357559	0	57504		58757	97400		176259	299815	0	240	11428	7747	6304	24751	61042	11715	676	85793	10907	34121	2917	337	39427	48282	20140	0	45028	240													
198251	36937	0	5972	77151	0	91645	0	0	0	0	111684	0	12073		17515	35926		85673	99611	0	0	524	0	0	5275	16510	5506	2596	21785	1397	5419	2118	0	12372	8934	0	0	6816	0													
198961	22157	0	5516	59128	0	84766	0	0	0	0	65835	0	836		9316	19606		79250	64999	0	0	1504	0	0	2920	5913	3400	3450	8833	355	6169	1865	0	6367	8389	0	0	6324	0													
199137	28617	0	0	42389	0	86766	0	0	0	0	67405	0	0		4441	31104		86766	67405	0	0	711	0	0	2502	4368	21	0	6870	263	530	0	0	2449	793	0	0	793	0													
199351	18108	0	8723	34202	0	75702	0	0	747	0	125409	4207	6097		38353	20868		66979	114358	0	747	4399	747	249	12772	43547	14280	3037	56319	2781	7669	1939	408	35283	12797	0	0	10450	0													
199436	29980	0	12376	138044	0	138044	0	0	509	0	124085	0	0		22773	18472		125668	124085	0	0	23540	0	0	9685	35925	7972	1001	45610	7929	12596	525	0	31810	21050	4098	509	20524	0													
199463	35466	0	26512	211681	0	255525	0	0	25000	0	325554	0	6519		48732	95119		227517	319035	1496	0	3402	25000	25000	25883	92044	6513	1291	117806	23161	39442	6636	0	76999	69239	68457	0	62603	0													
200378	270303	0	103166	3941906	0	3941906	0	0	1028357	0	2742867	0	210842		63227	886908	35516	3832528	2153452	6212	378573	13250	1028357	994316	679173	465937	30772	1915	1145109	142709	262071	2685	394	1114570	407859	1355249	0	365476	0	0	0	1173134	0	1087598	true	260905	351222	190447	652011	133436	135620	
200435	469750	0	111770	866143	0	1174784	0	0	0	0	755438	0	7573		43397	171193	19084	1063014	747865	0	0	7994	0	0	14946	55147	6606	2626	70093	7378	26940	264	588	35928	35170	0	0	34318	0	0	0	0	0	0	true							
201254	10525	0	5144	62262	0	62262	0	0	7456	0	80824	0	472		16790	38301		57118	80352	0	0	0	7456	5128	8469	14069	4694	73	22538	765	2988	940	0	10514	4693	0	0	3753	996													
201834	83252	0	1627	508126	0	709591	0	0	276451	0	1407015	0	36919		375729	666227	19605	707964	1369807	0	289	8256	276451	123294	63400	262374	143994	39558	325774	26262	101862	20086	0	133596	148210	121395	0	128124	2483	0	0	101166	0	101166	true	5356	42245	162882	503345	26688	56564	
202514	45840	0	21071	134440	0	172063	0	0	0	0	116246	0	1867		10609	41917		149459	114379	1533	0	3754	0	0	3805	14111	2010	180	17916	818	5944	1620	0	9497	8382	0	0	6762	0													
202541	39350	0	18074	32044	0	84576	0	0	0	0	74596	0	3755		12491	2460		66502	70841	0	0	1001	0	0	5950	8879	3667	893	14792	3287	4535	5575	0	6898	13397	0	0	7822	0													
202907	2321430	0	769035	3995896	0	7061073	0	0	0	0	6192012	0	881081		726097	2369309	228225	6286551	5310696	5487	235	52004	0	0	114059	650554	345685	30699	764613	22838	193130	143519	789	414900	360276	580	0	215968	0	0	0	0	0	0	true	1526381	2087968	1131589	558704	1959561	306038	
203043	54781	0	4667	132409	0	137467	0	0	2051	0	183755	0	7138		23425	62606	1527	132800	176617	0	0	579	2051	2051	8444	34731	3370	1479	41124	3804	14541	0	0	24598	18345	0	0	18345	0	0	0	0	0	0	true							
203052	9956	0	14694	26619	0	42916	0	0	0	0	37572	0	954		5349	19071	1516	28222	36618	0	0	0	0	0	1886	4954	1016	413	6840	0	275	0	0	2921	275	0	0	0	0	0	0	0	0	0	false							
203575	28936	0	80	21049	0	21258	0	0	0	0	42903	0	0		7853	1185		21178	42903	0	0	418	0	0	3195	7006	953	313	10201	259	1057	0	0	3614	1316	0	0	1316	0													
204004	4853207	10	134350	464623	0	1583437	0	0	181915	0	8600700	0	1572657		387563	2679373	110522	1449077	7028043	0	0	30526	181915	174183	228272	568518	53454	11740	796790	53535	147817	4173	610	474421	206135	503731	0	201352	0	0	0	500452	0	500452	true	124572	272987	1046699	1632674	2486548	1179966	
204237	18152	0	9905	98155	0	137362	0	0	0	0	51112	0	7028		14527	2787		127320	44084	137	0	15646	0	0	2681	18283	4313	2204	20964	262	2430	0	0	12954	2692	0	0	2692	0													
204826	70577	0	16960	78613	0	143927	0	0	0	0	235325	0	33553		37872	74613		126967	201772	0	0	2901	0	0	15939	41486	7977	1167	57425	2578	20093	481	414	28697	23566	23	0	22671	0													
205243	53156	0	72535	117668	0	217687	0	0	0	0	189853	0	11962		48806	8513		145152	177891	0	0	9913	0	0	13592	62011	20378	0	75595	9937	19898	2368	0	47175	32203	0	0	29313	0													
205346	133492	0	12524	81277	0	148471	0	0	1000	0	202403	0	9011		27271	17116		135947	193392	0	0	0	1000	0	3029	16946	19459	3208	19975	391	3389	4372	1000	15371	9152	0	0	3780	0													
205458	11438	0	2129	10863	0	19185	0	0	0	0	22146	0	1002		6973	0		17056	21144	0	0	2605	0	0	1440	7004	1597	364	8444	0	0	303	0	3432	303	0	0	0	0													
205542	36834	0	15659	31662	0	85324	0	0	32631	0	137672	0	3687		56090	2756		69614	133985	51	0	2531	32631	28642	19245	56598	11015	9	75843	5329	5473	412	0	30778	11214	0	0	10802	0													
206156	55092	0	108606	158288	0	290563	0	0	8816	0	114650	0	8386		6055	21156		181956	106028	1	236	401	773	773	3433	14140	2286	429	17573	0	10072	8043	0	14231	18115	9807	0	10072	0													
206174	130548	0	22067	123857	0	123857	0	0	0	0	326174	0	80591		64537	68091		101790	245583	0	0	10195	0	0	11596	54726	30292	9276	66322	2751	13397	4272	1225	41353	21645	5883	0	16148	0													
206473	40846	0	378	10822	0	38859	0	0	0	0	92710	0	4519		23277	4550		38481	88191	0	0	2721	0	0	7817	15677	7384	8061	23434	2448	1430	1016	3480	15663	8374	0	0	3878	0													
206772	10276	0	0	3748	0	20592	0	0	0	0	70548	0	0		7623	9849		20592	69064	0	1484	0	0	0	6976	14390	2475	0	21366	5247	6565	14770	0	16218	26582	9849	0	11812	983													
