"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON3545	RCON3548	RCON8492	RCON8495	RCON8496	RCON8499	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONHT71	RCONJA22	RCONJF75	
12030	0	51065					20894	213	56472					0	0	0			0	0	0	0										0		
12142	0	0					763	53994	56860					2500	0	0			42	38804	0	0										0		
12311	0	4824	0	0	0	202525	672470	16147807	21862772	234378	186122025	0	169014788	9475231	687438	1033842	107065	159210	1766	3476991	0	655470	9612226	11006353	6426750	4715648	0	2293721	0	3500	0	1179	776029	
12647	0	0					578	60523	0					12850	0	0			28267	0	0	0										0		
12946	0	14706					8662	0	540628					55045	0	0			0	257155	0	0										4275		
13103	0	53694					6985	26819	396878					186139	0	0			0	16973	0	0										206235		
13251	0	1847					723	0	4107					0	0	0			0	1004	0	0										0		
13457	0	1558					0	0	3674					0	0	0			0	837	0	0										0		
14155	0	12657					755	0	31764					5000	0	0			0	11549	0	0										0		
14650	1989	0					151	5896	0					0	0	0			3903	0	0	0										0		
14753	0	384					181	767	10608					0	0	0			685	4918	0	0										82		
14865	0	0					1283	2254	221585					0	0	0			960	1925	0	0										0		
14977	0	3131					24	0	4023					0	0	0			0	892	0	0										0		
16551	0	77687					2893	27627	81099					15000	0	0			23877	1005	0	0										0		
17110	100	0					219	100	0					0	0	0			0	0	0	0										27898		
17147	0	0					41801	2213833	1495361					721890	0	0			1107325	973056	0	152537										0		
17259	0	2073					373	300	20508					0	0	0			300	11126	0	0										0		
17950	0	45970					2729	0	350456					15400	0	0			0	77837	0	0										0		
17978	35715	0					313	131835	0					0	0	0			10207	0	0	0										0		
18050	0	41060					3977	0	354874					20000	0	0			0	119311	0	0										0		
18827	0	179189					12136	0	298062					151000	0	0			0	51244	0	0										1279		
18836	0	2796					560	0	37585					0	0	0			0	6736	0	0										0		
18854	0	103438					1251	0	167138					0	0	0			0	25225	0	0										0		
19356	0	0					508	0	12897					0	0	0			0	9816	0	0										0		
19936	4934	17829					559	5835	95635					5289	0	0			0	16340	0	0										0		
19972	0	0					33	27080	0					0	0	0			27036	0	0	0										1672		
20053	0	938					461	0	6949					7000	0	0			0	2981	0	0										0		
20633	0	2273					1816	0	57976					29842	0	0			0	20059	0	0										641		
20857	56625	10996					1275	94993	148374					12869	0	0			35868	134367	0	980										60		
21256	0	0					59	0	3126					0	0	0			0	0	0	0										0		
21359	0	4996					318	242	21597					0	0	0			0	4029	0	0										0		
21658	0	19316					1149	0	64843					10229	0	0			0	10890	0	0										79		
22048	0	972					1181	0	51439					13535	0	0			0	17931	0	0										0		
22543	0	16607					824	0	19114					0	0	0			0	2507	0	0										77		
22552	0	8081					808	1155	19112					5886	0	0			1155	0	0	0										63		
22730	0	0					472	0	119351					236	0	0			0	45408	0	6245										0		
23456	0	0					1076	359	76576					22310	0	0			359	31646	0	0										0		
23504	0	229873					90085	600291	867224					1308620	164128	164128			0	27931	0	0										1921		
23643	0	0					1776	0	76184					7000	0	0			0	34440	0	0										0		
23755	0	1415					873	38893	55246					30000	0	0			19547	26027	0	0										0		
24006	0	162871					6218	0	329532					44011	17614	17614			0	18317	0	0										0		
24378	0	0					437	11366	4810					7600	0	0			698	0	0	0										0		
24659	38714	8878					56	41297	9875					0	0	0			2069	0	0	0										13		
24949	0	0					1581	93304	50604					5000	0	0			0	0	0	0										0		
25357	0	0					3566	21871	22396					0	0	0			1505	8270	0	0										0		
25647	0	1844					1315	0	29651					0	0	0			0	2519	0	0										0		
26765	0	5496					13579	10220	170692					150000	0	0			10120	8368	0	0										0		
27070	0	8157					8066	0	192994					108250	0	0			0	90387	0	0										0		
27548	0	1637					1930	0	121748					0	0	0			0	3412	0	0										3502		
27614	0	0					899	0	213774					0	0	0			0	88501	0	0										0		
27847	0	0					2271	28	130774					0	0	0			0	83983	0	0										0		
28013	0	0					51232	10114	743699					954682	17963	6516			0	763	0	25000										628		
28152	1049	9712					642	17991	37012					5000	0	0			10634	12278	0	0										0		
28675	0	0					1484	0	127451					14000	0	0			0	3921	0	0										6		
28732	0	2278					207	9847	20933					0	0	0			1235	6506	0	0										0		
29476	0	0					692	752	3996					392	0	0			752	1229	0	0										0		
29636	0	0					3041	392133	183112					0	0	0			92908	97162	0	151089										423		
29878	0	0					2457	0	45298					0	0	0			0	0	0	0										0		
30052	7845	0					123	8940	0					0	0	0			1095	0	0	0										0		
30502	0	0					4328	0	261502					138600	0	0			0	11646	0	68728										3405		
30650	0	0					432	0	25526					14000	0	0			0	5787	0	0										0		
30810																																		
31134	0	2822					155	0	24923					0	0	0			0	17301	0	0										0		
31255	0	14354					3707	0	156302					0	0	0			0	119535	0	0										0		
31657	0	0					382	110626	0					0	0	0			11226	0	0	0										0		
31826	0	29374					1910	0	64184					0	0	0			0	20831	0	0										0		
31835	0	9104					1953	2210	38761					0	0	0			2210	9838	0	0										0		
32234	15555	0					2815	177645	38569					10000	0	0			126575	1890	0	0										0		
32766	0	0					2011	0	0					47000	0	0			0	0	0	0										0		
32971	0	7101					1427	1	41483					17500	0	0			0	22054	0	0										61		
33147	0	2443					795	0	13630					0	0	0			0	1635	0	0										0		
33259	0	109459					2525	1405	160379					48000	0	0			0	1405	0	0										0		
33370	0	0					253	18	0					4955	0	0			0	0	0	0										0		
33839	0	0					90	0	12216					2000	0	0			0	3406	0	0										0		
33857	0	15137					9073	0	90553					168537	0	0			0	28951	0	0										0		
34434	1991	6283					1055	7029	62035					0	0	0			5038	13882	0	0										0		
34537	0	189					72753	691404	1841845					110000	0	0			0	19652	0	391304										13120		
34555	0	42890					4435	0	139915					1633	0	0			0	41687	0	0										0		
34742	0	1929					3542	3000	50860					27000	0	0			0	15322	0	0										0		
35057	0	3618					859	0	12955					0	0	0			0	4577	0	0										72		
35301	11746000	7346000	0	264000	7000	4000	407000	54860000	27416000	11560000	202427000	0	191299000	7992000	2857000	683000	12000	0	0	377000	375000	3097000	17804000	3171000	16358000	1697000	6768000	5579000	2165000	8978000	0	5000	0	
35646	0	1389					1486	0	29323					0	0	0			0	19040	0	0										0		
35879	11728	0					1076	39745	22974					15788	0	0			0	11456	0	0										0		
36456	499	3104					301	499	40126					3000	0	0			0	9547	0	0										0		
36933	0	0					968	0	57003					15000	0	0			0	21997	0	0										0		
37051	0	0					589	0	1773					13000	0	0			0	1273	0	0										25		
37341	0	0					611	0	4804					6400	0	0			0	3749	0	0										16		
37435	0	89866					1694	60426	545249					0	0	0			5312	28836	0	0										0		
37640	0	0					14763	0	1473009					169699	0	0			0	679187	0	41303										0		
37659	0	0					50	6067	211					0	0	0			6067	0	0	0										0		
37949	0	1483					481	0	122069					3000	0	0			0	56119	0	14844										0		
38740	0	0					2388	0	84702					32305	0	0			0	23543	0	0										0		
39327	17948	0					651	42307	161583					0	0	0			4919	15499	0	0										0		
39756	0	7207					1130	0	126800					10440	0	0			0	54350	0	4605										0		
40033	0	3599					317	0	18582					0	0	0			0	4581	0	0										0		
40499	0	0					24788	19795	271078					475471	33889	33889			0	0	0	0										0		
40855	0	0					848	0	12043					10231	0	0			0	4553	0	0										0		
41553	0	984					459	18849	49695					0	0	0			18342	0	0	0										0		
41629	0	4902					1580	0	49562					22500	0	0			0	13787	0	0										0		
41825	0	0					1364	97217	39917					15000	31	0			28605	6397	0	0										0		
42037	0	0					64	0	26603					0	0	0			0	11165	0	0										0		
42354	0	8622					623	0	44886					0	0	0			0	15790	0	0										0		
42372	0	11615					563	0	88518					5500	0	0			0	6398	0	0										0		
42420	0	0					48979	429558	816969					509338	0	0			26615	7119	0	44060										0		
42448	0	0					8739	0	162058					96346	0	0			0	125556	0	0										0		
42457	0	0					618	8462	13221					0	0	0			8462	0	0	0										0		
43052	0	1952					2294	0	30862					1000	0	0			0	8611	0	0										0		
43351	0	0					826	0	3705					14351	0	0			0	2010	0	0										0		
43856	0	923					1345	2745	11181					3500	0	0			2745	1428	0	0										0		
43959	0	2989					478	0	90805					3500	0	0			0	43457	0	0										0		
44040	0	0					1393	0	140661					5000	0	0			0	45918	0	0										0		
44433	0	0					3648	0	97777					43000	0	0			0	8619	0	0										0		
44741	0	28339					1459	0	180680					0	0	0			0	101401	0	0										561		
44750	0	0					2199	0	41898					28700	0	0			0	581	0	0										0		
44929	0	38674					570	0	45841					0	0	0			0	4403	0	0										0		
45038	0	1653					219	493	64367					2000	0	0			493	16792	0	793										125		
45047	0	20117					709	0	44671					9000	0	0			0	10131	0	0										0		
45056	0	4682					224	11377	23648					0	0	0			11377	317	0	0										0		
45430	0	0					479	17890	31550					8000	0	0			17890	0	0	0										0		
45458	0	0					2742	500	64814					30536	0	0			0	24437	0	0										0		
45551	0	30520					6103	0	176870					125000	0	0			0	66376	0	0										0		
45560	0	77511					10889	42668	759001					150000	0	0			4198	35357	0	0										3329		
45775	0	0					1014	0	26580					23378	0	0			0	930	0	0										0		
46053	0	4526					2503	36077	69904					0	0	0			21503	21658	0	0										68		
46941	0	1659					501	1863	47750					7518	0	0			1363	11364	0	0										0		
47247	0	0					7672	1207	31535					43900	642	487			707	15517	0	0										0		
47500	0	0					413	0	52206					3000	0	0			0	9194	0	0										31254		
48057	0	9213					535	0	39016					0	0	0			0	20268	0	0										0		
48150	0	5372					277	0	8667					425	0	0			0	2066	0	0										13		
48374	0	30078					10979	0	146557					123407	0	0			0	26243	0	199										401		
48440	0	0					947	150	44057					8500	0	0			150	17847	0	0										0		
49054	0	0					2718	0	30555					56088	0	0			0	971	0	0										0		
49148	0	0					284	0	52893					0	0	0			0	12639	0	0										0		
49241	0	0					13345	31991	100856					37519	0	0			10465	37400	0	0										0		
49652	0	923					934	0	47482					17161	0	0			0	32129	0	0										828		
49858	0	1981					1095	0	11728					0	0	0			0	1944	0	0										0		
49951	0	0					319	0	19948					0	0	0			0	1024	0	0										0		
50144	0	0					356	53307	0					4900	0	0			9296	0	0	0										0		
50461	0	0					0	0	0					0	0	0			0	0	0	0										0		
51253	0	0					6295	0	4842					100007	0	0			0	0	0	0										0		
51356	0	0					0	0	23822					0	0	0			0	0	0	0										0		
51459	0	23273					3145	0	152630					14295	0	0			0	30523	0	0										64		
51842	0	3757					913	0	76219					40000	0	0			0	32355	0	0										12		
52719	0	0					6402	0	0					0	0	0			0	0	0	0										0		
52951	0	0					1309	0	124864					10000	0	0			0	49282	0	0										0		
53051	0	0					5	28612	0					0	0	0			2803	0	0	0										0		
54058	0	0					1772	0	90997					13000	0	0			0	30706	0	0										0		
54656	0	19685					3049	0	679772					164370	0	0			0	535110	0	0										0		
54973	59912	62160					121580	1212005	1266412					750000	0	0			0	14494	0	0										0		
55336	0	29712					2450	0	146437					24658	0	0			0	22542	0	0										0		
55635	0	3776					279	0	7771					2302	0	0			0	0	0	0										0		
55653	0	25725					310	0	46894					0	0	0			0	5154	0	9515										0		
55970	0	63698					761	0	66953					600	0	0			0	0	0	0										0		
56258	0	0					8	0	131608					23000	0	0			0	39698	0	0										0		
56351	0	0					10301	284409	460638					0	0	0			171232	192403	0	0										0		
56548	0	1786					3800	0	80513					15000	0	0			0	0	0	0										67		
56717	0	0					6144	0	199332					98684	0	0			0	75969	0	0										0		
57040	0	37322					282	0	39381					0	0	0			0	1581	0	0										0		
57451	0	98003					1585	0	331823					38000	0	0			0	92276	0	3297										1172		
58225	0	24403					1325	2802	92902					9740	0	0			0	23993	0	0										0		
58243	19857	0					37567	776969	177498					362436	0	0			82370	46314	0	0										0		
58355	0	4997					223	0	4997					0	0	0			0	0	0	0										0		
58551	0	0					0	0	68756					0	0	0			0	37102	0	0										0		
58636	0	0					1820	0	91518					1000	0	0			0	35384	0	0										0		
58757	0	20284					2136	0	65322					6331	0	0			0	17509	0	0										77		
58971	613695	190014					30060	3097288	479094					1915000	0	0			1321	2433	0	358778										0		
59316	0	39891					8843	0	380499					174037	0	0			0	118541	0	67292										0		
59352	0	3670					118	0	114314					0	0	0			0	71393	0	0										0		
59370	0	494					337	1277	23436					0	0	0			0	5248	0	0										26		
59754	0	0					1368	0	990					11989	0	0			0	990	0	0										0		
60143	0	1679000	0	0	0	0	942000	0	16321000	248000	85201000	0	81264000	9185000	644000	1048000	0	0	0	0	0	0	0	10796000	0	2784000	0	1062000	0	0	0	45000	0	
60330	0	2774					1230	0	190090					86	0	0			0	33648	28600	0										0		
60545	0	4333					773	0	79746					8000	0	0			0	48800	0	0										0		
60554	0	8952					239	0	11453					1001	0	0			0	428	0	0										51		
60648	0	32327					712	2547	132515					0	0	0			2547	48790	0	0										0		
61122	37397	0					5251	215728	100707					80000	0	0			4602	10066	0	53330										0		
61355	0	92207					8693	252288	177672					25000	0	0			90538	47007	0	11389										0		
61476	0	0					17383	0	63386					162192	0	0			0	9269	0	0										0		
61757	27068	0					1520	99498	1576					0	0	0			2001	1303	0	0										0		
61832	0	3865					2014	0	239841					14717	0	0			0	142978	0	0										0		
61953	0	9696					259	13837	35674					4500	0	0			13260	1861	0	0										0		
62044	0	0					167	0	580					3000	0	0			0	0	0	0										0		
62110	98	0					126	98	0					0	0	0			0	0	0	0										13390		
62147	0	959					326	500	33956					9900	0	0			0	21134	0	0										0		
63050	0	2136					25	0	77045					0	0	0			0	46222	0	0										0		
63069	4382108	4382616	0	0	0	0	346214	8961196	8001599	0	96839227	0	86313343	5450673	372318	184	519484	1610241	362107	0	0	0	387301	199873	3310196	0	0	0	0	1808869	0	129321	0	
63201	0	3154					413	15159	57254					5000	0	0			12348	26809	0	0										0		
63573	0	0					2936	0	67866					31374	0	0			0	0	0	0										0		
63733	0	41654					3174	0	368375					42879	0	0			0	87531	0	0										58		
64150	0	3083					1165	12671	116371					28599	0	0			12671	45932	0	0										0		
64552	0	0					1290	0	24576					0	0	0			0	694	0	0										0		
64730	0	0					650	0	116318					10000	0	0			0	908	0	0										0		
65205	0	8610					1427	0	175314					11190	0	0			0	6627	0	0										19518		
65513	0	0	0	0	0	0	375	82156	1024	0	364949	0	309664	148100			0	0	0	1024	0	0	0	0	0	0	30029	0	52127	0		0		
65559	0	19315					1154	0	409748					100000	0	0			0	97404	0	0										0		
65858	0	5825					693	0	605043					195020	0	0			0	115913	0	0										39		
66154	0	0					1343	0	26368					7211	0	0			0	13825	0	0										0		
66275	0	0					1122	0	13500					15000	0	0			0	4979	0	0										75		
66677	0	0					7219	0	5878					55000	0	0			0	0	0	0										0		
67142	0	0					2395	0	40447					20000	0	0			0	39848	0	0										0		
67151	0	2353					1864	3933	286167					24300	0	0			0	74703	0	0										0		
67209	0	0					7047	0	117902					152765	10643	10643			0	3613	0	0										14898		
67254	0	0					0	0	0					0	0	0			0	0	0	0										0		
67656	4000	0					2857	134086	128003					47000	0	0			48431	63153	0	0										0		
67870	0	9331					1296	0	41684					5000	0	0			0	7078	0	0										0		
68671	0	0					93	0	0					0	0	0			0	0	0	0										0		
68756	0	23129					1752	15500	135429					0	0	0			0	26526	55159	0										0		
68831	0	0					998	0	49413					0	0	0			0	21964	0	0										0		
69333	10005	0					4266	213010	214075					0	0	0			103756	81617	0	22334										0		
69678	0	74276					2396	1344	290425					22000	0	0			1344	139009	0	27686										64		
70218	0	0					923	0	3702					18000	0	0			0	0	0	0										0		
70414	3924	0					3256	5971	181995					22376	0	0			2047	64086	0	0										0		
70638	0	1840					2284	0	43778					2714	0	0			0	41194	0	0										0		
70955	0	0					0	0	0					0	0	0			0	0	0	0										0		
71073	0	0					2796	1250	15366					59370	0	0			0	673	0	0										0		
71457	0	19630					6107	258	182332					51700	0	0			258	41099	0	28667										0		
71859	0	481					137	0	2446					0	0	0			0	1084	0	0										0		
72258	0	9834					0	234103	261026					0	0	0			213121	0	0	0										0		
72351	0	0					38	0	32480					0	0	0			0	11849	0	0										0		
72454	5130	17069					222	25807	17069					0	0	0			20677	0	0	0										0		
72678	0	0					2496	0	160488					80222	0	0			0	86788	0	2595										4		
73116	0	0					828	0	130051					10000	0	0			0	6407	0	0										0		
73152	0	0					283	0	62082					3000	0	0			0	33854	0	0										0		
73554	0	0					2314	6872	42558					54472	0	0			3372	1833	0	0										0		
73956	0	1917					211	0	26663					2071	0	0			0	4938	0	0										0		
74056	0	7565					349	0	60989					0	0	0			0	1601	0	0										0		
74140	0	209183					15475	0	516897					65000	0	0			0	89773	0	52331										0		
74403	0	17917					4709	0	120111					147211	0	0			0	0	0	62898										0		
74449	6398	0					25	7898	0					0	0	0			0	0	0	0										0		
75259	0	0					658	0	34046					10000	0	0			0	5463	0	0										0		
75446	0	0					4456	0	183156					20362	0	0			0	122624	0	0										29		
75455	0	6809					0	0	7385					0	0	0			0	0	0	0										0		
75633																																		
75651	0	5531					582	0	24690					2900	0	0			0	4068	0	0										3518		
76153	1998	0					460	12092	0					0	0	0			1801	0	0	0										0		
76443	0	5779					168	0	41003					395	0	0			0	7207	0	0										0		
76854	0	0					1335	0	60643					14951	0	0			0	28370	0	0										0		
77150	0	0					162	0	14800					1111	0	0			0	0	0	0										0		
77253	0	0					2920	11508	220387					37404	0	0			11508	109223	0	0										0		
77422	0	967					867	0	21625					10000	0	0			0	484	0	0										0		
77851	0	3893					29607	570244	257721					256100	0	0			179147	0	0	0										0		
78157	5505	0					100	14520	5505					0	0	0			1562	899	0	0										0		
78241	0	0					266	0	14343					0	0	0			0	5555	0	0										0		
78559	0	15227					269	0	15227					0	0	0			0	0	0	0										31		
79042	0	0					3118	0	75168					53792	0	0			0	28229	0	0										0		
79127	0	2359					334	0	23356					3744	0	0			0	9879	0	0										0		
79145	0	6915					2817	0	23072					40935	0	0			0	7078	0	0										0		
79257	1747	0					323	3868	390					5320	0	0			1074	390	0	0										0		
79855	0	14732					848	797	15403					19000	0	0			797	660	0	181										0		
80150	0	1922					627	0	191791					46	0	0			0	89656	0	0										0		
80374	0	22823					419	0	95984					0	0	0			0	24982	0	0										0		
80431	0	6440					133	0	26294					0	0	0			0	1659	0	0										0		
81175	0	27344					2228	7	28689					15642	77	0			0	0	0	0										0		
82033	0	0					634	0	72841					0	0	0			0	10919	0	0										0		
82257	0	2139					118	0	14398					0	0	0			0	2939	0	0										6		
82350	0	0					96	0	18744					1003	0	0			0	2679	0	0										0		
83151	0	17203					492	0	17804					0	0	0			0	0	0	0										0		
83375	0	19428					764	151092	202285					0	1170	0			151092	85576	0	0										1408		
83638	0	1974	0	16095	0	0	47878	230254	1021113	14607	9314796	0	8521479	595000			0	25667	0	0	0	0	212116	556801	18138	182775	0	227965	0	9836		2438	25952	
83834	0	1919					1393	1675	60037					9771	0	0			0	22802	0	0										0		
83852	0	3179					68	0	24033					0	0	0			0	9522	0	0										0		
83955	0	0					160	4065	22397					923	0	0			1774	9694	0	0										0		
84046	0	0					250	0	40523					12663	0	0			0	31833	0	0										0		
84541	0	40195					5842	153428	408759					195300	0	0			152928	0	0	0										0		
85052	0	0					646	16685	117068					20000	0	0			0	25136	0	3159										0		
85472	0	39613					89260	1190271	450766					672424	0	0			228779	0	0	82982										935		
85931	0	0					1623	26878	55996					5000	0	0			21963	21227	0	0										0		
86349	0	19925					1087	0	99027					20000	0	0			0	43354	0	0										0		
86675	0	10942					4274	0	168249					40000	0	0			0	21587	0	0										0		
87047	0	3202					446	0	60496					0	0	0			0	38233	0	0										0		
87234	0	5899					2247	0	59624					39000	0	0			0	20765	0	1333										0		
87476	0	0					1717	0	11143					17550	0	0			0	0	0	0										0		
87579	0	8810					3156	24994	65352					0	0	0			0	0	0	0										4757		
88231	12883	436					3139	40631	6960					40000	0	0			9268	6524	0	0										0		
88259	0	8840					335	0	18271					5139	0	0			0	3885	0	0										0		
88352	0	5332					0	0	50582					0	0	0			0	17851	0	0										0		
88455	0	0					4729	40253	181558					93332	0	0			29599	92110	0	0										0		
88950	0	0					878	0	7627					15000	0	0			0	119	0	0										0		
89032	0	24748					1019	9422	67183					0	0	0			8935	0	0	0										0		
89135	0	0					173	0	5666					2000	0	0			0	2431	0	0										0		
89854	0	3801					1159	0	9409					14000	0	0			0	0	0	0										60		
89957	0	4916					839	0	9485					10000	0	0			0	0	0	0										0		
90047	0	0					0	0	15951					0	0	0			0	13912	0	0										0		
90177	0	0					2934	17537	22177					60947	0	0			5392	0	0	0										21		
90328	0	2411					3338	0	121753					27500	0	0			0	37904	0	0										74		
90337	0	14223					2620	0	40462					0	0	0			0	9921	0	0										0		
90579	0	27633					1754	0	202218					25100	0	0			0	0	0	0										0		
91615	0	0					342	0	27232					1000	0	0			0	9051	0	0										72		
91754	0	12062					2693	0	395240					22610	0	0			0	327636	0	0										0		
91950	0	0					114	3949	10344					1467	0	0			3949	6522	0	0										0		
92144	0	12107					122	0	24592					0	0	0			0	3831	0	0										0		
92676	0	5342					1509	3	143323					30000	0	0			0	4645	0	12855										40		
92706	0	0					1975	0	77717					28000	0	0			0	27179	0	0										57		
92902	0	0					45	8157	0					0	0	0			8157	0	0	0										0		
93244	0	4670					3974	2200	89116					70105	0	0			0	27779	0	6254										60		
93543	0	0					2517	0	58119					5000	0	0			0	51223	0	0										565		
93619																																		
94139	14736	0					1857	35580	98197					0	0	0			15068	49569	0	4212										387		
94522	0	47621					1138	19750	96101					0	5134	0			0	38742	0	0										1980		
94755	0	4487					903	500	63774					12000	0	0			0	20175	0	0										0		
94858	0	0					579	0	58233					0	0	0			0	36429	0	0										0		
95051	0	0					4843	0	22136					112361	0	0			0	566	0	0										60		
95677	0	0					223	2741	26					0	0	0			0	0	0	0										0		
96553	11516	0					318	15440	0					6265	0	0			2784	0	0	0										0		
97055	0	0					2902	0	42557					58300	0	0			0	33063	0	0										150		
97279	0	466					136	0	18688					0	0	0			0	5964	0	0										0		
97457	0	5932					1071	0	24375					2000	0	0			0	13105	0	0										0		
97804	0	0					2318	0	132918					53582	0	0			0	7171	0	0										0		
97943	0	55847					3410	0	171103					69500	0	0			0	69571	0	0										0		
98351	0	987					195	2498	32921					0	0	0			1687	14936	0	0										0		
98463	0	46629					3568	0	398678					160000	0	0			0	28302	0	24413										0		
98717	0	0					661	0	28873					7340	0	0			0	0	0	0										0		
99143	10000	0					2415	36609	68144					20481	0	0			5319	34805	0	0										0		
99376	0	0					16433	1541	321118					350000	0	0			0	0	0	0										0		
99442	0	0					864	159522	80472					3000	0	0			54974	73986	0	0										0		
99536	0	72323					1208	0	377786					77	0	0			0	2733	0	10997										0		
99853	0	0					0	0	23314					0	0	0			0	4903	0	0										0		
100236	0	20727					337	430	36856					0	0	0			430	3519	0	0										0		
100357	0	4954					5886	9013	237834					20000	0	0			0	60894	0	0										0		
100562	0	0					19978	139058	2174337					537975	0	0			2660	258669	0	0										2517		
100777	0	6770					917	38699	130362					37000	0	0			0	11336	0	0										0		
100843	0	18606					9082	3419	212659					168200	0	0			3419	112483	0	0										0		
101037	0	9799					782	0	472887					105000	0	0			0	122797	0	0										0		
