"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
1669																																							12927	4538	64581	0	0	3560	0	21824	414705	356137	1749	368386	0	5020	10500	0	46319	800	414705	0	0	52097	0	0	800	0	78278	277859			0	289132	284112	-7378	0	0	0	0	46319	0	23163	
1856																																							8292	656	8291	0	98	419	0	620	43629	35352	148	35500	0	329	0	0	8129	500	43629	0	0	2079	0	0	5732	0	4664	30688			0	24484	24155	-182	98	0	0	0	8129	0	1000	
2161																																							996	5336	118848	0	0	19639	0	20323	381228	322751	7848	358599	0	2748	28000	0	22629	1000	381228	0	0	17360	0	0	20476	0	78744	244007			0	210341	207593	-16207	8493	0	0	0	22629	0	0	
2732																																							74297	7748	53566	0	1112	2931	0	7931	718751	598978	6645	605623	0	5022	0	0	113128	0	718751	0	0	108648	0	0	5789	0	156874	442104			0	576188	571166	-1309	0	0	0	0	113128	0	0	
2750																																							761	1664	15585	0	0	285	0	4412	68873	54453	840	62051	0	511	6758	0	6822	111	68873	0	0	779	0	0	7500	0	7724	46729			0	46617	46106	-1568	0	0	0	0	6822	60	0	
3252																																							0	6165	152868	0	0	540	0	6428	306767	273997	875	275872	0	3805	1000	0	30895	200	306767	0	0	38179	0	0	300	0	53234	220763			0	120571	116766	-7784	24000	0	0	0	30895	0	0	
3458																																							3637	1815	17162	0	0	2529	0	2940	76976	71603	311	73164	0	750	500	0	3812	100	76976	0	0	4940	0	0	1101	0	10579	61024			0	48566	47816	-2329	100	0	0	750	3812	0	977	
3720																																							30487	7116	83152	0	0	4195	428	15344	369091	328706	2935	331641	0	1673	0	0	37450	2400	369091	0	0	30913	0	0	18600	0	98919	229787			-4886	188426	186753	-9577	225	0	0	0	37450	0	41391	
3971																																							43217	4737	141217	2189	4027	9919	1292	39143	1073614	850987	11220	978014	0	12498	115807	0	95600	2	1073614	0	0	18568	0	0	93423	0	143586	707401			0	838216	825718	-16393	1304	0	0	0	95600	851	0	
4156																																							3249	4231	55886	0	1783	5986	0	9530	272527	233471	1616	253826	0	2581	12300	0	18701	1200	272527	0	0	18426	0	0	6657	82	46276	187195			0	194361	191780	-7582	0	0	855	5584	18701	0	0	
4231																																							44574	1928	53606	0	0	831	0	7523	156739	140892	492	141384	0	867	0	0	15355	500	156739	0	0	8724	0	0	12100	0	40513	100379			0	45167	44300	-5969	0	0	0	0	15355	0	3977	
5069																																							49409	1165	12390	0	0	28947	0	10176	555049	327726	10402	338128	0	13573	0	0	216921	4500	555049	0	0	208200	0	0	4128	0	27067	300659			0	465684	452111	93	0	0	0	0	216921	851	0	
5135																																							60940	6985	94168	0	1042	6860	50	19441	596667	473765	3999	495961	0	4968	18197	0	100706	651	596667	0	0	76583	0	0	24391	0	103439	370326			0	412149	407181	-919	0	0	0	0	100706	0	0	
5210																																							41255	22736	435559	2534	37664	27392	467	138787	2368600	1972054	23581	2131525	0	19264	102784	0	237075	4798	2368600	0	0	188704	0	0	108340	0	568310	1403744			0	1615966	1596702	-64767	0	0	0	33106	237075	888	64616	
5461																																							42338	14674	86932	0	52	13921	131	19932	838492	733279	8898	782177	0	6680	40000	0	56315	2059	838492	0	0	76761	0	0	4241	0	308954	424325			0	427338	420658	-26746	0	0	0	0	56315	0	239854	
5751																																							732	5706	96933	0	1089	1985	0	9247	282806	243760	2117	251877	0	2371	6000	0	30929	600	282806	0	0	32931	0	0	8752	0	43035	200725			0	161704	159333	-11354	1571	0	0	0	30929	0	6210	
6039																																							39175	4249	38444	0	0	7763	0	7668	429569	383413	4340	387753	0	4529	0	0	41816	469	429569	0	0	11494	0	0	30568	0	129258	254155			0	309799	305270	-715	27000	0	0	0	41816	0	0	
6329																																							94898	58561	168308	0	0	41550	193	49589	1776171	1604710	10417	1635127	0	22365	20000	0	141044	2600	1776171	0	0	120978	0	0	39400	2287	479672	1125038			0	1383149	1360784	-21934	1	0	0	0	141044	0	0	
7009																																							263491	508	114942	0	0	1868	0	11457	665862	538634	12131	550765	0	0	0	0	115097	500	665862	0	0	117755	0	0	552	0	92034	446600			0	272907	272907	-3710	0	0	0	0	115097	689	0	
7045																																							19027	3517	129992	0	0	1639	0	7721	272464	261717	772	262489	0	1131	0	0	9975	100	272464	0	0	23999	0	0	2325	0	35547	226170			0	111368	110237	-16449	0	0	0	0	9975	0	331	
7072																																							732	6974	35095	0	6947	12960	70	21706	453188	383277	4555	413332	0	3086	25500	0	39856	0	453188	0	0	40469	0	0	4060	2519	72560	310717			0	310435	307349	-4673	11755	0	0	0	39856	0	47081	
7456																																							1792	2448	40071	0	0	750	0	4892	131193	121757	527	122624	0	910	0	0	8569	400	131193	0	0	4912	0	0	6600	0	25932	95825			0	82150	81240	-3343	0	0	340	0	8569	0	0	
7634																																							13389	654	12794	0	0	405	0	1008	88876	79264	429	79693	0	1310	0	0	9183	200	88876	0	0	3214	0	0	8060	0	17981	61283			0	61936	60626	-2291	0	0	0	0	9183	0	0	
8462																																							2970	6884	95188	0	0	315	0	1188	182663	161563	1653	163216	0	1995	0	0	19447	350	182663	0	0	29139	0	0	350	0	42273	119290			0	75033	73038	-10392	3080	0	0	0	19447	0	0	
8631																																							7585	2267	18978	0	0	2729	0	4036	73728	67296	874	68170	0	401	0	0	5558	500	73728	0	0	6173	0	0	800	0	22486	44810			0	37812	37411	-1915	722	0	0	0	5558	0	0	
9357																																							127563	5917	45967	1693	31376	2983	0	8479	557105	443050	7701	450751	0	3453	0	0	106354	500	557105	0	0	52515	0	0	56160	0	173263	269787			0	335742	332289	-2821	0	0	0	0	106354	838	0	
9553																																							4491	1799	38476	0	0	897	0	11549	223221	137231	1661	206302	0	1196	67355	0	16919	400	223221	0	0	21173	0	0	1700	0	26264	110967			0	134713	133517	-6354	0	0	55	0	16919	0	32492	
9807																																							216694	17487	392559	0	0	22976	1699	154831	2680539	2250711	16725	2370029	0	28653	50000	0	310510	20000	2680539	0	0	190640	0	0	112272	0	135363	2115348			0	1713146	1684493	-12402	0	0	0	52593	310510	1073	188727	
9955																																							17190	2318	59938	0	0	5452	0	4457	204358	160396	582	182815	0	1813	21837	0	21543	110	204358	0	0	23760	0	0	3023	0	45564	114832			0	106765	104952	-5350	0	10051	0	0	21543	0	0	
10250																																							7092	7542	179557	0	0	8879	0	6424	640648	618675	2840	621515	0	4000	0	0	19133	1500	640648	0	0	19029	0	0	36000	0	175936	442739			0	369376	365376	-37396	1500	0	0	0	19133	0	64278	
10849																																							11080	1626	59820	0	694	5928	0	4669	289356	262560	998	263558	0	2758	0	0	25798	16	289356	0	0	17176	0	0	15375	0	38293	224267			0	208297	205539	-6769	0	0	0	0	25798	0	0	
11145																																							18442	15013	123773	67	-1235	7383	0	23074	439418	380759	3400	408886	0	3836	24727	0	30532	1000	439418	0	0	23040	0	0	25000	0	97399	283360			0	256737	252901	-18508	0	0	0	0	30532	0	0	
11640																																							277	9515	109476	0	0	3566	0	27139	389307	327002	3673	356175	0	2880	23000	0	33132	650	389307	0	0	5641	0	0	43045	0	89345	237657			0	242214	239334	-16204	0	0	2500	0	33132	0	0	
11837																																							789	1074	52575	0	0	1012	0	3216	121969	111114	474	112378	0	993	0	0	9591	314	121969	0	0	4074	0	0	11686	0	15841	95273			0	64296	63303	-6483	0	0	790	0	9591	0	0	
12030																																							85278	16748	56472	0	0	3736	1124	28796	582803	479497	6378	485875	0	12658	0	0	96928	300	582803	0	0	97257	0	0	300	0	180340	299157			0	389364	376706	-929	13730	0	0	0	96928	0	213	
12142																																							10531	2925	56860	0	0	4599	0	13165	306428	285480	3271	291251	0	2070	2500	0	15177	1250	306428	0	0	12854	0	0	20950	0	102537	182943			0	154449	152379	-19877	11975	0	0	0	15177	0	53994	
12311	10066919	1838586	21862772	193069	6033654	1359792	14092	6711617	186356403	3700239	169014788	430494	2207892	9475231	835824	16911121	39999	186356403	687438	1033842	3262118	2273529	780000	16432791	602764		0	120771077	118563185	-3603787	0	655470	17341615	1179	16147807	0	0	0			21862772							153314182					9475231					687438	1033842						36110200	117203982							0	0	0	655470		1179		
12647																																							30365	3121	0	0	292	3649	0	2102	214486	180172	385	193407	0	1134	12850	0	21079	250	214486	0	0	3773	0	0	17056	0	55220	124952			0	115568	114434	0	0	0	0	0	21079	0	60523	
12946																																							45206	29177	540628	0	37306	68949	0	82390	2718110	2465866	24668	2545579	0	27640	55045	0	172531	1	2718110	0	0	176141	0	0	94103	8657	488932	1976934			0	1920712	1893072	-97714	8450	0	0	0	172531	4275	0	
13103																																							16384	26424	396878	980	18326	18535	0	74063	3142325	2535258	48692	2770089	4835	22346	186139	0	367401	500	3142325	0	0	384380	0	0	34019	5862	430727	2104531			0	2374165	2351819	-51498	0	0	0	0	372236	206235	26819	
13251																																							6428	2125	4107	0	0	1362	0	1721	64511	57021	171	57192	0	717	0	0	7319	25	64511	0	0	3709	0	0	3975	0	13024	43997			0	47105	46388	-390	2380	0	0	0	7319	0	0	
13457																																							1415	349	3674	0	677	1455	0	438	32812	18249	275	18524	0	150	0	0	14288	50	32812	0	0	-205	0	0	14450	0	4914	13335			0	14953	14803	-7	10001	0	0	0	14288	0	0	
14155																																							2888	5578	31764	0	0	6266	0	10497	347222	304398	2452	311850	0	4049	5000	0	35372	176	347222	0	0	36845	0	0	160	0	54938	249460			0	294278	290229	-1809	0	0	0	0	35372	0	0	
14650																																							654	1490	0	0	0	250	0	1982	68040	59053	582	59635	0	659	0	0	8405	200	68040	0	0	5065	0	0	3140	0	16967	42086			0	50088	49429	0	8339	0	0	0	8405	0	5896	
14753																																							6624	1330	10608	0	0	80	0	1222	59121	53179	360	53539	0	559	0	0	5582	300	59121	0	0	4055	0	977	1277	0	20636	32543			0	29629	29070	-1027	9338	0	0	0	5582	82	767	
14865																																							42634	19467	221585	0	882	9299	0	30074	840459	762024	8746	770770	0	6007	0	0	69689	730	840459	0	0	61867	0	0	15909	0	214941	547083			0	520271	514264	-8817	0	0	0	0	69689	0	2254	
14977																																							537	672	4023	0	0	1511	0	979	53219	41886	330	42216	0	652	0	0	11003	0	53219	0	0	11056	0	0	0	0	11739	30147			0	45938	45286	-53	211	0	0	0	11003	0	0	
16551																																							136	4652	81099	0	4669	9382	46	9898	435179	380521	1298	396819	0	4725	15000	0	38360	175	435179	0	0	26840	0	0	19825	278	103552	276969			0	302117	297392	-8480	0	0	0	0	38360	0	27627	
17110																																							50092	2392	0	0	0	12079	0	4206	176485	120711	18537	139248	0	279	0	0	37237	300	176485	0	0	29951	0	0	6986	0	0	120711			0	79997	79718	0	0	0	0	0	37237	27898	100	
17147																																							347462	110173	1495361	0	748738	153836	6480	778020	17981413	14737733	225914	15838074	0	205782	721890	0	2143339	10871	17981413	0	0	759330	16143	125	1678204	30972	2646141	12091592			0	12271422	12065640	-305191	15000	0	0	152537	2143339	0	2213588	
17259																																							2969	958	20508	0	0	1421	0	3019	72646	67628	1714	69342	0	194	0	0	3304	769	72646	0	0	4151	0	0	769	0	16084	51544			0	43665	43471	-2385	0	0	0	0	3304	0	300	
17950																																							1748	9168	350456	0	4938	8344	0	25009	739758	682321	3585	701306	0	5832	15400	0	38452	725	739758	0	0	43995	0	0	32837	0	159158	523163			0	345927	340095	-39105	0	0	0	0	38452	0	0	
17978																																							31129	2401	0	0	0	5161	469	1719	318545	188905	292	189197	0	1437	0	0	129348	0	318545	0	0	129348	0	0	0	0	3542	185363			0	147268	145831	0	0	0	0	0	129348	0	131835	
18050																																							10814	10104	354874	0	0	12483	0	21499	926282	852788	5882	878670	0	6520	20000	0	47612	1214	926282	0	0	78980	0	0	34671	288	308241	544547			0	522740	516220	-67253	0	0	0	0	47612	0	0	
18827																																							8962	33938	298062	3535	9303	32096	36	92449	2212766	1858683	21949	2031632	0	17508	151000	0	181134	588	2212766	0	0	89641	0	0	109731	0	435916	1422767			0	1750614	1733106	-18826	0	0	0	0	181134	1279	0	
18836																																							17036	2100	37585	0	0	4668	0	8306	212867	193232	2111	195343	0	1700	0	0	17524	180	212867	0	0	18902	0	0	1676	0	55056	138176			0	144872	143172	-3234	0	0	0	0	17524	0	0	
18854																																							162720	23952	167138	0	8554	14963	0	20790	1771388	1593613	10920	1604533	0	20649	0	0	166855	40	1771388	0	0	161695	0	0	14198	1143	480868	1112745			0	1392777	1372128	-9078	0	0	0	0	166855	0	0	
19356																																							676	2028	12897	0	784	1202	318	4666	129380	118968	753	119721	0	1187	0	0	9659	2025	129380	0	0	4023	0	0	6200	0	25841	93127			0	103794	102607	-2589	4202	0	0	0	9659	0	0	
19936																																							60108	2228	95635	0	0	3832	0	14262	419440	381009	3090	389388	0	4216	5289	0	30052	420	419440	0	0	27216	0	0	13741	0	93255	287754			0	241756	237540	-11325	0	0	0	0	30052	0	5835	
19972																																							28278	1738	0	0	0	323	0	6350	114127	88662	1551	90213	0	412	0	0	23914	0	114127	0	0	23914	0	0	0	0	0	88662			0	49127	48715	0	0	0	0	0	23914	1672	27051	
20053																																							628	3005	6949	0	0	369	0	3389	167589	139172	328	146500	0	1763	7000	0	21089	150	167589	0	0	15352	0	0	6053	0	37106	102066			0	148404	146641	-466	6608	0	0	0	21089	0	0	
20633																																							7363	3308	57976	0	0	5575	381	15536	360225	293926	1966	325734	0	2602	29842	0	34491	1106	360225	0	0	37899	0	0	2816	0	37208	256718			0	271423	268821	-7330	624	0	0	0	34491	641	0	
20857																																							9229	2873	148374	0	5487	6605	0	9956	582275	540913	2215	556977	0	1977	12869	0	25298	200	582275	0	0	1468	0	0	45893	124	131754	409159			0	306561	304584	-22263	0	0	0	980	25298	60	94983	
21256																																							1475	272	3126	0	0	135	0	562	12094	10934	24	10958	0	68	0	0	1136	105	12094	0	0	721	0	0	495	0	4074	6860			0	6592	6524	-185	0	0	0	0	1136	0	0	
21359																																							7449	1459	21597	0	0	397	99	1394	71762	67187	478	67665	0	477	0	0	4097	550	71762	0	0	3428	0	0	3350	0	18418	48769			0	39602	39125	-3231	0	0	0	0	4097	0	242	
21658																																							2936	4738	64843	0	0	1667	50	6272	214003	187412	1566	199207	0	2388	10229	0	14796	100	214003	0	0	17093	0	0	4157	0	20582	166830			0	135389	133001	-6554	417	0	0	0	14796	79	0	
22048																																							2043	4030	51439	0	0	3663	0	10474	294284	254143	3179	271057	0	3695	13535	0	23227	1000	294284	0	0	25563	0	0	6650	0	54160	199984			0	226330	222635	-9986	0	0	200	0	23227	0	0	
22543																																							20531	1380	19114	0	4037	12072	0	3898	375195	339629	2706	342335	0	2215	0	0	32860	602	375195	0	0	20730	0	0	11843	2248	198863	140766			0	262759	260544	-315	51294	0	0	0	32860	77	0	
22552																																							2780	1585	19112	0	0	2291	433	2525	122727	98026	297	115609	0	863	5886	0	7118	100	122727	0	0	2131	0	0	7400	0	27227	70799			0	93646	92783	-2513	0	0	11400	0	7118	63	1155	
22730																																							3505	3508	119351	0	0	2909	0	11756	249294	232766	820	240067	0	1477	236	0	9227	250	249294	0	0	22915	0	0	300	0	95546	137220			0	109456	107979	-14238	286	0	0	6245	9227	0	0	
23456																																							539	6006	76576	0	0	3161	0	6411	321165	279451	1709	303470	0	3030	22310	0	17695	126	321165	0	0	32038	0	0	1012	943	41882	237569			0	226923	223893	-15481	3277	0	0	0	17695	0	359	
23504																																							280492	75170	867224	0	159895	101569	0	602376	13635038	10671843	118672	12263263	119	72563	1308620	0	1371656	1	13635038	164128	164128	651502	0	0	836993	3924	3077998	7593845			-10170	10850611	10778048	-106670	0	0	0	0	1371775	1921	600291	
23643																																							6358	1393	76184	0	0	1141	23	9424	247800	230526	1026	238552	0	1967	7000	0	9248	200	247800	0	0	23968	0	0	2300	0	54820	175705			0	154344	152377	-17220	900	0	0	0	9248	0	0	
23755																																							28276	1525	55246	0	1392	5341	0	8224	333035	286155	2641	318796	0	2206	30000	0	14239	110	333035	0	0	22471	0	0	4615	0	72025	214130			0	190714	188508	-12957	5630	0	0	0	14239	0	38893	
24006																																							40260	10578	329532	0	105385	23941	0	89567	1978603	1631668	15978	1709271	0	14881	44011	0	269332	0	1978603	17614	17614	170113	0	0	109346	0	213484	1418184			0	1291145	1276264	-10127	85462	0	0	0	269332	0	0	
24378																																							876	476	4810	0	0	1523	0	1363	77031	61251	354	69205	0	283	7600	0	7826	0	77031	0	0	8003	0	0	0	0	11358	49893			0	56570	56287	-177	330	0	0	0	7826	0	11366	
24659																																							5958	1743	9875	0	1345	705	299	903	114834	102411	501	102912	0	553	0	0	11922	50	114834	0	0	3948	0	0	7950	0	30807	71604			0	50863	50310	-26	2386	0	0	0	11922	13	41297	
24949																																							71931	9026	50604	0	907	4013	0	17255	513590	452253	4177	461430	0	6186	5000	0	52160	1800	513590	0	0	21620	0	0	33223	163	118130	334123			0	271942	265756	-4483	631	0	0	0	52160	0	93304	
25357																																							5826	20312	22396	0	551	5417	96	12013	606774	545961	1827	547788	0	6012	0	0	58986	1957	606774	0	0	8795	545	0	49558	0	78577	467384			0	512234	506222	-1324	11525	0	0	0	58986	0	21871	
25647																																							32420	6604	29651	0	0	7196	0	4670	359213	322350	1863	324213	0	3516	0	0	35000	12	359213	0	0	7149	0	0	30079	0	52512	269838			0	282188	278672	-2240	0	0	0	0	35000	0	0	
26765																																							212800	32284	170692	0	6075	62442	0	105621	3646272	3117002	45129	3312131	0	49189	150000	0	334141	2360	3646272	0	0	53995	0	0	307537	237	1124723	1992279			0	3095117	3045928	-29751	0	0	0	0	334141	0	10193	
27070																																							28351	14811	192994	0	16902	19126	0	50627	945308	715805	5841	829896	0	5996	108250	0	115412	0	945308	0	0	138384	0	0	0	0	72466	643339			0	623626	617630	-22972	4867	0	0	0	115412	0	0	
27548																																							455033	14012	121748	0	90879	12254	0	46074	1474412	1313048	6464	1319512	0	9265	0	0	154900	0	1474412	0	0	2964	0	0	150673	4017	273366	1039682			0	736158	726893	1263	0	0	0	0	154900	3502	0	
27614																																							21369	7440	213774	0	2654	7584	0	23978	550611	535652	2127	537779	0	1660	0	0	12832	1515	550611	0	0	42478	0	0	11139	0	148454	387198			0	275472	273812	-42300	0	0	0	0	12832	0	0	
27847																																							5788	12039	130774	0	0	13323	0	28188	789628	725192	5218	730410	0	7527	0	0	59218	430	789628	0	0	73618	0	0	7982	0	154153	571039			0	606840	599313	-22812	175	0	0	0	59218	0	28	
28013																																							67298	13258	743699	0	41385	55560	0	292409	5434758	3722958	27678	4736834	108	38480	954682	0	697816	0	5434758	17963	6516	310754	0	0	450003	950	767205	2955753			-14958	4229974	4191494	-47983	0	0	0	25000	697924	628	10114	
28152																																							12786	4064	37012	0	0	1264	0	7622	223873	203991	2523	211514	0	1549	5000	0	12359	105	223873	0	0	6151	0	0	12500	0	54894	149097			0	144683	143134	-6397	0	0	0	0	12359	0	17991	
28675																																							2073	2872	127451	0	549	1662	0	4684	253305	218070	738	232808	0	972	14000	0	20497	0	253305	0	0	26076	0	0	0	0	13065	205005			0	114980	114008	-5579	0	0	0	0	20497	6	0	
28732																																							2415	3200	20933	0	0	2905	0	3131	140805	122342	1665	124007	0	1191	0	0	16798	250	140805	0	0	18146	0	0	307	0	51493	70849			0	95563	94372	-1905	4002	0	0	0	16798	0	9847	
29476																																							891	2110	3996	0	199	2025	0	5981	115859	99159	722	100273	0	1396	392	0	15586	0	115859	0	0	9989	0	0	6069	0	9054	90105			-42	96751	95355	-430	4550	0	0	0	15586	0	752	
29636																																							130320	14061	183112	0	13359	27353	974	70837	1413420	1194636	16081	1361806	0	6390	0	0	51614	1	1413420	0	0	13184	0	0	124806	481	279014	915622			0	586757	580367	-86377	0	0	0	151089	51614	423	392133	
29878																																							37568	6479	45298	0	0	21633	2222	27783	2115494	1355839	39576	1395415	0	17571	0	0	720079	0	2115494	0	0	727504	0	0	0	0	52629	1303210			0	1992082	1974511	-7425	0	0	0	0	720079	0	0	
30052																																							2018	1099	0	0	0	2303	0	326	47550	40176	302	40478	0	443	0	0	7072	1000	47550	0	0	5541	0	0	531	0	18588	21588			0	29044	28601	0	4263	0	0	0	7072	0	8940	
30502																																							61799	12366	261502	0	10425	13035	0	33957	1352605	1054870	14667	1276865	0	11122	138600	0	75740	542	1352605	0	0	87618	0	0	33734	0	227107	827763			0	967238	956116	-46154	0	0	0	68728	75740	3405	0	
30650																																							32142	317	25526	0	5763	2626	0	1372	162290	125302	1026	140328	0	1250	14000	0	21962	96	162290	0	0	1477	0	0	22408	0	37499	87803			0	95594	94344	-2019	200	0	0	0	21962	0	0	
30810	7491588	1321840	13078972	2825	0	272680	122	4414993	141312438	5152883	129193611	0	8665000	15485364	1750000	12118827	35	141312438	0	0	7901159	425727	0	4601729	0		0	122672493	114007493	-384096	0	0	12118827	39349	256849	0												106805364																	1580954	105224410							0		0					
31134																																							39556	3124	24923	0	0	4824	0	3814	197174	163788	1807	165595	0	1664	0	0	31579	200	197174	0	0	33629	0	0	250	0	52531	111257			0	122597	120933	-2500	0	0	0	0	31579	0	0	
