"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
7045	0	0	0	0	0	0	6	0				0	25	0		0				0		0	0	0	0	0			6	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	19	6	
7072	0	0	0	0	0	0	222	44				0	62	44		0				0		0	0	5	0	0			0	0	0	0	0	0			0	0	1	0	0	0	0	178				0	0	17	0	
7456	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7634	0	0	0	0	0	0	79	20				0	51	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	35	0	0	0	0				0	0	51	24	
8462	0	0	0	0	0	0	1	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	1	
8631	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9357	0	0	0	0	0	0	265	265				0	18	18		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9553	0	0	0	0	0	0	6	0				0	22	0		0				0		0	0	0	0	0			0	0	0	0	10	0			0	0	0	0	0	0	0	0				12	6	0	0	
9807	0	0	0	58	0	0	666	14		0		0	9	9		0		0	0	0	0	0	0	0	0	0			0	0	69	0	0	0			0	0	0	0	0	0	0	525	0	0		0	0	0	0	
9955	0	0	0	0	0	0	3	0				0	9	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	9	3	
10250	0	0	0	0	0	0	88	3				10	55	0		39				0		0	0	0	0	0			2	1	2	55	0	0			0	0	0	0	0	0	0	0				0	16	14	1	
10849	0	0	0	0	0	0	19	14				0	7	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				7	5	0	0	
11145	0	0	0	0	0	0	52	0		0		0	54	0		0		0	0	0	0	0	0	0	0	0			0	0	6	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	54	46	
11640	0	0	0	0	0	0	55	0				28	143	50		33				0		0	0	0	0	0			0	0	0	0	0	0			5	5	21	21	0	0	0	0				9	0	25	1	
11837	0	0	0	0	0	0	0	0				0	3	0		2							0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12030	54	560	0	0	0	0	4051	598				110	3354	276		79				31		46	0	0	0	0			12	0	1100	1	588	0			0	0	9	163	323	858	1144	206				506	302	363	153	
12142	0	0	0	0	0	0	36	1				28	76	0		59				0		0	0	0	0	0			0	0	1	0	1	0			0	0	0	0	0	0	0	0				0	0	16	6	
12311	223	102	30812	12			142315		48882	0	0	3219	321797		0	10130	97792	0	0	87	0	81	1116	473	5149	5684	0	0	20310	6607	3629	1636	4683	777	0	6336	0	496	421	104	5483	4495	38362	21442	0	0	9363	35133	22607	66099	13956	
12647	0	0	0	0	0	0	4	0				0	0	0		0				0		0	0	0	0	0			0	2	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
12946	79	1	0	0	0	0	393	58				0	1331	179		7				6		0	0	0	0	0			183	0	7	1	51	0			0	0	0	3	0	0	0	28				96	20	736	275	
13103	0	0	0	0	0	0	19	7		0		0	139	80		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		29	10	30	2	
13251	0	0	0	0	0	0	21	5				0	57	29		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				19	4	9	12	
13457	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14155	0	0	0	0	0	0	7	0				6	39	4		17				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				17	1	1	0	
14650	0	0	0	0	0	0	43	1				0	178	5		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				19	5	154	37	
14753	0	0	0	0	0	0	2	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
14865	0	0	0	0	0	0	77	47				0	5	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	30	0	0				0	0	5	0	
14977	0	0	0	0	0	0	6	6				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
16551	0	0	0	0	0	0	11	1				0	29	0		0				0		0	0	0	0	4			9	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	20	6	
17110	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17147	0	0	0	46	0	0	1835	775		0		0	24330	20712		0		0	0	0	0	0	0	0	2106	321			0	0	176	36	243	0			0	0	0	0	2	10	2	0	0	0		577	296	688	175	
17259	0	0	0	0	0	0	3	0				1	24	0		16							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				8	2	0	0	
17950	0	0	0	0	0	0	9	3				0	113	1		0				0		0	0	0	111	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	6	
17978	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
18050	0	0	0	0	0	0	70	27				0	271	78		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				27	1	166	42	
18827	0	0	0	0	0	0	91	50				5	35	0		0				0		0	0	0	0	12			0	0	21	0	23	0			0	0	0	0	0	0	0	0				0	1	12	2	
18836	0	0	0	0	0	0	54	0				0	58	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	1	52	53	
18854	0	0	0	0	0	0	8	0		0		2	23	0		7		0	0	7	0	2	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	16	6	
19356	0	0	0	0	0	0	0	0				0	9	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	7	0	
19936	0	0	0	0	0	0	27	1				3	47	12		10				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	21	0	0	0	0				1	0	24	2	
19972	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
20053	0	0	0	0	0	0	9	0				0	29	0		0							0	0	0	0			0	4	5	0	0	0			0	0	0	0	0	0	0	0				5	0	24	0	
20633	0	0	0	0	0	0	8	0				1	491	0		4				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	481	7				0	0	6	0	
20857	0	0	0	0	0	0	0	0				0	2	2		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21256	0	0	0	0	0	0	0	0				0	3	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
21359	0	0	0	0	0	0	0	0				0	9	9		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21658	0	0	0	0	0	0	2	0				2	25	0		3				0		0	0	0	0	0			0	0	0	0	0	0			22	0	0	0	0	0	0	0				0	0	0	0	
22048	0	0	0	0	0	0	14	5				0	164	55		0				0		0	0	0	0	0			0	0	0	0	0	0			50	0	0	0	0	0	0	0				3	6	56	3	
22543	0	0	0	0	0	0	21	0				0	302	140		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	6	0	0				1	0	161	15	
22552	0	0	0	0	0	0	2	2				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
22730	0	0	0	0	0	0	117	0				0	199	0		0							0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				0	0	199	113	
23456	0	0	0	0	0	0	31	14				3	9	0		0				0		3	0	0	0	0			1	1	2	0	0	0			0	0	0	0	0	0	0	1				2	2	6	8	
23504	0	0	2	0	0	0	913	900		0		0	10997	10921		0		0	0	0	0	0	0	0	14	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	60	13	
23643	0	0	0	0	0	0	57	0				0	288	198		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				66	43	24	14	
23755	0	0	0	0	0	0	162	6				0	77	4		0							0	0	0	0			0	0	0	0	8	0			0	0	0	0	0	104	0	0				35	43	30	9	
24006	0	0	0	0	0	0	71	57				0	30	28		0				0		0	0	0	0	6			0	0	6	0	0	0			0	0	0	0	0	0	0	0				0	0	2	2	
24378	0	0	0	0	0	0	10	0				0	0	0		0							0	0	0	0			0	0	6	4	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24659	0	0	0	0	0	0	20	14				0	1	0		0				0		0	0	0	0	0			0	0	6	0	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
24949	0	0	0	0	0	0	62	0				0	7	0		0				0		0	0	0	0	1			1	0	7	0	0	0			0	0	0	0	0	53	0	0				0	0	6	1	
25357	204	198	0	0	0	0	656	0				401	2900	554		1944				1944		401	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				25	0	173	57	
25647	0	0	0	0	0	0	0	0		0		0	20	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	20	0	
26765	0	0	0	0	0	0	636	552				37	3886	3765		121				0		0	0	0	0	0			0	0	26	0	0	0			0	0	0	0	0	8	0	0				0	1	0	12	
27070	0	0	0	0	0	0	1	0				0	6	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	1	
27548	0	0	0	0	0	0	79	56				0	60	0		0				0		0	0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	3	0	0				0	0	60	16	
27614	0	0	0	0	0	0	6	0				0	15	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	15	6	
27847	3	0	0	0	0	0	530	32				240	439	130		7				7		240	0	0	0	0			0	0	101	0	4	0			0	0	0	0	142	100	35	0				53	39	65	18	
28013	0	0	0	28	0	0	104	54		0		0	5323	5315		0		0	0	0	0	0	0	0	0	1			0	0	0	0	0	8			0	0	0	0	0	21	0	0	0	0		0	0	0	0	
28152	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28675	0	0	0	0	0	0	4	0				0	33	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	33	4	
28732	0	0	0	0	0	0	5	3				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
29476	0	0	0	0	0	0	4	0				4	14	0		0				0		0	0	0	0	0			0	0	0	0	13	0			0	0	0	0	0	0	0	0				0	0	1	0	
29636	0	0	0	0	0	0	396	33				1	232	72		0				0		1	0	0	0	0			87	36	87	0	8	0			0	0	2	7	23	102	1	0				0	5	39	125	
29878	0	0	0	0	0	0	0	0		0		0	24	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	24	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
30052	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30502	0	0	0	0	0	0	119	19				22	115	9		40				0		0	0	0	0	0			0	0	4	1	0	0			0	0	0	0	19	4	0	0				30	32	17	37	
30650	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30810	0	0	0	0			662259		334	0	0	0	3406197		0	0	3380	0	0	0	0	0	0	0	0	0			3097669	601695	43	182	51	525	640256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304572	60005	
31134	0	0	0	0	0	0	60	16				3	118	10		42				42		3	0	0	0	0			5	1	0	0	0	0			0	0	0	0	0	0	0	0				20	6	41	34	
31255	0	0	0	0	0	0	83	82		0		1	31	10		21		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	19	15				0	30	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	30	4	
31826	0	0	0	0	0	0	29	9		0		0	40	0		0		0	0	0	0	0	0	9	0	0			0	0	0	0	0	0			0	0	0	0	0	0	7	0	0	0		9	3	24	17	
31835	0	0	0	0	0	0	58	16				0	78	6		0				0		0	0	0	0	0			0	0	11	0	11	0			0	0	0	0	0	0	0	0				0	17	61	14	
32234	0	0	0	0	0	0	38	0				0	53	0		0				0		0	0	0	0	0			3	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	50	38	
32766	0	0	0	0	0	0	2	0				0	40	24		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	16	2	
32971	0	0	0	0	0	0	22	18				0	9	0		0				0		0	0	0	0	1			0	0	3	0	9	0			0	0	0	0	0	0	0	0				0	0	0	0	
33147	0	0	0	0	0	0	2	0				1	436	401		0				0		1	0	0	0	0			0	0	1	0	13	0			0	0	0	0	0	0	0	0				13	0	9	0	
33259	0	0	0	0	0	0	138	0				0	2	2		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	138	0	0	0	0				0	0	0	0	
33370	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33857	0	0	0	0	0	0	24	4		0		1	2	0		0		0	0	0	0	1	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0	0	0		0	5	2	13	
34434	0	3	0	0	0	0	287	65				43	730	403		0				0		43	0	0	26	0			23	2	0	0	0	0			241	0	0	0	0	156	0	0				1	0	36	18	
34537	0	0	0	0	0	0	2827	1976		0		0	19468	15203		0		0	0	0	0	0	0	0	115	213			11	0	153	0	197	0			0	0	0	20	0	0	109	189	0	0		66	36	3767	240	
34555	0	10	0	0	0	0	21	1		0		3	116	0		8		0	0	0	0	0	0	0	0	0			3	1	0	0	0	0			0	0	0	0	0	0	0	0	0	0		1	2	104	4	
34742	0	0	0	0	0	0	6	6				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
35057	0	0	0	0	0	0	25	0				0	22	0		0							0	0	0	0			0	0	14	0	0	0			0	0	0	0	0	0	0	0				0	0	22	11	
35301	0	0	0	0			0		0	0	0	0	14000		0	0	12000	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35646	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
35879	0	0	0	0	0	0	2	0				0	23	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	23	2	
36456	0	0	0	0	0	0	11	8				3	4	0		0				0		3	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
36933	0	0	0	0	0	0	35	34				0	24	13		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	11	1	
37051	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
37341	0	0	0	0	0	0	17	8				1	18	0		0				0		1	0	0	0	0			0	0	6	0	1	0			0	0	0	0	0	0	0	0				1	1	16	1	
37435	0	0	0	0	0	0	607	295				0	1130	470		0				0		0	0	0	0	0			92	13	54	2	0	0			0	0	0	26	0	8	0	52				344	90	224	67	
37640	0	0	0	0	0	0	665	151		0		363	2737	1252		896		0	0	0	0	0	0	0	39	33			326	14	3	3	57	3			0	0	0	0	56	58	0	13	0	0		27	3	81	24	
37659	0	0	0	0	0	0	2	1				0	15	3		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	12	1	
37949	0	0	0	0	0	0	422	22				76	22	0		0				0		0	0	0	0	0			22	0	0	0	0	0			0	0	0	0	0	0	0	324				0	0	0	0	
38740	0	0	0	0	0	0	5	0				3	94	41		14				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				19	0	20	2	
39327	0	0	0	0	0	0	91	0				22	85	0		82				0		0	0	0	0	0			0	0	2	61	1	0			0	0	0	0	0	0	0	0				0	0	2	6	
39756	0	0	0	0	0	0	145	138		0		6	259	259		0		0	0	0	0	6	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	1	
40033	0	0	0	0	0	0	4	0				0	3	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	4	
40499	0	0	0	0	0	0	397	275		0		0	3039	47		0		0	0	0	0	0	0	0	0	69			0	0	1	14	0	0			0	0	0	0	4	3	2918	0	0	0		11	17	59	18	
40855	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
41553	0	0	0	0	0	0	2	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	0	0	2	
41629	0	0	0	0	0	0	249	0				0	214	0		0							0	0	0	0			2	2	0	0	5	0			0	0	0	0	0	4	0	0				191	221	16	22	
41825	0	0	0	0	0	0	9	9		0		0	20	20		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
42037	0	0	0	0	0	0	53	21				0	53	20		0				0		0	0	0	0	0			0	0	2	0	3	0			0	0	0	0	0	0	0	0				0	0	30	30	
42354	0	0	0	0	0	0	2	0				0	16	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	16	2	
42372	0	0	0	0	0	0	20	12				0	12	0		0				0		0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	12	7	
42420	0	0	0	0	45	0	2010	227		0		125	15824	7487		1570		0	0	0	0	0	0	0	260	55			205	63	65	8	124	0			0	0	0	0	1517	16	172	126	0	0		3397	1069	1047	256	
42448	0	0	0	0	0	0	503	22		0		309	6441	5498		565		0	0	0	0	47	0	0	17	15			63	9	99	0	45	0			128	1	0	0	0	0	0	0	0	0		27	16	98	32	
42457	0	0	0	0	0	0	0	0				0	361	0		361				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
43052	0	0	0	0	0	0	7	0				0	124	0		0							0	0	0	0			1	0	0	0	0	0			0	0	0	0	1	2	122	5				0	0	0	0	
43351	0	0	0	20	0	0	79	17				33	164	113		0				0		33	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				29	2	22	7	
43856	0	0	0	0	0	0	21	0				0	33	0		0							0	0	0	0			0	0	21	0	33	0			0	0	0	0	0	0	0	0				0	0	0	0	
43959	0	0	0	0	0	0	3	2				0	61	56		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	1	
44040	0	0	0	0	0	0	4	0				0	8	5		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	3	1	
