"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RIADG377	
2877831																																																																10459	3074		4132			15170	3960		0	112410	0	0	0	20781	1113		20735	759	2921	5997	6657	2162	2284	9149	10064	21157	14983	23240	13036				371	0					1985	9888	17260	19881							0													0	51009				0		0	0		1357													2979			CONF	CONF				0	
2877840																																																																3285	13581		0			31520	0		0	918072	4099	0	31520	262080	0		66782	52840	10862	37430	114316	41100	5532	522547	20204	67094	44454	4688	0				0	0					0	3512	283012	325181							0													0	233979				0		0	0		0													0			CONF	CONF				0	
2880019																																																																0	602		0			26072	2459		0	382895	139	27449	0	6671	40369		36570	3243	820	2608	0	0	0	245648	11126	38494	62695	7397	299				0	20					14052	12616	174113	11998							0													0	49397				93		0	0		631													65982			CONF	CONF				0	
2881445																																																																0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0					0	0	0	0							0													0	0				0		0	0		0													0			CONF	CONF				0	
2882983																																																																35065	1714		12026			62455	3221		479	231381	0	0	0	39451	459		54547	2763	4080	2925	14209	10433	4987	30412	28642	44189	68400	16493	2679				0	236					1291	4217	18797	46380							323														99821				17		0	34		4785													771			CONF	CONF					
2883971																																																																6643	23678		2359			72637	0		0	232382	0	0	13527	12410	110		73533	468	267	8345	537	1018	1775	61168	34098	62907	35362	26423	0				0	0					16518	13703	38187	44137							0													0	232382				0		0	66		0													1934			CONF	CONF				0	
2887399																																																																117	13425		0			49834	9029		0	264852	604	0	0	65245	771		36309	3346	3659	2471	20854	20063	14852	51377	7478	16749	58015	63517	3075				0	0					16658	16660	48302	45039							0													0	118706				323		0	42		286													48			CONF	CONF				0	
2889227																																																															0	0	0		0			2047	0		0	54996	0	0	0	1624	0		38897	0	1544	0	0	80	0	38383	7635	398	6956	0	0				0	25					2521	26836	6767	11456							0														0				0		20	3055		0													645			CONF	CONF					
2891622																																																																15779	19912	0	8752	125193	0	125193	0		289	1040097	0	0	0	797348	900	116493	120674	1173	5113	400	403	5605	783554	127978	10197	14702	39995	18645	31233	0	0	0	0	9	0				7785	5102	17725	34633	0	0				0	1945													0	0				0	28	4211	28	0	1194	0	0	0	0	0	0	0	0	0	0	0	0	1237	0	0	CONF	CONF				0	
2897633																																																															0	1146	6628		0			14977	1419		740	160805	0	0	0	67244	2388		15933	2246	6260	4561	4441	18222	31162	11206	10643	8395	10340	22530	30224				0	264					8788	11802	12474	24210							0														16901				0		0	642		2022													6061			CONF	CONF					
2901558																																																																0	0		0			289	226		0	11560	22	0	0	1730	64	236	5330	0	487	647	596	0	0	3308	2670	958	2912	3	1				0	3					0	0	8086	1169						0	0														5117				0		0	0	0	14	0	0	0	0	0			0	0		0	0	1	0	0	CONF	CONF					
2903123																																																																794	20431	0	0	58143	0	58143	15974		0	454522	85	0	12034	58455	4439	3387	29991	3017	648	2729	13304	26820	11861	102441	8187	48388	79121	132994	24691	0	0	0	918	173	0				3632	21990	127568	137206	0	0				259	0														163790				1248	0	1293	0	0	0	0	0	0	0	0	989	0	0	0	0	0	0	3591	989	0	CONF	CONF					
2905761																																																																0	1727		0			14691	242		0	46529	50	0	0	7421	472		12085	0	1019	1943	981	3240	238	4610	8645	5804	5030	15069	0				0	0					1505	1496	11230	7794							0														12372				0		0	0		0													1			CONF	CONF					
2907019																																																															0	7779	26282		1223			26580	700		0	250095	0	49388	0	39413	3601		24650	5730	6315	2445	5708	16161	3054	17826	32792	24019	34892	96451	4406				0	36					5039	9807	28682	44870							0														14201				3959		208	1670		2284													2533			CONF	CONF					
2907439																																																																0	194300	0	0	5061	0	5061	3443		0	446641	0	0	0	21219	0	7115	33168	2439	251	1316	11160	6053	0	44057	25463	124904	71804	110540	48653	0	0	0	0	1	0				6791	10951	26522	174498	0	0				0	0														441216				0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3852	0	0	CONF	CONF					
2912750																																																															0	0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0					0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
2913702																																																																1891	4008	0	164	41703	0	41703	4253		397	306424	0	0	0	93880	3543	68836	58441	921	2670	12609	40756	12431	24343	43827	21523	51310	74368	19628	1866	0	0	0	0	8	0				13043	20956	66400	48291	0	0				0	37													0	149207				3180	48	0	48	0	3943	0	0	0	1126	2054	0	0	0	0	0	0	0	3896	0	34	CONF	CONF				0	
2914268																																																															0	0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0					0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
2914727																																																																48279	1289		42436			30379	4964		500	216972	0	0	0	41602	1548		93627	7423	8061	14446	10105	922	436	40220	56967	57696	9226	8368	44				0	0					1589	7982	21289	6718							0														131249				0		0	25		4765													3607			CONF	CONF					
2915461																																																															0	581	52707		0			106192	30412		0	1136621	0	4306	1302	363199	12190		125475	15715	11209	38555	46781	67143	183797	114720	64941	140900	178453	252024	20158				0	341					52852	64440	284634	162267							0													19566	551395				0		0	1		547													1952			CONF	CONF				91	
2916534																																																																0	107750		0			3001	0		0	257577	0	0	0	90667	0		12668	876	13852	18087	47977	2007	7548	14943	13696	56208	71572	10308	37				0	308					0	2375	7250	25471							0														61805				0		0	0		0													20755			CONF	CONF					
2916963																																																															0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0				0	0													0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF				0	
2917184																																																																2573	6426		140			5173	4400		0	104457	0	0	0	16158	431		14710	5084	258	7123	3693	0	0	9988	7635	36644	21695	9482	2855				0	6					0	5157	33977	29950							0													0	26557				64		0	0		57													9			CONF	CONF				0	
2917317																																																																0	2066876	0	0	856565	0	856565	1189		0	17113116	0	107685	2905800	4517834	90	3716314	3166529	409679	611291	1114900	1910445	378238	55289	9000939	973948	1326598	623302	600922	276	0	0	0	0	0	75500				371459	1392881	42618	1744112	0	107685				0	50604													1625167	8815224				0	103735	5398012	103735	0	444664	0	0	0	0	0	0	0	0	0	0	0	0	65396	0	0	CONF	CONF				1824	
2919898																																																																7225	40198	0	715	54059	0	54059	29639		0	559649	0	0	0	121399	4123	10855	123266	12038	17094	25676	59639	5416	1187	69279	56540	121646	171484	13189	5551	0	0	0	0	59	0				43931	91944	50651	109271	0	0				0	0													0	121399				313	0	0	0	0	3581	0	313	0	0	0	0	0	0	0	0	0	0	2854	0	0	CONF	CONF				0	
2920287																																																																1848	2991		7			4809	1720		0	122041	0	0	0	55600	539		25579	1199	4538	581	233	3217	45795	6977	12866	7621	2636	6634	28966				0	38					9834	6659	11318	24379							0														0				865		0	38		925													1336			CONF	CONF					
2920773																																																																990	39846		0			31386	82423		2771	638810	0	0	14761	284014	12947		34074	2321	11326	23072	62887	22817	160850	160093	8336	47485	83205	44952	4927				0	655					20058	28145	76395	58356							673														447971				1111		0	124		254													446			CONF	CONF					
2921211																																																																4303	298		5			13058	1214		0	125596	152	0	0	27630	235		10128	2668	797	3278	3298	7551	10039	9819	10915	19119	25636	27497	5133				0	168					2297	4630	15923	53967							0													0	50520				0		0	0		773													1247			CONF	CONF				0	
2921622																																																																3972	680		300			3645	0		0	61576	0	0	0	28158	542		15168	2330	2098	1258	1805	6847	13309	9354	3414	2740	6010	5416	6386				0	0					4420	477	5983	3450							0														15872				490		0	0		4340													5609			CONF	CONF					
2921659																																																																0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0					0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
2925620																																																																0	3387		0			2059	1200		0	177674	0	0	0	13522	1455		14143	0	2032	907	542	9525	516	16375	5531	14560	24909	93543	8738				0	26					0	7493	71461	74182							0														127243				1583		2754	41		28													66			CONF	CONF					
2925666																																																															0	26175	1494383	18518	3554	9238668	198210	9436878	1190029		410447	32083286	0	432201	421282	3553979	23704	1170943	5627708	87978	71618	192469	425188	709470	2049163	16953101	871009	2559900	4483756	2940154	696530	0	0	0	53460	195301	2063				684367	3257777	3944616	5957426	0	432201				0	3633														14949358				33394	221387	800939	239905	0	20001	0	0	0	5528	24641	3225	0	0	0	0	0	0	358144	3225	2779	CONF	CONF					
2929392																																																																1436	42529		0			182316	11289		3251	633530	562	0	0	68143	2939		132555	5249	2950	8313	25663	19207	6378	160589	15974	134740	205561	48334	0				0	17					1971	11745	190244	115375							0													0	127182				0		0	0		624													2213			CONF	CONF				0	
2938198																																																															4683	0	245074	0	73	1538971	0	1538971	29499		2047	3343650	0	47237	11509	187978	2713	111974	1576035	13399	6920	25378	21905	75235	44569	1654411	916336	197582	258373	125851	1707	0	0	4683	0	682	0				10411	201946	94273	439092	0	47237				0	0														1560676				38	1998	20000	1998	0	0	0	0	0	38	0	0	0	0	0	0	0	0	516973	0	14	CONF	CONF					
2938769																																																																11798	10752		0			24689	1946		0	173028	0	0	0	60143	1686	0	28023	2331	3819	13908	29463	10551	0	5707	17930	34183	33987	21059	0				0	73					8964	12665	13397	20339						15	0														78756				15		0	5	0	4809	0	0	0	0	0			0	0		0	0	1762	0	0	CONF	CONF					
2939001																																																																0	0		0			10626	4162		0	59547	0	0	0	15290	1055		20904	2444	1335	3116	2826	3849	1695	15834	1347	7116	13213	6161	0				0	0					1174	2897	13267	7047							0														35603				313		0	0		2063													1966			CONF	CONF					
2939391																																																															0	4173	4787		178			21578	2209		361	109622	0	0	1775	19703	180		31134	3656	1780	5909	7947	412	0	16017	16902	23524	30871	2567	0				0	26					10096	1281	23665	12824							0														0				0		0	0		5422													3139			CONF	CONF					
2941068																																																																709291	221064	4607	398970	1156747	0	1156747	164264		22474	6245757	0	3484	17235	1143248	31168	433635	1137291	13461	58431	182317	194921	387547	302759	1225175	406784	1276692	1205008	878564	84591	0	0	0	24061	4062	0				76289	326747	971397	909874	0	3484				0	198														756150				0	42013	8464	46620	0	9030	0	0	0	0	0	0	0	0	0	0	0	0	18503	0	0	CONF	CONF					
2943615																																																																4149	7416		0			21877	1203		0	367779	128	0	0	59832	2580		137318	2543	9031	22603	24191	1464	0	102941	86484	70272	21644	23744	1739				0	4					42167	46971	126369	44020							0													0	49036				2851		0	30		3736													7553			CONF	CONF				0	
2947556																																																																0	0		0			6848	0		0	83681	0	0	0	0	0		83681	0	0	0	0	0	0	83681	0	0	0	0	0				7536	1892					0	0	0	0							0														0				0		0	0		0													67405			CONF	CONF					
2948058																																																																5117	29496		0			131577	19809		211	738272	0	0	5554	207291	1843		145873	4848	1896	13396	23397	17337	146417	170259	47341	87097	156907	68641	705				711	8322					30233	50395	114937	126559							0													0	288159				0		225	5940		728													4878			CONF	CONF				0	
2948423																																																																13859	760		19810			37578	2999		0	169156	0	0	210	47018	176		26630	1230	2976	9412	514	8039	24847	19871	34129	33989	16764	8724	8662				0	9					2707	1878	6905	24240							0														169156				0		0	0		6430													4787			CONF	CONF					
2949970																																																																0	846		0			3277	5579		0	136815	0	0	0	107877	3734		1916	233	0	2043	321	1540	103740	1180	2834	5388	5668	8693	4852				0	31					966	2196	4175	2895							0														104265				0		0	0		561													4678			CONF	CONF					
2953418																																																																2951	67919	0	0	28072	0	28072	20119		0	580787	0	0	0	57481	0	2700	72148	799	3956	10353	32950	9423	0	6904	61506	133182	256787	44152	19746	0	0	0	0	0	0				0	25910	141350	214935	0	0				0	0														234166				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22050	0	0	CONF	CONF					
2954059																																																																0	514468	0	0	336197	0	336197	51250		0	3318113	0	0	0	545000	9984	364374	418218	12950	16499	34851	108185	74553	295966	344366	227049	237242	657758	424732	876044	0	0	0	0	8	0				25003	272561	525447	1034549	0	0				0	1940													0	1713325				0	288	0	288	0	205	0	0	0	0	0	0	0	0	0	0	0	0	3153	0	708	CONF	CONF				0	
2954497																																																															0	2962	60695		348			5153	611		0	321593	613	0	0	72556	48		733	30379	1604	7260	29012	0	3798	31994	16486	81372	113268	3801	597				0	672					3006	35634	44404	96108							0														291953				0		0	9		0													0			CONF	CONF					
2958972																																																																47091	52526		24859			141190	9565		8269	780776	0	0	5712	118048	2033		84071	18830	4807	18000	36522	19888	19751	243280	20546	100353	176410	120624	303				0	34					3233	14865	153839	194437							0														243170				10427		0	83		6424													4280			CONF	CONF					
2960555																																																																9757	0		25191			13599	0		0	68656	0	0	0	11863	0		35882	2572	659	3523	4367	402	164	37656	3160	3994	4227	6225	1363				0	0					338	852	0	6583							0														5000				86		0	0		243													230			CONF	CONF					
2960788																																																																0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0					0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
2963266																																																																847	320131	0	0	265924	0	265924	10350		0	2163037	0	0	0	146545	20	3710	225381	3999	2973	26863	53310	59400	0	509522	69424	475711	778221	183613	0	0	0	0	0	92	0				5337	274955	235543	902657	0	0				0	0													0	555646				0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	633	0	318	CONF	CONF				0	
2963275																																																															0	1013	1484		1635			16676	4999		0	70990	0	0	0	3487	0		11792	157	1074	225	665	1366	0	8804	5817	5450	23258	23595	579				0	0					1314	801	24709	14475							0														70990				300		0	0		0													397			CONF	CONF					
2963864																																																																8469	9256		923			8677	15027		577	181133	195	0	1032	55686	796		35364	2330	1234	15551	15977	20594	0	42859	11680	12738	45832	9591	2940				0	537					18598	16559	14038	28758							0													0	0				0		0	83		1623													1721			CONF	CONF				0	
2967796																																																															0	5678	1916		238			5338	3929		0	107576	4	0	0	32350	2223	29090	34798	365	2504	11483	17009	989	0	16083	17901	16457	24142	256	0				0	269					11073	11024	12839	14441						0	0														0				0		0	0	0	2481	0	0	0	0	0			0	0		0	0	3781	0	0	CONF	CONF					
2970657																																																															3902	0	67052	0	0	627931	0	627931	11377		836	1489749	0	22835	1912	90671	981	40840	829304	4732	5810	6794	8183	29062	36029	643085	567506	81004	65837	37235	2461	0	0	3902	0	758	0				3350	76554	73851	155330	0	22835				0	155														807153				0	65	10000	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344256	0	0	CONF	CONF					
2973041																																																																0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0					0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
2973386																																																																0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0					0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
2980209																																																															0	0	5000	0	0	272000	0	272000	0		0	30212000	0	0	0	0	0	0	4000	0	0	0	0	0	0	26846000	1591000	1631000	35000	76000	3000	0	0	0	29856000	0	0	520000			0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28623000				204000	0	0	0	204000	0	0	0	0	0	0	0	0	204000	0	0	0	0	79000	0	0	CONF	CONF				0	
2986407																																																																520	35373	31791	0	520030	0	520030	27442		0	1566349	0	0	0	376086	4251	65363	53477	4957	1752	4806	3999	92172	267111	244337	47238	211793	379609	292387	10905	0	0	0	0	21647	0				20229	21825	203632	132997	0	0				98	136														472870				575	191	0	31982	0	132969	0	0	0	0	0	0	0	477	0	0	0	475	37366	0	1983	CONF	CONF					
2989006																																																															0	16157	37054		4518			35810	584		0	338446	76	0	0	66782	2831		101763	5358	11123	26295	17855	5089	0	47650	43835	81519	37057	56276	731				0	121					1308	32434	52284	83523							0														0				0		0	32		1854													3230			CONF	CONF					
2992547																																																																0	0		3785828			197514	0		8118	4611890	0	0	0	0	0		2202249	0	0	0	0	0	0	2213230	0	2390081	0	0	0				620430	0		2356			0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
2997216																																																															0	6027	9870		2282			26317	13695		16340	230820	0	0	3445	1969	0		28670	242	0	194	163	1370	0	43495	7316	26376	29165	110318	12181				0	89					6561	4127	43215	99935							0														198634				0		0	0		43													350			CONF	CONF					
2997748																																																																0	0		0			15561	462		0	24639	23	0	0	3834	0		4395	0	3	0	149	1556	1740	3824	1406	939	11785	2853	0				0	72					1177	355	0	2200							0														24640				0		0	880		0													121			CONF	CONF					
2998576																																																															0	84	0		705			980684	0		0	1965137	10620	300	0	495	897		509710	0	0	0	2	0	493	227024	1214110	169516	207491	99695	29133				0	0					0	53457	750947	17566							91														551012				1921		0	198		0													170424			CONF	CONF					
3005097																																																															0	7204	347		4606			3892	524		0	47862	0	0	0	14771	919		12323	1102	2766	2976	0	1294	6558	5262	9019	5289	4116	3256	6149				0	0					5707	236	4005	3251							0														21628				0		0	250		576													1574			CONF	CONF					
3010363																																																																0	1374		0			19244	5406		7908	117312	481	0	0	12162	2602		13526	3068	296	930	4953	2580	335	16991	4419	22901	38334	20507	2417				0	16					2581	13421	38665	10688							0														42491				0		2900	25		73													728			CONF	CONF					
3015939																																																															0	2343	29805		0			3195	10444		0	221175	293	0	8238	18325	3		37752	0	205	10818	6748	554	0	52274	11474	38512	82815	18068	0				0	25995					0	0	19863	89095							0														0				0		2500	9623		0													10277			CONF	CONF					
3016347																																																															0	6596	51211	0	0	244031	0	244031	38079		0	1291346	4903	0	14711	264510	29067	7554	193621	165117	3436	1233	3297	8321	82904	708816	39781	54075	127036	84771	13913	0	0	0	0	0	0				56257	83033	84148	294770	0	0				732	0														468091				732	0	115227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29320	0	0	CONF	CONF					
3017081																																																																0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0					0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
3019982																																																															0	0	4153	0	0	174416	0	174416	8916		0	759629	596	0	0	127899	364	20194	185356	9244	5164	17543	10251	4198	81498	155107	15841	104260	149633	199547	990	0	0	0	0	5	0				17397	17108	165995	215261	0	0				0	0														278				0	0	0	0	0	1552	0	0	0	0	0	0	0	0	0	0	0	0	27159	0	0	CONF	CONF					
3020447																																																																28753	3213		25358			25879	10944		401	175487	293	0	0	16078	2408		63197	3355	1738	3748	4876	2010	0	53482	19341	32875	49090	3553	514				0	1745					12659	11950	24445	11234							0													17304	175487				0		0	27		380													306			CONF	CONF				19	
3022610																																																																0	3098		0			27099	16187		0	247424	1359	0	0	95348	968		26038	1191	17830	3167	12812	8700	51221	43611	5127	17342	40243	46714	125				0	353					4284	8566	29671	55898							0														125965				1394		5628	1613		0													70			CONF	CONF					
3025929																																																															0	0	994		0			23901	1149		155	58382	0	0	0	8675	0		18412	789	568	2628	3610	602	436	8460	8595	13440	12899	4753	625				69	43					34	2472	8714	7325							0														3995				0		0	5		3875													971			CONF	CONF					
3027763																																																																459	68459		0			23468	8208		0	358410	528	0	0	108237	586		17207	713	2200	37028	52123	16173	0	17794	5400	76209	102223	45853	3221				0	68					5558	4466	41365	97189							0														213511				0		0	1		145								0					729			CONF	CONF					
3029253																																																															0	0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0					0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
3029589																																																																947	386000	947	274	472035	0	472035	11416		63595	1750986	0	14	53771	89269	2746	36987	285781	9874	7048	12769	26521	18518	14369	948168	131357	143914	221110	170477	34863	0	0	0	0	791	0				5554	331118	148975	221261	0	14				0	0														672306				0	1786	10494	2733	0	2824	0	0	0	0	0	0	0	0	0	0	0	0	940	0	0	CONF	CONF					
3032833																																																																147	288		143			1002	2520		0	35463	0	0	1002	11836	546		10393	304	168	1846	7587	203	1728	4483	5438	4024	7807	1164	711				0	6					7441	3973	3388	3845							0													0	11012				0		0	0		164													164			CONF	CONF				0	
3034257																																																																14498	3447	0	417	36090	0	36090	24692		5293	352358	203	0	0	71259	471	69870	23769	4851	15073	1740	9286	2988	36948	63772	38683	11673	28683	25884	111726	0	0	0	0	0	0				24558	29954	80017	39949	0	0				0	0														76041				0	0	0	0	0	6159	0	0	0	0	0	0	0	0	0	0	0	0	15757	0	0	CONF	CONF					
3034695																																																																0	16621		0			51060	16262		0	416301	1	0	31429	205463	4874		19576	11900	22011	9595	3482	16150	139717	50558	29941	24237	18556	26150	57788				0	838					4087	0	98419	111							0														194246				141		0	180		9936													8451			CONF	CONF					
3039636																																																																0	32496		0			141489	0		0	479270	0	0	0	7913	1195		53679	0	40	2558	5315	0	0	37231	108035	85272	175776	61818	1341				0	35					0	8474	144021	143340							0														479270				0		0	0		0													307			CONF	CONF					
3040418																																																																850	157771	0	0	9450	0	9450	0		0	236452	0	0	0	28432	0	6605	23058	1334	5852	4418	16828	0	0	5497	16329	57916	122462	4885	931	0	0	0	0	0	0				0	6853	2281	28140	0	0				0	0													0	17000				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2675	0	0	CONF	CONF				0	
3041358																																																																22619	0		12317			9743	114		543	94765	0	0	0	34250	660		13615	1181	2641	1437	3277	5817	19690	5026	9499	5586	13536	11329	15423				0	5					1165	0	3727	3844							0														43916				0		0	43		3296													2439			CONF	CONF					
3042234																																																																1514	894	2	838	16891	0	16891	0		361	138724	0	0	817	64817	2719	3232	27577	206	4721	7902	12393	35772	3373	10429	13152	15056	28038	5562	597	0	0	0	0	243	300				5421	14009	10067	15800	0	0				0	0														86176				0	74	0	76	0	2135	0	0	0	0	0	0	0	0	0	0	0	0	2939	0	0	CONF	CONF					
3045383																																																																0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0					0	0	0	0							0													0	0				0		0	0		0													0			CONF	CONF				0	
3047659																																																																703	19852		9998			175783	17697		0	1056965	0	0	0	115052	3930		90204	14796	1601	18666	59948	19978	0	280921	22774	133997	262681	222378	17541				0	347					13492	144189	244607	308971							0													0	590317				37		0	36		177													2131			CONF	CONF				0	
3048487																																																															0	8514	19989		3021			27703	3528		1819	272038	1026	0	90	9265	1060		55586	8	139	706	2029	5269	1114	53089	13020	17702	38913	129506	11233				0	100					3641	19940	96067	77986							0														149374				347		0	0		0													431			CONF	CONF					
3049635																																																																22556	2303		3712			29413	2714		0	181668	0	0	3028	60681	3088		42687	3282	6529	17189	11152	7377	15153	21535	18249	42330	17285	17534	3895				0	335					2144	2273	14780	31553							0														27478				2		0	0		2945													3171			CONF	CONF					
3049729																																																															0	0	18		0			6922	0		0	25925	108	0	0	16391	0		6191	0	468	2982	8458	3406	1076	3493	2904	658	1140	1189	0				0	0					0	258	1092	910			0				0													0	0	0	0	0	0		0	442		0													0		0	CONF	CONF	0	0	0	0	
3052813																																																																0	12395	0	0	74857	0	74857	140		0	734016	0	10850	0	192519	0	68847	67641	0	0	0	0	5681	185246	191486	24733	50251	74194	197545	704	0	0	0	0	10	0				0	0	141404	241961	1395	9455				0	0													0	402809				0	0	0	0	0	59880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF				0	
3066025	0			0	0	0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0													0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0		0	0	0	0	0	0							0	0	0	0	0					0	0	0	0						0	0													0						0	0			0	0	0	0	0	0				0				0		0	CONF	CONF				0	
3067929																																																																1036	8259		0			19096	0		0	131027	0	0	0	1717	0		16996	85	0	693	333	606	0	12455	10054	18117	24583	61443	2658				0	0					6563	11511	15739	67092							0														61776				0		0	2		0													12			CONF	CONF					
3068579																																																																625	109314	0	0	36925	0	36925	23299		27867	1249763	0	0	2489	713645	49071	156	68557	749	6841	32056	67808	388921	216974	60519	17647	100573	178642	165457	13279	0	0	0	0	222	0				5332	22421	90488	170129	0	0				652	121														843572				1819	135	0	135	0	190	0	1145	0	0	0	0	0	22	0	0	0	22	100	0	0	CONF	CONF					
3070545																																																																43652	19521		12149			32859	8578		0	239531	0	0	0	62832	256		25278	347	4622	3672	4848	18840	30362	26106	20261	39431	42742	33512	14499				0	55					1205	6374	15203	15069							0														62832				183		0	1424		14485													5869			CONF	CONF					
3075474																																																																52	2200		0			28649	19053		0	334655	279	0	0	39208	549		55198	1041	2740	12198	12346	10883	0	157862	16228	26663	31298	55697	1580				0	0					10614	28621	94100	110485							0													0	2008				2009		0	2		109													1292			CONF	CONF				0	
3076220																																																															0	0	0		243			2928309	1347		0	5818596	0	0	0	1539059	319		2419831	0	0	436	203144	1054518	280961	3853392	106527	86246	102694	130678	0				3449	0					0	0	458	8639							0														1078851				0		0	520		0													1336253			CONF	CONF					
3076248																																																															0	0	0	0	161	5561127	285602	5846729	124720		0	14752356	0	0	0	6446580	0	4653575	5280848	138336	98861	735627	1375450	3072467	1024298	7625320	161233	372375	97209	634	0	0	0	0	0	0	0				0	846504	36468	588300	0	0				0	1004														6075378				0	1763	508184	1763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352947	0	0	CONF	CONF					
3076453																																																															0	1660	218170		0			315281	29666		0	1935365	0	0	50569	111164	839		428931	9821	28190	19628	24603	24228	4694	525966	151668	129176	361956	597974	43188				0	2077					113508	123812	380183	638326							0														999096				0		0	0		51													628			CONF	CONF					
3076604																																																																689	40008	24224	0	279933	0	279933	6891		0	926244	0	0	5087	97434	2753	30157	52962	1743	5164	16762	20067	11077	42622	185471	18227	229383	276215	114597	4466	0	0	0	385	8392	0				3208	50521	164361	176185	0	0				13	0														240576				142	49561	15000	73785	0	282	0	0	0	129	0	0	0	0	0	0	0	0	6417	0	0	CONF	CONF					
3089752																																																															0	0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0					0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
