IDRSSD,RCFD0071,RCFD0081,RCFD1773,RCFD2130,RCFD2143,RCFD2145,RCFD2150,RCFD2160,RCFD2170,RCFD2930,RCFD2948,RCFD3000,RCFD3123,RCFD3190,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3545,RCFD3548,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN2200,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON1773,RCON2130,RCON2143,RCON2145,RCON2150,RCON2160,RCON2170,RCON2200,RCON2930,RCON2948,RCON3000,RCON3123,RCON3190,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34
37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7810.0,1450.0,50548.0,0.0,0.0,219.0,26.0,2956.0,81497.0,70594.0,35.0,70629.0,0.0,955.0,0.0,0.0,10868.0,1200.0,81497.0,0.0,0.0,12084.0,0.0,0.0,3500.0,0.0,21067.0,49527.0,,,0.0,19443.0,18488.0,-5916.0,0.0,0.0,0.0,0.0,10868.0,0.0,0.0
242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.0,3113.0,20095.0,0.0,0.0,531.0,0.0,496.0,56694.0,50849.0,39.0,53731.0,0.0,178.0,2843.0,0.0,2963.0,120.0,56694.0,0.0,0.0,5207.0,0.0,0.0,120.0,0.0,13551.0,37298.0,,,0.0,29896.0,29718.0,-2484.0,141.0,0.0,0.0,0.0,2963.0,0.0,0.0
279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2055.0,6897.0,107153.0,0.0,404.0,6714.0,0.0,12565.0,416983.0,309371.0,2957.0,374823.0,0.0,1754.0,62495.0,0.0,42160.0,1.0,416983.0,0.0,0.0,33798.0,0.0,0.0,15360.0,0.0,59118.0,250254.0,,,0.0,253092.0,251338.0,-6999.0,2030.0,0.0,0.0,0.0,42160.0,0.0,27827.0
354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7386.0,824.0,958.0,0.0,0.0,579.0,0.0,1295.0,55069.0,32830.0,463.0,47703.0,0.0,317.0,14410.0,0.0,7366.0,100.0,55069.0,0.0,0.0,42.0,0.0,0.0,7254.0,3558.0,6383.0,26447.0,,,0.0,40786.0,40469.0,-30.0,0.0,0.0,0.0,0.0,7366.0,0.0,0.0
457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491.0,807.0,1394.0,0.0,0.0,224.0,31.0,1003.0,72812.0,57415.0,198.0,66938.0,0.0,745.0,9325.0,0.0,5874.0,60.0,72812.0,0.0,0.0,1988.0,0.0,0.0,3940.0,0.0,12398.0,45017.0,,,0.0,68442.0,67697.0,-114.0,162.0,0.0,0.0,0.0,5874.0,3.0,0.0
505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15616.0,4369.0,81436.0,0.0,1831.0,10181.0,0.0,20705.0,753438.0,657954.0,9796.0,689750.0,53.0,8347.0,22000.0,0.0,63635.0,6480.0,753438.0,0.0,0.0,42680.0,0.0,0.0,18403.0,0.0,167206.0,490748.0,,,0.0,627647.0,619300.0,-3928.0,0.0,0.0,0.0,0.0,63688.0,0.0,0.0
1155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14091.0,10591.0,65271.0,0.0,9358.0,7345.0,120.0,10004.0,464756.0,417209.0,2479.0,419688.0,0.0,4243.0,0.0,0.0,45068.0,1600.0,464756.0,0.0,0.0,26441.0,0.0,0.0,23696.0,326.0,73335.0,343874.0,,,0.0,340003.0,335760.0,-6669.0,11890.0,0.0,0.0,0.0,45068.0,0.0,0.0
1351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6484.0,6066.0,9601.0,0.0,0.0,4294.0,125.0,1899.0,198121.0,168471.0,432.0,168903.0,0.0,1250.0,0.0,0.0,29218.0,240.0,198121.0,0.0,0.0,29411.0,0.0,0.0,530.0,0.0,31663.0,136808.0,,,0.0,103004.0,101754.0,-963.0,0.0,0.0,0.0,0.0,29218.0,0.0,67898.0
1454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25133.0,9408.0,482242.0,0.0,0.0,4011.0,0.0,16625.0,960547.0,916703.0,1246.0,917949.0,0.0,5719.0,0.0,0.0,42598.0,1000.0,960547.0,0.0,0.0,117264.0,0.0,0.0,1214.0,210.0,307218.0,609485.0,,,0.0,428546.0,422827.0,-76880.0,0.0,0.0,0.0,0.0,42598.0,91.0,0.0
1669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10330.0,5151.0,66594.0,0.0,0.0,3652.0,0.0,20542.0,399086.0,342201.0,1204.0,355405.0,0.0,4722.0,12000.0,0.0,43681.0,800.0,399086.0,0.0,0.0,49055.0,0.0,0.0,800.0,0.0,81633.0,260568.0,,,0.0,269965.0,265243.0,-6974.0,0.0,0.0,0.0,0.0,43681.0,0.0,27574.0
1856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6271.0,618.0,9163.0,0.0,98.0,436.0,1100.0,616.0,44090.0,37891.0,38.0,37929.0,0.0,279.0,0.0,0.0,6161.0,500.0,44090.0,0.0,0.0,238.0,0.0,0.0,5732.0,0.0,5784.0,32107.0,,,0.0,25067.0,24788.0,-309.0,0.0,0.0,0.0,0.0,6161.0,0.0,1000.0
2161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9341.0,7625.0,108688.0,0.0,0.0,17548.0,0.0,16864.0,371832.0,335655.0,6264.0,348919.0,0.0,2828.0,7000.0,0.0,22913.0,1000.0,371832.0,0.0,0.0,15605.0,0.0,0.0,20476.0,0.0,90831.0,244824.0,,,0.0,214594.0,211766.0,-14168.0,0.0,0.0,0.0,0.0,22913.0,0.0,0.0
