IDRSSD,RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD9106,RIADA220,RIADA251,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJJ33
37.0,9.0,0.0,0.0,449.0,54.0,0.0,,,41.0,,239.0,0.0,,0.0,175.0,641.0,78.0,30.0,257.0,661.0,816.0,46.0,356.0,19.0,,0.0,,,48.0,58.0,58.0,0.0,36.0,58.0,154.0,38.0,184.0,7.0,,6.0,0.0,0.0,,,,,,0.0,,,false,0.0,162.0,,47.0,29.0,,0.0,,0.0,48.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,58.0,0.0,,,,,155.0,4.0,58.0,0.0,0.0,0.0,0.0
242.0,67.0,0.0,0.0,556.0,34.0,18.0,,,33.0,,69.0,0.0,,0.0,231.0,483.0,34.0,18.0,60.0,266.0,714.0,18.0,179.0,12.0,,2.0,,,27.0,240.0,251.0,11.0,5.0,240.0,196.0,187.0,29.0,15.0,,0.0,0.0,0.0,,,,,,0.0,,,true,0.0,106.0,,53.0,0.0,,0.0,,0.0,16.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,240.0,19.0,,,,,78.0,50.0,251.0,0.0,0.0,0.0,0.0
279.0,385.0,0.0,0.0,3736.0,94.0,67.0,0.0,,78.0,,156.0,2.0,,0.0,2455.0,2992.0,-3590.0,162.0,995.0,2981.0,5447.0,256.0,1668.0,66.0,,0.0,,,285.0,-2612.0,-3301.0,-689.0,32.0,-2612.0,2318.0,1135.0,113.0,102.0,,169.0,37.0,-3781.0,,,,,,0.0,,,false,0.0,111.0,,38.0,1023.0,,2.0,,-283.0,273.0,0.0,33.0,,,,,,,,,,,,,0.0,,,,,,0.0,-2612.0,696.0,,,,,995.0,277.0,-3301.0,0.0,0.0,0.0,-278.0
354.0,59.0,0.0,0.0,1445.0,45.0,83.0,,,13.0,,0.0,0.0,,0.0,456.0,1092.0,70.0,17.0,653.0,1269.0,1548.0,8.0,506.0,24.0,,0.0,,,110.0,-87.0,-117.0,-30.0,0.0,-87.0,421.0,436.0,0.0,0.0,,5.0,0.0,51.0,,,,,,0.0,,,false,0.0,530.0,,7.0,0.0,,0.0,,0.0,2.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,-87.0,36.0,,,,,326.0,35.0,-117.0,0.0,0.0,0.0,10.0
457.0,135.0,0.0,0.0,1144.0,170.0,37.0,133.0,,147.0,,7.0,0.0,,0.0,465.0,730.0,-5.0,20.0,176.0,487.0,1195.0,4.0,268.0,8.0,,0.0,,,43.0,198.0,198.0,0.0,14.0,198.0,452.0,259.0,0.0,1.0,,0.0,-25.0,0.0,,,,,,0.0,,,true,0.0,116.0,,3.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,198.0,60.0,,,,,212.0,57.0,195.0,3.0,0.0,0.0,43.0
505.0,2173.0,0.0,0.0,8396.0,409.0,0.0,0.0,,121.0,,189.0,0.0,,308.0,3495.0,5953.0,1051.0,164.0,1571.0,5335.0,9448.0,40.0,3256.0,124.0,,1.0,,,508.0,1199.0,1489.0,290.0,117.0,1199.0,3586.0,3686.0,0.0,47.0,,175.0,0.0,0.0,,,,,,0.0,,,false,0.0,594.0,,136.0,512.0,,17.0,,0.0,512.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,1199.0,450.0,,,,,699.0,125.0,1489.0,0.0,43.0,7.0,180.0
1155.0,291.0,0.0,0.0,5849.0,1266.0,23.0,274.0,,340.0,,344.0,0.0,,96.0,2075.0,4439.0,1052.0,111.0,1169.0,3374.0,6514.0,119.0,1824.0,80.0,,0.0,,,363.0,1785.0,1814.0,29.0,38.0,1785.0,1666.0,2429.0,167.0,1117.0,,12.0,0.0,53.0,,,,,,0.0,,,true,9.0,139.0,,107.0,60.0,,0.0,,6.0,682.0,0.0,18.0,,,,,,,,,,,,,0.0,,,,,,0.0,1785.0,0.0,,,,,471.0,196.0,1814.0,0.0,99.0,5.0,303.0
1351.0,339.0,0.0,0.0,2481.0,475.0,0.0,127.0,,127.0,,59.0,0.0,,0.0,1451.0,1475.0,164.0,87.0,294.0,1059.0,2926.0,89.0,630.0,36.0,,0.0,,,135.0,535.0,535.0,0.0,0.0,535.0,423.0,963.0,59.0,133.0,,0.0,0.0,0.0,,,,,,0.0,,,true,0.0,493.0,,297.0,0.0,,0.0,,0.0,61.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,535.0,0.0,,,,,694.0,285.0,535.0,0.0,0.0,16.0,45.0
1454.0,396.0,0.0,0.0,6257.0,1185.0,0.0,74.0,,74.0,,767.0,7.0,,1200.0,1872.0,7140.0,2652.0,71.0,2060.0,6267.0,9012.0,553.0,3292.0,132.0,,0.0,,,915.0,3529.0,3529.0,0.0,7.0,3529.0,1320.0,3444.0,193.0,640.0,,11.0,0.0,50.0,,,,,,0.0,,,true,0.0,234.0,,635.0,782.0,,25.0,,0.0,1063.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,3529.0,0.0,,,,,430.0,406.0,3525.0,4.0,243.0,0.0,0.0
1669.0,54.0,0.0,0.0,4335.0,512.0,0.0,120.0,,122.0,,127.0,2.0,,0.0,2088.0,2733.0,476.0,92.0,771.0,2020.0,4821.0,123.0,1079.0,50.0,,0.0,,,170.0,882.0,1065.0,183.0,2.0,882.0,2247.0,1075.0,90.0,778.0,,12.0,0.0,0.0,,,,,,0.0,,,false,0.0,379.0,,136.0,86.0,,0.0,,6.0,378.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,882.0,87.0,,,,,747.0,422.0,1065.0,0.0,0.0,0.0,124.0
1856.0,146.0,0.0,0.0,557.0,59.0,34.0,64.0,,64.0,,58.0,0.0,,0.0,399.0,499.0,23.0,6.0,137.0,284.0,898.0,140.0,112.0,8.0,,0.0,,,35.0,223.0,223.0,0.0,0.0,223.0,147.0,204.0,0.0,1.0,,10.0,0.0,0.0,,,,,,0.0,,,true,0.0,83.0,,1.0,98.0,,0.0,,0.0,15.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,223.0,0.0,,,,,208.0,44.0,223.0,0.0,0.0,2.0,15.0
2161.0,518.0,0.0,0.0,3755.0,160.0,54.0,15.0,,15.0,,201.0,0.0,,0.0,1545.0,3029.0,537.0,196.0,1178.0,3194.0,4574.0,27.0,1643.0,76.0,,59.0,,,373.0,-128.0,-108.0,20.0,0.0,-128.0,1516.0,2015.0,131.0,360.0,,28.0,0.0,0.0,,,,,,0.0,,,false,13.0,36.0,,9.0,500.0,,0.0,,0.0,341.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,-128.0,235.0,,,,,201.0,172.0,-108.0,0.0,0.0,0.0,480.0
2732.0,971.0,0.0,0.0,6946.0,466.0,0.0,0.0,,8.0,,68.0,0.0,,50.0,3399.0,5046.0,189.0,67.0,967.0,3517.0,8445.0,1312.0,2138.0,63.0,,0.0,,,412.0,1163.0,1663.0,500.0,0.0,1163.0,502.0,5968.0,66.0,163.0,,0.0,0.0,0.0,,,,,,0.0,,,false,0.0,2.0,,119.0,0.0,,0.0,,0.0,64.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,1163.0,0.0,,,,,802.0,1463.0,1663.0,0.0,8.0,0.0,55.0
2750.0,95.0,0.0,0.0,934.0,95.0,3.0,522.0,,556.0,,55.0,0.0,,0.0,441.0,610.0,52.0,8.0,160.0,496.0,1051.0,2.0,298.0,9.0,,2.0,,,38.0,168.0,168.0,0.0,0.0,168.0,12.0,253.0,54.0,30.0,,11.0,0.0,0.0,,,,,,0.0,,,true,0.0,18.0,,44.0,2.0,,8.0,,0.0,36.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,168.0,130.0,,,,,135.0,49.0,166.0,2.0,0.0,0.0,0.0
3252.0,81.0,0.0,0.0,2441.0,195.0,264.0,1075.0,,1090.0,,334.0,5.0,,0.0,972.0,3567.0,892.0,189.0,414.0,1396.0,4539.0,0.0,939.0,40.0,,0.0,,,43.0,3028.0,3063.0,35.0,15.0,3028.0,0.0,880.0,322.0,80.0,,23.0,0.0,0.0,,,,,,0.0,,,true,0.0,276.0,,873.0,599.0,,91.0,,0.0,612.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,3028.0,21.0,,,,,353.0,437.0,3063.0,0.0,0.0,0.0,0.0
3458.0,18.0,0.0,0.0,794.0,71.0,7.0,63.0,,63.0,,58.0,1.0,,0.0,480.0,481.0,49.0,20.0,204.0,610.0,961.0,36.0,302.0,19.0,,7.0,,,104.0,-65.0,-96.0,-31.0,1.0,-65.0,216.0,384.0,25.0,5.0,,3.0,0.0,0.0,,,,,,0.0,,,false,0.0,60.0,,20.0,42.0,,0.0,,0.0,29.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,-65.0,7.0,,,,,358.0,85.0,-96.0,0.0,0.0,0.0,16.0
3720.0,165.0,0.0,0.0,2709.0,362.0,3.0,54.0,,94.0,,209.0,0.0,,0.0,1054.0,3016.0,666.0,185.0,768.0,2252.0,4070.0,543.0,1270.0,58.0,,0.0,,,214.0,1120.0,1410.0,290.0,37.0,1120.0,685.0,1374.0,173.0,224.0,,5.0,0.0,10.0,,,,,,0.0,,,false,0.0,194.0,,213.0,388.0,,0.0,,0.0,432.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,1120.0,0.0,,,,,456.0,209.0,1410.0,0.0,39.0,0.0,20.0
3971.0,1190.0,0.0,0.0,13766.0,3445.0,28.0,31.0,,31.0,,396.0,461.0,,0.0,6540.0,9863.0,1058.0,174.0,2443.0,7345.0,16403.0,466.0,4096.0,128.0,,0.0,,,566.0,-1208.0,-1670.0,-462.0,0.0,-1208.0,1735.0,6472.0,81.0,245.0,,311.0,0.0,0.0,,,,,,0.0,,,false,0.0,2083.0,,734.0,241.0,,39.0,,0.0,528.0,0.0,240.0,,,,,,,,,,,,,0.0,,,,,,0.0,-1208.0,925.0,,,,,3196.0,984.0,-1661.0,-9.0,5.0,312.0,5237.0
4156.0,353.0,0.0,0.0,2814.0,308.0,16.0,136.0,,137.0,,159.0,0.0,,0.0,1420.0,1706.0,323.0,98.0,636.0,1865.0,3126.0,16.0,1003.0,41.0,,51.0,,,226.0,148.0,166.0,18.0,4.0,148.0,1011.0,1317.0,96.0,100.0,,11.0,0.0,0.0,,,,,,0.0,,,true,0.0,41.0,,75.0,35.0,,0.0,,0.0,221.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,148.0,162.0,,,,,575.0,179.0,164.0,2.0,4.0,0.0,0.0
4231.0,112.0,-137.0,0.0,863.0,65.0,0.0,,,27.0,,184.0,0.0,,0.0,340.0,1551.0,186.0,93.0,339.0,793.0,1891.0,476.0,409.0,22.0,,0.0,,,45.0,642.0,807.0,165.0,0.0,642.0,243.0,465.0,123.0,22.0,,0.0,0.0,0.0,,,,,,0.0,,,false,0.0,63.0,,170.0,198.0,,0.0,,0.0,93.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,642.0,0.0,,,,,164.0,42.0,807.0,0.0,0.0,0.0,0.0
5069.0,595.0,0.0,0.0,12103.0,55.0,0.0,0.0,,0.0,,168.0,0.0,,0.0,3670.0,9477.0,34.0,0.0,620.0,703.0,13147.0,876.0,2479.0,23.0,,0.0,,,-2396.0,8341.0,8635.0,294.0,0.0,8341.0,1355.0,10693.0,19.0,1.0,,0.0,0.0,0.0,,,,,,0.0,,,true,0.0,0.0,,0.0,0.0,,30.0,,0.0,4.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,8341.0,2.0,,,,,2278.0,794.0,8644.0,-9.0,0.0,0.0,164.0
5135.0,355.0,0.0,0.0,8153.0,880.0,0.0,2073.0,,2161.0,,15.0,0.0,,0.0,2793.0,7530.0,464.0,232.0,753.0,3812.0,10323.0,984.0,2593.0,104.0,,0.0,,,466.0,3036.0,3972.0,936.0,89.0,3036.0,1445.0,3378.0,15.0,208.0,,25.0,0.0,0.0,,,,,,0.0,,,false,23.0,266.0,,1146.0,0.0,,0.0,,-5.0,236.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,3036.0,124.0,,,,,1427.0,679.0,3972.0,0.0,0.0,1.0,210.0
5210.0,570.0,69.0,0.0,21790.0,1834.0,0.0,170.0,,373.0,,782.0,0.0,,809.0,5118.0,20848.0,3492.0,991.0,2945.0,15373.0,25966.0,750.0,9617.0,362.0,,10.0,,,2670.0,7111.0,8954.0,1843.0,199.0,7111.0,6243.0,13215.0,284.0,265.0,,231.0,0.0,48.0,,,,,,0.0,,,false,0.0,125.0,,463.0,1950.0,,0.0,,0.0,1490.0,0.0,141.0,,,,,,,,,,,,,0.0,,,,,,0.0,7111.0,2942.0,,,,,1065.0,266.0,8964.0,-10.0,154.0,0.0,72.0
5461.0,848.0,0.0,0.0,5146.0,383.0,0.0,64.0,,88.0,,505.0,0.0,,0.0,1965.0,5551.0,658.0,355.0,1525.0,5191.0,7516.0,822.0,2891.0,100.0,,0.0,,,772.0,979.0,1018.0,39.0,0.0,979.0,524.0,4111.0,505.0,7.0,,189.0,0.0,0.0,,,,,,0.0,,,true,0.0,40.0,,369.0,485.0,,1.0,,0.0,302.0,0.0,3.0,,,,,,,,,,,,,0.0,,,,,,0.0,979.0,605.0,,,,,203.0,302.0,1018.0,0.0,0.0,0.0,0.0
5751.0,953.0,-551.0,0.0,2753.0,678.0,197.0,398.0,,413.0,,674.0,0.0,,146.0,2015.0,2439.0,323.0,76.0,601.0,1872.0,4454.0,1.0,1184.0,45.0,,0.0,,,87.0,315.0,340.0,25.0,15.0,315.0,485.0,1102.0,74.0,93.0,,5.0,0.0,0.0,,,,,,0.0,,,true,0.0,75.0,,83.0,741.0,,0.0,,0.0,93.0,0.0,0.0,,,,,,,,,1.0,,0.0,,0.0,,,,,,0.0,315.0,9.0,,,,,366.0,594.0,339.0,1.0,0.0,8.0,0.0
6039.0,249.0,0.0,0.0,6147.0,468.0,368.0,41.0,,81.0,,9.0,0.0,,0.0,1545.0,5684.0,634.0,331.0,951.0,3924.0,7229.0,373.0,2592.0,107.0,,0.0,0.0,0.0,381.0,1557.0,2067.0,510.0,7.0,1557.0,1379.0,4037.0,9.0,31.0,1.0,0.0,0.0,70.0,,,,,,0.0,0.0,0.0,false,15.0,167.0,,329.0,3.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,1557.0,,,,,,904.0,361.0,2067.0,0.0,,,327.0
6329.0,3233.0,0.0,0.0,32526.0,1943.0,0.0,6.0,,60.0,,76.0,0.0,,0.0,8093.0,26877.0,3941.0,1058.0,8444.0,19335.0,34970.0,1146.0,8943.0,415.0,,122.0,141.0,0.0,1948.0,5348.0,6983.0,1635.0,5.0,5348.0,5895.0,8374.0,75.0,849.0,14.0,30.0,0.0,740.0,110.0,,,,,0.0,0.0,0.0,false,0.0,16254.0,,351.0,841.0,0.0,0.0,0.0,-138.0,1918.0,0.0,0.0,0.0,253.0,12.0,98.0,0.0,,,,,,,,0.0,,,,,,0.0,5348.0,,1017.0,17.0,17.0,7.0,2738.0,1010.0,6983.0,0.0,,,4500.0
7009.0,3755.0,-251.0,0.0,5308.0,1226.0,0.0,0.0,,14.0,,290.0,0.0,,28638.0,3755.0,4501.0,28677.0,0.0,13128.0,22595.0,8256.0,1703.0,8878.0,155.0,,0.0,,,589.0,7635.0,10357.0,2722.0,0.0,7635.0,0.0,0.0,290.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,false,0.0,4068.0,,955.0,0.0,,0.0,,0.0,39.0,0.0,0.0,,,,,,,,,26.0,,0.0,,0.0,,,,,,0.0,7635.0,0.0,,,,,0.0,0.0,10332.0,25.0,0.0,0.0,0.0
7045.0,270.0,-36.0,0.0,1447.0,100.0,0.0,,,107.0,,496.0,0.0,,4.0,635.0,1919.0,262.0,69.0,546.0,1584.0,2554.0,267.0,937.0,50.0,,0.0,0.0,0.0,101.0,485.0,561.0,76.0,0.0,485.0,710.0,256.0,330.0,53.0,0.0,10.0,0.0,0.0,,,,,,0.0,0.0,,false,8.0,266.0,,14.0,320.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,485.0,,,,,,269.0,43.0,561.0,0.0,,,0.0
7072.0,401.0,0.0,0.0,4094.0,340.0,94.0,0.0,,4.0,,270.0,0.0,,0.0,2018.0,2801.0,436.0,201.0,913.0,3081.0,4819.0,6.0,1575.0,71.0,,0.0,,,553.0,154.0,182.0,28.0,0.0,154.0,1973.0,1754.0,47.0,168.0,,69.0,0.0,18.0,,,,,,0.0,,,false,0.0,23.0,,56.0,230.0,,15.0,,21.0,181.0,0.0,40.0,,,,,,,,,,,,,0.0,,,,,,0.0,154.0,220.0,,,,,782.0,447.0,182.0,0.0,0.0,0.0,-26.0
7456.0,79.0,0.0,0.0,1550.0,240.0,0.0,797.0,,799.0,,191.0,0.0,,0.0,560.0,1243.0,141.0,19.0,221.0,894.0,1803.0,44.0,594.0,24.0,,1.0,,,79.0,456.0,470.0,14.0,2.0,456.0,78.0,391.0,173.0,125.0,,5.0,0.0,0.0,,,,,,0.0,,,true,0.0,42.0,,11.0,2.0,,50.0,,0.0,66.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,456.0,2.0,,,,,236.0,117.0,470.0,0.0,0.0,6.0,20.0
7634.0,30.0,0.0,0.0,1146.0,179.0,0.0,157.0,,157.0,,36.0,0.0,,0.0,423.0,922.0,66.0,44.0,257.0,548.0,1345.0,100.0,256.0,12.0,,0.0,,,35.0,395.0,395.0,0.0,0.0,395.0,276.0,308.0,36.0,12.0,,2.0,0.0,0.0,,,,,,0.0,,,true,0.0,226.0,,18.0,43.0,,0.0,,0.0,22.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,395.0,0.0,,,,,251.0,130.0,395.0,0.0,0.0,0.0,45.0
8462.0,28.0,36.0,0.0,1534.0,342.0,55.0,391.0,,391.0,,181.0,0.0,,0.0,1083.0,1192.0,189.0,66.0,307.0,775.0,2275.0,21.0,444.0,20.0,,0.0,,,24.0,617.0,617.0,0.0,0.0,617.0,250.0,253.0,181.0,139.0,,23.0,0.0,6.0,,,,,,0.0,,,true,0.0,298.0,,135.0,326.0,,0.0,,0.0,117.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,617.0,82.0,,,,,223.0,611.0,617.0,0.0,0.0,0.0,25.0
8631.0,11.0,0.0,0.0,474.0,69.0,34.0,,,13.0,,6.0,0.0,,0.0,218.0,466.0,61.0,5.0,198.0,496.0,684.0,84.0,249.0,16.0,,0.0,,,49.0,27.0,31.0,4.0,10.0,27.0,239.0,103.0,6.0,0.0,,1.0,0.0,0.0,,,,,,0.0,,,false,0.0,50.0,,58.0,27.0,,0.0,,0.0,56.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,27.0,0.0,,,,,120.0,87.0,31.0,0.0,0.0,0.0,0.0
9357.0,1784.0,0.0,0.0,6474.0,4232.0,1.0,0.0,,1043.0,,6.0,318.0,,0.0,2022.0,6777.0,430.0,173.0,1079.0,4738.0,8799.0,1661.0,3170.0,77.0,,0.0,,,323.0,2337.0,2337.0,0.0,0.0,2337.0,38.0,1091.0,0.0,188.0,,4.0,0.0,0.0,,,,,,0.0,,,true,0.0,70.0,,132.0,203.0,,0.0,,20.0,237.0,0.0,166.0,,,,,,,,,,,,,0.0,,,,,,0.0,2337.0,0.0,,,,,17.0,33.0,2344.0,-7.0,0.0,0.0,125.0
9553.0,200.0,0.0,0.0,2070.0,267.0,43.0,890.0,,928.0,,366.0,0.0,,0.0,1348.0,1389.0,58.0,12.0,272.0,722.0,2737.0,59.0,403.0,14.0,,0.0,,,47.0,711.0,725.0,14.0,0.0,711.0,173.0,681.0,335.0,89.0,,68.0,0.0,0.0,,,,,,0.0,,,true,0.0,21.0,,16.0,115.0,,0.0,,0.0,46.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,711.0,521.0,,,,,396.0,142.0,725.0,0.0,0.0,0.0,0.0
9807.0,7439.0,0.0,0.0,26988.0,563.0,0.0,0.0,,0.0,,3176.0,0.0,,103.0,12541.0,21928.0,5940.0,427.0,2174.0,9043.0,34469.0,2155.0,5491.0,223.0,,221.0,593.0,0.0,1378.0,18813.0,18813.0,0.0,0.0,18813.0,3239.0,23178.0,2043.0,295.0,0.0,162.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,true,0.0,8.0,,522.0,1466.0,0.0,23.0,0.0,0.0,5387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,18813.0,,46.0,43.0,207.0,131.0,1891.0,2102.0,18825.0,-12.0,,,0.0
9955.0,606.0,0.0,0.0,1616.0,248.0,122.0,,,42.0,,126.0,184.0,,0.0,1068.0,1859.0,125.0,83.0,284.0,1076.0,2927.0,697.0,655.0,23.0,,0.0,,,137.0,868.0,908.0,40.0,1.0,868.0,298.0,1013.0,62.0,135.0,,53.0,0.0,0.0,,,,,,0.0,,,true,0.0,15.0,,118.0,11.0,,0.0,,0.0,42.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,868.0,228.0,,,,,61.0,38.0,908.0,0.0,0.0,0.0,0.0
10250.0,375.0,0.0,0.0,5387.0,1547.0,23.0,0.0,,0.0,,714.0,0.0,,0.0,2258.0,4662.0,1032.0,345.0,1353.0,4606.0,6920.0,76.0,2908.0,95.0,,53.0,,,345.0,892.0,938.0,46.0,0.0,892.0,1238.0,2226.0,658.0,327.0,,47.0,0.0,6.0,,,,,,0.0,,,true,0.0,376.0,,121.0,552.0,,0.0,,0.0,603.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,892.0,31.0,,,,,1114.0,358.0,938.0,0.0,62.0,16.0,150.0
10849.0,332.0,0.0,0.0,2939.0,214.0,0.0,130.0,,168.0,,140.0,0.0,,0.0,1605.0,1938.0,137.0,92.0,461.0,1643.0,3543.0,57.0,1007.0,48.0,,6.0,,,175.0,331.0,387.0,56.0,12.0,331.0,785.0,1748.0,8.0,32.0,,168.0,0.0,0.0,,,,,,0.0,,,false,0.0,24.0,,103.0,136.0,,0.0,,-20.0,64.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,331.0,19.0,,,,,774.0,442.0,387.0,0.0,1.0,0.0,45.0
11145.0,368.0,0.0,0.0,3996.0,360.0,175.0,0.0,,23.0,,917.0,0.0,,0.0,1601.0,4160.0,560.0,172.0,856.0,2879.0,5761.0,120.0,1515.0,78.0,,0.0,226.0,0.0,508.0,1487.0,1822.0,335.0,23.0,1487.0,1212.0,1390.0,149.0,46.0,0.0,219.0,0.0,19.0,,,,,,0.0,0.0,0.0,false,0.0,1011.0,,0.0,334.0,0.0,9.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,1487.0,,,,,,632.0,329.0,1822.0,0.0,,,19.0
11640.0,137.0,0.0,0.0,3879.0,566.0,0.0,1015.0,,1015.0,,446.0,0.0,,224.0,2116.0,2618.0,506.0,175.0,315.0,2126.0,4734.0,153.0,1466.0,46.0,,10.0,,,345.0,865.0,995.0,130.0,0.0,865.0,543.0,1592.0,284.0,1149.0,,26.0,0.0,0.0,,,,,,0.0,,,false,0.0,163.0,,122.0,108.0,,0.0,,0.0,107.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,865.0,0.0,,,,,469.0,351.0,995.0,0.0,0.0,0.0,3.0
11837.0,98.0,-4.0,0.0,1161.0,40.0,0.0,,,12.0,,113.0,0.0,,0.0,1214.0,691.0,126.0,54.0,208.0,656.0,1905.0,65.0,412.0,15.0,,9.0,,,36.0,128.0,157.0,29.0,0.0,128.0,368.0,670.0,43.0,712.0,,3.0,0.0,0.0,,,,,,0.0,,,false,5.0,66.0,,400.0,163.0,,0.0,,3.0,69.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,128.0,0.0,,,,,179.0,216.0,157.0,0.0,0.0,0.0,0.0
12030.0,552.0,0.0,0.0,7858.0,686.0,130.0,47.0,,64.0,,0.0,0.0,,0.0,2604.0,6938.0,2320.0,401.0,2083.0,3785.0,9542.0,951.0,1398.0,75.0,,0.0,,,304.0,5173.0,5473.0,300.0,0.0,5173.0,1358.0,5099.0,0.0,29.0,,7.0,1437.0,0.0,,,,,,0.0,,,false,0.0,651.0,,535.0,61.0,,0.0,,0.0,440.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,5173.0,0.0,,,,,1570.0,453.0,5473.0,0.0,0.0,42.0,0.0
12142.0,70.0,0.0,0.0,2473.0,523.0,70.0,72.0,,72.0,,256.0,1.0,,0.0,942.0,2548.0,640.0,163.0,543.0,2039.0,3490.0,248.0,1165.0,60.0,,0.0,,,331.0,915.0,1119.0,204.0,1.0,915.0,736.0,713.0,256.0,210.0,,0.0,0.0,0.0,,,,,,0.0,,,false,0.0,429.0,,76.0,366.0,,0.0,,0.0,477.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,915.0,93.0,,,,,348.0,221.0,1119.0,0.0,0.0,0.0,30.0
12311.0,483335.0,0.0,0.0,1742254.0,644676.0,0.0,3368.0,0.0,,18564.0,160232.0,79998.0,0.0,48553.0,1033753.0,1349181.0,414707.0,86462.0,347568.0,1060956.0,2382934.0,133855.0,577721.0,18687.0,0.0,7797.0,156314.0,12768.0,123699.0,492878.0,595577.0,102699.0,21509.0,481875.0,426689.0,346777.0,26691.0,199226.0,647.0,9202.0,476.0,31631.0,169.0,5181.0,24981.0,0.0,863.0,0.0,31025.0,-254.0,false,28044.0,252672.0,21464.0,44817.0,212576.0,-1854.0,35422.0,0.0,1256.0,180977.0,0.0,11968.0,0.0,-3.0,356.0,0.0,406.0,0.0,0.0,0.0,12983.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,31387.0,11003.0,492878.0,,23616.0,6068.0,8855.0,47922.0,135952.0,38361.0,595564.0,13.0,,,107368.0
