IDRSSD,RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD9106,RIADA220,RIADA251,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJJ33
84541.0,3970.0,0.0,0.0,28312.0,5872.0,13.0,1617.0,,1800.0,,1635.0,15.0,,0.0,14501.0,20850.0,4153.0,1606.0,4408.0,17658.0,35351.0,468.0,9941.0,421.0,,1.0,,,2859.0,5388.0,6859.0,1471.0,165.0,5388.0,5137.0,14562.0,1103.0,2602.0,,166.0,26.0,215.0,,,,,,0.0,,,false,51.0,890.0,,542.0,4200.0,,0.0,,0.0,1981.0,0.0,450.0,,,,,,,,,,,,,0.0,,,,,,0.0,5388.0,2789.0,,,,,2544.0,2595.0,6859.0,0.0,312.0,13.0,486.0
85052.0,348.0,0.0,0.0,1129.0,152.0,75.0,,,43.0,,242.0,0.0,,0.0,1878.0,767.0,63.0,17.0,209.0,704.0,2645.0,484.0,427.0,18.0,,32.0,,,68.0,127.0,126.0,-1.0,33.0,127.0,56.0,859.0,117.0,358.0,,9.0,0.0,0.0,,,,,,0.0,,,false,0.0,19.0,,10.0,696.0,,0.0,,0.0,46.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,127.0,202.0,,,,,624.0,314.0,126.0,0.0,0.0,0.0,0.0
85472.0,13634.0,-110.0,0.0,137096.0,13389.0,0.0,0.0,,0.0,,9271.0,24.0,,526.0,73050.0,87549.0,8560.0,2060.0,17642.0,56065.0,160599.0,2102.0,30981.0,890.0,,411.0,12783.0,0.0,6598.0,28527.0,39344.0,10817.0,0.0,28527.0,31941.0,91007.0,775.0,20796.0,183.0,1496.0,0.0,357.0,0.0,,,,,0.0,0.0,0.0,false,0.0,759.0,,533.0,10077.0,0.0,35.0,0.0,0.0,5582.0,0.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,28527.0,,639.0,213.0,253.0,956.0,21010.0,4416.0,39344.0,0.0,,,590.0
85931.0,561.0,0.0,0.0,2435.0,330.0,192.0,0.0,,8.0,,282.0,58.0,,0.0,1447.0,2174.0,282.0,89.0,866.0,2028.0,3621.0,326.0,1032.0,38.0,,0.0,,,130.0,354.0,368.0,14.0,59.0,354.0,1506.0,483.0,240.0,96.0,,11.0,0.0,0.0,,,,,,0.0,,,false,0.0,108.0,,166.0,151.0,,0.0,,0.0,193.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,354.0,54.0,,,,,441.0,295.0,368.0,0.0,0.0,0.0,60.0
86349.0,130.0,0.0,0.0,5675.0,480.0,16.0,249.0,,256.0,,336.0,0.0,,0.0,2741.0,4076.0,1187.0,501.0,1535.0,4020.0,6817.0,374.0,2156.0,118.0,,0.0,,,329.0,1088.0,1088.0,0.0,0.0,1088.0,2477.0,1402.0,205.0,589.0,,15.0,0.0,3.0,,,,,,0.0,,,true,17.0,1043.0,,310.0,91.0,,0.0,,0.0,680.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,1088.0,345.0,,,,,1256.0,421.0,1088.0,0.0,0.0,3.0,155.0
86675.0,500.0,0.0,0.0,10405.0,71.0,0.0,0.0,,0.0,,233.0,0.0,,0.0,5978.0,7507.0,294.0,32.0,1785.0,6524.0,13485.0,1858.0,3848.0,149.0,,0.0,,,760.0,986.0,1360.0,374.0,0.0,986.0,5436.0,4895.0,109.0,11.0,,58.0,0.0,0.0,,,,,,0.0,,,false,0.0,3.0,,229.0,702.0,,0.0,,0.0,262.0,0.0,131.0,,,,,,,,,,,,,0.0,,,,,,0.0,986.0,910.0,,,,,3702.0,855.0,1360.0,0.0,0.0,0.0,-83.0
87047.0,13.0,0.0,0.0,1095.0,11.0,30.0,,,0.0,,291.0,0.0,,3.0,449.0,1192.0,151.0,36.0,329.0,1039.0,1641.0,9.0,582.0,29.0,,0.0,,,128.0,297.0,304.0,7.0,0.0,297.0,458.0,619.0,245.0,39.0,,10.0,0.0,0.0,,,,,,0.0,,,false,0.0,7.0,,94.0,112.0,,0.0,,0.0,112.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,297.0,0.0,,,,,304.0,93.0,304.0,0.0,0.0,0.0,0.0
87234.0,1927.0,0.0,0.0,10101.0,606.0,0.0,0.0,,50.0,,156.0,0.0,,61.0,5442.0,5923.0,1590.0,235.0,1524.0,6085.0,11365.0,793.0,4170.0,146.0,,0.0,,,391.0,1076.0,1278.0,202.0,0.0,1076.0,4516.0,4876.0,79.0,1074.0,,40.0,0.0,788.0,,,,,,0.0,,,false,0.0,53.0,,55.0,220.0,,0.0,,0.0,190.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,1076.0,109.0,,,,,1008.0,1324.0,1278.0,0.0,316.0,0.0,150.0
87476.0,112.0,0.0,0.0,1859.0,50.0,0.0,,,0.0,,0.0,0.0,,0.0,1215.0,874.0,115.0,11.0,432.0,955.0,2089.0,138.0,489.0,22.0,,0.0,,,34.0,28.0,34.0,6.0,0.0,28.0,1301.0,459.0,0.0,255.0,,39.0,0.0,32.0,,,,,,0.0,,,false,0.0,49.0,,0.0,53.0,,-7.0,,0.0,39.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,28.0,190.0,,,,,461.0,197.0,34.0,0.0,0.0,40.0,0.0
87579.0,153.0,0.0,0.0,5933.0,185.0,0.0,0.0,,0.0,,42.0,0.0,,0.0,1145.0,5698.0,409.0,36.0,1263.0,4519.0,6843.0,461.0,2890.0,72.0,,0.0,15.0,0.0,366.0,1098.0,1455.0,357.0,0.0,1098.0,2238.0,3510.0,0.0,4.0,0.0,8.0,0.0,0.0,,,,,,0.0,0.0,0.0,false,0.0,0.0,,105.0,294.0,0.0,23.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,1098.0,,,,,,706.0,267.0,1513.0,-58.0,,,75.0
88231.0,2198.0,0.0,0.0,16550.0,737.0,0.0,16.0,,16.0,,107.0,0.0,,0.0,6273.0,11999.0,9450.0,332.0,5214.0,16702.0,18272.0,1281.0,10449.0,304.0,,0.0,,,1036.0,3601.0,4597.0,996.0,0.0,3601.0,8946.0,6782.0,87.0,338.0,,63.0,0.0,5361.0,,,,,,0.0,,,false,0.0,69.0,,254.0,17.0,,685.0,,13.0,3036.0,0.0,3.0,,,,,,,,,-421.0,,-4.0,,0.0,,,,,,0.0,3601.0,521.0,,,,,2218.0,998.0,4597.0,0.0,0.0,23.0,150.0
88259.0,62.0,0.0,0.0,905.0,81.0,0.0,193.0,,201.0,,16.0,4.0,,0.0,431.0,582.0,51.0,10.0,149.0,420.0,1013.0,48.0,247.0,9.0,,0.0,,,24.0,210.0,213.0,3.0,8.0,210.0,218.0,360.0,15.0,23.0,,5.0,0.0,0.0,,,,,,0.0,,,true,0.0,45.0,,16.0,19.0,,7.0,,0.0,34.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,210.0,91.0,,,,,125.0,130.0,213.0,0.0,0.0,0.0,0.0
88352.0,44.0,-94.0,0.0,2526.0,536.0,0.0,385.0,,385.0,,128.0,0.0,,0.0,543.0,2561.0,307.0,115.0,485.0,1213.0,3104.0,182.0,559.0,21.0,,0.0,0.0,0.0,169.0,1561.0,1561.0,0.0,0.0,1561.0,403.0,991.0,128.0,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,true,0.0,211.0,,48.0,220.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,1561.0,,,,,,348.0,150.0,1561.0,0.0,,,0.0
88455.0,488.0,-13.0,28.0,8968.0,835.0,352.0,3166.0,,3349.0,,913.0,0.0,,301.0,3818.0,7013.0,1691.0,82.0,1149.0,5187.0,10831.0,71.0,3545.0,121.0,,1.0,,,423.0,2789.0,3472.0,683.0,81.0,2789.0,400.0,4284.0,574.0,596.0,,0.0,0.0,59.0,,,,,,0.0,,,false,0.0,100.0,,8.0,519.0,,0.0,,0.0,340.0,0.0,70.0,,,,,,,,,,,,,0.0,,,,,,0.0,2789.0,935.0,,,,,1174.0,624.0,3472.0,0.0,309.0,600.0,60.0
89032.0,15.0,0.0,0.0,1373.0,198.0,7.0,,,38.0,,63.0,0.0,,0.0,910.0,1581.0,162.0,45.0,360.0,1374.0,2491.0,390.0,837.0,38.0,,0.0,,,177.0,301.0,369.0,68.0,0.0,301.0,314.0,737.0,37.0,499.0,,11.0,0.0,0.0,,,,,,0.0,,,false,0.0,86.0,,568.0,79.0,,0.0,,0.0,117.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,301.0,0.0,,,,,282.0,114.0,369.0,0.0,0.0,0.0,0.0
89135.0,3.0,0.0,0.0,1174.0,113.0,18.0,,,7.0,,13.0,0.0,,0.0,366.0,935.0,84.0,26.0,328.0,917.0,1301.0,71.0,478.0,27.0,,28.0,,,111.0,102.0,102.0,0.0,0.0,102.0,539.0,472.0,7.0,4.0,,4.0,0.0,0.0,,,,,,0.0,,,true,0.0,43.0,,0.0,21.0,,0.0,,7.0,51.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,102.0,0.0,,,,,222.0,109.0,102.0,0.0,0.0,0.0,0.0
89854.0,34.0,0.0,0.0,2687.0,435.0,170.0,259.0,,260.0,,27.0,3.0,,0.0,1260.0,1694.0,138.0,34.0,472.0,1203.0,2954.0,19.0,638.0,25.0,,0.0,,,93.0,447.0,584.0,137.0,0.0,447.0,637.0,1327.0,0.0,298.0,,0.0,0.0,7.0,,,,,,0.0,,,false,0.0,28.0,,17.0,31.0,,9.0,,0.0,88.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,447.0,148.0,,,,,635.0,145.0,584.0,0.0,0.0,0.0,45.0
89957.0,553.0,0.0,0.0,2630.0,352.0,70.0,,,2.0,,57.0,0.0,,0.0,1282.0,1670.0,84.0,27.0,346.0,1709.0,2952.0,155.0,1187.0,29.0,,0.0,,,176.0,21.0,26.0,5.0,0.0,21.0,801.0,1462.0,0.0,10.0,,0.0,0.0,0.0,,,,,,0.0,,,false,0.0,13.0,,29.0,11.0,,0.0,,0.0,57.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,21.0,59.0,,,,,315.0,345.0,26.0,0.0,0.0,0.0,19.0
90047.0,3.0,0.0,0.0,325.0,34.0,27.0,46.0,,46.0,,112.0,0.0,,0.0,180.0,295.0,30.0,23.0,67.0,243.0,475.0,8.0,128.0,7.0,,0.0,,,48.0,78.0,82.0,4.0,0.0,78.0,150.0,66.0,3.0,1.0,,0.0,0.0,0.0,,,,,,0.0,,,true,0.0,29.0,,0.0,3.0,,0.0,,0.0,7.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,78.0,0.0,,,,,145.0,31.0,82.0,0.0,0.0,0.0,0.0
90177.0,28.0,0.0,0.0,3795.0,0.0,0.0,0.0,,0.0,,28.0,0.0,,0.0,2063.0,2135.0,260.0,52.0,663.0,2134.0,4198.0,19.0,1171.0,55.0,,11.0,,,300.0,230.0,270.0,40.0,0.0,230.0,3761.0,22.0,28.0,5.0,,43.0,80.0,0.0,,,,,,0.0,,,false,0.0,12.0,,71.0,242.0,,14.0,,0.0,114.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,230.0,743.0,,,,,859.0,417.0,261.0,9.0,0.0,0.0,0.0
90328.0,264.0,-141.0,0.0,11147.0,679.0,4.0,75.0,,123.0,,285.0,0.0,,0.0,3119.0,8868.0,1841.0,551.0,2948.0,7920.0,11987.0,65.0,4265.0,228.0,,13.0,,,627.0,2097.0,2555.0,458.0,42.0,2097.0,4566.0,5616.0,49.0,39.0,,37.0,0.0,0.0,,,,,,0.0,,,false,0.0,163.0,,139.0,310.0,,0.0,,0.0,1273.0,0.0,80.0,,,,,,,,,,,,,0.0,,,,,,0.0,2097.0,424.0,,,,,1493.0,886.0,2555.0,0.0,7.0,10.0,93.0
90337.0,411.0,0.0,0.0,8670.0,2553.0,5.0,6.0,,6.0,,62.0,0.0,,0.0,1614.0,8222.0,1201.0,230.0,1832.0,5798.0,9836.0,989.0,3135.0,132.0,,0.0,0.0,0.0,831.0,3625.0,3625.0,0.0,0.0,3625.0,548.0,5499.0,43.0,148.0,0.0,18.0,0.0,477.0,,,,,,0.0,0.0,0.0,true,9.0,55.0,,25.0,67.0,0.0,32.0,0.0,0.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,3625.0,,,,,,602.0,453.0,3625.0,0.0,,,0.0
90579.0,34.0,0.0,0.0,4717.0,81.0,0.0,0.0,,0.0,,50.0,0.0,,0.0,1955.0,3691.0,530.0,104.0,1113.0,3953.0,5646.0,103.0,2382.0,84.0,,0.0,,,458.0,219.0,268.0,49.0,0.0,219.0,2364.0,2264.0,0.0,3.0,,28.0,0.0,0.0,,,,,,0.0,,,false,0.0,8.0,,292.0,456.0,,0.0,,0.0,426.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,219.0,279.0,,,,,1079.0,560.0,268.0,0.0,0.0,0.0,0.0
91615.0,140.0,0.0,0.0,1566.0,173.0,25.0,,,71.0,,51.0,0.0,,0.0,568.0,1177.0,133.0,25.0,431.0,1055.0,1745.0,19.0,468.0,29.0,,0.0,,,156.0,193.0,231.0,38.0,3.0,193.0,563.0,662.0,22.0,4.0,,7.0,0.0,0.0,,,,,,0.0,,,false,0.0,97.0,,13.0,64.0,,0.0,,0.0,108.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,193.0,4.0,,,,,261.0,159.0,234.0,-3.0,0.0,0.0,21.0
91754.0,462.0,-58.0,0.0,3829.0,350.0,0.0,74.0,,84.0,,3038.0,0.0,,0.0,6371.0,2265.0,1403.0,194.0,1888.0,3650.0,8636.0,1209.0,1514.0,60.0,,0.0,607.0,0.0,248.0,-40.0,-40.0,0.0,11.0,-40.0,1345.0,1748.0,2733.0,1247.0,636.0,7.0,0.0,0.0,,,,,,0.0,0.0,0.0,false,0.0,302.0,,381.0,172.0,0.0,0.0,0.0,0.0,1199.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,-40.0,,,,,,2735.0,1320.0,-40.0,0.0,,,0.0
91950.0,37.0,0.0,0.0,618.0,47.0,19.0,121.0,,126.0,,52.0,0.0,,0.0,198.0,517.0,51.0,12.0,209.0,479.0,715.0,0.0,226.0,11.0,,21.0,,,44.0,78.0,89.0,11.0,0.0,78.0,234.0,176.0,43.0,6.0,,0.0,0.0,0.0,,,,,,0.0,,,false,0.0,35.0,,13.0,13.0,,0.0,,0.0,39.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,78.0,6.0,,,,,89.0,39.0,89.0,0.0,0.0,0.0,0.0
92144.0,33.0,0.0,0.0,247.0,20.0,45.0,210.0,,210.0,,23.0,0.0,,0.0,120.0,281.0,7.0,1.0,119.0,238.0,401.0,4.0,112.0,5.0,,0.0,,,7.0,47.0,50.0,3.0,0.0,47.0,2.0,5.0,23.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,false,0.0,10.0,,70.0,12.0,,0.0,,0.0,6.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,47.0,0.0,,,,,83.0,4.0,50.0,0.0,0.0,0.0,0.0
92676.0,462.0,0.0,0.0,6540.0,932.0,2.0,0.0,,1105.0,,28.0,0.0,,0.0,1746.0,5791.0,705.0,208.0,1628.0,5258.0,7537.0,100.0,2957.0,103.0,,3.0,262.0,0.0,673.0,982.0,1197.0,215.0,61.0,982.0,1922.0,2579.0,28.0,8.0,0.0,34.0,0.0,0.0,,,,,,0.0,0.0,0.0,false,0.0,2.0,,257.0,576.0,0.0,32.0,0.0,-1.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,982.0,,,,,,571.0,440.0,1197.0,0.0,,,41.0
92706.0,44.0,0.0,0.0,3437.0,347.0,3.0,0.0,,43.0,,299.0,1.0,,0.0,1165.0,2933.0,467.0,99.0,937.0,2906.0,4098.0,147.0,1704.0,70.0,,0.0,,,265.0,393.0,460.0,67.0,43.0,393.0,2087.0,771.0,100.0,11.0,,9.0,0.0,0.0,,,,,,0.0,,,false,0.0,189.0,,30.0,172.0,,19.0,,0.0,306.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,393.0,413.0,,,,,650.0,47.0,461.0,-1.0,43.0,0.0,33.0
92902.0,25.0,0.0,0.0,285.0,54.0,0.0,,,0.0,,64.0,0.0,,0.0,30.0,394.0,20.0,17.0,123.0,311.0,424.0,75.0,133.0,8.0,,0.0,,,55.0,91.0,103.0,12.0,0.0,91.0,57.0,125.0,46.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,false,0.0,49.0,,0.0,0.0,,0.0,,0.0,3.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,91.0,0.0,,,,,5.0,0.0,103.0,0.0,0.0,0.0,0.0
93244.0,429.0,0.0,-84.0,4307.0,669.0,113.0,199.0,,257.0,,218.0,38.0,,0.0,2153.0,2982.0,369.0,86.0,720.0,2656.0,5135.0,15.0,1673.0,77.0,,70.0,,,217.0,605.0,605.0,0.0,96.0,605.0,1203.0,2078.0,108.0,18.0,,75.0,0.0,29.0,,,,,,0.0,,,true,0.0,100.0,,55.0,314.0,,112.0,,0.0,137.0,0.0,46.0,,,,,,,,,,,,,0.0,,,,,,0.0,605.0,531.0,,,,,802.0,303.0,561.0,44.0,0.0,5.0,50.0
93543.0,2166.0,0.0,0.0,7206.0,918.0,271.0,656.0,,721.0,,489.0,0.0,,1210.0,3930.0,4153.0,2295.0,238.0,1370.0,4888.0,8083.0,37.0,2948.0,122.0,,0.0,,,570.0,1330.0,1548.0,218.0,66.0,1330.0,2030.0,3275.0,355.0,120.0,,28.0,0.0,188.0,,,,,,0.0,,,false,58.0,204.0,,9.0,43.0,,154.0,,-15.0,392.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,1330.0,25.0,,,,,1199.0,420.0,1548.0,0.0,14.0,114.0,12.0
93619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,5593.0,0.0,209.0,5593.0,0.0,4021.0,4021.0,209.0,207.0,0.0,0.0,,0.0,0.0,0.0,0.0,1314.0,1781.0,467.0,0.0,1314.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,1314.0,,,,,,0.0,0.0,1781.0,0.0,,,0.0
94139.0,239.0,0.0,0.0,7030.0,1427.0,2.0,0.0,,19.0,,481.0,0.0,,0.0,1094.0,7532.0,3003.0,767.0,2165.0,9772.0,8626.0,170.0,5797.0,196.0,,1.0,,,1810.0,714.0,788.0,74.0,0.0,714.0,1669.0,3726.0,380.0,45.0,,424.0,0.0,0.0,,,,,,0.0,,,false,0.0,189.0,,279.0,240.0,,0.0,,1187.0,1049.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,714.0,644.0,,,,,122.0,43.0,754.0,34.0,0.0,0.0,9.0
94522.0,390.0,0.0,0.0,13070.0,794.0,0.0,11.0,,79.0,,334.0,0.0,,0.0,3326.0,11406.0,2076.0,412.0,2915.0,9443.0,14732.0,693.0,5130.0,220.0,,0.0,,,1314.0,3278.0,4091.0,813.0,48.0,3278.0,5253.0,6589.0,205.0,1359.0,,54.0,0.0,42.0,,,,,,0.0,,,false,20.0,335.0,,393.0,188.0,,0.0,,-16.0,1353.0,0.0,84.0,,,,,,,,,-120.0,,0.0,,0.0,,,,,,0.0,3278.0,0.0,,,,,1449.0,128.0,3910.0,181.0,170.0,115.0,129.0
94755.0,130.0,-41.0,0.0,2442.0,436.0,0.0,496.0,,496.0,,122.0,4.0,,0.0,1188.0,2016.0,154.0,37.0,223.0,1188.0,3204.0,403.0,778.0,30.0,,0.0,,,187.0,751.0,941.0,190.0,4.0,751.0,452.0,886.0,122.0,152.0,,20.0,0.0,0.0,,,,,,0.0,,,false,32.0,140.0,,52.0,161.0,,0.0,,0.0,117.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,751.0,132.0,,,,,518.0,256.0,941.0,0.0,0.0,0.0,0.0
94858.0,97.0,0.0,0.0,2023.0,271.0,0.0,384.0,,385.0,,173.0,0.0,,0.0,559.0,1777.0,170.0,110.0,326.0,1019.0,2336.0,25.0,648.0,29.0,,71.0,,,45.0,896.0,896.0,0.0,1.0,896.0,219.0,913.0,172.0,78.0,,7.0,0.0,0.0,,,,,,0.0,,,true,0.0,235.0,,0.0,108.0,,0.0,,0.0,60.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,896.0,0.0,,,,,251.0,62.0,896.0,0.0,0.0,0.0,32.0
95051.0,259.0,0.0,0.0,4189.0,145.0,2.0,96.0,,103.0,,5.0,0.0,,0.0,4101.0,1385.0,1529.0,15.0,1592.0,3664.0,5486.0,931.0,1704.0,46.0,,0.0,1070.0,0.0,368.0,-1472.0,-1472.0,0.0,7.0,-1472.0,2095.0,384.0,5.0,5.0,11.0,105.0,0.0,1307.0,,,,,,0.0,0.0,0.0,false,640.0,822.0,,1.0,253.0,0.0,66.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,-1472.0,,,,,,2503.0,264.0,-1472.0,0.0,,,722.0
95677.0,18.0,0.0,0.0,1084.0,189.0,6.0,,,0.0,,0.0,0.0,,0.0,498.0,677.0,55.0,6.0,297.0,830.0,1175.0,0.0,424.0,17.0,,0.0,,,109.0,-84.0,-106.0,-22.0,0.0,-84.0,542.0,335.0,0.0,1.0,,36.0,0.0,0.0,,,,,,0.0,,,false,0.0,18.0,,2.0,47.0,,5.0,,0.0,44.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,-84.0,107.0,,,,,292.0,80.0,-106.0,0.0,0.0,0.0,8.0
96553.0,121.0,0.0,0.0,1299.0,201.0,0.0,428.0,,430.0,,9.0,0.0,,0.0,406.0,1020.0,119.0,51.0,197.0,679.0,1426.0,65.0,396.0,17.0,,0.0,,,60.0,349.0,444.0,95.0,0.0,349.0,151.0,465.0,9.0,31.0,,5.0,0.0,20.0,,,,,,0.0,,,false,0.0,52.0,,48.0,0.0,,40.0,,0.0,8.0,0.0,26.0,,,,,,,,,,,,,0.0,,,,,,0.0,349.0,24.0,,,,,176.0,54.0,444.0,0.0,0.0,0.0,16.0
97055.0,402.0,0.0,0.0,5152.0,585.0,0.0,2932.0,,2932.0,,261.0,0.0,,0.0,2618.0,2930.0,207.0,47.0,337.0,1459.0,5548.0,0.0,1021.0,37.0,,0.0,,,101.0,1356.0,1686.0,330.0,1.0,1356.0,30.0,1582.0,196.0,34.0,,63.0,0.0,0.0,,,,,,0.0,,,false,0.0,23.0,,0.0,72.0,,104.0,,-2.0,17.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,1356.0,515.0,,,,,1204.0,463.0,1678.0,8.0,41.0,0.0,0.0
97279.0,22.0,0.0,0.0,949.0,54.0,0.0,,,4.0,,47.0,0.0,,0.0,375.0,831.0,103.0,22.0,369.0,840.0,1206.0,108.0,337.0,28.0,,0.0,,,134.0,60.0,68.0,8.0,0.0,60.0,565.0,135.0,42.0,4.0,,0.0,0.0,0.0,,,,,,0.0,,,false,0.0,191.0,,47.0,55.0,,0.0,,0.0,80.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,60.0,0.0,,,,,295.0,54.0,68.0,0.0,0.0,1.0,26.0
97457.0,22.0,0.0,0.0,2890.0,197.0,0.0,152.0,,156.0,,85.0,0.0,,0.0,554.0,2620.0,175.0,72.0,405.0,1536.0,3174.0,108.0,882.0,47.0,,0.0,,,225.0,1219.0,1219.0,0.0,0.0,1219.0,959.0,1488.0,30.0,253.0,,36.0,0.0,0.0,,,,,,0.0,,,true,0.0,90.0,,50.0,5.0,,0.0,,0.0,103.0,0.0,24.0,,,,,,,,,,,,,0.0,,,,,,0.0,1219.0,28.0,,,,,208.0,43.0,1219.0,0.0,0.0,0.0,40.0
97804.0,864.0,0.0,0.0,11516.0,1588.0,0.0,0.0,,0.0,,161.0,0.0,,0.0,5065.0,7598.0,5268.0,148.0,2476.0,9682.0,12663.0,57.0,6207.0,185.0,,0.0,,,853.0,2051.0,2739.0,688.0,0.0,2051.0,2405.0,7076.0,52.0,377.0,,59.0,0.0,3.0,,,,,,0.0,,,false,0.0,447.0,,98.0,772.0,,12.0,,0.0,357.0,0.0,146.0,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,2051.0,941.0,,,,,836.0,2047.0,2739.0,0.0,1205.0,3543.0,445.0
97943.0,702.0,-403.0,0.0,6143.0,785.0,0.0,1003.0,,1003.0,,454.0,0.0,,2.0,2397.0,4705.0,1051.0,93.0,899.0,3017.0,7102.0,5.0,1927.0,59.0,,4.0,,,154.0,1516.0,1586.0,70.0,3.0,1516.0,1799.0,2392.0,346.0,275.0,,140.0,0.0,35.0,,,,,,0.0,,,true,18.0,146.0,,278.0,82.0,,0.0,,0.0,596.0,0.0,37.0,,,,,,,,,,,,,0.0,,,,,,0.0,1516.0,487.0,,,,,644.0,285.0,1586.0,0.0,325.0,0.0,750.0
98351.0,582.0,0.0,0.0,1814.0,79.0,0.0,,,3.0,,85.0,18.0,,0.0,808.0,1290.0,254.0,32.0,274.0,1437.0,2098.0,77.0,820.0,33.0,,0.0,,,343.0,92.0,92.0,0.0,18.0,92.0,1049.0,666.0,39.0,4.0,,0.0,0.0,0.0,,,,,,0.0,,,false,5.0,12.0,,51.0,53.0,,0.0,,0.0,222.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,92.0,36.0,,,,,135.0,51.0,92.0,0.0,0.0,0.0,15.0
