IDRSSD,RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD9106,RIADA220,RIADA251,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF228,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJ321,RIADJJ33
37.0,12.0,14.0,0.0,759.0,149.0,0.0,,,34.0,,503.0,0.0,,0.0,108.0,1279.0,153.0,54.0,474.0,1211.0,1387.0,20.0,651.0,19.0,,0.0,,,86.0,235.0,235.0,0.0,30.0,235.0,247.0,63.0,412.0,10.0,,1.0,0.0,0.0,,,,,,0.0,,,false,0.0,266.0,,39.0,65.0,,0.0,,0.0,99.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,235.0,0.0,,,,,79.0,7.0,235.0,0.0,0.0,0.0,0.0,0.0
242.0,12.0,0.0,0.0,664.0,31.0,5.0,35.0,,35.0,,115.0,0.0,,0.0,97.0,762.0,72.0,33.0,118.0,558.0,859.0,30.0,357.0,12.0,,0.0,,,83.0,254.0,276.0,22.0,10.0,254.0,282.0,174.0,52.0,3.0,,0.0,0.0,0.0,,,,,,0.0,,,true,0.0,142.0,,45.0,0.0,,0.0,,1.0,34.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,254.0,42.0,,,,,26.0,14.0,276.0,0.0,1.0,3.0,0.0,0.0
279.0,160.0,-29.0,0.0,4853.0,173.0,39.0,0.0,,307.0,,237.0,4.0,,0.0,898.0,4855.0,878.0,274.0,1321.0,4537.0,5753.0,19.0,2774.0,58.0,,0.0,,,376.0,885.0,1090.0,205.0,18.0,885.0,3146.0,1042.0,237.0,126.0,,11.0,0.0,0.0,,,,,,0.0,,,false,0.0,185.0,,97.0,493.0,,-1.0,,6.0,599.0,0.0,66.0,,,,,,,,,,,,,,0.0,,,,,,0.0,885.0,285.0,,,,,262.0,65.0,1090.0,0.0,0.0,0.0,0.0,77.0
354.0,20.0,0.0,0.0,428.0,43.0,18.0,28.0,,28.0,,0.0,0.0,,0.0,43.0,406.0,836.0,27.0,357.0,1058.0,449.0,1.0,648.0,32.0,,0.0,,,53.0,111.0,149.0,38.0,0.0,111.0,240.0,86.0,0.0,0.0,,0.0,0.0,609.0,,,,,,0.0,,,false,0.0,31.0,,2.0,0.0,,0.0,,0.0,200.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,111.0,5.0,,,,,17.0,1.0,149.0,0.0,0.0,0.0,0.0,35.0
457.0,40.0,0.0,0.0,1459.0,222.0,1.0,142.0,,162.0,,13.0,0.0,,0.0,152.0,1335.0,227.0,37.0,227.0,760.0,1487.0,9.0,456.0,11.0,,0.0,,,77.0,739.0,785.0,46.0,20.0,739.0,590.0,336.0,0.0,2.0,,0.0,0.0,0.0,,,,,,0.0,,,true,0.0,149.0,,5.0,0.0,,0.0,,0.0,190.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,739.0,60.0,,,,,46.0,4.0,782.0,3.0,0.0,0.0,0.0,20.0
505.0,219.0,-707.0,0.0,10584.0,846.0,0.0,0.0,,109.0,,333.0,0.0,,469.0,542.0,11112.0,2251.0,351.0,2537.0,8758.0,11654.0,272.0,5301.0,116.0,,0.0,,,920.0,2986.0,3658.0,672.0,64.0,2986.0,4378.0,4540.0,85.0,25.0,,110.0,0.0,-7.0,,,,,,0.0,,,false,0.0,711.0,,81.0,274.0,,29.0,,496.0,813.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,2986.0,157.0,,,,,40.0,101.0,3658.0,0.0,87.0,13.0,0.0,240.0
1155.0,35.0,0.0,0.0,7353.0,2160.0,2.0,,,333.0,,471.0,0.0,,168.0,299.0,7863.0,1785.0,308.0,2382.0,6165.0,8162.0,235.0,3186.0,78.0,,0.0,,,561.0,2943.0,3033.0,90.0,145.0,2943.0,1612.0,2902.0,312.0,131.0,,7.0,0.0,168.0,,,,,,0.0,,,true,18.0,328.0,,56.0,38.0,,0.0,,0.0,968.0,0.0,36.0,,,,,,,,,,,,,,0.0,,,,,,0.0,2943.0,0.0,,,,,102.0,31.0,3033.0,0.0,172.0,1.0,0.0,450.0
1351.0,106.0,0.0,0.0,3544.0,794.0,0.0,346.0,,346.0,,95.0,0.0,,0.0,623.0,3369.0,364.0,169.0,554.0,2054.0,3992.0,26.0,1230.0,36.0,,0.0,,,270.0,1529.0,1529.0,0.0,0.0,1529.0,554.0,1137.0,95.0,87.0,,2.0,0.0,0.0,,,,,,0.0,,,true,0.0,713.0,,325.0,0.0,,0.0,,0.0,188.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,1529.0,0.0,,,,,333.0,97.0,1529.0,0.0,0.0,7.0,0.0,150.0
1454.0,125.0,-27.0,0.0,8514.0,1718.0,0.0,97.0,,97.0,,1935.0,10.0,,2041.0,449.0,13016.0,4994.0,202.0,3312.0,10845.0,13465.0,240.0,5931.0,133.0,,1.0,,,1602.0,7016.0,7016.0,0.0,10.0,7016.0,2099.0,4290.0,392.0,35.0,,29.0,0.0,130.0,,,,,,0.0,,,true,0.0,310.0,,1141.0,1596.0,,63.0,,0.0,2553.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,7016.0,0.0,,,,,148.0,140.0,7038.0,-22.0,5.0,0.0,0.0,100.0
1669.0,88.0,36.0,0.0,5552.0,519.0,0.0,0.0,,182.0,,332.0,10.0,,0.0,453.0,6001.0,1011.0,213.0,1487.0,3774.0,6454.0,18.0,1940.0,51.0,,1.0,,,347.0,2474.0,3034.0,560.0,10.0,2474.0,2768.0,1413.0,257.0,178.0,,3.0,0.0,0.0,,,,,,0.0,,,false,0.0,670.0,,377.0,162.0,,0.0,,5.0,793.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,2474.0,9.0,,,,,143.0,34.0,3034.0,0.0,0.0,0.0,0.0,240.0
