IDRSSD,RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3386,RCON3387,RCON3401,RCON3465,RCON3466,RCON3484,RCON3485,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17
37.0,,,,,,,,,,,,,0.0,,21898.0,0.0,78009.0,3688.0,,3419.0,,7588.0,2841.0,0.0,11357.0,6689.0,6660.0,43879.0,0.0,5279.0,15161.0,19245.0,960.0
242.0,,,,,,,,,,,,,0.0,,28227.0,1649.0,54056.0,2850.0,1416.0,1706.0,,12810.0,7490.0,0.0,7019.0,10371.0,0.0,10884.0,0.0,4169.0,14542.0,8424.0,4676.0
279.0,,,,,,,,,,,,,0.0,70177.0,268103.0,2446.0,426473.0,7507.0,181.0,7678.0,,165449.0,89111.0,0.0,60243.0,1915.0,107004.0,24097.0,0.0,4717.0,86552.0,85243.0,21360.0
354.0,,,,,,,,,,,,,0.0,,49760.0,3021.0,56715.0,902.0,1084.0,3673.0,,27774.0,15738.0,0.0,0.0,948.0,46.0,0.0,0.0,1104.0,7052.0,23835.0,2456.0
457.0,,,,,,,,,,,,,17.0,,68296.0,179.0,72340.0,993.0,6712.0,8704.0,,23790.0,21248.0,0.0,3201.0,1414.0,1.0,10.0,0.0,6400.0,28050.0,12999.0,2490.0
505.0,,,,,,,,,,,,,0.0,49813.0,655903.0,102.0,770933.0,2595.0,0.0,26193.0,,283408.0,295572.0,0.0,108093.0,31552.0,21647.0,29145.0,0.0,38702.0,334095.0,30174.0,16409.0
1155.0,,,,,,,,,,,,,0.0,0.0,342776.0,6584.0,471432.0,15563.0,12715.0,73146.0,,93581.0,152095.0,0.0,255951.0,12750.0,3888.0,55443.0,498.0,6338.0,38464.0,39274.0,13608.0
1351.0,,,,,,,,,,,,,0.0,0.0,106564.0,0.0,208390.0,10868.0,5701.0,20957.0,,20210.0,44455.0,0.0,22629.0,72859.0,996.0,8869.0,0.0,14659.0,42868.0,59619.0,21656.0
1454.0,,,,,,,,,,,,,2011.0,0.0,451757.0,0.0,1059703.0,29826.0,5072.0,69002.0,,118403.0,223478.0,884.0,197290.0,192243.0,193232.0,165753.0,0.0,14411.0,290714.0,53733.0,37439.0
1669.0,,,,,,,,,,,,,687.0,846.0,279899.0,0.0,405844.0,9442.0,7564.0,28588.0,,151654.0,75330.0,462.0,106356.0,51532.0,21322.0,25689.0,0.0,18332.0,71218.0,49116.0,24757.0
1856.0,,,,,,,,,,,,,0.0,,24859.0,93.0,42857.0,6358.0,3746.0,2853.0,,5651.0,9958.0,0.0,3408.0,222.0,2878.0,5788.0,0.0,2651.0,15689.0,9353.0,2192.0
2161.0,,,,,,,,,,,,,986.0,5846.0,215386.0,0.0,387774.0,5774.0,1003.0,17754.0,,88605.0,103484.0,0.0,93434.0,6992.0,67363.0,50618.0,441.0,2165.0,109255.0,42407.0,7202.0
2732.0,,,,,,,,,,,,,0.0,0.0,563145.0,0.0,699951.0,64343.0,0.0,26976.0,,34478.0,501852.0,0.0,49351.0,30197.0,0.0,27539.0,0.0,115.0,181215.0,64116.0,135173.0
2750.0,,,,,,,,,,,,,434.0,,43266.0,32.0,66877.0,510.0,17077.0,3450.0,,805.0,16858.0,0.0,13618.0,7998.0,203.0,9303.0,0.0,817.0,18699.0,13050.0,2717.0
