IDRSSD,RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD9106,RIADA220,RIADA251,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF228,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJ321,RIADJJ33
37.0,22.0,93.0,0.0,1306.0,168.0,0.0,,,99.0,,643.0,0.0,,0.0,260.0,1897.0,189.0,71.0,670.0,1814.0,2157.0,31.0,1010.0,20.0,,0.0,,,134.0,365.0,365.0,0.0,95.0,365.0,541.0,138.0,561.0,12.0,,4.0,0.0,0.0,,,,,,0.0,,,false,0.0,360.0,,50.0,123.0,,0.0,,0.0,118.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,365.0,0.0,,,,,215.0,11.0,365.0,,0.0,0.0,,0.0
242.0,23.0,0.0,0.0,1034.0,59.0,10.0,0.0,,99.0,,139.0,0.0,,0.0,212.0,1124.0,123.0,56.0,159.0,746.0,1336.0,50.0,480.0,11.0,,0.0,,,107.0,495.0,501.0,6.0,4.0,495.0,392.0,311.0,89.0,7.0,,0.0,0.0,0.0,,,,,,0.0,,,true,0.0,173.0,,103.0,0.0,,0.0,,0.0,61.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,495.0,75.0,,,,,84.0,23.0,501.0,0.0,2.0,4.0,,0.0
279.0,249.0,0.0,0.0,7046.0,207.0,5.0,,,527.0,,128.0,6.0,,0.0,1908.0,6087.0,1286.0,346.0,1905.0,6226.0,7995.0,210.0,3692.0,63.0,,0.0,,,530.0,782.0,936.0,154.0,6.0,782.0,4779.0,1239.0,128.0,130.0,,30.0,0.0,0.0,,,,,,0.0,,,false,0.0,294.0,,0.0,570.0,,-3.0,,0.0,943.0,0.0,99.0,,,,,,,,,,,,,,0.0,,,,,,0.0,782.0,527.0,,,,,889.0,113.0,936.0,0.0,0.0,0.0,,211.0
354.0,16.0,0.0,0.0,486.0,145.0,6.0,54.0,,54.0,,0.0,0.0,,0.0,43.0,468.0,556.0,28.0,343.0,887.0,511.0,11.0,513.0,10.0,,0.0,,,31.0,79.0,132.0,53.0,0.0,79.0,211.0,24.0,0.0,0.0,,0.0,-4.0,515.0,,,,,,0.0,,,false,0.0,52.0,,8.0,0.0,,0.0,,0.0,17.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,79.0,0.0,,,,,27.0,0.0,132.0,,0.0,0.0,,5.0
457.0,85.0,0.0,0.0,2035.0,383.0,9.0,220.0,,248.0,,17.0,0.0,,0.0,347.0,1733.0,139.0,53.0,295.0,1110.0,2080.0,19.0,691.0,12.0,,0.0,,,124.0,765.0,765.0,0.0,29.0,765.0,723.0,539.0,1.0,3.0,,0.0,24.0,20.0,,,,,,0.0,,,true,0.0,142.0,,0.0,0.0,,0.0,,2.0,40.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,765.0,103.0,,,,,127.0,29.0,762.0,3.0,0.0,0.0,,0.0
505.0,771.0,1.0,0.0,15759.0,1692.0,3.0,0.0,,155.0,,370.0,0.0,,564.0,1904.0,15228.0,3066.0,484.0,3672.0,12971.0,17132.0,119.0,8046.0,116.0,,0.0,,,1253.0,3653.0,4499.0,846.0,99.0,3653.0,6807.0,6062.0,166.0,158.0,,171.0,6.0,946.0,,,,,,0.0,,,false,0.0,1043.0,,0.0,710.0,,31.0,,0.0,925.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,3653.0,354.0,,,,,273.0,348.0,4499.0,0.0,87.0,23.0,,825.0
1155.0,60.0,0.0,0.0,8270.0,2244.0,15.0,,,753.0,,284.0,0.0,,191.0,977.0,8072.0,1773.0,351.0,2178.0,5871.0,9049.0,314.0,3107.0,60.0,,0.0,,,586.0,3589.0,3673.0,84.0,180.0,3589.0,2302.0,2607.0,276.0,151.0,,5.0,6.0,156.0,,,,,,0.0,,,true,27.0,337.0,,161.0,0.0,,0.0,,0.0,928.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,3589.0,0.0,,,,,598.0,168.0,3673.0,0.0,137.0,4.0,,301.0
1351.0,153.0,0.0,0.0,5591.0,1151.0,24.0,499.0,,499.0,,327.0,0.0,,0.0,1639.0,4660.0,350.0,219.0,905.0,3039.0,6299.0,0.0,1724.0,36.0,,0.0,,,410.0,1591.0,1591.0,0.0,0.0,1591.0,949.0,1882.0,327.0,130.0,,5.0,-86.0,0.0,,,,,,0.0,,,true,0.0,1110.0,,352.0,0.0,,0.0,,0.0,201.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,1591.0,0.0,,,,,1087.0,269.0,1591.0,0.0,0.0,16.0,,380.0
1454.0,378.0,13.0,0.0,11469.0,2099.0,0.0,185.0,,185.0,,1881.0,13.0,,2757.0,989.0,16336.0,6898.0,347.0,4220.0,14645.0,17325.0,543.0,8426.0,137.0,,0.0,,,1999.0,7325.0,7325.0,0.0,13.0,7325.0,3437.0,5151.0,715.0,81.0,,75.0,0.0,717.0,,,,,,0.0,,,true,0.0,597.0,,1531.0,1813.0,,111.0,,0.0,2883.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,7325.0,0.0,,,,,421.0,109.0,7278.0,47.0,81.0,2.0,,1324.0
1669.0,88.0,0.0,0.0,7184.0,626.0,0.0,,,310.0,,473.0,22.0,,0.0,933.0,7510.0,1362.0,334.0,1626.0,4885.0,8443.0,51.0,2584.0,52.0,,0.0,,,675.0,3033.0,3660.0,627.0,22.0,3033.0,3487.0,1666.0,448.0,146.0,,8.0,0.0,0.0,,,,,,0.0,,,false,0.0,1095.0,,689.0,16.0,,0.0,,22.0,1006.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,3033.0,0.0,,,,,527.0,172.0,3660.0,0.0,0.0,0.0,,327.0
