IDRSSD,RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3386,RCON3387,RCON3401,RCON3465,RCON3466,RCON3484,RCON3485,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17
37.0,,,,,,,,,,,,,0.0,,23114.0,0.0,81491.0,1816.0,,4821.0,,7724.0,1996.0,0.0,12224.0,5192.0,7081.0,45839.0,0.0,4836.0,14611.0,19573.0,1722.0
242.0,,,,,,,,,,,,,0.0,,27859.0,1387.0,53126.0,2959.0,1727.0,1735.0,,12612.0,7232.0,0.0,7841.0,9449.0,0.0,11097.0,0.0,3890.0,14523.0,5947.0,4620.0
279.0,,,,,,,,,,,,,0.0,27342.0,237025.0,7856.0,371124.0,3158.0,203.0,7155.0,,157535.0,66769.0,64.0,75151.0,14449.0,66382.0,21839.0,0.0,4290.0,93431.0,54015.0,13045.0
354.0,,,,,,,,,,,,,0.0,,42181.0,0.0,49628.0,4843.0,1066.0,728.0,,34462.0,7399.0,0.0,0.0,1041.0,55.0,0.0,0.0,717.0,9638.0,11091.0,263.0
457.0,,,,,,,,,,,,,0.0,,64558.0,382.0,69417.0,1670.0,7062.0,10165.0,,21727.0,18262.0,0.0,4122.0,1415.0,1.0,3.0,0.0,5838.0,29297.0,9957.0,546.0
505.0,,,,,,,,,,,,,0.0,10000.0,585886.0,0.0,734656.0,49920.0,0.0,26799.0,,260394.0,260027.0,0.0,124395.0,12731.0,25360.0,31122.0,0.0,33196.0,328639.0,28778.0,11065.0
1155.0,,,,,,,,,,,,,0.0,0.0,317144.0,0.0,451224.0,28296.0,,68989.0,,75867.0,148101.0,0.0,222799.0,10323.0,4819.0,55403.0,465.0,6977.0,43977.0,40021.0,12415.0
1351.0,,,,,,,,,,,,,0.0,0.0,103243.0,0.0,197808.0,6421.0,9856.0,22532.0,,18916.0,37315.0,0.0,20901.0,67204.0,1190.0,10085.0,0.0,13964.0,44903.0,57183.0,14232.0
1454.0,,,,,,,,,,,,,109.0,0.0,412680.0,0.0,1054641.0,48051.0,4630.0,63919.0,,110388.0,198454.0,933.0,197767.0,192241.0,208545.0,167124.0,0.0,15535.0,310533.0,52494.0,41783.0
1669.0,,,,,,,,,,,,,0.0,0.0,257220.0,0.0,393222.0,11260.0,0.0,26835.0,,134092.0,69604.0,629.0,96790.0,55020.0,22884.0,28102.0,0.0,20074.0,96380.0,41038.0,11419.0
