IDRSSD,RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD9106,RIADA220,RIADA251,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF228,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJ321,RIADJJ33
37.0,28.0,83.0,0.0,1568.0,253.0,0.0,,,117.0,,1002.0,0.0,,0.0,255.0,2453.0,309.0,105.0,933.0,2422.0,2708.0,0.0,1303.0,19.0,,0.0,,,186.0,455.0,423.0,-32.0,99.0,455.0,559.0,136.0,813.0,19.0,,12.0,0.0,0.0,,,,,,0.0,,,false,0.0,503.0,,45.0,81.0,,0.0,,0.0,204.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,455.0,0.0,,,,,194.0,14.0,423.0,0.0,0.0,0.0,0.0,0.0
242.0,10.0,0.0,0.0,1269.0,70.0,3.0,73.0,,73.0,,219.0,0.0,,0.0,204.0,1416.0,184.0,61.0,220.0,1109.0,1620.0,65.0,725.0,11.0,,0.0,,,164.0,464.0,491.0,27.0,19.0,464.0,544.0,319.0,110.0,4.0,,0.0,0.0,0.0,,,,,,0.0,,,true,0.0,263.0,,64.0,0.0,,0.0,,0.0,117.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,464.0,89.0,,,,,77.0,24.0,491.0,0.0,3.0,3.0,0.0,0.0
279.0,299.0,0.0,0.0,9638.0,307.0,24.0,,,743.0,,142.0,6.0,,0.0,2111.0,8517.0,1628.0,474.0,2837.0,8851.0,10628.0,56.0,5157.0,61.0,,0.0,,,725.0,1033.0,1244.0,211.0,6.0,1033.0,6444.0,1813.0,115.0,234.0,,22.0,0.0,0.0,,,,,,0.0,,,false,0.0,331.0,,48.0,692.0,,-5.0,,0.0,1159.0,0.0,132.0,,,,,,,,,,,,,,0.0,,,,,,0.0,1033.0,615.0,,,,,827.0,136.0,1244.0,0.0,0.0,0.0,0.0,50.0
354.0,32.0,0.0,0.0,609.0,178.0,9.0,84.0,,84.0,,0.0,0.0,,0.0,45.0,578.0,561.0,57.0,384.0,1025.0,623.0,2.0,596.0,9.0,,0.0,,,45.0,95.0,114.0,19.0,0.0,95.0,239.0,41.0,0.0,0.0,,0.0,0.0,483.0,,,,,,0.0,,,false,0.0,67.0,,3.0,0.0,,0.0,,-7.0,28.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,95.0,0.0,,,,,11.0,2.0,114.0,0.0,0.0,0.0,0.0,0.0
457.0,75.0,0.0,0.0,2608.0,430.0,10.0,250.0,,290.0,,26.0,0.0,,0.0,343.0,2324.0,195.0,74.0,490.0,1583.0,2667.0,23.0,953.0,10.0,,0.0,,,140.0,849.0,939.0,90.0,40.0,849.0,1081.0,571.0,1.0,4.0,,0.0,0.0,54.0,,,,,,0.0,,,true,0.0,236.0,,0.0,0.0,,0.0,,5.0,62.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,849.0,135.0,,,,,119.0,10.0,936.0,3.0,0.0,0.0,0.0,0.0
505.0,380.0,0.0,0.0,21183.0,2545.0,1.0,0.0,,238.0,,692.0,0.0,,988.0,1262.0,21626.0,4448.0,664.0,5612.0,18687.0,22888.0,108.0,11363.0,115.0,,0.0,,,1712.0,5074.0,6631.0,1557.0,121.0,5074.0,8694.0,8320.0,227.0,45.0,,283.0,0.0,325.0,,,,,,0.0,,,false,0.0,1386.0,,12.0,609.0,,68.0,,486.0,1714.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,5074.0,407.0,,,,,118.0,312.0,6631.0,0.0,155.0,48.0,0.0,756.0
1155.0,28.0,0.0,0.0,11102.0,3286.0,2.0,281.0,,751.0,,440.0,0.0,,325.0,591.0,11457.0,3364.0,469.0,3387.0,9176.0,12048.0,405.0,5061.0,80.0,,0.0,,,722.0,5219.0,5339.0,120.0,299.0,5219.0,2544.0,4066.0,380.0,144.0,,4.0,598.0,294.0,,,,,,0.0,,,true,33.0,422.0,,90.0,5.0,,0.0,,14.0,1352.0,0.0,6.0,,,,,,,,,,,,,,0.0,,,,,,0.0,5219.0,0.0,,,,,345.0,74.0,5339.0,0.0,298.0,14.0,0.0,306.0
1351.0,182.0,0.0,0.0,7760.0,1595.0,0.0,804.0,,804.0,,258.0,0.0,,0.0,1422.0,7052.0,554.0,282.0,1106.0,4088.0,8474.0,0.0,2430.0,37.0,,0.0,,,552.0,3191.0,3191.0,0.0,0.0,3191.0,1185.0,2399.0,258.0,149.0,,16.0,-36.0,0.0,,,,,,0.0,,,true,0.0,1777.0,,440.0,0.0,,0.0,,0.0,292.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,3191.0,0.0,,,,,882.0,209.0,3191.0,0.0,0.0,16.0,0.0,327.0
1454.0,292.0,166.0,0.0,17633.0,4517.0,0.0,137.0,,137.0,,3720.0,25.0,,4089.0,805.0,24268.0,9976.0,496.0,6414.0,21299.0,25073.0,217.0,11854.0,134.0,,0.0,,,3031.0,13147.0,13147.0,0.0,25.0,13147.0,4496.0,7795.0,845.0,86.0,,45.0,0.0,822.0,,,,,,0.0,,,true,0.0,688.0,,1321.0,2112.0,,149.0,,33.0,4380.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,13147.0,0.0,,,,,287.0,140.0,13111.0,36.0,5.0,2.0,0.0,0.0
1669.0,110.0,0.0,0.0,10565.0,892.0,0.0,,,368.0,,720.0,24.0,,0.0,678.0,11725.0,2075.0,391.0,2700.0,7496.0,12403.0,29.0,4121.0,48.0,,0.0,,,675.0,4710.0,5710.0,1000.0,24.0,4710.0,5428.0,2493.0,568.0,159.0,,6.0,13.0,0.0,,,,,,0.0,,,false,0.0,1384.0,,850.0,209.0,,0.0,,21.0,1650.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,4710.0,0.0,,,,,322.0,87.0,5710.0,0.0,0.0,0.0,0.0,594.0
