IDRSSD,RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3386,RCON3387,RCON3401,RCON3465,RCON3466,RCON3484,RCON3485,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17
37.0,,,,,,,,,,,,,0.0,,23873.0,0.0,78452.0,6841.0,,3425.0,,11147.0,2718.0,0.0,10324.0,3378.0,8006.0,32096.0,0.0,3817.0,11358.0,21471.0,1141.0
242.0,,,,,,,,,,,,,0.0,,24411.0,4917.0,45259.0,2980.0,2633.0,1564.0,,10058.0,7370.0,0.0,5882.0,5360.0,0.0,6422.0,0.0,2594.0,11322.0,6767.0,2907.0
279.0,,,,,,,,,,,,,0.0,33195.0,195731.0,2109.0,278590.0,20736.0,,7815.0,,133910.0,48984.0,212.0,47725.0,0.0,38170.0,7476.0,0.0,4198.0,60756.0,64656.0,9721.0
354.0,,,,,,,,,,,,,1.0,,10692.0,2568.0,15425.0,705.0,1514.0,1924.0,,5426.0,571.0,0.0,0.0,646.0,0.0,0.0,0.0,915.0,4582.0,2453.0,256.0
457.0,,,,,,,,,,,,,0.0,,46524.0,6417.0,54845.0,2295.0,5251.0,8465.0,,13842.0,14593.0,0.0,2779.0,0.0,1.0,31.0,0.0,2609.0,19097.0,9977.0,2399.0
505.0,,,,,,,,,,,,,0.0,16621.0,499316.0,1550.0,631286.0,39582.0,0.0,39657.0,,267303.0,138639.0,0.0,14853.0,0.0,47983.0,20349.0,0.0,28110.0,327980.0,31474.0,33337.0
1155.0,,,,,,,,,,,,,0.0,0.0,205775.0,4575.0,265627.0,15422.0,,57527.0,,56738.0,66110.0,0.0,133597.0,7887.0,0.0,15386.0,388.0,5022.0,22221.0,43116.0,10420.0
1351.0,,,,,,,,,,,,,0.0,0.0,108139.0,0.0,181584.0,16859.0,9009.0,21733.0,,22579.0,39073.0,0.0,20067.0,24463.0,3522.0,16849.0,0.0,12457.0,31888.0,54911.0,14171.0
1454.0,,,,,,,,,,,,,0.0,0.0,318185.0,0.0,883169.0,221766.0,4122.0,70969.0,,107544.0,119341.0,1120.0,157935.0,96423.0,134877.0,84593.0,0.0,16134.0,228447.0,52981.0,34508.0
1669.0,,,,,,,,,,,,,0.0,0.0,185181.0,0.0,321994.0,29939.0,,21502.0,,93806.0,42298.0,950.0,79014.0,54422.0,315.0,26609.0,0.0,20924.0,56167.0,44281.0,12857.0
1856.0,,,,,,,,,,,,,0.0,33796.0,36953.0,1894.0,92478.0,14375.0,,6703.0,,11125.0,13272.0,0.0,3471.0,3946.0,16862.0,5297.0,0.0,4055.0,10990.0,17870.0,6086.0
2161.0,,,,,,,,,,,,,0.0,27033.0,159474.0,15651.0,258988.0,2200.0,3296.0,45776.0,,56834.0,52565.0,0.0,41805.0,0.0,3733.0,17826.0,257.0,3599.0,58361.0,22125.0,6899.0
2732.0,,,,,,,,,,,,,0.0,0.0,430657.0,0.0,653256.0,164351.0,0.0,53816.0,,26093.0,351069.0,0.0,46268.0,25490.0,0.0,17063.0,0.0,337.0,183642.0,73975.0,108964.0
2750.0,,,,,,,,,,,,,127.0,,42814.0,776.0,59396.0,1714.0,19954.0,3334.0,,2121.0,13676.0,0.0,9017.0,242.0,551.0,9414.0,0.0,588.0,16247.0,19726.0,1220.0
3252.0,,,,,,,,,,,,,0.0,5700.0,106991.0,21613.0,239181.0,6442.0,50783.0,13271.0,,220.0,34879.0,543.0,71157.0,2515.0,65178.0,20411.0,0.0,4785.0,59936.0,26725.0,11527.0
3458.0,,,,,,,,,,,,,513.0,,44379.0,1019.0,60551.0,1763.0,9716.0,13142.0,,8049.0,12142.0,0.0,7026.0,127.0,2965.0,4388.0,0.0,2775.0,5626.0,25905.0,5232.0
