IDRSSD,RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3386,RCON3387,RCON3401,RCON3465,RCON3466,RCON3484,RCON3485,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17
37.0,,,,,,,,,,,,,0.0,,22862.0,0.0,87839.0,6072.0,,4042.0,,8809.0,2102.0,0.0,12036.0,3095.0,6877.0,44632.0,0.0,4570.0,14024.0,21036.0,1708.0
242.0,,,,,,,,,,,,,0.0,,24805.0,2328.0,52463.0,3220.0,1750.0,2070.0,,11213.0,6503.0,0.0,6851.0,6824.0,0.0,10604.0,0.0,3144.0,13729.0,6852.0,3857.0
279.0,,,,,,,,,,,,,0.0,28279.0,223026.0,40393.0,354172.0,16963.0,,6373.0,,155439.0,55611.0,104.0,71276.0,3704.0,47703.0,3761.0,0.0,4068.0,80591.0,62370.0,12997.0
354.0,,,,,,,,,,,,,0.0,,9390.0,9900.0,20861.0,464.0,1036.0,3205.0,,3715.0,348.0,0.0,0.0,502.0,71.0,0.0,0.0,735.0,6644.0,2231.0,261.0
457.0,,,,,,,,,,,,,0.0,,50471.0,564.0,63221.0,9512.0,5275.0,9056.0,,17300.0,14034.0,0.0,3653.0,0.0,1.0,24.0,0.0,3936.0,25167.0,9327.0,539.0
505.0,,,,,,,,,,,,,0.0,10553.0,530436.0,1307.0,705239.0,77358.0,0.0,28529.0,,234499.0,220066.0,0.0,129710.0,147.0,24846.0,44170.0,0.0,29206.0,308310.0,27186.0,31293.0
1155.0,,,,,,,,,,,,,0.0,0.0,202876.0,0.0,296227.0,49092.0,3406.0,50351.0,,46758.0,87657.0,0.0,164155.0,5165.0,0.0,22022.0,405.0,5046.0,18728.0,33374.0,8830.0
1351.0,,,,,,,,,,,,,0.0,0.0,106859.0,0.0,195051.0,17303.0,11677.0,24855.0,,19825.0,34983.0,0.0,21737.0,48782.0,1804.0,10310.0,0.0,14502.0,41620.0,59620.0,12999.0
1454.0,,,,,,,,,,,,,0.0,0.0,378927.0,0.0,1058283.0,155218.0,3110.0,73228.0,,121052.0,157008.0,1165.0,177957.0,130497.0,201832.0,162463.0,0.0,17108.0,337485.0,51990.0,40130.0
1669.0,,,,,,,,,,,,,0.0,0.0,210160.0,0.0,377284.0,14616.0,,21760.0,,106707.0,55522.0,792.0,96539.0,71539.0,21881.0,30688.0,0.0,20307.0,79423.0,40660.0,11592.0
1856.0,,,,,,,,,,,,,0.0,,30230.0,368.0,55594.0,6237.0,,6002.0,,6319.0,10448.0,0.0,3351.0,222.0,4736.0,9732.0,0.0,3904.0,10411.0,14171.0,3285.0
2161.0,,,,,,,,,,,,,7.0,0.0,176929.0,4685.0,290164.0,28900.0,2094.0,41614.0,,68946.0,62051.0,0.0,41673.0,0.0,16372.0,42986.0,295.0,2225.0,98405.0,15742.0,7628.0
2732.0,,,,,,,,,,,,,0.0,0.0,465592.0,0.0,705034.0,169914.0,0.0,40994.0,,28450.0,396291.0,0.0,51726.0,23898.0,0.0,24244.0,0.0,153.0,180380.0,66460.0,103845.0
2750.0,,,,,,,,,,,,,92.0,,41476.0,428.0,65010.0,750.0,18696.0,2449.0,,1072.0,15801.0,0.0,13727.0,4984.0,320.0,13376.0,0.0,645.0,20276.0,13233.0,2449.0
3252.0,,,,,,,,,,,,,847.0,5022.0,112282.0,3759.0,299951.0,2406.0,45687.0,20619.0,,112.0,37284.0,899.0,112488.0,71508.0,43963.0,43891.0,0.0,5362.0,50778.0,21352.0,32380.0
3458.0,,,,,,,,,,,,,2531.0,,45574.0,872.0,71417.0,533.0,9975.0,13710.0,,9132.0,10490.0,0.0,7313.0,96.0,6711.0,2590.0,0.0,2966.0,11643.0,24524.0,6467.0
3720.0,,,,,,,,,,,,,0.0,0.0,163767.0,0.0,362235.0,88277.0,,19765.0,,35535.0,87151.0,0.0,108869.0,14150.0,45086.0,28590.0,0.0,8421.0,83621.0,26217.0,10225.0
3971.0,,,,,,,,,,,,,0.0,100351.0,709586.0,2194.0,896801.0,29359.0,6244.0,169410.0,,114336.0,357430.0,30276.0,106623.0,53774.0,14096.0,41471.0,0.0,30902.0,246691.0,134856.0,17686.0
4156.0,,,,,,,,,,,,,7702.0,3750.0,163098.0,24313.0,279918.0,8301.0,,13480.0,,59937.0,82698.0,198.0,70178.0,9595.0,10906.0,41438.0,0.0,1792.0,68721.0,40588.0,5644.0
4231.0,,,,,,,,,,,,,0.0,0.0,43492.0,0.0,143132.0,40535.0,,3800.0,,11876.0,22601.0,0.0,22874.0,0.0,19082.0,32814.0,0.0,2477.0,30585.0,26592.0,4877.0
5069.0,,,,,,,,,,,,,0.0,0.0,287953.0,0.0,439088.0,109051.0,0.0,10049.0,,33486.0,244418.0,0.0,1384.0,0.0,0.0,9945.0,0.0,0.0,32268.0,103409.0,29629.0
5135.0,,,,,,,,,,,,,0.0,21166.0,376822.0,0.0,558455.0,59200.0,102935.0,50603.0,,65289.0,147054.0,0.0,88371.0,87367.0,0.0,1537.0,682.0,10437.0,87001.0,134731.0,33456.0
5210.0,,,,,,,,,,,,,36579.0,28598.0,1507990.0,0.0,2715898.0,635770.0,5787.0,158992.0,,444111.0,831068.0,0.0,116105.0,220893.0,132616.0,54247.0,0.0,11808.0,1737947.0,311896.0,103220.0
5461.0,,,,,,,,,,,,,0.0,0.0,457575.0,0.0,812236.0,45746.0,17443.0,64164.0,,33615.0,334687.0,0.0,15240.0,53247.0,98069.0,113767.0,0.0,6989.0,647327.0,11044.0,10504.0
5751.0,,,,,,,,,,,,,0.0,2201.0,149527.0,0.0,249563.0,7718.0,16985.0,38860.0,,30267.0,57089.0,605.0,39319.0,4362.0,15748.0,57218.0,0.0,5286.0,86816.0,31431.0,4109.0
6039.0,,,,,,,,,,,,,0.0,0.0,257826.0,45636.0,386446.0,35838.0,3565.0,27738.0,,43287.0,173853.0,0.0,64887.0,21109.0,512.0,2784.0,510.0,5838.0,82885.0,61475.0,8889.0
6329.0,,,,,,,,,,,,,0.0,5000.0,972248.0,2.0,1318156.0,170160.0,933.0,95850.0,,171199.0,351401.0,0.0,146249.0,9944.0,74838.0,10991.0,0.0,352021.0,314403.0,208282.0,68439.0
7009.0,,,,,,,,,,,,,0.0,0.0,427831.0,0.0,850169.0,89975.0,0.0,97435.0,,0.0,0.0,0.0,0.0,217010.0,0.0,102036.0,0.0,319545.0,571890.0,0.0,0.0
7045.0,,,,,,,,,,,,,0.0,3.0,91041.0,0.0,265731.0,9026.0,5963.0,5538.0,,50634.0,16362.0,0.0,112150.0,652.0,84546.0,57086.0,417.0,10525.0,57620.0,29799.0,3315.0
7072.0,,,,,,,,,,,,,0.0,10379.0,263422.0,27124.0,392823.0,599.0,141.0,16867.0,,166472.0,76496.0,0.0,32973.0,2086.0,34150.0,25638.0,0.0,3225.0,151377.0,62895.0,17311.0
7456.0,,,,,,,,,,,,,0.0,0.0,71844.0,0.0,121778.0,7942.0,35551.0,10963.0,,4011.0,19188.0,0.0,33813.0,2729.0,2209.0,30277.0,0.0,1854.0,29624.0,19615.0,2438.0
7634.0,,,,,,,,,,,,,0.0,,56872.0,0.0,83613.0,11962.0,6763.0,8205.0,,15735.0,18045.0,0.0,5898.0,321.0,5185.0,7695.0,0.0,7944.0,13332.0,28757.0,8421.0
8033.0,,,,,,,,,,,,,0.0,6290.0,286737.0,11027.0,372453.0,54163.0,9251.0,25022.0,,130048.0,117105.0,0.0,40472.0,1745.0,0.0,2322.0,0.0,5310.0,31794.0,110207.0,35213.0
8462.0,,,,,,,,,,,,,0.0,0.0,58828.0,5080.0,164358.0,4618.0,8451.0,16960.0,,9295.0,15809.0,0.0,47161.0,27943.0,40773.0,17863.0,0.0,8307.0,5317.0,16817.0,13618.0
8631.0,,,,,,,,,,,,,0.0,,40929.0,3747.0,71883.0,8056.0,,4296.0,,18686.0,10819.0,0.0,5438.0,7083.0,3638.0,820.0,0.0,5981.0,23397.0,9417.0,1779.0
9357.0,,,,,,,,,,,,,429.0,0.0,499737.0,101.0,650254.0,68733.0,0.0,169963.0,,1333.0,92003.0,19158.0,35583.0,25519.0,12422.0,993.0,0.0,2404.0,430066.0,1780.0,1456.0
9553.0,,,,,,,,,,,,,0.0,60360.0,114196.0,15319.0,213599.0,2441.0,46396.0,8313.0,,7255.0,46326.0,0.0,26665.0,179.0,26769.0,43699.0,0.0,1396.0,31862.0,41212.0,5973.0
9807.0,,,,,,,,,,,,,41561.0,0.0,1627893.0,0.0,2680724.0,543075.0,0.0,91493.0,,252932.0,1281834.0,0.0,21120.0,61147.0,5233.0,275313.0,0.0,279.0,1829974.0,140235.0,168378.0
9955.0,,,,,,,,,,,,,0.0,19991.0,99770.0,2687.0,197463.0,18380.0,2822.0,15408.0,,2897.0,69759.0,8245.0,30252.0,13065.0,1561.0,54398.0,0.0,459.0,63297.0,10231.0,1597.0
10250.0,,,,,,,,,,,,,0.0,0.0,321902.0,0.0,616606.0,70594.0,0.0,97491.0,,54362.0,159851.0,0.0,38657.0,9373.0,99468.0,93878.0,119.0,10079.0,406895.0,63149.0,19930.0
10849.0,,,,,,,,,,,,,0.0,1315.0,185714.0,0.0,282452.0,13262.0,10977.0,9924.0,,42249.0,118748.0,0.0,44431.0,10634.0,39244.0,21871.0,0.0,1228.0,120650.0,69132.0,16327.0
11145.0,,,,,,,,,,,,,0.0,23124.0,207091.0,0.0,404637.0,91589.0,,13423.0,,58745.0,74291.0,0.0,89105.0,2216.0,6112.0,63807.0,0.0,52887.0,100163.0,26257.0,20281.0
11640.0,,,,,,,,,,,,,1478.0,0.0,208183.0,0.0,379041.0,15757.0,59793.0,22731.0,,30089.0,84455.0,0.0,117478.0,18381.0,30421.0,88053.0,0.0,8569.0,50896.0,56445.0,15402.0
11837.0,,,,,,,,,,,,,478.0,0.0,56267.0,0.0,120945.0,2342.0,,9252.0,,20984.0,21699.0,0.0,47895.0,8282.0,41259.0,10109.0,85.0,931.0,22692.0,19179.0,1568.0
12030.0,,,,,,,,,,,,,0.0,0.0,329044.0,4399.0,495679.0,76104.0,3115.0,41835.0,,39124.0,222759.0,0.0,63299.0,35364.0,4780.0,602.0,569.0,23563.0,100204.0,82892.0,20512.0
12142.0,,,,,,,,,,,,,0.0,0.0,130537.0,7910.0,298509.0,8383.0,,22473.0,,43110.0,47762.0,226.0,76781.0,13923.0,60275.0,57082.0,0.0,12646.0,56812.0,34671.0,5023.0
12311.0,296958.0,3373402.0,0.0,173210039.0,12069837.0,862624.0,5291638.0,497030.0,29188905.0,5376651.0,244858.0,0.0,,,106085456.0,,,,141102.0,31476004.0,,31280481.0,19250230.0,,8918474.0,,,,546933.0,19582960.0,57050101.0,3989265.0,978125.0
12647.0,,,,,,,,,,,,,0.0,5000.0,110222.0,0.0,188261.0,14962.0,5316.0,11774.0,,20370.0,61530.0,0.0,7740.0,12014.0,4541.0,22856.0,327.0,437.0,72490.0,14042.0,2774.0
12656.0,,,,,,,,,,,,,0.0,,10681.0,0.0,21638.0,6618.0,913.0,1083.0,,5707.0,1586.0,0.0,3519.0,885.0,0.0,2008.0,0.0,1389.0,5120.0,3918.0,527.0
12946.0,,,,,,,,,,,,,0.0,46425.0,1395997.0,0.0,1976157.0,93294.0,18413.0,241772.0,,273848.0,834565.0,0.0,509319.0,25252.0,75146.0,261544.0,1705.0,21246.0,710096.0,273214.0,239343.0
