IDRSSD,RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3386,RCON3387,RCON3401,RCON3465,RCON3466,RCON3484,RCON3485,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17
37.0,,,,,,,,,,,,,0.0,,21216.0,0.0,84530.0,8591.0,,4607.0,,7676.0,2025.0,0.0,12555.0,4604.0,7247.0,45715.0,0.0,4780.0,14437.0,20407.0,1719.0
242.0,,,,,,,,,,,,,0.0,,26538.0,2278.0,52744.0,2968.0,1453.0,1803.0,,12013.0,6926.0,0.0,8064.0,8805.0,0.0,11066.0,0.0,3672.0,13959.0,5715.0,4117.0
279.0,,,,,,,,,,,,,0.0,26718.0,230671.0,14872.0,372922.0,5547.0,229.0,7230.0,,156550.0,61450.0,86.0,76563.0,20391.0,58757.0,21140.0,0.0,4084.0,93220.0,55350.0,14469.0
354.0,,,,,,,,,,,,,0.0,,18667.0,6097.0,27265.0,916.0,956.0,1289.0,,10917.0,4379.0,0.0,0.0,791.0,59.0,0.0,0.0,746.0,8906.0,4668.0,261.0
457.0,,,,,,,,,,,,,0.0,,60575.0,199.0,65176.0,1649.0,6526.0,9823.0,,20200.0,17262.0,0.0,3813.0,1429.0,1.0,6.0,0.0,5277.0,27235.0,9018.0,545.0
505.0,,,,,,,,,,,,,0.0,10011.0,554889.0,13.0,771456.0,109960.0,0.0,26095.0,,240681.0,249570.0,0.0,123200.0,19363.0,22709.0,37371.0,0.0,30603.0,356621.0,28344.0,26779.0
1155.0,,,,,,,,,,,,,0.0,0.0,307359.0,0.0,461273.0,49524.0,,68417.0,,68417.0,146491.0,0.0,226545.0,9225.0,5139.0,54461.0,465.0,7025.0,49369.0,40865.0,12417.0
1351.0,,,,,,,,,,,,,0.0,0.0,103341.0,0.0,199768.0,11958.0,10090.0,23318.0,,18902.0,36064.0,0.0,23385.0,64782.0,1282.0,9081.0,0.0,13844.0,44539.0,57891.0,13548.0
1454.0,,,,,,,,,,,,,110.0,0.0,401772.0,0.0,1099688.0,96598.0,3894.0,64043.0,,119121.0,179184.0,1054.0,192719.0,190475.0,214678.0,168872.0,0.0,15292.0,336449.0,53331.0,40905.0
1669.0,,,,,,,,,,,,,0.0,0.0,242999.0,0.0,387093.0,13111.0,0.0,24460.0,,126217.0,65979.0,629.0,94524.0,56582.0,23581.0,29201.0,0.0,20168.0,89025.0,41231.0,9732.0
1856.0,,,,,,,,,,,,,0.0,,22605.0,200.0,46509.0,9185.0,3726.0,3356.0,,6005.0,6587.0,0.0,3427.0,222.0,3496.0,8107.0,0.0,2908.0,17313.0,10963.0,3010.0
2161.0,,,,,,,,,,,,,334.0,711.0,195836.0,0.0,370404.0,13368.0,990.0,27705.0,,67229.0,84618.0,0.0,61182.0,1993.0,73255.0,54395.0,326.0,2510.0,123516.0,43552.0,6566.0
2732.0,,,,,,,,,,,,,0.0,0.0,477362.0,0.0,733780.0,178396.0,0.0,26334.0,,28974.0,422093.0,0.0,58867.0,25264.0,0.0,26108.0,0.0,148.0,217847.0,56846.0,100211.0
2750.0,,,,,,,,,,,,,230.0,,43289.0,183.0,65685.0,512.0,17835.0,3033.0,,881.0,17269.0,0.0,13503.0,7347.0,245.0,9731.0,0.0,666.0,22138.0,11389.0,2056.0
3252.0,,,,,,,,,,,,,1136.0,3000.0,110899.0,3908.0,295238.0,1321.0,50415.0,10769.0,,54.0,43459.0,142.0,102576.0,81094.0,35674.0,46371.0,0.0,5391.0,40816.0,28018.0,34761.0
3458.0,,,,,,,,,,,,,3192.0,,47247.0,403.0,76104.0,793.0,6037.0,6895.0,,12161.0,21048.0,0.0,7423.0,683.0,7708.0,11888.0,0.0,2868.0,17615.0,23199.0,5631.0
3720.0,,,,,,,,,,,,,0.0,0.0,170812.0,0.0,383794.0,60258.0,2467.0,22951.0,,41607.0,93804.0,0.0,109371.0,30908.0,71036.0,34396.0,0.0,8027.0,96129.0,25279.0,7010.0
3971.0,,,,,,,,,,,,,0.0,109538.0,763857.0,2964.0,974633.0,26724.0,6209.0,173606.0,,127942.0,387865.0,38253.0,104563.0,73478.0,11010.0,45975.0,0.0,29065.0,250617.0,217820.0,16290.0
4156.0,,,,,,,,,,,,,9400.0,1731.0,176188.0,19217.0,292008.0,7127.0,,12552.0,,66341.0,89675.0,55.0,71439.0,11923.0,10739.0,43647.0,0.0,1883.0,78926.0,41445.0,6348.0
4231.0,,,,,,,,,,,,,0.0,0.0,41862.0,0.0,151776.0,46515.0,,2533.0,,11177.0,23187.0,0.0,25814.0,9982.0,18304.0,32215.0,0.0,2476.0,37723.0,26032.0,4555.0
5069.0,,,,,,,,,,,,,0.0,0.0,404011.0,0.0,500321.0,61890.0,0.0,10353.0,,65071.0,328587.0,0.0,1771.0,0.0,0.0,9380.0,0.0,0.0,82138.0,110656.0,41725.0
5135.0,,,,,,,,,,,,,0.0,23277.0,361067.0,0.0,613511.0,121583.0,83867.0,49021.0,,60208.0,156887.0,0.0,112198.0,97885.0,0.0,1706.0,711.0,9923.0,104030.0,129418.0,32286.0
5210.0,,,,,,,,,,,,,29764.0,1044.0,1493240.0,0.0,2725542.0,426179.0,5221.0,100034.0,,427789.0,871509.0,0.0,635555.0,257094.0,308612.0,84099.0,0.0,12073.0,763726.0,259886.0,89594.0
5461.0,,,,,,,,,,,,,0.0,0.0,410029.0,0.0,871550.0,26791.0,13902.0,30475.0,,34232.0,324472.0,0.0,15676.0,103562.0,149741.0,135757.0,0.0,6519.0,699760.0,10598.0,10337.0
5751.0,,,,,,,,,,,,,158.0,3516.0,150402.0,0.0,260974.0,3312.0,16419.0,33417.0,,30889.0,60575.0,492.0,45394.0,5201.0,17931.0,74821.0,0.0,5587.0,95253.0,29189.0,4242.0
6039.0,,,,,,,,,,,,,57.0,0.0,280030.0,45176.0,411725.0,30181.0,4521.0,24837.0,,53903.0,188081.0,0.0,78397.0,35489.0,409.0,1555.0,515.0,5955.0,92127.0,64389.0,8727.0
6329.0,,,,,,,,,,,,,0.0,0.0,1094327.0,1.0,1553102.0,206180.0,559.0,86059.0,,220011.0,404153.0,0.0,197623.0,40000.0,114124.0,12791.0,0.0,374746.0,430277.0,201761.0,73482.0
7009.0,,,,,,,,,,,,,0.0,0.0,437291.0,0.0,1005504.0,117886.0,0.0,107224.0,,0.0,0.0,0.0,0.0,354220.0,0.0,87990.0,0.0,323917.0,611924.0,0.0,0.0
7045.0,,,,,,,,,,,,,0.0,5.0,99731.0,0.0,281411.0,12806.0,5254.0,5324.0,,57626.0,17465.0,0.0,133756.0,1463.0,68318.0,63585.0,451.0,11557.0,64055.0,28452.0,537.0
7072.0,,,,,,,,,,,,,0.0,4405.0,268967.0,11914.0,390569.0,586.0,136.0,20927.0,,173969.0,80588.0,0.0,34686.0,6997.0,29634.0,28888.0,0.0,2654.0,195686.0,60814.0,19333.0
