IDRSSD,RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3386,RCON3387,RCON3401,RCON3465,RCON3466,RCON3484,RCON3485,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17
37.0,,,,,,,,,,,,,0.0,,22395.0,0.0,76192.0,2871.0,,2942.0,,11462.0,2858.0,0.0,11515.0,4396.0,7802.0,30032.0,0.0,4130.0,10306.0,22124.0,1137.0
242.0,,,,,,,,,,,,,0.0,,24253.0,2262.0,42121.0,2776.0,2547.0,1662.0,,9556.0,7722.0,0.0,5792.0,6055.0,0.0,5190.0,0.0,2511.0,10814.0,6597.0,1025.0
279.0,,,,,,,,,,,,,0.0,32981.0,181468.0,1389.0,264723.0,17442.0,,4143.0,,128522.0,43735.0,211.0,43598.0,0.0,40306.0,8109.0,0.0,4163.0,60204.0,64240.0,8772.0
354.0,,,,,,,,,,,,,0.0,,10159.0,1773.0,14113.0,700.0,1411.0,1924.0,,4813.0,1092.0,0.0,0.0,723.0,0.0,0.0,0.0,916.0,4282.0,2547.0,256.0
457.0,,,,,,,,,,,,,0.0,,46995.0,2752.0,52524.0,590.0,4848.0,8426.0,,14296.0,15249.0,0.0,2937.0,0.0,1.0,34.0,0.0,2858.0,17655.0,10089.0,2301.0
505.0,,,,,,,,,,,,,0.0,16834.0,476842.0,882.0,606231.0,30930.0,0.0,38549.0,,216570.0,188236.0,0.0,19583.0,0.0,52008.0,20727.0,0.0,28204.0,312250.0,32009.0,19629.0
1155.0,,,,,,,,,,,,,0.0,0.0,195618.0,4448.0,258316.0,17692.0,,48723.0,,56949.0,65448.0,0.0,129253.0,9897.0,0.0,13072.0,449.0,4837.0,25856.0,43491.0,11379.0
1351.0,,,,,,,,,,,,,0.0,0.0,105557.0,0.0,172812.0,8406.0,8823.0,21283.0,,22962.0,38990.0,0.0,17543.0,28779.0,1477.0,17802.0,0.0,12717.0,30500.0,62688.0,15217.0
1454.0,,,,,,,,,,,,,0.0,0.0,278160.0,0.0,814008.0,146611.0,3666.0,33208.0,,107491.0,116426.0,1166.0,144653.0,162269.0,115712.0,85312.0,0.0,16823.0,209740.0,52744.0,33845.0
1669.0,,,,,,,,,,,,,0.0,0.0,174323.0,0.0,294779.0,12328.0,,14623.0,,91329.0,40931.0,973.0,68728.0,59070.0,0.0,27753.0,0.0,21054.0,51000.0,44911.0,13135.0
