IDRSSD,RCFD3353,RCFD3355,RCFD3365,RCFD3368,RCFD3381,RCFD3401,RCFD3484,RCFDB558,RCFDB559,RCFDB560,RCFN3360,RCFN3404,RCON3353,RCON3355,RCON3360,RCON3365,RCON3368,RCON3381,RCON3386,RCON3387,RCON3401,RCON3465,RCON3466,RCON3484,RCON3485,RCONB558,RCONB559,RCONB560,RCONB561,RCONB562,RCONB563,RCONHK16,RCONHK17
37.0,,,,,,,,,,,,,0.0,,21726.0,0.0,75626.0,1247.0,,3769.0,,8067.0,2001.0,0.0,10595.0,6704.0,6242.0,42146.0,0.0,5112.0,13414.0,20240.0,951.0
242.0,,,,,,,,,,,,,0.0,,30541.0,1208.0,55546.0,2586.0,,2133.0,,13241.0,8595.0,0.0,8104.0,10449.0,0.0,10575.0,0.0,4230.0,14292.0,8755.0,4828.0
279.0,,,,,,,,,,,,,0.0,76639.0,271776.0,5067.0,453147.0,18834.0,144.0,7107.0,,159916.0,97730.0,645.0,54965.0,1692.0,100385.0,23955.0,0.0,4611.0,90007.0,93848.0,26905.0
354.0,,,,,,,,,,,,,0.0,,58823.0,6340.0,69866.0,821.0,,3245.0,,27899.0,20303.0,0.0,0.0,949.0,38.0,0.0,33.0,7468.0,7113.0,28475.0,2905.0
457.0,,,,,,,,,,,,,0.0,,72157.0,2657.0,79413.0,1075.0,7196.0,9253.0,,26593.0,21511.0,0.0,2755.0,1446.0,0.0,15.0,0.0,6031.0,24283.0,19914.0,4595.0
505.0,,,,,,,,,,,,,50.0,40103.0,716786.0,0.0,819333.0,3346.0,0.0,24224.0,,312941.0,321654.0,0.0,112020.0,10565.0,40767.0,16749.0,0.0,45983.0,355960.0,73632.0,13446.0
1155.0,,,,,,,,,,,,,0.0,0.0,377818.0,1701.0,502546.0,14898.0,14093.0,67984.0,,106797.0,174779.0,0.0,274022.0,14555.0,4622.0,54678.0,477.0,5965.0,39873.0,50501.0,18480.0
1351.0,,,,,,,,,,,,,0.0,0.0,114752.0,0.0,213658.0,6371.0,5598.0,22148.0,,22009.0,48895.0,0.0,25161.0,73062.0,866.0,10082.0,0.0,15464.0,42103.0,65584.0,23106.0
1454.0,,,,,,,,,,,,,0.0,0.0,474561.0,0.0,1051232.0,51576.0,4420.0,72416.0,,119194.0,240235.0,930.0,212161.0,175480.0,179662.0,122883.0,0.0,17083.0,274982.0,60031.0,41192.0
1669.0,,,,,,,,,,,,,0.0,6710.0,297366.0,0.0,425174.0,14347.0,5866.0,30749.0,,147416.0,94781.0,314.0,126658.0,51527.0,20660.0,22231.0,0.0,18564.0,60990.0,60206.0,36370.0
1856.0,,,,,,,,,,,,,0.0,,25977.0,579.0,49260.0,11767.0,2966.0,2794.0,,5881.0,11629.0,0.0,3483.0,222.0,2658.0,6257.0,0.0,2707.0,15210.0,15464.0,3793.0
2161.0,,,,,,,,,,,,,4326.0,19352.0,228930.0,3973.0,386290.0,1688.0,338.0,18082.0,,101408.0,109192.0,0.0,87853.0,1571.0,63374.0,51448.0,442.0,1694.0,102606.0,36890.0,15159.0
2732.0,,,,,,,,,,,,,0.0,0.0,575758.0,0.0,724391.0,98443.0,0.0,22929.0,,37335.0,511453.0,0.0,48641.0,18992.0,0.0,20962.0,0.0,80.0,185296.0,90242.0,138640.0
2750.0,,,,,,,,,,,,,99.0,,47168.0,181.0,71405.0,262.0,20807.0,4408.0,,719.0,15906.0,0.0,11237.0,7977.0,178.0,8814.0,0.0,795.0,15824.0,15081.0,4208.0
3252.0,,,,,,,,,,,,,0.0,1000.0,115842.0,19445.0,346626.0,0.0,51982.0,8872.0,,0.0,48154.0,76.0,128163.0,85711.0,59459.0,49106.0,0.0,6041.0,41960.0,32486.0,36796.0
3458.0,,,,,,,,,,,,,918.0,,48229.0,478.0,78589.0,3134.0,3542.0,3809.0,,14298.0,26023.0,117.0,6689.0,1854.0,7290.0,11237.0,0.0,2915.0,10296.0,34401.0,8546.0
3720.0,,,,,,,,,,,,,0.0,0.0,188976.0,225.0,392652.0,44812.0,3126.0,24127.0,,47178.0,101117.0,0.0,106703.0,38211.0,68442.0,36466.0,0.0,9448.0,77889.0,40349.0,26393.0
3971.0,,,,,,,,,,,,,335.0,86459.0,900928.0,2015.0,1203724.0,41285.0,4618.0,186959.0,,116765.0,510654.0,28988.0,124245.0,110724.0,31675.0,46652.0,0.0,52745.0,293792.0,296892.0,79669.0
4156.0,,,,,,,,,,,,,6257.0,8445.0,193998.0,857.0,277590.0,1589.0,,18287.0,,75458.0,90477.0,0.0,51260.0,14209.0,7872.0,40028.0,0.0,2769.0,72306.0,46320.0,14867.0
4231.0,,,,,,,,,,,,,0.0,0.0,48832.0,0.0,162213.0,38389.0,,2411.0,,13481.0,27521.0,0.0,36836.0,17325.0,24921.0,30550.0,0.0,2978.0,37420.0,25180.0,5489.0
5069.0,,,,,,,,,,,,,0.0,154.0,481129.0,0.0,587328.0,68647.0,0.0,1597.0,,69550.0,409982.0,0.0,1486.0,0.0,0.0,12350.0,0.0,0.0,60687.0,197786.0,73672.0
5135.0,,,,,,,,,,,,,0.0,13345.0,411128.0,0.0,617699.0,75563.0,99161.0,48690.0,,75974.0,175456.0,0.0,102493.0,97993.0,0.0,2099.0,815.0,10589.0,81851.0,144039.0,56970.0
5210.0,,,,,,,,,,,,,26178.0,254091.0,1637645.0,0.0,2451038.0,54156.0,9104.0,83798.0,,481659.0,994443.0,0.0,512701.0,176317.0,290948.0,97333.0,0.0,9875.0,600065.0,196306.0,42988.0
5461.0,,,,,,,,,,,,,0.0,48132.0,423065.0,0.0,842446.0,59764.0,4817.0,25406.0,,40869.0,351289.0,0.0,12659.0,116387.0,119764.0,98823.0,0.0,1990.0,598380.0,22972.0,30448.0
5751.0,,,,,,,,,,,,,0.0,0.0,160614.0,14376.0,311141.0,0.0,20764.0,32875.0,,33571.0,67104.0,0.0,34733.0,5241.0,46886.0,76288.0,0.0,4103.0,112441.0,36076.0,49177.0
6039.0,,,,,,,,,,,,,0.0,0.0,342124.0,27000.0,454820.0,34929.0,3005.0,30004.0,,74349.0,220955.0,0.0,71872.0,33328.0,220.0,1524.0,702.0,6614.0,81634.0,91768.0,30701.0
6329.0,,,,,,,,,,,,,9000.0,35000.0,1452526.0,1.0,1813698.0,206944.0,356.0,107364.0,,276927.0,560005.0,0.0,284612.0,51662.0,130267.0,14413.0,0.0,480866.0,520786.0,344674.0,99425.0
7009.0,,,,,,,,,,,,,0.0,0.0,288844.0,0.0,563612.0,124103.0,0.0,70838.0,,0.0,0.0,0.0,0.0,72949.0,0.0,67019.0,0.0,217190.0,378398.0,0.0,0.0
7045.0,,,,,,,,,,,,,0.0,0.0,115194.0,0.0,288876.0,22220.0,,4995.0,,64296.0,20193.0,0.0,135676.0,1865.0,81866.0,58360.0,500.0,13554.0,69694.0,23933.0,3891.0
7072.0,,,,,,,,,,,,,0.0,17676.0,308723.0,7133.0,441329.0,362.0,124.0,28359.0,,192221.0,85684.0,0.0,25057.0,10999.0,39201.0,36545.0,0.0,2234.0,155264.0,83789.0,38922.0
7456.0,,,,,,,,,,,,,51.0,149.0,86534.0,0.0,131282.0,3964.0,39592.0,13870.0,,5208.0,25307.0,0.0,29804.0,3431.0,213.0,31718.0,0.0,2269.0,25823.0,25718.0,10056.0
7634.0,,,,,,,,,,,,,0.0,,61950.0,0.0,85840.0,9329.0,7372.0,9387.0,,17669.0,17753.0,0.0,5911.0,2065.0,6251.0,6820.0,0.0,9876.0,13749.0,27181.0,11702.0
8462.0,,,,,,,,,,,,,0.0,7009.0,78533.0,5058.0,195491.0,1541.0,17839.0,16892.0,,15057.0,16449.0,0.0,48405.0,31987.0,49163.0,31124.0,0.0,12276.0,7622.0,17829.0,45531.0
8631.0,,,,,,,,,,,,,0.0,,37708.0,2514.0,75296.0,8169.0,,4757.0,,20495.0,9035.0,0.0,4275.0,12678.0,7225.0,782.0,0.0,2823.0,20228.0,13449.0,7498.0
9357.0,,,,,,,,,,,,,0.0,0.0,320620.0,77.0,542730.0,125604.0,0.0,152638.0,,1773.0,87646.0,25849.0,27666.0,28807.0,22071.0,970.0,0.0,3250.0,371705.0,2194.0,3206.0
9553.0,,,,,,,,,,,,,6.0,63061.0,137449.0,3502.0,227978.0,4724.0,49852.0,9164.0,,10895.0,63560.0,0.0,28385.0,2817.0,23774.0,48282.0,0.0,1221.0,33325.0,40898.0,12298.0
9807.0,,,,,,,,,,,,,24244.0,50000.0,1770432.0,0.0,2654086.0,170432.0,0.0,28708.0,,225725.0,1513898.0,0.0,36437.0,78088.0,134979.0,334905.0,0.0,446.0,1615802.0,175887.0,296128.0
9955.0,,,,,,,,,,,,,0.0,26811.0,106367.0,10054.0,237801.0,50382.0,,13254.0,,17581.0,62863.0,10299.0,57932.0,27229.0,938.0,36704.0,0.0,423.0,73271.0,8495.0,3371.0
10250.0,,,,,,,,,,,,,4454.0,2270.0,384499.0,1616.0,688244.0,7933.0,0.0,98599.0,,91843.0,173578.0,0.0,70857.0,28804.0,111714.0,136151.0,0.0,20480.0,368953.0,109907.0,32030.0
10849.0,,,,,,,,,,,,,0.0,1710.0,208481.0,0.0,283732.0,7436.0,5955.0,13885.0,,52628.0,128782.0,0.0,44593.0,19890.0,23732.0,20676.0,0.0,1473.0,96825.0,75733.0,36984.0
11145.0,,,,,,,,,,,,,0.0,24062.0,263115.0,13559.0,444070.0,8563.0,0.0,22377.0,,75727.0,91336.0,0.0,94072.0,0.0,43358.0,115361.0,0.0,71210.0,106813.0,60791.0,33242.0
11640.0,,,,,,,,,,,,,222.0,0.0,229239.0,0.0,389302.0,12344.0,50678.0,33676.0,,34416.0,107308.0,0.0,127242.0,19254.0,22801.0,82899.0,0.0,8333.0,42164.0,56048.0,34182.0
11837.0,,,,,,,,,,,,,579.0,0.0,71992.0,0.0,164660.0,4818.0,,2732.0,,23700.0,40121.0,0.0,77446.0,37480.0,34098.0,12041.0,102.0,2938.0,17908.0,17475.0,19513.0
12030.0,,,,,,,,,,,,,0.0,0.0,399032.0,9233.0,595593.0,75736.0,2387.0,38030.0,,82449.0,245558.0,0.0,46056.0,52697.0,1571.0,0.0,1026.0,31799.0,88552.0,140704.0,37930.0
12142.0,,,,,,,,,,,,,3.0,209.0,156767.0,5309.0,319017.0,19179.0,3978.0,32620.0,,48090.0,44229.0,90.0,75968.0,15982.0,62602.0,51850.0,0.0,18882.0,54519.0,41969.0,19094.0
12311.0,673854.0,10066810.0,0.0,193276279.0,9737147.0,878971.0,5055386.0,3560829.0,34623938.0,6169036.0,814007.0,0.0,,,116435464.0,,,,216985.0,34179874.0,,33988126.0,19538606.0,,38488458.0,,,,740796.0,19551071.0,67499364.0,12085648.0,3308997.0
12647.0,,,,,,,,,,,,,0.0,12850.0,111548.0,0.0,213405.0,33990.0,9381.0,10828.0,,26110.0,64835.0,0.0,5856.0,23813.0,7328.0,29399.0,312.0,237.0,86627.0,14109.0,9124.0
12946.0,,,,,,,,,,,,,3643.0,86464.0,2016198.0,8556.0,2930700.0,2856.0,23109.0,333344.0,,383161.0,1205710.0,0.0,736433.0,170392.0,161418.0,355537.0,2883.0,64451.0,661127.0,338101.0,300525.0
13103.0,,,,,,,,,,,,,0.0,111165.0,2340614.0,0.0,3104006.0,38998.0,209.0,124195.0,,936754.0,937765.0,0.0,458517.0,51734.0,220012.0,341746.0,0.0,341900.0,772226.0,377742.0,268682.0
13251.0,,,,,,,,,,,,,0.0,,46586.0,1714.0,62565.0,8030.0,,6128.0,,19220.0,13028.0,0.0,5525.0,1702.0,1424.0,686.0,0.0,5761.0,26156.0,8398.0,2086.0
13457.0,,,,,,,,,,,,,0.0,,31800.0,3373.0,42694.0,1191.0,4586.0,4112.0,,1702.0,20911.0,0.0,3115.0,2284.0,240.0,564.0,0.0,403.0,6560.0,9816.0,2552.0
14155.0,,,,,,,,,,,,,16407.0,2837.0,315248.0,0.0,369283.0,3477.0,37229.0,19514.0,,99052.0,141674.0,0.0,95368.0,12015.0,7932.0,12345.0,0.0,7194.0,77886.0,67140.0,9402.0
14650.0,,,,,,,,,,,,,0.0,,65615.0,5987.0,83314.0,3370.0,,18771.0,,23362.0,13615.0,0.0,7132.0,1985.0,4.0,3901.0,0.0,12629.0,33531.0,15392.0,3037.0
14753.0,,,,,,,,,,,,,0.0,,27204.0,11196.0,59002.0,6514.0,14439.0,2926.0,,1079.0,7446.0,132.0,0.0,4966.0,900.0,6107.0,0.0,827.0,18672.0,9648.0,1090.0
14865.0,,,,,,,,,,,,,0.0,0.0,493273.0,38.0,844679.0,32728.0,161310.0,80480.0,,21960.0,253313.0,0.0,282428.0,113717.0,119625.0,9235.0,1241.0,2555.0,224209.0,46422.0,3510.0
14977.0,,,,,,,,,,,,,0.0,,39353.0,871.0,57747.0,10674.0,9611.0,4427.0,,8726.0,11624.0,0.0,3616.0,3210.0,0.0,918.0,0.0,4929.0,7402.0,16094.0,4794.0
16551.0,,,,,,,,,,,,,382.0,25802.0,312859.0,0.0,443056.0,3462.0,8678.0,31740.0,,110314.0,149921.0,556.0,59885.0,80439.0,531.0,21899.0,521.0,12366.0,109331.0,89614.0,17668.0
