IDRSSD,RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD9106,RIADA220,RIADA251,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF228,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJ321,RIADJJ33
37.0,7.0,41.0,0.0,417.0,50.0,0.0,,,13.0,,204.0,0.0,,0.0,92.0,630.0,67.0,33.0,228.0,614.0,722.0,28.0,342.0,20.0,,0.0,,,44.0,124.0,124.0,0.0,12.0,124.0,177.0,47.0,185.0,4.0,,2.0,0.0,0.0,,,,,,0.0,,,false,0.0,130.0,,25.0,46.0,,0.0,,0.0,34.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,124.0,0.0,,,,,76.0,5.0,124.0,,0.0,0.0,,0.0
242.0,14.0,0.0,0.0,350.0,23.0,7.0,0.0,,36.0,,38.0,0.0,,0.0,79.0,366.0,41.0,23.0,51.0,230.0,445.0,17.0,151.0,11.0,,0.0,,,28.0,171.0,177.0,6.0,1.0,171.0,124.0,109.0,24.0,5.0,,0.0,0.0,0.0,,,,,,0.0,,,true,0.0,58.0,,33.0,0.0,,0.0,,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,171.0,24.0,,,,,30.0,6.0,177.0,,1.0,2.0,,0.0
279.0,100.0,0.0,0.0,2259.0,59.0,4.0,,,123.0,,44.0,2.0,,0.0,665.0,1970.0,369.0,142.0,635.0,2018.0,2635.0,104.0,1175.0,62.0,,0.0,,,175.0,265.0,317.0,52.0,3.0,265.0,1606.0,372.0,44.0,43.0,,11.0,0.0,0.0,,,,,,0.0,,,false,0.0,99.0,,0.0,211.0,,1.0,,0.0,226.0,0.0,33.0,,,,,,,,,,,,,,0.0,,,,,,0.0,265.0,181.0,,,,,304.0,37.0,317.0,,0.0,0.0,,4.0
354.0,6.0,0.0,0.0,156.0,42.0,6.0,18.0,,18.0,,0.0,0.0,,0.0,15.0,156.0,91.0,9.0,112.0,280.0,171.0,6.0,157.0,9.0,,0.0,,,11.0,-29.0,-36.0,-7.0,0.0,-29.0,71.0,8.0,0.0,0.0,,0.0,-4.0,81.0,,,,,,0.0,,,false,0.0,17.0,,3.0,0.0,,0.0,,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,-29.0,0.0,,,,,9.0,0.0,-36.0,,0.0,0.0,,3.0
457.0,33.0,0.0,0.0,689.0,122.0,7.0,71.0,,80.0,,6.0,0.0,,0.0,120.0,585.0,33.0,21.0,120.0,388.0,705.0,3.0,223.0,14.0,,0.0,,,45.0,230.0,230.0,0.0,10.0,230.0,246.0,192.0,1.0,1.0,,0.0,0.0,0.0,,,,,,0.0,,,true,0.0,49.0,,0.0,0.0,,0.0,,0.0,12.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,230.0,32.0,,,,,43.0,11.0,230.0,,0.0,0.0,,0.0
505.0,445.0,0.0,0.0,5236.0,468.0,2.0,0.0,,62.0,,122.0,0.0,,170.0,911.0,4880.0,742.0,183.0,1061.0,4070.0,5791.0,104.0,2581.0,113.0,,0.0,,,428.0,1174.0,1411.0,237.0,34.0,1174.0,2329.0,2025.0,57.0,152.0,,40.0,6.0,80.0,,,,,,0.0,,,false,0.0,352.0,,0.0,287.0,,13.0,,0.0,248.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,1174.0,121.0,,,,,98.0,95.0,1411.0,,28.0,14.0,,141.0
1155.0,44.0,0.0,0.0,2735.0,692.0,14.0,,,252.0,,89.0,0.0,,65.0,379.0,2640.0,621.0,150.0,775.0,2057.0,3019.0,112.0,1074.0,57.0,,0.0,,,208.0,1026.0,1053.0,27.0,62.0,1026.0,802.0,868.0,87.0,62.0,,2.0,1.0,43.0,,,,,,0.0,,,true,10.0,111.0,,67.0,0.0,,0.0,,0.0,308.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,1026.0,0.0,,,,,210.0,63.0,1053.0,,46.0,8.0,,151.0
1351.0,70.0,0.0,0.0,1809.0,365.0,22.0,149.0,,149.0,,130.0,0.0,,0.0,620.0,1481.0,177.0,90.0,243.0,979.0,2101.0,0.0,579.0,35.0,,0.0,,,157.0,569.0,569.0,0.0,0.0,569.0,306.0,651.0,130.0,47.0,,2.0,0.0,0.0,,,,,,0.0,,,true,0.0,338.0,,138.0,0.0,,0.0,,0.0,83.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,569.0,0.0,,,,,401.0,102.0,569.0,,0.0,4.0,,110.0
1454.0,160.0,13.0,0.0,3497.0,432.0,0.0,55.0,,55.0,,668.0,5.0,,974.0,438.0,5714.0,2107.0,117.0,1493.0,5264.0,6152.0,441.0,3130.0,140.0,,0.0,,,641.0,1970.0,1970.0,0.0,5.0,1970.0,1159.0,1644.0,248.0,37.0,,20.0,0.0,77.0,,,,,,0.0,,,true,0.0,207.0,,811.0,710.0,,38.0,,0.0,833.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,1970.0,0.0,,,,,205.0,36.0,1970.0,,67.0,1.0,,600.0
1669.0,37.0,0.0,0.0,2371.0,204.0,0.0,,,106.0,,159.0,7.0,,0.0,397.0,2428.0,470.0,146.0,537.0,1578.0,2825.0,34.0,859.0,51.0,,0.0,,,182.0,1027.0,1236.0,209.0,7.0,1027.0,1149.0,545.0,156.0,95.0,,4.0,0.0,0.0,,,,,,0.0,,,false,0.0,367.0,,250.0,0.0,,0.0,,11.0,313.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,1027.0,0.0,,,,,201.0,64.0,1236.0,,0.0,0.0,,84.0
