IDRSSD,RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD9106,RIADA220,RIADA251,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJ321,RIADJJ33
37.0,29.0,2.0,0.0,1295.0,184.0,0.0,,,123.0,,746.0,0.0,,0.0,350.0,2065.0,251.0,80.0,739.0,1901.0,2415.0,133.0,1029.0,19.0,,0.0,,,133.0,417.0,417.0,0.0,118.0,417.0,380.0,130.0,581.0,20.0,,13.0,0.0,0.0,,,,,,0.0,,,false,0.0,478.0,,135.0,93.0,,0.0,,0.0,171.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,417.0,38.0,,,,,251.0,12.0,417.0,0.0,0.0,0.0,,0.0
242.0,153.0,0.0,0.0,1423.0,80.0,81.0,81.0,,81.0,,197.0,0.0,,0.0,527.0,1381.0,110.0,58.0,187.0,817.0,1908.0,57.0,527.0,12.0,,0.0,,,103.0,641.0,674.0,33.0,15.0,641.0,516.0,470.0,74.0,22.0,,0.0,0.0,0.0,,,,,,0.0,,,true,0.0,276.0,,150.0,0.0,,0.0,,0.0,51.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,641.0,49.0,,,,,172.0,131.0,674.0,0.0,1.0,0.0,,0.0
279.0,828.0,-1687.0,0.0,9370.0,292.0,131.0,0.0,,440.0,,432.0,3.0,,0.0,5545.0,8196.0,1521.0,496.0,2463.0,8099.0,13741.0,201.0,4942.0,63.0,,0.0,,,595.0,-194.0,-282.0,-88.0,40.0,-194.0,6231.0,2106.0,242.0,166.0,,251.0,36.0,0.0,,,,,,0.0,,,false,0.0,301.0,,98.0,3255.0,,-2.0,,-1.0,992.0,0.0,99.0,,,,,,,,,,,,,0.0,,,,,,0.0,-194.0,1849.0,,,,,2274.0,428.0,-282.0,0.0,0.0,0.0,,213.0
354.0,86.0,0.0,0.0,2493.0,155.0,134.0,59.0,,59.0,,0.0,0.0,,0.0,1223.0,1486.0,637.0,28.0,1198.0,3281.0,2709.0,34.0,1752.0,23.0,,0.0,,,331.0,-842.0,-1129.0,-287.0,0.0,-842.0,1164.0,991.0,0.0,0.0,,28.0,0.0,593.0,,,,,,0.0,,,false,0.0,124.0,,20.0,0.0,,0.0,,0.0,16.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,-842.0,348.0,,,,,721.0,68.0,-1129.0,0.0,0.0,0.0,,-29.0
457.0,331.0,0.0,0.0,2988.0,427.0,9.0,333.0,,363.0,,28.0,0.0,,0.0,829.0,2216.0,93.0,71.0,395.0,1376.0,3045.0,12.0,820.0,11.0,,1.0,,,161.0,800.0,871.0,71.0,30.0,800.0,1118.0,737.0,0.0,4.0,,0.0,0.0,0.0,,,,,,0.0,,,true,0.0,343.0,,8.0,0.0,,0.0,,0.0,22.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,800.0,155.0,,,,,259.0,79.0,864.0,7.0,0.0,0.0,,69.0
505.0,3378.0,-55.0,0.0,21556.0,1221.0,1.0,0.0,,261.0,,798.0,0.0,,749.0,6485.0,17837.0,2414.0,454.0,4488.0,14711.0,24322.0,377.0,8832.0,121.0,,0.0,,,1391.0,4118.0,5125.0,1007.0,249.0,4118.0,9323.0,9376.0,44.0,445.0,,368.0,0.0,-2.0,,,,,,0.0,,,false,0.0,1375.0,,729.0,493.0,,52.0,,19.0,981.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,4118.0,1674.0,,,,,343.0,645.0,5125.0,0.0,118.0,43.0,,360.0
1155.0,726.0,0.0,0.0,15234.0,3611.0,229.0,690.0,,882.0,,876.0,0.0,,249.0,3649.0,13523.0,3131.0,414.0,3575.0,10096.0,17172.0,317.0,5416.0,81.0,,0.0,,,1051.0,5511.0,5651.0,140.0,155.0,5511.0,4185.0,6021.0,495.0,2109.0,,25.0,23.0,87.0,,,,,,0.0,,,true,27.0,508.0,,239.0,252.0,,0.0,,9.0,2043.0,0.0,54.0,,,,,,,,,,,,,0.0,,,,,,0.0,5511.0,0.0,,,,,550.0,264.0,5651.0,0.0,296.0,10.0,,907.0
1351.0,1017.0,0.0,0.0,6032.0,1211.0,0.0,329.0,,329.0,,130.0,0.0,,0.0,3413.0,3965.0,447.0,213.0,1077.0,3339.0,7378.0,403.0,1878.0,35.0,,0.0,,,384.0,893.0,893.0,0.0,0.0,893.0,1018.0,2213.0,130.0,379.0,,0.0,-12.0,0.0,,,,,,0.0,,,true,0.0,1261.0,,813.0,0.0,,0.0,,0.0,217.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,893.0,0.0,,,,,1409.0,608.0,893.0,0.0,0.0,29.0,,180.0
1454.0,1012.0,-727.0,0.0,17046.0,3075.0,0.0,229.0,,229.0,,2708.0,14.0,,3275.0,3894.0,21697.0,7576.0,247.0,6064.0,17859.0,25591.0,1156.0,9206.0,133.0,,50.0,,,2589.0,10654.0,10654.0,0.0,14.0,10654.0,3671.0,9556.0,590.0,1093.0,,33.0,0.0,82.0,,,,,,0.0,,,true,0.0,515.0,,2159.0,2475.0,,82.0,,157.0,3155.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,10654.0,0.0,,,,,727.0,1012.0,10637.0,17.0,578.0,0.0,,50.0
1669.0,185.0,0.0,0.0,11018.0,1247.0,0.0,396.0,,406.0,,437.0,11.0,,0.0,3797.0,8652.0,1443.0,270.0,2355.0,6028.0,12449.0,311.0,3190.0,50.0,,12.0,,,483.0,3042.0,3700.0,658.0,11.0,3042.0,5454.0,2845.0,326.0,1652.0,,26.0,0.0,0.0,,,,,,0.0,,,false,0.0,1066.0,,410.0,236.0,,0.0,,8.0,1165.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,3042.0,172.0,,,,,1225.0,551.0,3700.0,0.0,0.0,0.0,,367.0
1856.0,412.0,0.0,0.0,1387.0,150.0,69.0,192.0,,192.0,,168.0,0.0,,0.0,659.0,1436.0,1323.0,25.0,400.0,868.0,2095.0,175.0,330.0,8.0,,0.0,,,138.0,1841.0,1841.0,0.0,0.0,1841.0,332.0,489.0,0.0,4.0,,22.0,895.0,0.0,,,,,,0.0,,,true,0.0,224.0,,4.0,270.0,,0.0,,0.0,403.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,1841.0,0.0,,,,,200.0,43.0,1841.0,0.0,0.0,0.0,,50.0
2161.0,1454.0,-4.0,0.0,9995.0,751.0,114.0,57.0,,57.0,,746.0,0.0,,0.0,3622.0,9539.0,1381.0,513.0,2948.0,8783.0,13161.0,93.0,4544.0,68.0,,77.0,321.0,0.0,1291.0,1780.0,2123.0,343.0,0.0,1780.0,3485.0,5525.0,412.0,1215.0,0.0,173.0,0.0,0.0,,,,,,0.0,0.0,0.0,false,26.0,151.0,,339.0,1701.0,0.0,0.0,0.0,18.0,849.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,1780.0,,,,,,448.0,107.0,2123.0,0.0,,,,10.0
2732.0,2172.0,0.0,0.0,19515.0,1450.0,0.0,0.0,,20.0,,287.0,0.0,,181.0,7147.0,15758.0,632.0,190.0,2298.0,9831.0,22905.0,2623.0,6145.0,61.0,,0.0,,,1388.0,4259.0,6559.0,2300.0,0.0,4259.0,1323.0,16718.0,282.0,361.0,,0.0,0.0,0.0,,,,,,0.0,,,false,0.0,4.0,,480.0,0.0,,0.0,,0.0,171.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,4259.0,0.0,,,,,1331.0,3283.0,6559.0,0.0,90.0,0.0,,0.0
2750.0,256.0,3.0,0.0,2331.0,280.0,12.0,1238.0,,1238.0,,165.0,0.0,,0.0,852.0,1808.0,152.0,21.0,502.0,1400.0,2660.0,12.0,791.0,8.0,,16.0,,,107.0,580.0,580.0,0.0,0.0,580.0,42.0,720.0,164.0,109.0,,10.0,0.0,0.0,,,,,,0.0,,,true,0.0,51.0,,126.0,4.0,,30.0,,0.0,101.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,580.0,140.0,,,,,252.0,79.0,563.0,17.0,0.0,0.0,,0.0
3252.0,230.0,-335.0,0.0,6272.0,490.0,168.0,2700.0,,2734.0,,882.0,6.0,,0.0,1477.0,8560.0,2920.0,699.0,1221.0,3860.0,10037.0,3.0,2516.0,40.0,,36.0,,,123.0,7116.0,7210.0,94.0,35.0,7116.0,1.0,2277.0,851.0,178.0,,54.0,0.0,0.0,,,,,,0.0,,,true,0.0,770.0,,1397.0,1255.0,,142.0,,0.0,2079.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,7116.0,50.0,,,,,463.0,520.0,7210.0,0.0,0.0,0.0,,75.0
3458.0,51.0,0.0,0.0,2158.0,189.0,9.0,198.0,,198.0,,175.0,4.0,,0.0,973.0,1649.0,155.0,71.0,472.0,1639.0,2622.0,55.0,879.0,18.0,,19.0,,,288.0,147.0,165.0,18.0,4.0,147.0,541.0,1074.0,78.0,18.0,,11.0,-6.0,0.0,,,,,,0.0,,,false,0.0,156.0,,119.0,91.0,,0.0,,2.0,90.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,147.0,30.0,,,,,705.0,150.0,165.0,0.0,0.0,-2.0,,0.0
3720.0,304.0,0.0,0.0,7269.0,1078.0,0.0,153.0,,274.0,,631.0,0.0,,0.0,1481.0,9629.0,1816.0,592.0,2354.0,6664.0,11110.0,1727.0,3702.0,56.0,,0.0,,,608.0,3862.0,4781.0,919.0,115.0,3862.0,1782.0,3628.0,521.0,462.0,,15.0,0.0,53.0,,,,,,0.0,,,false,0.0,507.0,,564.0,904.0,,0.0,,0.0,1039.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,3862.0,0.0,,,,,544.0,171.0,4781.0,0.0,132.0,0.0,,0.0
3971.0,2438.0,-1495.0,0.0,40172.0,10171.0,81.0,183.0,,183.0,,1164.0,1378.0,,0.0,15137.0,31281.0,3155.0,530.0,7009.0,19812.0,46418.0,1296.0,10661.0,121.0,,0.0,,,1353.0,7975.0,11147.0,3172.0,0.0,7975.0,5713.0,17246.0,92.0,215.0,,700.0,-5.0,0.0,,,,,,0.0,,,false,0.0,6859.0,,1458.0,169.0,,92.0,,0.0,1648.0,0.0,789.0,,,,,,,,,,,,,0.0,,,,,,0.0,7975.0,2983.0,,,,,8008.0,1493.0,11174.0,-27.0,10.0,880.0,,1955.0
4156.0,465.0,0.0,0.0,7331.0,633.0,176.0,,,309.0,,500.0,0.0,,0.0,2051.0,6417.0,970.0,311.0,2092.0,6458.0,8468.0,101.0,3631.0,44.0,,44.0,,,735.0,859.0,902.0,43.0,9.0,859.0,2698.0,3561.0,308.0,162.0,,21.0,0.0,12.0,,,,,,0.0,,,true,0.0,130.0,,230.0,109.0,,0.0,,4.0,579.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,859.0,157.0,,,,,957.0,266.0,899.0,3.0,64.0,0.0,,30.0
4231.0,114.0,-3.0,0.0,2158.0,162.0,0.0,,,87.0,,557.0,0.0,,0.0,543.0,4237.0,611.0,294.0,965.0,2283.0,4780.0,1339.0,1172.0,22.0,,0.0,,,146.0,1959.0,2522.0,563.0,0.0,1959.0,604.0,1139.0,368.0,34.0,,0.0,0.0,0.0,,,,,,0.0,,,false,0.0,166.0,,458.0,268.0,,0.0,,0.0,317.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,1959.0,0.0,,,,,316.0,79.0,2522.0,0.0,0.0,0.0,,40.0
5069.0,2253.0,0.0,0.0,34423.0,689.0,0.0,0.0,,0.0,,496.0,0.0,,0.0,8334.0,29254.0,224.0,1.0,1520.0,3850.0,37588.0,2669.0,6867.0,24.0,,0.0,,,-4537.0,24673.0,25735.0,1062.0,0.0,24673.0,4140.0,29594.0,57.0,3.0,,0.0,0.0,0.0,,,,,,0.0,,,true,0.0,0.0,,0.0,0.0,,153.0,,0.0,70.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,24673.0,0.0,,,,,4318.0,1760.0,25762.0,-27.0,0.0,0.0,,-134.0
5135.0,809.0,0.0,0.0,20302.0,2183.0,0.0,5491.0,,5680.0,,39.0,0.0,,0.0,4989.0,21170.0,1235.0,676.0,2240.0,10964.0,26159.0,2779.0,7430.0,101.0,,0.0,,,1294.0,8325.0,10823.0,2498.0,189.0,8325.0,3490.0,8184.0,39.0,480.0,,62.0,-146.0,0.0,,,,,,0.0,,,false,56.0,709.0,,2977.0,0.0,,0.0,,-3.0,703.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,8325.0,130.0,,,,,2414.0,1156.0,10823.0,0.0,0.0,5.0,,618.0
5210.0,579.0,-727.0,0.0,59199.0,5684.0,0.0,463.0,,1193.0,,2116.0,0.0,,2240.0,3746.0,67575.0,10863.0,2951.0,8631.0,42450.0,71321.0,2604.0,25951.0,360.0,,49.0,,,7374.0,27549.0,34933.0,7384.0,711.0,27549.0,17058.0,34818.0,946.0,482.0,,184.0,337.0,31.0,,,,,,0.0,,,false,0.0,446.0,,1821.0,5397.0,,0.0,,0.0,4773.0,0.0,494.0,,,,,,,,,,,,,0.0,,,,,,0.0,27549.0,1810.0,,,,,638.0,188.0,34960.0,-27.0,531.0,0.0,,301.0
5461.0,1953.0,-7.0,0.0,14504.0,838.0,0.0,314.0,,411.0,,1537.0,0.0,,0.0,3913.0,17022.0,1716.0,751.0,4630.0,16049.0,20935.0,1644.0,8972.0,107.0,,0.0,,,2439.0,2587.0,2682.0,95.0,0.0,2587.0,1419.0,11688.0,1537.0,23.0,,245.0,0.0,0.0,,,,,,0.0,,,true,0.0,148.0,,1314.0,1691.0,,5.0,,17.0,943.0,0.0,8.0,,,,,,,,,,,,,0.0,,,,,,0.0,2587.0,1369.0,,,,,243.0,325.0,2682.0,0.0,0.0,0.0,,0.0
5751.0,2097.0,-113.0,0.0,7455.0,1841.0,104.0,955.0,,1006.0,,1870.0,2.0,,384.0,3641.0,7247.0,1294.0,223.0,1732.0,5431.0,10888.0,131.0,3423.0,45.0,,1.0,,,276.0,2905.0,3002.0,97.0,51.0,2905.0,1276.0,3096.0,268.0,196.0,,14.0,0.0,16.0,,,,,,0.0,,,true,0.0,236.0,,246.0,1066.0,,0.0,,0.0,667.0,0.0,0.0,,,,,,,,,5.0,,0.0,,0.0,,,,,,0.0,2905.0,78.0,,,,,660.0,609.0,2997.0,5.0,0.0,4.0,,0.0
6039.0,686.0,0.0,0.0,15046.0,749.0,999.0,147.0,,214.0,,24.0,0.0,,0.0,2257.0,15832.0,1755.0,1241.0,2634.0,10708.0,18089.0,1245.0,6873.0,103.0,,0.0,0.0,0.0,1201.0,5046.0,6744.0,1698.0,23.0,5046.0,3179.0,10465.0,24.0,77.0,1.0,0.0,0.0,312.0,,,,,,0.0,0.0,0.0,false,37.0,402.0,,766.0,9.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,5046.0,,,,,,1104.0,390.0,6744.0,0.0,,,,135.0
6329.0,7517.0,0.0,0.0,83817.0,4803.0,0.0,30.0,,196.0,,221.0,0.0,,0.0,14581.0,75674.0,12740.0,3127.0,22756.0,53409.0,90255.0,3257.0,24655.0,408.0,,0.0,270.0,0.0,5998.0,18287.0,23805.0,5518.0,23.0,18287.0,15355.0,19896.0,221.0,1366.0,28.0,42.0,2.0,2279.0,189.0,,,,,0.0,0.0,0.0,false,0.0,43567.0,,806.0,2112.0,0.0,0.0,0.0,103.0,6646.0,0.0,0.0,0.0,355.0,44.0,184.0,0.0,,,,,,,,0.0,,,,,,0.0,18287.0,,3011.0,47.0,0.0,69.0,3608.0,1820.0,23805.0,0.0,,,,11200.0
7009.0,13381.0,0.0,0.0,15698.0,2576.0,0.0,0.0,,55.0,,863.0,0.0,,79954.0,13381.0,15988.0,80036.0,0.0,36779.0,62867.0,29369.0,11008.0,24274.0,162.0,,0.0,,,1814.0,32336.0,33184.0,848.0,0.0,32336.0,0.0,0.0,863.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,true,0.0,13067.0,,1800.0,0.0,,0.0,,0.0,82.0,0.0,0.0,,,,,,,,,27.0,,0.0,,0.0,,,,,,0.0,32336.0,0.0,,,,,0.0,0.0,33157.0,27.0,0.0,0.0,,0.0
7045.0,129.0,-2.0,0.0,3630.0,232.0,0.0,192.0,,192.0,,1281.0,0.0,,8.0,694.0,5822.0,794.0,209.0,1543.0,4526.0,6516.0,699.0,2636.0,49.0,,0.0,0.0,0.0,347.0,1796.0,2088.0,292.0,0.0,1796.0,1852.0,697.0,1028.0,170.0,0.0,17.0,0.0,0.0,,,,,,0.0,0.0,,false,30.0,627.0,,15.0,874.0,0.0,0.0,0.0,0.0,577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,1796.0,,,,,,350.0,45.0,2088.0,0.0,,,,0.0
7072.0,852.0,5.0,0.0,11473.0,1048.0,476.0,0.0,,32.0,,911.0,0.0,,0.0,4368.0,9661.0,1089.0,439.0,2879.0,9718.0,14029.0,44.0,5116.0,78.0,,0.0,,,1604.0,905.0,1081.0,176.0,0.0,905.0,5223.0,5102.0,168.0,236.0,,200.0,-24.0,96.0,,,,,,0.0,,,false,0.0,68.0,,170.0,755.0,,56.0,,0.0,522.0,0.0,119.0,,,,,,,,,,,,,0.0,,,,,,0.0,905.0,745.0,,,,,1399.0,1136.0,1081.0,0.0,0.0,0.0,,-44.0
7456.0,312.0,-2.0,0.0,3749.0,645.0,0.0,1847.0,,1854.0,,671.0,0.0,,0.0,1243.0,3558.0,368.0,57.0,720.0,2656.0,4801.0,277.0,1694.0,24.0,,1.0,,,242.0,1216.0,1258.0,42.0,2.0,1216.0,199.0,949.0,607.0,496.0,,17.0,0.0,0.0,,,,,,0.0,,,true,0.0,102.0,,81.0,6.0,,94.0,,0.0,201.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,1216.0,4.0,,,,,320.0,110.0,1258.0,0.0,0.0,16.0,,10.0
7634.0,88.0,0.0,0.0,3068.0,486.0,0.0,388.0,,388.0,,110.0,0.0,,0.0,971.0,2727.0,187.0,128.0,724.0,1631.0,3698.0,367.0,809.0,11.0,,0.0,,,98.0,1193.0,1193.0,0.0,0.0,1193.0,771.0,846.0,110.0,30.0,,4.0,0.0,0.0,,,,,,0.0,,,true,0.0,577.0,,52.0,97.0,,0.0,,0.0,58.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,1193.0,0.0,,,,,537.0,316.0,1193.0,0.0,0.0,1.0,,90.0
8462.0,78.0,4.0,0.0,4043.0,1156.0,189.0,713.0,,713.0,,454.0,0.0,,0.0,2215.0,3667.0,600.0,201.0,909.0,2372.0,5882.0,94.0,1311.0,21.0,,0.0,,,152.0,1899.0,1899.0,0.0,0.0,1899.0,696.0,707.0,454.0,362.0,,18.0,0.0,30.0,,,,,,0.0,,,true,0.0,771.0,,398.0,686.0,,0.0,,0.0,369.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,1899.0,0.0,,,,,408.0,1367.0,1899.0,0.0,0.0,0.0,,0.0
8631.0,38.0,34.0,0.0,1414.0,234.0,103.0,,,51.0,,18.0,0.0,,0.0,330.0,1687.0,201.0,17.0,607.0,1538.0,2017.0,206.0,771.0,15.0,,0.0,,,160.0,297.0,382.0,85.0,41.0,297.0,687.0,313.0,18.0,1.0,,3.0,0.0,0.0,,,,,,0.0,,,false,0.0,129.0,,187.0,86.0,,0.0,,0.0,184.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,297.0,0.0,,,,,154.0,137.0,382.0,0.0,0.0,0.0,,2.0
9357.0,4532.0,0.0,0.0,19666.0,12484.0,4.0,0.0,,3692.0,,16.0,543.0,,0.0,5127.0,21571.0,1263.0,544.0,3268.0,13862.0,26698.0,5529.0,9167.0,80.0,,0.0,,,929.0,9228.0,9228.0,0.0,0.0,9228.0,80.0,3281.0,0.0,360.0,,18.0,0.0,0.0,,,,,,0.0,,,true,0.0,129.0,,386.0,536.0,,0.0,,0.0,713.0,0.0,498.0,,,,,,,,,,,,,0.0,,,,,,0.0,9228.0,0.0,,,,,19.0,216.0,9258.0,-30.0,0.0,6.0,,-286.0
9553.0,521.0,0.0,0.0,5036.0,503.0,517.0,1972.0,,2080.0,,1043.0,0.0,,0.0,3092.0,4232.0,186.0,42.0,611.0,1832.0,7324.0,123.0,1084.0,13.0,,1.0,,,137.0,2543.0,2586.0,43.0,0.0,2543.0,460.0,1933.0,955.0,243.0,,187.0,0.0,0.0,,,,,,0.0,,,true,0.0,60.0,,36.0,382.0,,0.0,,0.0,144.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,2543.0,1377.0,,,,,726.0,224.0,2586.0,0.0,0.0,0.0,,0.0
9807.0,17544.0,0.0,0.0,70436.0,1329.0,0.0,0.0,,0.0,,12617.0,0.0,,443.0,27332.0,65318.0,10403.0,999.0,7557.0,27839.0,92650.0,3017.0,16686.0,228.0,,431.0,1695.0,0.0,3596.0,47847.0,47847.0,0.0,0.0,47847.0,9500.0,59589.0,10803.0,510.0,0.0,374.0,491.0,0.0,0.0,,,,,0.0,0.0,0.0,true,0.0,18.0,,1544.0,4662.0,0.0,77.0,0.0,0.0,8384.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,,,,,,,,0.0,,,,,,0.0,47847.0,,161.0,143.0,379.0,316.0,3817.0,3335.0,47882.0,-35.0,,,,0.0
9955.0,1268.0,0.0,0.0,4396.0,797.0,82.0,,,101.0,,383.0,454.0,,0.0,2119.0,4569.0,385.0,237.0,727.0,2905.0,6688.0,915.0,1799.0,23.0,,0.0,,,379.0,2284.0,2366.0,82.0,4.0,2284.0,822.0,2633.0,179.0,406.0,,106.0,0.0,0.0,,,,,,0.0,,,true,0.0,43.0,,321.0,31.0,,1.0,,0.0,147.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,2284.0,338.0,,,,,75.0,32.0,2049.0,317.0,0.0,0.0,,0.0
10250.0,545.0,0.0,0.0,13997.0,4486.0,112.0,0.0,,0.0,,1960.0,0.0,,0.0,3472.0,14841.0,3845.0,993.0,4085.0,13406.0,18313.0,145.0,8188.0,92.0,,28.0,,,1133.0,4690.0,5033.0,343.0,0.0,4690.0,2962.0,5923.0,1803.0,690.0,,128.0,-63.0,21.0,,,,,,0.0,,,true,8.0,618.0,,363.0,1608.0,,0.0,,512.0,2117.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,4690.0,92.0,,,,,1761.0,356.0,5033.0,0.0,141.0,124.0,,247.0
10849.0,1029.0,0.0,0.0,7967.0,469.0,0.0,,,657.0,,432.0,0.0,,0.0,3310.0,6493.0,775.0,260.0,1515.0,4907.0,9803.0,454.0,2837.0,47.0,,10.0,,,555.0,2019.0,2216.0,197.0,39.0,2019.0,1940.0,4836.0,10.0,76.0,,124.0,0.0,0.0,,,,,,0.0,,,false,0.0,65.0,,374.0,452.0,,0.0,,308.0,207.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,2019.0,19.0,,,,,1455.0,721.0,2216.0,0.0,0.0,0.0,,145.0
11145.0,599.0,0.0,0.0,10305.0,986.0,3.0,0.0,,54.0,,2791.0,0.0,,0.0,3135.0,11844.0,1672.0,490.0,2794.0,8387.0,14979.0,609.0,4241.0,78.0,,0.0,536.0,0.0,1352.0,3913.0,4794.0,881.0,54.0,3913.0,3119.0,3686.0,416.0,126.0,0.0,322.0,73.0,12.0,,,,,,0.0,0.0,0.0,false,0.0,2460.0,,0.0,949.0,0.0,28.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,3913.0,,,,,,998.0,876.0,4794.0,0.0,,,,335.0
11640.0,258.0,0.0,0.0,9728.0,1140.0,0.0,2794.0,,2794.0,,1445.0,0.0,,258.0,3933.0,8645.0,1128.0,502.0,1081.0,6457.0,12578.0,565.0,4343.0,51.0,,69.0,,,1033.0,2699.0,3314.0,615.0,0.0,2699.0,1427.0,3876.0,938.0,2320.0,,71.0,0.0,0.0,,,,,,0.0,,,false,0.0,491.0,,409.0,360.0,,0.0,,0.0,368.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,2699.0,178.0,,,,,627.0,481.0,3314.0,0.0,0.0,0.0,,2.0
11837.0,162.0,-1.0,0.0,2673.0,80.0,0.0,,,60.0,,338.0,0.0,,0.0,2031.0,2129.0,169.0,97.0,796.0,2159.0,4160.0,151.0,1196.0,17.0,,11.0,,,167.0,148.0,138.0,-10.0,0.0,148.0,965.0,1485.0,132.0,1315.0,,4.0,0.0,0.0,,,,,,0.0,,,false,13.0,70.0,,466.0,528.0,,0.0,,-22.0,94.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,148.0,2.0,,,,,405.0,136.0,138.0,0.0,0.0,0.0,,0.0
12030.0,1154.0,0.0,0.0,19363.0,1810.0,356.0,137.0,,174.0,,0.0,0.0,,0.0,4415.0,19611.0,2529.0,1151.0,3139.0,7964.0,24026.0,2476.0,3876.0,76.0,,0.0,,,949.0,13276.0,14176.0,900.0,0.0,13276.0,3149.0,12181.0,0.0,186.0,,13.0,0.0,0.0,,,,,,0.0,,,false,0.0,2049.0,,1555.0,263.0,,0.0,,10.0,1149.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,13276.0,0.0,,,,,2471.0,604.0,14176.0,0.0,0.0,219.0,,0.0
12142.0,162.0,0.0,0.0,6247.0,1224.0,179.0,241.0,,241.0,,935.0,4.0,,0.0,1725.0,7066.0,4221.0,496.0,1937.0,6354.0,8791.0,255.0,3483.0,60.0,,0.0,,,934.0,3947.0,4843.0,896.0,4.0,3947.0,1898.0,1840.0,935.0,432.0,,0.0,0.0,0.0,,,,,,0.0,,,false,0.0,1044.0,,195.0,976.0,,0.0,,-671.0,4396.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,3947.0,359.0,,,,,491.0,281.0,4843.0,0.0,0.0,0.0,,90.0
