IDRSSD,RCFD0071,RCFD0081,RCFD1773,RCFD2130,RCFD2143,RCFD2145,RCFD2150,RCFD2160,RCFD2170,RCFD2930,RCFD2948,RCFD3000,RCFD3123,RCFD3190,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3545,RCFD3548,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN2200,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON1773,RCON2130,RCON2143,RCON2145,RCON2150,RCON2160,RCON2170,RCON2200,RCON2930,RCON2948,RCON3000,RCON3123,RCON3190,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34
37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16553.0,1655.0,49853.0,0.0,0.0,251.0,105.0,698.0,87398.0,69608.0,166.0,69774.0,0.0,961.0,0.0,0.0,17624.0,1200.0,87398.0,0.0,0.0,11445.0,0.0,0.0,3500.0,0.0,19911.0,49697.0,,,0.0,19244.0,18283.0,1479.0,0.0,0.0,0.0,0.0,17624.0,0.0,0.0
242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3065.0,1161.0,13432.0,0.0,0.0,564.0,0.0,446.0,51841.0,41944.0,25.0,46369.0,0.0,157.0,4400.0,0.0,5472.0,120.0,51841.0,0.0,0.0,4975.0,0.0,0.0,120.0,0.0,11153.0,30791.0,,,0.0,26326.0,26169.0,257.0,7004.0,0.0,0.0,0.0,5472.0,0.0,0.0
279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14015.0,5968.0,12966.0,0.0,673.0,6839.0,209.0,9269.0,299643.0,235652.0,1789.0,268209.0,0.0,1561.0,30768.0,0.0,31434.0,1.0,299643.0,0.0,0.0,31305.0,0.0,0.0,0.0,0.0,31951.0,203701.0,,,0.0,214832.0,213271.0,128.0,2105.0,0.0,0.0,0.0,31434.0,0.0,34328.0
354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.0,430.0,249.0,0.0,0.0,101.0,0.0,182.0,20368.0,18616.0,99.0,18715.0,0.0,169.0,0.0,0.0,1653.0,100.0,20368.0,0.0,0.0,616.0,0.0,0.0,936.0,618.0,10720.0,7897.0,,,0.0,7670.0,7501.0,1.0,10437.0,0.0,0.0,0.0,1653.0,0.0,0.0
457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12226.0,789.0,0.0,0.0,0.0,266.0,31.0,1570.0,58927.0,44402.0,107.0,54009.0,0.0,682.0,9500.0,0.0,4918.0,60.0,58927.0,0.0,0.0,918.0,0.0,0.0,3940.0,0.0,9724.0,34678.0,,,0.0,43995.0,43313.0,0.0,699.0,0.0,0.0,0.0,4918.0,6.0,27.0
505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81519.0,5026.0,68132.0,0.0,1986.0,9819.0,0.0,16368.0,687274.0,605848.0,8883.0,630611.0,58.0,7374.0,15880.0,0.0,56605.0,6480.0,687274.0,0.0,0.0,33864.0,0.0,0.0,18403.0,3352.0,145481.0,460368.0,,,0.0,506896.0,499522.0,-2142.0,1550.0,0.0,0.0,0.0,56663.0,0.0,0.0
1155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38043.0,8591.0,24974.0,0.0,0.0,3876.0,133.0,7658.0,281394.0,253310.0,2202.0,255512.0,0.0,4044.0,0.0,0.0,25882.0,1600.0,281394.0,0.0,0.0,18745.0,0.0,0.0,4900.0,323.0,30151.0,223159.0,,,0.0,201840.0,197796.0,637.0,0.0,0.0,0.0,0.0,25882.0,0.0,0.0
1351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10323.0,7206.0,6089.0,0.0,0.0,4774.0,180.0,1945.0,186703.0,158685.0,470.0,159155.0,0.0,1250.0,0.0,0.0,27548.0,240.0,186703.0,0.0,0.0,26714.0,0.0,0.0,530.0,0.0,27238.0,131447.0,,,0.0,108102.0,106852.0,64.0,0.0,0.0,0.0,0.0,27548.0,0.0,49334.0
1454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163911.0,15770.0,382580.0,0.0,0.0,4430.0,0.0,13802.0,930784.0,818534.0,3399.0,821933.0,0.0,4724.0,0.0,0.0,108851.0,1000.0,930784.0,0.0,0.0,99829.0,0.0,0.0,1214.0,4236.0,270276.0,548258.0,,,0.0,350723.0,345999.0,6808.0,0.0,0.0,0.0,0.0,108851.0,56.0,0.0
1669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30295.0,8311.0,63026.0,0.0,0.0,3881.0,5.0,14631.0,351611.0,301726.0,198.0,301924.0,0.0,3565.0,0.0,0.0,49686.0,800.0,351610.0,0.0,0.0,47152.0,0.0,0.0,800.0,0.0,74989.0,226737.0,,,0.0,200772.0,197207.0,934.0,0.0,0.0,0.0,0.0,49686.0,0.0,34255.0
