"IDRSSD"	RCONG353	RCONG354	RCONG355	RCONG356	RCONG357	RCONG358	RCONG359	RCONG360	RCONG361	RCONG362	RCONG363	RCONG364	RCONG365	RCONG366	RCONG367	RCONG368	RCONG369	RCONG370	RCONG371	RCONG372	RCONG373	RCONG374	RCONG375	RCONHT50	RCONHT51	RCONHT52	RCONHT53	RCONHT54	RCONHT55	RCONHT56	RCONHT57	RCONHT58	RCONHT59	RCONHT60	RCONHT61	RCONK142	RCONK143	RCONK144	RCONK145	RCONK146	RCONK147	RCONK148	RCONK149	RCONK150	RCONK151	RCONK152	RCONK153	RCONK154	RCONK155	RCONK156	RCONK157	RCONMG95	
1669																								0	0	4000	3866	0	0	19713	16319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1513	1510	0	0	0	0		
1856																								0	0	222	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2161																								0	0	0	0	0	0	24345	21816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14430	12737		
2732																								0	0	6146	5811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2750																								0	0	7037	6462	0	0	175	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3252																								0	0	9316	9211	0	0	4153	3905	0	0	0	0	0	0	16566	16214	0	0	0	0	0	0	17433	16889	0	0	0	0		
3458																								0	0	1523	1429	0	0	5656	4894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3720																								7751	6943	10795	10505	0	0	66761	57640	0	0	0	0	0	0	2903	2966	0	0	0	0	0	0	0	0	0	0	0	0		
3971																								0	0	56811	49319	0	0	15867	14159	0	0	0	0	0	0	10691	10601	0	0	0	0	0	0	0	0	0	0	0	0		
4156																								0	0	7859	6951	0	0	5099	4537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
4231																								0	0	4879	4794	0	0	33857	31265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5069																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5135																								0	0	23109	22433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5210																								0	0	176049	155821	2284	2161	173920	152580	0	0	0	0	0	0	65539	61084	0	0	0	0	0	0	597	570	0	0	0	0		
5461																								27123	25260	62508	58559	100250	89099	5155	4730	0	0	0	0	446	410	3615	3481	0	0	0	0	0	0	0	0	0	0	0	0		
5751																								0	0	3221	3174	0	0	13530	13502	0	0	5831	5803	0	0	1767	1856	0	0	0	0	0	0	71	70	0	0	5409	5308		
6039																								0	0	10000	9806					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
6329																								0	0	58653	56667					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7009																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7045																								0	0	1907	1799					0	0	0	0	0	0	325	290	0	0	0	0	0	0	0	0	0	0	0	0		
7072																								0	0	9000	8153	36513	31489	482	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7456																								0	0	3417	3144	0	0	204	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7634																								0	0	1467	1391	0	0	5882	5347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8462																								0	0	28027	25845	0	0	53275	49363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8631																								0	0	12085	11206	0	0	7158	6195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
9357																								0	0	15838	15272	0	0	9520	9033	0	0	0	0	0	0	7501	7223	0	0	0	0	0	0	1216	1205	0	0	0	0		
9553																								0	0	307	299	0	0	14936	12966	0	0	0	0	0	0	28	27	0	0	0	0	0	0	0	0	0	0	0	0		
9807																								22496	22209	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
9955																								0	0	18388	17258	0	0	350	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
10250																								0	0	18628	16625	0	0	110865	97942	0	0	0	0	0	0	884	869	0	0	0	0	0	0	0	0	0	0	0	0		
10849																								0	0	7030	6712	0	0	10136	8976	0	0	30	26	0	0	5676	5146	0	0	0	0	0	0	0	0	0	0	0	0		
11145																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29930	27673	-910	
11640																								0	0	18115	15288	0	0	11890	9376	0	0	0	0	0	0	10816	9693	0	0	0	0	0	0	0	0	0	0	0	0		
11837																								0	0	13790	12963	0	0	33630	27786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12030																								0	0	2290	2292	0	0	0	0	0	0	0	0	192	191	1374	1380	0	0	0	0	0	0	0	0	0	0	0	0		
12142																								10173	9326	1	1	32817	29031	12576	11471	0	0	0	0	4963	4476	5434	5016	0	0	0	0	2274	1845	1819	1653	0	0	0	0		
12311																																																					
12647																								23812	21499	0	0	6050	5129	0	0	0	0	0	0	495	494	0	0	0	0	0	0	160	146	0	0	0	0	0	0		
12946																								0	0	148745	132216	0	0	113325	99669	0	0	60	52	0	0	9019	7452	0	0	0	0	0	0	0	0	0	0	0	0		
13103																								26264	26264	0	0					0	0	62753	60060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
13251																								0	0	0	0	0	0	1407	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
13457																								0	0	1306	1307	0	0	238	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14155																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14650																								0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14753																								0	0	4145	3824	68	66	417	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14865																								0	0	106536	101809	1282	1141	17412	17191	0	0	3244	3206	0	0	48474	46458	0	0	0	0	964	982	6717	6506	0	0	0	0		
14977																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
16551																								0	0	1997	1944	0	0	521	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17110																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370310	304156	110457	93132					0	0	0	0	11404	11066	67149	62163	0	0	0	0	5765	5178	11750	11560	0	0	0	0		
17259																								0	0	1750	1672	0	0	5437	4770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17950																								0	0	4941	4528	0	0	117276	102840	0	0	0	0	0	0	18438	16577	0	0	0	0	0	0	786	700	0	0	0	0		
17978																								81872	73770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18050																								0	0	0	0	0	0	159205	139471	0	0	22228	20106	0	0	0	0	0	0	0	0	0	0	1605	1363	0	0	0	0		
18827																								0	0	46949	43930	0	0	27958	27339	0	0	10392	10471	0	0	12940	13004	0	0	0	0	0	0	0	0	0	0	0	0		
18836																								0	0	4987	4679	0	0	5651	4964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18854																								0	0	93	90					0	0	0	0	0	0	10959	10120	0	0	0	0	0	0	2173	2001	0	0	0	0		
19356																								0	0	0	0	0	0	1882	1932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
19936																								0	0	17368	15424	32	32	22920	20387	0	0	0	0	0	0	1773	1718	0	0	0	0	0	0	0	0	0	0	0	0		
19972																								0	0	0	0	38	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
20053																								0	0	1127	1045	0	0	1201	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
20633																								0	0	13196	12226	0	0	13294	12041	0	0	0	0	0	0	7443	6651	0	0	0	0	0	0	0	0	0	0	0	0		
20857																								2500	2353	0	0	0	0	1784	1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21256																								0	0	3078	2967	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21359																								0	0	1722	1535	0	0	10047	8576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21658																								0	0	16269	15256					0	0	0	0	0	0	975	917	0	0	0	0	0	0	0	0	0	0	0	0		
22048																								0	0	4157	3736	0	0	26380	22360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22543																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22552																								0	0	0	0	0	0	11472	10064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22730																								0	0	2419	2210	0	0	41565	36444	0	0	860	761	0	0	7352	6994	0	0	0	0	0	0	845	663	0	0	0	0		
23456																								0	0	0	0	0	0	49366	43155	0	0	0	0	0	0	982	996	0	0	0	0	0	0	0	0	0	0	0	0		
23504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10681	8861	47527	44999	89666	77775	0	0					10681	8861	47527	44999	78585	68505	17009	15265	0	0	0	0	175776	151312	115897	99690	0	0	0	0	0	
23643																								0	0	2040	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23755																								0	0	7254	6476	18599	17754	18927	16528	0	0	0	0	0	0	3313	2861	0	0	0	0	0	0	0	0	0	0	0	0		
24006																								0	0	31844	31701	0	0	45767	44695	0	0	0	0	0	0	2298	2265	0	0	0	0	0	0	43163	38951	0	0	0	0		
24378																								1000	980	0	0	7982	7239	4216	4028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24659																								513	503	3497	3490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24949																								14798	13294	6140	5977	21509	20359	7746	7579	0	0	0	0	16197	15584	12982	13055	0	0	0	0	16235	14744	6149	5720	0	0	0	0		
25357																								0	0	0	0	576	577	6162	6167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
25647																								0	0	12270	11574					0	0	0	0	0	0	359	358	0	0	0	0	0	0	284	235	0	0	0	0		
26765																								0	0	0	0	0	0	170811	147322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
27070																								0	0	10673	9949	0	0	23938	21257	0	0	0	0	0	0	4966	4435	0	0	0	0	0	0	4989	4632	0	0	3477	3268		
27614																								0	0	0	0	0	0	134816	114709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
27847																								0	0	0	0	18	18	29366	25845	0	0	0	0	0	0	7508	6190	0	0	0	0	0	0	0	0	0	0	0	0		
28013																								0	0	75801	73711					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
28152																								3488	3418	7946	7470					0	0	0	0	0	0	1613	1507	0	0	0	0	0	0	0	0	0	0	0	0		
28675																								0	0	6386	6244					0	0	0	0	0	0	2800	2683	0	0	0	0	0	0	0	0	0	0	0	0		
28732																								7392	7232	6477	5956	1128	1086	6309	5539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
29476																								0	0	1469	1458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
29636																								4081	3630	0	0	204805	182207	56707	47887	0	0	8715	8899	5914	5457	1142	1007	0	0	0	0	54278	47055	1883	1764	0	0	0	0		
29878																								0	0	45019	41627					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30052																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30502																								0	0	51971	44650	0	0	209267	170513	0	0	0	0	0	0	3855	3364	0	0	0	0	0	0	138	135	0	0	0	0	0	
30810																																																					
31134																								0	0	2000	1812					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
31255																								0	0	219	219					0	0	0	0	0	0	935	911	0	0	0	0	0	0	0	0	0	0	0	0		
31657																								0	0	0	0	94605	80075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
31826																								0	0	9598	8534					0	0	0	0	0	0	82	82	0	0	0	0	0	0	0	0	0	0	0	0		
31835																								0	0	17495	15556	0	0	1641	1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32234																								0	0	2666	2646	8639	7654	912	929	0	0	3963	3979	3836	3487	0	0	0	0	0	0	0	0	11	1	952	896	3092	3051		
32766																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32971																								0	0	0	0	0	0	5783	5645	0	0	472	465	0	0	2756	2599	0	0	0	0	0	0	2509	2358	0	0	0	0		
33147																								0	0	2386	2150	0	0	4080	3496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	208	0	0	0	0		
33259																								0	0	31024	27380	0	0	25168	21621	0	0	0	0	0	0	1867	1822	0	0	0	0	0	0	0	0	0	0	0	0		
33370																								0	0	0	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33839																								0	0	9236	8755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33857																								0	0	0	0					0	0	1158	934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
34434																								0	0	14143	13164	0	0	20675	18341	0	0	0	0	0	0	501	492	0	0	0	0	0	0	6455	5652	0	0	0	0		
34537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1013	882	318902	315319	0	0	34047	33637					1013	882	318902	315319	85825	75485	205071	193439	0	0	0	0	2432	1927	71927	70670	0	0	15360	14973		
34555																								0	0	5053	4804					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
34742																								0	0	27467	25344	0	0	8324	7378	0	0	992	929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
35057																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
35301																																																					
35646																								0	0	7600	6973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
35879																								28430	27754	0	0	0	0	7746	6708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719	603	0	0	0	0		
36456																								0	0	15990	13953	0	0	6526	5591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
36933																								0	0	5016	4543	0	0	35462	30013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37051																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37341																								0	0	674	655	0	0	602	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37435																								34823	32144	67950	67098	9316	8025	154404	135413	0	0	8494	8327	9281	8456	40899	36610	0	0	0	0	0	0	19351	17907	0	0	0	0		
37640																								0	0	20169	17998					0	0	0	0	0	0	240885	200237	0	0	0	0	0	0	4440	3497	0	0	0	0		
37659																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37949																								0	0	6295	6246	0	0	26068	23272	0	0	1677	1675	0	0	216	215	0	0	0	0	0	0	2120	1996	0	0	0	0		
38740																								0	0	246	235	0	0	47675	40056	0	0	0	0	0	0	21892	18888	0	0	0	0	0	0	1053	829	0	0	0	0		
39327																								17009	16387	43628	40060	0	0	69997	61721	0	0	0	0	0	0	22770	20876	0	0	0	0	0	0	8409	7809	0	0	0	0		
39756																								0	0	3222	3194					0	0	4969	4992	0	0	3966	4023	0	0	0	0	0	0	900	721	0	0	0	0		
40033																								0	0	6506	5672	0	0	1718	1563	0	0	254	295	0	0	0	0	0	0	0	0	0	0	114	109	0	0	0	0		
40499																								19724	19102	48750	41533					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40855																								0	0	6545	6542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41553																								0	0	61032	49734	0	0	991	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41629																								0	0	29990	27264	0	0	1784	1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41825																								1932	1773	3497	3019					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42037																								0	0	1000	978	0	0	10657	9152	0	0	347	334	0	0	140	129	0	0	0	0	0	0	0	0	0	0	0	0		
42354																								0	0	0	0	0	0	21546	18080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42372																								0	0	2729	2708	0	0	14353	13375	0	0	0	0	0	0	567	575	0	0	0	0	0	0	31039	27383	0	0	0	0		
42420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1523	1506	0	0	22624	18259	1000	913					1523	1506	0	0	0	0	0	0	0	0	0	0	34239	27110	123817	101318	0	0	0	0		
42448																								0	0	34585	32342	0	0	6648	5107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	521	0	0	0	0		
42457																								0	0	1250	1204	0	0	8136	6794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920	927		
43052																								0	0	2855	2763	0	0	8463	7948	0	0	0	0	0	0	893	819	0	0	0	0	0	0	0	0	0	0	0	0		
43351																								0	0	0	0	0	0	484	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43856																								0	0	1869	1811	0	0	2489	2334	0	0	0	0	0	0	4425	4305	0	0	0	0	0	0	0	0	0	0	0	0		
43959																								0	0	21328	17013	0	0	21386	18243	0	0	0	0	0	0	929	751	0	0	0	0	0	0	0	0	0	0	0	0		
44040																								0	0	17528	16128	0	0	54242	46930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44433																								0	0	5049	4492					0	0	0	0	0	0	16221	14512	0	0	0	0	0	0	0	0	0	0	4187	3617		
44741																								0	0	41405	38867	0	0	1795	1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44750																								0	0	37946	27391	0	0	156	147	0	0	0	0	0	0	248	232	0	0	0	0	0	0	0	0	0	0	3277	3255		
44929																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45038																								0	0	23005	20531					0	0	840	738	0	0	3477	3001	0	0	0	0	0	0	702	639	0	0	0	0		
45056																								0	0	8143	7654	0	0	4376	4044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45430																								0	0	2000	1777	0	0	29748	25182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45458																								0	0	4546	4020	0	0	23050	19828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	289	0	0	0	0		
45551																								0	0	14596	13478	0	0	57733	49764	0	0	4926	4569	0	0	4610	4111	0	0	0	0	0	0	2005	1747	0	0	0	0		
45560																								0	0	24390	20815					0	0	15394	15051	0	0	0	0	0	0	0	0	0	0	12601	12377	0	0	0	0		
45775																								0	0	17485	14770	0	0	13798	11484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
46053																								3579	3018	25621	23442	9986	10002	19121	17497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
46941																								0	0	16429	15547	0	0	22203	18951	0	0	0	0	0	0	768	688	0	0	0	0	0	0	0	0	0	0	0	0		
47247																								0	0	462	438					0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	107	0	0	0	0		
47500																								0	0	9934	9211	0	0	39592	32129	0	0	0	0	0	0	1893	1618	0	0	0	0	0	0	0	0	0	0	0	0		
48057																								0	0	10092	9066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
48150																								0	0	0	0	0	0	1288	1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
48374																								0	0	29266	28406	0	0	28640	26642	0	0	5086	4490	0	0	0	0	0	0	0	0	0	0	6815	5566	0	0	0	0		
48440																								0	0	10557	8667	0	0	10737	9296	0	0	0	0	0	0	10702	9314	0	0	0	0	0	0	0	0	0	0	0	0		
49054																								0	0	22786	20217	0	0	1333	1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49148																								0	0	0	0	0	0	34786	29560	0	0	0	0	0	0	389	364	0	0	0	0	0	0	0	0	0	0	0	0		
49241																								2000	2000	13512	13157	4414	3689	13413	12672	0	0	0	0	1767	1501	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49652																								0	0	8472	7882	0	0	6506	5639	0	0	1480	1476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49858																								0	0	0	0	0	0	6572	6518	0	0	0	0	0	0	2948	2915	0	0	0	0	0	0	0	0	0	0	0	0		
49951																								0	0	8454	7446	0	0	13554	11503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
50144																								0	0	0	0	40442	34511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
50461																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51253																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51356																								0	0	19996	19398					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51459																								0	0	26999	25396	0	0	67337	59570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51842																								0	0	34600	30185					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
52719																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
52951																								0	0	10084	9760	0	0	60997	58069	0	0	0	0	0	0	1684	1685	0	0	0	0	0	0	0	0	0	0	0	0		
53051																								0	0	0	0	24561	21266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
54058																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
54656																								0	0	131008	94334					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
54973																								0	0	10052	9637					252940	208178	0	0	33011	27048	3575	3213	0	0	0	0	230576	194868	89639	73177	0	0	0	0		
55336																								0	0	33477	31145	0	0	48977	44002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
