"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	RIADMG93	RIADMG94	
575759		0	4595	0	2	0	4597	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
575834		0	4603	130	7	0	4474	8	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
576354		0	1169	34	4	0	1298	167	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-10	0	
576578		0	855	-90	42	0	903	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-14		
576608		0	14670	517	21	0	14261	129	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	
576644		0	8730	1000	96	0	9470	1836	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
576952		0	2835	75	0	0	2766	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
577128		0	64822	6132	554	0	62011	3875	0				238	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	
577137		0	4906	-156	0	0	5062	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	
577230		0	197	0	0	0	197	0	0				0	0	0	0	0	0	1	0	3	0	0	4	0	0	0	0		
578116		0	3496	60	9	0	3467	40	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
578237		0	617	0	6	0	611	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
578255		0	18777	225	38	0	18739	225	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
578554		0	1210	0	0	0	1210	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
578741		0	3590	60	0	0	3530	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
578862		0	327	0	0	0	327	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
579140		0	3900	0	13	0	3890	3	0				13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0		
579319		0	169	0	0	0	169	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
579364		0	4516	110	0	0	4413	7	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
579636		0	1975	0	5	0	1979	9	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
580155		0	8694	1680	61	0	8438	1485	0				2	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	-276		
580548		0	4868	0	29	0	4882	43	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
580847		0	1597	17	3	0	1595	18	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
580874		0	2135	-186	0	0	2321	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34		
581237		0	547	0	0	0	549	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
581358		0	2053	125	3	0	1952	27	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
582654		0	1529	15	0	0	1514	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
582878		0	418	0	0	0	418	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
582953		0	4375	90	2	0	4358	75	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
582971		0	9266	125	6	0	9157	22	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
583071		0	1908	3	2	0	1905	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
583268		0	8395	180	6	0	8212	3	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
583352		0	5882	38	0	0	5856	12	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
583754		0	4055	110	0	0	3945	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143		
583905		0	8706	-300	52	0	8974	20	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-62		
584377		0	9981	0	7	0	9983	9	0				85	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	
584724		0	3870	0	9	0	3918	57	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
584920		0	32355	830	42	0	31592	109	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
585235		0	568	-7	0	0	575	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2		
585749		0	7974	0	26	0	7984	36	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
586027		0	6475	900	794	0	6059	1278	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
586072		0	11829	0	14	0	11816	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
586335		0	491	35	0	0	460	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
586960		0	593	0	0	0	598	5	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
587677		0	3231	0	2	0	3240	11	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30		
587752		0	833	-101	1	0	933	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9		
587800		0	81514	14291	556	0	69981	3080	-234				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-164	0	
588245		0	2242	75	0	0	2171	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
588348		0	3126	30	0	0	3096	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
588478		0	1242	-125	0	0	1367	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
589158		0	1538	0	0	0	1538	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
589523		0	10605	50	25	0	10728	198	0				0	0	0	0	0	0	380	0	0	0	0	380	0	0	0	220		
589943		0	22571	748	173	0	21823	173	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-116	0	
590220		0	5523	-5	12	0	5561	45	0				56	0	10	0	0	66	0	0	0	0	0	0	0	0	0	-35	0	
590640		0	3576	100	5	0	3506	35	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50		
590976		0	7977	0	0	0	7977	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
591209		0	1656	-54	0	0	1710	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7		
591320		0	4763	100	28	0	4790	155	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
591357		0	542	23	48	0	581	110	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
591366		0	5469	100	85	0	5377	93	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	
592439		0	2050	0	11	0	2039	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
592448		0	17069	499	107	0	16576	113	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	
592550		0	817	0	0	0	817	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
592644		0	8286	360	2	0	7998	37	-37				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
593007		0	35613	-1164	187	0	36935	345	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-27	327	
593052		0	10571	58	21	0	10529	38	1				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
593249		0	3037	0	52	0	3059	74	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
593333		0	979	15	2	0	972	10	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
593771		0	270	160	0	0	241	131	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
593940		0	482	0	0	0	482	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
594433		0	14719	100	90	0	14666	137	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
594451		0	12561	-16	0	0	13616	1039	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
594853		0	11372	275	15	0	11108	26	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-125		
594938		0	3125	0	0	0	3127	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
594947		0	44378	200	621	0	43609	52	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
595270		32487	198888	3200	623	0	195850	785	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	-500	-2500	0	
595337		0	1717	60	0	0	1688	10	-21				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
595430		0	6966	755	133	0	6543	465	0				22	0	-2	0	0	20	0	0	0	0	0	0	0	0	0	-224	0	
595869	0		154588	1167	1052	0	154562	2193	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	733	66	
595944		0	792	25	0	0	767	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
596062		0	14174	1390	67	0	12854	137	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
596156		0	6342	120	4	0	6224	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
596277		0	169	0	6	0	163	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
596455		0	2139	0	0	0	2219	80	0				11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0		
596978		0	1875	-122	3	0	1994	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
597041		0	980	0	30	0	950	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
597313		0	4357	35	29	0	4344	51	0				15	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0		
597452		0	2868	310	7	0	2556	5	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12		
597546		0	4051	1	0	0	4061	11	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74		
597658		0	1803	30	36	0	1737	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
598002		0	5932	-40	1	0	5971	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	
598048		0	6934	26	2	0	6908	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-55		
598132		0	636	15	6	0	615	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
598543		0	746	5	0	0	744	3	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
599643		0	1477	20	0	0	1457	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
599764		0	36961	500	122	0	36573	234	0				0	0	0	0	0	0	500	0	500	0	0	1000	0	0	0	-1000	0	
600419		0	7580	55	2	0	7545	22	0				112	0	0	0	0	112	0	0	0	0	0	0	0	0	0	58		
601032		0	231	0	0	0	232	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
601041		0	1237	0	8	0	1229	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
601050		0	160465	6946	2289	0	162395	11165	0	0	3760		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2159	0	
601153		0	1722	0	42	0	1680	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
601416		0	43063	-4884	3390	0	51068	6511	0				4	0	-1	0	0	3	0	0	0	0	0	0	0	0	0	-569	0	
601443		0	5028	0	1	0	5028	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
601658		0	8945	300	2	0	8668	25	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
602048		0	15300	-43	28	0	15400	85	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
602543		0	1822	50	7	0	1823	58	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
602842		0	60	14	0	0	60	14	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
603232		0	683	11	7	0	617	50	98				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
603540		0	1164	15	0	0	1150	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
603559		0	387	-6	2	0	391	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6		
603755		0	513	0	0	0	518	5	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
604024		0	4046	185	1	0	3866	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
604033		0	96	0	0	0	96	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
604547		0	2935	40	1	0	2900	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33		
604640		0	523	-56	86	0	502	9	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
605571		0	232	0	0	0	232	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
605610		0	2118	33	0	0	2086	1	0				6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0		
605656		0	3453	140	11	0	3411	109	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
606046		0	472575	24000	2177	0	468034	21636	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2000	0	
606176		0	7665	683	92	0	7174	284	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
606653		0	12244	62	3	0	12601	422	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
607146		0	4748	0	30	0	4807	89	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
608358		0	805	0	12	0	794	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
608844		0	3524	0	11	0	3544	31	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
609010		0	4125	32	11	0	4083	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10		
609467		0	2809	0	5	0	2804	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-26		
609476		0	2225	0	1	0	2224	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
609609		0	4147	38	72	0	4037	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
609645		0	157	0	0	0	157	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
609832		0	1375	0	2	0	1373	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
610128		0	3628	105	8	0	3537	22	0				65	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0		
610164		0	3260	165	32	0	3188	125	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
610539		0	534	17	1	0	550	34	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
610557		0	3128	66	0	0	3089	27	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
610913		0	2312	73	22	0	2271	54	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
611031		0	2625	23	1	0	2601	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
612159		0	4682	66	0	0	4638	22	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
612878		0	1011	0	3	0	1008	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
613008		0	146948	5000	607	0	142222	881	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
613156		0	3369	136	30	0	3230	27	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
613343		0	13545	38	39	0	13591	123	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-29		
613400		0	18330	3640	151	0	16031	1492	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
613558		0	8769	210	37	0	8531	9	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-16		
613679		0	5255	0	0	0	5255	0	0				0	0	0	0	0	0	21	0	0	0	0	21	0	0	0	0	0	
613839		0	3894	4	1	0	3999	0	-110				80	0	-4	0	0	76	0	0	0	0	0	0	0	0	0	0		
613950		0	25150	3705	1257	0	27119	6931	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-222		
613978		0	1130	45	0	0	1085	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
614256		0	420	0	0	0	420	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
614313		0	15643	-87	9	0	15787	66	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	
614368		0	8944	0	115	0	9083	104	-150				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
614751		0	3166	45	1	0	3122	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
614948		0	1811	-75	0	0	1886	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32		
615217		0	8165	225	6	0	8706	772	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
615253		0	1783	0	96	0	1687	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
615851		0	2793	0	4	0	2810	21	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
615879		0	1468	0	0	0	1468	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-22		
615954		0	9815	-300	395	0	9722	2	0				70	0	0	0	0	70	35	0	0	0	0	35	0	0	0	0		
616036		0	13116	353	159	0	12645	41	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-53		
616540		0	1893	45	0	0	1898	50	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
617051		0	1122	0	0	0	1170	48	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
617079		0	379	11	0	0	368	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
617145		0	1912	0	7	0	1935	30	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
617275		0	673	-200	1	0	882	10	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
617743		0	3947	0	11	0	4119	183	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
618647		0	521	6	0	0	474	0	41				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
618740		0	7330	150	15	0	7166	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
618777		0	241	0	0	0	241	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
618807		0	64668	1350	43	0	63405	130	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
619701		0	21227	-691	19	0	22103	204	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1322		
619859		0	1119	-100	17	0	1204	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1		
619877	0		1592000	255000	46000	0	1549000	258000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1000	227000	
621151		0	910	0	0	0	911	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
621245		0	940	0	0	0	940	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
621357		0	5118	0	1	0	5117	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
621441		0	2414	45	21	0	2388	40	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
622037		0	6442	210	7	0	6236	11	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
622774		0	34608	400	56	0	34272	120	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
623052		0	1649	0	14	0	1637	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
623454		0	3810	84	20	0	3741	35	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
623548		0	1421	94	2	0	1330	5	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
623874		0	1313	-3	0	0	1317	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3		
624246		0	4776	42	1	0	4739	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		
624648		0	2103	37	41	0	2025	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
624778		0	1982	130	0	0	1852	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
624956		0	2007	30	99	0	1878	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
625056		0	591	0	0	0	591	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
625065		0	2785	138	3	0	2650	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
625159		0	2993	-244	24	0	3281	68	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
625654		0	16004	0	44	0	15960	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
625757		0	1371	30	24	0	1317	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
625850		0	4006	0	12	0	3994	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9		
625953		0	847	0	26	0	827	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
626101		0	19688	246	115	0	19350	23	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-225	0	
627108		0	5947	75	1	0	5871	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
627854		0	2064	0	0	0	2064	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
628039		-12	1896	0	455	0	1492	39	-12				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
628123		0	2035	169	23	0	2157	314	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	
628356		0	2158	30	0	0	2128	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
628552		0	2494	5	3	0	2509	23	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
629148		0	866	-748	57	0	1570	13	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
629353		0	3726	-68	137	0	3769	112	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-12		
629522		0	1776	30	3	0	1811	68	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
629746		0	1456	-25	1	0	1482	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	
630041		0	183	3	0	0	180	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
630340		0	875	9	8	0	888	30	0				0	0	0	0	0	0	21	0	0	0	0	21	0	0	0	0		
630555		0	6522	0	16	0	6518	12	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
630658		0	2872	90	5	0	2797	20	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
631039		0	1725	50	1	0	1676	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
631150		0	3251	0	0	0	3253	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
631178		0	2444	51	3	0	2411	21	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
631422		0	7763	-397	64	0	8277	181	0				2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	-64	0	
631570		0	7108	108	0	0	7000	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16		
632410		0	6192	-71	2	0	6276	15	0				0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	1	0	
632607		0	7830	90	10	0	7757	27	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
632858		0	5934	75	114	0	5745	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633378		0	44930	349	7	0	44867	293	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633640		0	1478	33	1	0	1459	15	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
634544		0	2004	40	0	0	2241	277	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
634955		0	3386	22	25	0	3350	11	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
635840		0	4912	180	52	0	4698	18	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
635907		0	7572	255	11	0	7310	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
636276		0	2141	25	9	0	2152	0	-45				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
636753		0	505	10	0	0	552	0	-57				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57		
636771		0	56313	1871	596	0	54658	812	0				157	1125	-1127	0	0	155	0	0	0	0	0	0	0	0	0	-652	0	
637170		0	6198	-95	3	0	6300	10	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95		
637451		0	104148	-2853	400	1647	111312	3064	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
637554		0	6503	0	0	0	6493	0	10				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
638131		0	1987	0	46	0	1941	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
638355		0	1815	0	17	0	1920	122	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
638850		0	742	-19	0	0	761	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	0	
639549		0	5431	60	17	0	5365	11	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
639567		0	161003	40460	5918	0	153786	39161	0	14706	7438		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
639633		0	2181	60	4	0	2147	30	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
639857		0	361	0	0	0	361	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
640143		0	700	0	1	0	675	1	25				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
640246		0	2357	0	14	0	2345	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
640442		0	2750	64	3	0	2722	39	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
640956		0	1847	0	17	0	1835	5	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
641449		0	416	0	0	0	382	4	38				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
641579		0	1480	15	0	0	1465	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
642437		0	1825	54	1	0	1779	9	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	
643078		530	3832	136	2	0	3704	10	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-195		
643274		0	327	12	1	0	314	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
643340		-105	2595	-28	22	0	2608	7	0				24	0	-5	0	0	19	0	0	0	0	0	0	0	0	0	41	0	
643658		0	1113	0	0	0	1113	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
644057		0	678	0	0	0	679	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
644141		0	443	0	1	0	442	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
644646		0	1427	0	0	0	1427	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
644776		0	1295	-183	0	0	1478	0	0				0	0	134	0	0	134	0	0	0	0	0	0	0	0	0	0	0	
644842		0	2509	120	5	0	2406	22	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
644954		0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
