"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT88	RCONMT89	RCONMT90	RCONMT91	RCONMT92	RCONMT93	RCONMT94	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	Fully insured, affiliate sweep depos	Fully insured, affiliate, retail swe	Not fully insured, affiliate sweep d	Not fully insured, affiliate, retail	Fully insured, non-affiliate sweep d	Fully insured, non-affiliate, retail	Not fully insured, non-affiliate swe	Not fully insured, non-affiliate, re	Designated exception sweep deposit	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
140157	50145	0	18201	84980	0	171533	0	0	0	0	201829	0	24459		50043	46968		153332	177370	0	0	2372	0	0	28184	44286	7682	3924	40244	7733	12560	0	347	34033	20640	0	0	20196	0																	
140362	10480	0	21893	1275896	14031	1275896	0	2250	81355	247	1286859	0	192143		87024	1124170	1416	1222765	1075005	17207	17214	516	81355	3001	15196	25616	51521	30421	40811	5313	23888	254	0	35730	29455	401335	0	29201	0	0		0		0		0		0	true	29169	23528	121614	806997	6796	3473	
140634	6262	0	16362	33065	0	49889	0	0	0	0	39680	0	2897		13339	6194		33527	36783	0	0	1535	0	0	6477	13662	757	734	16959	2721	2874	0	0	8291	5595	0	0	5594	0																	
141350	0	0	9926	33704	0	43068	0	0	18909	0	70297	0	6996		23371	21747		33142	44208	0	19093	1097	18909	12007	9459	20325	8905	0	29784	3696	5764	400	0	15319	9860	4767	0	9460	424																	
141556	61483	0	43680	568767	0	609986	0	0	680438	0	1718880	0	109973		516987	843650	47043	562697	1597972	3609	10935	9694	680438	677154	225446	447567	13647	257	673013	65634	59280	1916	0	169930	126830	324479	0	124914	4089	0		0		533915		0		270879	true	27377	57433	97813	651821	31141	20474	
141677	6938	0	0	0	0	0	0	0	0	0	44620	0	0		11271	3823		0	44620	0	0	1005	0	0	5578	18765	2086	0	24342	1051	6380	0	0	15158	7431	0	0	7431	0																	
141958	26282	0	1256	23943	0	35142	0	0	0	0	69029	0	7404		9847	6437		33886	61365	0	260	0	0	0	4564	18405	739	901	22969	3100	8601	0	0	14762	11701	0	0	11701	0																	
142049	11401	0	8853	17851	0	53815	0	0	0	0	73646	0	1441		16073	23527		44962	72205	0	0	3141	0	0	10978	14735	2031	594	10954	3177	2138	5066	0	12264	10381	0	0	5315	0																	
142179	38404	0	687	287	0	19181	0	0	0	0	97063	0	3825		30736	460		18494	92987	0	251	3580	0	0	7129	36110	6022	48	43239	1283	7024	583	0	18573	8890	0	0	8307	0																	
142955	293780	0	275	33478	0	56833	0	0	138281	0	632907	0	26868		44362	34427		56558	549320	0	56719	3279	138281	86516	80415	124049	7354	52517	204464	9019	28340	3006	0	219973	40365	139505	0	37359	56016																	
143372	24871	0	9017	91223	0	91342	0	0	0	0	61339	0	3670		14155	7722		82325	57666	0	3	246	0	0	5306	17644	1904	278	22935	375	3240	0	0	10977	3615	0	0	3615	0																	
143662	2602702	0	2127173	21991648	0	21991648	0	0	3090094	248	19765036	0	1283428		1093596	10822499	318603	19845391	18475807	19084	5553	80566	3090094	3090094	3038487	1951463	151680	18709	4989949	319979	795016	63377	1126	4066742	1179498	3953049	0	1114994	0	0		0		4089734		0		3738708	true	3483343	2394704	5154052	4424855	2283573	305078	
143859	15075	0	12438	87210	0	98574	0	0	2203	0	282315	0	40964		56538	87471		86136	239120	0	2231	5364	2203	1709	20733	83023	17214	2312	103756	16067	33454	6966	0	66745	56487	25213	0	49521	1494																	
143952	49227	0	15070	49864	0	82920	0	0	0	0	114057	13	15878		8704	36094		67850	98166	0	0	338	0	0	6017	5369	1955	182	11386	3440	11773	0	0	4818	15213	0	0	15213	0																	
144034	32734	0	9537	71531	0	157448	0	0	0	0	132925	0	3011		16827	45887		147911	129849	0	65	2540	0	0	14871	25433	814	20	40304	7441	5725	0	0	24311	13166	0	0	13166	0																	
144052	299293	0	3101	40959	0	40959	0	0	0	0	456679	0	38643		56518	22156		37828	418036	30	0	6352	0	0	31730	38922	16751	2227	70652	11300	32334	559	1407	33112	45600	0	0	43634	0																	
144155	28655	0	342	98779	0	187799	0	0	0	0	181668	0	0		13547	96520	1444	187457	181668	0	0	350	0	0	13468	10559	2096	556	24027	15440	13459	915	0	13132	29814	0	0	28899	0	0		0		0		0		0	true							
144678	116650	4	1162	41904	0	87210	0	0	0	0	329481	0	2941		113176	5622		86044	326540	0	0	7838	0	0	49287	114227	13960	447	163514	5856	21077	2075	280	64745	29288	0	0	26933	0																	
144856	33192	0	4245	76197	0	146880	0	0	0	0	217891	0	9825		15262	121400		142635	208066	0	0	1754	0	0	12213	18651	3111	418	30864	10694	13297	3122	1793	19131	28906	0	0	23991	0																	
144913	92958	0	22755	83921	0	93313	0	0	0	0	280172	0	9899		79639	36519		70558	270273	0	0	11124	0	0	34617	53661	28350	9723	88278	12968	9747	953	676	46712	24344	0	0	22715	0																	
145059	24302	0	4795	22572	0	76141	0	0	5527	0	55198	0	4447		11817	0		71346	50751	0	0	2701	5527	3644	4886	17420	1441	56	22306	1409	5392	292	0	11987	7093	0	0	6801	0																	
145545	156037	0	35535	148148	0	291560	0	0	0	0	480134	0	60791		110855	72593		256025	419343	0	0	14704	0	0	80650	77064	32943	3449	85022	14965	27671	14472	291	83251	57399	0	0	42636	0																	
145554	24905	0	1021	135795	0	135795	0	0	0	0	70969	0	0		6221	26574		134711	70969	63	0	2208	0	0	4093	6880	1293	845	10859	1936	4168	275	0	6891	6379	0	0	6104	0																	
145741	30504	0	17944	87614	0	87614	0	0	2000	0	116405	0	12956		25489	26127	4978	69670	103449	0	0	1038	0	0	8538	22548	5199	2531	31084	7748	10523	2418	269	13327	20958	0	0	18270	0																	
145844	85153	0	60977	214123	0	309092	0	0	0	0	274463	0	5852		61232	68461		248115	268611	0	0	4153	0	0	27346	64868	7899	756	92214	5149	14074	757	0	39638	19980	0	0	19223	0																	
146056	3036	0	4866	23746	0	42079	0	0	7932	0	13362	0	1588		1808	1580		36469	11302	744	472	0	7932	164	2671	5325	202	48	7996	0	500	0	0	6438	500	18948	0	500	0																	
146663	226523	1	21639	496882	0	496891	0	0	0	0	520555	0	5879		70766	128806		475251	514676	0	0	9457	0	0	24533	53040	32434	14159	77573	7551	23318	8234	1957	53400	41060	0	0	30869	0																	
147651	10237	0	8416	11699	0	24459	0	0	0	0	34759	0	2672		6802	829		16043	32087	0	0	1885	0	0	4370	10332	1285	0	14702	1985	5470	251	0	9186	7706	0	0	7455	0																	
147679	48390	0	140	42767	0	45365	0	0	0	0	232779	0	22730		59332	14397		45225	210049	0	0	6548	0	0	16815	81772	15390	765	97493	5671	46288	3014	276	55410	55249	0	0	51959	0																	
147857	51613	0	36613	52686	0	128286	0	0	1743	0	121322	0	2814		21182	8192	5634	91673	118508	0	0	1601	1743	286	10001	32288	8210	1745	42289	1771	7153	349	0	31062	9273	19817	0	8924	1993	0		0		11786		0		11786	true							
147923	68386	0	4371	173142	0	191586	0	0	15013	0	353793	0	50368		33812	126742		187215	302397	0	1028	2242	15013	15013	63356	45050	6120	2549	108406	14483	24578	301	2228	83263	41590	75742	0	39061	0																	
148171	61535	277	3436	53645	0	98021	0	0	0	0	166743	1221	21898		30073	26874		94308	143624	0	0	3368	0	0	11851	38288	6120	1702	50039	7180	12939	253	0	27889	20372	860	0	20119	0																	
148238	23426	0	10180	52474	0	92409	0	0	19198	0	225701	0	18422		27897	35605		82229	205643	0	1636	7557	0	0	28709	62282	3970	4399	90991	16106	34547	13124	3534	71462	67311	43662	5444	50652	0																	
148340	14177	0	26192	28318	0	59481	0	0	0	0	74882	0	17932		8760	25154		33289	56950	0	0	835	0	0	4494	8419	1992	317	12913	260	19244	826	0	6461	20330	0	0	18680	0																	
148470	96340	0	3208	58292	0	90356	0	0	0	0	123265	0	30321		11331	330		87148	92944	0	0	801	0	0	2801	14253	2649	1045	17054	253	5595	0	0	9417	5848	0	0	5847	0																	
148715	26017	0	4948	33353	0	72325	0	0	0	0	62167	0	2015		14104	295		67377	60152	0	0	2078	0	0	3636	11640	13727	2187	15135	0	1768	2232	666	17085	4666	0	0	1768	0																	
148920	15738	0	2572	9959	0	22733	0	0	0	0	28783	0	1280		5110	0		20161	27503	0	0	828	0	0	2074	3238	1173	502	5291	0	3013	512	2535	1875	6060	0	0	3013	0																	
149150	42172	0	10101	38963	0	60908	0	0	20380	0	127085	0	4767		23754	15871		50807	122318	0	0	1253	44	44	6287	21986	6997	493	28273	13540	16778	2962	0	12010	33280	0	20336	30318	0																	
150035	158160	0	229553	952328	0	952328	0	0	45309	0	614758	0	26045		87151	278445	28455	720790	588702	1985	11	9152	45309	168	52557	84689	7500	8137	137245	8941	15500	0	828	65732	25269	45141	0	24441	0	0		0		40431		0		0	true	201988	239298	185202	93243	151150	7010	
150044	234387	0	78877	246702	0	424287	0	0	5364	0	410885	0	59959		56061	9496		343674	350628	1736	298	7757	5364	5364	32884	69536	5393	1254	102420	17125	40160	650	0	53006	57935	78179	0	57285	0																	
150727	157694	0	268795	82257	0	683356	0	0	0	0	426423	0	153732		47597	92471		411087	271971	3474	720	3365	0	0	23969	52158	19402	1878	76127	50885	24278	3689	0	49810	78852	240414	0	75163	0																	
151546	13005	0	3944	17710	0	34945	0	0	0	0	48047	0	414		11715	11270	1753	31001	47633	0	0	0	0	0	3294	12974	4101	546	16268	2057	800	0	0	9200	2857	0	0	2857	747	0		0		0		0		0	true							
151957	24941	0	9535	125704	0	162626	0	0	302036	0	611610	0	69605		88515	347588		153091	537838	0	4167	2621	301028	163945	128283	46061	6357	8956	174344	38861	10193	370	0	101142	49424	254793	0	49054	40730																	
152057	19075	0	36325	67129	0	115583	0	0	0	0	64371	0	14043		7136	16667		79250	50328	8	0	2569	0	0	3056	11945	1022	650	14185	5278	5002	1676	0	9538	11956	0	0	10280	0																	
152253	50367	0	3079	55872	0	66068	0	0	0	0	164575	0	13766		28127	18749		62989	149564	0	1245	4211	0	0	0	43759	11467	0	43759	1500	29443	8789	500	27099	40232	420	0	30943	0																	
152440	15703	0	3656	22968	0	40195	0	0	0	0	101229	0	5721		35753	6748		36539	95508	0	0	4565	0	0	10730	40979	11696	1220	51709	2919	8648	1575	1012	28871	14154	0	0	11567	0																	
153054	81064	0	20032	202999	0	282102	0	0	23629	0	258333	0	12235		56074	103562		261574	246098	496	0	2742	23629	23629	8560	51677	9618	0	36607	0	3197	655	0	13781	3852	32661	0	3197	0																	
153353	85441	32	29468	310798	0	462942	0	0	10786	0	431967	102	73754		63535	147018		430166	358051	3276	60	6176	10786	10786	24605	77436	13004	2236	102041	15434	61901	4892	0	53746	82227	90481	0	77335	0																	
154154	103174	0	100477	220747	0	417096	0	0	55102	0	477772	0	107375		73118	197598		316586	369653	33	744	7722	54850	54850	46348	67258	6350	891	113606	18093	36787	1272	0	47729	56152	18728	252	54880	744																	
154770	185503	36	0	105777	0	157879	0	0	209233	0	732260	23569	0		297707	58908		157843	708691	0	0	12454	209233	209233	150068	212974	9959	2401	363042	34008	72125	6314	0	77695	112447	0	0	106133	0																	
155759	17415	0	7935	23618	0	31743	0	0	0	0	64278	0	5141		7615	2787		23808	59137	0	0	960	0	0	2562	23385	557	113	20115	2194	14659	605	0	19002	17458	0	0	16709	0																	
156457	12510	34	1909	16698	0	26543	0	0	0	0	51629	172	8300		13153	7143		24600	43157	0	0	116	0	0	6825	16931	3156	235	11480	2278	2551	0	0	13994	4829	0	0	4829	0																	
156970	30305	0	2922	16475	0	41745	0	0	0	0	84865	0	860		16924	2390	9193	38823	84005	0	0	4710	0	0	8270	31624	1904	637	39894	1470	7693	572	0	25511	9735	0	0	9163	3234	0		0		0		0		0	true							
157155	7802	0	4583	15688	0	25328	0	0	1711	0	35474	0	4511		10917	3231		20745	30963	0	0	973	1711	0	5822	8823	3919	2688	14645	1168	1762	0	257	10335	3187	2886	0	2930	745																	
157379	20613	0	346	18640	0	40945	0	0	0	0	79993	0	225		15099	9877		40599	79749	0	19	924	0	0	5736	16822	2599	204	22558	7812	14231	258	1841	10262	24142	0	0	22043	0																	
157650	23667	0	12361	49817	0	73588	0	0	0	0	40601	0	36		5150	6522	1930	61227	40565	0	0	973	0	0	2030	6358	114	106	8388	0	1805	0	0	3457	1805	0	0	1805	0	0		0		0		0		0	true							
157744	32381	0	75328	60327	0	107634	0	0	1987	0	188557	0	2501		13994	122919		32306	186056	0	0	1592	0	0	5889	14010	3048	2020	19649	3626	2413	265	1987	10973	8291	17095	0	6039	0																	
157856	7401	0	1549	18882	0	25985	0	0	0	0	20318	0	900		2649	1289		24436	19418	0	0	869	0	0	1803	4170	567	23	5973	1458	3607	0	0	3914	5065	0	0	5065	0																	
158376	32219	0	1822	25606	0	49358	0	0	0	0	57083	0	1467		14907	1010		47536	55616	0	0	1815	0	0	3832	7697	5952	4376	11508	500	0	1497	0	6950	1997	0	0	500	0																	
158741	25067	0	3826	30890	0	76031	0	0	0	0	114799	0	1375		40216	6908		72205	113424	0	0	6600	0	0	18882	40967	8766	1252	59849	3869	8456	632	0	29651	12957	0	0	12325	0																	
159636	330952	0	107239	391520	0	1328892	0	0	33737	0	3128827	0	418738		423871	1205155	76571	1221653	2708615	0	1474	37271	33737	33737	102920	705635	184138	26517	804131	89957	334684	135358	13512	595339	573511	114695	0	424641	0	0		0		49461		0		49461	true	115024	616856	808208	205590	321055	9843	
159645	21058	0	936	26171	0	28354	0	0	38300	0	86560	0	1020		54912	4586		27418	85540	0	0	664	38300	11300	7756	17514	5056	27954	23718	551	981	1103	0	3368	2635	5868	0	1532	0																	
159953	14850	0	34582	39343	0	95614	0	0	0	0	68739	0	16836		10589	19762		61032	51903	0	0	1203	0	0	5030	10538	1304	228	15550	4395	12246	385	0	6511	17026	0	0	16641	0																	
159971	181263	0	37099	294518	0	333317	0	0	0	0	507505	0	0		121407	51565		296218	507505	0	0	18261	0	0	56866	132626	26738	3484	188820	20252	32274	2018	419	98307	54963	0	0	52526	0																	
160360	62338	0	38727	411230	0	455599	0	0	17961	0	242226	0	2414		10685	129154		413399	239812	3473	0	1304	17961	0	4349	14022	2922	19408	18371	1135	8897	0	0	30016	10032	130190	0	10032	0																	
160454	27060	1	7271	86524	0	113443	0	0	0	0	115658	0	14519		10474	31749		106171	101139	0	0	278	0	0	8133	20131	1766	644	28226	16219	9956	0	0	20200	26175	0	0	26175	2																	
160959	74193	0	85894	415745	0	595205	0	0	150814	0	1414944	0	116879		289567	430492	37126	509130	1203639	181	94426	23683	150814	80540	110076	319068	155323	117385	429144	35408	96940	23482	52577	412285	208407	245398	0	132348	74061	0		0		0		0		0	true	24312	136468	99704	330788	57177	17016	
161273	178507	0	23266	363847	0	498278	0	0	28279	0	896925	0	48346		152831	327063		475012	848579	0	0	13688	28279	28279	56732	187784	14596	2251	244516	21464	101395	7133	0	108532	129992	0	0	122859	0																	
161602	818632	5	52737	797407	0	1175928	0	0	100373	0	2551569	0	464789		287398	595148		1120560	2083557	2626	3223	33937	100373	100373	167462	363756	36958	0	531218	405770	153856	9987	0	280778	569613	30307	0	559626	0																	
162337	220013	1	116324	262769	0	538057	0	0	0	0	733343	0	66122		131731	111712		421732	666726	0	495	36541	0	0	39770	137817	37383	80483	169634	11103	53721	11865	29476	163722	106165	15157	0	64562	0																	
163343	14098	1	10633	25265	0	42374	0	0	0	0	42583	0	1833		6303	10417		31740	40750	0	0	965	0	0	4808	6783	491	611	9902	2270	2830	275	0	6390	5375	0	0	5100	0																	
163549	155706	0	210667	299747	0	699523	0	0	179330	0	996484	0	44357		110277	314613	25889	488698	952127	158	0	8835	179330	92300	130242	241086	17485	4328	284186	35768	91632	5348	276	282864	133024	256897	0	127400	0	0		0		0		0		0	true	69829	138571	170450	112210	146471	6834	
163857	43852	0	78716	305631	0	362065	0	0	14993	0	291895	0	81469		43146	47824		281365	194700	1984	15726	4207	14993	14993	20884	64464	3519	540	69954	45704	62209	2900	0	46260	110813	56834	0	107913	400																	
164153	26717	0	979	40095	0	66562	0	0	0	0	66929	0	3236		4979	30948		65583	63693	0	0	226	0	0	1941	4411	1096	1236	6259	271	309	0	0	3705	580	0	0	580	0																	
164331	85722	0	12161	94248	0	149661	0	0	0	0	174718	0	8589		23005	22808		137500	166129	0	0	0	0	0	7713	26755	7006	2148	34468	3977	9467	7681	1441	20617	22566	0	0	13444	0																	
164377	29323	0	8797	12076	0	44619	0	0	0	0	102942	0	691		34922	2517		35822	102251	0	0	2296	0	0	8015	41556	9730	889	49571	2030	6614	2268	0	25268	10912	0	0	8644	0																	
164957	11876	0	3762	21303	0	55056	0	0	0	0	45664	0	642		14070	5678		51294	45022	0	0	111	0	0	5314	19379	574	0	24693	516	2326	0	0	11197	2842	6390	0	2842	0																	
164975	33676	0	3	6061	0	21207	0	0	0	0	92117	0	0		18576	6365		21204	91170	0	947	4398	0	0	10057	25559	3222	50	35616	1649	9978	586	974	20312	13187	0	0	11627	947																	
165628	1091023	0	833319	2660128	0	2784638	0	0	1356000	0	10831990	0	1031565		2021152	6842281	198999	1948685	9800425	2634	0	65481	1356000	1356000	615897	1820720	71285	16042	2436210	94427	239117	40894	302	502793	374740	0	0	333544	0	0		0		109002		105213		110463	true	241362	157234	3449691	3392590	992703	98320	
165758	44702	0	395	55347	0	72686	0	0	2215	0	90826	0	3032		12531	27533		72291	87794	0	0	135	2215	0	5928	10277	1424	202	16205	0	760	0	0	5300	760	10643	0	760	0																	
166111	47169	0	0	38357	0	103247	0	0	0	0	157713	0	0		40962	35554		103247	157713	0	0	2934	0	0	33365	27631	7744	1212	60996	1977	2433	628	0	28990	5038	0	0	4410	0																	
166531	47144	0	1694	110389	0	122131	0	0	23847	0	359117	0	10978		88699	20947		118194	324696	2243	23443	21053	23847	2726	27945	120975	62944	12322	145071	6396	40132	15427	4883	135488	66838	2972	0	45949	0																	
166652	38601	0	5500	271957	0	271990	0	0	0	0	362639	0	17181		41151	183711	10049	266489	344243	1	1215	3360	0	0	23180	59659	8232	934	82839	13095	33590	637	1000	50854	48322	38673	0	46685	0	0		0		0		0		0	false							
166849	19078	0	3252	27335	0	36372	0	0	0	0	85074	0	8531		25922	6100		33120	76307	0	236	944	0	0	16774	30927	5819	216	43552	1533	3491	1136	0	27814	6160	4203	0	5023	0																	
167453	23203	0	4047	27218	0	41432	0	0	5665	0	64433	0	4081		11402	17514		37385	60352	0	0	260	1	1	7885	8436	1543	27	16321	874	1038	553	3360	6489	5825	0	2305	1912	0																	
167752	3966	0	1616	5906	0	9499	0	0	0	0	14561	0	2042		1728	6786		7883	12519	0	0	0	0	0	597	1448	391	4	2045	823	548	0	0	712	1371	0	0	1370	0																	
168357	24939	0	5490	41744	0	70352	0	0	0	0	102327	0	12966		13434	34204	3353	64020	88899	842	462	639	0	0	6237	22889	3976	258	29126	3333	6491	0	0	19926	9824	14442	0	9824	0	0		0		6211		0		6211	false							
168571	20968	0	76916	130713	0	167791	0	0	20788	0	236121	0	38408		33103	45609		88215	197713	2660	0	2421	20788	20788	37748	69777	2587	834	86738	23944	34654	0	0	77843	58598	35003	0	58598	15234																	
169354	374573	0	6565	29259	0	46434	0	0	0	0	471076	0	1929		6456	43722		39568	469147	301	0	365	0	0	5751	20683	429	93	26434	6293	19530	0	0	20502	25823	0	0	25823	0																	
169653	406307	16	166339	1056585	0	1056585	0	0	325873	0	4577487	0	356835		242686	3257550	73644	859256	4002155	30974	218497	10667	273401	273401	132434	357910	32377	1410	490344	153192	220648	15659	0	281445	389499	800067	52472	373840	0	0		0		751309		0		751309	false							
169756	73023	0	286183	279228	0	573401	0	0	0	0	144242	0	13697		12719	35898		287218	130545	0	0	1654	0	0	5450	11700	4631	413	17148	255	11128	1745	0	9475	13128	0	0	11383	0																	
170257	9416	0	2468	32236	0	38902	0	0	0	0	27333	0	456		3926	7630		36434	26877	0	0	624	0	0	3030	4693	1295	458	7723	511	300	0	0	5550	811	0	0	811	0																	
170275	44625	0	22915	52565	0	144901	0	0	0	0	157930	0	744		41551	6158		121986	157186	0	0	6197	0	0	41704	35103	4800	801	76807	11554	11040	1578	568	40857	24740	0	0	22593	0																	
170332	60321	0	2674	67290	0	114031	0	0	28811	0	216556	0	3080		73969	25283	7305	111357	213476	0	0	2486	28811	0	12255	31482	59564	6226	43737	1035	8028	12362	0	35558	21425	0	0	9063	4689	0		0		0		0		0	true							
171133	5189	1	0	30155	10132	33466	0	0	0	0	124824	0	0		18741	33808	4443	23333	124824	0	0	1924	0	0	15387	40211	2501	100	55598	7539	19719	370	0	39458	27628	0	0	27258	0	0		0		0		0		0	false							
171656	21780	0	16852	41069	0	77639	0	0	5604	0	87350	0	35558		7724	10401	3908	60787	51792	0	0	2302	5604	5604	9767	7304	1791	384	17071	11850	23494	265	314	11522	35923	6256	0	35344	0	0		0		0		0		0	true							
171759	20765	1	5930	70135	0	94270	0	0	4	0	80999	0	7196		13165	24227		88339	73803	0	0	467	4	4	7622	17650	3389	800	25272	3234	2801	511	0	16296	6546	28806	0	6035	0																	
171768	65285	0	78652	368910	0	368910	0	0	1950	0	560130	0	47916		68782	155555		289762	509481	496	2733	5359	1950	10	68737	122678	11294	4642	191415	44203	76984	8622	2130	138569	131939	40023	0	121187	726																	
172251	11337	0	1868	16899	0	23554	0	0	0	0	30218	592	1422		6636	4576		21686	28204	0	0	536	0	0	1537	8607	1264	471	5486	0	2425	0	0	5242	2425	0	0	2425	0																	
172457	42776	0	409	88814	0	155941	0	0	1586	0	183279	0	924		14225	84086		155532	182107	0	248	1221	164	164	9919	24376	787	561	33746	7521	11892	1361	0	21418	20774	60085	1422	19150	0																	
172475	84510	0	94242	60204	0	233137	0	0	0	0	219776	0	16483		39712	45606		138647	203293	248	0	1598	0	0	23114	31773	5469	710	54887	18747	8173	1673	0	21354	28593	11990	0	26920	1632																	
172859	19108	0	27505	43644	0	78912	0	0	6132	0	98924	0	27273		18351	20636		51407	69424	0	2227	1087	6132	5971	13604	21101	6146	1021	34705	3840	8201	1524	3743	23520	17308	14663	0	12041	1246																	
173306	271118	0	29212	82314	0	111307	0	0	0	0	370686	6	3216		27515	35000	6921	79366	367464	2729	0	2035	0	0	21179	28847	3085	16	50025	6526	4914	0	0	25612	11440	67732	0	11440	0	0		0		59367		0		59367	true							
173342	14002	0	14441	19666	0	56881	0	0	0	0	57448	0	3985		13179	1526		42440	53463	0	0	1754	0	0	5007	17439	2504	121	22446	1861	14198	789	0	11892	16848	250	0	16059	0																	
173557	52190	0	11775	83701	0	143555	0	0	0	0	140170	0	11663		15632	63747		131780	128507	0	0	406	0	0	3797	11234	4769	1458	14893	0	1867	506	601	5626	2974	0	0	1867	0																	
173575	160665	0	29336	149188	0	392812	0	0	0	0	1312824	0	2015		115682	416312	28175	363476	1310809	0	0	12284	0	0	87181	139572	14580	2805	226722	236632	248388	6688	0	128456	491708	0	0	485020	0	0		0		0		0		0	false							
173641	53955	226	51475	62511	0	133938	0	0	0	0	182142	39	2196		30597	24781		82237	179907	0	0	8850	0	0	10629	39981	20463	384	50610	7654	12662	10618	1015	40860	31949	0	0	20316	0																	
173959	9969	45	10031	20451	0	33130	0	0	0	0	41816	0	5450		7011	0		23054	36366	0	0	673	0	0	5325	7602	4579	2401	12927	4952	6588	400	0	12896	11940	0	0	11540	0																	
174321	32220	0	3945	83762	0	89537	0	0	0	0	67702	0	27		8263	18826		85592	67675	0	0	1327	0	0	3448	7281	1895	0	10729	916	2844	272	0	4362	4032	0	0	3760	0																	
174367	8234	0	1037	13766	0	20389	0	0	0	0	27613	0	3417		3124	6210		19352	24196	0	0	152	0	0	580	4299	2995	174	3671	505	3810	804	0	4925	5119	0	0	4315	0																	
174572	669435	0	748010	1465632	0	3364688	0	0	0	0	4337024	0	114784		1000411	1170264	379524	2616678	4222240	0	0	146569	0	0	348165	1289401	240511	22125	1637566	139382	413735	42807	1199	899791	597123	183561	0	553117	85339	0		0		0		0		0	true	429143	875204	643199	527064	669435	0	
175056	28368	0	4133	95001	0	122578	0	0	0	0	219429	0	2535		34353	16683	3690	117949	216187	496	707	1488	0	0	30084	90641	10339	1850	118725	8543	27118	5303	500	98561	41464	51766	0	35661	0	0		0		13930		0		12197	false							
175140	66862	0	15083	147932	0	191661	0	0	0	0	313233	306	44835		54528	117412	18876	176578	266368	0	1724	5750	0	0	16385	73205	9082	820	89588	5150	20744	3574	0	44964	29468	36532	0	25894	2231	0		0		0		0		0	true							
175458	4315	4	3255	6198	0	12617	0	0	0	0	19280	0	2471		5981	7149		9358	16809	0	0	0	0	0	2327	4714	753	21	7041	0	0	0	0	1835	0	0	0	0	0																	
175609	78383	0	27907	127844	0	150783	0	0	0	0	114402	0	10401		5149	24585		122876	104001	0	0	979	0	0	3127	5138	553	164	7751	2116	336	0	0	3833	2452	597	0	2452	0																	
176101	244043	0	119425	8460	0	841522	0	0	198366	0	1311625	0	220489		213407	824028	7252	721791	1087181	306	3955	1734	0	0	208840	18437	4384	0	21053	1236	10089	568	0	18254	11893	110282	0	11325	0	0		0		0		0		0	false							
