"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT88	RCONMT89	RCONMT90	RCONMT91	RCONMT92	RCONMT93	RCONMT94	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	Fully insured, affiliate sweep depos	Fully insured, affiliate, retail swe	Not fully insured, affiliate sweep d	Not fully insured, affiliate, retail	Fully insured, non-affiliate sweep d	Fully insured, non-affiliate, retail	Not fully insured, non-affiliate swe	Not fully insured, non-affiliate, re	Designated exception sweep deposit	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
1009354	272707	0	91591	799796	0	1243045	0	0	50000	0	1611115	0	43235		251748	752316	59593	1148712	1511689	2742	56191	17915	50000	50000	99832	251717	36681	9721	348792	65931	108846	12493	871	146203	188141	0	0	173234	0	0		0		0		0		0	true	310153	307167	320409	431907	260126	12581	
1009756	8845	154	6033	66603	0	83407	0	0	9669	0	223991	65	58874		44938	124062		77220	164395	0	657	983	9669	9669	19954	49977	11395	2180	50313	3146	2601	1831	0	38568	7578	48828	0	5747	249																	
1009840	26594	0	5849	29254	0	35103	0	0	0	0	55075	0	3188		13826	2609	4084	29254	51887	0	0	793	0	0	4455	15523	1354	423	12409	1926	2192	0	0	7929	4118	0	0	4118	0	0		0		0		0		0	false							
1010015	27931	0	30418	175369	0	175369	0	0	18394	0	84957	0	2930		35109	0		144951	82027	0	0	1477	18394	6203	7684	17213	21065	1451	23041	512	5747	3353	0	12304	9612	0	0	6259	0																	
1010574	26100	0	72184	199046	0	199081	0	0	0	0	113578	0	1039		26445	8611		126897	112539	0	0	3273	0	0	16871	33562	4618	117	50433	6945	13803	2950	0	28724	23698	0	0	20748	0																	
1011432	41183	0	14215	54309	0	79916	0	0	0	0	90236	0	3972		18892	12828		65701	86264	0	0	1764	0	0	3709	22088	3094	1167	25797	510	5657	0	0	11166	6167	0	0	6167	0																	
1011526	2278721	5	146138	1044011	0	1096564	0	0	0	0	4008913	0	390370		570980	629942	124864	950421	3618045	0	498	73522	0	0	220535	464895	248997	23091	685430	38670	71491	29937	2635	386538	142733	0	0	110161	0	0		0		0		0		0	true	91187	-4806	544006	85934	1828335	450386	
1011553	12148	0	12912	26710	0	41723	0	0	0	0	44635	0	3378		9920	10860		28811	41257	0	0	225	0	0	3516	12463	3295	0	15979	368	1610	375	0	9354	2353	0	0	1978	0																	
1011638	64368	0	76696	495470	0	495470	0	0	15170	0	608515	0	17625		72823	316590		417782	590890	992	0	11172	0	0	58460	102967	4183	1190	161427	15336	44877	544	0	93976	60757	43469	15170	60213	0																	
1011656	6143	0	598	9973	0	14049	0	0	0	0	40012	0	122		12138	7410		13451	39890	0	0	1289	0	0	10352	10412	1404	5	20764	1426	2860	0	0	10035	4286	0	0	4286	0																	
1011852	1336	0	764	3654	0	5881	0	0	0	0	4822	0	1413		1489	0	406	5117	3409	0	0	123	0	0	753	1278	702	0	2031	253	500	0	0	1244	753	0	0	753	0	0		0		0		0		0	true							
1011955	32230	0	31823	125911	0	223901	0	0	14935	0	356354	0	60429		80087	161390		192078	294933	0	992	6294	14935	0	31263	57124	18714	19017	88387	16166	16384	3542	524	46031	36616	17980	0	32550	0																	
1012251	207698	0	7816	16932	0	29132	0	0	33218	0	476302	0	180532		14994	32843		21316	295770	0	0	5986	33218	33218	27646	40307	5437	1237	67933	130508	28918	1708	0	59632	161134	0	0	159425	0																	
1012457	7087	0	2548	7484	0	18569	0	0	0	0	19508	0	1008		5384	0		16021	18500	0	0	116	0	0	2494	2769	1901	2429	5263	450	2378	0	0	4209	2828	0	0	2828	0																	
1012671	108991	32	25295	116921	0	167611	0	0	0	0	289514	0	289		68597	34712		142284	289225	0	0	6378	0	0	17544	87395	15136	3267	104939	5913	16556	0	0	54745	22469	0	0	22469	0																	
1013070	95280	0	1823	183131	0	183131	0	0	31023	0	567735	0	37631		89619	187187	23690	181308	529863	0	241	11525	31023	31023	56803	113238	9814	1652	170030	26141	66553	10603	464	91888	103761	0	0	92694	0	0		0		0		0		0	true							
1013650	0	0	3312	25741	0	39745	0	0	0	0	58227	0	5868		15897	20010		36433	52359	0	0	3403	0	0	8561	8220	8833	3796	16781	2337	2616	3597	259	13512	8809	0	0	4953	0																	
1013744	33013	0	13497	168439	0	169947	0	0	456	0	70663	0	1533		5064	26955		156450	69130	0	0	0	456	456	2898	4598	1973	0	7245	0	1225	0	0	4405	1225	48834	0	1225	0																	
1014059	10118	0	374	24235	0	31203	0	0	0	0	37101	0	1669		5452	11713	1515	30767	35432	62	0	676	0	0	3501	7518	1193	0	11019	576	2482	0	0	6760	3058	0	0	3058	0	0		0		0		0		0	false							
1014125	308731	0	36329	230489	0	230489	0	0	0	0	532539	0	111419		40380	98469		191428	420869	2732	251	7877	0	0	20212	39254	13924	6635	59452	2703	38652	2629	1330	39645	45314	80131	0	41355	0																	
1014246	9401	0	4324	25509	0	34788	0	0	0	0	68470	495	39657		3769	40648		30464	28318	0	0	703	0	0	1427	3696	1148	83	5123	707	11360	0	0	2585	12067	0	0	707	0																	
1014255	9306	0	530	10459	0	14497	0	0	0	0	17003	0	213		3317	0		13967	16790	0	0	0	0	0	1312	4860	456	0	6172	510	559	0	0	3311	1069	0	0	1069	0																	
1014376	38016	0	3931	55529	0	75222	0	0	0	0	182781	0	3121		58263	5027		71291	179660	0	0	13259	0	0	15693	58780	13896	20823	74473	2694	16551	1580	9721	50929	30546	0	0	19245	0																	
1014451	18755	0	961	16691	0	23579	0	0	0	0	32000	0	699		4335	1252		22618	31301	0	0	613	0	0	2744	4352	827	1337	7096	1061	1671	0	0	4926	2732	0	0	2358	0																	
1014554	21505	0	1289	23433	0	34363	0	0	5941	0	55128	0	6022		12892	0		33074	49106	0	0	0	5941	0	4447	9397	2308	6424	13844	2853	7618	576	0	9684	11047	0	0	10471	0																	
1014657	198228	0	17051	14619	0	52702	0	0	0	0	320302	0	20228		43827	29818	13289	35651	300074	0	0	5077	0	0	13964	49328	7091	990	63218	3779	16596	508	0	27546	20883	0	0	20375	0	0		0		0		0		0	true							
1014853	55374	0	17266	107153	0	221372	0	0	0	0	234020	0	50153		28952	99417		204106	183865	0	2	3213	0	0	21336	37034	4107	1159	58369	2148	12765	0	679	34684	15592	26749	0	14913	0																	
1015252	41576	0	126582	285641	0	425287	0	0	29972	0	165848	0	30308		41277	53089	6139	298457	135304	248	236	1281	29972	10000	6842	22260	4310	23691	29102	9876	2295	1609	300	15826	14080	113110	0	12171	0	0		0		0		0		0	true							
1015270	31857	0	27411	36109	0	179590	0	0	16448	0	174559	0	10423		21307	65651		152179	147688	0	16448	2775	0	0	9449	22769	4810	1267	31644	14179	18402	5902	271	16989	38754	0	0	15384	0																	
1015458	4956	0	1063	15689	0	30398	0	0	0	0	24442	0	452		4780	6036		29335	23990	0	0	0	0	0	916	9686	84	0	10602	259	2505	0	0	5906	2764	0	0	2764	0																	
1015560	62630	0	0	301465	0	341503	0	0	636805	0	1766172	0	281		190424	425978	32834	339192	1765692	2311	199	4690	636805	626955	487052	537930	16681	526	1024982	103460	128869	2046	1000	851765	235375	0	0	232329	0	0		0		0		0		0	true	145933	39029	156855	269123	62630	0	
1015832	6699	0	0	42369	0	50931	0	0	6098	0	123244	0	0		18714	41526		50931	122746	0	498	4025	0	0	10536	30367	2309	1138	40903	8009	21657	0	1003	25636	30669	0	0	29666	498											0						
1015841	52450	0	22369	92574	0	112556	0	0	0	0	144114	0	15020		27673	29668		90187	129094	0	0	1979	0	0	13641	25664	3786	1038	23761	5590	12015	0	262	16456	17867	0	0	17605	0																	
1015850	34379	0	11913	112361	0	193162	0	0	0	0	244371	0	1667		33656	142857		181249	242704	0	0	5213	0	0	9499	32847	8378	2596	42346	4475	6426	1296	1618	19664	13815	0	0	10901	0																	
1016174	22982	0	511	12321	0	43544	0	0	0	0	158761	0	6702		63977	15106	12488	43033	147867	0	4192	3005	0	0	10732	81635	9318	668	92367	2198	15541	580	0	38376	18319	0	0	17739	0	0		0		0		0		0	true							
1016231	219502	3	24677	306858	0	402954	0	0	228514	248	1192896	0	22270		80940	319353	18615	365739	895710	12535	274668	10685	8653	8653	23831	117211	142252	91	141042	136135	69190	165331	0	202445	370656	99705	120455	205325	53071	0		0		8653		0		0	false							
1016259	311949	0	10220	45481	0	140385	0	0	20001	0	695152	0	96375		74157	214934		128389	593935	1776	4842	4921	20001	20001	30733	88616	17422	4311	119089	13255	10822	2113	997	66926	27186	61595	0	24077	4720																	
1016558	2194	0	2515	12082	0	17263	0	0	2991	0	27303	0	2747		9161	8057		14748	24556	0	0	109	2991	0	1852	6274	4895	1045	4435	0	2723	263	0	4905	2986	0	0	2723	498																	
1016718	16115	16	22109	38154	0	66060	0	0	0	0	43908	0	1316		11063	2920		43935	42592	0	0	3782	0	0	4632	10564	2770	1103	15195	1272	3938	0	593	8006	5803	0	0	5210	0																	
1016848	14197	48	2856	41117	0	57335	0	0	0	0	58868	0	9379		13587	12784	1630	54431	49489	0	0	273	0	0	8897	11154	1587	260	19909	2222	7766	0	0	8311	9988	0	0	9988	0	0		0		0		0		0	true							
1016857	111736	0	31872	295110	0	409209	0	0	0	0	469780	0	72858		18243	308750		377337	396922	0	0	2047	0	0	7843	15806	8655	2959	23649	6663	5735	1633	0	17019	14031	9071	0	12398	0																	
1016941	42414	0	7980	44958	0	65386	0	0	3006	0	125079	0	974		28007	16122		57406	124105	0	0	3449	3006	3006	8980	33359	3378	2955	39177	4309	10653	1604	1306	20664	17872	0	0	14962	0																	
1017425	143360	0	8612	150649	0	315230	0	0	6956	0	376109	0	43442		70000	73575		306613	332667	5	0	4175	0	0	11189	73971	25157	5169	84994	8512	23006	9208	2962	45486	43688	0	0	31518	0																	
1017555	19032	0	2380	16996	0	28102	0	0	0	0	46711	0	12304		8837	8101		25722	34407	0	0	0	0	0	5821	5503	1314	595	10266	1723	3693	929	0	4396	6345	0	0	5416	0																	
1017564	14198	0	14782	57524	0	71952	0	0	0	0	32461	0	6522		2011	13027		57170	25939	0	0	0	0	0	1496	3021	219	0	4517	0	500	0	0	2725	500	0	0	500	0																	
1017854	8045	10	2657	13707	0	17849	0	0	992	0	25438	0	1460		7386	1294		15051	23978	131	0	0	992	992	1554	7167	3137	922	8721	0	2196	1122	0	5394	3318	0	0	2196	0																	
1017939	1182844	0	2688593	9225452	0	12523024	0	0	174862	0	11211102	0	552821		1227872	6382146	348941	9821870	10652795	12561	5486	146913	174862	124559	866822	1547507	83817	20465	2364026	315484	757320	44738	9961	1290739	1127503	1552971	0	1072803	1925	0		0		1438505		0		1438505	true	2412142	1418855	3329714	2607300	1101860	78514	
1017957	13612	0	4289	105722	0	108279	0	0	0	0	105960	0	26057		18110	38110		103990	79903	0	0	2017	0	0	9190	16814	3161	795	26004	255	23294	730	0	11849	24279	0	0	23548	0																	
1018927	153009	0	54837	669145	0	857270	0	0	339322	0	1630350	0	2616		579153	364962		801114	1617136	1319	10598	24459	339322	269501	327099	535236	125672	15609	862335	8902	86295	9526	4039	424463	108762	96742	0	95197	10598																	
1157415	8254	5	111	138372	0	144341	0	0	201034	0	2125605	20570	15864		307395	524882		144225	1930347	0	158824	0	201034	121979	137625	846068	82219	0	983693	65479	461078	0	0	758516	526557	0	0	526557	10377																	
1160509	39358	0	68200	95222	0	189492	0	0	0	0	131662	0	0		18150	42358		121292	131662	0	0	4384	0	0	13659	17573	5730	2209	31232	2441	8068	0	267	21021	10776	0	0	10509	0																	
1162017	119043	0	24469	356122	0	523339	0	0	0	0	435566	0	32779		14413	243720		498870	402045	0	742	271	0	0	18302	26235	1175	298	44537	21644	5147	0	0	31598	26791	47740	0	26791	0																	
1163283	33459	0	4290	26186	0	52147	0	0	0	0	60544	0	866		13567	2434		47857	59678	0	0	1495	0	0	4136	14821	968	1979	18957	963	1100	423	259	8338	2745	0	0	2063	0																	
1169650	19356	0	0	150557	0	168442	0	0	28635	0	509150	6990	100		129894	57363		168442	491266	0	10794	2074	1139	741	106402	154585	13064	759	260987	64488	64780	8103	20250	144916	157621	0	4246	129268	2984																	
1176881	5466	0	0	52778	0	52778	0	0	1811165	0	2347688	258	0		1896691	99052	30441	42603	2262998	10175	84432	15126	1811165	1549944	720488	1114094	286679	18550	1834582	17920	80314	1081	4044	243120	103359	0	0	98234	78416	0		0		5100		0		0	false							
1176920	19365	0	7770	24995	0	37512	0	0	2000	0	39421	0	2939		2466	11773		29742	36234	0	248	0	2000	2000	1082	4296	287	310	5378	1517	791	0	0	3509	2308	4153	0	2308	0																	
1187001	327272	0	275762	2558481	0	2558481	0	0	0	0	1450162	0	71819		88849	808223	28462	2257991	1245467	24728	132876	9748	0	0	62733	163413	11320	1112	226146	11987	62997	1105	0	149729	76089	764867	0	74984	0	0		0		664715		0		664715	true	409401	1048372	284661	432412	317951	9320	
1187551	0	0	0	51280	0	51280	0	0	12015	0	17856	0	0		0	0		12015	0	39265	17856	0	12015	12015	13520	3336	0	0	16856	0	1000	0	0	16856	1000	0	0	1000	15009																	
1188772	47338	0	17649	119328	0	160387	0	0	196699	0	435478	0	42161		137037	78457	10918	141994	372606	744	20711	5406	196699	133241	70287	108225	49296	31544	178512	9552	29996	10783	0	122315	50331	23815	0	39548	0	0		0		0		0		0	true							
1188987	103502	0	23286	91151	0	214835	0	0	3950	0	186378	0	12494		27431	1594	15980	191549	173884	0	0	6197	0	0	10593	23874	9848	7307	34467	2865	10530	4280	11986	24190	29661	0	0	13394	0	0		0		0		0		0	false							
1190476	4967411	0	340541	2136441	0	2483136	0	0	911191	0	9885965	0	179707		856150	3432530	61477	2133703	9653213	8892	53045	12963	911191	681247	369674	502528	275621	3649	872202	119031	180570	30302	4649	295322	334552	1141950	0	299601	0	983		271		802619		0		567170	true	31352	791966	516711	2726066	1399041	3558865	
1191352	13082	0	12784	91345	0	91345	0	0	0	0	129229	0	12609		9192	78211		78527	116620	34	0	0	0	0	3901	13417	1046	197	17318	6171	13205	0	0	9368	19376	11593	0	19376	0																	
1211371	45171	0	22138	231742	0	257738	0	0	0	248	480880	0	61017		35540	256317	9763	235600	416141	0	3474	3516	0	0	25602	55837	5734	733	81439	24613	64953	1920	0	52366	91486	96433	0	89565	0	0		0		82409		0		82409	true							
1216022	27355000	0	1000	4570000	0	4570000	0	0	12985000	0	82053000	0	0		24345000	4879000	4865000	4568000	82053000	1000	0	1935000	12985000	7490000	8490000	18281000	10903000	3537000	26770000	2060000	4130000	1863000	555000	16866000	8608000	0	0	6190000	5110000	0	0	0	0	4281000	3960000	0	0	0	true	307000	1337000	4871000	8000	27355000	0	
1216826	0	0	0	2	0	2	0	0	0	0	0	0	0		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
1218446	0	0	0	80316	0	80316	0	0	39341	0	39418	0	0		39300	118		1060	77	79256	39341	0	39341	25319	0	25278	14022	0	25278	0	0	0	0	0	0	0	0	0	0																	
1222519	84263	0	7431	26240	0	49246	0	0	0	0	810420	0	279483		58121	478213		41205	528359	610	2578	6523	0	0	42734	64989	8004	2025	107722	24949	78422	26521	300	59631	130192	0	0	103371	0																	
1222948	191577	0	66079	198459	0	351398	0	0	2	0	318174	0	45486		29480	32456	7108	284879	272688	440	0	2160	2	2	12647	28903	5778	1044	40893	9765	29296	3968	2739	18892	45768	2694	0	39061	0	0		0		2694		0		2694	true							
1225752	16801	0	400	57180	0	112824	0	0	8204	0	139008	0	6843		26249	44683		112424	132165	0	0	3655	8204	3851	6644	31707	16714	2029	38351	5098	8719	4198	2414	30845	20429	6510	0	13817	0																	
1225761	0	0	0	11295884	0	11295884	0	0	0	0	5	0	0		5	0	2192750	11295884	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9360861		1595152		274135		65736		11295884	false							
1225798	3439	0	988	6249	0	27241	0	0	0	0	35334	0	0		5443	19588		26253	35334	0	0	6300	0	0	943	2472	2549	2344	3415	0	400	2607	992	2865	3999	0	0	400	0																	
1228034	95734	6852	40375	284398	0	385052	0	0	0	0	359447	262	32349		38210	100645		337825	326836	0	0	4668	0	0	15287	50667	13048	2144	65954	33296	44861	2958	808	42936	81923	0	0	78157	0																	
1293078	15636	0	0	52687	0	67447	0	0	10215	0	81193	0	211		11318	29789		67447	80982	0	0	1561	10215	10215	12751	13440	1768	127	26191	2946	4736	0	0	16768	7682	0	0	7682	0																	
1356768	271994	0	194923	1205778	0	1783601	0	0	31667	248	2323317	0	182976		120445	1469181	45983	1584845	2130974	3833	9119	16450	0	0	91207	228865	16795	500	320072	82216	157840	3719	1000	216922	244775	877894	0	240056	0	0		0		0		0		0	false							
1369870	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
1386251	1065412	11	261112	3326764	0	3994934	0	0	0	0	5385836	0	30599		351814	3411407	144492	3729198	5354878	4613	359	59619	0	0	155701	396713	116199	33024	277103	51656	117498	31889	6337	349823	207380	0	0	169154	0	0		0		0		0		0	true	1369271	406732	2379415	1031992	1005126	60286	
1387203	75941	0	1979	59584	0	133283	0	0	0	0	116481	0	379		15351	14402		131304	116102	0	0	394	0	0	6028	14636	2651	306	20664	1088	1429	0	0	8271	2517	0	0	2517	0																	
1387605	307630	0	130088	994239	0	994239	0	0	45272	0	1078432	0	93011		189357	150298		861091	984926	3060	495	11903	29052	29052	83970	310893	23275	1489	394863	38435	159572	2870	0	230270	200877	156834	16220	198007	495																	
1391778	0	0	0	42015	0	42015	0	0	3668935	0	3822207	0	18853		0	1936968	1036266	42015	3802049	0	1305	0	3661906	2832796	454197	594904	631539	204599	1049101	0	0	0	0	1885240	0	150000	7029	0	1305	0		0		0		0		0	true	0	0	563689	1348710	0	0	
1394621	92119	0	125360	244859	0	382148	0	0	0	0	517539	0	57733		97523	119483		256788	459806	0	0	30800	0	0	22226	151119	24682	11988	173345	18748	63228	7904	6040	112493	95920	0	0	81975	0																	
1394676	99860347	0	0	15831322	0	17384582	0	0	26897862	0	130370598	0	0		12785354	14252662	5425393	17384582	130370598	0	0	74543	26897862	21849529	2099505	6975353	4294726	1248064	9074858	350937	1066997	117272	104736	1832294	1639942	0	0	1417933	8535769	0	0	0	0	15805922	14546819	0	0	0	true	271972	1918322	14252662	0	99860347	0	
1396764	151379	0	0	106682	0	128126	0	0	0	0	343907	0	0		50684	89529		128126	343907	0	0	2134	0	0	23371	60609	3133	0	83980	2797	12812	277	0	36429	15886	0	0	15609	0																	
1397471	7823	0	30	38876	0	138060	0	0	2206	0	119515	0	8657		23053	28851		138030	110858	0	0	1471	2206	2206	17582	36922	2021	39	52295	10852	15049	376	0	33512	26277	0	0	23694	0																	
1402384	25011	0	7664	41553	0	60097	0	0	11051	0	97885	0	490		19157	18962		52433	97395	0	0	574	11051	7051	8626	20251	9683	414	28877	3765	7970	3203	0	19817	14938	0	0	11735	7205																	
1404481	48275	0	45315	47461	0	152790	0	0	30000	0	194367	0	3698		18812	63874		107475	190669	0	0	6236	0	0	11699	21400	3284	251	33099	7148	8436	0	30000	17822	45584	0	0	15584	0																	
1404883	8868	0	0	80900	0	101630	0	0	26959	0	104279	0	0		380	55571		101630	104279	0	0	142	26959	21959	7594	15269	5052	0	22863	7111	4554	260	0	27534	11925	0	0	11664	0																	
1412712	14881	0	20001	230943	0	261438	0	0	255944	0	590581	0	48693		230214	278570		238956	539664	2481	2224	0	255944	165078	104045	85779	87161	5286	189824	7242	7617	0	0	52057	14859	126663	0	14859	992																	
1414819	104921	0	0	502699	0	558553	0	0	0	0	393423	0	0		18809	89087	0	558553	393173	0	250	0	0	0	13334	24947	5228	0	38281	88667	66331	909	0	24699	155907	0	0	154998	0	0		0		0		0		0	true	76687	55854	41015	47928	73952	30969	
1418255	8760	0	0	16701	0	19986	0	0	0	0	39880	0	0		3082	15299		19986	39880	0	0	0	0	0	1340	7282	400	30	8622	924	5844	0	0	5970	6768	0	0	6768	0																	
1429028	3884	0	1858	181874	0	186408	0	0	72315	0	571614	19750	43034		5589	426687		184549	421657	1	87173	247	72315	54585	20790	41457	30663	503	61434	11162	26179	10291	0	87822	47632	44316	0	37341	29456																	
1435092	12243	0	14056	46593	0	69470	0	0	0	0	61231	0	197		7015	28171		55414	61034	0	0	724	0	0	5115	8310	984	109	13425	5249	1050	0	0	7503	6299	0	0	6299	0																	
1436204	1417009	1	89235	444031	0	471650	0	0	0	248	2821141	0	198890		41867	1136595	17112	382165	2614364	249	7639	5591	0	0	57885	83583	8275	3432	141468	49670	60226	3261	1205	111308	114362	429220	0	109896	0	0		0		354113		0		354113	true	83597	80952	433395	521900	472948	934401	
1440117	60551	0	4969	146576	0	214377	0	0	26365	0	365139	0	12870		98279	81821		209408	351029	0	1240	11203	26365	11018	56764	87905	27486	6047	144669	20084	20579	3637	265	79924	44565	21389	0	40663	0																	
1443266	7080000	0	0	29000	0	29000	0	0	0	0	10880000	0	0		0	0	1731000	29000	7080000	0	3800000	0	0	0	0	0	0	0	0	0	3800000	0	0	0	3800000	0	0	3800000	0	5192000		1918000		0		0		7109000	true	0	29000	0	0	6965000	115000	
1444021	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
1445943	286518	9	123758	597236	0	1006994	0	0	0	0	605436	0	54966		92039	95869	40284	880746	549088	2481	1382	11770	0	0	78675	102329	20694	8195	180499	1407	10135	1613	0	117855	13155	161663	0	11542	0	0		0		72741		0		72741	true	208432	291739	59598	30906	263227	23291	
1447639	160516	2	63361	929530	0	1197752	0	0	125216	0	1309734	0	73976		151936	755483		1133893	1233526	496	2232	4278	125216	112701	21932	183804	17181	1656	205598	51083	112642	4877	560	72637	169162	97262	0	163725	0																	
1456501	0	0	0	136201000	0	136201000	0	0	36969000	0	39718000	0	0		33967000	5751000	21488000	136201000	39718000	0	0	0	36969000	19815000	4945000	11868000	12235000	4919000	16813000	0	0	0	0	0	0	647000	0	0	0	55043000	48740000	17598000	15583000	3245000	3245000	0	0	72884000	false							
1458608	222752	10	259196	598187	0	1606110	0	0	44186	0	1148103	0	3765		199991	236678	42642	1346899	1095480	5	48858	23047	44186	8024	68533	224311	121377	55076	292844	48103	121384	40365	9524	269306	219376	481309	0	169487	48859	0		0		0		0		0	true	96790	286994	128265	108413	183967	38785	
1459717	214774	0	25237	290222	0	564193	0	0	0	0	1261215	0	45338		326721	391928	74192	538956	1215877	0	0	27600	0	0	92317	325883	131892	8721	418200	18743	57318	19364	275	232092	95700	0	0	76061	0	0		0		0		0		0	true	97233	255006	327073	37394	211700	2413	
1459735	60357	0	1604	139651	0	265822	0	0	0	0	231404	0	725		30096	71147		264218	230679	0	0	3484	0	0	14434	51236	7982	1684	65670	4829	19212	522	0	45241	24563	0	0	24041	0																	
1459799	18470	0	51120	147037	0	151094	0	0	10354	0	139835	0	10283		14145	65827		99957	127080	17	2472	1176	10354	0	8311	18578	13520	856	26889	6634	4376	3264	0	27119	14274	17894	0	11010	0																	
1462986	1715	0	0	5463	0	6176	0	0	0	0	38298	240	955		8051	1102		6176	37103	0	0	0	0	0	5703	24195	485	0	29898	1511	3587	0	0	22332	5098	0	0	5098	5295																	
1469677	117404	0	310418	468503	0	955012	0	0	81211	0	684037	0	9230		190919	212329		641123	674807	3471	0	6774	80715	80715	110724	180826	7019	1048	291550	12611	41805	273	0	108698	54689	178843	496	54416	0																	
1470150	33948	0	0	28314	0	28314	0	0	0	0	73747	0	2034		6860	13652	1828	28314	71713	0	0	259	0	0	2717	11293	987	80	14010	1500	9069	500	0	8218	11069	6025	0	10569	0	0		0		0		0		0	true							
1474309	7873	5	6593	10262	0	25732	0	0	0	0	25720	0	3473		6376	2108		19134	21916	0	331	639	0	0	2262	7238	1908	116	9358	0	3432	253	529	5147	4214	0	0	3432	0																	
1479470	127228	0	4366	24418	0	38304	0	0	0	0	485320	0	86335		52952	261044		33938	398454	0	531	3984	0	0	32352	40071	6958	3615	71645	8729	5325	0	0	30043	14054	0	0	13769	249																	
1481745	47349	0	2110	124253	0	223112	0	0	27158	0	362153	0	6553		57216	166243		221002	350686	0	4914	2903	25658	25658	21181	71117	10057	713	92248	10758	31380	3354	0	45853	45492	19562	1500	42138	4170																	
1492817	30344	0	36770	133171	0	133171	0	0	0	0	119768	0	38464		12527	43199	3203	96401	81304	0	0	679	0	0	4680	10880	2446	628	15560	9226	18365	0	0	6107	27591	0	0	27591	0	0		0		0		0		0	true							
1493319	8582	0	0	22375	0	22375	0	0	0	0	169228	0	0		44706	5414		22375	169228	0	0	243	0	0	18350	94357	1430	98	112707	10516	30482	0	0	69528	40998	0	0	40998	250																	
1494482	0	0	0	10591	0	23561	0	0	0	0	17452	0	0		467	4865		23561	17452	0	0	0	0	0	1109	1440	238	0	2549	5171	3758	871	0	2320	9800	0	0	8929	0																	
