"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON3545	RCON3548	RCON8492	RCON8495	RCON8496	RCON8499	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONHT71	RCONJA22	RCONJF75	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	TOTAL TRADING ASSETS	TRADING LIABILITES	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	Total loans held for trading	Equity securities with readily deter	Total amount of fair value option lo	
37	0	498					55	0	47800					0	0	0			0	37575	0	0										0		
242	0	3279					204	0	18726					3100	0	0			0	8824	0	0										0		
279	0	0					3557	24776	93084					76527	0	0			1584	13237	0	0										0		
354	0	242					210	0	965					1348	0	0			0	0	0	0										0		
457	0	1452					431	0	1452					7500	0	0			0	0	0	0										15		
505	0	11837					6107	0	73497					40000	0	0			0	9255	0	0										0		
1155	0	4049					1026	0	70604					0	0	0			0	45516	0	0										0		
1351	0	0					129	68557	12317					0	0	0			10075	0	0	0										0		
1454	0	24775					856	0	427501					0	0	0			0	120463	0	0										161		
1669	0	43717					881	21608	68753					5400	0	0			21608	0	0	0										0		
1856	0	0					216	1000	7753					0	0	0			0	0	0	0										0		
2161	0	0					3076	0	96603					18000	0	0			0	34137	0	0										0		
2732	0	8968					1369	0	34821					0	0	0			0	19742	0	0										0		
2750	0	495					406	0	15296					3325	0	0			0	8175	0	0										75		
3252	0	77755					662	0	206078					1000	0	0			0	47579	0	0										0		
3458	0	329					218	798	17293					500	0	0			798	7999	0	1000										0		
3720	0	19002					298	40027	93288					0	0	0			32276	3175	0	0										0		
3971	0	56717					2420	0	190018					81647	0	0			0	10000	0	0										881		
4156	0	5042					440	0	54733					1500	0	0			0	35860	0	6127										125		
4231	0	10270					0	1000	68375					0	0	0			0	22046	0	0										0		
5069	0	0					0	0	10656					0	0	0			0	1771	0	0										881		
5135	0	72594					945	0	97074					11167	0	0			0	2047	0	0										0		
5210	0	0					10877	64594	425114					237447	0	0			62310	0	0	19841										918		
5461	3881	990					4516	234850	72741					40000	0	0			94353	4303	0	0										0		
5751	0	1771					597	6250	112504					0	0	0			0	31300	0	0										0		
6039	0	23529					359	0	34995					0	0	0			0	1446	0	0										0		
6329	0	0					1563	0	178550					35000	0	0			0	12480	0	0										0		
7009	0	72808					0	0	125118					0	0	0			0	52310	0	0										818		
7045	0	0					669	312	144449					0	0	0			312	56616	0	0										0		
7072	1999	0					2671	45116	36419					19500	0	0			6604	2852	0	0										0		
7456	0	0					497	0	33095					0	0	0			0	29755	0	0										0		
7634	0	581					98	0	13034					0	0	0			0	5695	0	0										0		
8462	0	3826					21	0	106957					7300	0	0			0	27923	0	0										0		
8631	0	0					347	0	18185					0	0	0			0	784	0	0										0		
9357	0	12465					340	0	49566					0	0	0			0	0	0	0										869		
9553	0	2379					3001	31624	37458					61817	0	0			31624	12378	0	0										0		
9807	0	64525					8150	181921	354778					50000	0	0			78679	185879	0	31921										1111		
9955	0	9052					3026	0	60924					28501	0	0			0	30479	9999	0										0		
10250	0	9363					2367	65453	182470					5000	0	0			65453	56720	0	0										0		
10849	0	12342					690	0	57117					0	0	0			0	17197	0	0										0		
11145	0	0					1590	0	125681					23981	0	0			0	68092	0	0										0		
11640	0	0					3109	0	107836					0	0	0			0	73479	0	0										0		
11837	0	17834					147	0	69915					0	0	0			0	5475	0	0										0		
12030	0	51466					19843	192	55138					0	0	0			0	0	0	0										0		
12142	0	0					768	52910	65267					0	0	0			21	41638	0	0										0		
12311	0	5027147	0	0	0	203727	677803	15416141	26800599	247573	192611627	0	174775230	11381921	422358	662546	92783	146860	1693	3330781	0	134703	9208310	11025646	6113355	4718154	0	2338284	0	10000	0	1209	662535	
12647	0	0					578	60716	0					12850	0	0			28476	0	0	0										0		
12946	0	14960					10015	0	574734					90034	0	0			0	279215	0	0										4496		
13103	0	55308					2148	26264	385348					66940	0	0			0	17199	0	0										14538		
13251	0	1514					731	0	3325					0	0	0			0	587	0	0										0		
13457	0	721					0	0	2650					0	0	0			0	391	0	0										0		
14155	0	11364					386	0	29148					16000	0	0			0	10555	0	0										0		
14650	1989	0					152	5893	0					0	0	0			3900	0	0	0										0		
14753	0	391					182	568	9776					0	0	0			500	4850	0	0										108		
14865	0	0					733	3081	226429					0	0	0			835	2956	0	0										0		
14977	0	3210					25	0	4135					0	0	0			0	925	0	0										0		
16551	0	72128					3790	24061	75485					35500	0	0			20311	936	0	0										0		
17110	100	0					219	100	0					0	0	0			0	0	0	0										27813		
17147	0	0					41762	2163606	1620209					621203	0	0			1097848	1043063	0	130264										0		
17259	0	2124					561	300	18559					2995	0	0			300	9993	0	0										0		
17950	0	47048					1675	0	349813					0	0	0			0	80492	0	0										0		
17978	28410	0					302	120871	0					0	0	0			10589	0	0	0										0		
18050	0	41913					4854	0	362856					14978	0	0			0	128118	0	0										0		
18827	0	181911					15325	0	397902					173122	0	0			0	67415	0	0										1511		
18836	0	2858					535	0	36904					0	0	0			0	6888	0	0										0		
18854	0	89617					1278	0	151872					0	0	0			0	24705	0	0										0		
19356	0	0					690	0	16030					5000	0	0			0	10096	0	0										0		
19936	4957	22779					563	5764	99339					5239	0	0			0	17162	0	0										0		
19972	0	0					33	26959	0					0	0	0			26917	0	0	0										1717		
20053	0	960					471	0	6889					7000	0	0			0	3152	0	0										0		
20633	0	2327					1244	0	62477					20253	0	0			0	22362	0	0										662		
20857	57064	29655					706	95677	136817					6769	0	0			36113	104473	0	960										75		
21256	0	0					59	0	2978					0	0	0			0	0	0	0										0		
21359	0	4356					318	240	21143					0	0	0			0	3911	0	0										0		
21658	0	15811					1173	0	54851					10181	0	0			0	8415	0	0										94		
22048	0	989					1198	0	51871					506	0	0			0	18985	0	0										0		
22543	0	4878					824	0	7090					0	0	0			0	2212	0	0										99		
22552	0	6249					901	892	17469					6009	0	0			892	0	0	0										77		
22730	0	0					440	0	119558					6217	0	0			0	44458	0	9237										0		
23456	0	0					815	562	82624					9287	0	0			562	36287	0	0										0		
23504	0	228171					74346	589331	856486					905900	125134	125134			0	25675	0	0										2433		
23643	0	0					1810	0	76284					7000	0	0			0	35908	0	0										0		
23755	0	1447					933	38117	49977					15000	0	0			19518	21783	0	0										0		
24006	0	135679					5041	0	290805					13781	14210	14210			0	19040	0	0										0		
24378	0	0					416	9680	4028					6000	0	0			698	0	0	0										0		
24659	21715	24194					56	24138	28200					0	0	0			1910	516	0	0										15		
24949	0	0					1581	96092	49532					5000	0	0			0	0	0	0										0		
25357	0	0					3655	20822	21535					0	0	0			1504	8461	0	0										0		
25647	0	1890					1315	0	24907					0	0	0			0	0	0	0										0		
26765	0	5616					14150	5457	166581					150000	0	0			5457	8720	0	0										0		
27070	0	8342					8243	0	188552					141250	0	0			0	91200	0	0										0		
27614	0	0					1155	0	225378					0	0	0			0	96545	0	0										0		
27847	0	0					2314	18	133233					20000	0	0			0	87004	0	0										0		
28013	0	174314					49915	9810	1075741					1096302	17852	5183			0	763	0	25000										1038		
28152	1064	9966					507	18168	36339					0	0	0			10806	10688	0	0										0		
28675	0	0					1517	0	133598					11052	0	0			0	3840	0	0										14		
28732	0	2338					141	9764	19843					0	0	0			1244	6010	0	0										0		
29476	0	0					711	654	4069					679	0	0			654	1258	0	0										0		
29636	0	0					3100	384015	152115					0	0	0			92954	82117	0	173254										439		
29878	0	0					2457	0	41627					0	0	0			0	0	0	0										0		
30052	2941	0					127	4016	0					0	0	0			1075	0	0	0										0		
30502	0	0					3303	0	238806					110000	0	0			0	12230	0	45680										2867		
30810																																		
31134	0	2878					155	0	26222					0	0	0			0	18755	0	0										0		
31255	0	14704					3707	0	159808					0	0	0			0	115795	0	0										0		
31657	0	0					409	105479	0					0	0	0			10874	0	0	0										0		
31826	0	2956					1955	0	38425					0	0	0			0	21287	0	0										0		
31835	0	9268					1984	2210	38772					0	0	0			2210	9262	0	0										0		
32234	15658	0					2990	176246	49732					0	0	0			127155	4099	0	0										0		
32766	0	0					2058	0	0					47000	0	0			0	0	0	0										0		
32971	0	6726					1469	0	46272					17500	0	0			0	23193	0	0										78		
33147	0	2486					801	0	13104					0	0	0			0	1516	0	0										0		
33259	0	97012					2258	1405	148793					50500	0	0			0	958	0	0										0		
33370	0	0					281	16	0					5083	0	0			0	0	0	0										0		
33839	0	0					90	0	11973					222	0	0			0	3218	0	0										0		
33857	0	15549					7050	0	90898					127687	0	0			0	27733	0	0										0		
34434	1992	6427					1084	6755	61639					0	0	0			4763	14312	0	0										0		
34537	0	192					72835	669896	1949463					110000	0	0			0	9162	0	427925										13506		
34555	0	32598					4030	0	136509					1550	0	0			0	40329	0	0										0		
34742	0	1967					3616	3000	51200					26000	0	0			0	15582	0	0										0		
35057	0	3710					735	0	13193					0	0	0			0	4853	0	0										90		
35301	6081000	11449000	0	212000	6000	3000	555000	46912000	32139000	11094000	238440000	0	232780000	19519000	2099000	485000	11000	0	0	340000	5858000	3576000	17063000	4743000	15621000	1609000	6375000	5042000	1755000	8741000	0	5000	0	
35646	0	539					513	0	24159					0	0	0			0	16385	0	0										0		
35879	11927	0					1224	40357	23525					23000	0	0			0	12043	0	0										0		
36456	500	3185					307	500	37840					0	0	0			0	9720	0	0										0		
36933	0	0					1111	0	58061					17000	0	0			0	23505	0	0										0		
37051	0	0					680	0	1650					15000	0	0			0	1650	0	0										31		
37341	0	0					637	0	5459					6400	0	0			0	4249	0	0										20		
37435	0	90819					1562	58954	579453					0	0	0			4034	28030	0	0										0		
37640	0	49686					14630	0	1535274					77585	0	0			0	688760	0	38764										0		
37659	0	0					52	6549	194					0	0	0			6549	0	0	0										0		
37949	0	3980					481	0	120539					3000	0	0			0	55184	0	29110										0		
38740	0	0					2587	0	86075					29281	0	0			0	24982	0	0										0		
39327	13968	0					615	35915	142554					0	0	0			4938	12088	0	0										0		
39756	0	7357					809	0	134611					10101	0	0			0	57917	0	4599										0		
40033	0	2934					321	0	16914					0	0	0			0	4586	0	0										0		
40499	0	0					27975	19724	291008					754380	25365	25365			0	0	0	0										0		
40855	0	0					820	0	11271					10213	0	0			0	4729	0	0										0		
41553	0	2975					462	18599	54217					0	0	0			18094	0	0	0										0		
41629	0	29961					1600	0	76387					50500	0	0			0	14366	0	0										0		
41825	0	0					1405	95152	40268					65000	61	10			28656	6824	0	0										0		
42037	0	0					65	0	26324					0	0	0			0	11644	0	0										0		
42354	0	8867					1170	0	43701					10000	0	0			0	16754	0	0										0		
42372	0	11966					786	0	89229					10000	0	0			0	6760	0	0										0		
42420	0	0					25397	464708	1023055					524687	0	0			25554	7519	0	30541										0		
42448	0	0					9068	0	166190					120395	0	0			0	128220	0	0										0		
42457	0	0					624	8408	12298					0	0	0			8408	0	0	0										0		
43052	0	2001					2326	0	30903					1000	0	0			0	9083	0	0										0		
43351	0	0					657	0	3614					10870	0	0			0	2038	0	0										0		
43856	0	947					1120	2523	10987					0	0	0			2523	1291	0	0										0		
43959	0	2550					493	0	92371					3500	0	0			0	46170	0	0										0		
44040	0	0					1393	0	138879					5000	0	0			0	47638	0	0										0		
44433	0	0					3812	0	93138					43000	0	0			0	9148	0	0										0		
44741	0	28758					1459	0	190780					0	0	0			0	115460	0	0										2650		
44750	0	0					1995	0	42953					20700	0	0			0	588	0	0										0		
44929	0	39522					544	0	49347					0	0	0			0	4479	0	0										0		
45038	0	1691					219	506	64714					2000	0	0			506	15298	0	853										132		
45056	0	3773					229	10404	23256					0	0	0			10404	345	0	0										0		
45430	0	0					479	17613	31112					8000	0	0			17613	0	0	0										0		
45458	0	0					2894	500	68681					37928	0	0			0	27163	0	0										0		
45551	0	30221					5589	0	178117					100000	0	0			0	70363	0	0										0		
45560	0	53963					9775	40146	695276					125000	0	0			4152	35285	0	0										3447		
45775	0	0					734	0	26951					16316	0	0			0	697	0	0										0		
46053	0	4642					2474	36314	73043					0	0	0			21875	22357	0	0										101		
46941	0	1699					217	1862	49717					472	0	0			1362	12093	0	0										0		
47247	0	0					7672	3207	31235					18900	505	371			2707	16145	0	0										0		
47500	0	0					2080	0	51765					44605	0	0			0	8807	0	0										18744		
48057	0	7596					535	0	36405					0	0	0			0	19743	0	0										0		
48150	0	4388					256	0	7667					408	0	0			0	2118	0	0										15		
48374	0	23044					10933	0	147969					106000	0	0			0	29815	0	187										512		
48440	0	0					1010	75	44549					10000	0	0			75	15610	0	0										0		
49054	0	0					2802	0	31452					55170	0	0			0	1031	0	0										0		
49148	0	0					284	0	52951					0	0	0			0	13886	0	0										0		
49241	0	0					14021	33346	113095					20008	0	0			9321	38477	0	0										0		
49652	0	945					596	0	42259					13658	0	0			0	24215	0	0										890		
49858	0	992					1123	0	12404					0	0	0			0	1979	0	0										0		
49951	0	0					332	0	18949					0	0	0			0	0	0	0										0		
50144	0	0					356	50901	0					4900	0	0			9174	0	0	0										0		
50461	0	0					0	0	0					0	0	0			0	0	0	0										0		
51253	0	0					6295	0	6200					100000	0	0			0	0	0	0										0		
51356	0	0					0	0	19398					0	0	0			0	0	0	0										0		
51459	0	22766					3488	0	148003					10000	0	0			0	31930	0	0										78		
