"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
185448																																							78	3183	46223	0	0	598	3262	1709	127454	93919	363	102682	0	362	8400	0	24772	100	127454	0	0	25352	0	0	2100	0	24539	69380	4	1231	0	72761	72399	-2780	0	0	0	0	24772	2	0	
185859																																							15665	4472	24710	0	7611	30497	0	17517	887626	667176	6323	751755	0	14335	0	0	135871	1286	887626	0	0	65236	0	0	73846	0	262531	404645	2a	1231	0	470677	456342	-4497	0	0	75000	3256	135871	0	330812	
186221																																							75584	16426	193126	0	1826	30153	344	60052	1436417	1231792	5798	1310376	0	11948	69450	0	126041	1366	1436417	1652	1652	116687	0	0	25584	0	358663	873129	2a	1231	0	1067902	1055954	-17596	1300	0	0	1684	126041	0	0	
186548																																							264	2277	1778	0	0	1836	0	1594	182750	158419	1129	159557	0	1561	9	0	23193	45	182750	0	0	21608	0	0	1580	0	43932	114487	7	1231	0	129027	127466	-40	7000	0	0	0	23193	0	40535	
186717																																							66107	10430	233885	0	0	9169	3310	30986	890703	767778	10052	777830	0	9003	0	0	112873	751	890703	0	0	122762	0	0	1251	0	244225	523553	1a	1231	0	545819	536816	-11891	0	0	0	0	112873	0	0	
186744																																							71797	9954	349298	123	2835	12838	0	54944	1764829	1581824	15338	1597162	0	15117	0	0	167667	4000	1764829	0	0	164059	0	0	32541	737	152562	1429262	2a	1231	0	1277420	1262303	-32933	0	0	0	0	167667	0	0	
187648																																							5578	308	1595	0	0	703	33	1422	24283	18063	131	18694	0	626	500	0	5589	70	24283	0	0	-139	0	50	5985	0	5655	12408	8	1231	0	15270	14644	-377	0	0	0	0	5589	0	0	
187947																																							70173	15650	436550	0	830	24362	0	60847	2117855	1725754	24274	1967424	0	21580	205000	0	150431	540	2117855	0	0	139687	0	0	46165	1939	320499	1405255	2a	1231	0	1521051	1499471	-35961	1740	0	0	12396	150431	293	6000	
188056																																							206874	11941	52239	0	0	1386	0	2733	464454	418762	1470	420289	0	2554	57	0	44165	500	464454	0	0	10301	0	0	33500	0	53548	365214	9	1231	0	191835	189281	-136	0	0	0	0	44165	0	0	
188177																																							18424	671	2618	0	0	246	0	841	167841	124004	128	124132	0	417	0	0	43709	0	167841	0	0	43815	0	0	0	0	2654	121350	1a	1231	0	72211	71794	-106	0	0	0	0	43709	122	73125	
188430																																							36492	9479	12590	0	78	1565	0	20610	520922	451068	4056	463421	0	5667	8297	0	57501	654	520922	0	0	-97832	0	0	155797	42223	328509	122559	2b	1231	0	403552	397885	-1118	0	0	0	0	57501	0	0	
188449																																							13998	5608	108312	0	0	5432	0	4650	313977	290203	1381	291584	0	2493	0	0	22393	400	313977	0	0	28909	0	0	4350	0	45640	244563	4	1231	0	172389	169896	-11266	6081	0	0	0	22393	0	0	
188720																																							6511	5082	97046	0	0	3550	0	18019	346693	311201	1801	314889	0	1224	0	0	31804	2167	346693	0	0	38823	0	0	1000	0	59634	251567	1b	1231	0	217385	216161	-10186	324	0	0	1887	31804	0	0	
188739																																							3235	3961	164	0	0	2827	316	1326	73913	66199	258	66457	0	716	0	0	7456	90	73913	0	0	2459	0	0	4910	0	24891	41308	5	1231	0	58300	57584	-3	4500	0	0	0	7456	0	0	
188917																																							24446	1148	45364	0	0	878	0	7767	186293	170489	1237	171726	0	938	0	0	14567	20	186293	0	0	18755	0	0	244	0	33071	137418	2b	1231	0	107628	106690	-4452	0	0	0	0	14567	0	0	
189129																																							27757	11447	134926	0	5321	12871	0	37471	1155894	1010499	5396	1047079	0	7136	1700	0	108815	4000	1155894	0	0	103457	0	0	11709	105	278282	732217	2a	1231	0	710822	703686	-10351	215	0	0	29484	108815	0	222095	
189950																																							6430	5389	35583	0	274	2698	0	3660	142156	121935	1169	126104	0	1432	3000	0	16052	50	142156	0	0	6926	0	0	10450	0	19714	102221	4	1231	0	66182	64750	-1374	23372	0	0	0	16052	0	0	
190563																																							18558	15632	37402	0	3640	7551	0	8039	296147	252640	1480	266120	0	1932	12000	0	30027	474	296147	0	0	8188	0	0	22518	0	117396	135244	4	1231	0	189627	187695	-1153	0	0	0	0	30027	0	17630	
190648																																							20548	3773	59144	0	176	2178	0	3706	269895	242948	1039	248602	0	2052	0	0	21293	1567	269895	0	0	20978	0	0	3426	0	21309	221639	8	1231	0	182422	180370	-4678	0	0	0	4615	21293	0	0	
190947																																							15537	6794	29592	0	0	1457	0	1252	129522	116982	197	117179	0	998	0	0	12343	189	129522	0	0	10633	0	0	1650	0	42256	74726	5	1231	0	57869	56871	-129	1928	0	0	0	12343	0	16091	
190956																																							1730	1370	51417	0	146	2698	0	11985	185366	160852	1727	162579	0	1983	0	0	22787	360	185366	0	0	14225	0	0	13700	0	40748	120104	8	1231	0	106023	104040	-5498	11980	0	0	0	22787	0	0	
191355																																							37377	1719	199089	0	0	2189	0	4602	425112	364359	1988	391347	0	3929	25000	0	33765	900	425112	0	0	36801	0	0	7464	0	80882	283477	4	1231	0	184065	180136	-11400	0	0	0	0	33765	0	0	
191935																																							105229	7662	198540	0	0	11525	0	21293	1244242	1063405	8343	1139698	0	9402	51000	0	104544	15	1244242	0	0	71677	0	0	53173	638	298439	764966	2a	1231	-687	805144	795742	-19634	0	0	0	16950	104544	0	103613	
192147																																							46856	9114	134011	0	477	4865	0	21404	522733	466645	2515	469160	0	4900	0	0	53573	400	522733	0	0	60259	0	0	2100	0	115669	350976	2a	1231	0	281688	276788	-9186	0	0	0	0	53573	4245	24973	
192558																																							27835	6040	171987	0	2400	11147	0	5322	550390	507380	3014	518394	0	4879	8000	0	31996	460	550390	0	0	40239	0	0	5540	64	96692	410688	2b	1231	0	330474	325595	-14243	0	0	0	0	31996	0	0	
192651																																							8185	1432	13043	0	839	623	0	669	65282	56484	129	59463	0	524	2850	0	5819	350	65282	0	0	1111	0	0	5600	0	13203	43281	4	1231	0	40817	40293	-1242	124	0	0	0	5819	74	0	
192857																																							23057	2002	61170	0	0	1182	0	3989	242859	194820	1147	218614	0	2699	0	0	24245	630	242859	0	0	30926	0	0	900	871	31500	163320	8	1231	0	153287	150588	-8211	0	0	0	22647	24245	0	0	
193162																																							9502	5983	0	0	59	3774	88	3007	140874	124419	512	125431	0	1722	500	0	15443	1500	140874	0	0	6050	0	0	7893	229	27144	97275	1a	1231	0	109544	107822	0	8173	0	0	0	15443	0	2237	
193537																																							5399	3226	34796	0	0	1483	1479	4724	148374	125317	1704	127021	0	1364	0	0	21353	480	148374	0	0	16511	0	0	9520	0	27095	98222	2b	1231	0	89631	88267	-5158	9000	0	0	0	21353	0	0	
193649																																							34228	1935	109224	0	0	1138	0	4545	305780	259809	1501	261310	0	1682	0	0	44470	500	305780	0	0	43350	0	0	5400	0	29426	230383	2a	1231	0	156392	154710	-4780	0	0	0	0	44470	0	0	
193809																																							617	10684	353094	0	2859	10681	4773	67272	2366359	1806026	29636	2118302	0	10275	282640	0	248057	0	2366359	0	0	261432	0	0	0	789	224993	1581033	1a	1231	0	1865485	1855210	-13375	0	0	0	0	248057	60380	0	
194440																																							15958	1830	55049	0	0	4570	0	3138	293024	249961	1456	274549	0	2034	20550	0	18475	400	293024	0	0	19400	0	0	2287	0	42939	207022	5	1231	0	214261	212227	-3612	106	0	50	2532	18475	146	0	
194570																																							5647	1098	6854	0	806	6586	0	5879	171040	137034	1100	151184	0	1312	13050	0	19856	8	171040	0	0	11761	0	0	8950	0	14668	122366	2b	1231	0	138060	136748	-863	25	0	0	0	19856	0	7397	
194936																																							2912	3064	33510	0	0	1410	0	1302	206141	166093	826	166919	0	2815	0	0	39222	25	206141	0	0	30034	0	0	10000	0	25615	140478	1b	1231	0	166758	163943	-837	0	0	0	0	39222	0	0	
195111																																							16847	13825	182645	0	4339	20664	0	66816	1298566	1053474	26898	1188436	0	7973	108064	0	110130	0	1298566	0	0	86583	85	0	53625	893	237007	816467	2a	1231	0	1000425	992452	-30078	0	0	0	0	110130	0	0	
195157																																							7493	1394	11043	0	970	1065	0	582	54045	46881	194	47075	0	401	0	0	6970	800	54045	0	0	1126	0	0	4965	0	20292	26589	2a	1231	0	24918	24517	79	6860	0	0	0	6970	121	0	
195456																																							7964	4700	6183	0	0	3437	0	2111	99722	88109	671	90780	0	831	2000	0	8942	2300	99722	0	0	4458	0	0	2300	0	32782	55327	9	1231	0	75291	74460	-116	867	0	0	0	8942	0	0	
196752																																							31816	528	0	0	3	4153	0	3218	158594	92770	800	140320	0	1332	46750	0	18274	50	158594	0	0	9606	0	0	8618	0	17034	75736	4	1231	0	114069	112737	0	0	0	0	0	18274	0	6139	
196800																																							7443	12479	84972	89	1745	20221	0	48030	1327053	1053704	7018	1196222	0	8889	135500	0	130831	100	1327053	0	0	909	0	0	142903	0	244459	809245	1a	1231	0	1160963	1152074	-13081	0	0	0	0	130831	0	0	
197142																																							787	4145	114474	0	0	1838	0	21102	416230	321160	7897	371726	0	2878	26893	0	44504	300	416230	0	0	39833	0	0	21500	0	75053	246107	1a	1231	0	270047	267169	-17129	0	0	0	15776	44504	0	6715	
197254																																							5982	1920	0	0	983	1977	0	714	49738	42091	193	42284	0	498	0	0	7454	60	49738	0	0	2832	0	0	4562	0	10164	31927	5	1231	0	29089	28591	0	250	0	0	0	7454	0	9321	
197302																																							21345	1414	82066	0	132	6108	0	36768	631806	551909	7155	571564	0	4502	12500	0	60242	0	631806	0	0	70206	0	0	0	191	87448	464461	1b	1231	0	488088	483586	-9964	0	0	0	0	60242	196	0	
197478	3833690	392941	8400468	390404	471781	171524	16692	1787392	70747599	1668277	64090245	0	670280	3523834	0	6657354	23775	70747599	0	0	5211814	489022	0	2084498	13280	2a	0	51992504	51322224	-662733	485000	0	6657354	24539	2948642	3282228	595	3281633			7738637							55615906					3504612					0	0						15135271	40480635		1231					0	485000	0	0		24539		
197759																																							2768	6709	75436	0	4812	6367	0	13471	444176	382601	3195	408796	0	4308	23000	0	35380	713	444176	0	0	14533	0	0	27663	0	79179	303422	2a	1231	0	336302	331994	-7529	2519	0	0	0	35380	100	0	
198073																																							3871	431	0	0	0	377	0	1072	108518	88228	657	94201	0	961	5316	0	14317	1266	108518	0	0	11748	0	0	1303	0	1338	86890	4	1231	0	95506	94545	0	0	8222	0	0	14317	0	0	
198149																																							19427	8102	151400	0	3588	13116	585	21973	644331	534827	1444	605771	0	4996	69000	0	38560	3000	644331	0	0	43258	0	0	10027	405	112042	422785	2b	1231	0	430390	425394	-17725	263	0	0	500	38560	78	0	
198251																																							1163	5654	45479	0	2331	4166	0	7164	268164	215457	2073	249530	0	2653	32000	0	18634	75	268164	0	0	6589	0	0	15925	30	73378	142079	8	1231	0	193147	190494	-3955	11183	0	0	0	18634	0	500	
198961																																							18928	3942	31967	0	0	844	0	6196	181703	152184	947	163407	0	1701	10276	0	18296	200	181703	0	0	19179	0	0	200	0	59524	92660	4	1231	0	121527	119826	-1283	0	0	0	0	18296	0	0	
199137																																							1830	3059	0	0	0	1075	0	1052	184363	142417	272	156689	0	535	14000	0	27674	434	184363	0	0	27035	0	0	205	0	42025	100392	2b	1231	0	54465	53930	0	0	0	0	0	27674	0	123417	
199351																																							8241	3933	24415	0	3002	5760	183	8345	243034	211928	687	221739	0	2191	8990	0	21295	100	243034	0	0	4177	0	0	19947	0	39397	172531	4	1231	0	187623	185432	-2929	0	0	0	134	21295	0	3723	
199436																																							18403	6409	40680	0	0	2158	0	7404	299898	277734	613	278347	0	2898	0	0	21551	200	299898	0	0	21129	0	0	6811	0	102360	175374	2a	1231	0	199029	196131	-6589	11094	0	0	0	21551	0	17619	
199463																																							41481	7071	38416	0	0	33290	0	16532	722128	635171	3867	664038	0	7468	25000	0	58090	562	722128	0	0	18897	0	0	43707	0	150894	484277	2b	1231	0	592806	585338	-5076	0	0	0	0	58090	0	0	
200435																																							354281	15259	156085	423	0	27456	0	13219	2189810	1952934	9453	1966059	0	20257	91	0	223751	1000	2189810	0	0	175118	0	0	48288	0	837716	1115218	1a	1231	0	1174657	1154400	-655	0	0	0	3581	223751	0	468687	
201254																																							421	2454	34694	0	0	1759	0	5622	173874	140571	1136	157591	0	1523	11000	0	16283	50	173874	0	0	-3059	0	0	21660	0	29152	111419	9	1231	0	130447	128924	-2368	0	0	4884	0	16283	0	0	
201834																																							198831	6673	280721	0	0	43040	0	78187	2670864	2225090	23057	2414647	0	26606	166500	0	256217	2230	2670864	0	0	217144	0	0	63197	0	456011	1769079	1a	1231	0	2089786	2063180	-26354	0	0	0	0	256217	232	0	
202514																																							17281	6600	35274	0	46	2561	0	2431	341104	295513	846	296359	0	7592	0	0	44745	400	341104	0	0	36420	0	0	9100	0	128367	167146	2a	1231	0	282021	274429	-1175	488	0	0	0	44745	0	1994	
202541																																							12537	1185	104627	0	0	1296	0	3075	215864	153687	432	198439	0	1406	0	0	17425	600	215864	0	0	24759	0	0	1900	0	29978	123709	4	1231	0	94550	93144	-9834	0	0	0	44320	17425	0	0	
202907																																							183094	135766	2856425	95	747250	158154	1742	498541	15612036	13550610	99169	14332143	2895	70425	395123	0	1276998	5407	15612036	0	0	741467	0	0	1113518	88	3746200	9804410	2a	1231	0	9883834	9813409	-583394	0	0	0	287241	1279893	0	1217472	
203043																																							41973	3413	43380	0	3368	10642	0	22484	477586	379407	6250	423657	0	3553	38000	0	53929	2060	477586	0	0	47986	0	0	7200	423	82477	296930	1a	930	0	353597	350044	-3317	1859	0	0	0	53929	0	0	
203052																																							19357	3201	17552	0	0	357	0	711	99506	85722	122	85844	0	764	0	0	13662	100	99506	0	0	13683	0	0	400	0	28316	57406	9	1231	0	54466	53702	-521	4091	0	0	0	13662	0	535	
203575																																							2532	698	18679	0	0	664	46	3322	77828	61699	558	68694	0	290	6437	0	9134	0	77828	0	0	8373	0	0	3035	0	8896	52803	4	1231	0	52071	51781	-2274	106	0	0	0	9134	0	0	
204004																																							41446	116860	1666307	0	457239	124993	11324	501587	14125178	10149254	86161	12459791	132	106429	2033879	0	1665255	60000	14125178	114427	101256	626392	0	0	1149724	0	2105678	8043576	2a	1231	-19276	10842707	10736278	-151585	0	0	0	89241	1665387	46	354671	
204237																																							42156	11567	58254	0	282	2050	552	1069	203800	175381	1875	177256	0	2192	0	0	26544	500	203800	0	0	10654	0	0	16222	0	82534	92847	2a	1231	0	90062	87870	-832	0	0	0	0	26544	0	0	
204826																																							192085	2318	70542	0	0	3231	0	9105	413583	376400	1714	378114	0	2380	0	0	35469	788	413583	0	0	41315	0	0	1505	0	69497	306903	1b	1231	-876	138440	136060	-7263	242	0	0	0	35469	0	0	
205243																																							54419	11844	154616	0	95	9276	0	27062	546423	447428	8713	486141	0	7234	30000	0	60282	360	546423	0	0	40914	0	0	27101	195	77931	369497	1a	1231	-673	296150	288916	-7420	0	0	0	0	60282	0	0	
205346																																							45144	4214	139642	0	900	3365	0	5201	407551	364484	2062	370235	0	2376	0	0	37316	562	407551	0	0	36851	0	0	6000	0	80542	283942	2b	1231	0	211096	208720	-6097	229	0	0	3689	37316	136	0	
205458																																							505	445	11258	0	0	867	0	913	51844	42737	287	47556	0	414	4532	0	4288	150	51844	0	0	1315	0	0	4950	0	8896	33842	9	1231	0	32349	31935	-2127	5921	0	0	0	4288	0	0	
205542																																							5570	2238	72135	0	0	3739	0	9032	260413	216884	821	237889	0	2277	10835	0	22524	824	260413	0	0	27319	0	0	4766	0	26556	190328	4	1231	0	169875	167598	-10385	101	0	0	9349	22524	0	0	
206156																																							3529	4171	112960	0	0	9061	460	8246	433795	393449	2074	395523	0	3757	0	0	38272	6500	433795	0	0	14876	0	0	24051	0	134061	259388	1b	1231	0	184187	180430	-7155	380	0	0	0	38272	0	114558	
206174																																							36527	1083	111909	0	527	11508	0	20313	497799	423507	3376	443918	0	2777	16917	0	53881	0	497799	118	118	68862	0	0	0	0	77806	345701	1a	930	0	318591	315814	-14981	0	0	0	0	53881	0	0	
206473																																							390	2292	3893	0	366	1163	84	1849	153283	125773	433	127206	0	353	1000	0	26077	500	153283	0	0	26061	0	0	0	260	11503	114270	1b	1231	0	143339	142986	-484	0	0	0	0	26077	0	0	
206772																																							9793	1249	10707	0	0	37	0	3214	116340	89712	986	95698	0	1474	5000	0	20642	4237	116340	0	0	15859	0	0	2187	0	4312	85400	2b	1231	0	92814	91340	-1641	0	0	0	0	20642	0	0	
206950																																							1627	3381	11914	0	0	459	0	2579	66450	60261	913	61484	0	512	310	0	4966	150	66450	0	0	5356	0	0	520	0	18864	41397	4	1231	0	46830	46318	-1060	172	0	0	0	4966	0	0	
207041																																							9220	2047	21442	0	0	106	0	1474	54712	49742	430	50172	0	408	0	0	4540	140	54712	0	0	5229	0	0	224	0	8734	41008	5	1231	0	20831	20423	-1053	0	0	0	0	4540	0	0	
207050																																							3622	18053	228011	0	50621	28349	0	44653	1263525	1099933	13125	1129858	0	9940	16800	0	133667	515	1263525	0	0	108502	0	0	41365	38824	227242	872691	2a	930	0	861332	851392	-16715	0	0	0	0	133667	0	0	
207452																																							19131	5244	109543	0	0	4572	0	7619	296467	253319	2013	265189	0	3871	9857	0	31278	1000	296467	0	0	36189	0	0	1400	0	32268	221051	5	1231	0	154157	150286	-7311	0	0	0	0	31278	72	0	
207470																																							30341	3900	0	5	436	2551	0	14246	273931	229240	5208	234448	0	843	0	0	39483	0	273931	0	0	39143	0	0	0	242	43811	185429	1b	630	0	112080	111237	340	0	0	0	0	39483	0	110973	
207555																																							22131	5401	19144	0	1371	2692	0	2184	164907	146194	2386	148580	0	1882	0	0	16327	150	164907	0	0	8923	0	0	8650	0	28958	117236	1a	1231	0	113866	111984	-1396	0	0	0	0	16327	0	0	
207845																																							6984	21565	418493	0	29218	18294	0	68751	1537024	1223557	30452	1430528	0	11799	105000	0	106496	1200	1537024	0	0	107542	0	0	37684	1068	330148	893409	2a	1231	-653	974872	963073	-39277	378	0	27650	43869	106496	0	9200	
207872																																							20521	7429	42032	0	1477	15012	0	18053	740716	566591	7940	669531	0	6572	95000	0	71185	41064	740716	0	0	28347	2903	0	5182	0	153699	412892	2a	1231	0	556594	550022	-3408	0	0	0	0	71185	0	83267	
208057																																							83241	5611	379702	0	1801	2108	818	12365	848526	743701	3173	746874	0	6329	0	0	101652	50	848526	0	0	78356	0	0	29950	0	237015	506686	2b	1231	0	369209	362880	-6704	0	0	0	0	101652	0	0	
208244	588509	347548	6775233	143	2042753	753547	1948	2382545	49245372	871489	43724752	0	319713	4495496	12140	5520620	65070	49245372	0	0	1755263	0	0	4478722	19418	2a	0	33623319	33303606	-778435	0	274493	5520620	28773	3001349	0	0	0			5982869							38020718					4495496					0	0						9606672	28414046		1231					0	0	50416	274493		28773		
208347																																							3728	2158	1325	0	0	1193	75	2258	90292	73235	379	81739	0	1048	8125	0	8553	60	90292	0	0	7333	0	0	1320	0	16300	56935	4	1231	0	79918	78870	-160	62	0	0	0	8553	0	623	
208440																																							5773	4246	33316	0	0	1190	0	3913	146390	122823	649	130784	0	1366	7312	0	15606	100	146390	0	0	15577	0	0	1650	0	13404	109419	1b	1231	0	99287	97921	-1721	0	0	0	0	15606	31	0	
208459																																							15	7360	3007	0	0	29	0	355	62535	43316	1764	45080	0	828	0	0	17455	83	62535	0	0	15852	0	0	1617	0	4666	38650	2a	1231	0	49367	48539	-97	3230	0	0	0	17455	0	0	
208570																																							16975	3303	45295	0	0	6826	0	22573	374688	259379	10626	310005	0	3357	40000	0	64683	31235	374688	0	0	33596	0	0	0	0	32405	226974	1b	1231	0	281696	278339	-148	0	0	0	0	64683	0	1377	
208655																																							1978	4077	221165	0	0	3389	0	6739	451661	353413	1265	399505	0	3428	10000	0	52156	433	451661	0	0	47701	0	0	6931	0	69437	283976	4	1231	0	203591	200163	-2909	14150	0	0	34827	52156	0	0	
208972																																							6385	639	33983	0	0	1254	0	4169	103030	77244	1008	95226	0	109	16974	0	7804	0	103030	0	0	11313	0	0	0	0	3379	73865	1a	630	0	56709	56600	-3509	0	0	0	0	7804	0	0	
209148																																							67001	4391	73062	0	10135	12312	0	15550	622632	546149	3560	559709	0	5724	10000	0	62923	200	622632	0	0	34715	0	0	34701	0	163275	382874	2b	1231	0	445380	439656	-6693	525	0	0	0	62923	0	0	
209362																																							98755	657	0	0	3094	447	0	1013	175659	150830	1877	152707	0	2100	0	0	22952	12613	175659	0	0	10339	0	0	0	0	12971	137859	2a	1231	0	73793	71693	0	0	0	0	0	22952	0	0	
209559																																							278	4640	37823	0	0	682	0	3118	86372	60798	563	66166	0	934	0	0	20206	100	86372	0	0	21942	0	0	200	0	13898	46900	4	1231	0	38043	37109	-2036	2722	0	0	4805	20206	0	0	
209858																																							51402	12742	144164	0	24734	12271	267	27867	1326855	1130303	8289	1181338	0	11562	36000	0	145517	1365	1326855	135	153	23264	0	0	128129	0	321709	808594	2a	1231	0	934573	923011	-7241	0	0	0	6593	145517	85	130177	
210238																																							43811	4846	127838	0	0	10148	40	20396	603995	539269	3468	542737	0	7743	0	0	61258	2500	603995	0	0	32871	0	0	36691	0	160639	378630	2b	1231	0	359791	352048	-10804	3033	0	0	0	61258	0	41835	
210256																																							6988	1311	63129	0	1344	910	149	4543	200958	184634	766	185400	0	1163	0	0	15558	1000	200958	0	0	5654	0	0	14100	0	45391	139243	1a	1231	0	123747	122584	-5196	0	0	0	0	15558	0	0	
210434	45317968	2030501	25638869	0	707338	997327	0	9461069	155572769	3217482	144086119	2915	162428	10697431	2030424	11483735	3563	155572769	657161	322678	10031379	0	0	2328131	0	1a	0	47342594	47180166	-879338	500070	511368	11486650	0	23082300	75927617	8842909	67084708			24320775							49223919					10232029					654081	327980						16920336	32303584		1231					0	31789	2155200	511368		0		
211114																																							406	4140	56230	385	0	3762	0	1553	145164	129944	607	138699	0	985	4750	0	6465	236	145164	0	0	6466	0	0	6464	0	35356	94588	6	1231	0	79673	78688	-6701	0	0	837	2561	6465	0	0	
211271																																							355632	5528	288960	0	29285	11333	7189	51924	2861093	1817180	14315	2465095	0	30102	633600	0	395998	2334	2861093	0	0	344776	0	0	69413	9317	144270	1672910	1a	930	-3029	2132027	2101925	-17496	0	0	0	0	395998	0	0	
211338																																							26054	2180	17693	571	0	5151	427	4015	366071	298707	2401	336908	0	4000	35800	0	29163	440	366071	0	0	30865	0	0	321	2906	66588	232119	2b	1231	0	311074	307074	-2463	0	0	0	0	29163	0	0	
211851																																							2096	1216	6590	0	0	283	0	1092	88707	75976	165	78526	0	792	2385	0	10181	120	88707	0	0	3006	0	0	7380	0	19187	56789	5	1231	0	73876	73084	-325	4346	0	0	0	10181	0	0	
212018																																							13397	7164	184122	0	0	5078	0	34431	714498	589364	5490	672854	0	5979	78000	0	41644	500	714498	0	0	50579	0	0	8115	0	116527	472837	2a	1231	0	473242	467263	-17550	3043	0	0	0	41644	0	0	
212344																																							3392	2153	34404	0	640	3006	0	1866	118997	97010	674	99903	0	512	2219	0	19094	400	118997	0	0	22290	0	0	1300	0	39538	57472	4	1231	0	73969	73457	-4896	4	0	0	0	19094	75	0	
212522																																							24190	32800	584371	0	2313	56303	51	74160	2255874	1844826	20415	2115268	0	18586	223666	0	140606	613	2255874	0	0	172645	0	0	5936	12732	431392	1413434	1a	1231	0	1482610	1464024	-38588	0	0	0	26361	140606	0	4930	
212577																																							397856	16134	120807	0	46592	79555	0	198624	4683680	3800109	71025	4152227	0	47502	281093	0	531453	1	4683680	0	0	200615	0	0	337356	223463	785529	3014580	2a	1231	-4364	3648151	3600649	-2155	0	0	0	0	531453	0	0	
213471																																							14329	886	0	0	0	2316	0	3653	591361	495611	3470	499081	0	2295	0	0	92280	0	591361	0	0	92280	0	0	0	0	1771	493840	1a	1231	0	240461	238166	0	0	0	0	0	92280	92	331919	
213538																																							15099	3635	57547	0	471	4979	0	4088	202199	176241	2454	178695	0	1736	0	0	23504	300	202199	0	0	19038	0	0	9700	0	65491	110750	1b	1231	0	115396	113660	-5534	0	0	0	0	23504	0	2720	
213912																																							15420	2746	27381	0	277	2071	0	7319	248299	222579	1256	231335	0	1725	7500	0	16964	380	248299	0	0	15761	0	0	3999	0	64419	158160	1a	1231	0	194810	193085	-3176	0	0	0	0	16964	0	0	
213958																																							10980	850	34872	0	2702	1831	0	2616	114721	106859	406	107265	0	817	0	0	7456	50	114721	0	0	1913	0	0	11389	432	26047	80812	9	1231	0	57034	56217	-5896	0	0	0	0	7456	0	4221	
214106																																							247673	11234	345519	0	0	17830	302	90929	2871866	2573077	28815	2638048	55	20382	36156	0	233763	1	2871866	0	0	217711	0	0	36468	0	140251	2432826	2a	630	0	1478047	1457665	-20417	0	0	0	0	233818	343	700371	
214414																																							156791	29618	342355	192	99016	35016	0	94993	3279127	2625471	28715	2939032	0	24680	256628	0	340095	203764	3279127	0	0	157150	0	0	9700	2410	514820	2110651	2a	1231	0	2541367	2516687	-30519	1241	0	0	28218	340095	808	0	
214722																																							2558	29085	496821	0	7290	20281	839	60033	1507835	1341065	15603	1386668	0	9704	30000	0	121167	2000	1507835	0	0	120082	0	0	34480	246	286759	1054306	2a	1231	0	899753	890049	-35395	633	0	0	0	121167	0	0	
214807																																							14512000	30000	375000	0	2000	0	4000	2453000	38920000	26750000	2443000	29193000	0	16000	0	0	9727000	2127000	38920000	0	0	6702000	0	0	935000	0	9297000	17453000	2a	1231	0	16640000	16624000	-37000	0	4920000	0	0	9727000	0	0	
214843																																							18526	2979	130164	0	2926	3162	9	16567	449724	351041	4153	413571	0	3528	40936	0	36153	990	449724	0	0	36237	0	0	7910	0	47285	303756	2a	1231	0	278770	275242	-8984	0	0	0	17441	36153	149	0	
215345																																							1937	9057	171115	0	11529	8424	0	24169	763558	632420	6709	702213	0	6209	57864	0	61345	1500	763558	0	0	50344	0	0	24000	636	123740	508680	2b	1231	0	540149	533940	-14499	1581	0	0	5220	61345	1170	0	
215653																																							6650	1566	4341	0	0	146	0	663	40985	36146	338	36484	0	450	0	0	4501	75	40985	0	0	1179	0	0	3325	0	14590	21556	9	1231	0	26124	25674	-78	1806	0	0	0	4501	0	139	
215662																																							29564	11595	431087	0	659	16656	0	59022	1415276	1301728	18187	1332923	94	12584	0	0	82259	320	1415276	0	0	99984	0	0	36641	440	418611	883117	2a	1231	0	876647	864063	-54686	0	0	0	13008	82353	0	2190	
215710																																							8352	5085	66640	0	10215	8432	0	35214	864817	738563	6407	823068	0	5792	60884	0	41749	821	864817	0	0	42673	1073	0	35839	0	199913	538650	1a	1231	0	536716	530924	-37584	0	0	0	17214	41749	202	198680	
216164																																							45699	4574	51383	0	0	3180	0	7509	251390	223296	1940	231909	0	1415	6673	0	19481	413	251390	0	0	19458	0	0	7988	0	80215	143081	8	1231	0	140460	139045	-8378	0	0	0	0	19481	0	0	
216230																																							107307	1367	2265	0	24	885	0	1038	179155	151962	1039	153001	0	1224	0	0	26154	1905	179155	0	0	19759	0	0	4699	0	39842	112120	1a	1231	0	60219	58995	-209	200	0	0	0	26154	0	7074	
