"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
653778	34805	35343	467	0	0	0	0	0	35343	0	0	-1005	
653947	35068	34602	972	0	0	250	0	0	34602	0	0	-256	
654047	10427	10472	39	0	0	0	0	0	10472	0	0	-84	
654300	25917	26042	23	0	0	0	0	0	26042	0	0	-148	
654579	13074	13027	47	0	0	0	0	0	13027	0	0	0	
655530	6597	6652	-36	0	0	0	0	0	6652	0	0	-19	
655839	53353	53185	2916	0	0	2252	0	0	53185	0	0	-496	
656032	21666	21040	552	0	0	0	0	0	21040	0	0	74	
656377	2974683	2379606	18068	592088	0	20000	0	0	2379606	0	0	4921	
656470	211258	208578	5178	0	0	2198	0	0	208578	30	0	-330	
656658	13551	12753	754	0	0	0	0	0	12753	0	0	44	
656779	22846	22838	27	0	0	0	0	0	22838	0	0	-19	
657178	21118	21078	-15	0	0	0	0	0	21078	0	0	55	
657271	313397	311745	2782	0	0	0	0	0	311745	0	0	-1130	
657365	790825	790425	17300	0	0	12000	0	0	790425	0	0	-4900	
657459	291853	286435	8057	0	0	2750	0	0	286435	0	0	111	
657758	12995	13304	407	0	0	699	0	0	13304	0	0	-17	
657954	12193	12383	171	0	0	35	0	0	12383	0	0	-326	
658072	6795	6771	24	0	0	0	0	0	6771	0	0	0	
658474	34224	34269	-45	0	0	0	0	0	34269	0	0	0	
658924	21490	21212	386	0	0	150	0	0	21212	0	0	42	
659341	42532	42450	678	0	0	0	0	0	42450	0	0	-596	
659556	22578	22080	956	0	0	394	0	0	22080	0	0	-64	
659640	13024	12915	110	0	0	0	0	-13	12902	0	0	12	
659734	4493	4933	97	0	0	245	0	0	4933	0	0	-292	
659855	3162574	3179482	66352	0	0	54000	0	1168	3180650	0	0	-30428	
660066	8027	7913	375	0	0	146	0	0	7913	0	0	-115	
660253	11589	11453	526	0	0	390	0	0	11453	0	0	0	
660271	29280	28618	672	0	4	0	0	0	28618	0	0	-14	
660570	39325	38925	403	0	0	0	0	0	38925	0	0	-3	
660655	439917	434204	12023	0	0	0	0	0	434204	0	0	-6310	
660879	7534	7295	239	0	0	0	0	0	7295	0	0	0	
660927	60291	58963	1599	0	0	340	0	0	58963	69	0	0	
661072	20063	19971	151	0	0	0	0	-30	19941	0	0	-29	
661157	4297	4181	116	0	0	0	0	0	4181	0	0	0	
661223	28856	28203	622	0	0	0	0	0	28203	0	0	31	
661308	656618	620401	28004	0	0	0	0	0	620401	1081	0	7132	
661474	33159	33110	49	0	0	0	0	0	33110	0	0	0	
662350	7663	7580	161	0	0	30	0	0	7580	0	0	-48	
662369	401742	409862	10735	0	0	23400	0	0	409862	487	0	4058	
662949	60408	60379	1018	0	0	600	0	0	60379	0	0	-389	
663245	3488327	3599542	49704	0	0	157278	0	0	3599542	0	0	-3641	
663638	6977	7276	157	0	-29	166	0	0	7276	0	0	-261	
663656	9749	7872	-338	0	2215	0	0	0	7872	0	0	0	
663834	604022	589797	12704	0	0	0	0	0	589797	0	0	1521	
663955	67461	63518	2433	0	0	0	0	0	63518	0	0	1510	
664176	118416	119405	125	0	0	0	0	0	119405	0	0	-1114	
664206	520698	512805	4545	0	0	0	0	0	512805	0	0	3348	
664653	34781	34082	877	0	0	0	0	0	34082	0	0	-178	
664756	7085553	7059667	114103	0	0	87281	0	0	7059667	0	0	-936	
665146	30618	30688	223	0	0	350	0	0	30688	0	0	57	
665258	14510	13809	692	0	0	0	0	0	13809	0	0	9	
665865	75716	75839	1774	0	0	0	0	0	75839	0	0	-1897	
666059	97143	91053	7215	0	0	800	0	0	91053	0	0	-325	
666358	7912	7772	253	0	0	0	0	0	7772	0	0	-113	
666554	108901	105646	3163	0	0	0	0	0	105646	0	0	92	
666844	25883	25589	752	0	0	297	0	0	25589	0	0	-161	
666974	30768	30694	50	0	0	0	0	0	30694	0	0	24	
667029	25972	26730	1086	0	0	670	0	0	26730	0	0	-1174	
667252	4284	4377	131	0	0	227	0	0	4377	0	0	3	
667346	11548	11563	233	0	0	203	0	0	11563	0	0	-45	
667524	19966	21985	595	0	0	2500	0	0	21985	0	0	-114	
667551	6209	6427	108	0	0	0	0	0	6427	0	0	-326	
667757	1050195	1034895	22221	0	0	5000	0	0	1034895	2041	0	-3962	
668053	6194	6126	68	0	0	0	0	0	6126	0	0	0	
668147	17980	17009	520	0	0	325	0	0	17009	0	0	776	
669555	85645	87040	1335	0	0	2720	0	0	87040	0	0	-10	
670430	14361	14569	1003	0	0	682	0	0	14569	0	0	-529	
670467	166684	153636	6435	0	0	2500	0	0	153636	64	0	9049	
670560	249094	246907	2094	0	0	0	0	0	246907	-52	0	145	
670654	8181	8321	510	0	0	650	0	0	8321	0	0	0	
670748	6317	6665	200	0	0	210	0	0	6665	0	0	-338	
670878	64777	65160	-532	0	0	0	0	0	65160	0	0	149	
671053	5925	5857	181	0	0	48	0	0	5857	0	0	-65	
671147	66295	65699	2169	0	0	1440	0	0	65699	0	0	-133	
671334	298051	289296	7608	0	0	0	0	977	290273	0	0	170	
671464	2188406	2191747	29762	0	0	15000	0	0	2191747	-564	0	-17539	
671558	97764	99207	3460	0	0	4512	0	0	99207	0	0	-391	
672238	7428	7449	7	0	0	0	0	0	7449	0	0	-28	
672247	13340	13358	239	0	0	0	0	0	13358	0	0	-257	
672537	40692	40850	879	0	0	180	0	0	40850	0	0	-857	
672573	27389	27417	-34	0	0	0	0	0	27417	0	0	6	
673244	15263	15521	225	0	0	450	0	0	15521	0	0	-33	
673440	1217135	1219470	29428	0	0	10000	0	0	1219470	0	0	-21763	
673477	11052	11083	-23	0	0	0	0	0	11083	0	0	-8	
673851	14925	14564	554	0	0	150	0	0	14564	0	0	-43	
673909	414398	407620	6868	0	0	1374	0	0	407620	1284	0	0	
674344	14081	13804	397	0	0	120	0	0	13804	0	0	0	
674849	178730	176287	4441	0	4000	4887	0	0	176287	0	0	-1111	
675042	12229	12267	195	0	0	100	0	0	12267	0	0	-133	
675051	11430	11278	178	0	0	0	0	0	11278	0	0	-26	
675079	37813	33247	1304	0	4000	91	0	0	33247	324	0	-971	
675248	8355	8407	246	0	0	0	0	0	8407	0	0	-298	
675341	3075	3222	-64	0	0	0	0	0	3222	0	0	-83	
675659	9187	9483	243	0	0	0	0	0	9483	0	0	-539	
675855	12355	12021	340	0	0	50	0	0	12021	0	0	44	
676049	22043	22146	229	0	0	150	0	0	22146	0	0	-182	
676151	35831	37631	883	0	0	2000	0	0	37631	0	0	-683	
677176	626080	623643	12307	0	156	8500	0	0	623643	0	0	-1526	
677354	4617	4241	772	0	0	0	0	0	4241	0	0	-396	
677448	33370	32823	1094	0	0	247	0	0	32823	0	0	-300	
677644	191653	188521	3375	0	0	0	0	0	188521	0	0	-243	
677756	17032	17647	383	0	0	605	0	0	17647	0	0	-393	
677970	21199	20726	440	0	0	0	0	0	20726	0	0	33	
678052	4652	5468	230	0	0	650	0	0	5468	0	0	-396	
678070	67650	68194	554	0	0	0	0	0	68194	0	0	-1098	
678258	5857	5617	253	0	0	0	0	0	5617	0	0	-13	
678454	23272	22505	201	0	0	0	0	0	22505	0	0	566	
678557	15474	15162	417	0	0	200	0	0	15162	0	0	95	
678744	37627	37705	791	0	0	355	0	0	37705	0	0	-514	
679451	8656	8618	193	0	0	0	0	0	8618	0	0	-155	
680130	79802	76694	3910	0	0	0	0	0	76694	0	0	-802	
680457	165193	158011	7194	0	0	0	0	0	158011	0	0	-12	
680813	423895	424392	11799	0	0	0	0	0	424392	80	0	-12376	
681043	11070	10951	170	0	0	0	0	0	10951	0	0	-51	
681249	4795	4723	99	0	0	27	0	0	4723	0	0	0	
682143	100560	98298	2837	0	161	1104	0	0	98298	0	0	368	
682563	3559012	3619265	139277	0	0	42466	0	0	3619265	0	0	-157064	
682648	12588	13599	232	0	300	492	0	0	13599	0	0	-1051	
683449	55142	55132	816	0	0	0	0	0	55132	0	0	-806	
683814	46219	46259	1221	0	0	400	0	0	46259	0	0	-861	
684455	107977	106947	5041	0	0	3500	0	0	106947	0	0	-511	
685023	9578	9641	30	0	0	0	0	0	9641	0	0	-93	
685649	32905	32735	1285	0	0	500	0	0	32735	0	0	-615	
685676	220298	219035	2580	0	0	0	0	0	219035	0	0	-1317	
685779	47393	47405	1548	0	0	625	0	0	47405	0	0	-935	
686459	30789	30734	899	0	0	606	0	0	30734	0	0	-238	
686570	5844	5875	105	0	0	0	0	0	5875	0	0	-136	
686758	24414	25195	108	0	0	0	0	0	25195	0	0	-889	
687009	1311998	1301267	21268	0	0	11104	0	0	1301267	1636	0	-1069	
687054	14305	14254	51	0	0	0	0	0	14254	0	0	0	
687830	18053	17327	1000	0	0	0	0	0	17327	0	0	-274	
687951	221655	221680	2224	0	0	1125	0	291	221971	0	0	-1415	
688079	1297746	1287373	10373	0	0	0	0	0	1287373	0	0	0	
688257	43079	42368	1384	0	0	688	0	0	42368	0	0	15	
688453	7908	7776	183	0	0	0	0	0	7776	0	0	-51	
688556	13937	13842	453	0	0	225	0	0	13842	0	0	-133	
689209	279399	277779	2439	0	0	0	0	0	277779	0	0	-819	
689357	50949	53720	2333	0	0	2700	0	0	53720	0	0	-2404	
689759	16633	16358	768	0	0	267	0	-3	16355	-11	-124	-88	
691042	2717	2814	63	0	0	0	0	0	2814	0	0	-160	
691556	17961	18655	250	0	0	549	0	0	18655	0	0	-395	
691743	14126	14019	107	0	0	0	0	0	14019	0	0	0	
691958	96045	94710	1216	0	0	0	0	0	94710	96	0	23	
692450	26101	25452	1769	0	0	1114	0	0	25452	0	0	-6	
692704	48412	47071	1341	0	0	0	0	0	47071	0	0	0	
692946	41697	41396	1074	0	0	584	0	0	41396	0	0	-189	
693073	5121	5105	16	0	0	0	0	0	5105	0	0	0	
693224	2845300	2845042	55441	0	0	24250	0	0	2845042	0	0	-30933	
693345	483793	484868	11369	0	241	0	0	-1659	483209	0	0	-11026	
693952	30941	29912	988	0	0	0	0	0	29912	0	0	41	
694146	3542	3554	-82	0	0	0	0	0	3554	0	0	70	
694771	4869	4809	60	0	0	0	0	0	4809	0	0	0	
694847	50885	50011	1982	0	0	914	0	0	50011	0	0	-194	
694904	9274827	9160309	-306490	0	500000	67000	0	0	9160309	6233	0	-18225	
695349	54508	53651	2241	0	0	965	0	0	53651	0	0	-419	
695947	7765	7929	98	0	0	200	0	0	7929	0	0	-62	
696047	13839	13789	189	0	0	17	0	0	13789	0	0	-122	
696168	48764	49330	-566	0	0	0	0	0	49330	0	0	0	
696430	69806	69670	1721	0	0	95	0	0	69670	0	0	-1490	
696645	12780	12514	222	0	0	0	0	0	12514	0	0	44	
697035	11481	11204	328	0	0	0	0	0	11204	0	0	-51	
697147	24765	26354	74	0	0	125	0	0	26354	0	0	-1538	
697156	52175	51273	2232	0	0	1020	0	0	51273	0	0	-310	
697231	65405	62636	2748	0	0	0	0	0	62636	0	0	21	
697763	572850	578535	35883	0	0	34799	194	0	578535	0	0	-6575	
697950	6673	6662	10	0	0	0	0	0	6662	0	0	1	
698144	94613	99057	1064	0	0	2000	0	0	99057	0	0	-3508	
698546	17041	16726	461	0	0	0	0	0	16726	0	0	-146	
698649	54149	53965	1663	0	0	716	0	0	53965	0	0	-763	
699105	108663	111022	1274	0	0	0	0	0	111022	0	0	-3633	
699253	11647	11242	647	0	0	250	0	0	11242	0	0	8	
700140	6549	6685	193	0	0	285	0	0	6685	0	0	-44	
700252	9130	9092	266	0	0	5	0	0	9092	0	0	-223	
700430	11981	12264	539	0	0	0	0	0	12264	0	0	-822	
700458	19819	19281	660	0	0	249	0	0	19281	0	0	127	
701062	581095	579601	14910	0	0	11689	0	0	579601	0	0	-1727	
701222	107166	106127	2236	0	0	783	0	0	106127	0	0	-414	
701839	13749	16490	2164	0	0	1053	0	0	16490	0	0	-3852	
701857	4903	4647	237	0	0	86	0	0	4647	0	0	105	
702117	1438760	1435143	32510	0	0	25000	0	0	1435143	0	0	-3893	
702359	20516	20645	498	0	0	400	0	0	20645	0	0	-227	
702612	104746	103198	3218	0	0	1000	0	0	103198	0	0	-670	
702836	18480	18058	385	0	0	0	0	0	18058	0	0	37	
702911	51106	51432	1908	0	0	500	0	0	51432	0	0	-1734	
702966	1846	2037	88	0	0	0	0	0	2037	0	0	-279	
703039	29704	28595	1305	0	0	150	0	0	28595	0	0	-46	
703552	187853	189028	7902	0	0	5000	0	0	189028	0	0	-4077	
703767	279718	274597	4677	0	0	1701	0	0	274597	0	0	2145	
705378	11555	11446	228	0	0	0	0	0	11446	0	0	-119	
705556	14354	14991	518	0	0	0	0	0	14991	0	0	-1155	
706030	13816	13925	394	0	0	0	0	0	13925	0	0	-503	
706058	14958	15185	333	0	0	155	0	0	15185	0	0	-405	
706236	18062	17771	290	0	0	0	0	0	17771	0	0	1	
706254	22291	21684	828	0	0	0	0	0	21684	0	0	-221	
706450	2633	2681	-1	0	0	0	0	0	2681	0	0	-47	
706656	15734	15900	435	0	0	83	0	0	15900	0	0	-518	
707354	432120	440147	14917	0	0	18990	0	0	440147	0	0	-3954	
708379	20442	20306	304	0	0	0	0	0	20306	0	0	-168	
709143	52762	53580	1132	0	0	500	0	0	53580	0	0	-1450	
709451	15085	14867	434	0	0	278	0	0	14867	0	0	62	
709554	23661	22386	2681	0	0	1000	0	0	22386	0	0	-406	
709602	177409	177502	4423	0	0	0	0	0	177502	0	0	-4516	
709639	37897	38065	1142	0	0	0	0	0	38065	0	0	-1310	
709956	9157	9066	101	0	0	0	0	0	9066	0	0	-10	
710176	45235	45055	1635	0	0	1500	0	0	45055	0	0	45	
710859	23901	24879	2308	0	0	2932	0	0	24879	0	0	-354	
711472	180617	182621	5776	0	0	1184	126	0	182621	0	-5000	-1470	
711520	9888	9878	73	0	0	0	0	0	9878	0	0	-63	
711548	39814	39474	1355	0	0	712	0	0	39474	0	0	-303	
711753	10723	10524	500	0	0	303	0	0	10524	0	0	2	
711801	75640	75838	188	0	0	0	0	0	75838	0	0	-386	
712059	81415	84462	1964	0	0	4137	0	0	84462	0	0	-874	
712648	26373	25880	595	0	0	0	0	0	25880	0	0	-102	
712956	34303	33854	905	0	0	472	0	0	33854	0	0	16	
713252	13984	14170	362	0	0	237	0	0	14170	0	0	-311	
713476	58474	59030	46	0	-10	0	0	0	59030	0	0	-592	
713926	79745	80373	1289	0	0	906	0	0	80373	0	0	-1011	
714165	7765	7750	51	0	0	0	0	0	7750	0	0	-36	
714437	21261	21187	184	0	0	140	0	0	21187	0	0	30	
714839	25991	25224	992	0	0	160	0	0	25224	0	0	-65	
714978	45901	46091	160	0	0	0	0	0	46091	0	0	-350	
715032	17026	16411	607	0	0	0	0	0	16411	0	0	8	
715050	34363	34104	1471	0	0	1050	0	0	34104	0	0	-162	
715144	42769	40199	2581	0	0	0	0	0	40199	0	0	-11	
715340	85841	83771	3047	0	0	0	0	0	83771	0	0	-977	
715470	10320	10316	151	0	0	147	0	0	10316	0	0	0	
715630	23651	24149	914	0	0	0	0	0	24149	0	0	-1412	
715872	46907	46380	772	0	0	0	0	0	46380	0	0	-245	
715975	9049	9068	13	0	0	0	0	0	9068	0	0	-32	
716374	100880	99437	3077	0	0	0	0	0	99437	0	0	-1634	
716833	167737	167409	2140	0	0	750	0	0	167409	0	0	-1062	
716851	-1997	-1323	1783	0	0	800	0	0	-1323	0	0	-1657	
716954	26662	26239	584	0	0	62	0	0	26239	0	0	-99	
717232	5499	5297	212	0	8	120	0	0	5297	0	0	102	
717670	10523	10474	13	0	0	0	0	0	10474	0	0	36	
717737	140429	142351	5210	0	0	4200	0	0	142351	0	0	-2932	
717924	295997	292230	14067	0	0	0	0	0	292230	0	0	-10300	
718145	66086	66356	1448	0	0	1000	0	0	66356	0	0	-718	
718275	28164	27347	972	0	0	0	0	0	27347	0	0	-155	
718538	34558	34056	642	0	0	404	0	0	34056	0	0	264	
719030	8570	8294	280	0	0	0	0	0	8294	0	0	-4	
719610	18905	18446	544	0	0	0	0	0	18446	0	0	-85	
719656	39860	39308	814	0	0	156	0	0	39308	0	0	-106	
719964	19235	18783	1125	0	0	500	0	0	18783	0	0	-173	
720157	6484	6357	71	0	0	0	0	0	6357	0	0	56	
720344	13980	14020	582	0	0	300	0	0	14020	0	0	-322	
720746	45934	44601	1524	0	0	167	0	0	44601	0	0	-24	
720858	8724	8544	438	0	0	0	0	0	8544	0	0	-258	
721350	58432	57332	2424	0	0	1050	0	0	57332	0	0	-274	
721752	5024	5387	281	0	0	248	0	0	5387	0	0	-396	
721949	66262	66986	1442	0	0	1800	0	0	66986	0	0	-366	
722227	15880	16339	-253	0	0	0	0	0	16339	0	0	-206	
722432	47497	46367	1266	0	0	146	0	0	46367	0	0	10	
722544	458747	450283	9520	0	0	0	0	0	450283	0	0	-1056	
722777	11916695	11687456	185515	0	0	0	0	0	11687456	0	0	43724	
722816	75456	76969	1548	0	0	1090	0	0	76969	0	0	-1971	
723112	21102000	21191000	608000	0	0	350000	0	-10000	21181000	63000	0	-400000	
723158	12288	11973	390	0	0	0	0	0	11973	0	0	-75	
723550	3290	3904	219	0	0	127	0	0	3904	0	0	-706	
723653	32918	32317	1358	0	0	600	0	0	32317	0	0	-157	
723756	6235	6248	83	0	0	25	0	0	6248	0	0	-71	
723868	9252	10207	445	0	0	231	0	0	10207	0	0	-1169	
724230	62461	61650	1887	0	0	720	0	0	61650	0	0	-356	
724744	61905	61162	1316	0	0	525	0	-8	61154	0	0	-40	
724904	51646	50847	859	0	0	0	0	0	50847	0	0	-60	
724940	8999	8771	228	0	0	0	0	0	8771	0	0	0	
725077	41739	41935	338	0	0	390	0	0	41935	11	0	-155	
725732	494101	486111	7729	0	0	0	0	0	486111	0	0	261	
725741	12863	12899	278	0	0	0	0	0	12899	0	0	-314	
726458	7889	7932	94	0	0	87	0	0	7932	0	0	-50	
726953	155249	152448	3315	0	0	1000	0	0	152448	0	0	486	
727174	148157	147308	2946	0	0	2097	0	0	147308	0	0	0	
728948	47084	47568	1166	0	0	500	0	0	47568	0	0	-1150	
728957	19601	19787	966	0	0	0	0	0	19787	0	0	-1152	
729011	55108	54711	732	0	0	100	0	0	54711	0	0	-235	
729057	10945	10771	159	0	0	42	0	0	10771	0	0	57	
729178	24381	24063	333	0	0	0	0	0	24063	0	0	-15	
729310	141208	137943	2522	0	0	0	0	0	137943	0	0	743	
729842	19934	20185	869	0	0	350	0	0	20185	0	0	-770	
729945	12936	13326	191	0	0	581	0	0	13326	0	0	0	
731050	25143	24471	736	0	0	0	0	0	24471	0	0	-64	
731247	511978	516889	12100	0	114	14551	0	0	516889	0	0	-2574	
731957	2334	2325	12	0	0	0	0	0	2325	0	0	-3	
732178	91095	90811	3887	0	0	3570	0	0	90811	0	0	-33	
732253	30586	30255	446	0	0	50	0	0	30255	0	0	-65	
732637	6303	6741	102	0	0	50	0	0	6741	0	0	-490	
732758	54108	52777	1215	0	0	0	0	0	52777	0	0	116	
732918	126465	125428	2945	0	0	1850	0	0	125428	0	0	-58	
732954	6651	6968	247	0	0	0	0	0	6968	0	0	-564	
733054	-10855	-1152	452	0	0	0	0	0	-1152	0	0	-10155	
733540	15033	13596	487	0	950	0	0	0	13596	0	0	0	
733559	40779	40351	520	0	0	0	0	0	40351	0	0	-92	
733661	28815	28941	292	0	0	0	0	0	28941	0	0	-418	
733755	10794	10766	646	0	0	600	0	0	10766	0	0	-18	
733951	13626	11274	714	0	2750	250	0	0	11274	0	0	-862	
734248	33614	34391	563	0	0	260	0	0	34391	0	0	-1080	
734350	69469	58755	1553	0	10000	0	0	0	58755	0	0	-839	
734538	153200	152174	2032	0	0	0	0	0	152174	0	0	-1006	
734613	58111	57461	970	0	0	0	0	0	57461	0	0	-320	
735049	8168	8121	18	0	0	0	0	0	8121	0	0	29	
735067	57637	56157	1480	0	0	0	0	0	56157	0	0	0	
735414	7915	7834	81	0	0	0	0	0	7834	0	0	0	
735441	140509	137902	3897	0	0	1550	0	0	137902	0	0	260	
735973	11867	12058	9	0	0	0	0	0	12058	0	0	-200	
736158	6187	6234	133	0	0	50	0	0	6234	0	0	-130	
736206	514033	512992	6906	0	0	5256	0	0	512992	345	0	-954	
736550	35250	35349	803	0	0	388	0	0	35349	0	0	-514	
737548	85063	84754	1259	0	0	760	0	0	84754	0	0	-190	
738013	95182	96991	4976	0	0	4191	0	0	96991	0	0	-2594	
738040	177040	175688	4993	0	0	0	0	0	175688	0	0	-3641	
738143	29958	30210	110	0	1000	0	0	0	30210	0	0	-1362	
738255	22675	22454	781	0	0	189	0	0	22454	0	0	-371	
738303	139327	139626	884	0	0	0	0	0	139626	0	0	-1183	
738657	3703	3707	144	0	0	68	0	0	3707	0	0	-80	
738769	137664	140341	3802	0	4	5150	0	0	140341	0	0	-1333	
739346	12365	12430	328	0	0	0	0	0	12430	0	0	-393	
739355	80925	79386	1607	0	0	0	0	0	79386	0	0	-68	
739560	414807	412915	12059	0	0	12039	0	0	412915	0	0	1872	
739832	27400	27334	1159	0	0	340	0	0	27334	0	0	-753	
740249	22208	22587	735	0	0	0	0	0	22587	0	0	-1114	
741068	24547	24471	172	0	0	100	0	0	24471	0	0	4	
741152	3881	3766	356	0	0	0	0	0	3766	0	0	-241	
741330	147472	148762	2332	0	0	1750	0	0	148762	0	0	-1872	
741358	4793	4628	165	0	0	0	0	0	4628	0	0	0	
741648	7663	7530	153	0	0	10	0	0	7530	0	0	-10	
741844	18472	18543	345	0	0	238	0	0	18543	0	0	-178	
741956	4391	4368	100	0	0	0	0	0	4368	0	0	-77	
741974	29768	29860	-50	0	0	0	0	0	29860	0	0	-42	
742056	21195	21086	481	0	0	0	0	0	21086	0	0	-372	
742542	11433	11436	531	0	0	339	0	0	11436	0	0	-195	
742636	19923	18947	926	0	0	0	0	0	18947	0	0	50	
742944	38019	37718	557	0	0	256	0	0	37718	0	0	0	
743679	67433	67787	27	0	0	0	0	0	67787	0	0	-381	
743950	9805	9828	154	0	0	0	0	0	9828	0	0	-177	
744854	65290	64640	865	0	0	63	0	0	64640	0	0	-152	
745347	9462	9655	76	0	0	150	0	0	9655	0	0	-119	
746157	27761	25254	724	0	0	1000	0	0	25254	0	0	2783	
746429	56409	56280	544	0	0	0	0	0	56280	0	0	-415	
746755	25958	27446	845	0	0	2145	0	0	27446	0	0	-188	
746942	16029	13232	184	2737	0	208	0	0	13232	0	0	84	
746979	30318	30292	39	0	0	0	0	0	30292	0	0	-13	
747051	11385	11305	249	0	0	170	0	0	11305	0	0	1	
747257	13818	13377	349	0	0	121	0	0	13377	0	0	213	
748254	25662	25881	256	0	0	250	0	0	25881	0	0	-225	
748357	31150	30993	219	0	0	0	0	0	30993	0	0	-62	
748441	17134	16639	511	0	0	0	0	0	16639	0	0	-16	
748964	40091	38786	1893	0	0	590	0	0	38786	17	0	-15	
749242	2564914	2541195	45080	0	0	18319	0	0	2541195	0	0	-3042	
749635	72895	74858	1428	0	0	943	0	-262	74596	0	0	-2186	
749840	4814	4751	63	0	0	0	0	0	4751	0	0	0	
749943	23287	23013	362	0	0	63	0	0	23013	0	0	-25	
750051	26080	28060	292	0	0	2059	0	0	28060	0	0	-213	
750127	32455	32124	1095	0	0	310	0	0	32124	0	0	-454	
750341	38027	37203	1437	0	0	291	0	0	37203	-403	0	81	
750444	8265	8134	131	0	0	0	0	0	8134	0	0	0	
750846	24244	23749	544	0	0	0	0	0	23749	0	0	-49	
751254	15516	12869	863	0	0	0	0	0	12869	0	0	1784	
751656	309919	291047	10787	0	15000	0	0	0	291047	0	0	-6915	
751852	49378	49338	3779	0	0	3750	0	0	49338	0	0	11	
752831	33672	33228	1182	0	0	133	0	0	33228	0	0	-605	
753052	7631	7554	255	0	0	135	0	0	7554	0	0	-43	
753324	135774	136130	2931	0	0	1000	0	-477	135653	0	0	-1810	
753641	10486	10355	239	0	0	40	0	0	10355	0	0	-68	
753856	8578	8480	98	0	0	0	0	0	8480	0	0	0	
754068	80801	78686	2474	0	0	362	0	0	78686	0	0	3	
754246	6857	6791	229	0	0	160	0	0	6791	0	0	-3	
754536	12353	12123	703	0	0	496	0	0	12123	0	0	23	
754826	138233	137469	2254	0	0	1000	0	0	137469	0	0	-490	
754853	102194	101548	2558	0	0	282	0	0	101548	0	0	-1630	
754929	125917	126478	2776	0	0	0	0	0	126478	0	0	-3337	
755252	58714	58018	1245	0	0	0	0	0	58018	0	0	-549	
755421	5714	5695	19	0	0	0	0	0	5695	0	0	0	
755458	30291	30106	745	0	0	447	0	3	30109	0	0	-116	
756343	18562	18565	344	0	0	347	0	0	18565	0	0	0	
756848	21211	20688	1308	0	0	780	0	0	20688	0	0	-5	
757377	188437	189025	182	0	0	0	0	0	189025	0	0	-770	
757452	26096	26332	744	0	0	155	0	0	26332	0	0	-825	
757779	22013	21824	246	0	0	0	0	0	21824	0	0	-57	
758703	611266	607948	6044	0	0	0	0	0	607948	0	0	-2726	
758842	8820	8607	261	0	0	176	0	0	8607	0	0	128	
758851	90773	77175	4350	0	9250	0	0	0	77175	0	0	-2	
759045	109063	108238	2465	0	0	675	0	0	108238	0	0	-965	
759625	76170	74778	1828	0	0	390	119	0	74778	79	0	-6	
760210	16889	16644	258	0	0	0	0	0	16644	0	0	-13	
760331	20723	18919	4853	0	0	0	0	0	18919	0	0	-3049	
760340	12538	12591	218	0	0	250	0	0	12591	0	0	-21	
760434	17797	17420	617	0	0	137	0	0	17420	0	0	-103	
760649	15748	15390	530	0	0	250	0	0	15390	0	0	78	
760854	54394	56484	626	0	0	700	0	0	56484	0	0	-2016	
760939	6288	6082	189	0	0	0	0	0	6082	0	0	17	
760957	5337	5621	-17	0	0	0	0	0	5621	0	0	-267	
761244	33540	32919	1487	0	0	525	0	0	32919	0	0	-341	
761459	27769	28715	931	0	0	1500	0	0	28715	0	0	-377	
761543	47500	46782	1002	0	0	0	0	0	46782	0	0	-284	
761806	9128855	9131026	222847	0	0	175000	0	0	9131026	15614	0	-65632	
761833	9206	4379	15	0	4910	0	0	0	4379	0	0	-98	
761851	38882	40196	1057	0	0	2000	0	0	40196	0	0	-371	
761954	16493	16132	665	0	0	500	0	0	16132	0	0	196	
762045	22317	20712	706	0	0	601	0	0	20712	1500	0	0	
762447	862116	864566	18168	0	0	9375	0	0	864566	0	0	-11243	
762474	296471	299012	1725	0	-43	3500	0	0	299012	0	0	-723	
762773	53872	53545	327	0	0	0	0	0	53545	0	0	0	
763211	14617	15276	99	0	0	0	0	0	15276	0	0	-758	
763677	118834	116279	1564	0	0	0	0	0	116279	0	0	991	
763930	54124	52628	2372	0	0	0	0	0	52628	0	0	-876	
764030	3618993	3541231	81782	0	0	0	0	0	3541231	0	0	-4020	
764058	54202	53226	984	0	0	0	0	0	53226	0	0	-8	
764067	8821	9317	699	0	0	558	0	0	9317	0	0	-637	
764142	10443	10759	254	0	0	173	0	0	10759	0	0	-397	
764151	5730	5490	197	0	0	0	0	0	5490	0	0	43	
764816	20638	20425	562	0	0	298	0	0	20425	0	0	-51	
765318	20169	19541	601	0	0	0	0	0	19541	0	0	27	
765354	11554	11567	250	0	0	100	0	0	11567	0	0	-163	
765505	130291	129600	1199	0	0	0	0	0	129600	0	0	-508	
765662	19775	19643	1044	0	0	0	0	0	19643	0	0	-912	
765877	17055	16872	247	0	0	0	0	0	16872	0	0	-64	
766052	19640	19395	551	0	0	200	0	0	19395	0	0	-106	
766164	979757	969893	6827	0	3246	0	0	0	969893	0	0	-209	
767152	6489	6380	132	0	0	0	0	0	6380	0	0	-23	
767246	1973	1976	6	0	0	0	0	0	1976	0	0	-9	
767255	17884	18000	1003	0	0	840	0	0	18000	0	0	-279	
767554	8664	9392	-140	0	0	53	0	0	9392	0	0	-535	
767572	5598	5537	57	0	0	0	0	0	5537	0	0	4	
