"IDRSSD"	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ458	RCONJ459	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
21256	0	0	0																																	72	0	14								
21359	0	2	231																																	1198	0	2399								
21658	0	1134	5906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			2363	0	6130								
22048	0	2134	24847																																	7043	0	4490								
22543	0	7362	6098																																	18567	0	2756								
22552	0	0	3897																																	7176	0	8772								
22730	0	767	912																																	2517	0	2935								
23456	0	5316	6675																																	4625	0	4022								
23504	1425239	14777	325397	0	0	71103	0	0	0	0	0	0	60582	10521	0	0	0	0	0	0	154449	0	153040	0	0	0	0	0	0	0	153040	0	0	0	0	817898	88529	8929								
23643	0	1920	1745																																	7835	0	12702								
23755	0	6944	12106																																	5542	0	686								
24006	0	4207	90803																																	112489	0	0								
24378	0	208	988																																	16	0	31								
24659	0	0	483																																	2296	0	3256								
24949	0	1676	9887																																	18361	0	13383								
25357	1300	10215	28383																																	2165	0	24173								
25647	0	7544	21812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	22714	0	1283								
26457	0	967	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			169	0	3673								
26765	271450	88025	528468																																	454174	0	27761								
27070	0	3523	25673																																	23346	0	5546								
27548	20000	7882	40171																																	135645	0	40468								
27614	0	343	1509																																	5889	0	9247								
27847	0	5927	20276																																	6703	0	675								
28013	0	5494	42829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	130759	0	2862								
28152	0	1163	4843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			10082	0	6167								
28675	0	4006	3263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			8123	0	4822								
28732	0	10284	1324																																	2912	0	2131								
29476	6400	6330	5127																																	5589	0	598								
29636	0	7159	39136																																	14107	0	1767								
29878	0	1911	53160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	0	11589								
30052	0	2783	889																																	541	0	0								
30502	0	7503	34284																																	22522	0	44287								
30650	0	5682	4057																																	7249	0	2107								
30810																																	0													
31134	0	2454	1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			285	0	4994								
31255	0	26075	45585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	34125	8993	3095								
31657	0	2058	0																																	1272	0	3061								
31826	0	5081	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	0	46489								
31835	0	0	0																																	1634	0	11147								
32234	0	1040	918																																	8352	0	8929								
32766	0	16319	18772																																	8676	0	2123								
32971	0	9040	2954																																	7642	0	5363								
33147	46160	3419	11146																																	20270	0	29519								
33259	0	16670	86995																																	51777	0	17618								
33370	0	270	250																																	0	0	0								
33839	0	0	0																																	591	0	2541								
33857	0	41195	50818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	62297	0	86631								
34434	20000	7103	9623																																	5025	0	18925								
34537	0	302507	489508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2263	0	437364	0	1124145								
34555	0	3636	14329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	1619	619	4288	0	6205								
34742	59000	74180	26905																																	9585	0	5605								
35057	3000	2533	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			2040	0	10116								
35301																																	0													
35646	0	290	0																																	3479	0	0								
35879	0	2466	293																																	0	0	7292								
36456	0	128	0																																	554	0	8461								
36933	0	23546	7367																																	1403	0	2418								
37051	1400	229	1127																																	2545	0	9277								
37341	0	0	0																																	599	0	1623								
37435	0	56275	96197																																	29227	0	2080								
37640	0	34829	274686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	26017	46306	343520	0	190445								
37659	0	287	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			711	0	2620								
37949	0	0	0																																	0	0	23244								
38740	0	2449	19404																																	3682	0	2035								
39327	0	11802	38698																																	17625	0	22401								
39756	5000	22390	5690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	85701	0	44115								
40033	0	0	0																																	1577	0	1270								
40499	0	19304	424954	0	0	99315	65213	0	6722	13641	78952	0	0	0	0	15255	49958	0	0	0													0	0	0	205515	0	61846								
40855	0	968	1234																																	1157	0	3628								
41553	0	87	0																																	144	0	885								
41629	0	1129	8859																																	4206	10000	2905								
41825	0	26432	37176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	115765	0	2422								
42037	0	0	0																																	1370	0	5								
42354	0	9686	19353																																	3196	0	2670								
42372	0	25674	659																																	427	0	5200								
42420	0	88633	473949	0	0	256043	0	100741	0	0	7500	37428	158278	52837	0	0	0	0	54659	46082													0	50434	63210	700890	0	160474								
42448	192800	68266	80732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	7195	3090	51602	0	45431								
42457	0	4	2971																																	506	0	8953								
43052	0	745	0																																	16565	0	1366								
43351	0	18580	12083																																	15323	0	14846			0					
43856	5000	1348	0																																	2152	0	57								
43959	0	8293	1382																																	4642	0	1986								
44040	0	3504	94																																	7941	0	25337								
44433	0	25665	6552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	2645	13064	0	0								
44741	0	20386	38907																																	5851	0	4406								
44750	0	10232	2918																																	3064	0	2								
44929	0	0	2299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			3260	0	1545								
45038	0	11	4347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			12017	0	8467								
45047	0	1905	2133																																	487	0	5532								
45056	0	66	66																																	2373	0	8213								
45430	0	4658	1102																																	1	0	731								
45458	0	971	3773																																	9360	0	20724								
45551	0	0	31700																																	0	0	359038								
45560	0	47982	289470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	104598	0	64627								
45775	0	657	0																																	486	0	7493								
46053	0	0	0																																	5945	0	21211								
46941	0	1274	4050																																	1747	0	5601								
47247	0	77706	18215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	1250	2965	13746	0	5265								
47256	0	1724	84																																	14	0	576								
47452	0	2115	653																																	1258	0	17								
47500	0	0	14185																																	8813	0	13084								
48057	1200	1225	1284																																	3346	0	8321								
48150	0	0	228																																	136	0	2636								
48374	0	3533	92063																																	35267	0	39699								
48440	0	0	0																																	6650	0	0				FHLB Pool (8026)	FHLB New (14578)	FHLB (17742)	FHLB (18555)	
49054	0	6510	11881																																	10556	0	2704								
49148	0	356	0																																	4760	0	474								
49241	58800	20004	74736																																	69347	0	41411								
49652	0	0	1302																																	3205	0	11386								
49858	0	32101	707																																	2641	0	13								
49951	0	0	292																																	2630	0	3059	Federal Home Loan Bank							
50144	0	428	113																																	1699	0	580								
50461	0	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			16271	0	192								
51253	0	4169	8940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	2046	0	2976								
51356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			0	0	1223								
51459	0	137	3385																																	6349	0	34239								
51842	0	0	52872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	20180	0	21055								
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	0	0								
52951	6095	887	1452																																	1790	0	3699								
53051	0	0	15																																	1669	0	1406								
54058	0	6241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	0	33794								
54656	0	3477	12299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	16645	0	16888								
54973	0	106717	156952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	352502	0	92167								
55336	0	6895	15759																																	7732	0	646								
55635	0	0	5238																																	1912	0	394								
55653	0	0	3379																																	10233	0	64								
55970	0	19483	38075																																	3617	0	1758								
56258	0	778	9407																																	19730	0	10117								
56351	0	96525	114936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	118870	5000	82878								
56548	12750	1835	22294																																	1101	0	5155								
56717	0	2841	34629																																	32758	0	10353								
57040	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			0	0	11527								
57451	0	1813	22609																																	45114	0	4392								
58225	0	2978	8129																																	6905	0	1226								
58243	0	79170	228417	0	0	1602	0	0	1602	0	0	0	0	0	0	0	0	0	0	0													0	61973	23641	601168	31622	298869								
58355	0	1523	0																																	3472	0	1290								
58551	0	0	0																																	1935	0	9301								
58636	0	12643	11804																																	11039	0	3898								
58757	0	7022	9817																																	24220	0	23059								
58971	0	135436	416586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	0	0	0	0	0	0	0	0	0	0	0	0	73790	79476	1295231	0	472750								
59316	92900	11084	79295																																	79987	0	12380								
59352	0	8136	16376																																	6247	0	11209								
59370	0	4679	4511																																	8038	0	5433								
59754	0	131	315																																	1911	0	84								
60143																																	0													
60330	0	12899	36382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	58354	0	17540								
60545	0	943	915																																	10188	0	20809								
60554	0	216	47																																	3178	0	5575								
60648	0	948	2829																																	3762	0	4997								
61122	3476	28254	28043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	117984	0	4659								
61355	0	12012	49815																																	92364	0	33430								
61476	0	20950	32408																																	3879	0	26404								
61757	0	4554	45904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	27776	0	2231								
61832	0	6783	3142																																	12528	0	2829								
61953	0	715	462																																	161	0	1093								
62044	0	3386	5409																																	1612	0	88								
62110	0	0	0																																	0	0	0								
62147	0	1622	1646																																	1172	0	1796								
63050	0	7894	12804																																	2125	0	2795								
63069																																	0													
63201	0	2273	618																																	5202	0	297								
63573	0	326	4068																																	0	0	0								
63733	0	31495	26228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	18767	0	64938								
63742	2500	5070	5794																																	58882	0	2484								
64150	0	911	1104																																	8850	0	14465								
64552	16050	10137	17683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	4009	0	4932								
64730	0	6238	40819																																	3494	0	1836								
65205	0	3839	25985																																	6449	0	4955								
65513																																	0													
65559	0	12104	13237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	31544	0	48031								
65858	0	180445	166212																																	146118	0	82718	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
66154	0	17724	22020																																	23695	0	0								
66275	17500	12316	28907																																	33871	0	30542								
66677	0	9391	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			0	0	9298								
67142	0	4750	6945																																	2530	0	1937								
67151	0	58062	74396																																	60036	0	9067								
67209	0	26564	148243																																	40144	0	11074								
67254	0	0	0																																	0	0	0								
67656	0	7345	69961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	147946	342	10505	0	24924								
67870	0	10469	10793																																	11843	0	1214								
68671	0	1475	0																																	0	0	0								
68756	0	33401	31505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	84054	0	44818								
68831	0	3382	3017																																	2543	0	5555								
69333	0	10797	20612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	167108	5535	3859								
69678	0	2766	8513																																	48255	0	31642								
70218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			473	0	1750								
70414	0	1522	7823																																	32306	0	38993								
70638	0	1802	1470																																	2377	0	27139								
70955	0	0	0																																	0	0	455								
71073	0	2609	532																																	1510	0	18307								
71457	21300	0	17795																																	27010	0	63263								
71859	0	0	0																																	3467	0	72								
72258	0	472	926																																	15546	0	12017								
72351	0	6	186																																	1195	0	959								
72454	0	410	449																																	6293	0	7613								
72678	0	0	6983																																	100	0	490								
73116	0	20047	38730																																	21492	0	485								
73152	0	0	177																																	251	0	4555								
73554	0	567	8471																																	7709	0	28095								
73956	0	43	94																																	894	0	666								
74056	0	650	40209																																	1675	0	27664								
74140	0	7916	28706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	5119	139254	5000	33147								
74403	38150	30742	49121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	82102	0	15964								
74449	0	343	0																																	2	0	342								
75259	10020	15576	18616																																	130822	0	93863								
75446	0	2399	1435																																	14405	0	20107								
75455	0	0	0																																	44	0	957								
75633																																	0													
75651	0	0	0																																	914	0	3428								
76153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			320	0	7386								
76443	0	6440	825																																	384	0	2250								
76854	5270	5996	24305																																	21449	0	4980								
77150	0	164	3173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			3606	0	6555								
77253	0	7917	5793																																	1018	0	25752								
77422	0	1263	6796																																	4755	8400	4348								
77851	0	26160	203779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	4845501	58720	309285	9073	185622								
78157	0	2221	994																																	87	0	289								
78241	0	4784	112																																	1669	0	2094								
78559	0	180	937																																	1063	0	2654								
79042	0	15829	29986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	3419	0	2155								
79127	0	383	383																																	486	0	677								
79145	23700	3214	15831																																	762	0	6385								
79257	0	0	0																																	0	0	574								
79855	0	3161	10392																																	3911	0	4114								
80150	0	0	0																																	0	0	2139								
80374	0	2071	0																																	681	0	356								
80431	0	1093	0																																	1056	0	824								
81175	0	7429	10881																																	14974	0	38494								
82033	0	5488	14270																																	2892	0	5545								
82257	0	0	0																																	530	0	2800								
82350	0	122	0																																	444	0	848								
83151	0	6940	13898																																	17853	0	2498								
83375	0	16921	105260																																	203150	0	57009								
83638																																	0													
83834	20000	1562	6255																																	6125	0	10350								
83852	0	0	0																																	50	0	14107								
83955	0	629	988																																	9989	0	5412								
84046	0	347	836																																	1136	0	1309								
84541	0	25863	54252																																	42940	0	81686								
85052	0	0	7963																																	3428	0	65								
85472	2000000	144317	668194	0	0	49190	0	19531	0	0	0	0	49190	0	0	0	0	0	7659	11872	79706	1191	40	0	0	0	0	0	0	0	40	0	0	0	0	638073	0	216868								
85931	30000	5500	745																																	3306	0	3433								
86349	13500	2604	2897																																	4183	0	2335								
86675	0	29073	24064																																	253	0	128								
87047	0	701	1538																																	735	0	759								
87159	0	890	3686																																	2630	0	1789								
87234	0	64262	47131																																	37132	0	877								
87476	37934	174	410																																	3980	0	66								
87579	0	13207	23256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	348	0	13060								
88231	27500	166248	75481																																	10337	0	689								
88259	0	478	0																																	737	0	7069								
88352	0	1878	6006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			8727	0	4790								
88455	920	4528	6198																																	30653	0	154362								
88950	1000	150	10625																																	12936	0	2713								
89032	9500	6142	824																																	2955	0	3175								
89135	0	7397	0																																	3468	0	35								
89854	14750	2071	6295																																	6301	0	13995								
89957	18509	11092	8422																																	1513	0	2925								
90047	0	155	0																																	54	0	2045								
90177	0	0	0																																	0	0	3241								
90328	0	11951	44227																																	11208	0	25449								
90337	25000	12854	62481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	182	275	50792	0	5606								
90579	0	2477	8119																																	4188	0	0								
91615	7700	0	0																																	0	0	14364	FHLB							
91754	0	1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	12286	0	23672								
91950	0	0	0																																	0	0	6017								
92144	0	0	0																																	0	0	7635								
92676	0	5684	26654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	64693	0	12988								
92706	0	4374	819																																	3470	0	3209								
92902	0	0	0																																	0	0	0								
93244	0	4188	9636																																	9897	0	14225								
93543	0	4110	20857																																	26924	0	22353								
93619																																	0													
94139	130000	17554	22747																																	31062	0	16109								
94522	45000	30442	32162																																	30874	0	19305								
94755	0	5223	959																																	2188	0	7739								
94858	0	1262	290																																	2155	0	5618								
95051	0	8923	2091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	10261	159	3019	0	6232								
95677	0	0	0																																	703	0	235								
96553	2000	393	13																																	1340	0	14541								
97055	20000	0	306																																	11821	0	45952								
97279	0	1024	125																																	1491	0	2037								
97457	8450	2866	4126																																	2754	0	7021								
97804	0	492	149486																																	85813	0	9844								
97943	0	3493	2193																																	16678	0	20807								
98351	0	2386	7454																																	145	0	472								
98463	0	600	22598																																	43091	0	37145								
98717	0	0	899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			0	0	0								
99143	17000	534	2897																																	8307	0	7585								
99376	3388	0	638125	0	0	27871	0	0	0	0	0	0	0	27871	0	0	0	0	0	0													0	0	0	365074	163783	28				Commitments to purchase loans	Recourse on loans			
99442	0	2541	7500																																	15652	0	31209								
99536	0	48328	58698																																	20416	0	1203								
99853	0	0	93																																	144	0	105								
100236	0	19674	14446																																	8715	0	4872								
100357	0	10838	11567																																	18162	0	62239								
100562	0	44837	589229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	227	40471	558382	0	309742								
100777	0	21280	333																																	12961	0	2263								
100843	0	2160	30507																																	3953	0	29977								
101037	0	41967	26368																																	63461	0	44570								
101439	0	1385	2802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			1754	0	4340								
101671	0	1157	29471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	62901	0	7530								
101738	0	1972	796																																	10831	0	3804								
101952	0	817	0																																	9419	0	2228								
102333	0	1509	295																																	28	0	0								
102342	0	5942	0																																	10756	0	45702								
102557	13350	10420	0																																	11441	0	0								
102874	0	3216	9005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			939	0	1476								
103134	5000	2480	3075																																	1442	0	6169								
104234	0	587	1611																																	16	0	357								
104542	0	0	0																																	0	0	0								
104971	0	0	0																																	0	0	0								
105026	0	15417	2139																																	18666	0	4860								
105473	0	72483	84381																																	95486	2500	84991								
105530	0	8336	0																																	234	0	1149								
106359	0	85916	132253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	3799	3759	102694	0	17060								
106452	0	32540	63328																																	41493	0	13659								
106676	0	1638	910																																	0	0	0								
107244	1741385	2416890	15550285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	11	0	0	0	0	0	0	0	0	0	0	0	0	0	669379	955084	137799								
107570	437	1975	10689																																	29334	0	2766								
107758	0	783	890																																	1400	0	5812								
108072	0	1801	0																																	7804	0	1653								
108269	0	664	0																																	23	0	361								
108652	0	0	280																																	164	0	2								
108746	0	13	0																																	45	0	6368								
108951	0	7189	7355																																	52715	0	33573								
109136	0	29124	14817																																	2712	0	1367								
109154	0	4495	436																																	2353	0	0								
109453	0	5597	4334																																	8030	0	13752								
109574	0	35947	8737																																	24699	0	10965								
109659	31350	4014	22440																																	6519	0	10127								
110413	0	170	52917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	5467	5159	63714	0	16410								
110936	0	0	15842																																	4467	0	26500								
110945	0	2423	7139																																	9520	0	13089								
110972	0	1105	1914																																	1246	0	607								
111157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			4322	0	18219								
111205	0	22183	29519																																	49869	0	13823								
111942	0	3663	27590																																	42449	0	7782								
111979	0	9468	5339																																	16670	0	20470								
112163	0	108469	135438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	165291	0	48253								
112332	0	1798	1597																																	622	0	1074								
112510	0	322	300																																	859	0	2419								
112556	0	4	178																																	339	0	3921								
112837																																	0													
113003	0	1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	0	2389								
113030	0	1146	1046																																	474	0	1817								
113441	0	6296	40422																																	33359	0	27867								
113601	0	77827	169363																																	731	0	33								
