"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
	TOTAL ASSETS	ALLOCATED TRANSFER RISK RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	RISK-WEIGHTED ASSETS	AVG TOT ASSET NET DEDUCTIONS	ACCUMULATED OTH COMPREHENSIVE INCOME	OTHR DEDUCT FR ASSETS FOR LEVRGE CAP	TOTAL LEVERAGE EXPOSURE	ADVANCED APPROACHES ONLY: SUPPLEMENT	CAPTIAL CONSERVATION BUFFER	ELIGIBLE RETAINED INCOME	DIST AND DISCRE BONUS PAYMENTS QTR	Amount of allowances for credit loss	Amount of allowances for credit loss	Amount of allowances for credit loss	Retained Earning	Average total consolidated asset	Trading assets and trading liabiliti	Trading assets and trading liabiliti	Off-balance sheet exposures: Unused	Off-balance sheet exposures: Securit	Off-balance sheet exposures: Other o	Total off-balance sheet exposures (s	Total off-balance sheet exposures (s	Less: Investments in the capital of	Less: MSAs, net of associated DTLs,	LESS: DTAs arising from temporary di	Investments in the [Tier 2] capital	COMMON EQUITY TIER 1 CAPITAL	CAP RATIO COM EQTY TIER1 CAP RATIO	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NT UNRLZD GNS (LSSES) AFS SECURITIES	ACC NT GN LS CSHFLW HDGS	AOCI ATTRBTD DEFND BENFT POSTETRMNT	NT UNRLZD GNS (LSSES) HTM SEC AOCI	NET GNS (LSSES) HTM SEC AOCI	OTH THRSHLD DEDS COMEQTY TIER1 CAP	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	DEDS COMEQTY TIER1 CAP ADD TIER1 CAP	CUMULATIVE CHANGE IN FAIR VALUE	UNCONDITIONALLY  OR OTHER AMOUNT	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	RISK-WEIGHTED ASSETS	TOTAL APPLICABLE CAPITAL BUFFER	CAP RATIO COM EQTY TIER1 CAP RATIO	NNSG INVCP UNCNS COMSTK 10 PCT THRSH	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	COMSTK 10PCT EQTY TIER1 CAP THRSHLD	MSA DTL 10PCT EQTY TIER1 CAP THRS	DTAS CAP CMSTK 15PCT TIER1 CAP THRSH	MSA DTA 15PCT COMEQTY TIER1 CAPTHRES	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL ASSETS	ALLOCATED TRANSFER RISK RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	RISK-WEIGHTED ASSETS	AVG TOT ASSET NET DEDUCTIONS	ACCUMULATED OTH COMPREHENSIVE INCOME	OTHR DEDUCT FR ASSETS FOR LEVRGE CAP	TOTAL LEVERAGE EXPOSURE	ADVANCED APPROACHES ONLY: SUPPLEMENT	CAPTIAL CONSERVATION BUFFER	ELIGIBLE RETAINED INCOME	DIST AND DISCRE BONUS PAYMENTS QTR	To be completed only by institutions	Amount of allowances for credit loss	Amount of allowances for credit loss	Amount of allowances for credit loss	Retained Earning	Average total consolidated asset	Trading assets and trading liabiliti	Trading assets and trading liabiliti	Off-balance sheet exposures: Unused	Off-balance sheet exposures: Securit	Off-balance sheet exposures: Other o	Total off-balance sheet exposures (s	Total off-balance sheet exposures (s	Less: Investments in the capital of	Less: MSAs, net of associated DTLs,	LESS: DTAs arising from temporary di	Investments in the [Tier 2] capital	Do you qualify for and opt-in to CBL	Standardized Approach for Counterpar	COMMON EQUITY TIER 1 CAPITAL	CAP RATIO COM EQTY TIER1 CAP RATIO	AOCI OPT-OUT ELECTION	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NT UNRLZD GNS (LSSES) AFS SECURITIES	ACC NT GN LS CSHFLW HDGS	AOCI ATTRBTD DEFND BENFT POSTETRMNT	NT UNRLZD GNS (LSSES) HTM SEC AOCI	NET GNS (LSSES) HTM SEC AOCI	OTH THRSHLD DEDS COMEQTY TIER1 CAP	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	DEDS COMEQTY TIER1 CAP ADD TIER1 CAP	CUMULATIVE CHANGE IN FAIR VALUE	UNCONDITIONALLY  OR OTHER AMOUNT	TOTAL APPLICABLE CAPITAL BUFFER	
37																																																																																				81497	0				21.4857%			16784		78117	-5916	0										12084	78117	0	0.0000%	286	0	0	286	0.3509%	0	0	0	0	1		4700		1	0	10868	0	0	0	-5916	0	0	0		0	16784	0	0	16784	0	0	0	0	0	0						0	0	0		
242																																																																																				56694	0				9.8415%			5447		55347	-2484	0										5207	55347	0	0.0000%	1818	0	36	1854	3.2702%	0	0	0	0	1		240		1	0	2963	0	0	0	-2484	0	0	0		0	5447	0	0	5447	0	0	0	0	0	0						0	0	0		
279																																																																																				416983	0				12.3113%			48762		396075	-6999	0										33798	396472	0	0.0000%	37235	0	0	37235	8.9296%	0	0	0	0	1		15361		1	0	42160	0	397	0	-6999	0	0	0		0	48762	0	0	48762	0	0	0	0	0	0						397	0	6092		
354																																																																																				55069	0				14.3916%			7396		51391	-30	0										42	51391	0	0.0000%	4082	0	0	4082	7.4125%	0	0	0	0	1		7354		1	0	7366	0	0	0	-30	0	0	0		0	7396	0	0	7396	0	0	0	0	0	0						0	0	0		
457																																																																																						6733	745	745	8.3719%	10.7744%	9.5822%	5988	62491	71525	-114	0			2.7744%							1988	71525								0	0	0		0		4000	9.5822%	1	0	5874	0	0	0	-114	0	0	0		0	5988	0	0	5988	0	0	0	0	0	0	0	0	0	745	0	0	0			
505																																																																																						73598	7221	7221	8.6575%	12.7672%	11.5146%	66377	576460	766700	-3928	0			4.7672%							42680	767886								0	0	0		0		24883	11.5146%	1	0	63635	1186	0	0	-2499	64	-1493	0		0	66377	0	0	66377	0	0	0	0	0	0	0	0	0	7221	0	1186	0			
1155																																																																																				464756	0				9.4687%			42379		447569	-6669	0										26441	456927	0	0.0000%	23742	0	119	23861	5.1341%	0	0	0	0	1		25296		1	0	45068	8580	778	0	-6669	0	0	0		0	42379	0	0	42379	0	0	0	0	0	0						9358	0	50499		
1351																																																																																				198121	0				15.2321%			30181		198141	-963	0										29411	198141	0	0.0000%	4474	0	682	5156	2.6025%	0	0	0	0	1		770		1	0	29218	0	0	0	-963	0	0	0		0	30181	0	0	30181	0	0	0	0	0	0						0	0	0		
1454																																																																																				960547	0				11.3303%			119478		1054500	-76880	0										117264	1054500	0	0.0000%	0	0	25254	25254	2.6291%	0	0	0	0	1		2214		1	0	42598	0	0	0	-76880	0	0	0		0	119478	0	0	119478	0	0	0	0	0	0						0	0	55347		
1669																																																																																				399086	0				12.8722%			50655		393521	-6974	0										49055	393521	0	0.0000%	29973	0	116	30089	7.5395%	0	0	0	0	1		1600		1	0	43681	0	0	0	-6974	0	0	0		0	50655	0	0	50655	0	0	0	0	0	0						0	0	0		
1856																																																																																				44090	0				14.1843%			6372		44923	-309	0										238	45021	0	0.0000%	1089	0	0	1089	2.4699%	0	0	0	0	1		6232		1	0	6161	98	0	0	-309	0	0	0		0	6372	0	0	6372	0	0	0	0	0	0						98	0	0		
2161																																																																																				371832	0				9.7942%			37081		378601	-14168	0										15605	378601	0	0.0000%	27828	0	303	28131	7.5655%	0	0	0	0	1		21476		1	0	22913	0	0	0	-14168	0	0	0		0	37081	0	0	37081	0	0	0	0	0	0						0	0	0		
2732																																																																																				705700	0				14.7344%			110444		749567	-1474	0										105767	750679	0	0.0000%	88545	0	1830	90375	12.8064%	0	0	0	0	1		5789		1	0	110082	0	1112	0	-1474	0	0	0		0	110444	0	0	110444	0	0	0	0	0	0						1112	0	4683		
2750																																																																																						8651	519	519	11.8972%	15.8620%	14.9104%	8132	54539	68352	-1433	0			7.8620%							521	68352								0	0	0		0		7611	14.9104%	1	0	6699	0	0	0	-1433	0	0	0		0	8132	0	0	8132	0	0	0	0	0	0	0	0	0	519	0	0	0			
3252																																																																																						36630	1739	1739	10.9154%	26.6949%	25.4276%	34891	137217	319649	-5778	0			18.6949%							34391	319649								0	0	0		0		500	25.4276%	1	0	29113	0	0	0	-5778	0	0	0		0	34891	0	0	34891	0	0	0	0	0	0	0	0	0	1739	0	0	0			
3458																																																																																						6749	579	579	8.0950%	11.9963%	10.9671%	6170	56259	76220	-2057	0			3.9963%							4969	76220								0	0	0		0		1201	10.9671%	1	0	4113	0	0	0	-2057	0	0	0		0	6170	0	0	6170	0	0	0	0	0	0	0	0	0	579	0	0	0			
3720																																																																																				393799	0				11.2761%			43962		389869	-7669	0										27462	389869	0	0.0000%	17078	0	228	17306	4.3946%	0	0	0	0	1		16500		1	0	36293	0	0	0	-7669	0	0	0		0	43962	0	0	43962	0	0	0	0	0	0						0	0	0		
3971																																																																																						116980	12049	12049	9.4115%	11.5426%	10.3537%	104931	1013467	1114922	-15498	0			3.5426%							15059	1118474								0	0	0		0		93425	10.3537%	1	0	92986	352	3111	90	-15498	0	0	0		0	104931	0	0	104931	0	0	0	0	0	0	0	0	0	12049	0	3552	0			
4156																																																																																						26316	2422	2422	8.5041%	13.6270%	12.3729%	23894	193116	280969	-6788	0			5.6270%							17820	282752								0	0	0		0		7857	12.3729%	1	0	18889	1783	0	0	-6788	0	0	0		0	23894	0	0	23894	0	0	0	0	0	0	0	0	0	2422	0	1783	0			
4231																																																																																				159888	0				13.1702%			20284		154014	-5236	0										7687	154017	0	0.0000%	3896	0	85	3981	2.4899%	0	0	0	0	1		12600		1	0	15051	0	0	3	-5236	0	0	0		0	20284	0	0	20284	0	0	0	0	0	0						3	0	1515		
5069																																																																																						223769	7082	7082	38.4084%	39.9078%	38.6448%	216687	560715	564165	198	0			31.9078%							208058	564165								0	0	0		0		8629	38.6448%	1	0	216885	0	0	0	198	0	0	0		0	216687	0	0	216687	0	0	0	0	0	0	0	0	0	7082	0	0	0			
5135																																																																																				585309	0				15.7587%			90629		575103	-1040	0										68709	576145	0	0.0000%	68165	0	2011	70176	11.9896%	0	0	0	0	1		25042		1	0	92711	1042	0	0	1040	0	0	0		0	90629	0	0	90629	0	0	0	0	0	0						1042	0	2095		
5210																																																																																						264137	17953	17953	9.4969%	15.7555%	14.6847%	246184	1676470	2592246	-58012	-5279			7.7555%							170680	2624601								0	0	0		0		113138	14.6847%	1	0	225806	35800	1834	0	-52733	0	-5279	0		0	246184	0	0	246184	0	0	0	0	0	0	0	0	0	17953	0	37634	0			
5461																																																																																						87596	6395	6395	9.3077%	16.9791%	15.7395%	81201	515906	872407	-29475	0			8.9791%							74961	872467								0	0	0		0		6300	15.7395%	1	0	51786	0	60	0	-6939	0	0	-22536		0	81201	0	0	81201	0	0	0	0	0	0	0	0	0	6395	0	60	0			
5751																																																																																				265623	0				15.5356%			40839		262873	-10587	0										32576	263962	0	0.0000%	34611	0	679	35290	13.2857%	0	0	0	0	1		9352		1	0	31341	1089	0	0	-10587	0	0	0		0	40839	0	0	40839	0	0	0	0	0	0						1089	0	102		
6039																																																																																				394045	0				9.2910%			37495		403562	-831	0										6448	403562	0	0.0000%	45771	0	524	46295	11.7487%	0	0	0	0	1		31037		1	0	36654	0	0	0	-841	0	0	0		0	37495	0	0	37495	0	0	0	0	0	0						0	0	0		
6329																																																																																						165013	15819	15819	9.6704%	13.0773%	11.8236%	149194	1261828	1542794	-17804	0			5.0773%							110470	1544070								0	0	0		0		40000	11.8236%	1	0	132666	0	0	1276	-17804	0	0	0		0	149194	0	0	149194	0	0	0	0	0	0	0	0	0	15819	0	1276	0			
7009																																																																																						105571	0	0	15.1772%	30.1156%	30.1156%	105571	350553	695591	-2472	0			22.1156%							104519	695591								0	0	0		0		1052	30.1156%	1	0	103099	0	0	0	-2472	0	0	0		0	105571	0	0	105571	0	0	0	0	0	0	0	0	0	0	0	0	0			
7045																																																																																						25778	1150	1150	8.7795%	19.8485%	18.9630%	24628	129874	280518	-13715	0			11.8485%							22203	280518								0	0	0		0		2425	18.9630%	1	0	10913	0	0	0	-13715	0	0	0		0	24628	0	0	24628	0	0	0	0	0	0	0	0	0	1150	0	0	0			
7072																																																																																						40200	3000	3000	8.6296%	13.6985%	12.6762%	37200	293463	431075	-3809	0			5.6985%							39564	437499								0	0	0		0		4060	12.6762%	1	0	39815	5478	946	0	-3897	0	88	0		0	37200	0	0	37200	0	0	0	0	0	0	0	0	0	3000	0	6424	0			
7456																																																																																						11858	900	900	8.4014%	12.5842%	11.6291%	10958	94229	130431	-2506	0			4.5842%			0				3958	130431								0	0	0		0		7000	11.6291%	1	0	8452	0	0	0	-2506	0	0	0		0	10958	0	0	10958	0	0	0	0	0	0	0	0	0	900	0	0	0			
7634																																																																																				84966	0				13.4808%			11626		86241	-2019	0										3366	86241	0	0.0000%	2114	0	0	2114	2.4881%	0	0	0	0	1		8260		1	0	9607	0	0	0	-2019	0	0	0		0	11626	0	0	11626	0	0	0	0	0	0						0	0	564		
8033																																																																																				336954	0				17.4529%			59767		342447	-576	0										51767	342447	0	0.0000%	36437	0	817	37254	11.0561%	0	0	0	0	1		8000		1	0	59191	0	0	0	-576	0	0	0		0	59767	0	0	59767	0	0	0	0	0	0						0	0	0		
8462																																																																																				175618	0				16.8277%			28540		169601	-8610	0										27840	169601	0	0.0000%	181	0	542	723	0.4117%	0	0	0	0	1		700		1	0	19930	0	0	0	-8610	0	0	0		0	28540	0	0	28540	0	0	0	0	0	0						0	0	3258		
8631																																																																																				78975	0				9.1895%			7296		79395	-1671	0										5996	79395	0	0.0000%	1646	0	210	1856	2.3501%	0	0	0	0	1		1300		1	0	5625	0	0	0	-1671	0	0	0		0	7296	0	0	7296	0	0	0	0	0	0						0	0	0		
9357																																																																																				656371	0				11.6773%			71592		613089	-2682	0										46805	644962	0	0.0000%	16776	0	464	17240	2.6266%	0	0	0	0	1		56660		1	0	100783	28667	3206	0	-2682	0	0	0		0	71592	0	0	71592	0	0	0	0	0	0						31873	0	429214		
9553																																																																																						21946	1212	1212	9.2934%	13.1796%	12.4517%	20734	166515	223105	-5807	0			5.1796%							18634	223105								0	0	0		0		2100	12.4517%	1	0	14927	0	0	0	-5807	0	0	0		0	20734	0	0	20734	0	0	0	0	0	0	0	0	0	1212	0	0	0			
9807																																																																																						342535	25795	25795	11.4926%	16.6229%	15.3711%	316740	2060625	2756029	-9622	0			8.6229%							184468	2756029								0	0	0		0		132272	15.3711%	1	0	307118	0	0	0	-9622	0	0	0		0	316740	0	0	316740	0	0	0	0	0	0	0	0	0	25795	0	0	0			
9955																																																																																				197432	0				12.6621%			24971		197211	-5283	0										21838	197211	0	0.0000%	23553	0	11	23564	11.9352%	0	0	0	0	1		3133		1	0	19688	0	0	0	-5283	0	0	0		0	24971	0	0	24971	0	0	0	0	0	0						0	0	0		
10250																																																																																						58991	4734	4734	8.2067%	15.4796%	14.2374%	54257	381088	661133	-35160	0			7.4796%							18007	661133								0	0	0		0		36250	14.2374%	1	0	19097	0	0	0	-22348	0	0	-12812		0	54257	0	0	54257	0	0	0	0	0	0	0	0	0	4734	0	0	0			
10849																																																																																				294448	0				9.5297%			28281		296766	-5873	0										15387	299263	0	0.0000%	15653	0	0	15653	5.3160%	0	0	0	0	1		15391		1	0	24905	694	0	1803	-5873	0	0	0		0	28281	0	0	28281	0	0	0	0	0	0						2497	0	0		
11145																																																																																						48596	2913	2913	11.3230%	16.9819%	15.9640%	45683	286163	403452	-16362	0			8.9819%							20133	403902								0	0	0		0		26000	15.9640%	1	0	29771	450	0	0	-16362	0	0	0		0	45683	0	0	45683	0	0	0	0	0	0	0	0	0	2913	0	450	0			
11640																																																																																				394357	0				11.8863%			46637		392360	-13765	0										2942	392360	0	0.0000%	32298	0	453	32751	8.3049%	0	0	0	0	1		43695		1	0	32872	0	0	0	-13765	0	0	0		0	46637	0	0	46637	0	0	0	0	0	0						0	0	0		
11837																																																																																						17368	997	997	11.2571%	21.7655%	20.5161%	16371	79796	145428	-4980	0			13.7655%							4371	145428								0	0	0		0		12000	20.5161%	1	0	11391	0	0	0	-4980	0	0	0		0	16371	0	0	16371	0	0	0	0	0	0	0	0	0	997	0	0	0			
12030																																																																																						88979	4397	4397	15.1577%	25.8504%	24.5730%	84582	344207	558013	-714	0			17.8504%							83982	558013								0	0	0		0		600	24.5730%	1	0	83868	0	0	0	-714	0	0	0		0	84582	0	0	84582	0	0	0	0	0	0	0	0	0	4397	0	0	0			
12142																																																																																						33126	2020	2020	10.2723%	18.3126%	17.1959%	31106	180892	302815	-21100	0			10.3126%							8906	302815								0	0	0		0		22200	17.1959%	1	0	10006	0	0	0	-10574	0	-3151	-7375		0	31106	0	0	31106	0	0	0	0	0	0	0	0	0	2020	0	0	0			
12311			17646996	1681800	2312805	8.5415%	12.4651%	10.8315%	15334191	141570935	179526407	-3079908	0			4.4651%						3177917	184984322								0	0	0		16412651	9.9827%	0	16510660	5243902	179002	26207	-2934907	113280	-191586	-66695		8804	14132653	0	0	14132653	780000	0	421538	1201538	0	1201538	631005	0	0	2312805	0	5457915	0																																						2																	0				1																															
12647																																																																																				211285	0				9.9062%			20615		208103	0	0										3645	208439	0	0.0000%	23164	0	660	23824	11.2758%	0	0	0	0	1		17306		1	0	20951	0	336	0	0	0	0	0		0	20615	0	0	20615	0	0	0	0	0	0						336	0	0		
12656																																																																																						2529	138	138	11.0710%	23.0181%	21.7621%	2391	10987	21597	0	0			15.0181%							1931	21597								0	0	0		0		460	21.7621%	1	0	2391	0	0	0	0	0	0	0		0	2391	0	0	2391	0	0	0	0	0	0	0	0	0	138	0	0	0			
12946																																																																																						252739	25229	25229	8.8564%	12.5248%	11.2746%	227510	2017902	2568868	-77745	0			4.5248%							164314	2603776								0	0	0		0		98103	11.2746%	1	0	184672	25096	9811	0	-77745	0	0	0		0	227510	0	0	227510	0	0	0	0	0	0	0	0	0	25229	0	34908	0			
13103																																																																																						423014	22088	22088	13.3298%	14.4045%	13.6523%	400926	2936684	3007741	-47998	-10632			6.4045%							381695	3012642								0	0	0		0		34519	13.6523%	1	0	368216	11072	4461	0	-58875	0	10632	0		0	400926	0	0	400926	0	0	0	0	0	0	0	0	0	22088	0	15533	0			
13251																																																																																						7801	606	606	10.9523%	16.1224%	14.8700%	7195	48386	65694	-450	0			8.1224%							3195	65694								0	0	0		0		4000	14.8700%	1	0	6745	0	0	0	-450	0	0	0		0	7195	0	0	7195	0	0	0	0	0	0	0	0	0	606	0	0	0			
13457																																																																																				25759	0				17.4065%			4474		25703	-248	0										281	25703	0	0.0000%	2964	0	0	2964	11.5067%	0	0	0	0	1		4193		1	0	4226	0	0	0	-248	0	0	0		0	4474	0	0	4474	0	0	0	0	0	0						0	0	0		
14155																																																																																				332117	0				10.7300%			33980		316683	-1232	0										33644	316683	0	0.0000%	0	0	824	824	0.2481%	0	0	0	0	1		336		1	0	32748	0	0	0	-1232	0	0	0		0	33980	0	0	33980	0	0	0	0	0	0						0	0	10029		
14650																																																																																				45588	0				11.5830%			5493		47423	0	0										5083	47513	0	0.0000%	83	0	0	83	0.1821%	0	0	0	0	1		500		1	0	5583	90	0	0	0	0	0	0		0	5493	0	0	5493	0	0	0	0	0	0						90	0	0		
14753																																																																																						6507	437	1414	7.9698%	18.6607%	14.6057%	5093	34870	63904	-1030	0			8.6057%							3516	63904								0	0	0		0		1577	14.6057%	1	0	4063	0	0	0	-1030	0	0	0		0	5093	0	0	5093	0	0	0	0	0	0	977	0	0	1414	0	0	0			
14865																																																																																						73891	5459	5459	8.4128%	12.4333%	11.5148%	68432	594298	813428	-5860	0			4.4333%							51062	814697								0	0	0		0		18639	11.5148%	1	0	63841	0	1024	245	-5860	0	0	0		0	68432	0	0	68432	0	0	0	0	0	0	0	0	0	5459	0	1269	0			
14977																																																																																				57457	0				18.9080%			10715		56669	27	0										10722	56669	0	0.0000%	6657	0	0	6657	11.5861%	0	0	0	0	1		0		1	0	10749	0	0	0	34	0	0	0		0	10715	0	0	10715	0	0	0	0	0	0						0	0	0		
16551																																																																																				427321	0				10.4157%			44598		428181	-8725	0										27031	430614	0	0.0000%	25268	0	256	25524	5.9730%	0	0	0	0	1		20000		1	0	38306	2433	0	0	-8725	0	0	0		0	44598	0	0	44598	0	0	0	0	0	0						2433	0	0		
17110																																																																																				169266	0				20.3407%			32575		160147	0	0						0	0	0	0	25289	160147	0	0.0000%	0	0	951	951	0.5618%	0	0	0	0	1		7286		0	0	32575	0	0	0					0	0	32575	0	0	32575	0	0	0	0	0	0						0	0	159782		
17147																																																																																						1822296	181086	181086	9.6022%	12.6459%	11.3893%	1641210	14410136	17092008	-237094	0			4.6459%			1				703696	17841103								0	0	10992		0		1686609	11.3893%	1	0	2153211	710088	27670	345	-234289	130	-2935	0		0	1652202	0	10992	1641210	0	0	0	0	0	0	0	0	0	181086	0	749095	0			
17259																																																																																						5526	172	172	7.9179%	11.2953%	10.9437%	5354	48923	67619	-2181	0			3.2953%							3816	67619								0	0	0		0		1538	10.9437%	1	0	3173	0	0	0	-2181	0	0	0		0	5354	0	0	5354	0	0	0	0	0	0	0	0	0	172	0	0	0			
17950																																																																																						75702	4727	4727	8.8357%	20.0825%	18.8285%	70975	376955	803274	-33599	0			12.0825%							42052	807913								0	0	0		0		33562	18.8285%	1	0	42015	3162	1477	0	-33599	0	0	0		0	70975	0	0	70975	0	0	0	0	0	0	0	0	0	4727	0	4639	0			
17978																																																																																				328286	0				38.9471%			128004		328661	0	0										128004	328661	0	0.0000%	17463	0	0	17463	5.3194%	0	0	0	0	1		0		1	0	128004	0	0	0	0	0	0	0		0	128004	0	0	128004	0	0	0	0	0	0						0	0	0		
18050																																																																																						117785	6619	6619	11.0015%	20.2481%	19.1102%	111166	581710	1010458	-58580	0			12.2481%							75281	1010458								0	0	0		0		35885	19.1102%	1	0	52586	0	0	0	-58580	0	0	0		0	111166	0	0	111166	0	0	0	0	0	0	0	0	0	6619	0	0	0			
18827																																																																																						192279	14725	14725	8.5789%	12.8001%	11.8198%	177554	1502172	2069648	-20855	0			4.8001%							76681	2079094								0	0	0		0		110319	11.8198%	1	0	166145	9122	313	10	-21841	15	972	0		0	177554	0	0	177554	0	0	0	0	0	0	0	0	0	14725	0	9446	0			
18836																																																																																				201384	0				10.2687%			20678		201370	-3059	0										18822	201370	0	0.0000%	21729	0	183	21912	10.8807%	0	0	0	0	1		1856		1	0	17619	0	0	0	-3059	0	0	0		0	20678	0	0	20678	0	0	0	0	0	0						0	0	0		
18854																																																																																						158158	14734	14734	9.1808%	12.4156%	11.2589%	143424	1273867	1562225	-9303	0			4.4156%							138114	1571153								0	0	0		0		14238	11.2589%	1	0	143049	7592	1336	0	-9303	0	0	0		0	143424	0	0	143424	0	0	0	0	0	0	0	0	0	14734	0	8928	0			
19356																																																																																				125638	0				8.7705%			10200		116299	-2237	0										4013	117087	0	0.0000%	10757	0	51	10808	8.6025%	0	0	0	0	1		6975		1	0	8751	762	26	0	-2237	0	0	0		0	10200	0	0	10200	0	0	0	0	0	0						788	0	0		
