"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON3545	RCON3548	RCON8492	RCON8495	RCON8496	RCON8499	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONHT71	RCONJA22	RCONJF75	
1669	0	42527					837	27574	66594					12000	0	0			27574	0	0	0										0		
1856	0	0					222	1000	9163					0	0	0			0	0	0	0										0		
2161	0	1929					1463	0	108688					7000	0	0			0	37013	0	0										0		
2732	0	13742					1140	0	51929					0	0	0			0	26400	0	0										0		
2750	0	480					236	0	15439					3090	0	0			0	7899	0	0										43		
3252	0	83007					636	0	189674					3000	0	0			0	50838	0	0										0		
3458	0	562					436	1687	18133					5000	0	0			1687	8394	0	1000										0		
3720	0	17730					320	41913	88971					0	0	0			34159	3140	0	0										0		
3971	0	32294					4345	0	124585					80774	0	0			0	5512	0	0										878		
4156	0	6279					435	0	59642					1500	0	0			0	37776	0	4605										121		
4231	2921	13529					0	3921	58395					0	0	0			0	27419	0	0										0		
5069	0	0					0	0	8572					0	0	0			0	1648	0	0										878		
5135	0	3398					1172	0	90306					23242	0	0			0	2052	0	0										0		
5210	0	0					1627	64977	553554					3162	0	0			61698	15235	0	41954										1121		
5461	4783	0					4516	246922	93807					0	0	0			94695	7304	0	0										0		
5751	0	1716					421	6250	88689					3000	0	0			0	45893	0	0										169		
6039	0	29703					249	0	40763					0	0	0			0	1453	0	0										0		
6329	0	0					720	0	162304					0	0	0			0	11849	0	0										0		
7009	0	45536					0	0	172255					0	0	0			0	81091	0	0										667		
7045	0	0					669	919	143717					0	0	0			919	60897	0	0										0		
7072	1995	0					3591	49783	39455					23000	0	0			6117	5632	0	0										0		
7456	0	5427					580	0	44171					850	0	0			0	35346	0	0										0		
7634	0	569					81	0	12920					0	0	0			0	5698	0	0										0		
8033	0	486					1818	0	15441					0	0	0			0	1920	0	0										0		
8462	0	3739					21	0	90697					0	0	0			0	24509	0	0										0		
8631	0	950					343	0	21349					0	0	0			0	781	0	0										0		
9357	0	12219					793	0	48235					0	0	0			0	0	0	0										867		
9553	0	2344					3296	32064	42361					72202	0	0			32064	12658	0	0										0		
9807	0	62536					5499	192098	690514					0	0	0			78777	518543	0	22311										1107		
9955	0	10710					2741	0	63982					21861	0	0			0	36109	4768	0										0		
10250	0	10077					2898	62833	188790					0	0	0			62833	50262	0	0										0		
10849	0	12219					505	0	64181					0	0	0			0	18283	0	0										0		
11145	0	0					1325	0	129510					19507	0	0			0	65451	0	0										0		
11640	0	0					2485	0	122547					0	0	0			0	81921	0	0										0		
11837	0	0					72	0	72637					0	0	0			0	6076	0	0										0		
12030	0	56191					15127	226	63126					0	0	0			0	0	0	0										0		
12142	0	972					749	55870	76059					7000	0	0			62	54855	0	0										0		
12311	0	102749	0	0	0	212596	813054	17051512	23421855	219035	182106639	0	164941991	7561899	512535	957395	132798	181609	1969	3290216	0	253032	10332608	12414314	6584137	4715855	0	2500216	0	4300	0	1146	704918	
12647	0	0					900	63632	0					7000	0	0			30600	0	0	0										0		
12656	412	0					14	3189	0					0	0	0			2028	0	0	0										81		
12946	0	14500					8832	0	579703					23163	0	0			0	280352	0	0										3915		
13103	0	45705					9799	27630	423598					263867	0	0			0	18538	0	0										209133		
13251	0	5181					655	0	8301					1400	0	0			0	1690	0	0										0		
13457	0	3198					0	0	6305					0	0	0			0	1856	0	0										0		
14155	0	12709					747	0	33153					0	0	0			0	11590	0	0										0		
14650	3765	0					65	8442	0					0	0	0			4672	0	0	0										0		
14753	0	382					181	791	10884					0	0	0			685	5649	0	0										59		
14865	0	0					1199	2396	191313					0	0	0			1085	1978	0	0										0		
14977	0	6351					216	0	7293					0	0	0			0	942	0	0										0		
16551	0	80273					2144	30304	101602					4500	0	0			26554	18827	0	0										0		
17110	100	0					219	100	0					0	0	0			0	0	0	0										21025		
17147	0	0					38529	2287372	1971277					824856	0	0			1117552	1351760	0	167413										0		
17259	0	2070					595	745	20369					0	0	0			745	11025	0	0										0		
17950	0	48337					2637	0	400906					12000	0	0			0	83177	0	0										0		
17978	37089	0					2289	138228	0					4000	0	0			10227	0	0	0										0		
18050	0	60049					2693	0	418293					30008	0	0			0	138763	0	0										0		
18827	0	177338					5966	0	303451					0	0	0			0	52721	0	0										1156		
18836	0	2799					568	0	41795					0	0	0			0	7849	0	0										0		
18854	0	101615					1209	0	173165					0	0	0			0	28356	0	0										0		
19356	0	0					503	0	14173					5000	0	0			0	10813	0	0										0		
19936	4901	17680					444	6081	104109					5364	0	0			0	16761	0	0										0		
19972	0	0					33	27982	0					0	0	0			27935	0	0	0										0		
20053	0	930					245	0	8401					0	0	0			0	3952	0	0										0		
20633	0	2282					1251	0	64115					16336	0	0			0	23842	0	0										675		
20857	55971	9932					1189	93971	96385					15989	0	0			35500	82307	0	0										44		
21256	0	0					59	0	3060					0	0	0			0	0	0	0										0		
21359	0	4469					316	239	20851					0	0	0			0	3321	0	0										0		
21658	0	23570					1120	0	77485					5300	0	0			0	16037	0	0										56		
22048	0	1938					1141	0	55646					5579	0	0			0	17655	0	0										0		
22543	0	43548					824	0	47041					0	0	0			0	3493	0	0										56		
22552	0	16339					740	1270	28777					5987	0	0			1270	0	0	0										44		
22730	0	0					455	0	148420					263	0	0			0	56173	0	5873										0		
23456	0	0					1178	411	86153					10280	0	0			411	34566	0	0										0		
23504	0	227256					88745	585798	948098					1284040	139615	139615			0	33979	0	1360										0		
23643	0	0					1736	0	83893					3750	0	0			0	36090	0	0										0		
23755	0	1404					849	40076	60338					0	0	0			19542	26505	0	0										0		
24006	0	0					4002	410695	32270					53254	13600	13600			104884	4647	0	0										0		
24378	0	0					339	12534	6279					500	0	0			698	0	0	0										0		
24659	38457	12815					59	40893	12815					0	0	0			2436	0	0	0										0		
24949	0	0					1581	97415	55444					5000	0	0			0	0	0	0										0		
25357	0	0					3545	21986	20715					0	0	0			0	4067	0	0										0		
25647	0	1838					1315	0	33011					6589	0	0			0	2519	0	0										0		
26457	7909	5433					0	7909	5433					0	0	0			0	0	0	0										0		
26765	0	5572					14955	21064	191752					50000	0	0			20964	6218	0	0										0		
27070	0	8222					4893	0	225076					53000	0	0			0	107722	0	0										0		
27548	0	7583					1898	0	442228					18000	0	0			0	80618	0	0										3455		
27614	0	0					1879	0	247858					20000	0	0			0	114795	0	0										0		
27847	0	0					2217	47	136419					5000	0	0			0	88504	0	0										0		
28013	0	0					40531	10760	952173					616463	16016	5321			0	21	0	25000										361		
28152	1027	10613					621	16270	39076					0	0	0			10100	13729	0	0										0		
28675	0	0					1484	0	126161					19000	0	0			0	3833	0	0										4		
28732	0	2275					219	9487	22598					0	0	0			1223	7116	0	0										0		
29476	0	0					624	991	4601					714	0	0			991	1460	0	0										0		
29636	0	0					2657	406590	200885					0	0	0			92841	103914	0	127574										437		
29878	0	24925					2307	0	66197					0	0	0			0	0	0	0										0		
30052	14909	0					120	16033	0					0	0	0			1124	0	0	0										0		
30502	0	0					3033	0	288575					55000	0	0			0	13570	0	78793										10586		
30650	0	0					422	0	27556					0	0	0			0	6190	0	0										0		
30810																																		
31134	0	2897					113	0	26404					0	0	0			0	17980	0	0										0		
31255	0	14438					2865	0	162370					0	0	0			0	124766	0	0										0		
31657	0	0					402	119047	0					0	0	0			11531	0	0	0										0		
31826	0	34810					1764	0	71938					0	0	0			0	21726	0	0										0		
31835	0	10562					1920	2210	41562					0	0	0			2210	10481	0	0										0		
32234	15404	10992					2340	177773	61579					0	0	0			126285	1970	0	0										0		
32766	0	0					1949	0	0					47000	0	0			0	0	0	0										0		
32971	0	10022					1265	1	56331					7500	0	0			0	31962	0	0										46		
33147	0	2413					787	0	15537					0	0	0			0	1769	0	0										0		
33259	0	118238					1978	1405	174742					18000	0	0			0	2555	0	0										0		
33370	0	0					355	52	0					4135	0	0			0	0	0	0										0		
33839	0	490					79	0	12663					0	0	0			0	3427	0	0										0		
33857	0	15451					11401	0	102687					237888	0	0			0	36305	0	0										0		
34434	1990	7260					1034	8947	71309					0	0	0			6957	17680	0	0										0		
34537	0	186					47874	747408	1871742					150000	0	0			0	27741	0	283727										8220		
34555	0	45634					4538	0	145431					5758	0	0			0	44749	0	0										0		
34742	0	5810					3329	3000	58039					36000	0	0			0	15514	0	0										0		
35057	0	4119					876	0	13420					0	0	0			0	4864	0	0										43		
35301	11678000	7721000	133000	231000	9000	15000	485000	57434000	26874000	5965000	203212000	0	190493000	5026000	1849000	2332000	15000	0	0	823000	4471000	475000	19072000	319000	16884000	2037000	7290000	7277000	2353000	8451000	0	5000	0	
35646	0	1961					1449	0	33847					0	0	0			0	22036	0	0										0		
35879	11410	0					1076	38727	33881					9100	0	0			0	11784	0	0										0		
36456	499	3126					294	499	45752					0	0	0			0	12728	0	0										0		
36933	0	0					378	0	61243					5000	0	0			0	22848	0	0										0		
37051	0	0					275	0	1595					6000	0	0			0	1095	0	0										9		
37341	0	0					555	0	5210					7440	0	0			0	3944	0	0										12		
37435	0	0					1141	64627	434828					0	0	0			9224	29322	0	0										0		
37640	0	64119					15037	0	1757346					64057	9899	9749			0	777852	0	64961										0		
37659	0	0					47	5896	255					0	0	0			5896	0	0	0										0		
37949	0	4897					481	0	133119					10600	0	0			0	59330	0	5375										0		
38740	0	0					1846	0	93906					9341	0	0			0	25258	0	0										0		
39327	17913	0					470	39110	167934					0	0	0			2772	17004	0	0										0		
39756	0	59470					659	0	186349					10931	0	0			0	62413	0	4582										0		
40033	0	3618					309	2	21160					0	0	0			0	5531	0	0										0		
40499	0	0					21481	19949	301149					400675	28525	28525			0	0	0	0										0		
40855	0	9903					786	0	22202					8248	0	0			0	7264	0	0										10		
41553	0	1480					343	21462	51472					0	0	0			20952	0	0	0										0		
41629	0	14670					586	0	62241					2500	0	0			0	16056	0	0										0		
41825	0	0					406	101005	39510					0	26	0			28530	6751	0	0										0		
42037	0	0					0	0	31479					0	0	0			0	12581	0	0										0		
42354	0	8727					623	0	49050					0	0	0			0	16397	0	0										0		
42372	0	11727					226	0	92847					0	0	0			0	6672	0	0										0		
42420	0	0					26414	461162	762010					295286	0	0			26643	7536	0	87694										0		
42448	0	0					8495	0	153204					101632	0	0			0	126754	0	0										0		
42457	0	0					611	8936	12712					0	0	0			8936	0	0	0										0		
43052	0	1933					2156	0	32259					1000	0	0			0	9432	0	0										0		
43351	0	0					682	0	3900					14322	0	0			0	2109	0	0										0		
43856	0	913					890	3085	12587					12	0	0			3085	2336	0	0										0		
43959	0	3004					356	0	97463					5000	0	0			0	45659	0	0										0		
44040	0	0					1393	0	164243					25000	0	0			0	56510	0	0										0		
44433	0	0					2896	0	105089					36000	0	0			0	8745	0	0										0		
44741	0	46799					1459	0	199657					0	0	0			0	88117	0	0										134		
44750	0	0					1030	0	29888					0	0	0			0	762	0	0										0		
44929	0	42744					979	0	50496					0	0	0			0	4426	0	0										0		
45038	0	1636					214	629	72932					2000	0	0			629	21670	0	922										117		
45047	0	21030					887	0	47323					7500	0	0			0	10297	0	0										0		
45056	0	4671					219	11872	24364					2291	0	0			11872	350	0	0										0		
45430	0	0					470	17981	35475					0	0	0			17981	0	0	0										0		
45458	0	1517					2384	0	72485					17509	0	0			0	28221	0	0										500		
45551	0	36535					8566	0	226250					121900	0	0			0	85353	0	0										0		
45560	0	76280					10980	47324	898572					30000	0	0			4645	67423	0	0										3436		
45775	0	0					767	0	28205					17465	0	0			0	944	0	0										0		
46053	0	4542					2372	0	105706					0	0	0			0	45056	0	0										68		
46941	0	4099					409	2366	54219					589	0	0			1866	11852	0	0										0		
47247	0	0					7672	1417	35003					68900	480	339			917	16058	0	0										0		
47256	0	0					160	0	0					0	0	0			0	0	0	0										0		
47452	0	15579					36	0	15792					1667	0	0			0	0	0	0										0		
47500	0	0					1771	0	56722					32500	0	0			0	9981	0	0										31913		
48057	0	13811					528	0	44935					0	0	0			0	21587	0	0										0		
48150	0	4758					277	0	8342					450	0	0			0	2124	0	0										9		
48374	0	29821					11294	0	167173					38739	0	0			0	29106	0	195										293		
48440	0	0					893	225	49040					15600	0	0			225	20741	0	0										0		
49054	0	0					1150	0	31905					16693	0	0			0	1025	0	0										0		
49148	0	0					284	0	58970					3000	0	0			0	13621	0	0										0		
49241	0	0					12404	34406	104314					13041	0	0			10925	39052	0	0										0		
49652	0	917					882	0	56139					19308	0	0			0	35449	0	0										742		
49858	0	976					1061	0	5464					0	0	0			0	2206	0	0										0		
49951	0	0					319	0	21210					0	0	0			0	1046	0	0										0		
50144	0	0					302	58794	0					2000	0	0			10981	0	0	0										0		
50461	0	0					0	0	0					0	0	0			0	0	0	0										0		
51253	0	0					4322	0	3040					63009	0	0			0	0	0	0										0		
51356	0	0					0	0	26389					0	0	0			0	0	0	0										0		
51459	0	24250					2842	0	172913					70	0	0			0	34598	0	5000										46		
51842	0	7661					204	0	86150					0	0	0			0	36381	0	0										12		
52719	0	0					6402	0	0					0	0	0			0	0	0	0										0		
52951	0	0					1249	0	117964					139	0	0			0	44854	0	0										0		
53051	0	0					5	30863	0					0	0	0			2948	0	0	0										0		
54058	0	0					1859	0	100852					10000	0	0			0	31302	0	0										0		
54656	0	24185					5029	0	794256					0	0	0			0	633438	0	0										0		
54973	59894	62005					133538	1251747	1429667					414000	0	0			0	14902	0	281120										0		
55336	0	37477					2303	0	173906					2853	0	0			0	28022	0	0										0		
55635	0	4691					279	0	8964					2688	0	0			0	0	0	0										0		
55653	0	33612					308	0	58445					0	0	0			0	6309	0	7383										0		
55970	0	101867					738	0	105185					800	0	0			0	0	0	0										0		
56258	0	0					8	0	145253					0	0	0			0	36433	0	0										0		
56351	0	0					10573	291445	567115					0	0	0			173807	201603	0	0										0		
56548	0	1784					3154	0	82632					11000	0	0			0	0	0	0										50		
56717	0	0					4850	0	217582					80054	0	0			0	81290	0	0										0		
57040	0	37189					276	0	42344					0	0	0			0	2703	0	0										0		
57451	0	130641					737	0	382811					16600	0	0			0	105494	0	13064										1172		
58225	0	27894					1050	0	99189					15250	0	0			0	24819	0	0										0		
58243	20618	0					25985	800674	193689					75000	0	0			75257	52443	0	990										0		
58355	0	8967					202	0	8967					0	0	0			0	0	0	0										0		
58551	0	0					0	0	73362					0	0	0			0	42880	0	0										0		
58636	0	0					1768	0	106328					0	0	0			0	37876	0	0										0		
58757	0	14996					1805	0	64445					16170	0	0			0	17923	0	0										55		
58971	611387	186658					10060	3221994	536230					0	0	0			1843	6431	0	209032										0		
59316	0	41855					5418	0	418927					82265	0	0			0	127852	0	50951										0		
59352	0	4553					118	4451	144311					0	0	0			0	92863	0	0										0		
59370	0	481					271	1350	26186					0	0	0			0	5900	0	0										30		
59754	3730	0					479	3730	1490					2131	0	0			0	1490	0	0										0		
60143	0	2662000	0	0	0	0	705000	0	19010000	118000	84824000	0	80134000	3826000	502000	1047000	0	0	0	0	0	0	0	11886000	0	3349000	0	1113000	0	0	0	45000	0	
60330	0	5666					960	0	199776					108	0	0			0	34619	30300	0										0		
60545	0	4332					923	0	84314					12000	0	0			0	54148	0	0										0		
60554	0	8974					242	0	13263					1017	0	0			0	2146	0	0										37		
60648	0	27267					712	2702	133193					0	0	0			2702	51733	0	0										0		
61122	37204	0					1027	235659	111287					0	0	0			22624	10491	0	64564										0		
61355	0	139179					6982	263873	255179					0	0	0			91719	75108	0	17291										0		
61476	0	0					13376	0	69643					72735	0	0			0	9992	0	0										0		
61757	29960	15937					1529	105188	18528					0	0	0			2136	1461	0	0										0		
61832	0	3822					2351	0	251655					26366	0	0			0	149755	0	0										0		
61953	0	13664					256	14196	43638					0	0	0			13593	6696	0	0										0		
62044	0	0					272	0	934					30	0	0			0	0	0	0										0		
62110	98	0					126	98	0					0	0	0			0	0	0	0										12933		
62147	0	968					114	500	38042					0	0	0			0	22404	0	0										0		
63050	0	2155					25	0	97648					0	0	0			0	60579	0	0										0		
63069	98	658559	0	0	0	0	428319	5014911	16864149	0	96504709	0	89523359	11047330	395213	0	577600	1576323	416526	0	0	0	394091	229307	3626596	12598268	0	0	0	1801692	0	149030	0	
63201	0	3198					394	8105	59388					0	0	0			8105	28827	0	0										0		
63573	0	0					2465	0	68495					21795	0	0			0	0	0	0										0		
63733	0	41346					4271	0	404344					70196	0	0			0	95966	0	0										69		
63742	0	37780					812	0	68359					5000	0	0			0	11496	0	0										0		
64150	0	3149					979	13068	118736					1207	0	0			13068	58658	0	0										0		
64552	0	0					705	0	36947					0	0	0			0	1327	0	0										0		
64730	0	0					630	0	120807					12000	0	0			0	933	0	0										0		
65205	0	11497					906	0	204899					0	0	0			0	6630	0	0										25629		
65513	0	0	0	0	0	0	375	85074	1038	0	388440	0	336516	20220			0	0	0	1038	0	0	0	0	0	0	32644	0	52430	0		0		
65559	0	47097					0	0	484400					0	0	0			0	112457	0	0										0		
65858	0	5768					3188	0	652403					56109	0	0			0	137709	0	0										0		
66154	0	0					1217	0	28143					5927	0	0			0	14562	0	0										0		
66275	0	0					226	0	16652					0	0	0			0	6181	0	0										54		
66677	0	0					5036	0	6367					29000	0	0			0	0	0	0										0		
67142	0	0					2395	0	43861					0	0	0			0	43260	0	0										0		
67151	0	2341					1012	4283	337487					18300	0	0			0	98777	0	0										0		
67209	0	1940					1130	0	133512					10760	10554	10554			0	3834	0	0										6051		
67254	0	0					0	0	100					0	0	0			0	0	0	0										0		
67656	19983	0					2969	158469	141047					34990	0	0			49875	65593	0	0										0		
67870	0	9325					1377	0	43097					11000	0	0			0	7029	0	0										0		
68671	0	0					492	0	0					11000	0	0			0	0	0	0										0		
68756	0	25046					1749	15500	130684					0	0	0			0	23825	45854	0										0		
68831	0	0					981	0	54416					9850	0	0			0	23718	0	0										0		
69333	20049	0					4206	231772	229844					0	0	0			108128	89288	0	28327										0		
69678	0	102149					1979	1338	339308					10000	0	0			1338	161018	0	14042										46		
70218	0	0					769	0	3647					15000	0	0			0	0	0	0										0		
70414	0	0					2821	2038	214045					13430	0	0			2038	74009	0	0										0		
70638	0	1816					2256	0	41191					42431	0	0			0	38576	0	0										0		
70955	0	0					0	0	0					0	0	0			0	0	0	0										0		
71073	0	0					1635	1250	16601					35092	0	0			0	703	0	0										0		
71457	0	22397					5289	258	200424					41963	0	0			258	51114	0	33866										0		
71859	0	484					133	0	2099					0	0	0			0	1103	0	0										0		
72258	0	49545					0	229717	313881					0	0	0			206284	0	0	0										0		
72351	0	0					38	0	39472					0	0	0			0	16395	0	0										0		
72454	5175	17258					210	26964	17258					0	0	0			21789	0	0	0										0		
72678	0	0					2877	0	173582					26859	0	0			0	89970	2090	0										2		
73116	0	0					823	0	143112					10000	0	0			0	6705	0	0										0		
73152	0	0					275	0	67094					0	0	0			0	36488	0	0										0		
73554	0	1952					1885	6985	35163					29437	0	0			3485	1101	5055	0										0		
73956	0	1896					173	0	30613					0	0	0			0	5209	0	0										0		
74056	0	12501					333	0	68630					0	0	0			0	1595	0	0										0		
74140	0	208701					15373	0	580481					0	0	0			0	117513	0	57771										0		
74403	0	17760					4174	0	130443					88175	0	0			0	0	0	75345										0		
74449	10299	0					25	10799	0					0	0	0			0	0	0	0										0		
75259	0	0					1117	0	20836					20000	0	0			0	5586	0	0										0		
75446	0	0					4023	1000	230955					19371	0	0			0	162559	0	0										22		
75455	0	6622					0	0	7259					0	0	0			0	0	0	0										0		
75633																																		
75651	0	5472					562	0	25927					3605	0	0			0	4553	0	0										3597		
76153	3479	0					428	13768	0					400	0	0			2101	0	0	0										0		
76443	0	5765					900	0	47015					447	0	0			0	8708	0	0										0		
76854	0	0					2542	0	73288					45516	0	0			0	40132	0	0										0		
77150	0	0					170	0	14184					1749	0	0			0	0	0	0										0		
77253	0	0					1501	12119	269523					2557	0	0			12119	137043	0	0										0		
77422	0	956					697	0	23733					8000	0	0			0	489	0	0										0		
77851	0	17821					27673	584782	297946					243600	0	0			179524	0	0	0										0		
78157	5525	0					100	15420	6163					0	0	0			1587	952	0	0										0		
78241	0	0					282	0	15600					0	0	0			0	5957	0	0										0		
78559	0	15244					299	0	15244					250	0	0			0	0	0	0										23		
79042	0	0					1410	0	82269					25002	0	0			0	30132	0	0										0		
79127	0	2363					249	0	24427					38	0	0			0	10024	0	0										0		
79145	0	18530					1657	0	37593					25185	0	0			0	8676	0	0										0		
79257	2294	0					321	4402	447					5545	0	0			1062	447	0	0										0		
79855	0	19186					317	978	19696					0	0	0			978	0	0	425										0		
80150	0	1935					603	0	211236					49	0	0			0	92069	0	0										0		
80374	0	30392					1233	0	96300					0	0	0			0	27652	0	0										0		
80431	0	7467					368	0	33876					0	0	0			0	3507	0	0										0		
81175	0	27005					2452	10	31255					23575	56	0			0	2679	0	0										0		
82033	0	0					1463	0	79405					18500	0	0			0	11550	0	0										0		
82257	0	1896					114	0	15816					0	0	0			0	3285	0	0										6		
82350	0	0					152	0	20842					5	0	0			0	2824	0	0										0		
83151	0	17082					516	0	17795					0	0	0			0	0	0	0										0		
83375	0	28941					3695	150899	237221					85500	1068	0			150899	97524	0	0										1426		
83638	0	0	0	16233	0	0	55575	242100	1043898	14767	9086820	0	8331215	906486			0	33658	0	0	0	0	224298	552051	17802	177092	0	255143	0	9721		0	62438	
83834	0	2884					1322	1675	69250					1821	0	0			0	26994	0	0										0		
83852	0	3171					64	0	26803					0	0	0			0	12349	0	0										0		
83955	0	0					249	4266	12842					1009	0	0			1848	3332	0	0										0		
84046	0	0					118	0	46583					4235	0	0			0	36588	0	0										0		
84541	0	55498					11173	155873	450828					235145	0	0			155373	0	0	2297										0		
85052	197	0					614	10602	134978					0	0	0			0	28932	0	2613										0		
85472	0	39976					116054	1222267	454449					1250757	0	0			258249	0	0	69097										7719		
85931	0	0					1599	27124	64694					0	0	0			21898	25579	0	0										0		
86349	0	19878					1156	0	105121					13000	0	0			0	44825	0	0										0		
86675	0	10885					3717	0	182916					24981	0	0			0	23035	0	0										0		
87047	0	4157					446	0	65845					2000	0	0			0	44348	0	0										0		
87159	0	0					327	0	75605					0	0	0			0	13210	0	0										0		
87234	0	9777					1636	0	70232					21000	0	0			0	22029	0	12337										0		
87476	0	0					2392	0	12849					10500	0	0			0	0	0	0										0		
87579	0	8822					2951	26060	71737					0	0	0			0	0	0	0										4964		
88231	12787	439					1050	41172	6976					10000	0	0			9658	6537	0	0										0		
88259	0	8741					437	0	19452					4214	0	0			0	4328	0	0										0		
88352	0	5339					0	0	49605					0	0	0			0	15073	0	0										0		
88455	0	0					5051	41538	218497					98833	0	0			30864	109413	0	0										0		
88950	0	0					820	0	10817					14500	0	0			0	239	0	0										0		
89032	0	36690					1015	7820	69126					0	0	0			7274	0	0	0										0		
89135	0	0					58	0	6297					0	0	0			0	2998	0	0										0		
89854	0	3782					1158	0	6668					14750	0	0			0	0	0	0										44		
89957	0	5815					1538	0	9528					8500	0	0			0	0	0	0										0		
90047	0	0					0	0	17624					0	0	0			0	14885	0	0										0		
90177	0	0					2833	18205	25325					51810	0	0			5677	0	0	0										20		
90328	0	4834					1950	0	135151					0	0	0			0	40701	0	0										55		
90337	0	14255					3085	0	44037					6400	0	0			0	11674	0	0										0		
90579	0	27763					1088	852	222673					8000	0	0			852	0	0	0										0		
91615	0	0					428	0	29693					5500	0	0			0	9388	0	0										56		
91754	0	14859					3134	0	483207					0	0	0			0	407466	0	0										0		
91950	0	0					81	3961	9830					450	0	0			3961	6629	0	0										0		
92144	0	18092					104	0	31996					0	0	0			0	4642	0	0										0		
92676	0	14227					3467	20	169517					17700	0	0			0	5177	0	10927										38		
92706	0	0					710	0	84975					11000	0	0			0	29951	0	0										91		
92902	0	0					42	8286	0					0	0	0			8286	0	0	0										0		
93244	0	6485					2950	2200	103534					51580	0	0			0	38402	0	4504										0		
93543	0	0					2517	0	57583					24000	0	0			0	50991	0	0										908		
93619																																		
94139	14634	66713					1826	32493	168174					0	0	0			12930	50144	0	4167										350		
94522	0	91987					870	19750	138102					0	4997	0			0	43457	0	0										1993		
94755	0	4483					123	500	73211					0	0	0			0	24748	0	0										0		
94858	0	0					631	0	66548					0	0	0			0	41317	0	0										0		
95051	0	0					1538	0	23567					33845	0	0			0	625	0	0										44		
95677	0	0					223	2804	34					0	0	0			0	0	0	0										0		
96553	20187	0					271	24735	0					1867	0	0			2869	0	0	0										0		
97055	0	0					1893	0	41389					40947	0	0			0	32337	0	0										134		
97279	0	457					238	0	20009					0	0	0			0	6525	0	0										0		
97457	0	8316					1228	0	33420					6000	0	0			0	19110	0	0										0		
97804	0	0					2493	0	140863					60588	0	0			0	7672	0	0										0		
97943	0	59104					1791	0	206879					10000	0	0			0	96375	0	0										0		
98351	0	961					162	2625	34162					0	0	0			1699	11968	0	0										0		
98463	0	54485					3789	0	463639					0	0	0			0	28214	0	28480										0		
98717	0	0					691	0	31923					8000	0	0			0	0	0	0										0		
99143	21965	0					2347	48570	73679					524	0	0			5405	35922	0	0										0		
99376	0	0					10467	1950	347492					125000	0	0			0	0	0	0										0		
99442	0	0					829	166641	99481					7000	0	0			57292	92365	0	0										0		
99536	0	71712					1531	0	441957					108	0	0			0	6209	0	11693										0		
99853	0	0					0	0	24190					0	0	0			0	5706	0	0										0		
