"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	RIADMG93	RIADMG94	
7456		0	900	13	0	0	887	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7634			1237	60	78	0	1199	100	0																						
8033			1893	0	17	0	1906	30	0																						
8462			1996	0	2	0	2009	15	0																						
8631			400	28	2	0	396	26	0																						
9357			4112	-1050	2022	0	4944	1804	0																						
9553			1212	0	0	0	1212	0	0																						
9807			27996	0	3088	0	31649	6741	0				0																		
9955			1819	115	5	0	1711	12	0																						
10250			4733	-500	293	0	5112	172	0																						
10849			2869	120	0	0	2760	11	0																						
11145			2913	18	28	0	2964	97	0				0																		
11640			2966	39	34	0	2982	89	0																						
11837			1022	0	0	0	1024	2	0																						
12030			11961	1000	7528	0	9770	6337	0																						
12142			2020	120	52	0	1986	138	0																						
12311	0		2121123	212847	191537	0	2030159	313420	0	0	6742	0		0	0	0	0	0	0	0	0	3434	0	3434	0	0	0	0	72858	0	
12647			1085	10	3	0	1075	3	0																						
12656			180	8	0	0	180	8	0																						
12946			25660	3889	1383	0	24402	4014	0																						
13103			22073	1255	570	0	20360	112	0				0																		
13251			708	60	117	0	604	73	0																						
13457			103	0	0	0	103	0	0																						
14155			3836	45	21	0	3809	39	0																						
14650			483	-371	108	0	1006	260	0																						
14753			557	25	2	0	530	0	0																						
14865			5435	0	43	0	5396	4	0																						
14977			603	30	4	0	679	110	0			0	0																		
16551			4256	0	61	0	4207	12	0																						
17110		0	279	0	0	0	279	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147		0	223277	16755	3927	0	195397	6601	13799			0		245	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	2409	
17259			172	20	12	0	166	26	0																						
17950			5845	150	129	0	5579	13	0																						
17978			1437	0	0	0	1440	3	0																						
18050			6619	0	56	0	6859	296	0																						
18827			14707	1195	226	0	13362	76	0																						
18836			1593	20	148	0	1601	176	0																						
18854			14734	4468	28	0	10316	78	0				0																		
19356			1014	162	0	0	922	70	0																						
19936			4479	0	44	0	4470	35	0																						
19972			399	0	0	0	399	0	0																						
20053			1603	355	7	0	1297	56	0																						
20633			3078	560	10	0	2691	183	0																						
20857			1960	-665	5	0	2625	5	0																						
21256			71	0	1	0	70	0	0																						
21359			468	24	5	0	441	0	-2																						
21658			2381	75	25	0	2296	15	0				0																		
22048			3466	500	34	0	3090	158	0																						
22543			2273	-210	11	0	2507	35	0																						
22552			744	0	6	0	918	180	0																						
22730		0	1353	10	96	0	1590	343	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23456			2559	400	44	0	2176	61	0																						
23504		0	83507	6910	4198	0	83853	11454	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1536	0	
23643			1408	120	97	0	1325	134	0																						
23755			2231	-170	28	0	2441	68	0																						
24006			9296	841	180	0	8429	154	0																						
24378			253	60	8	0	185	0	0																						
24659			523	0	9	0	630	116	0																						
24949			6312	-1000	165	0	7181	34	0																						
25357			6163	2745	100	0	5901	2583	0																						
25647			3086	500	0	0	3023	437	0				0																		
26457			232	4	0	0	228	0	0				0																		
26765			34829	954	880	0	33702	707	0																						
27070			5698	630	8	0	5087	27	0																						
27548			8713	-950	285	0	11125	1747	0																						
27614			1362	-100	36	0	1461	35	0																						
27847			7442	650	223	0	6855	286	0																						
28013		0	42617	4481	489	0	38973	1326	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28152			1443	0	0	0	1444	1	0				0																		
28675			905	104	0	0	801	0	0				0																		
28732			1197	120	4	0	1084	11	0																						
29476			1833	259	159	0	1566	151	0																						
29636			5264	124	806	0	4513	179	0																						
29878		0	17294	-270	79	0	17570	0	-85					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30052			422	31	0	0	393	2	0																						
30502			11360	1800	234	0	9466	140	0																						
30650			135	135	0	0	0	0	0																						
30810	0		7374000	2368827	885505	0	6821480	2701812	0	0	199000			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9300	1597000	
31134			1542	191	28	0	1400	77	0				0																		
31255			8741	1131	124	0	7649	163	0			0	0																		
31657			1011	0	21	0	991	1	0																						
31826			3938	759	60	0	3180	61	0				0																		
31835			1974	0	217	0	1958	201	0																						
32234			321	192	30	0	168	69	0																						
32766			1109	495	0	0	809	195	0																						
32971			2678	0	106	0	2733	161	0																						
33147			4490	200	8	0	4853	571	0																						
33259			9928	1338	248	0	8720	378	0																						
33370			141	0	0	0	141	0	0																						
33839			103	10	0	0	93	0	0																						
33857			11556	1165	64	0	10424	97	0				0																		
34434			2730	0	89	0	2742	101	0																						
34537		0	113894	26183	2017	0	83315	2897	5276					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34555			2514	0	95	0	2605	186	0			0	0																		
34742			5008	210	8	0	4802	12	0																						
35057			2130	198	76	0	1962	106	0			0	0																		
35301	0		96000	15000	0	0	87000	6000	0			0		0	0	0	0	0	0	2000	0	0	0	0	2000	0	0	0	5000	0	
35646			434	141	0	0	296	3	0																						
35879			909	0	1	0	986	78	0																						
36456			2831	0	548	0	2318	35	0																						
36933			3159	910	2	0	2282	35	0																						
37051			989	71	0	0	885	6	39																						
37341			1067	120	11	0	956	20	0																						
37435			15109	703	752	0	15109	1455	0																						
37640		0	44168	6350	534	0	37017	2850	3117			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37659			509	40	4	0	482	17	0			0	0																		
37949			1874	240	13	0	2543	922	0																						
38740			2066	0	11	0	2092	37	0																						
39327			2624	105	644	0	1998	123	0																						
39756			6078	500	216	0	6454	1092	0				0																		
40033			860	0	2	0	901	43	0																						
40499		0	45236	4664	1799	0	45377	5293	-1311					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	996	0	
40855			1412	30	3	0	1428	49	0																						
41553			643	0	0	0	645	2	0																						
41629			2117	-248	322	0	2330	287	0																						
41825			7330	813	24	0	6500	7	0				0																		
42037			500	50	23	0	533	106	0																						
42354			2146	742	0	0	1442	38	0																						
42372			2627	0	23	0	2637	33	0																						
42420		0	102906	17521	2708	0	92522	9845	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3585	0	
42448			25681	4224	1240	0	22868	2651	0			0	0																		
42457			685	200	0	0	600	115	0																						
43052			1325	120	31	0	1391	217	0																						
43351			4624	2800	243	0	2355	774	0																						
43856			556	69	0	0	487	0	0																						
43959			830	190	2	0	1034	396	0																						
44040			4753	0	25	0	4842	114	0																						
44433			6880	526	28	0	6353	27	0				0																		
44741			4785	483	61	0	4364	123	0																						
44750			2148	0	121	0	2037	10	0																						
44929			1142	60	9	0	1106	33	0				0																		
45038			1916	604	14	0	1298	0	0			0	0																		
45047			2680	370	101	0	2558	349	0																						
45056			478	0	21	0	457	0	0																						
45430			821	118	14	0	700	11	0																						
45458			1872	-110	2	0	2035	55	0																						
45551			9504	60	158	0	9846	560	0																						
45560			15444	0	157	0	15581	294	0				0																		
45775			974	65	0	0	909	0	0																						
46053			2895	36	353	0	2760	254	0																						
46941			1839	72	39	0	1818	90	0																						
47247			8725	1505	96	0	7234	110	0				0																		
47256			381	10	1	0	372	2	0																						
47452			709	-945	20	0	1656	22	0																						
47500			4254	-206	253	0	4291	84	0																						
48057			775	40	253	0	527	45	0																						
48150			224	12	1	0	226	15	0																						
48374			11414	595	735	0	11606	1522	0																						
48440			1716	150	38	0	1530	2	0																						
49054			3277	0	278	0	2999	0	0																						
49148			699	0	2	0	701	4	0																						
49241			9944	600	185	0	9838	679	0																						
49652			2888	0	8	0	2955	75	0																						
49858			1621	295	1	0	1325	0	0																						
49951			463	217	4	0	248	6	0																						
50144			570	15	34	0	552	31	0																						
50461			5095	450	0	0	4645	0	0				0																		
51253			12062	4700	452	0	7813	903	0			0	0																		
51356			114	0	4	0	308	198	0				0																		
51459			1589	67	13	0	1518	9	0																						
51842			14215	-4750	344	0	18625	4	0				0																		
52719			0	0	0	0	0	0	0			0	0																		
52951			3777	1179	225	0	4614	2241	0																						
53051			700	200	0	0	500	0	0																						
54058			8988	80	408	0	8572	72	0				0																		
54656			4344	0	88	0	4371	115	0			0	0																		
54973		0	72216	2537	5379	0	71130	6830	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-500	0	
55336			3831	1038	127	0	3703	1037	0																						
55635			954	0	29	0	1202	277	0																						
55653			958	0	23	0	962	27	0																						
55970			6956	89	0	0	6867	0	0																						
56258			2583	240	22	0	2516	195	0																						
56351			28647	2400	468	0	27708	1929	0				0																		
56548			9412	1850	20	0	7544	2	0																						
56717			10588	-825	362	0	11532	481	0																						
57040			1702	0	59	0	1645	2	0			0	0																		
57451			4947	0	175	0	4782	10	0																						
58225			2749	207	30	0	2657	145	0																						
58243			77268	0	2682	0	75470	884	0				0																		
58355			504	41	0	0	463	0	0																						
58551			3143	510	371	0	2844	582	0																						
58636			4735	710	267	0	4061	303	0																						
58757			1888	240	12	0	1670	34	0																						
58971			120839	-20500	3214	0	140603	2478	0				0																		
59316			16999	900	322	0	16442	665	0																						
59352			6266	850	2	0	5414	0	0																						
59370			2503	0	52	0	2598	147	0																						
59754			455	161	30	0	345	81	0																						
60143	0		610000	39000	51000	0	588000	68000	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21000	0	
60330			12917	1101	679	0	13670	2533	0			0	0																		
60545			2336	0	170	0	2176	10	0																						
60554			868	60	10	0	808	10	0																						
60648			4641	0	25	0	4944	328	0																						
61122			14636	-643	446	0	15954	1121	0			0	0																		
61355			21707	8271	558	0	20014	7136	0																						
61476			4561	1065	0	0	3496	0	0																						
61757			5926	1150	17	0	4760	1	0				0																		
61832			2315	-360	10	0	2726	61	0																						
61953			673	0	2	0	674	3	0																						
62044			261	85	1	0	175	0	0																						
62110			0	0	0	0	0	0	0																						
62147			720	2	3	0	749	34	0																						
63050			3200	100	49	0	3066	15	0																						
63069			599115	87025	14696	0	516491	18794	-303			0	3523																		
63201			2134	749	1	0	1690	306	0																						
63573			6811	30	27	0	6754	0	0																						
63733			11819	1400	387	0	10517	485	0				20																		
63742			7668	0	134	0	7837	303	0																						
64150			2242	0	0	0	2254	12	0																						
64552			4526	1898	18	0	2623	13	0				0																		
64730			2133	0	32	0	2114	13	0																						
65205			5576	215	19	0	5496	154	0																						
65513	0		47	0	0	0	47	0	0					0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	
65559			4572	432	0	0	4140	0	0				0																		
65858			16314	0	332	0	16622	640	0																						
66154			1451	40	18	0	1583	190	0																						
66275		0	6048	1734	3	0	4329	18	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
66677			1855	176	6	0	1673	0	0				0																		
67142			441	5	2	0	474	40	0																						
67151			14775	-1408	3459	0	12739	15	0																						
67209			12028	740	304	0	12472	1488	0																						
67254			15	0	1	0	14	0	0																						
67656			56361	46253	2558	0	48245	40695	0				0																		
67870			4362	111	127	0	4183	59	0																						
68671			758	158	4	0	621	25	0																						
68756			7450	814	47	0	6671	82	0				0																		
68831			2065	250	171	0	1754	110	0																						
69333			14989	720	110	0	14905	746	0			0	0																		
69678			3418	-3875	877	0	6532	116	0																						
70218			1082	55	0	0	1027	0	0			0	0																		
70414			3641	158	13	0	3481	11	0																						
70638			5577	1550	232	0	4668	873	0																						
70955			194	0	5	0	189	0	0																						
71073			677	20	103	0	577	23	0																						
71457			5697	0	7	0	5690	0	0																						
71859			176	0	0	0	197	23	2																						
72258			3020	128	7	0	3055	170	0																						
72351			1382	0	79	0	1311	8	0																						
72454			815	0	20	0	795	0	0																						
72678			1794	0	89	0	1766	61	0																						
73116			4985	348	61	0	4620	44	0																						
73152			977	0	16	0	977	16	0																						
73554			3523	120	226	0	3206	29	0																						
73956			421	0	59	0	434	72	0																						
74056		0	1149	0	1	0	1152	4	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
74140			9850	483	884	0	9103	620	0				0																		
74403			10727	1448	26	0	9337	84	0				209																		
74449			85	0	0	0	85	0	0																						
75259			6446	1450	25	0	9576	4605	0																						
75446			3639	180	18	0	3488	47	0																						
75455			630	0	2	0	651	23	0																						
75633			846977	-17644	90215	0	884991	110585	0	0	0	0	34378																		
75651			558	-200	90	0	748	80	0																						
76153			548	30	114	0	569	165	0			0	0																		
76443			1321	30	224	0	1076	9	0																						
76854			8509	191	214	0	8104	0	0																						
77150			929	-280	9	0	1202	2	0			0	0																		
77253			4128	556	89	0	3368	285	400																						
77422			1943	-40	25	0	1958	0	0																						
77851			38068	1110	543	0	37129	714	0			0	0																		
78157			376	85	1	0	310	20	0																						
78241			1131	0	0	0	1139	8	0																						
78559			1096	0	1	0	1095	0	0																						
79042		0	1409	260	51	0	1108	10	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
79127			927	112	117	0	879	181	0																						
79145			2390	0	3	0	2398	11	0																						
79257			103	24	0	0	79	0	0																						
79855			2393	1521	4	0	1869	1001	0																						
80150			734	65	44	0	700	75	0																						
80374			447	11	0	0	436	0	0																						
80431			1381	557	15	0	1021	212	0																						
81175			6155	736	2	0	5457	40	0																						
82033			2679	165	6	0	2511	3	0																						
82257			1603	1041	44	0	1410	892	0																						
82350			325	0	14	0	344	33	0																						
83151			2653	150	129	0	2381	7	0																						
83375			11850	1248	656	0	10275	329	0																						
83638	0		83500	13945	3088	0	69899	22106	18674			59		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
83834			1424	0	5	0	1484	65	0																						
83852			473	0	2	0	471	0	0																						
83955			763	-150	136	0	794	17	0																						
84046			119	0	0	0	149	30	0																						
84541			16802	1918	1127	0	14417	660	0																						
85052			1415	200	0	0	1215	0	0																						
85472		0	56823	7634	857	0	48850	518	0					1467	0	-339	0	0	1128	0	0	0	0	0	0	0	0	0	472	0	
85931			2616	180	75	0	2445	84	0																						
86349			3534	440	65	0	3281	252	0																						
86675			7000	387	61	0	6556	4	0																						
87047			1132	15	3	0	1118	4	0																						
87159			0	0	15	0	1154	8	-1161																						
87234			5844	625	224	0	5023	28	0																						
87476			6660	-290	4	0	6967	21	0																						
87579			5559	935	32	0	4593	1	0				0																		
88231			13390	465	874	0	12073	22	0																						
88259			763	0	1	0	763	1	0																						
88352			1671	250	177	0	1423	179	0				0																		
88455			5986	300	46	0	5643	3	0																						
88950			383	386	0	0	0	3	0																						
89032			1105	0	79	0	1259	233	0																						
89135			850	50	80	0	720	0	0																						
89854			1732	0	170	0	1596	34	0																						
89957			1390	294	0	0	1338	242	0																						
90047			229	30	0	0	199	0	0																						
90177			1117	-30	36	0	1179	68	0																						
90328			6248	606	93	0	5677	128	0																						
90337			16766	0	3829	0	13296	359	0			0	0																		
90579			4223	0	0	0	4223	0	0																						
91615			826	130	6	0	712	22	0																						
91754			3976	0	68	0	4066	158	0			0	0																		
91950			279	0	11	0	269	1	0																						
92144			244	0	0	0	244	0	0																						
92676			4246	498	40	0	3866	158	0				0																		
92706			2420	373	144	0	2267	364	0																						
92902			150	25	0	0	125	0	0																						
93244			2130	0	19	0	2115	4	0																						
93543			7033	973	234	0	7267	1441	0																						
93619	0		0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94139			3567	205	515	0	3610	763	0																						
94522			6832	1018	105	0	5901	192	0																						
94755			2816	360	98	0	2479	121	0																						
94858			1222	10	52	0	1228	68	0																						
95051			2500	2391	187	0	1466	1544	0				0																		
95677			548	-5	10	0	544	1	0																						
96553			1179	160	86	0	933	0	0																						
97055		0	3251	0	138	0	3113	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
97279			658	204	18	0	458	22	0																						
97457			1402	145	13	0	1233	7	18																						
97804			12007	-2100	1500	0	13924	1317	0																						
97943			1823	480	1	0	1629	287	0																						
98351			1258	150	1	0	1114	7	0																						
98463			5629	-2550	132	0	8047	0	0																						
98717			2232	0	0	0	2234	0	-2			0	0																		
99143			1952	770	46	0	1330	194	0																						
99376			19794	-2631	328	0	22610	513	0				0																		
99442			5274	380	237	0	5554	897	0																						
99536			4811	240	442	0	4531	499	97																						
99853			170	35	4	0	152	21	0																						
100236			5523	774	83	0	4806	140	0																						
100357			9467	385	812	0	8690	420	0																						
100562		0	105680	17945	1907	0	85376	1585	2037			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	
100777			2414	0	893	0	1736	215	0																						
100843			9156	545	117	0	9091	597	0																						
101037		0	16495	0	479	0	17237	1221	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
101439			3506	125	74	0	3380	73	0				0																		
101671			4517	0	779	0	4121	383	0				0																		
101738			1386	259	109	0	1478	460	0																						
101952			1300	0	5	0	1295	0	0																						
102333			374	0	1	0	374	1	0																						
102342			3710	570	2	0	3139	1	0																						
102557			1554	550	0	0	1258	254	0																						
102874			1317	295	24	0	999	1	0				0																		
103134			538	0	1	0	538	1	0																						
104234			715	30	11	0	728	54	0																						
104542			207	122	12	0	118	45	0																						
104971		0	110	65	20	0	324	299	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
105026			3281	564	250	0	2926	459	0																						
105473			12331	600	61	0	12065	43	-352																						
105530			1037	0	7	0	1057	27	0																						
106359			25093	1500	1166	0	23193	766	0				0																		
106452			6615	956	44	0	5761	146	0																						
106676			860	76	0	0	784	0	0																						
107244		0	208858	-1316	10987	0	217380	18193	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84810	0	
107570			3997	0	138	0	3998	139	0																						
107758			372	-65	279	0	436	278	0																						
108072			2593	255	18	0	2323	3	0																						
108269			877	0	12	0	886	21	0																						
108652			184	0	0	0	190	6	0																						
108746			145	0	4	0	141	0	0																						
108951			3782	600	33	0	3298	149	0																						
109136			1850	0	118	0	1733	1	0																						
109154			841	93	4	0	761	17	0																						
109453			2136	200	64	0	1893	21	0																						
109574			3365	208	31	0	3131	5	0																						
109659			3890	908	25	0	3063	106	0																						
110413			5652	0	104	0	5571	23	0				0																		
110936			10264	3624	35	0	6683	78	0																						
110945			2327	53	10	0	2279	15	0																						
110972			339	90	0	0	249	0	0																						
111157			463	0	0	0	463	0	0			0	0																		
111205			7825	-39	87	0	8080	303	0																						
111942			5158	450	61	0	4760	113	0																						
111979			7044	0	167	0	6938	61	0																						
112163		0	31974	2150	240	0	30433	849	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112332			1021	52	279	0	863	173	0																						
112510			622	120	12	0	575	85	0																						
112556			609	36	0	0	578	5	0																						
112837	0		13239877	5800233	2090928	4516	11430066	6059684	-17150	0	622281	0		0	0	0	0	0	0	685	11134	-5927	0	2835	3057	0	0	0	53119	2676907	
113003			1252	0	2	0	1258	8	0				0																		
113030			2941	118	4	0	2874	55	0																						
113441			6708	160	71	0	6597	120	0																						
113601			13263	610	15	0	12638	0	0																						
113740			13460	0	330	0	13212	82	0				0																		
114149			2294	72	16	0	2218	12	0																						
114260			18800	-1249	1652	0	22900	4503	0			0	0																		
114457			2850	-601	107	0	3550	206	0																						
114774			525	-105	0	0	630	0	0																						
114840			4332	180	23	0	4150	21	0																						
114859			766	0	1	0	769	4	0																						
115146			997	0	0	0	1000	3	0																						
115575			7339	1241	22	0	6078	2	0																						
116358			362	0	4	0	371	13	0																						
116554			0	0	0	0	147	0	-147																						
116741			1562	75	0	0	1490	3	0																						
117038			1691	100	19	0	1582	10	0			0	0																		
117074			1747	1	0	0	1747	1	0																						
117458			9996	0	71	0	10090	165	0																						
117775			1056	0	197	0	896	37	0			0	0																		
118156			3495	800	101	0	2661	67	0																						
118660			2127	81	0	0	2046	0	0																						
118736			1652	120	27	0	1551	46	0																						
119153			3357	0	99	0	3495	237	0				0																		
119528			13164	8431	154	0	10393	5814	0																						
119779			10460	-30	272	0	10221	3	0				0																		
119872			3580	0	5	0	3590	15	0																						
120476			346	11	0	0	335	0	0																						
120542			6288	550	536	0	5278	76	0																						
120609			10738	295	589	0	10124	270	0																						
120953			1295	0	2	0	1295	2	0																						
121642			42875	1533	4208	0	45000	7866	0				0																		
121651			10308	8063	294	0	6201	4250	0																						
121914			3781	495	83	0	3538	335	0																						
122153			208	0	17	0	232	41	0																						
122546			972	118	48	0	953	147	0																						
122854		0	148787	5268	727	0	148706	5914	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-778	0	
123075			526	-196	0	0	730	8	0																						
123374			967	0	16	0	978	27	0																						
124344			7289	540	37	0	6713	1	0																						
124830			947	40	5	0	946	44	0																						
125154			3140	2402	1115	0	3285	3662	0				0																		
125855			9714	1070	323	0	9227	906	0																						
125873			1247	0	20	0	1227	0	0																						
126012			4933	0	20	0	5066	153	0																						
126049			1396	90	27	0	1337	58	0																						
126375			470	0	0	0	483	13	0																						
126553			2993	37	14	0	2943	1	0				0																		
126834			4281	1002	193	0	3351	265	0																						
127055			744	-35	0	0	818	39	0																						
127224			1854	140	25	0	1771	82	0																						
128258			389	110	4	0	284	9	0																						
128904		58	142211	17925	4244	0	97787	4832	27087					0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	2088	0	
129349			1133	48	114	0	1017	46	0																						
129358			1455	390	1	0	1065	1	0																						
129479			4232	0	35	0	4218	21	0																						
129732		0	81924	22674	4065	0	55012	11995	12168			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1205	0	
129853			1600	992	147	0	2250	1789	0																						
129910			4830	545	15	0	4353	83	0																						
130345			6406	0	38	0	7278	910	0																						
130541		0	50464	-1816	1750	0	54286	2593	-1163					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
131436			7010	420	128	0	6467	5	0			0	0																		
131717			683	30	22	0	702	71	0			0	0																		
131940			1003	30	160	0	1074	261	0																						
132107			15207	3279	493	0	11470	35	0																						
132451			1193	18	4	0	1171	0	0																						
132778			367	0	58	0	310	1	0																						
132938			868	114	10	0	748	4	0																						
133579			5109	0	28	0	5303	222	0			0	0																		
133850			16973	3146	370	0	14370	913	0																						
133971			3403	-19	94	0	3410	82	0																						
134156			1657	970	79	0	1949	1341	0																						
134437			12600	5082	363	0	9467	2312	0			0	33																		
134455			1120	75	2	0	1150	107	0																						
134848			2068	100	19	0	1950	1	0																						
135836			3280	0	524	0	2857	101	0																						
135854			944	0	1	0	946	3	0																						
136048			901	76	89	0	809	73	0																						
136338			2705	277	39	0	2466	77	0																						
136459			306	0	0	0	306	0	0																						
136655			798	0	16	0	782	0	0																						
137205			23350	-103	253	0	23654	454	0																						
137447			2738	55	6	0	2848	171	0																						
137456			1534	0	17	0	1535	18	0																						
137559			1471	316	19	0	1794	658	0																						
137643			1231	0	32	0	1219	20	0																						
137652			3568	-130	21	0	3677	0	0			0	0																		
137915			76529	16886	5569	0	84845	30771	0				0																		
138051			1992	0	74	0	1918	0	0																						
138257			446	0	2	0	447	3	0																						
138556			478	90	4	0	415	31	0																						
139133			2336	212	2	0	2362	240	0				0																		
139478			5203	449	51	0	5199	496	0																						
139553			12775	2835	130	0	13465	3655	0																						
139656		0	45847	125	699	0	48365	3342	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-871	0	
139740			25473	-2500	91	0	28364	482	0				0																		
139843			22302	5900	281	0	19672	3551	0				0																		
140157			3696	13	53	0	3687	57	0																						
140362			32269	6500	729	0	25915	875	0			0	0																		
140634			323	11	1	0	362	51	0																						
141211			4953	250	26	0	4738	61	0																						
141350			589	80	12	0	531	34	0																						
141556			54147	150	8647	0	57366	12016	0				426																		
141677			181	24	0	0	157	0	0																						
141958			715	120	16	0	676	97	0																						
142049			1472	0	4	0	1483	15	0																						
142179			299	9	0	0	353	63	0																						
142955			9155	325	287	0	8615	72	0																						
143372			1151	136	45	0	1065	95	0																						
143662		0	301135	83605	14107	0	248412	44989	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	
143859			3635	992	141	0	3302	800	0																						
143952			2328	0	5	0	2323	0	0																						
144034			2500	-664	709	0	2455	0	0																						
144052			4665	368	77	0	4319	99	0																						
144155			3399	0	5	0	3394	0	0				0																		
144678			1700	-562	585	0	1700	23	0																						
144856			2620	240	1	0	2392	13	0																						
144913			2246	0	7	0	2240	1	0																						
145059			830	100	0	0	730	0	0																						
145545			6190	767	200	0	5234	11	0																						
145554			2601	0	47	0	2559	5	0																						
145741			1298	0	2	0	1296	0	0																						
145844			5485	1818	150	0	4026	509	0																						
146056			562	-40	44	0	589	31	0																						
146663			14974	0	214	0	14858	98	0																						
147651			672	245	72	0	652	297	0																						
147679			1426	23	5	0	1398	0	0																						
147857			2323	-1000	18	0	3307	2	0			0	0																		
147923			2591	170	17	0	2414	10	0																						
