"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
354552	373817	44	28364	124047	0	221915	0	0	0	0	530536	0	4687	30182	30551	85493	324226	193507	525849	0	0	3692	0	0	9583	26086	19720	2680	35535	1293	7826	3762	276	27518	13157	0	0	9119	5801	0	0	0	0	0	true							
354851	15663	0	2207	14448	0	19370	0	0	16538	0	61412	0	2216	1869	9441	10777	538	17163	48220	0	10976	275	16538	12581	6496	18000	5436	1553	24496	275	2779	432	0	22044	3487	264	0	3054	10426	0	0	0	0	0	false							
355120	53137	0	107110	251605	0	445516	0	0	0	0	258901	0	8110	108219	25582	148864	13606	338406	250791	0	0	3977	0	0	15123	22906	4106	1253	38029	2470	7396	3303	343	17806	13512	0	0	9866	0	0	0	0	0	0	true							
355559	102975	0	0	111017	0	262850	0	0	0	0	212005	0	18700	0	23315	65172	6493	262850	191312	0	1993	2369	0	0	4766	23519	12804	984	27453	0	845	940	0	18758	1785	30891	0	845	0	0	0	19970	0	19970	true							
355858	130559	267	58737	400799	0	576916	0	0	471	0	659092	341	38933	62050	55347	349225	17598	515674	606161	2238	13657	5602	0	0	17992	70344	36368	6142	88336	9257	26367	12537	301	75499	48462	57804	471	35624	12688	0	0	0	0	0	true	329021	186653	137707	193018	102660	26064	
356239	47031	4	34495	125749	0	182447	0	0	0	0	166287	0	5041	39536	44641	46893	13440	147948	160503	0	743	3014	0	0	13096	20460	28484	7074	33491	0	1000	829	1420	24474	3249	4318	0	1000	245	11829	0	0	0	11829	true							
356659	8570	0	4847	14395	0	30977	0	0	0	0	113170	0	9235	11	30808	43576	10356	26119	103935	11	0	4128	0	0	7716	23686	18835	1252	31402	1773	6599	1163	0	20680	9535	0	0	8372	0	0	0	0	0	0	true							
356752	14267	6	273	55621	0	71815	0	0	10000	0	70313	0	0	0	12589	37817	1866	70336	70313	1200	0	918	10000	10000	12084	2139	159	0	14223	2268	1580	0	0	1792	3848	0	0	3848	0	0	0	0	0	0	true							
357526	35432	7	2267	72126	0	100277	0	0	0	0	72777	0	1469	2459	14758	13951	7821	98003	71308	0	0	2294	0	0	9589	4671	4392	1721	14260	292	1960	769	0	5614	3021	0	0	2252	0	0	0	3094	0	3094	true							
357553	29725	0	23452	59186	0	97056	0	0	0	0	109145	0	33932	50962	16832	23573	5858	73603	75213	1	0	641	0	0	7251	14790	6769	3647	21751	6118	9151	7096	1025	15625	23390	0	0	15269	0	0	0	0	0	0	true							
357777	89336	0	0	23947	0	52607	0	0	0	0	196661	0	0	0	44749	16958	26453	52607	196661	0	0	13590	0	0	8567	31068	29237	7363	39635	739	4924	7653	816	31486	14132	0	0	5663	0	0	0	0	0	0	true							
357937	37663	0	55822	135903	0	214106	0	0	0	0	170145	0	24649	78447	16536	90480	4024	157704	145132	580	364	839	0	0	7568	20344	9714	105	27892	1700	2033	537	0	21195	4270	0	0	3733	0	0	0	0	0	0	true							
358112	39394	0	3203	48669	0	57542	0	0	4983	0	97277	0	1750	4663	21135	6541	9419	54339	95527	0	0	3986	0	0	15235	18539	6931	1643	30181	1935	1725	5335	0	21213	8996	10269	0	3200	0	0	14791	0	0	0	true							
358448	37471	1	7540	22053	0	36207	0	0	0	0	61289	0	1570	0	15593	4451	7885	28666	59719	0	0	1297	0	0	4102	9088	3146	2429	13190	0	602	0	0	3172	602	0	0	602	0	0	0	0	0	0	true							
358756	9901	0	81	17964	0	23299	0	0	0	0	36254	0	10187	10268	5609	11486	3855	23218	26067	0	0	1545	0	0	1813	3640	3997	765	5453	1988	2350	313	0	4606	4651	0	0	4338	0	0	0	0	0	0	false							
359472	3320	12	0	818	0	3185	0	0	0	0	40141	0	0	0	6054	7702	3457	3173	26381	0	13760	1517	0	0	3628	6457	14537	1335	10085	282	662	1868	350	19903	3162	0	0	944	13760	0	0	0	0	0	true							
359650	4646	0	1052	6901	0	9633	0	0	0	0	10241	0	2909	3961	1556	2356	678	8581	7332	0	0	0	0	0	911	1227	741	91	2138	0	0	269	0	1414	269	0	0	0	0	0	0	0	0	0	true							
359744	18322	0	4702	18966	0	39882	0	0	0	0	45293	0	2652	0	10292	8271	2799	34997	42641	183	0	0	0	0	2702	5932	6959	551	8634	0	818	1738	0	5852	2556	0	0	818	0	0	0	0	0	0	true							
360777	2918	0	0	0	0	0	0	0	0	0	24989	0	0	0	7439	5321	780	0	24989	0	0	172	0	0	5513	6062	1310	43	11575	636	2571	615	0	5489	3822	0	0	3207	0	0	0	0	0	0	false							
361055	435289	0	53063	94255	0	149356	0	0	0	0	819424	0	14862	54218	41260	293992	10248	95026	804562	1267	0	2055	0	0	0	40169	23646	1729	40169	0	23703	896	0	24284	24599	30455	0	23703	0	0	0	24700	0	24700	true	16798	40301	243868	47414	244792	190496	
361167	3086497	11	187831	1080073	0	1113672	0	0	659297	0	5104597	0	844444	878015	359975	1246093	74213	916618	4254547	9212	5606	29989	659297	646746	264131	207438	73842	6899	471569	15056	133027	71230	384	192335	219697	0	0	148083	8512	0	0	384033	82681	466714	true	95998	93787	536345	310157	1651439	1110701	
361279	13300	0	1160	45680	0	73945	0	0	21791	0	175535	0	2827	2149	45257	28225	2822	72785	151854	0	20854	1359	21791	3000	8322	59386	42183	1815	67708	2211	11992	8099	0	66450	22302	0	0	14203	20854	0	0	0	0	0	true							
361354	6145	0	1321	14673	0	18877	0	0	0	0	43312	0	19240	19615	6500	14571	2162	17556	24072	0	0	785	0	0	3035	8166	1598	0	11201	5000	3894	903	0	6299	9797	0	0	8894	0	0	0	0	0	0	true							
361439	52741	0	38726	135863	0	244450	0	0	0	0	217717	0	752	0	26459	106863	10578	205724	216965	0	0	962	0	0	10119	25330	14313	678	35449	515	4107	3051	0	23981	7673	0	0	4622	0	0	0	0	0	0	true							
362043	10408	0	3411	9723	0	22546	0	0	0	0	28679	0	575	3986	6867	9150	961	19135	28104	0	0	265	0	0	1871	2487	4037	724	4358	0	0	0	0	2253	0	0	0	0	0	0	0	0	0	0	false							
362155	40684	0	17903	83213	0	108378	0	0	0	0	95163	0	4042	18504	11012	11374	1608	90475	91121	0	0	427	0	0	4234	12999	8002	301	17233	1057	3905	12000	607	14524	17569	0	0	4962	5317	0	0	0	0	0	true							
362717	401103	14	77224	140559	0	267927	0	0	0	0	641653	0	7822	73364	59334	144094	31811	190689	633831	0	0	10880	0	0	9490	26674	32034	12013	36164	1542	7357	6547	799	20877	16245	0	0	8320	0	0	0	0	0	0	true	52785	40465	45551	97523	298618	102485	
362856	27591	0	18343	80717	0	100980	0	0	0	0	47922	0	398	17240	3577	7396	732	82637	47524	0	0	424	0	0	2065	3755	1110	5	5820	1361	3708	931	0	3358	6000	0	0	5069	0	0	0	732	0	0	true							
362940	24729	0	4643	23448	0	27570	0	0	0	0	47340	0	3335	5597	8436	5545	2668	22927	44005	0	0	1178	0	0	1682	4902	6027	899	6584	271	630	2655	0	5075	3556	0	0	901	0	0	0	0	0	0	true							
363442	4010	0	368	2861	0	3229	0	0	0	0	8797	0	1355	1723	2052	1098	263	2861	7442	0	0	0	0	0	681	1583	1070	355	2264	0	0	0	0	1637	0	0	0	0	0	0	0	0	0	0	false							
363648	66828	0	13377	18111	0	71924	0	0	0	0	194834	0	41119	54490	10980	102944	30046	58547	153715	0	0	0	0	0	6186	11674	3158	11	17860	1955	1437	642	0	10048	4034	0	0	3392	0	0	0	0	0	0	false							
363657	239493	55	11490	40782	0	54168	0	0	0	0	739567	0	132250	134366	108557	226986	82851	42623	607317	0	0	49658	0	0	32023	46311	55842	53357	77504	37565	17454	13932	16604	78976	85555	0	0	55018	0	0	0	0	0	0	true							
363778	23338	0	192	10088	0	22058	0	0	5030	0	46762	0	240	0	10821	0	2941	21866	46522	0	0	730	5030	5030	2085	9051	5359	1677	10349	545	3127	980	599	7351	5251	0	0	3671	0	0	0	0	0	0	true							
364131	22446	0	6022	108625	0	144149	0	0	0	0	138436	0	2015	2000	21445	75843	6774	138127	136421	0	0	2002	0	0	6061	18702	9392	2451	24763	251	2370	921	0	15161	3541	0	0	2620	0	0	0	0	0	0	true							
364270	61737	0	5773	84540	0	84692	0	0	0	0	75009	0	5225	0	1179	9792	0	78919	69784	0	0	0	0	0	1165	1432	528	0	2597	0	355	0	0	1946	355	0	0	355	0	0	0	0	0	0	true							
364430	21614	0	38040	84715	0	131443	0	0	0	0	102918	0	10997	38168	7910	38332	423	93403	91668	0	253	0	0	0	2667	6931	9826	1679	9598	766	5917	15186	0	13193	21869	0	0	6683	0	0	0	0	0	0	false							
364850	15372	0	3023	15581	0	32614	0	0	0	0	52809	0	4345	4966	6408	19859	4678	29591	48215	0	249	345	0	0	1573	5653	2819	2430	7199	557	2459	1177	909	6067	5103	0	0	3016	0	0	0	0	0	0	false							
365325	1674918	37	919072	7203692	0	12320658	0	0	5702	0	10237039	0	294353	1115604	841462	6549921	262340	11400617	9942686	932	0	67382	3853	2012	465129	713794	337859	64145	1178923	117841	196853	95005	21574	739465	431273	2703841	1333	314693	10761	0	0	2288186	0	0	true	1574232	2082045	2687178	3694530	1531170	137926	
365745	60503	0	0	60087	0	133979	0	0	45095	0	100486	0	7545	7545	4769	22672	1617	133979	92941	0	0	0	45095	26595	2009	3150	2399	70	5159	3005	6678	0	0	2860	9683	975	0	9683	0	0	0	975	0	975	true							
365848	18668	0	4853	25609	0	36832	0	0	0	0	57614	0	3074	6336	11248	22398	3399	31979	54540	0	0	793	0	0	2771	4674	7071	1270	7445	357	405	0	0	4538	762	0	0	762	0	0	0	0	0	0	true							
365950	8203	0	1533	18095	0	25269	0	0	0	0	36445	0	517	585	7206	12182	2146	23736	35928	0	0	459	0	0	3048	4867	4100	1561	7915	251	1009	953	270	6371	2483	0	0	1260	0	0	0	0	0	0	true							
366078	109198	36	100066	178875	0	365680	0	0	59577	0	354204	0	45529	0	79892	58885	6280	265578	308675	0	0	2424	59577	53070	45077	28641	17038	5863	73712	31339	48873	5669	3621	16727	89502	0	0	80212	0	0	0	0	0	0	true							
366238	1085252	0	57966	101668	0	195211	0	0	0	0	1665126	0	160963	185133	75300	414302	31472	136999	1503986	246	177	9383	0	0	37428	70757	19824	4857	108185	5863	20494	5420	931	57566	32708	1545	0	26258	0	0	0	0	0	0	false							
366247	33157	0	8597	32896	0	61117	0	0	1	0	73023	154	3939	0	15390	9131	3219	52520	68929	0	1	832	1	0	6023	14616	4050	307	20639	2451	2437	850	0	9607	5738	0	0	4888	0	0	0	0	0	0	false							
366359	0	0	11470	43682	0	71407	0	0	0	0	4824	0	1077	8518	2111	2013	481	59937	3747	0	0	138	0	0	951	1391	421	49	2342	0	0	0	0	700	0	0	0	0	0	0	0	0	0	0	false							
366658	23328	0	852	42244	0	42244	0	0	0	0	72363	0	484	490	15508	14115	8420	41392	71879	0	0	4356	0	0	4301	12210	8683	3563	16406	2490	904	2770	0	13249	6163	0	0	3393	0	0	0	0	0	0	true							
366854	6864	0	5647	41889	0	41900	0	0	0	0	72350	0	8810	12570	4705	28023	1412	36253	41177	0	22363	416	0	0	3956	11349	9138	4354	15305	7012	651	500	503	24092	8666	0	0	7663	22363	0	0	0	0	0	false							
367150	9677	85	19409	31344	0	40864	0	0	1004	0	52273	0	812	17504	6072	31999	2210	21370	51461	0	0	1302	1004	1004	1880	5328	2071	682	7208	637	0	0	0	3888	637	0	0	637	0	0	0	0	0	0	true							
367178	30667	0	156	27709	0	43141	0	0	0	0	70024	0	344	11	13133	6083	5966	42985	69680	0	0	2582	0	0	5136	11134	8265	515	16270	324	4384	2685	830	11918	8223	0	0	4708	0	0	0	0	0	0	true							
367431	22972	0	34991	223949	0	223949	0	0	0	0	69049	0	24	34009	19269	0	11320	188958	69025	0	0	5542	0	0	6018	20990	6132	4595	27008	1068	6063	960	252	18466	8343	0	0	7130	0	0	0	0	0	0	false							
367543	52784	0	10152	91088	0	113572	0	0	0	0	175135	0	30373	0	18520	63405	14145	103420	144762	0	0	7089	0	0	7022	16077	12886	6841	22687	3746	5940	6174	259	24305	16119	0	0	9686	0	0	0	0	0	0	true							
368054	23753	20	542	45326	0	60006	0	0	0	0	60201	0	0	542	6385	15011	1608	59444	60201	0	0	357	0	0	3962	6470	2076	816	10432	3062	4751	300	0	6939	8113	0	0	7813	0	0	0	0	0	0	false							
368344	44545	4	20526	56934	0	110845	0	0	0	0	88708	0	1484	20526	21317	13079	6641	90315	87224	0	0	1071	0	0	417	3981	7500	15596	4398	0	1422	2168	0	6177	3590	0	0	1422	0	0	0	0	0	0	true							
368522	70620	0	1303	73899	0	78610	0	0	0	0	82059	0	64	527	7077	1712	4286	77307	81995	0	0	1431	0	0	1909	2220	2603	1991	4129	0	0	577	425	1646	1003	0	0	0	0	0	0	0	0	0	true							
368933	25257	1	15856	37408	0	78399	0	0	0	0	72786	0	23963	0	11137	28591	1667	62036	48823	506	0	236	0	0	3769	9458	3775	54	13169	0	1882	0	0	5919	1882	0	0	1882	0	0	0	0	0	0	true							
368951	34932	0	3297	70535	0	84581	0	0	0	0	125321	0	14067	14684	20065	57164	8905	81284	110507	0	747	2990	0	0	11149	9609	6981	1996	18205	824	1743	923	0	9669	3490	3016	0	2268	747	0	0	0	0	0	true							
369453	30067	0	34702	33387	0	83839	0	0	0	0	62731	0	5647	18599	11525	4150	3790	49137	57084	0	0	1612	0	0	5227	10477	5150	827	15704	1334	5501	0	0	10156	6835	0	0	6835	0	0	0	0	0	0	true							
369659	81468	0	30095	462912	0	660907	0	0	0	0	543083	0	20474	0	41724	316819	17068	630812	522609	0	0	8603	0	0	14864	41893	18751	9341	56757	18753	29427	7239	4528	43125	59947	0	0	48180	0	0	0	0	0	0	true	44722	152658	110105	189134	74400	7068	
370020	87337	1	40830	171172	0	283354	0	0	1	0	297870	0	23618	39381	68777	92549	28754	241029	273887	1494	365	10439	1	0	19516	41608	33747	10273	59403	1865	6837	4138	0	36368	12839	30480	0	8702	0	0	0	22955	0	22955	true							
370347	26362	0	20252	26762	0	67177	0	0	0	0	60114	0	1863	7105	7291	11064	2280	46925	58251	0	0	528	0	0	6564	8802	5771	17	15366	756	779	0	0	13863	1535	0	0	1534	0	0	0	0	0	0	true							
370721	22330	0	10027	40004	0	85523	0	0	0	0	110446	0	23133	23760	14339	46776	7865	75496	87313	0	0	3717	0	0	3502	11505	5902	2275	15007	3127	4182	10847	0	8845	18156	0	0	7309	0	0	0	0	0	0	false							
370833	7883	0	338	36254	0	41300	0	0	2573	0	28978	0	1201	77	4693	6091	348	40962	27777	0	0	0	2573	0	1616	4456	6314	568	6072	260	1789	0	0	8261	2049	2378	0	2049	248	0	0	0	0	0	true							
370954	15669	0	3066	39248	0	42775	0	0	505	0	59813	0	9600	12666	7127	19358	1425	39709	50213	0	0	627	0	0	4923	11290	1177	0	16213	2253	4273	868	0	10264	7394	0	505	6526	0	0	0	0	0	0	false							
371223	42872	8	9501	111361	0	118831	0	0	39220	0	130760	0	986	7880	46804	32899	3302	109322	129774	0	0	1482	39220	1499	4471	7832	2272	37473	12303	1500	1441	0	0	5243	2941	402	0	2941	0	0	0	402	0	402	true							
371232	55996	0	6486	70310	0	90536	0	0	0	0	88599	0	11072	17558	5990	21560	2862	84050	77527	0	0	0	0	0	2327	4338	1452	196	6665	500	1370	0	860	2323	2730	0	0	1869	0	3255	0	0	0	0	true							
371362	65493	8	39407	177203	0	289643	0	0	0	0	211736	0	33268	59247	19573	53728	5835	250228	177414	0	1054	2074	0	0	15663	39014	2987	846	54037	11534	19811	2409	251	38937	34005	0	0	31344	0	0	0	0	0	0	true							
371559	21080	0	10832	24926	0	39720	0	0	0	0	73048	0	32924	42084	6827	7219	2142	28888	40124	0	0	926	0	0	4629	7497	598	45	12126	21367	10110	503	0	5943	31980	0	0	31477	0	0	0	0	0	0	true							
371755	24337	0	0	6331	0	22096	0	0	0	0	58591	0	0	0	3453	27924	1389	22096	58591	0	0	0	0	0	716	1898	2047	518	2614	556	303	292	0	1726	1151	0	0	859	0	0	0	0	0	0	true							
371849	19816	0	2128	13865	0	23486	0	0	0	0	50844	0	1767	1352	16205	4844	6678	20949	48829	409	248	1937	0	0	5425	6471	9111	2139	11614	279	910	1850	0	6941	3039	0	0	1188	0	0	0	0	0	0	true							
371924	248022	5	108750	405027	0	716852	0	0	0	0	566064	0	86107	172415	53613	209125	26915	606602	479720	1495	237	7409	0	0	9821	33753	21595	13688	43574	16027	9544	2662	1827	25244	30060	23011	0	25571	0	0	0	19356	0	19356	true	0	0	33649	175476	235827	11792	
371942	20687	0	5521	26103	0	44798	0	0	0	0	67568	0	7853	9617	19987	12678	7991	39277	59715	0	0	1339	0	0	4152	8574	12565	1402	12726	4810	1531	1169	0	6706	7510	0	0	6341	0	0	0	0	0	0	true							
372444	36127	0	1621	39188	0	48678	0	0	0	0	69789	0	274	575	9585	4554	5400	47057	69515	0	0	3514	0	0	1076	6783	9756	508	7859	460	7467	3057	0	8538	10984	0	0	7927	0	0	0	0	0	0	true							
372538	192112	0	41435	224406	0	291546	0	0	0	0	417462	0	62526	91698	56033	9782	19315	250111	354936	0	0	10816	0	0	28152	66052	29794	3124	92795	26108	47638	11201	3500	71089	88447	0	0	72176	0	0	0	0	0	0	false							
372640	35410	0	18681	42785	0	101282	0	0	0	0	121547	0	16715	0	4530	79211	3332	82601	104832	0	0	1157	0	0	641	2940	2210	402	3581	0	478	0	255	1663	733	0	0	478	0	0	0	0	0	0	true							
372855	13338	0	3224	37610	0	57701	0	0	24052	0	102109	0	372	1866	13546	38381	2632	54477	101737	0	0	1079	0	0	4943	18144	11050	961	23087	0	3385	5658	6250	21552	15293	0	15052	3385	5415	0	0	0	0	0	true							
373272	11084	0	322	5116	0	9445	0	0	0	0	36998	0	184	0	9831	0	3067	9123	36814	0	0	0	0	0	108	6177	6645	8246	6285	0	1082	1624	2032	11345	4738	0	0	1082	0	0	0	0	0	0	false							
373553	3533	0	88	23182	0	30962	0	0	0	0	26426	0	387	130	4728	5390	1283	30874	26039	0	0	748	0	0	5292	7230	1737	478	11509	270	1944	552	0	10009	2766	0	0	1944	0	0	0	0	0	0	false							
373601	239409	0	133	48400	0	100015	0	0	75000	0	1472460	19750	62357	60857	295600	71196	0	99500	1388957	382	1396	0	75000	75000	263428	540977	55098	170	729405	55272	212562	34348	0	564073	302182	0	0	267834	0	0	0	0	0	0	false							
374130	9190	0	8426	61998	0	82658	0	0	8044	0	114065	0	2080	10506	7677	73646	2648	74232	111985	0	0	659	8044	8044	2329	7804	9756	2209	10133	1024	4236	3213	658	14421	9131	0	0	5260	0	0	0	0	0	0	true							
374653	205445	0	75517	1558642	0	1558642	0	0	157840	0	805580	0	40073	76704	191359	347860	9437	1478644	765507	4481	0	2796	157840	59310	22900	61488	80821	53559	84388	11944	10713	10850	0	27409	33507	99250	0	22657	0	0	0	92804	0	87799	true	0	267908	86705	222017	121587	83718	
374774	47300	0	1398	14592	0	90518	0	0	15005	0	98780	0	7594	8492	5575	32988	1493	89120	91186	0	0	0	15005	15005	1579	4047	10778	536	5626	0	0	1552	0	11365	1552	0	0	0	7914	0	0	0	0	0	true							
375043	825340	0	114303	93489	0	312213	0	0	70000	0	1192361	0	247882	244200	94915	41486	29596	197910	944479	0	0	11740	70000	70000	114377	99709	51801	8366	213821	14808	22579	10743	3152	179338	51282	196179	0	37387	0	0	0	0	0	0	true	27083	29462	12105	21228	366404	244943	
375379	20047	0	0	7992	0	10791	0	0	0	0	30677	0	0	0	5222	2825	2087	10791	30677	0	0	706	0	0	2958	3237	1363	247	6195	0	0	0	0	2583	0	0	0	0	0	0	0	0	0	0	true							
375502	132675	0	3046	563503	0	700436	0	0	168763	0	596391	0	10534	0	131356	310112	5308	697390	530426	0	55431	736	168763	168763	45627	92396	3763	369	138021	5499	3100	2849	0	10799	11448	0	0	8599	6755	0	0	0	0	0	true	77401	53283	80146	229966	119937	12475	
375566	38145	13	12721	271460	0	358375	0	0	20000	66	553670	0	54673	30251	60330	251415	18708	345641	495311	0	3620	8741	20000	20000	41967	91722	44104	4973	133689	20919	30456	28760	1209	122436	81344	138984	0	51375	0	0	0	64520	0	64520	true							
375650	6888	0	5764	26541	0	49820	0	0	0	0	22808	0	7434	3957	2218	1207	908	44056	15374	0	0	323	0	0	3955	3241	187	25	7196	5782	964	557	0	5190	7303	0	0	6746	0	0	0	0	0	0	false							
376237	9682	0	16302	37414	0	53587	0	0	992	0	37782	0	6249	14386	6114	5177	832	37285	31533	0	0	0	0	0	2145	4908	5917	267	5923	1220	5039	3426	0	7124	9685	2131	0	6259	0	0	0	0	0	0	true							
376273	705401	0	7934	451050	0	823467	0	0	0	0	1253121	6	523	6277	192188	238636	73392	815533	1252592	0	0	21483	0	0	53165	95362	115741	18985	148162	5345	5998	13047	1443	91065	25833	0	0	10990	0	0	0	0	0	0	true	190867	367905	217653	20956	688947	16283	
376442	284743	5	5355	27439	0	52017	0	0	6035	0	518908	0	62724	63407	51455	117976	10791	46653	456184	4	0	3525	0	0	27842	35283	28013	469	53241	3725	14882	5975	0	40152	24582	4210	6035	18056	0	0	0	0	0	0	true							
376947	14095	0	10105	31233	0	66276	0	0	0	0	84233	0	5055	11420	18508	29363	7628	55057	79178	1114	0	2632	0	0	9920	18648	3986	1632	28568	3157	2267	1166	0	15677	6590	0	0	5424	0	0	0	0	0	0	false							
377663	16490	0	9286	46068	0	71196	0	0	798	0	57836	0	2986	0	7551	20243	2251	61910	54850	0	0	460	798	798	2656	6948	6290	1307	9571	589	2306	1008	0	9649	3903	0	0	2895	0	0	0	0	0	0	true							
377850	6274	0	376	20719	0	30488	0	0	1000	0	26375	0	2980	0	2737	3092	561	29504	22905	608	490	116	0	0	6899	4433	564	0	11332	1056	2752	1306	0	9159	5114	0	0	3808	0	0	0	0	0	0	true							
378044	1696	0	333	8959	0	10533	0	0	0	0	15269	0	576	20	3585	2726	755	10200	14693	0	0	306	0	0	2557	4261	1997	22	6818	792	1218	0	0	5251	2010	0	0	2010	1988	0	0	0	0	0	false							
378110	15391	0	2926	20646	0	25491	0	0	0	0	29281	0	3105	6031	5051	3731	1251	22565	26176	0	0	543	0	0	1259	3983	1349	680	5242	0	1483	1405	0	2220	2888	0	0	1483	0	0	0	0	0	0	true							
379050	3896	0	866	5285	0	8090	0	0	0	0	13232	0	1511	644	3997	902	1330	7224	11721	0	0	150	0	0	1436	3492	2392	0	4928	255	859	0	0	3324	1114	0	0	1114	0	0	0	0	0	0	true							
379153	13717	0	2277	49261	0	79928	0	0	0	0	68003	0	1869	3895	6103	36695	4937	77651	66134	0	0	2277	0	0	2475	3943	2375	2342	6418	785	968	2275	2428	5032	6456	0	0	1753	0	0	0	0	0	0	true							
379470	35315	0	0	14565	0	43312	0	0	0	0	92110	0	0	0	11583	27090	4041	43312	92110	0	0	1869	0	0	4443	7640	7394	267	12082	253	6221	3488	0	8160	9962	0	0	6474	0	0	0	0	0	0	true							
379649	28745	0	15450	43977	0	72122	0	0	0	0	70675	0	3461	15276	13815	9044	5252	56672	67214	0	0	1278	0	0	6501	14185	4403	0	20686	3516	1728	2553	0	11274	7797	0	0	5244	0	0	0	0	0	0	true							
379920	3362904	0	2827577	19472551	0	19472551	0	0	349883	0	15999607	0	4051395	5816937	1762305	9025206	449982	16609159	11900381	35815	47831	138311	349883	294188	760530	1007762	651314	170064	1768292	303485	566998	134121	17223	827365	1021827	0	0	870483	18387	0	0	0	697766	697766	true	3270630	3662183	2588338	2924687	3160661	191949	
380346	16683	0	7	23059	0	31627	0	0	0	0	82873	0	9583	0	15935	35593	3933	31620	73290	0	0	1239	0	0	1738	7874	10967	2761	9612	0	5947	1310	0	7405	7257	0	0	5947	0	0	0	0	0	0	true							
380458	905518	0	240240	197483	0	483562	0	0	0	0	1768877	0	125693	366	64018	481478	16166	243322	1643184	0	0	6770	0	0	27459	78276	66645	3513	105735	34792	120463	47486	3246	111876	205987	0	0	155254	0	0	0	0	0	0	true	179873	63449	256218	225259	82288	823230	
380533	42504	0	12046	48259	0	115053	0	0	0	0	144520	0	35512	27320	24040	20614	6713	103003	109008	4	0	293	0	0	8632	24336	10573	1236	31467	6604	9225	20796	0	20737	36625	0	0	15829	0	0	0	0	0	0	true							
380878	45867	0	115	35541	0	35541	0	0	0	0	78912	0	699	0	18591	0	6596	35426	78213	0	0	2694	0	0	3925	9269	11216	4941	13194	0	536	2561	597	10760	3694	0	0	536	0	0	0	0	0	0	true							
380944	27942	0	20361	32838	0	55603	0	0	0	0	77169	0	13118	357	3447	39217	2668	35242	64051	0	0	1052	0	0	3061	1835	866	21	4075	0	4227	0	0	2336	4227	0	0	4227	0	0	0	0	0	0	true							
381026	32852	0	13186	18489	0	49997	0	0	0	0	61919	0	1911	12824	9673	10536	2690	36811	60008	0	0	1371	0	0	2674	7526	5118	1034	10200	0	1623	0	556	6679	2179	0	0	1623	0	0	0	0	0	0	true							
381343	78914	0	69199	347311	0	547488	0	0	1	0	291186	0	7192	29239	64256	91646	22103	473753	283994	4536	0	6166	1	1	36002	29559	38217	2825	54504	4177	6358	3486	0	42348	14021	107051	0	6923	0	0	0	0	0	0	true							
381932	28056	0	547	126953	0	155869	0	0	0	0	132263	0	716	1263	8845	76329	2590	152966	130058	2356	1489	320	0	0	5810	9263	5734	718	15073	258	2886	3209	0	12680	6353	0	0	2894	1489	0	0	0	0	0	true							
381950	103037	0	20806	90750	0	125177	0	0	0	0	206927	0	39266	10940	24675	47502	15413	104371	167661	0	0	7705	0	0	1028	42019	6107	0	43047	0	5959	1276	0	24479	7235	0	0	5959	0	0	0	0	0	0	false							
382050	92764	0	88788	141711	156	192097	0	0	0	0	197027	0	30267	0	12844	53196	7810	102791	166760	362	0	4516	0	0	7242	9100	7606	2565	16342	13868	4831	3571	2284	13669	24554	0	0	18699	0	0	0	0	0	0	true							
382069	80788	4	533	16415	0	17213	0	0	0	0	372468	0	21955	19672	26042	200251	2924	16676	350263	0	250	1226	0	0	16003	29518	4290	137	45521	13785	25601	2095	0	23906	41481	0	0	39386	0	0	0	0	0	0	true							
382256	14528	0	5487	10463	0	26463	0	0	0	0	27780	0	3557	7478	4621	6409	2221	20976	24223	0	0	818	0	0	1626	3923	931	111	4532	251	0	0	0	1971	251	0	0	251	0	0	0	0	0	0	false							
382274	300	0	0	0	0	0	0	0	0	0	2272	0	0	0	1244	0	0	0	2272	0	0	0	0	0	530	891	252	299	1421	0	0	0	0	728	0	0	0	0	0	0	0	0	0	0	false							
382443	22756	0	5597	37939	0	71215	0	0	0	0	69791	0	17530	0	7935	28446	1674	65618	52261	0	0	612	0	0	3657	3089	5140	608	6341	1336	0	4758	0	4560	6094	0	0	1336	0	0	0	0	0	0	false							
382537	25889	0	21974	72230	0	101237	0	0	0	0	130953	0	10844	26457	28512	36220	18739	79263	117114	0	2995	9468	0	0	16420	23380	14356	6598	35780	3460	1599	2034	997	32242	8090	862	0	2599	0	0	0	0	0	0	true							
382649	129354	0	193204	439216	0	638327	0	0	0	0	252347	0	9507	182553	45441	31373	9372	445123	240976	0	1864	1871	0	0	9609	28746	33626	5639	38355	1589	1649	8566	2196	32179	14000	0	0	3238	1853	0	0	24936	0	24936	true	28386	267938	18377	12996	119107	10247	
