"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
8462			12	620	11	1412	9	3067	125	3307	16	1903	9	1597			2	136	11	1338	16	1244	21	857	14	1551	18	1899	false	false	
8631			10	475	9	1203	14	5993	41	996	8	831	7	2009			0	0	0	0	1	140	4	91	1	121	0	0	false	false	
9357			6	176	9	969	49	21355	182	4147	104	8458	141	30754															false	false	
9553			10	459	5	379	4	1714	22	419	13	1541	11	4417			24	1200	34	4938	30	7146	64	1378	37	2833	31	5700	false	false	
9807			10	447	27	3574	82	31558	12	401	11	1010	8	2166															false	false	
9955			4	76	4	361	29	15815	36	888	21	2535	6	2009			23	703	14	1535	14	2921	31	518	4	498	3	988	false	false	
10250			16	773	47	6101	92	35475	433	14895	152	16336	69	23933			2	103	4	519	1	421	0	0	0	0	0	0	false	false	
10849			15	719	18	2419	46	21899	77	2021	11	949	12	3967			18	783	17	2287	6	1284	24	547	6	500	4	727	false	false	
11145			72	2905	101	13633	93	31057	83	1952	16	1829	16	3723			1	95	3	247	2	591	1	13	0	0	0	0	false	false	
11640			32	1300	26	3023	27	9473	207	5521	26	2741	25	7288			8	260	10	1053	8	1866	57	1952	27	3313	28	5238	false	false	
11837			8	370	10	1377	14	5240	34	819	4	328	2	643			6	256	6	709	1	432	5	76	0	0	0	0	false	false	
12030			282	9284	135	17882	104	39726	755	14875	55	5672	26	8852			66	2058	28	3370	21	5836	38	830	6	594	0	0	false	false	
12142			55	2189	34	4505	29	9276	78	2065	31	3295	21	7087			4	148	4	483	1	313	7	227	2	47	5	787	false	false	
12311			1434	57305	2788	310878	4397	1581658	56281	951264	16702	1402360	16031	3898029			376	22906	391	47121	80	19904	893	24785	468	42571	207	36921			
12647			31	1364	33	4240	38	14630	63	1527	21	1485	14	3152			24	800	23	2862	12	2863	43	936	14	1368	9	1384	false	false	
12656	8	30													18	27													true	true	
12946			141	5507	176	20233	173	58745	1281	29811	265	28000	177	50518			233	9188	118	15272	59	16646	298	6402	39	3716	8	1998	false	false	
13103			49	2549	162	19062	338	112542	251	9542	118	9829	121	29719															false	false	
13251			14	895	23	3044	12	4484	57	1434	17	1883	3	1466			5	115	3	347	0	0	18	324	9	1134	4	501	false	false	
13457			4	122	1	59	0	0	17	512	4	260	1	90			3	114	3	206	5	1307	43	1097	13	1720	3	897	false	false	
14155			34	1257	53	7279	42	18865	262	7164	37	4721	11	4606			91	4045	90	12372	43	12631	438	12034	74	10610	31	8685	false	false	
14650			14	494	7	667	3	576	116	4249	16	1697	3	1260	3	31													true	false	
14753			4	132	3	451	2	745	62	1517	7	852	1	904			11	309	11	1420	8	1967	174	4440	27	2987	15	3571	false	false	
14865			59	2939	103	13069	77	26776	349	7685	126	10399	89	18818			52	2588	107	15090	86	25785	408	9702	170	13811	131	26188	false	false	
14977			3	134	3	336	2	862	77	1724	7	603	1	248			8	266	18	2814	7	1908	66	1761	19	1948	15	2762	false	false	
16551			54	2317	44	6341	43	20074	193	4827	28	4375	11	5163			28	1232	5	787	0	0	41	1132	4	604	2	749	false	false	
17110			0	0	0	0	0	0	1	42	0	0	6	2965															false	false	
17147			431	16899	756	89541	1480	604812	5112	82949	996	74351	1366	330513			161	5299	250	26511	174	46723	233	6041	148	12954	101	20239	false	false	
17259			15	702	5	740	12	5470	11	358	9	854	6	2074	46	65													true	false	
17950			38	1356	75	9970	90	33494	300	7139	43	4175	41	10683			53	2360	66	7986	107	41622	338	7177	69	8331	68	17961	false	false	
17978			10	299	16	1917	16	6113	0	0	0	0	0	0			2	50	3	352	1	283	1	2	0	0	0	0	false	false	
18050			23	768	56	6092	66	27955	198	3731	26	2123	14	4262			54	2436	115	15530	36	10149	84	1037	9	570	2	268	false	false	
18827			105	3572	163	19100	220	82300	346	10533	103	9200	146	25353			0	0	0	0	1	231	0	0	0	0	0	0	false	false	
18836			27	1082	26	2485	25	8908	64	1649	10	890	0	0			6	234	7	945	17	3757	9	157	1	196	0	0	false	false	
18854			22	852	38	4965	84	39218	259	7455	107	16214	115	78894			17	636	34	3672	21	5769	158	4908	41	5480	21	4804	false	false	
19356			22	1326	19	3377	19	7002	81	3119	21	2592	19	9094			5	245	5	824	1	377	19	765	1	72	2	344	false	false	
19936			77	3464	66	8051	43	16223	64	2714	10	1668	7	1872			40	2681	23	3315	20	4799	101	6169	22	4682	8	2603	false	false	
19972			0	0	0	0	0	0	0	0	2	147	0	0			0	0	1	45	0	0	0	0	0	0	0	0	false	false	
20053			46	1788	32	4586	33	13545	82	1869	18	1599	19	4925			20	900	25	3314	19	4313	69	1316	14	1065	2	256	false	false	
20633			23	1104	25	3152	44	15752	35	917	16	1599	10	3445			2	104	1	180	3	834	1	72	1	109	0	0	false	false	
20857			37	1562	25	2873	33	8306	60	1294	20	1650	29	6835			35	928	45	4642	56	12631	65	1954	27	2029	38	6700	false	false	
21256			0	0	0	0	0	0	5	113	1	157	3	658	0	12													true	false	
21359			9	404	4	698	6	2768	126	3386	14	1509	3	1178			28	1181	16	2051	8	1986	83	2303	16	1887	11	2427	false	false	
21658			85	3702	51	6027	20	6170	110	2558	6	520	2	619			66	2485	57	8004	42	9377	130	2380	24	2685	14	3468	false	false	
22048			44	1771	40	5150	34	10042	535	12126	65	6612	40	10877			1	25	3	17	0	0	2	0	0	0	1	10	false	false	
22543			85	4231	149	16006	160	56490	222	4774	57	4702	37	8731			4	241	6	702	0	0	5	333	0	0	8	1981	false	false	
22552			34	1543	30	4020	8	2184	149	3280	25	2250	16	3994			16	1079	51	6357	24	5649	172	3849	52	4200	28	4900	false	false	
22730			24	738	13	1858	25	11185	95	3323	18	1816	3	1039			2	83	1	147	2	576	1	40	0	0	0	0	false	false	
23456			85	3609	91	12201	61	22973	180	4221	37	3284	8	1718			45	1994	41	5221	21	6028	106	2371	19	1579	8	1818	false	false	
23504			7	231	57	7358	515	245624	1930	58330	417	34714	571	144664															false	false	
23643			20	715	29	3008	24	8712	268	8026	98	10653	27	9307			17	811	8	960	9	2378	32	928	5	614	2	575	false	false	
23755			11	512	34	5232	72	30241	153	3594	31	3635	25	10075			0	0	0	0	1	361	0	0	0	0	0	0	false	false	
24006			4	136	27	3446	168	73113	185	3244	75	4492	87	21017															false	false	
24378			10	418	3	461	4	1739	61	2852	24	2508	0	0															false	false	
24659			26	944	19	2400	17	6419	95	2401	23	2968	11	3557			33	1320	15	1849	13	3441	52	1457	14	1653	13	3164	false	false	
24949			30	1538	37	4571	70	27699	54	845	16	687	12	2311			2	104	2	172	1	282	1	44	0	0	0	0	false	false	
25357			121	4529	71	9511	74	29466	385	7776	41	4860	16	5859			109	4369	122	15075	60	18394	597	13383	165	18047	71	16526	false	false	
25647			22	1387	76	12108	116	51975	41	1350	27	3885	18	6586	1	0													true	false	
26457			9	253	5	428	3	775	16	492	3	289	1	407			37	1058	28	3124	18	3041	38	786	4	259	1	122	false	false	
26765			19	838	120	15200	293	124713	263	10351	165	18494	234	75527			1	64	3	391	10	2911	6	129	2	115	1	340	false	false	
27070			20	749	38	4772	66	24586	46	1168	20	1848	38	8162			3	102	10	1378	5	1048	5	122	0	0	2	214	false	false	
27548			71	3280	136	16019	183	74291	237	5945	184	12078	204	47923			0	0	8	738	2	617	0	0	0	0	0	0	false	false	
27614			20	475	33	4090	34	10956	37	520	9	451	9	2398			0	0	3	270	1	247	0	0	0	0	0	0	false	false	
27847			127	4828	100	12813	81	28838	833	16630	56	5835	21	5920			339	12372	138	17787	98	27610	470	8755	18	1815	1	54	false	false	
28013			11	717	81	9179	261	86218	289	10138	360	45187	93	21899															false	false	
28152			23	743	18	2588	18	5652	116	3167	28	3538	15	4693			20	811	65	7596	23	6537	93	2475	33	3848	21	4913	false	false	
28675			39	1343	31	3911	18	4209	77	1898	14	1322	9	1532			42	1555	30	3162	12	3796	51	1211	8	813	1	287	false	false	
28732			8	383	14	1686	18	5976	147	2899	15	1205	12	5346			6	282	5	633	2	720	6	72	3	349	0	0	false	false	
29476			16	763	8	1077	10	3673	77	1630	12	961	3	1215			11	520	32	3763	15	4066	19	542	6	589	6	1657	false	false	
29636			85	3268	79	8932	101	38427	638	9592	46	3966	31	8120	220	23													true	false	
29878			31	437	73	7594	465	199455	0	0	0	0	0	0															false	false	
30052			5	183	16	2344	15	5677	13	274	3	172	1	231			0	0	0	0	1	256	0	0	0	0	0	0	false	false	
30502			11	576	60	8297	99	37077	153	2077	36	2586	19	3092															false	false	
30650			0	0	20	2685	21	7931	73	274	19	776	18	880															false	false	
30810			0	0	0	0	0	0	71554	158797	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			
31134			15	638	24	3373	17	5292	181	4448	21	2305	9	2681			13	609	13	1446	7	1876	18	759	3	328	2	324	false	false	
31255			2	35	13	1531	52	26494	47	1312	43	3139	39	9893			0	0	0	0	1	421	0	0	0	0	0	0	false	false	
31657			7	335	13	1679	9	2728	119	2719	25	2376	7	2588			26	778	20	2529	15	4564	74	1626	9	1219	4	724	false	false	
31826			253	7194	156	15267	128	31572	245	6708	25	3100	13	6881			48	1893	20	2376	2	670	95	1445	1	140	2	223	false	false	
31835			13	378	6	804	2	463	108	2905	19	2114	7	2426			10	354	5	521	11	2974	71	1781	22	1890	18	3544	false	false	
32234			13	585	24	2301	16	5608	31	630	15	1109	7	3787			24	629	20	2149	24	5003	33	725	8	682	5	795	false	false	
32766			0	0	10	853	7	2686	17	486	10	965	16	5400			1	2	0	0	0	0	0	0	0	0	0	0	false	false	
32971			40	1836	33	4059	39	16097	66	2365	35	2900	14	3553			6	158	8	933	5	1237	2	55	1	6	4	625	false	false	
33147			76	3154	51	6321	28	9885	183	4773	52	6145	39	14767			20	942	28	3700	19	5794	24	774	24	2475	19	5737	false	false	
33259			52	2281	83	9598	188	74956	224	5496	96	8375	111	26194			1	49	4	562	2	584	0	0	0	0	0	0	false	false	
33370			2	106	5	769	2	580	0	0	0	0	0	0															false	false	
33839			5	422	0	0	1	440	52	1977	9	917	2	333			4	153	2	162	7	2591	39	3391	4	441	1	436	false	false	
33857			44	1699	64	9112	122	49248	414	11030	111	10747	116	31277			109	3887	115	14785	114	31147	414	6188	111	6339	74	11011	false	false	
34434			50	2096	65	8822	56	19886	373	9685	55	5993	21	5237			50	1850	16	2036	7	1707	9	112	10	1016	2	317	false	false	
34537			144	6901	631	85625	1732	745561	2281	140840	1101	97268	967	258330			28	871	33	3636	18	4691	32	682	7	659	7	747	false	false	
34555			54	2162	29	2983	24	6625	118	2406	27	2578	12	3392			78	2035	75	9473	32	8404	144	3003	44	4180	16	3306	false	false	
34742			41	2155	37	5118	50	20166	162	4026	18	2470	18	4275			41	1466	30	4003	21	6731	89	1484	4	332	1	350	false	false	
35057			87	2931	58	6599	31	10276	95	1960	23	2113	13	2718			88	3903	66	8339	49	13041	154	3191	25	2494	7	1119	false	false	
35301			0	0	0	0	0	0	0	0	0	0	3	1000			0	0	0	0	0	0	0	0	0	0	0	0			
35646			52	2471	27	4013	15	6635	106	2771	15	2268	12	4264			7	442	10	1481	2	634	28	1066	4	665	3	1091	false	false	
35879			4	72	3	279	5	2135	25	1625	22	2593	1	225			1	46	0	0	0	0	12	247	0	0	0	0	false	false	
36456			10	366	6	583	0	0	86	2455	17	1692	6	1626			20	801	18	2007	19	4369	117	2455	35	3321	34	7103	false	false	
36933			84	3782	58	8003	47	18938	1424	25852	71	7835	21	7119			82	3133	24	3284	11	3175	27	714	10	1083	4	976	false	false	
37051			14	616	14	2236	14	5995	51	1442	18	1536	21	6426			16	654	31	4183	21	6426	76	2024	22	2694	18	5585	false	false	
37341			25	1044	15	2082	11	3305	145	3907	13	1702	7	2072			14	740	8	1310	12	4830	92	2377	14	1876	6	1600	false	false	
37435			169	6572	199	23431	202	65888	1219	26508	145	13705	57	12469			23	907	9	967	8	1697	3	116	0	0	0	0	false	false	
37640			451	19206	566	70412	600	233188	1376	43183	478	51326	402	147627			497	22687	459	56848	298	83549	426	12714	102	14929	69	20154	false	false	
37659			7	293	6	840	7	2475	89	1912	19	1894	13	4159			12	419	12	1876	1	192	116	2080	5	612	1	130	false	false	
37949			20	694	8	635	16	5281	113	4091	36	3648	16	5648			10	460	13	1860	8	1910	39	1052	15	1210	18	4071	false	false	
38740			36	1785	49	6662	58	21727	121	2775	38	3972	17	4334			6	271	5	684	4	897	0	0	1	86	0	0	false	false	
39327			46	1465	88	10570	132	49250	171	3374	55	3654	35	8689			6	171	3	493	7	1902	5	120	1	60	2	703	false	false	
39756			96	2271	61	7423	110	49364	1224	11062	139	12295	170	49364			45	1493	60	9131	30	8815	675	8794	82	6981	50	9543	false	false	
40033			11	243	7	782	4	1708	17	616	9	1033	10	3655			7	189	2	103	4	1451	0	0	0	0	0	0	false	false	
40499			25	1477	134	16735	298	112218	749	14304	195	12522	252	60628	0	1													true	false	
40855			26	1133	21	2514	24	8949	203	5947	33	4373	16	4919			23	1159	36	4836	33	8523	189	4314	22	2200	11	2314	false	false	
41553			3	65	7	927	3	1608	14	177	2	150	1	359			5	126	6	822	2	615	89	1567	8	966	7	959	false	false	
41629			5	320	16	2390	67	27283	108	2555	50	5873	10	2883			1	7	2	212	7	1993	18	425	0	0	0	0	false	false	
41825			4	144	42	6318	97	39861	196	4885	114	11743	170	44008			6	312	11	1896	15	4445	0	0	0	0	1	250	false	false	
42037			132	5067	41	5270	19	7065	160	3905	17	2218	10	2425			56	1982	14	1461	1	482	13	822	7	1231	0	0	false	false	
42354			50	2299	35	5095	29	12925	194	6061	15	1793	13	5199			13	543	16	2295	2	808	49	902	10	930	3	270	false	false	
42372			26	1413	36	5662	25	10826	35	980	8	876	5	2040															false	false	
42420			325	11316	509	54531	603	203512	6428	55435	409	26990	446	86060			5	101	8	658	2	498	16	262	1	73	0	0	false	false	
42448			104	4445	140	17152	170	61550	860	21219	137	14334	91	29685			100	3839	101	12997	58	15659	256	5991	59	6516	70	15895	false	false	
42457			1	53	1	103	7	4717	23	713	8	1405	17	8788			8	254	3	416	5	431	45	1218	11	1441	6	1989	false	false	
43052			23	402	26	2041	30	9090	51	487	11	957	15	4427			1	11	0	0	1	307	4	87	0	0	0	0	false	false	
43351			53	1923	39	5371	34	14576	346	7538	62	6941	54	18982			36	1588	34	4549	36	10738	132	2755	53	5314	27	4324	false	false	
43856			6	215	8	835	5	985	9	178	1	193	2	277															false	false	
43959			18	690	26	3770	31	10092	120	3649	26	2542	8	2379			1	48	1	152	2	787	1	93	2	39	0	0	false	false	
44040			63	2288	41	5240	21	5203	148	3397	29	2971	19	4628			122	5009	129	16411	82	23938	222	4923	73	6065	46	9362	false	false	
44433			0	0	12	1982	35	16711	6	184	5	672	15	6132			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
44741			91	4320	148	18229	124	48275	80	2220	42	4074	22	6629			0	0	5	773	1	46	0	0	0	0	0	0	false	false	
44750			38	1485	19	1997	29	10583	74	2101	22	2318	10	3065			10	539	12	1412	20	8409	4	27	0	0	0	0	false	false	
44929			19	583	28	3170	24	7638	58	1446	12	1755	9	2153			5	202	4	288	4	1335	2	64	1	48	1	305	false	false	
45038			7	366	8	846	13	5140	44	1221	20	2215	24	5491			11	428	14	1535	7	1726	29	527	7	605	3	470	false	false	
45047			126	4838	69	8190	28	7912	223	4923	29	2891	6	1319			169	6198	75	9672	34	9010	316	5712	19	1968	2	105	false	false	
45056			3	157	3	433	4	1346	50	1236	11	789	16	4419			7	404	8	836	8	2124	105	3865	56	7020	24	4917	false	false	
45430			7	162	14	1925	5	1589	112	4217	5	346	0	0			3	134	2	112	2	36	5	62	0	0	0	0	false	false	
45458			23	1040	14	1863	25	8946	161	3689	33	3197	16	5281			53	2133	54	7524	22	5532	161	3658	44	4970	12	3046	false	false	
45551			66	2754	82	10522	91	32193	6008	135598	893	83229	161	40624			99	2677	211	18502	271	81225	582	13939	239	18659	264	59697	false	false	
45560			13	756	87	11625	223	86977	325	10019	147	12784	117	27476			1	15	4	657	4	1159	1	57	1	23	0	0	false	false	
45775			27	982	68	8925	72	23659	10	290	2	112	1	400															false	false	
46053			26	1334	38	5313	51	21666	202	6762	46	5213	20	5922			12	775	12	1573	18	5006	72	2443	12	1108	1	292	false	false	
46941			62	2121	38	4765	35	13769	55	832	9	1021	6	2323			58	2019	44	4774	24	6747	48	783	5	307	0	0	false	false	
47247			23	1291	57	8463	108	45839	50	1329	28	1678	42	12096			8	326	8	1031	5	1240	10	219	3	157	5	942	false	false	
47256			9	311	11	1408	9	3344	27	886	6	676	5	1467			9	337	2	187	0	0	4	77	1	112	2	897	false	false	
47452			13	230	25	3529	10	3742	20	550	15	597	2	521			39	1085	3	317	4	1398	3	77	2	233	1	242	false	false	
47500			19	846	40	5536	61	19485	105	1359	39	3757	19	4275			0	0	0	0	1	211	0	0	0	0	0	0	false	false	
48057			5	209	4	405	7	2860	81	1780	1	113	6	3231			31	1247	33	4039	16	4922	129	3733	30	3382	15	2972	false	false	
48150			3	104	4	366	2	377	43	755	5	721	1	275			22	846	21	2456	14	3783	33	1033	13	1399	4	1343	false	false	
48374			98	3159	73	9170	104	33306	548	13474	95	10156	158	25133			479	14399	297	27099	337	58127	138	2801	23	2193	29	5645	false	false	
48440			48	1638	46	6863	56	19898	136	3509	20	1600	15	4309			13	399	25	3517	10	2193	46	1209	6	563	1	50	false	false	
49054			1	0	3	530	8	3405	4	38	5	459	21	5188			4	259	5	827	2	640	10	176	10	951	2	420	false	false	
49148			22	783	6	716	2	845	54	1189	15	1563	5	2046			22	795	23	3129	16	4555	61	1522	10	947	3	958	false	false	
49241			63	2287	58	6341	106	41385	384	8522	104	11556	82	28160			59	2597	39	3764	27	7629	138	3489	37	4441	42	9979	false	false	
49652			11	284	4	349	7	3241	33	920	6	706	9	4038			7	282	7	839	6	1721	17	595	22	2468	5	2072	false	false	
49858			4	221	18	1964	17	6042	51	1565	12	1215	7	2031			1	39	3	284	2	618	0	0	0	0	0	0	false	false	
49951			14	666	9	1074	9	4501	68	1473	22	2185	23	8106			42	1847	38	4525	25	6636	113	2319	26	2730	16	3346	false	false	
50144			15	316	10	938	5	1596	36	882	3	127	2	776			4	164	7	682	2	631	8	213	1	186	2	315	false	false	
50461			0	0	10	1373	26	10496	5	273	3	473	6	1142															false	false	
51253			50	2255	50	6304	56	19740	143	3053	16	1242	12	3060			10	406	12	1547	3	848	18	388	0	0	0	0	false	false	
51356	5	57													0	17													true	true	
51459			29	994	21	1961	25	8033	237	5636	38	3458	14	3843			39	1703	39	4675	34	9066	173	4193	25	2727	24	6248	false	false	
51842			12	476	14	1806	22	10289	71	2223	19	2404	22	9013			21	760	52	3412	59	8924	132	4103	46	5088	28	5935	false	false	
52719																													false	false	
52951			28	1295	17	1962	16	5522	402	10198	67	7472	37	13401			71	3127	42	5335	20	5390	262	6031	43	4208	9	2195	false	false	
53051			16	623	11	1691	9	4914	309	12039	79	10915	27	14187			14	436	7	769	2	387	113	1695	3	384	1	300	false	false	
54058			59	2165	47	5397	21	8240	226	3678	18	1382	6	1399			50	1894	69	8784	55	15679	156	3353	50	4116	43	9234	false	false	
54656			78	1906	28	2885	26	8793	381	8596	52	6097	57	16694			69	2693	57	7487	20	5879	414	6271	22	2036	9	1463	false	false	
54973			0	0	10	1425	70	33995	966	23345	50	4793	75	25265	0	6													true	false	
55336			22	770	54	6429	124	53308	162	3872	57	6951	35	11995															false	false	
55635			9	430	20	3634	40	17970	46	2518	14	2195	9	5892															false	false	
55653			11	397	5	549	11	4474	69	1566	13	1432	14	4860			0	0	1	7	1	331	0	0	0	0	0	0	false	false	
55970			11	441	56	6889	150	65099	30	898	15	997	8	1173															false	false	
56258			19	994	51	8180	45	17851	65	2084	39	4009	31	11546			9	320	8	870	21	7326	105	3767	35	4280	14	3882	false	false	
56351			161	7427	288	37631	330	147364	2459	67244	421	45037	287	81705			132	5667	77	10275	27	7546	424	8112	29	2910	4	850	false	false	
56548			8	280	27	2892	49	19955	16	197	5	368	5	595			8	186	9	1160	15	3868	23	300	5	251	6	962	false	false	
56717			51	2572	133	16661	173	61252	559	10046	152	12865	112	23880			5	168	9	797	1	221	19	411	3	201	0	0	false	false	
57040			22	953	18	1714	8	3217	118	2412	9	742	4	1413			48	3167	93	12362	90	29349	361	8765	38	3216	17	4781	false	false	
57451			31	1084	54	6323	53	20433	140	4040	35	3949	25	8714			12	562	17	1969	3	769	49	1218	19	2079	2	403	false	false	
58225			42	1564	47	6098	63	23622	242	6607	52	6424	8	1555			74	1867	15	1773	2	570	86	738	2	318	1	469	false	false	
58243			98	4671	221	30602	351	149618	302	9226	174	17950	239	66411			3	57	8	783	3	812	0	0	3	179	1	245	false	false	
58355			12	574	20	3228	16	4568	96	2269	12	1466	9	2821			1	9	3	269	0	0	3	118	2	371	3	394	false	false	
58551			55	1976	26	3591	20	9838	526	11048	47	4899	14	3765			60	2766	57	7776	26	7201	556	10583	51	5695	16	4032	false	false	
58636			45	2094	70	9302	68	24014	733	14268	56	6007	24	8352			250	10044	59	7476	16	4558	8	292	0	0	1	400	false	false	
58757			31	1402	50	6795	59	23308	163	3810	48	4528	65	18768			14	603	39	4834	26	6883	110	3439	42	4783	26	6367	false	false	
58971			72	2684	209	25126	619	268932	4511	45452	505	35729	697	156760			8	385	34	2287	39	2971	90	1072	50	2949	51	8022	false	false	
59316			177	7811	275	35822	393	149358	1034	30879	241	25169	110	35110			37	2294	67	9202	54	13257	246	8525	54	7772	30	6574	false	false	
59352			21	674	27	4199	86	42129	106	2654	33	4198	19	4610			21	1091	25	3108	18	4687	107	1730	9	641	8	1665	false	false	
59370			5	187	8	1063	22	7646	30	985	9	592	6	1540			1	43	3	419	0	0	0	0	0	0	0	0	false	false	
59754			21	667	1	164	6	3768	28	858	9	1397	1	275			3	68	1	131	0	0	13	239	0	0	0	0	false	false	
