"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	20	52															10	310	4	559	0	0	1	14	0	0	0	0	false	true	
242	103	65													42	56													true	true	
279			26	1089	40	4973	24	9628	123	2646	17	1993	7	1338			18	944	18	2428	8	2051	14	189	0	0	0	0	false	false	
354			5	197	3	413	9	4774	14	376	3	247	4	1412			5	254	3	520	2	938	22	731	2	368	0	0	false	false	
457			6	171	17	1924	17	7334	64	1906	17	1843	15	4868			6	310	8	930	8	1504	44	1135	7	715	9	2622	false	false	
505			6	229	34	4906	57	22148	177	3366	89	6459	49	7660															false	false	
1155			47	1726	52	6049	73	29300	271	5628	70	6155	68	25548			16	488	37	5139	22	6413	124	3217	36	4083	11	2277	false	false	
1351			154	4640	33	4116	26	10939	268	5590	29	3465	20	6366			26	1146	16	2208	4	1134	112	1792	13	1281	4	1111	false	false	
1454			23	1041	42	5571	78	29758	291	6356	78	8560	95	25966			1	70	10	1082	8	2450	49	1267	11	1119	6	412	false	false	
1669			124	5588	73	10407	88	31220	325	7999	31	3393	19	4148			0	0	0	0	0	0	208	3930	13	1143	4	916	false	false	
1856			9	373	5	679	2	730	23	851	4	506	1	266			5	151	9	1329	3	821	37	920	7	750	2	709	false	false	
2161			27	1839	24	3230	40	16408	139	6807	26	2976	9	2811			14	1163	8	937	8	2097	10	343	1	230	0	0	false	false	
2732			2	81	12	1519	61	30335	8	266	8	1021	20	6823															false	false	
2750			14	515	2	267	4	816	117	1204	9	754	2	667			7	273	8	1251	10	3107	67	1589	27	2962	23	3043	false	false	
3252			38	1853	6	612	8	2858	86	1974	16	1662	13	4815			29	804	29	3754	30	8585	494	11469	102	13858	25	7071	false	false	
3458			29	1202	13	639	17	8527	122	2687	17	1787	4	1127			56	2279	45	6023	13	3778	167	3335	13	1344	0	0	false	false	
3720			55	2202	86	10387	76	26713	379	9383	56	5470	24	6187			40	1569	23	2501	13	2830	6	139	5	612	3	530	false	false	
3971			2	73	10	1557	25	10063	45	960	28	3201	36	11520			13	525	7	729	16	2708	15	229	5	238	3	96	false	false	
4156			21	759	15	1550	29	12178	107	4164	25	2962	14	4148			62	2696	43	4782	27	7146	138	3012	16	1429	3	521	false	false	
4231			22	1065	14	1809	7	2263	86	1624	7	756	2	250			46	1283	2	149	1	301	17	229	0	0	4	513	false	false	
5069			1	100	1	6	22	10322	1	0	0	0	3	1574			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
5135			84	2951	53	6850	83	35919	699	15245	80	7575	29	9694			106	3860	79	9917	30	7604	284	7134	82	8610	48	10561	false	false	
5210			124	3666	247	29841	484	177870	707	15641	195	15510	169	31342			39	1119	78	9250	73	19029	99	2618	19	1598	6	996	false	false	
5461			4	185	14	1827	81	36156	41	1011	41	3604	27	7948			0	0	1	26	3	654	2	30	2	93	4	888	false	false	
5751			37	1537	47	6215	38	13776	304	8679	54	5641	28	8647			19	702	28	3071	34	9511	50	1294	30	3328	19	3975	false	false	
6039			93	3480	71	11871	96	49300	280	5957	24	3780	19	3861			92	3103	42	6687	19	6676	75	1524	1	153	1	334	false	false	
6329			174	15031	152	22361	212	88947	1910	53610	122	16159	40	10967			24	895	9	979	4	399	8	160	0	0	0	0	false	false	
7009			0	0	0	0	0	0	0	0	0	0	8	2781															false	false	
7045			32	1366	23	2572	19	6552	30	967	9	911	6	1560			8	238	9	940	6	1690	25	646	12	1116	4	720	false	false	
7072			63	824	55	6449	79	26807	402	2320	43	3927	32	11871			0	0	1	190	1	313	0	0	1	132	0	0	false	false	
7456			8	389	7	741	12	4807	35	494	15	1312	11	2716			10	364	17	2055	15	2324	42	855	23	1610	26	4800	false	false	
7634			46	1769	23	3294	12	5140	126	3641	26	3254	12	3350			12	515	8	1023	3	979	79	2235	20	2708	4	1203	false	false	
8033			9	334	28	3810	56	20408	116	2634	23	1989	16	3442			4	134	8	1028	1	162	12	306	4	438	5	561	false	false	
