"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RIADG377	
1669																																																																0	4252		7164			24499	0		563	269964	0	0	0	120003	2979	86946	41422	2276	5216	864	3548	27305	80733	14329	26122	11554	29205	26061	42670				0	0			0	0	22378	2727	61454	4089			0			0	99														0	0	0	0	0		0	41	0	0	0	0	0	0	0	9689	0	0	0	0	0			0	0	0	0	0	10126	0	0	CONF	CONF		
1856																																																																2301	0		3773			3266	0		0	25068	0	0	0	6830	0	6403	6596	1537	2737	345	48	1737	427	8280	3571	2115	1486	2480	305				0	0			0	0	1746	2492	1085	697			0			0	0														6341	0	0	0	0		0	4	0	0	0	0	0	0	0	396	0	0	0	0	0			0	0	0	0	0	2478	0	0	CONF	CONF		
2161																																																															0	14614	4790		613			18859	0		0	214593	323	0	0	82649	348	82649	12596	2227	10369	23044	43207	3343	416	12307	18806	40865	38179	17610	533				431	85			0	0	3905	28703	33453	23863			0			503	0	0	0	0	0	0	0	0	0	0	0	0	0		94244				1662		0	68	0	0	0	0	0	0	0	1079	0	0	0	537	0			578	578	0	0	0	1456	44	0	CONF	CONF		
2732																																																																0	264747		0			20258	3184		0	538136	554	0	6623	30977	52	11985	49589	1422	1942	10041	17212	360	0	45145	49257	152367	212561	48383	0				0	0			0	0	2023	30336	34622	151209			0			0	0													0	145837	0	0	0	567		0	1155	0	0	0	0	0	0	0	4	567	0	0	0	0			0	0	0	0	0	123	0	0	CONF	CONF	0	
2750																																																																7003	0		21360			3152	0		0	47492	0	0	0	899	8	0	25723	31	243	378	247	0	0	18469	8183	9632	7583	1798	928				0	45			0	0	52	1559	816	8768			0			0	0													0	18311	0	0	0	0		0	3016	0	0	0	0	0	0	0	466	0	0	0	0	0			0	0	0	0	0	348	0	0	CONF	CONF	0	
3252																																																															0	36315	1059		47253			8452	0		4334	111388	0	128	0	58	0	50	0	8	50	0	0	0	0	44987	43618	9011	8124	4127	432				0	0			0	0	0	248	0	7285			0			0	0														45133	0	0	0	0		0	855	0	0	0	0	0	0	0	1373	0	0	0	0	0			0	0	0	0	0	4028	0	0	CONF	CONF		
3458																																																																12221	195		5212			5703	0		0	49107	0	133	0	12029	104	25	8236	497	266	4063	6844	341	0	3427	4046	7781	13816	6925	0				0	0			0	0	554	0	4279	6089			0			0	0													0	17765	0	0	0	243		0	0	0	0	0	0	0	0	0	1549	0	0	0	0	0			243	243	0	0	0	1039	0	0	CONF	CONF	0	
3720																																																																11452	1440		3177			23471	1642		4196	183144	0	0	0	39565	1181	342	30910	1785	2337	7248	15871	9268	2982	17452	14370	30816	67247	12354	1308				0	236			0	0	4336	11451	30299	42510			0			0	0														81642	0	0	0	518		0	194	0	0	0	0	0	0	0	3295	0	0	0	0	518			0	0	0	0	0	4699	0	0	CONF	CONF		
3971																																																																13572	54369		6754			198833	43159		0	890309	0	40195	4969	78867	1427	17185	247851	1140	4303	13325	9701	10511	38792	174746	73105	141642	286351	118584	16026				0	371			1134	1073	23473	46688	75901	239470			0			1495	927														301959	0	0	0	7356		775	174	0	0	0	0	0	0	0	344	0	73	0	0	5788			0	0	0	0	0	65937	0	0	CONF	CONF		
4156																																																																21092	3641		5121			16629	6102		0	186704	0	8	0	65233	572	39602	31769	1267	2408	5212	3472	30286	22583	16668	15116	18846	16676	36103	17882				0	0			0	0	2749	717	53205	9533			0			0	0														32664	0	0	0	5985		0	0	0	0	0	0	0	0	0	1127	0	0	0	0	5985			0	0		0	0	975	0	0	CONF	CONF		
4231																																																															0	3513	902		746			3027	0		1054	47132	0	0	0	11670	67	0	11882	530	669	3719	5818	902	0	3949	6734	15099	8784	706	0				0	0			0	0	317	4584	9560	9018			0			140	0														0	0	0	0	140		0	36	0	0	0	0	0	0	0	892	0	0	0	0	0			0	0		0	0	1746	0	0	CONF	CONF		
5069																																																																4450	508		0			10030	4783		0	464068	4989	0	0	81120	0	34539	343561	40356	36556	1994	0	0	0	183256	152864	47557	0	0	0				0	0			0	0	31514	74197	85792	176663			0			8459	0														64199	0	0	0	11055		0	0	0	0	0	0	0	0	0	0	0	0	0	2596	0			0	0	0	0	0	0	0	0	CONF	CONF		
5135																																																															0	92241	2569		70576			44749	0		3945	370710	0	0	0	61358	888	1989	209849	8819	11676	29246	10380	1106	90	125988	64161	103809	11133	2233	1389				718	0			0	0	4019	7126	55222	16781			0			358	0														33525	0	0	0	1881		0	52	0	0	0	0	0	0	0	3813	0	0	0	0	0			1522	947	566	2	7	6653	1	0	CONF	CONF		
5210																																																															0	90886	58733		8874			96572	84142		72945	1538733	0	0	0	313289	46089	42326	135654	13124	40858	39228	66872	77197	76008	263481	76320	227052	363814	283905	8218				0	3573			735	85	15995	67288	296400	375672			0			0	1101														821375	0	0	0	3461		0	514	0	0	0	0	0	0	0	388	0	0	0	0	3461			0	0	0	0	0	7373	0	0	CONF	CONF		
5461																																																																29858	63177		10802			23616	4243		0	409515	249	0	5417	29148	716	2156	26742	1346	150	3121	7329	9042	8029	18362	27726	47829	93654	188353	116				0	72			0	0	2229	2638	52900	182650			0			0	131													0	344476	0	0	0	0		0	2732	0	0	0	0	0	0	0	124	0	0	0	0	0			0	0	0	0	0	4859	0	0	CONF	CONF	0	
5751																																																																29446	3926		15462			31101	2114		2564	151407	0	380	0	30081	134	22563	24031	1510	2400	3229	1671	11062	10187	26839	12122	12078	18510	29181	21671				0	14			0	0	0	2084	22873	6265			0			0	0													0	22741	0	0	0	0		0	35	0	0	0	0	0	0	0	3826	0	0	0	0	0			0	0	0	0	0	1102	0	0	CONF	CONF	0	
6039																																																																39608	1281	0	2814	21926	0	21926	146		873	292083	0	0	0	64099	314	11175	34124	2062	3131	8581	17889	11185	21222	80608	27047	49485	48303	16631	5789	0	0	0	524	174	0		0	0	4328	30489	66721	51389	0	0	0			111	0	0	0	0	0	0	0	0	0	0	0	0	0		8294				111	1427	0	1427	0	0	0	0	0	0	0	974	0	0	0	0	0	0	0	0	0	0	0	0	4996	0	0	CONF	CONF		
6329																																																																3212	26370	0	160	96596	0	96596	8519		831	1229275	0	0	0	242573	8319	734	194646	9446	13991	40943	175371	1717	85	70426	107043	191635	458062	153141	2554	0	0	0	0	1324	0		0	0	57912	146859	133077	90482	0	0	0			0	172	0	0	0	0	0	0	0	0	0	0	0	0	596	82583				0	561	0	562	0	0	0	0	0	0	0	325670	0	0	0	0	0	0	0	0	0	0	0	0	86809	0	88	CONF	CONF	0	
7009																																																															0	0	0		0			51357	0		0	307870	0	0	0	0	0	0	302510	0	0	0	0	0	0	302510	0	0	5360	0	0				0	0			0	0	0	0	0	0			0			0	0														0	0	0	0	0		0	1100	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	255413	0	0	CONF	CONF		
7045																																																															0	7480	0		6478			4742	554		843	107657	0	0	0	59931	254	28486	5532	41	1232	1667	1955	9690	45145	2625	4965	12424	10046	8715	8363				526	8			0	0	2269	0	3835	8226			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		54511				369		0	0	0	0	0	0	0	0	0	6665	0	0	0	0	0			369	369	0	0	0	5846	0	0	CONF	CONF		
7072																																																																4394	22230		132			25277	7141		0	301513	0	0	0	174672	2852	99537	16603	5193	14019	1753	4422	48351	100602	20363	5179	9715	15654	38148	37266				0	1466			0	0	2849	10748	30191	18414			0			402	295														128194	0	0	0	2018		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1616			0	0	0	0	0	1147	0	547	CONF	CONF		
7456																																																															0	13014	0		40543			13902	0		85	82315	0	0	0	4422	38	0	44240	78	304	2278	1508	254	0	42404	3018	8795	21609	415	1652				0	15					482	182	2120	5615			0			0	0														57622	0	0	0	0		0	7	0	0	0	0	0	0	0	1172	0	0	0	0	0			0	0	0	0	0	718	0	0	CONF	CONF		
7634																																																																2517	403		7147			10245	0		0	63416	0	0	0	16576	538	0	15999	337	1067	4073	5725	5374	0	5138	9527	14561	11512	4655	1330				0	0			0	0	3025	1602	1720	10318			0			0	0														1572	0	0	0	0		0	69	0	0	0	0	0	0	0	844	0	0	0	0	0			0	0	0	0	0	8412	0	0	CONF	CONF		
8033																																																																8580	1412		5004			19102	0		0	256710	0	0	0	116755	1923	4230	108932	14963	19201	29190	52170	829	0	56723	18045	24335	37393	2389	0				0	0			0	0	25285	34960	33547	5107			0			0	300													0	122480	0	0	0	0		0	73	0	0	0	0	0	0	0	1265	0	0	0	0	0			0	0	0	0	0	3697	0	0	CONF	CONF	0	
8462																																																															0	9932	0		11828			19191	0		0	73292	0	0	0	15164	0	7415	11114	173	197	8	7011	2314	5461	20091	4915	7219	15764	5859	4280				0	0			0	0	0	616	4051	1048			0			0	0														0	0	0	0	478		0	0	0	0	0	0	0	0	0	7057	0	0	0	0	0			47	0	0	0	0	4405	431	0	CONF	CONF		
8631																																																																140	0		656			4541	0		1766	39048	0	0	0	19652	538	697	2804	147	309	927	564	5076	12506	2035	378	2140	4962	6843	2595				0	0			0	0	0	1509	296	7375			0			54	0													0	0	0	0	0	54		0	65	0	0	0	0	0	0	0	1522	0	0	0	0	0			0	0		0	0	988	0	0	CONF	CONF	0	
9357																																																																0	27614		0			142865	996		0	344319	0	18269	0	60	79	0	170569	0	0	0	0	60	0	143205	38753	39733	70588	41841	9848				0	1886			0	0	0	0	37343	35491			0			0	0													0	207440	0	0	0	0		78674	370	0	0	0	0	0	0	0	65	0	0	0	0	0			0	0	0	0	0	607	0	0	CONF	CONF	0	
9553																																																															0	54769	2387		52711			8505	0		0	136050	0	0	0	9314	45	50	45985	111	676	1303	4973	2076	163	50955	1802	13516	25560	27212	7691				0	0			0	0	1761	0	1965	587			0			0	0														89651	0	0	0	0		0	2748	0	0	0	0	0	0	0	866	0	0	0	0	0			0	0	0	0	0	392	0	0	CONF	CONF		
9807																																																																0	496592	0	0	27176	0	27176	31707		0	1596553	1408	0	0	222981	21056	56274	482186	4834	8133	23665	29160	74127	80868	132782	336437	276399	350359	267417	4036	0	0	0	0	14	0		0	0	44211	266527	99041	388111	0	0	0			1594	2234	0	0	0	0	0	0	0	0	0	0	0	0	0	491692				32016	191	0	191	0	48576	0	0	0	0	0	0	5543	4238	1939	1948	16754	0	0	0	0	0	0	0	354	0	2190	CONF	CONF	0	
9955																																																																17285	4722		3095			14003	2380		0	112060	0	11942	0	12769	595	7	40615	608	97	8160	3779	78	47	22141	17769	32886	23610	2886	0				0	0			0	0	678	0	1788	42387			0			0	0														35108	0	0	0	0		0	0	0	0	0	0	0	0	0	321	0	0	0	0	0			0	0		0	0	95	0	0	CONF	CONF		
10250																																																																1043	19900		0			98710	15263		0	348859	0	0	0	52047	3432	17700	29833	2215	1380	4605	13938	20723	9103	29063	11520	54520	121414	80280	0				174	286			0	0	6557	16148	78137	43654			0			0	0														145697	0	0	0	0		0	63	0	0	0	0	0	0	0	8630	0	0	0	0	0			0	0	0	0	0	4815	0	0	CONF	CONF		
10849																																																															0	23255	9101		6789			12168	369		2356	207598	31	0	0	48108	37	45521	19686	3402	8856	20092	14016	1742	0	18685	23273	38689	67580	9163	2131				0	0			0	0	2406	15511	47239	35348			0			0	0														0	0	0	0	0		0	3335	0	0	0	0	0	0	0	618	0	0	0	0	0			0	0		0	0	989	0	0	CONF	CONF		
11145																																																																933	530	0	13	19494	0	19494	7935		1460	230217	0	0	0	54316	167	5328	23343	1313	5455	5395	11288	17935	12579	25865	8829	26132	65507	48835	573	0	0	0	0	13	0		0	0	2182	11940	52960	22562	0	0	0			511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19507				1160	0	0	0	0	0	0	0	0	0	0	6391	0	0	0	373	24	0	0	252	252	0	0	0	49321	0	0	CONF	CONF	0	
11640																																																															0	18699	58		70621			19472	3094		0	229646	0	0	0	29356	1106	24086	104623	3218	2858	3028	4088	7225	8939	18160	85936	28014	26817	22995	18318				0	0			0	0	5745	36872	15119	20085			0			20	0														91774	0	0	0	20		0	91	0	0	0	0	0	0	0	5939	0	0	0	0	0			0	0	0	0	0	3389	0	0	CONF	CONF		
11837																																																																2034	5880		76			1790	1071		2775	64227	141	0	0	21621	110	0	12671	922	3410	10269	4809	1521	690	4964	4245	15983	13050	4505	0				119	290			0	0	2580	2038	3802	19296			0			0	0														910	0	0	0	0		43	42	0	0	0	0	0	0	0	221	0	0	0	0	0			0	0		0	0	580	0	0	CONF	CONF		
12030																																																															0	39642	1687		1424			34856	0		1	361019	0	0	0	89475	216	36145	51251	5016	7482	31478	8929	33385	3182	36828	48414	129328	37361	17330	2266				728	221			0	0	883	15524	100181	48335			0			0	0														0	0	0	0	0		0	628	0	0	0	0	0	0	0	15712	0	0	0	0	0			0	0	0	0	0	11506	0	0	CONF	CONF		
