"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
24006	0	0	0	0	0	0	180	117				0	154	90		0				0		0	0	0	0	8			0	0	48	0	0	0			0	0	0	0	0	0	0	0				0	0	64	7	
24378	0	0	0	0	0	0	8	0				0	0	0		0							0	0	0	0			0	0	6	2	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24659	0	0	0	0	0	0	9	0				0	116	46		21				0		0	0	0	0	0			0	0	9	0	0	0			0	0	0	0	45	0	0	0				4	0	0	0	
24949	0	0	0	0	0	0	165	5				0	34	0		0				0		0	0	0	0	20			3	2	36	0	21	0			0	0	0	4	0	9	0	68				0	0	10	21	
25357	3	3	0	0	0	0	100	0				68	2583	2226		279				145		25	0	0	0	0			0	0	7	0	25	0			0	0	0	0	0	0	0	0				0	0	50	22	
25647	0	0	0	0	0	0	0	0		0		0	437	341		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	96	0	0	0	0	0		0	0	0	0	
26457	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26765	0	0	0	0	0	0	880	704				66	707	530		170				0		0	0	0	0	0			0	0	79	0	0	0			0	0	0	0	0	28	0	0				0	1	7	2	
27070	0	0	0	0	0	0	8	0				0	27	0		0				0		0	0	0	0	0			0	0	2	0	1	0			0	0	0	0	0	0	0	0				0	0	26	6	
27548	0	0	0	0	0	0	285	0				0	1747	253		0				0		0	0	0	0	0			0	0	104	0	52	0			0	0	0	0	1050	1	0	0				24	1	368	179	
27614	0	0	0	0	0	0	36	0				0	35	0		0				0		0	0	0	0	0			0	0	28	1	16	1			0	0	0	0	0	0	0	0				0	5	18	2	
27847	0	0	0	0	0	0	223	10				10	286	162		4				4		10	0	0	0	0			0	0	24	0	53	0			0	0	0	3	0	126	0	0				51	25	16	25	
28013	0	0	278	51	0	0	489	144		0		209	1326	812		0		0	0	0	0	0	0	0	200	0			0	0	31	0	0	36			0	0	0	0	0	54	0	0	0	0		0	0	0	0	
28152	0	0	0	0	0	0	0	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
28675	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28732	0	0	0	0	0	0	4	0				0	11	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	11	4	
29476	0	0	0	0	0	0	159	0				148	151	0		145				0		0	0	0	0	0			0	0	11	0	0	0			0	0	0	0	0	0	0	0				0	0	6	0	
29636	3	4	0	0	0	0	806	30				3	179	62		0				0		3	0	0	0	0			69	23	75	0	2	1			0	1	0	13	1	168	0	0				0	1	41	488	
29878	0	0	0	0	0	0	79	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	79	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
30052	0	0	0	0	0	0	0	0				0	2	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
30502	0	0	0	0	0	0	234	89				50	140	0		93				0		0	0	0	0	0			0	0	47	4	0	0			0	0	0	0	0	5	0	0				0	2	47	37	
30650	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30810	0	0	0	0			885505		477	0	0	0	2701812		0	0	3990	0	0	0	0	0	0	0	0	149			2412643	793488	48	223	18	161	476438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285000	91120	
31134	0	0	0	0	0	0	28	5				0	77	20		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				7	2	50	21	
31255	0	0	0	0	0	0	124	86		0		0	163	148		15		0	0	0	0	0	0	0	0	0			0	0	0	38	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	21	16				0	1	1		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	5	
31826	0	1	0	0	0	0	60	5		0		13	61	15		14		0	0	10	0	13	0	5	0	0			0	0	0	0	0	0			0	0	0	0	0	6	0	0	0	0		7	3	25	32	
31835	0	50	0	85	0	0	217	12				8	201	48		13				13		8	0	0	0	0			0	0	0	5	0	0			0	0	0	0	0	16	0	0				97	31	43	10	
32234	0	0	0	0	0	0	30	0				0	69	0		0							0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	68	30	
32766	0	0	0	0	0	0	0	0				0	195	24		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	171	0	
32971	0	0	0	0	0	0	106	26				0	161	3		0				0		0	0	0	0	2			0	0	22	6	14	0			0	0	0	0	0	0	0	0				0	0	144	50	
33147	0	0	0	0	0	0	8	0				4	571	15		0				0		4	0	0	0	0			0	0	2	0	29	0			0	0	0	0	500	0	0	0				11	1	16	1	
33259	0	0	0	0	0	0	248	0				0	378	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	245	0	0	371	0	0	0				0	0	7	3	
33370	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33857	0	1	0	0	0	0	64	40		0		0	97	91		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	1	0	0	0	0	0	0	0	0		0	14	6	8	
34434	0	1	0	0	0	0	89	7				3	101	0		0				0		3	0	0	0	0			36	7	0	0	18	0			0	0	0	0	0	38	0	0				2	8	45	25	
34537	0	0	0	0	0	0	2017	862		0		0	2897	1447		0		0	0	0	0	0	0	0	93	16			0	0	323	155	29	1			0	0	0	69	0	0	0	63	0	0		32	40	1295	489	
34555	0	82	0	0	0	0	95	1		0		1	186	0		159		0	0	0	0	0	0	0	0	0			3	0	0	0	13	0			0	0	0	0	0	0	0	0	0	0		4	1	7	10	
34742	0	0	0	0	0	0	8	1				0	12	0		0				0		0	0	0	0	6			0	0	0	0	5	0			0	0	0	0	0	0	0	0				0	0	7	1	
35057	0	0	0	0	0	0	76	0				0	106	0		0							0	0	0	0			0	0	44	0	55	0			0	0	0	0	0	0	0	0				0	0	51	32	
35301	0	0	0	0			0		0	0	0	0	6000		0	0	5000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35646	0	0	0	0	0	0	0	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	1	0	
35879	0	0	0	0	0	0	1	0				0	78	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	78	1	
36456	0	350	0	0	0	0	548	188				10	35	0		21				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				14	0	0	0	
36933	0	0	0	0	0	0	2	1				0	35	24		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	1	6	0	
37051	0	0	0	0	0	0	0	0				0	6	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	0	
37341	0	0	0	0	0	0	11	1				0	20	0		9				9		0	0	0	0	0			0	0	8	0	0	0			0	0	0	0	0	0	0	0				0	0	11	2	
37435	0	0	0	0	0	0	752	103				0	1455	470		0				0		0	0	0	0	21			80	34	118	3	0	0			0	0	0	93	0	72	1	8				553	118	351	182	
37640	0	0	0	0	0	0	534	27		0		446	2850	1149		1254		0	0	0	0	0	0	0	69	1			165	19	6	0	35	0			0	0	0	0	0	0	68	23	0	0		17	3	93	9	
37659	0	0	0	0	0	0	4	0				0	17	1		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	16	4	
37949	0	0	0	0	0	0	13	13				0	922	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	919	0				0	0	1	0	
38740	0	0	0	0	0	0	11	0				7	37	0		26				0		0	0	0	0	0			0	0	0	0	0	3			0	0	0	0	0	0	0	0				2	1	6	3	
39327	0	0	0	0	0	0	644	0				33	123	0		102				0		0	0	0	0	0			0	0	610	0	0	0			0	0	0	0	0	0	0	0				0	0	21	1	
39756	0	0	0	0	0	0	216	157		0		58	1092	1092		0		0	0	0	0	58	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	1	
40033	0	0	0	0	0	0	2	0				0	43	28		0							0	0	0	0			0	0	2	0	15	0			0	0	0	0	0	0	0	0				0	0	0	0	
40499	0	0	0	0	0	0	1799	1563		0		0	5293	253		0		0	0	0	0	0	0	0	0	82			0	0	2	35	0	0			0	0	0	0	113	35	4851	3	0	0		33	53	43	26	
40855	0	0	0	0	0	0	3	1				0	49	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				49	2	0	0	
41553	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
41629	0	0	0	0	0	0	322	0				0	287	0		0							0	0	0	0			16	19	0	0	0	0			0	0	0	0	0	12	0	0				226	236	45	55	
41825	0	0	0	0	0	0	24	24		0		0	7	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	7	0	
42037	0	0	0	0	0	0	23	0				0	106	28		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	78	23	
42354	0	0	0	0	0	0	0	0				0	38	3		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				11	0	24	0	
42372	0	0	0	0	0	0	23	13				0	33	0		0				0		0	0	0	0	1			0	0	0	0	0	0			0	0	0	8	0	0	0	0				15	0	18	1	
42420	0	0	411	411	0	0	2708	273		0		121	9845	927		1434		0	0	0	0	0	0	0	176	49			486	75	130	8	163	0			0	0	0	9	240	16	1836	342	0	0		2639	787	1533	487	
42448	9	19	0	0	0	0	1240	18		0		359	2651	375		937		0	0	66	0	5	0	0	66	1			44	12	173	1	466	0			221	0	0	0	0	604	0	0	0	0		135	13	398	40	
42457	0	0	0	0	0	0	0	0				0	115	115		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
43052	0	0	0	0	0	0	31	0				0	217	216		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	1	20	0	11				0	0	0	0	
43351	0	0	0	0	0	0	243	181				41	774	340		265				265		41	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	95	0				0	2	74	19	
