"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
2732																																							101699	7455	51929	0	1112	2858	0	7533	705700	592777	2841	595618	0	5022	0	0	110082	0	705700	0	0	105767	0	0	5789	0	174980	417797			0	538136	533114	-1474	0	0	0	0	110082	0	0	
2750																																							511	1167	15439	0	0	276	0	4096	68515	56168	836	61816	0	509	3090	0	6699	111	68515	0	0	521	0	0	7500	0	9828	46340			0	47492	46983	-1433	0	0	1722	0	6699	43	0	
3252																																							250	8348	189674	0	0	436	0	5273	319751	287202	436	290638	0	3618	3000	0	29113	200	319751	0	0	34391	0	0	300	0	53213	233989			0	111388	107770	-5778	8000	0	0	0	29113	0	0	
3458																																							1735	1701	18133	0	0	2660	0	2935	77447	67103	231	73334	0	579	5000	0	4113	100	77447	0	0	4969	0	0	1101	0	10169	56934			0	49107	48528	-2057	68	0	0	1000	4113	0	1687	
3720																																							56537	5816	88971	0	0	3965	428	14594	393799	354808	2698	357506	0	1794	0	0	36293	2400	393799	0	0	27462	0	0	18600	60	102283	252525			-4500	183084	181290	-7669	225	0	0	0	36293	0	41913	
3971																																							34856	4605	124585	1925	4816	10004	1197	38551	1102209	919831	8618	1009223	0	11799	80774	0	92986	2	1102209	0	0	15059	0	0	93423	0	169873	749958			0	890309	878510	-15498	2282	0	0	0	92986	878	0	
4156																																							9082	7530	59642	0	1783	6105	0	8871	278919	253310	615	260030	0	3044	1500	0	18889	1200	278919	0	0	17820	0	0	6657	0	56685	196625			0	186704	183660	-6788	2125	0	0	4605	18889	121	0	
4231																																							42766	1107	58395	0	0	859	0	6571	159888	144546	291	144837	0	863	0	0	15051	500	159888	0	0	7687	0	0	12100	0	41352	103194			0	47132	46269	-5236	0	0	0	0	15051	0	3921	
5069																																							77632	1296	8572	0	0	30482	0	10608	581115	359791	4439	364230	0	12421	0	0	216885	4500	581115	0	0	208058	0	0	4129	0	38149	321642			0	464068	451647	198	0	0	0	0	216885	878	0	
5135																																							96487	7063	90306	0	1042	6910	864	16421	585309	466778	2578	492598	0	4494	23242	0	92711	651	585309	0	0	68709	0	0	24391	0	122674	344104			0	370710	366216	-1040	0	0	0	0	92711	0	0	
5210																																							128094	23037	553554	2629	38158	29033	474	125323	2487272	2201468	14882	2261466	0	17861	3162	0	225806	4798	2487272	0	0	170680	0	0	108340	123	595752	1605716			0	1538610	1520749	-58012	0	0	0	41954	225806	1121	64977	
5461																																							35968	12948	93807	0	60	14590	0	20628	828225	767707	8732	776439	0	6213	0	0	51786	2059	828225	0	0	74961	0	0	4241	0	353127	414580			0	409515	403302	-29475	0	0	0	0	51786	0	246922	
5751																																							2079	7475	88689	0	1089	1918	0	8957	265623	229632	1650	234282	0	2410	3000	0	31341	600	265623	0	0	32576	0	0	8752	0	50388	179244			0	151407	148997	-10587	0	0	0	0	31341	169	6250	
6039																																							22039	4809	40763	0	0	6457	0	7295	394045	355129	2262	357391	0	4401	0	0	36654	469	394045	0	0	6448	0	0	30568	0	126273	228856			0	292083	287682	-831	25000	0	0	0	36654	0	0	
6329																																							65093	38155	162304	0	0	38715	799	39192	1554014	1414238	7110	1421348	0	19520	0	0	132666	2600	1554014	0	0	110470	0	0	37400	1950	506755	907483			0	1227325	1207805	-17804	1	0	0	0	132666	0	0	
7009																																							357752	508	172255	0	0	1870	0	15066	855988	738846	14043	752889	0	0	0	0	103099	500	855988	0	0	104519	0	0	552	0	349763	389083			0	307870	307870	-2472	0	0	0	0	103099	667	0	
7045																																							11330	3349	143717	0	0	1570	0	7011	274404	262963	528	263491	0	1150	0	0	10913	100	274404	0	0	22203	0	0	2325	0	130522	132441			0	107658	106508	-13715	0	0	0	0	10913	0	919	
7072																																							37	6330	39455	0	7201	13381	0	21365	444366	376853	4698	404551	0	3000	23000	0	39815	0	444366	0	0	39564	0	0	4060	677	83708	293145			0	300837	297837	-3809	8300	0	0	0	39815	0	49783	
7456																																							1060	3046	44171	0	0	821	0	4275	134788	122935	253	126336	0	900	850	0	8452	400	134788	0	0	3958	0	0	6600	0	27876	95059			0	82315	81415	-2506	0	0	2298	0	8452	0	0	
7634																																							7657	836	12920	0	0	387	0	987	84966	75151	208	75359	0	1237	0	0	9607	200	84966	0	0	3366	0	0	8060	0	17215	57936			0	63416	62179	-2019	0	0	0	0	9607	0	0	
8033																																							45219	5627	15441	0	0	5618	363	6994	336954	273140	4623	277763	0	1893	0	0	59191	774	336954	0	0	51767	0	0	7226	0	96411	176729			0	256710	254817	-576	2875	0	0	0	59191	0	0	
8462																																							1193	9870	90697	0	0	371	0	1111	175618	155435	254	155689	0	1996	0	0	19929	350	175618	0	0	27839	0	0	350	0	44012	111423			0	73292	71296	-8610	1080	0	0	0	19929	0	0	
8631																																							6515	2083	21349	0	0	2740	0	4011	78975	72495	855	73350	0	400	0	0	5625	500	78975	0	0	5996	0	0	800	0	25285	47210			0	39048	38648	-1671	3629	0	0	0	5625	0	0	
9357																																							215990	8374	48235	1449	31873	3321	0	6055	656371	547198	8390	555588	0	4112	0	0	100783	500	656371	0	0	46805	0	0	56160	0	212756	334442			0	344319	340207	-2682	0	0	0	0	100783	867	0	
9553																																							1004	3861	42361	0	0	847	0	11245	226220	137650	1361	211293	0	1212	72202	0	14927	400	226220	0	0	18634	0	0	1700	0	34457	103192			0	136050	134838	-5807	0	0	80	0	14927	0	32064	
9807																																							33869	17527	690514	0	0	23802	3831	152401	2683706	2341215	13062	2376588	0	27996	0	0	307118	20000	2683706	0	0	184468	0	0	112272	0	179609	2161606			0	1596553	1568557	-9622	0	0	0	22311	307118	1107	192098	
9955																																							6898	1909	63982	0	0	5562	0	4072	197432	155485	398	177744	0	1819	21861	0	19688	110	197432	0	0	21838	0	0	3023	0	46756	108729			0	112060	110241	-5283	0	4768	0	0	19688	0	0	
10250																																							5246	12685	188790	0	0	8798	521	6565	631063	609697	2269	611966	0	4734	0	0	19097	1500	631063	0	0	18007	0	0	34750	0	186377	423320			0	348859	344125	-35160	1500	0	0	0	19097	0	62833	
10849																																							12927	1748	64181	0	694	6055	0	4115	294448	268847	696	269543	0	2869	0	0	24905	16	294448	0	0	15387	0	0	15375	0	44600	224247			0	207597	204728	-5873	0	0	0	0	24905	0	0	
11145																																							4802	13772	129510	94	450	7315	470	18096	401813	348838	3697	372042	0	2913	19507	0	29771	1000	401813	0	0	20133	0	0	25000	0	102480	246358			0	230217	227304	-16362	0	0	0	0	29771	0	0	
11640																																							1553	15008	122547	0	0	3866	0	24703	394357	359127	2358	361485	0	2966	0	0	32872	650	394357	0	0	2942	0	0	43045	0	113087	246040			0	229646	226680	-13765	0	0	0	0	32872	0	0	
11837																																							5734	1210	72637	0	0	1043	0	2515	146344	134820	133	134953	0	1022	0	0	11391	314	146344	0	0	4371	0	0	11686	0	15976	118844			0	64227	63205	-4980	0	0	0	0	11391	0	0	
12030																																							76433	20993	63126	0	0	3503	1124	22471	539144	449723	5553	455276	0	11961	0	0	83868	300	539144	0	0	83982	0	0	300	0	184670	265053			0	361019	349058	-714	2210	0	0	0	83868	0	226	
12142																																							5549	4858	76059	0	0	4728	0	12862	307136	285382	4748	297130	0	2020	7000	0	10006	1250	307136	0	0	8906	0	0	20950	0	105566	179816			0	143205	141185	-21100	6025	0	0	0	10006	0	55870	
12311	5098884	1383012	23421855	0	6037835	1430178	11493	6664355	182325674	3525885	164941991	421538	2121123	7561899	886334	16962145	39999	182325674	512535	957395	2849402	2143089	780000	16372652	529243		0	120161660	118040537	-3079908	0	253032	17383683	1146	17051512	0	0	0			23421855							151757446					7561899					512535	957395						42043443	109714003							0	0	0	253032		1146		
12647																																							16504	4832	0	0	394	3727	0	1989	211285	183037	297	190334	0	1085	7000	0	20951	250	211285	0	0	3645	0	0	17056	0	73699	109338			0	121292	120207	0	0	0	0	0	20951	0	63632	
12656																																							4579	2501	0	0	0	102	0	159	21271	18850	30	18880	0	180	0	0	2391	72	21271	0	0	1931	0	0	388	0	5664	13186			0	10840	10660	0	0	0	0	0	2391	81	3189	
12946																																							6490	40003	579703	31	38371	55337	0	72699	2502223	2279913	14475	2317551	0	25661	23163	0	184672	1	2502223	0	0	164314	18419	0	98102	8149	443462	1836451			0	1704142	1678481	-77745	625	0	0	0	184672	3915	0	
13103																																							11816	20936	423598	980	15533	18960	0	80872	3093991	2417279	40216	2721362	4413	22073	263867	0	368216	500	3093991	0	0	381695	0	0	34019	1336	508066	1909213			0	2305270	2283197	-47998	0	0	0	0	372629	209133	27630	
13251																																							7834	2014	8301	0	0	1400	0	1535	65808	57455	208	59063	0	708	1400	0	6745	25	65808	0	0	3195	0	0	3975	0	13744	43711			0	44190	43482	-450	1242	0	0	0	6745	0	0	
13457																																							6916	1140	6305	0	0	6	0	1286	25759	21319	214	21533	0	103	0	0	4226	50	25759	0	0	281	0	0	4143	0	7362	13957			0	10209	10106	-248	0	0	0	0	4226	0	0	
14155																																							3475	12118	33153	0	0	6488	0	9436	332117	291802	1567	299369	0	3836	0	0	32748	176	332117	0	0	33644	0	0	160	0	65259	226543			0	271283	267447	-1232	0	0	6000	0	32748	0	0	
14650																																							1136	1618	0	0	90	225	0	2139	45588	39701	304	40005	0	483	0	0	5583	200	45588	0	0	5083	0	0	300	0	13426	26275			0	27796	27313	0	4625	0	0	0	5583	0	8442	
14753																																							6624	1239	10884	0	0	80	0	1464	66040	60925	75	61000	0	557	0	0	5040	300	66040	0	0	3516	0	977	1277	0	24458	36467			0	26063	25506	-1030	19393	0	0	0	5040	59	791	
14865																																							149620	23930	191313	0	1024	8959	0	24131	890181	819253	7087	826340	0	5434	0	0	63841	730	890181	0	0	51062	0	0	17909	0	236804	582449			0	494242	488808	-5860	0	0	0	0	63841	0	2396	
14977																																							3980	1057	7293	0	0	1505	0	1133	57457	46630	78	46708	0	603	0	0	10749	0	57457	0	0	10722	0	0	0	0	16453	30177			0	42348	41745	27	744	0	0	0	10749	0	0	
16551																																							89	6171	101602	0	4849	9646	0	9118	427321	383591	630	389015	0	4257	4500	0	38306	175	427321	0	0	27031	0	0	19825	362	98313	285278			0	269437	265180	-8725	0	0	294	0	38306	0	30304	
17110																																							34863	3676	0	0	0	13374	0	4598	169266	116085	20606	136691	0	279	0	0	32575	300	169266	0	0	25289	0	0	6986	0	0	116085			0	91909	91630	0	0	0	0	0	32575	21025	100	
17147																																							123835	122594	1971277	0	755450	140618	6431	721118	17923519	14439483	200891	15804203	0	223277	824856	0	2119316	10871	17923519	0	0	669676	5358	125	1675738	9094	3230156	11209328			0	12003894	11780617	-237094	0	0	171560	167413	2119316	0	2287127	
17259																																							3216	1183	20369	0	0	1384	0	3099	70783	55821	1864	67610	0	172	0	0	3173	769	70783	0	0	3816	0	0	769	0	14444	41377			0	40924	40752	-2181	35	0	9925	0	3173	0	745	
17950																																							2186	11760	400906	0	5153	8468	0	21290	767763	707518	2430	725748	0	5845	12000	0	42015	725	767763	0	0	42052	0	0	32837	326	163349	544169			0	323519	317674	-33599	0	0	3800	0	42015	0	0	
17978																																							33929	2962	0	0	0	5296	411	3641	328286	195941	341	200282	0	1437	4000	0	128004	0	328286	0	0	128004	0	0	0	0	3366	192575			0	145256	143819	0	0	0	0	0	128004	0	138228	
18050																																							24775	13145	418293	0	0	12487	0	20669	969875	879827	7454	917289	0	6619	30008	0	52586	1214	969875	0	0	75281	0	0	34671	932	344603	535224			0	486193	479574	-58580	0	0	0	0	52586	0	0	
18827																																							15517	23535	303451	3021	9517	32501	105	78433	1991078	1808233	16700	1824933	0	14707	0	0	166145	588	1991078	0	0	76681	0	0	109731	0	415278	1392955			0	1538549	1523842	-20855	0	0	0	0	166145	1156	0	
18836																																							7642	1876	41795	0	0	4076	4	8035	201384	181533	2232	183765	0	1593	0	0	17619	180	201384	0	0	18822	0	0	1676	0	53836	127697			0	139549	137956	-3059	0	0	0	0	17619	0	0	
18854																																							92802	21787	173165	0	8928	13182	0	17648	1583235	1429675	10511	1440186	0	14734	0	0	143049	40	1583235	0	0	138114	0	0	14198	0	439785	989890			0	1270457	1255723	-9303	0	0	0	0	143049	0	0	
19356																																							345	10164	14173	0	788	1164	318	4155	125638	108741	646	116887	0	1014	5000	0	8751	2025	125638	0	0	4013	0	0	4950	0	42847	65894			0	91157	90143	-2237	4388	0	2500	0	8751	0	0	
19936																																							97441	2748	104109	0	0	3909	0	13172	439361	403818	1864	411046	0	4479	5364	0	28315	420	439361	0	0	24722	0	0	13672	0	117228	286590			0	216380	211901	-10499	0	0	0	0	28315	0	6081	
19972																																							40402	1940	0	0	0	359	0	6210	122317	97309	1383	98692	0	399	0	0	23625	0	122317	0	0	23625	0	0	0	0	166	97143			0	45823	45424	0	0	0	0	0	23625	0	27982	
20053																																							115	4510	8401	0	0	395	0	2659	154195	133949	500	134449	0	1603	0	0	19746	150	154195	0	0	13859	0	0	6053	0	35195	98754			0	138540	136937	-316	1178	0	0	0	19746	0	0	
20633																																							8568	4308	64115	0	0	5744	917	15686	358470	304606	2635	323577	0	3078	16336	0	34893	1106	358470	0	0	37192	0	0	2816	0	40086	264520			0	260575	257497	-6221	960	0	0	0	34893	675	0	
20857																																							25204	1978	96385	0	444	3880	43	10209	481852	438931	916	455836	0	1960	15989	0	26016	200	481852	0	0	3556	0	0	32300	0	169433	269498			0	251654	249694	-10040	0	0	0	0	26016	44	93971	
21256																																							1800	228	3060	0	0	138	0	519	12075	11062	9	11071	0	71	0	0	1004	105	12075	0	0	657	0	0	495	0	3703	7359			0	6401	6330	-253	0	0	0	0	1004	0	0	
21359																																							8686	4834	20851	0	28	322	0	1221	72317	67564	196	67760	0	468	0	0	4557	550	72317	0	0	3276	0	0	3350	0	20138	47426			0	36604	36136	-2619	0	0	0	0	4557	0	239	
21658																																							4722	5000	77485	0	0	1759	144	6012	219584	198239	1721	205260	0	2381	5300	0	14324	100	219584	0	0	16803	0	0	4157	0	22176	176063			0	124099	121718	-6736	2688	0	0	0	14324	56	0	
22048																																							4496	8010	55646	0	0	3803	0	10178	287427	260401	1833	267813	0	3465	5579	0	19614	1000	287427	0	0	20816	0	0	6650	0	66001	194400			0	207934	204469	-8852	825	0	0	0	19614	0	0	
22543																																							36035	5581	47041	0	3871	7140	0	2988	366226	334328	1819	336147	0	2273	0	0	30079	602	366226	0	0	18299	0	0	11698	204	131356	202972			0	254104	251831	-520	11479	0	0	0	30079	56	0	
22552																																							3695	3114	28777	0	0	2272	519	1835	127823	105226	159	120682	0	744	5987	0	7141	100	127823	0	0	2429	0	0	6900	0	31508	73718			0	87041	86297	-2288	0	0	9310	0	7141	44	1270	
22730																																							10029	3481	148420	0	0	3002	15	10419	276639	258108	1653	265897	0	1353	263	0	10742	250	276639	0	0	21277	0	0	300	0	107198	150910			0	102146	100793	-11085	480	0	0	5873	10742	0	0	
23456																																							645	4664	86153	0	0	3232	0	6294	302447	269969	341	282478	0	2559	10280	0	19969	126	302447	0	0	30903	0	0	1012	0	43713	226256			0	203607	201048	-12072	0	0	1888	0	19969	0	411	
23504																																							103599	61629	948098	0	161300	104607	0	585611	13173581	10275348	124137	11824500	119	83507	1284040	0	1348962	1	13173581	139615	139615	619366	0	0	831703	0	3540159	6735189			-8078	10566831	10483324	-94030	0	0	0	1360	1349081	0	585798	
23643																																							6199	1427	83893	0	0	1452	85	8983	246218	232766	353	236869	0	1408	3750	0	9349	200	246218	0	0	21432	0	0	2300	0	58075	174691			0	145587	144179	-14583	0	0	0	0	9349	0	0	
23755																																							7188	1744	60338	0	1520	5381	0	7823	300835	285789	1693	287482	0	2231	0	0	13353	110	300835	0	0	21310	0	0	4615	0	74610	211179			0	178996	176765	-12682	0	0	0	0	13353	0	40076	
24006																																							37773	9405	32270	0	6171	20365	0	61255	1949094	1613198	20640	1700692	0	9296	53254	0	248402	0	1949094	13600	13600	150558	0	0	107107	0	230789	1382409			0	1365758	1356462	-9263	1098	0	0	0	248402	0	410695	
24378																																							917	821	6279	0	0	1569	0	1059	74748	66218	566	67284	0	253	500	0	7464	0	74748	0	0	7674	0	0	0	0	12085	54133			0	51360	51107	-210	462	0	0	0	7464	0	12534	
24659																																							3952	2187	12815	0	1523	639	0	839	122054	111314	342	111656	0	523	0	0	10398	50	122054	0	0	2470	0	0	7950	0	34405	76909			0	54977	54454	-72	4752	0	0	0	10398	0	40893	
24949																																							83322	7940	55444	0	1046	4107	0	17600	517890	459899	4456	469355	0	6312	5000	0	48535	1800	517890	0	0	18024	0	0	33223	0	127793	332106			0	257154	250842	-4512	174	0	0	0	48535	0	97415	
25357																																							3214	5611	20715	0	787	5480	394	9504	523723	477210	489	477699	0	6163	0	0	46024	1608	523723	0	0	8789	549	0	36907	0	82116	395094			0	458674	452511	-1280	2972	0	0	0	46024	0	21986	
25647																																							36740	3304	33011	0	0	7220	0	5372	349267	306594	2923	316106	0	3086	6589	0	33161	12	349267	0	0	5298	0	0	30079	0	55418	251176			0	266706	263620	-2228	0	0	0	0	33161	0	0	
26457																																							0	4559	5433	0	0	129	0	485	44049	40385	50	40435	0	232	0	0	3614	100	44049	0	0	3313	0	0	250	0	6347	34038			0	25766	25534	-49	0	0	0	0	3614	0	7909	
26765																																							266594	33200	191752	0	7385	65458	814	102830	3354633	2930725	31640	3012365	0	34829	50000	0	342268	2360	3354633	0	0	56417	0	0	306537	170	1247505	1683220			0	2700195	2665366	-23046	0	0	0	0	342268	0	21064	
27070																																							16956	11705	225076	0	29877	18186	0	46315	931741	734406	4287	798869	0	5698	53000	0	132872	0	931741	0	0	151928	0	0	0	0	86547	647859			0	589324	583626	-19056	0	0	7176	0	132872	0	0	
27548																																							5302	16662	442228	0	15271	17192	17	41308	1315093	1197810	5631	1221441	0	8714	18000	0	93652	250	1315093	0	0	73181	0	0	55854	2190	353295	844515			0	780182	771468	-35633	0	0	0	0	93652	3455	0	
27614																																							7599	7781	247858	0	2700	7631	10	22852	571761	529181	2720	551901	0	1362	20000	0	19860	1515	571761	0	0	40305	0	0	11139	0	147591	381590			0	276692	275330	-33099	0	0	0	0	19860	0	0	
27847																																							4828	11466	136419	0	0	12142	49	27233	784147	715954	3254	724208	0	7442	5000	0	59939	430	784147	0	0	71322	0	0	7982	0	168483	547471			0	599180	591738	-19795	225	0	0	0	59939	0	47	
28013																																							31269	14530	952173	0	41476	59132	0	296977	5623771	4216668	56544	4919996	108	42617	616463	0	703667	0	5623771	16016	5321	319755	0	0	447893	0	895495	3321173			-15650	4243694	4201077	-48331	0	0	0	25000	703775	361	10760	
28152																																							15968	5676	39076	0	0	1261	0	7417	223966	211167	2280	213447	0	1443	0	0	10519	105	223966	0	0	4779	0	0	12000	0	63342	147825			0	139741	138298	-6365	0	0	0	0	10519	0	16270	
28675																																							3825	2681	126161	0	589	1728	0	4202	238651	200293	251	219544	0	905	19000	0	19107	0	238651	0	0	24289	0	0	0	0	14913	185380			0	100366	99461	-5182	0	0	0	0	19107	4	0	
28732																																							10996	3719	22598	0	0	2998	0	2897	146591	129945	1297	131242	0	1197	0	0	15349	250	146591	0	0	16453	0	0	307	0	53448	76497			0	91098	89901	-1661	3995	0	0	0	15349	0	9487	
29476																																							1505	1354	4601	0	199	2120	0	4828	91962	76495	347	77556	0	1834	714	0	14406	0	91962	0	0	8642	0	0	6069	0	11413	65082			-43	76073	74239	-262	2125	0	0	0	14406	0	991	
29636																																							1646	26947	200885	8	13441	27705	1179	64421	1323586	1126927	12712	1267213	0	5264	0	0	56373	1	1323586	0	0	14637	0	0	124806	141	299112	827815			0	585450	580186	-83071	0	0	0	127574	56373	437	406590	
29878																																							113437	12653	66197	0	0	21416	2935	27932	2127713	1393367	31901	1425268	0	17294	0	0	702445	0	2127713	0	0	710006	0	0	0	0	57809	1335558			0	1900437	1883143	-7561	0	0	0	0	702445	0	0	
30052																																							52	897	0	0	0	2367	0	322	52313	45886	193	46079	0	423	0	0	6234	1000	52313	0	0	4703	0	0	531	0	17344	28542			0	29111	28688	0	3954	0	0	0	6234	0	16033	
30502																																							10555	15965	288575	0	10431	14550	0	28457	1297773	1070008	12887	1216688	0	11360	55000	0	81085	542	1297773	0	0	84079	0	0	33734	208	254704	815304			0	929806	918446	-37270	0	0	0	78793	81085	10586	0	
