"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RIADG377	
1669																																																																0	4412		7594			28061	0		462	276819	0	0	0	120440	3040		42188	3555	4455	579	3662	26086	82041	17253	23652	12138	30972	25986	46367				0	0					27077	2781	60478	4028							0														0				0		0	91								9111													9244			CONF	CONF		
1856																																																																2252	1925		3652			3229	0		0	23916	0	0	0	5302	0		5703	1070	1803	384	3	1618	423	8098	2908	2232	1391	3679	305				0	0					1023	2083	1070	726							0														6308				0		0	19								483													2152			CONF	CONF		
2161																																																																14972	4337	0	1120	17081	0	17081	0		0	214594	312	0	0	82028	341	70499	12565	1771	10794	24340	41671	2995	414	6564	20788	44902	39933	16468	253	0	0	0	452	88	0				4519	28572	33804	25050	0	0				500	0														99747				1126	259	0	260							0	875	0	0	0	169	0	457	0	0	0	0	0	0	1407	457	0	CONF	CONF		
2732																																																																0	272854		0			23859	2790		0	548720	537	0	5707	31302	50		47591	1289	1278	11142	17593	0	0	48246	48664	163095	233224	24370	0				0	0					2169	32326	32573	150991							0													0	237824				567		0	231								4													108			CONF	CONF	0	
2750																																																																6070	0		18542			3231	0		0	44174	0	0	0	770	7		22121	29	107	375	259	0	0	17164	6093	10248	7164	1807	928				0	42					65	2152	785	8710							0													0	17486				0		0	2979								484													337			CONF	CONF	0	
3252																																																															0	40062	1050		45420			8936	0		5727	115485	0	99	0	56	0		0	22	34	0	0	0	0	33215	56544	9016	11079	4121	432				0	0					0	248	0	7625							0														47766				0		0	1103								1441													3718			CONF	CONF		
3458																																																																13188	471		4296			3911	0		0	50559	0	130	0	12354	165		8515	75	923	4803	6386	167	0	4203	3327	7458	13364	8511	0				0	0					678	0	6228	6455							0													0	18570				0		0	0								1651													1032			CONF	CONF	0	
3720																																																																10385	1415		2278			23445	1760		3982	184458	0	0	0	40968	992		28327	1244	1537	7196	18283	8627	4011	17706	11084	33121	68823	12531	198				0	227					3870	11926	31535	43144							0														84415				516		0	90								3536													4905			CONF	CONF		
3971																																																																13366	51793		5219			194905	40987		0	871807	0	38734	5709	77862	1654		237855	1591	4476	13450	8673	10400	38404	163604	74251	145095	279115	112671	15901				0	438					18275	56685	73855	234483							940														299847				7642		775	165								350													62261			CONF	CONF		
4156																																																																20147	3600		6632			15476	7104		0	180711	0	0	0	64866	580		25759	969	1845	4369	4424	29541	23714	13650	16666	13423	19413	31437	21087				0	0					3402	656	44411	11645							0														39636				0		0	0								1221													971			CONF	CONF		
4231																																																															0	2787	892		468			2377	0		1054	46709	0	0	0	11783	66		10114	612	665	3625	6306	545	0	2522	7592	18936	4632	1062	0				0	0					345	5270	10048	8862							0														0				271		0	39								927													1791			CONF	CONF		
5069																																																																4450	505		0			7770	4827		0	459006	4276	0	0	72675	0		271522	31539	39000	0	0	0	0	137609	63375	185384	0	0	0				0	0					33978	76302	67907	194868							0														64162				0		0	0								0													0			CONF	CONF		
5135																																																															0	88636	2546		85268			43117	0		4202	381109	0	0	0	62636	966		237962	7370	12765	31104	10065	1203	86	88775	129052	87269	9410	1982	1350				761	0					3460	6928	54895	17219							0														35223				1786		0	43								3670													6762			CONF	CONF		
5210																																																															0	89184	59155		8088			91690	83913		70080	1531793	0	0	0	316178	44867		136592	12623	37702	42864	66734	77202	78859	238867	81910	237489	367088	278841	8635				0	2931					16161	70686	291441	379522							1109														814924				0		0	483								317													7097			CONF	CONF		
5461																																																																33502	73990		6360			21308	3337		0	418157	471	0	5670	32584	665		20949	1336	236	3901	10038	8973	7969	20525	20860	48386	124395	167358	91				0	16					0	2795	56460	183106							131													0	357823				0		0	2512								149													1844			CONF	CONF	0	
5751																																																																28403	3849		16293			32598	2296		2451	154604	0	0	0	29679	128		25490	1135	3302	3936	972	9555	10779	28020	14664	14588	21040	26269	20337				0	13					199	1878	22894	9102							0													0	25405				0		0	28								3759													1034			CONF	CONF	0	
6039																																																																37215	1274	0	3507	22223	0	22223	306		847	288796	0	0	0	64419	181	11795	51873	3805	10410	6690	12770	10268	20470	31504	62106	65820	48371	13628	2165	0	0	0	546	165	0				5555	29084	64248	52075	0	0				106	0														17583				106	1332	0	1332							0	941	0	0	0	0	0	0	0	0	0	0	0	0	4878	0	0	CONF	CONF		
6329																																																																3126	26570	0	452	101445	0	101445	9330		829	1279056	0	0	0	248602	8170	603	192346	9627	13856	47249	175328	1574	85	84622	97682	215211	465109	160759	2531	0	0	0	0	1250	0				64391	152686	139037	94239	0	0				0	75													589	97292				0	551	0	551							0	340287	0	0	0	0	0	0	0	0	0	0	0	0	88091	0	83	CONF	CONF	0	
7009																																																															0	0	0		0			53731	0		0	321549	0	0	0	0	0		316098	0	0	0	0	0	0	316098	0	3645	1806	0	0				0	0					0	0	0	0							0														0				0		0	26753								0													241065			CONF	CONF		
7045																																																															0	7796	0		5002			5392	510		771	106538	0	0	0	59639	252	27933	5193	354	1303	1113	2480	9760	44427	3464	3394	11073	9987	10021	8186				447	8					1855	0	3257	8176						0	0														54511				369		0	0							0	6853	0	0	0	0	0			369	369	0	0	0	6580	0	0	CONF	CONF		
7072																																																																4640	22031		130			27741	6977		0	304400	0	0	0	175159	2588		19736	7543	12727	1645	4785	46701	100996	23453	4633	10341	11901	41163	37750				0	1297					2082	11143	30773	18651							289														129401				1987		0	0								0													1188			CONF	CONF		
7456																																																															0	12868	0		32896			12989	0		79	73405	0	0	0	4526	38		35459	41	416	2031	1797	241	0	33582	2926	10575	19878	327	1591				0	3					333	180	2021	5535							0														49814				0		0	18								1235													684			CONF	CONF		
7634																																																																3002	423		5432			10286	0		0	62288	0	0	0	16392	707		14749	326	1149	4333	5513	5025	0	2973	10363	14812	12059	4278	1319				0	0					3145	1179	1704	10805							0														2767				0		0	62								960													8191			CONF	CONF		
8033																																																																10751	1395		7998			18614	0		0	256239	0	0	0	114817	2003		105928	15300	16680	31614	47633	449	0	47017	26931	25910	37048	2518	0				0	0					23509	33994	33060	5017							53													0	117853				0		0	101								1252													3728			CONF	CONF	0	
8462																																																															0	9522	0		12078			16810	0		0	72053	0	0	0	15053	0		11603	167	189	6	6973	2260	5458	15125	8680	6913	15886	5864	4532				0	0					0	638	4675	1369							0														0				47		0	0								7269													4639			CONF	CONF		
8631																																																																134	0		199			4476	0		1064	37258	0	0	0	19098	527		1396	72	184	910	573	5068	12171	1126	67	2816	3815	7006	3330				0	0					0	1284	292	7465							0													0	0				54		0	126								1527													1066			CONF	CONF	0	
9357																																																																0	32442		0			142054	744		0	351628	0	17626	0	60	77		178736	0	0	0	0	60	0	144646	40703	37321	83130	36374	9103				0	1274					0	0	31609	34250							0													0	203628				0		90505	312								57													618			CONF	CONF	0	
9553																																																															0	54411	2315		32476			7323	0		0	113891	0	0	0	9837	43		26028	135	1295	931	5468	1838	160	29229	2193	14630	27380	23570	7052				0	0					1476	0	1919	587							0														85129				0		0	2195								886													423			CONF	CONF		
9807																																																																0	502311	0	0	26596	0	26596	29280		0	1644884	1443	0	0	221625	21501	55355	469628	5190	9612	23138	27831	71687	81813	168392	286434	298930	406204	258984	410	0	0	0	0	12	0				47824	289442	98112	408537	0	0				0	2304													0	537691				0	747	0	747							0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	2095	CONF	CONF	0	
9955																																																																15453	4653		1400			18697	2185		0	110557	0	11457	0	13522	476		43793	0	344	9304	3750	77	47	24781	18668	29627	21648	2315	0				0	0					672	0	1768	39876							0														36547				0		0	0								313													85			CONF	CONF		
10250																																																																1035	19716		0			111643	13711		0	361585	0	0	0	54042	3535		36187	1912	345	4543	16558	20234	10371	35028	13064	54753	129536	75147	0				186	266					4821	18209	81140	39401							0														150955				0		0	49								8811													5020			CONF	CONF		
10849																																																															0	22497	12046		7462			12704	459		2321	204055	34	0	0	48019	36		19878	3242	8480	21745	12824	1728	0	18443	29711	51168	45434	9184	2131				0	0					3059	10699	45986	34046							0														0				0		0	3284								548													923			CONF	CONF		
11145																																																																918	525	0	12	21318	0	21318	8600		2198	238070	0	0	0	55915	382	5133	23301	1583	4985	6498	11708	17847	12949	27479	8373	25534	66805	52411	1338	0	0	0	0	11	0				1872	9222	52880	24978	0	0				355	0													0	100751				993	0	0	0							0	8365	0	0	0	364	23	0	0	251	251	0	0	0	50874	0	0	CONF	CONF	0	
11640																																																															0	21904	65		43901			22945	3094		0	206035	0	0	0	29017	1063		55471	4062	2929	3064	3917	6796	8249	48389	25784	29831	29078	23532	17789				0	0					5854	33560	15055	20059							0														87479				19		0	278								5771													3469			CONF	CONF		
11837																																																																2062	5797		64			2311	1279		2757	64402	125	0	0	21279	107		12004	1000	2886	10656	4455	1599	683	5119	4069	18598	11059	4403	0				97	289					2669	1955	3788	19119							0														878				0		39	34								206													675			CONF	CONF		
12030																																																															0	39154	2174		1991			33934	0		1	363420	0	0	0	86350	475		50303	3294	8960	28757	8960	33271	3106	27105	52644	140089	37060	17952	2198				751	195					1413	16251	97470	52883							0														0				0		0	2374								16281													11723			CONF	CONF		
12142																																																																6199	8088		2785			28545	2016		0	147630	0	171	0	41923	2044		11057	2341	4683	13038	20933	928	0	8716	19766	18391	42462	15310	1050				0	0					3464	3465	1685	28977							0													0	0				379		0	0								5305													12963			CONF	CONF	0	
12311		80696	3275435	7026768	178967	33629293	974311	7674872	0	766513	121554630	0	629538	24898096	248873	18811369	60115961	1109560	6870648	12321495	12531594	3253420	0	4429	83	0	317247	662409	538134	2471	6532			401609	1862517	5716555	9047305	0	5107358													71069146	208120	0	13307574	105743	0	4594	0	0	0	5835586		80696	3275435	68458	178967	33629293	310166		7674872	0	766513	120890484	0	5107358		24898096	248873	12268544		347809	485900	599857	1403296	13279284	8691697							4429	83	317247	662409	538134					401609	1862517	5716555	9047305						16531	66264													0						692754	6265555									13307574	1683	27594	12402	9667	29906				0				5835586		559893	CONF	CONF	0	
12647																																																															0	18998	10799		12451			11923	827		2268	120138	0	0	0	22755	204		14162	4345	5594	5241	2421	4583	412	18337	21378	17489	16028	23775	321				300	21					1288	2448	5406	30091							0														92846				0		0	3								33													323			CONF	CONF		
12656																																																															0	1120	0		934			1131	0		0	10935	0	0	0	5793	0		1619	0	215	82	2040	2545	845	511	893	1160	1565	804	186				0	0					210	0	403	63							0														0				13		0	8								824													449			CONF	CONF		
12946																																																																116901	32344		19929			327635	0		4065	1768215	0	0	0	341687	10377		378348	21259	25277	105196	134167	31783	21532	288824	133521	367490	451904	168331	6148				2375	0					43387	202517	262186	351304							179													0	1091290				0		0	865								11135													41508			CONF	CONF	0	
13103																																																																0	156626	0	244	136121	0	136121	40423		0	2309740	0	0	0	828210	12580	119522	24266	28812	6439	11117	38134	155720	585734	271239	36744	151583	403117	372986	245666	0	0	0	0	54	0				24268	86090	315893	355134	0	0				2132	0														1149316				5398	823	0	823							0	346885	0	0	0	0	1291	1971	0	4	0	0	0	0	6389	1971	1314	CONF	CONF		
13251																																																																3130	0		1565			5344	0		0	44615	0	0	0	16530	1576		11179	205	1386	4517	9435	0	843	5875	3713	5452	12059	584	253				0	0					1254	841	557	8753							0														0				580		0	0								2749													2316			CONF	CONF		
13457																																																																4329	0		3953			992	0		0	10017	0	0	0	0	0		3138	0	0	0	0	0	0	4911	303	961	2074	570	1198				0	0					0	0	451	0							0													0	0				0		0	22								93													177			CONF	CONF	0	
14155																																																															0	62165	1480		32756			18169	3377		0	269641	0	49	13817	68085	882		93387	3709	10291	20796	18798	8657	5835	34173	46243	36585	73369	10963	51				0	0					24983	13209	18924	17812							0													0	109113				857		0	1029								2639													4082			CONF	CONF	0	
14650																																																																219	0		389			6938	0		0	29705	0	0	0	2958	0		1396	0	469	111	21	440	1854	1103	630	2352	3979	18138	550				0	9					0	299	752	3131							0														2673				0		0	14								1847													13149			CONF	CONF		
14753																																																																5361	0		11933			3005	0		256	23510	0	85	0	900	0		5529	57	71	132	0	640	0	788	5515	3576	4913	7617	201				0	0					0	0	1259	17							0														0				0		0	0								507													187			CONF	CONF		
14865																																																																138936	6175		131894			54869	806		11096	484968	0	0	0	21766	1243		135507	533	770	3024	6784	4911	5744	141650	18050	44580	64733	77514	111884				1388	988					12525	12983	51985	37368							0														140067				0		0	11								105													830			CONF	CONF		
14977																																																															0	7834	0		10488			3668	0		0	40289	3	0	0	7907	72	3058	7315	283	216	735	477	5080	1118	10260	2341	2897	6752	9932	169				0	0					0	0	2273	2686						0	0														0				0		0	1							0	3219	0	0	0	0	0			0	0	0	0	0	2144	0	0	CONF	CONF		
16551																																																																4382	13367		3501			22737	10824		1243	271379	0	905	0	83671	1923		27265	1597	4162	14817	24273	33556	4913	12056	17901	36441	49307	63186	8335				525	65					8176	70387	12070	25702							0													0	76594				288		0	0								3205													8696			CONF	CONF	0	
17110																																																																0	0		0			6843	0		0	84423	0	0	0	0	0	0	48926	0	0	0	0	0	0	84423	0	0	0	0	0				0	0					0	0	0	0						0	0														13933				0		0	7306							0	0	0	0	0	0	0			0	0		0	0	70274	0	0	CONF	CONF		
17147																																																															0	154004	739625	0	65594	3502204	0	3502204	603866		926414	12250869	0	0	0	2195161	17488	103109	1558297	106445	61452	77342	244298	661763	1029706	5869153	400102	714324	1103538	1032374	903795	0	0	0	0	31266	9318				160340	800639	1244117	1635785	0	0				0	2188														2182304				26126	31713	1340	31713							0	73033	0	17	3541	10822	2522	9224	0	0	0	0	0	0	68280	9224	475	CONF	CONF		
17259																																																																4898	0		1293			2459	0		1507	41320	28	266	0	11085	22		9815	899	1545	1974	5592	931	144	5692	1679	12312	5027	4404	1150				0	0					235	0	14818	1669							0														18286				0		0	11								1123													1962			CONF	CONF		
17950																																																																83936	573		36278			35709	4529		946	324649	0	400	935	67799	1979		47308	239	3958	12004	25759	20117	5699	24594	24408	50058	67416	53669	35591				0	138					5633	14800	42765	14638							0													0	125180				80		0	127								5708													8691			CONF	CONF	0	
