"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RIADG377	
136338																																																																3373	1719		488			20254	3223		436	249898	0	0	0	103667	585		30524	3243	7158	19349	27481	24023	21039	15475	10800	22660	37534	33587	25254				0	59					6077	22353	46351	38149							0														146177				0		0	0								468													2696			CONF	CONF		
136459																																																																7467	0		940			2723	32		0	14579	0	0	0	1079	0		2128	0	93	72	535	379	0	1170	897	1469	2477	7277	210				0	0					3	261	1248	621							0													0	1079				27		0	0								17													188			CONF	CONF	0	
136655																																																																19362	680		8676			4170	0		514	72906	0	0	0	31882	349		9070	1048	5938	16773	2698	3365	2060	2302	7099	5712	5173	7455	13283				0	38					2617	413	58	1446							0														20579				0		0	0								1980													721			CONF	CONF		
137205																																																																9091	134044		53504			238788	65207		39992	1912462	1781	3147	639	524726	6421		70706	11724	13880	46702	101137	114912	233922	174064	58887	219886	366054	452048	106056				242	673					16918	176784	206364	424741							2013														928624				14840		0	98								3771													9732			CONF	CONF		
137447																																																																66119	236		20963			14064	154		1239	237512	0	0	1190	49572	1319		50071	2028	6569	21008	9921	9962	84	29503	27493	50301	49632	30702	244				0	56					2440	1029	32903	35391							166														32662				319		0	3646								1347													7034			CONF	CONF		
137456																																																																10560	175		8759			16770	0		2738	81232	0	0	0	22862	234		10311	286	567	4280	2331	4338	11057	8422	3465	10437	15078	12617	7359				0	0					497	425	2670	11874							0														0				0		0	153								2044													1471			CONF	CONF		
137559																																																																23533	0		14768			13142	0		0	78736	0	2034	0	12866	0		10160	0	87	181	939	11659	0	9710	10211	30417	5974	5404	3519				0	0					0	0	0	8172							0														0				0		0	179								1625													2417			CONF	CONF		
137643																																																															0	25129	685		22535			11199	0		2058	85976	0	0	0	10850	0		25339	437	1093	1258	4040	3709	313	16391	7418	6557	21127	23229	404				0	13					142	176	5847	6115							0														10850				0		0	23								814													390			CONF	CONF		
137652																																																															0	0	2531	0	0	4805	0	4805	103292		0	651066	0	0	2621	427217	4077	334626	11228	58324	2072	1600	7512	119184	236270	60007	71823	9000	23698	9981	48514	0	0	0	40	0	0				16113	2523	32209	52955	0	0				881	1100														132880				881	3244	0	3244							0	1996	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	CONF	CONF		
137915																																																																0	526007	14021	0	2294515	127531	2422046	227		0	4623259	0	47229	0	538050	0	512088	870986	131228	225127	40525	51611	18160	3375	3043153	82152	160972	261641	311939	157796	0	0	0	0	4139	0				0	280668	0	741054	0	47229				0	56648													0	1307770				0	19229	0	33250							0	350	0	0	0	0	0	0	0	0	0	0	0	0	30239	0	0	CONF	CONF	0	
138051																																																															0	33887	113		32801			8998	0		0	120014	0	0	0	26109	0		75052	1205	1897	8530	13499	978	0	15532	56508	11303	9603	959	0				0	0					763	319	6060	385							0														0				0		0	17								1050													9512			CONF	CONF		
138257																																																																3915	1000		3785			2371	0		1488	30177	0	0	0	9631	0		5568	85	99	175	2142	7130	0	3140	2428	5015	7192	2688	0				0	0					944	297	3418	442							0													0	0				0		0	0								1434													1452			CONF	CONF	0	
138556																																																																456	0		0			6065	965		9	54647	0	0	0	25234	155		10515	880	435	5202	12360	6318	0	2000	7200	9927	9448	780	0				0	0					2874	3235	5244	1576							0													0	36048				0		0	81								3619													5134			CONF	CONF	0	
139133																																																																1665	6156	0	5452	40643	0	40643	1254		0	236104	0	0	2475	67525	966	17264	42208	2032	1524	9932	14182	17869	21617	14699	29699	28308	44340	44207	6741	0	0	0	0	1145	0				12917	20168	49278	25860	0	0				0	0													0	11725				0	134	0	134							0	585	0	0	0	0	0	0	0	0	0	0	0	0	2356	0	0	CONF	CONF	0	
139478																																																																2257	37784		0			14272	27370		0	597483	0	0	0	285528	11211		17647	2494	4555	11961	23893	102387	138673	40592	5670	55146	69022	130076	11111				0	14					0	7486	17990	193121							548														597483				403		0	81								0													369			CONF	CONF		
139553																																																																40741	13691		9971			228767	13678		6286	1139892	0	0	5110	316513	16256		188881	7775	10897	49203	60316	86635	100580	242201	36275	102517	182887	251551	7796				0	0					36960	34927	194286	204288							0														628623				129		0	699								9778													13051			CONF	CONF		
139656																																																															0	216052	91305	31922	89453	604690	0	604690	74021		883	3331267	0	0	0	686473	6661	191233	659190	33559	54218	130651	59246	116674	287849	1359897	208697	599499	334839	110765	18811	0	0	0	1398	2183	0				34535	351860	402316	664271	0	0				0	862														1324139				9582	675	0	32597							0	35924	0	0	0	2900	0	6160	0	522	277	245	0	0	36645	6160	48	CONF	CONF		
139740																																																																9327	347725	1943	782	458542	0	458542	7763		82941	2756185	0	20197	2541	75269	1964	4059	378211	4684	3727	34839	29815	1888	0	611802	58829	468581	1022528	502229	16947	0	0	0	0	0	0				136922	190489	336274	1078654	0	20197				0	0													0	1295773				0	4447	0	6390							0	221	0	0	0	0	0	0	0	0	0	0	0	0	2725	0	0	CONF	CONF	0	
139843																																																															60	333701	91118	1681	224426	529091	0	529091	47075		48895	2099753	0	32500	20965	97208	4727	78601	460383	4482	10621	15302	31944	26415	8314	781965	134146	271014	525733	231636	34279	0	60	0	0	105	0				21896	192106	146331	311088	0	32500				0	223														280176				0	22	0	1703							0	13770	0	0	0	0	0	0	0	0	0	0	0	0	3953	0	818	CONF	CONF		
140157																																																																120255	106		108438			27491	2211		383	306001	0	46	0	2985	0		81463	257	703	110	632	889	394	75976	22694	30440	53660	45993	74253				0	39					444	0	3985	24298							0														73374				0		0	0								4162													11158			CONF	CONF		
140362																																																															0	246	44342	0	0	180712	0	180712	2370		0	1828405	9892	0	38820	42535	4686	27764	319083	18696	1992	8111	9849	2930	957	684481	82999	177409	391738	407519	38563	0	0	0	0	4614	0				27148	144926	563116	698652	0	0				0	0													139046	417681				0	35455	5000	35455							0	0	0	0	0	0	0	0	0	0	0	0	0	0	84495	0	0	CONF	CONF	2887	
140634																																																																6462	0		2687			7530	0		0	28900	0	0	0	2657	19		11820	552	1400	261	257	115	0	3583	14508	4666	1293	1566	454				0	0					0	0	5298	446							0														0				0		0	10								1488													2303			CONF	CONF		
141211																																																															0	11080	24819		1436			31757	51273		8886	497175	0	0	32389	223550	11353		19484	6801	22915	4964	2585	27765	157762	54410	9388	8503	17971	54010	129227				0	359					22401	1562	53503	44319							259														344424				587		0	632								2359													7886			CONF	CONF		
141350																																																																25131	0		29489			11699	25		49	79961	0	0	301	2569	0		27587	1132	97	23	46	811	460	53140	5815	2851	12997	2150	375				0	0					0	0	0	5057							0														12453				0		750	61								4046													1085			CONF	CONF		
141556																																																																8976	16946	0	4046	1088171	0	1088171	6705		0	1994946	0	37963	4642	12693	1671	3782	557953	3378	1487	3552	1905	229	1744	794971	95155	281763	710340	63343	10446	0	0	0	0	83	0				25052	515913	109867	164702	0	37963				0	0														321399				85	473	0	473							0	475	0	0	0	0	0	85	0	0	0	0	0	0	1210	85	0	CONF	CONF		
141677																																																																0	0		0			0	0		0	33729	0	0	0	30086	0		0	1	32	82	199	5080	24609	0	0	0	0	395	3248				0	0					2584	0	1027	32							0														0				0		0	0								0													0			CONF	CONF		
141958																																																															500	5905	1334		1344			15407	306		0	63595	0	0	0	22323	392		11586	339	592	3691	9295	8344	0	3173	7482	9777	11395	9359	0				0	0					241	185	5764	64							0														0				5		0	205								3861													5764			CONF	CONF		
142049																																																																19699	243		17498			6567	773		0	87107	0	0	0	23842	303	6833	19046	927	744	3318	9139	831	8882	13556	3955	20416	18288	5555	1495				264	22					2879	179	6166	6289							0														10100				0		0	22								1558													803			CONF	CONF		
142179																																																															0	180	0		0			0	0		0	36877	0	0	0	33210	206		240	14	16	342	1250	15963	15299	55	155	573	949	508	1425				0	0					1210	0	215	0							0														31009				239		0	0								1209													647			CONF	CONF		
142955																																																																2199	10759		0			118398	489		0	614944	0	0	6999	95353	3266		136460	5911	4639	7851	11345	6446	58275	120461	64907	94289	135094	74821	22176				0	16					26884	63299	86096	188956							126													36364	123657				0		0	9762								2648													6819			CONF	CONF	67	
143372																																																																38032	0		4677			6437	2902		0	143571	0	0	0	64491	40		5972	2244	10723	548	719	15727	34448	1940	8435	7616	12341	15759	32989				0	16					2096	6139	7080	2206							0													0	70524				412		0	0								6470													2985			CONF	CONF	0	
143662																																																																591870	5755591	1645	630472	6569183	9488	6578672	1895902		1179603	37140618	0	394536	193863	5853855	30329	2949723	5149722	49339	122941	178947	507694	2708805	2285981	10403244	1317176	2717976	3148634	7528669	6113298	0	0	0	0	112439	22399				982263	1658403	4687827	6017789	0	394536				10384	0													0	18969280				12408	413081	277023	414726							0	29186	553	0	0	0	0	1456	0	15	0	0	0	0	50132	1456	35372	CONF	CONF	0	
143859																																																																63277	4885		57613			41273	4713		3647	327803	0	0	0	13439	526		123485	1052	1218	3431	5087	411	2240	84518	43941	48612	89679	26769	14791				0	250					15231	30124	28791	58912							0													32651	94640				0		0	671								3550													901			CONF	CONF	145	
143952																																																																30237	2923		15131			15033	3545		2641	145484	0	0	0	25670	1602		26361	1133	1411	3543	4895	14168	520	19310	11095	25665	45603	15313	2826				0	28					1571	7451	11232	24279							0													0	94752				393		750	0								1709													1682			CONF	CONF	0	
144034																																																															0	1702	22452		0			11630	7837		0	249213	723	0	0	57246	2038		38075	4201	3189	11985	19170	14036	4665	28229	19848	43087	53229	43847	4450				0	0					18876	16632	16719	92568							63														188985				0		0	3								277													1956			CONF	CONF		
144052																																																															0	66175	16676		31645			36778	3866		0	379464	0	1309	945	72208	1662		63866	1807	5841	28028	32918	3562	0	33831	42648	45609	87223	65294	32650				0	51					5567	14723	29393	4860							52														70483				0		0	132								90463													3956			CONF	CONF		
144155																																																																268	4655	0	45	30452	0	30452	1235		0	250638	736	0	0	38889	723	204	27748	257	1992	9332	9681	16499	1129	24247	6738	54276	99493	23780	3951	0	0	0	0	32	0				4282	6256	62568	97637	0	0				0	0													0	133263				0	8	0	8							0	310	0	0	0	0	0	0	0	0	0	0	0	0	4014	0	0	CONF	CONF	0	
144678																																																																0	7592		0			0	7629		0	355454	0	0	0	332669	5		379	625	3788	3789	7107	80224	234298	6388	157	996	3753	8792	2344				536	0					4647	2270	0	0							471														332669				2437		0	43								0													63			CONF	CONF		
144856																																																															10181	0	10318		0			19103	7434		1261	239625	0	0	0	106741	2801		22959	1595	5494	15348	13226	69690	1388	30246	5363	19816	37340	38555	1564				0	182					1474	12568	29573	29185							0														54391				10		0	6								1171													7627			CONF	CONF		
144913																																																															0	734	1763		0			9505	9252		17859	237263	0	0	0	107956	3916		38974	16249	5	0	178	21694	69777	24125	7847	16695	43392	32727	4521				0	250					653	0	13788	55151							0														15700				357		0	0								13968													2468			CONF	CONF		
145059																																																																15811	0		1600			5194	1298		0	43320	0	0	0	7195	160		8175	161	380	531	602	5146	71	5290	3744	5276	4353	16578	364				0	0					637	1788	4579	3365							0														7195				397		0	0								542													1151			CONF	CONF		
145545																																																															9466	17083	49401		6854			40994	12233		1263	488455	180	0	349	145710	5632		78827	2974	10846	18217	25194	76895	11293	49544	15463	98046	113673	60269	5229				0	53					13997	24291	57814	99861							79														145710				2217		0	988								384													2611			CONF	CONF		
145554																																																																926	3888		8			22042	2608		0	139998	9	0	0	35320	4396		20570	1788	3660	3774	6968	16821	2304	16478	13787	11703	31494	28234	2975				0	7					3180	10986	15392	40348							0														33456				0		0	9								655													242			CONF	CONF		
145741																																																															0	36344	222		28018			9651	1886		1664	130885	0	0	0	24654	247		37143	596	3238	6014	7399	7407	0	29196	12869	28712	24558	10475	421				0	0					5546	3677	8783	2398							0														24043				605		0	16								5622													2157			CONF	CONF		
145844																																																																81494	9969		23736			27597	4886		963	333753	0	0	0	90698	345		30697	1947	9231	13702	25392	27757	11210	36785	15081	25464	34575	83678	46373				0	0					1205	5143	26987	52636							526														0				84		0	429								4630													3035			CONF	CONF		
146056																																																																10607	0		5813			6316	0		0	26188	0	0	0	857	0		15613	0	321	458	38	40	0	10088	5204	6246	1012	1578	413				0	0					904	0	1151	35							0													0	3854				0		0	87								314													104			CONF	CONF	0	
146663																																																																12600	49166		53			51498	18126		10748	685582	619	0	0	66736	2409		29296	341	3624	2672	6066	20290	33415	33320	12599	53835	83541	425039	10420				0	76					0	1090	34184	424988							0														0				2767		0	466								1872													12189			CONF	CONF		
147651																																																																14540	0		8518			10660	0		0	43252	0	0	0	2718	0		2774	45	5	291	973	1251	153	2028	1477	8759	18016	8384	1338				0	0					0	0	4213	0							0														5907				0		0	59								782													1762			CONF	CONF		
147679																																																																0	36824		0			162	11837		0	275801	497	0	0	174465	3282		20297	1	535	2425	1964	33325	136112	34973	4	1163	51	3337	62233				0	12					12772	9903	8861	18176							0													0	84580				277		0	0								0													4			CONF	CONF	0	
147857																																																															0	69315	0	0	37162	16496	0	16496	498		2803	175910	2	0	0	15477	0	0	40399	425	522	1011	3178	7920	2421	28456	11943	22260	32815	63003	1644	0	0	0	0	111	0				896	2956	4276	22108	0	0				0	0														76897				1	4	0	4							0	3078	0	0	0	0	0	1	0	0	0	0	0	0	732	1	0	CONF	CONF		
147923																																																																2872	9333		0			18440	1654		2300	375553	0	0	0	78844	996		26054	3770	8644	10738	29293	22557	3842	21011	44507	79080	104315	45891	1905				0	0					10750	44026	89984	114379							0													0	0				0		0	858								163													954			CONF	CONF	0	
148171																																																																18257	4162		8823			24904	7497		0	205221	0	0	0	100111	2054		14721	1950	10133	314	4875	36880	45263	19095	12064	11075	12933	24992	24711				0	10					2379	5590	1363	22320							0														96403				0		0	510								4758													2483			CONF	CONF		
148238																																																																19921	0		5878			70990	0		813	258696	0	0	0	38490	3916		167230	3657	22217	765	1750	2777	7324	39476	101880	20535	20941	18782	17870				0	0					21462	15764	44603	16933							0													0	27600				0		0	108								7067													12751			CONF	CONF	0	
148340																																																																11509	5333		2197			6264	2524		0	79163	0	0	0	33933	488		8508	171	545	5733	18995	3811	4679	6095	1697	9912	13281	10658	3586				0	0					1778	1096	11479	91							0														20429				0		0	0								1233													1238			CONF	CONF		
148470																																																																0	12		0			719	7321		0	217754	84	0	0	157842	1264		22318	1	2232	2862	689	31717	120341	16509	10486	8656	9531	2475	12341				0	0					29782	474	16095	4005							0														130182				385		0	0								0													324			CONF	CONF		
148715																																																															0	16993	1666		2504			2314	2467		687	89349	0	0	0	31376	35		14087	452	1356	4061	1169	17458	6806	6209	10254	10364	9524	7632	13567				0	2					5423	4099	9727	4475							18														31376				77		0	45								2636													4900			CONF	CONF		
148920																																																															0	10880	58		1615			2712	0		28	44688	0	0	0	19177	273		3729	167	1643	1209	1274	4785	10028	2368	1859	3169	5281	6437	6398				0	0					443	0	2917	1373							0														2000				0		0	0								2365													2847			CONF	CONF		
149150																																																																19614	11909		6219			10388	7438		899	132444	0	0	0	24517	638		26443	472	1123	4182	6102	6993	5561	15009	10132	27282	21651	28038	5815				290	0					5059	3706	21507	15691							0														32593				0		0	878								3578													113			CONF	CONF		
150035																																																																8210	54374	0	304	76279	0	76279	60369		26997	972093	0	0	0	264194	1055	16959	127960	5378	20330	47252	78611	96507	15430	185628	75040	156387	164079	125531	1058	0	0	0	0	777	0				18504	87663	77107	259554	0	0				287	0														271045				360	24890	1585	24890							0	4311	0	0	0	73	0	0	0	0	0	0	0	0	5920	0	0	CONF	CONF		
150044																																																															0	6714	64945		0			24886	15314		2319	718830	0	0	0	133658	5894		45448	5798	1263	2298	11771	65541	46888	52769	19686	80692	92697	335315	4013				0	470					12665	26209	74984	346002							0														566916				2591		0	31								3320													1419			CONF	CONF		
150727																																																																117776	34640		21071			42773	19061		0	743075	0	8728	0	160511	2232		125453	4125	13888	19994	40160	63677	18509	51005	56436	131122	209619	126505	4264				0	0					13041	38486	148426	131347							0														222695				0		0	1606								1969													1408			CONF	CONF		
151546																																																																17167	0		3868			11439	0		0	53051	0	0	0	12602	1286	2531	3863	704	812	1551	495	2530	6084	1762	1901	4672	8051	12843	11189				0	0					388	0	3702	753						593	0														12602				931		0	0							0	1199	0	0	0	0	0			10	0	0	10	0	647	328	0	CONF	CONF		
151957																																																															3421	135486	9715		71996			131231	23		1761	710292	0	0	0	20672	839		156445	90	1128	1435	8151	9378	473	142842	119005	161232	185976	77724	0				0	0					12475	31545	185070	91622							0														142260				3054		0	904								4045													9487			CONF	CONF		
152057																																																																3759	550		1676			14883	192		1869	128349	0	0	0	23997	1441		23833	935	4037	884	1685	3030	13426	12132	14921	13279	16340	16890	30666				0	0					8036	5629	33885	13986							0														59002				0		0	0								14203													4243			CONF	CONF		
152253																																																																11598	691		9922			19284	0		0	105701	0	0	0	29610	2724		19323	285	1708	4510	10012	12423	672	8116	9214	16633	22435	19394	292				0	0					566	0	21173	0							0														0				67		0	151								2275													7707			CONF	CONF		
152431																																																																51727	3687		53650			14510	248		1511	183258	0	345	0	26268	1047		66045	1035	1242	3980	2451	3263	14297	31610	36672	33701	21952	17170	15840				0	1					8794	1563	12536	1436							0													0	90809				398		0	39								3116													2780			CONF	CONF	0	
152440																																																															0	38887	778		11012			15899	228		0	124984	0	0	0	36670	816		30817	1536	3949	10667	16318	1072	595	9163	16169	32232	25275	1356	604				0	3					715	643	4126	2425							0														200				0		0	0								8623													4159			CONF	CONF		
153054																																																																6022	32348		10882			124446	4568		10656	447393	0	0	932	38147	2760		97611	802	1834	10037	18125	7130	11	58196	40469	121887	119588	66737	2350				125	0					3274	32014	109844	52641							0													0	36493				1003		0	15130								35													4501			CONF	CONF	0	
153353																																																															0	97970	0		93836			177924	8477		0	644868	0	5828	104	37153	4835		120751	1188	6036	5048	14860	2639	7381	57200	100534	89261	115917	88686	153151				0	114					5552	889	33731	149212							0														281499				192		0	557								17741													11049			CONF	CONF		
154154																																																															0	24872	1290		6569			85335	889		32610	501249	0	0	6699	62542	2521		79256	1406	3349	8736	5288	12340	30246	86708	52603	42342	57909	103476	84971				0	0					28067	74232	66173	110841							1071														259244				117		0	0								2018													3290			CONF	CONF		
154770																																																																5138	103201		0			287570	9894		0	1106178	679	0	14641	191827	7098		205742	29567	26336	53078	23312	10668	47667	293747	88754	180665	176743	39227	135617				0	0					99868	95579	98810	169491							0														554577				0		0	6								33067													5308			CONF	CONF		
155759																																																																5720	0		18754			18334	0		0	46197	0	0	0	31	0		6307	13	0	18	0	0	0	11468	10629	7006	7033	5836	4122				0	0					0	0	0	0							0														0				0		0	0								1338													2020			CONF	CONF		
156457																																																															0	7898	4553		3953			6250	0		235	60566	0	4695	0	11081	849		8571	513	331	2599	6302	1336	0	2452	6511	10333	22000	3962	4227				128	5					28	0	13105	6190							0														9337				0		0	0								418													1178			CONF	CONF		
156635																																																																5590	0		1052			2614	0		92	26318	0	0	0	5703	0		4967	226	139	1185	861	3014	179	1721	4432	6049	4255	1937	2214				0	0					0	0	0	8175							0														0				0		0	0								1407													1685			CONF	CONF		
156970																																																																4579	0		891			6908	1661		0	108482	0	0	0	68583	1086	18839	13058	549	6089	7565	7629	15467	30815	5549	7351	5204	9110	8562	3893				0	0					2589	2431	8804	537						132	0														0				132		0	0							0	6840	0	0	0	0	0			0	0		0	0	3573	0	73	CONF	CONF		
157155																																																															0	6545	356		1790			8608	1570		3238	48204	0	0	0	11296	345		5290	118	2	15	2771	3173	5205	6900	1860	4715	8364	9487	5072				0	119					1543	960	7395	2570							12														13785				1435		0	0								639													1230			CONF	CONF		
157379																																																																0	1260		0			2415	2043		0	87344	0	0	0	61097	466		6091	2047	3245	477	423	15541	39164	5922	3372	855	1448	4206	10444				0	3					4346	233	8993	5694							0														0				157		0	2								481													311			CONF	CONF		
157650																																																															0	208	1638		267			16422	2562		468	71082	0	0	0	7763	453	0	18482	1927	212	1123	4336	0	0	13273	6120	22146	11114	9885	780				0	55					1602	8088	19845	11105						0	0														13168				26		0	0							0	211	0	0	0	0	0			0	0		0	0	395	26	0	CONF	CONF		
157744																																																															0	62371	5546		14318			13763	16172		1430	191555	0	0	0	29547	190		28295	764	1803	1553	4689	9711	10867	42490	1320	4118	23558	59796	30663				1381	10					4014	0	20918	9808							0														27448				0		0	0								5217													6870			CONF	CONF		
157856																																																															0	182	0		133			4126	0		0	21049	0	0	0	10428	150		2573	389	392	530	623	7463	1031	837	955	2631	1865	4016	223				0	48					0	0	1404	0							0														9455				0		0	0								3339													1239			CONF	CONF		
158376																																																																0	0		0			132	126		0	87145	0	0	0	81090	0		163	1605	4706	3110	4673	35699	31299	222	357	713	1540	2160	1064				0	0					2439	369	0	0							0														0				0		0	0								2697													292			CONF	CONF		
158741																																																																2418	0		6			25392	1374		0	130636	0	0	0	10089	0		16665	191	969	1876	4411	2577	0	9685	9010	18738	33058	13797	36258				0	49					920	308	24938	64171							0														29355				0		0	5								75													891			CONF	CONF		
159636																																																																28858	68568	25664	1442	125276	0	125276	156236		20475	3272768	13797	0	0	859163	20568	720917	399858	23813	92244	120223	224636	205916	192331	539761	306917	353938	461610	335949	429227	0	0	0	4061	279	0				229846	673401	510193	522392	0	0				947	0													0	47523				3400	571	0	26235							0	17140	0	0	0	2453	0	0	0	0	0	0	0	0	22432	0	624	CONF	CONF	0	
159645																																																															0	23089	94		5900			13054	100		805	61916	0	0	0	11676	396		7881	378	1100	1068	3828	3461	1841	3034	4829	13146	16015	12715	502				0	0					0	14	2119	2275							0														55755				31		0	0								1220													1174			CONF	CONF		
159953																																																															0	13960	0		11056			7915	0		47	70002	1	419	0	13397	0		23449	220	868	1883	2926	7501	0	13799	18196	6764	8940	8229	677				0	14					625	4300	15959	751							0														18110				0		0	44								1092													424			CONF	CONF		
159971																																																																0	13		0			0	5612		0	358456	0	0	0	350748	1632		5895	214	68	922	5308	103807	240282	5626	0	101	325	1258	398				0	0					0	0	0	444							0														12758				0		0	0								0													7			CONF	CONF		
160360																																																																2308	40438		208			77417	4671		74	493480	1248	0	0	53187	1134		30289	28	561	5333	5137	24996	17069	40414	2469	47981	74151	247790	28581				0	184					2586	40027	72121	198781							0														263158				1227		0	1308								167													117			CONF	CONF		
160454																																																																21439	7107		6159			20890	0		331	149856	32	0	0	20226	162		34879	315	2935	3897	7261	5707	111	29730	11722	24582	38879	17325	7309				0	0					5671	12119	23668	30059							0													0	53878				0		0	140								784													1133			CONF	CONF	0	
160959																																																															0	19139	107754	0	10162	214983	0	214983	54166		167209	1949551	0	112829	0	463036	3210	458061	223616	7079	21171	6299	4311	17847	400017	269126	72156	116526	162926	245825	605591	0	0	0	3587	254	0				52207	78238	416510	226887	0	112829				0	1973														1152925				0	8223	6442	8223							0	2091	0	0	0	0	0	0	0	0	0	0	0	0	2624	0	0	CONF	CONF		
161273																																																																524	163758		0			155963	45039		0	1251707	0	0	0	375469	2446		78057	18377	12093	15725	26807	74732	227242	190615	18903	65239	129589	266319	200000				0	66					46724	61830	122456	275883							0													0	536094				0		0	49								1174													326			CONF	CONF	0	
161602																																																																1384	260806		42			375558	147750		0	3566380	0	0	5041	852728	4615		186517	19428	50872	123744	341967	301504	10815	925797	234758	681880	515713	349109	0				0	3322					37315	139259	208072	573440							132														2399472				3736		0	0								882387													79702			CONF	CONF		
162337																																																															4000	31280	8781		465			73962	20853		22202	801724	0	0	0	182320	8079		134052	11657	23865	47192	84607	12212	1374	124462	85772	98724	97152	169008	40987				860	0					71289	128576	68038	96421							6													0	179162				0		0	689								22284													61625			CONF	CONF	0	
163343																																																																12088	180		864			12365	1048		0	62371	2	0	0	14563	1417		13070	709	4174	223	37	1362	8053	9950	16293	5027	2300	4314	9926				0	0					4191	780	10957	900							0													0	4480				0		0	0								980													2040			CONF	CONF	0	
163549																																																																1719	50995	0	21	567936	0	567936	14635		12687	1392760	0	0	0	127697	3940	67784	150907	1771	5824	17727	22417	59602	19242	317963	37576	140451	226429	229287	304724	0	0	0	0	1105	0				9991	59734	251385	199870	0	0				188	217														661495				8237	341	0	341							0	1469	0	0	0	2553	4517	685	0	294	294	0	0	0	89235	685	0	CONF	CONF		
163857																																																															0	17840	3910		10204			86744	0		40236	441927	0	1689	0	62309	3776		136076	3159	6434	3289	3150	9329	36537	113378	34027	53820	57477	97227	23549				418	0					34937	35093	52219	65894							0														48964				0		0	17367								3892													5399			CONF	CONF		
164153																																																																1864	829		1697			17386	364		1800	51244	0	0	58	7966	1785		17322	891	840	506	1438	1053	3237	10270	5330	4410	10554	10201	1956				0	104					1415	2393	6412	2523							0													0	14912				0		0	0								2248													2458			CONF	CONF	0	
164331																																																															0	0	0		0			31505	1686		0	152728	0	0	0	83982	86		11007	1817	397	2977	3712	31915	42972	9508	8148	14376	18982	9413	8312				159	105					0	1563	10008	11214							0														69916				749		0	79								3912													8429			CONF	CONF		
164377																																																																0	17380		0			3432	549		1140	121280	0	0	3380	53620	575		12038	402	2567	8283	12194	17870	11732	6181	12021	25611	9669	14178	0				0	0					5968	4530	10753	23132							415														0				0		0	2								0													199			CONF	CONF		
164957																																																																2267	0		2284			3837	1230		0	65547	0	0	0	27246	939		11282	1269	1830	5862	6511	11082	692	368	9728	15382	8651	2261	1911				0	0					7955	2819	8973	6415							0													0	13040				0		0	7								1158													417			CONF	CONF	0	
164975																																																															0	0	217		0			2699	5445		0	98852	0	0	0	82625	349		318	1630	3295	9971	2101	17432	48034	4726	1471	2629	2414	4445	541				0	0					756	0	3077	712							0														76028				0		0	2								1785													1185			CONF	CONF		
165628																																																																109083	649168	433	84994	2675949	0	2675949	475914		95902	10480525	0	311758	537146	1234746	225724	316962	1207209	42140	57491	53975	50550	212888	806634	7011295	119904	386217	875050	658775	171027	0	0	0	22110	9858	0				100328	426183	836884	2394279	0	311758				395	3085														6973522				395	42874	592241	43307							0	7768	0	0	0	0	0	0	0	0	0	0	0	0	184329	0	0	CONF	CONF		
165758																																																															0	818	7228		931			12124	8196		0	109176	0	0	0	29660	1652		15950	144	2197	3942	15738	2351	5288	18405	6753	18989	24406	8079	2884				0	20					6875	4265	22551	13686							0														31005				105		0	5								532													633			CONF	CONF		
