"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
242949	18784	1	3649	34624	0	58333	0	0	6000	0	39192	0	5		9446	6845		54683	39187	0	0	0	6000	0	956	2111	1480	6175	3067	650	1211	725	253	1277	2839	0	0	1861	0													
242958	28120	0	12073	29143	0	58762	0	0	0	0	68623	0	747		9259	0		46689	67876	0	0	1477	0	0	6789	10724	10642	697	14402	5175	2934	3142	400	19593	11651	29	0	3860	7197													
242976	174742	0	35382	139183	0	241294	0	0	0	0	430115	0	44372		72037	97191	36325	205912	384751	0	992	11603	0	0	16585	53106	42886	15138	69691	16893	5325	6660	1589	55678	30467	1503	0	22218	992	0	0	0	0	0	true							
243375	21405	0	0	3671470	0	3672498	0	0	15054	0	29541	0	0		710	3389		3672498	29541	0	0	1441	3305	3305	550	925	1318	400	1474	0	0	0	1555	2483	1555	0	11748	0	0													
243414	44443	0	17201	61584	0	147332	0	0	15788	0	128783	0	12675		15170	31082		130038	116108	93	0	467	11736	11736	3365	10938	17804	518	8003	1855	7207	11571	0	17454	20633	11740	0	9062	249													
243955	3416	0	1065	9149	0	11022	0	0	1	0	25864	0	332		3167	551		9957	25532	0	0	711	1	0	3323	6050	5158	379	9306	1789	2892	2307	0	11744	6988	0	0	4681	0													
244037	20602	847	8794	60039	0	87277	0	0	0	0	74321	461	3326		11443	30083		77636	70534	0	0	1511	0	0	3738	13136	3197	167	16864	399	2283	716	0	8795	3398	0	0	2682	0													
244149	23909	0	22939	126557	0	176994	0	0	1	0	135394	0	9137		22159	35525	8963	154055	125763	0	494	4734	1	0	15976	35118	7578	532	43382	7570	8057	868	261	37044	16756	3856	0	15627	0	0	0	0	0	0	true							
244158	35397	0	24999	112328	0	142141	0	0	0	0	164376	0	8518		18167	82578		117142	155858	0	0	0	0	0	7735	23584	7851	771	31319	1862	2733	1865	0	21774	6460	13604	0	4595	745													
244251	111462	0	34750	178827	0	390968	0	0	0	0	187153	0	4274		17388	36485		356218	182879	0	0	2218	0	0	4744	16033	8055	2786	20777	595	3725	1541	1727	14231	7588	0	0	4320	0													
245016	4495	0	0	344196	55034	344221	0	0	80348	0	1069879	0	0		97283	173569	25780	289187	1069879	0	0	14972	80348	20076	87317	291024	65424	2292	378341	94199	276571	74627	360	348775	445757	0	0	370770	120870	0	0	0	0	0	false							
245276	2272949	261	230115	2648591	0	5046121	0	0	0	0	3534514	0	1531		401763	6848	220556	4802485	3520553	13260	12430	52527	0	0	182774	244927	260086	66872	427701	42608	152784	283683	20983	352896	500058	0	0	195392	0	0	0	6848	0	6848	true	571406	2022027	0	6848	1292629	980320	
245351	18062	0	69620	140944	0	185558	0	0	65992	0	149949	0	12806		15323	46743		114691	136156	1247	987	2137	65992	1198	13276	28904	5997	25846	42180	1602	7490	1737	292	58700	11121	116722	0	9092	0													
245557	258482	0	114351	217896	0	370019	0	0	30000	0	544155	0	32765		64526	50829		255668	511390	0	0	15630	0	0	16434	67648	30134	10039	83987	9148	78594	20838	2007	59730	110587	916	15000	87742	0													
246022	322755	0	3774	28369	0	97931	0	0	47868	0	490739	0	18055		5574	103430	3577	94157	472684	0	0	2275	0	0	3294	2747	3790	2338	6041	24422	27964	0	0	6595	52386	0	47868	51919	0	0	0	0	0	0	true							
246134	77727	0	20334	56108	0	119990	0	0	0	0	590870	0	115210		70525	283393	23824	99656	475610	0	50	10981	0	0	12811	99155	14855	13435	111966	3351	63516	16324	6303	69731	89494	0	0	66867	0	0	0	0	0	0	true							
246451	15547	0	131	28669	0	35439	0	0	2000	0	72101	0	0		11623	23680		35308	72101	0	0	1766	2000	2000	4084	11319	7696	0	15403	0	4409	5366	0	11476	9775	0	0	4409	0													
246657	47835	0	84379	560866	0	679065	0	0	66286	0	198485	0	18124		17513	104108	9087	590453	179862	4233	499	2248	66286	66286	5747	14042	5206	744	19789	7160	12779	864	0	8226	20803	248074	0	19939	0	0	0	0	0	0	true							
246947	24960	0	12656	14039	0	45241	0	0	0	0	47414	0	20808		4851	15185		32585	26606	0	0	860	0	0	2285	2224	1829	252	4422	0	678	0	0	1739	678	0	0	678	0													
246956	55755	0	8119	98533	0	171564	0	0	11510	0	207554	0	19012		30277	15782		163215	185758	230	2784	274	0	0	26562	76445	8180	999	57204	6525	13618	3688	0	81909	23831	46985	0	20143	2784													
247140	179267	3	156550	594873	0	604656	0	0	196207	0	858771	0	25245		256241	258722		447357	818684	746	14842	11204	196207	96240	37678	147045	123779	37520	184723	10931	46712	17119	0	89781	74762	60898	0	57643	0													
247355	219262	0	660	18600	0	30590	0	0	0	0	1606168	0	171086		48837	1109111		29930	1435082	0	0	3835	0	0	68311	109496	13973	1174	177807	6546	72293	4897	1105	144117	84841	86746	0	78839	0													
247476	6942	0	0	2479	0	15395	0	0	0	0	53003	0	205		9769	26647		15395	52798	0	0	1220	0	0	3618	8489	5476	0	12107	833	0	998	0	7814	1831	0	0	833	0													
247551	46016	0	12521	128022	0	128022	0	0	11024	0	188515	0	29640		13076	100897		115412	153664	89	5211	1342	11024	11024	7767	25155	5353	0	32922	762	1906	659	0	25199	3327	58887	0	2668	2237													
247908	1079025	0	14533	210580	0	259786	0	0	0	0	1360405	0	41715		24116	246534		245253	1318690	0	0	7299	0	0	6735	11763	10183	3333	18498	251	1485	251	845	7898	2832	76699	0	1736	0													
248240	624929	0	17458	312386	0	312386	0	0	13631	0	890837	0	32240		42579	174294	5908	293912	857638	1016	959	1674	13631	13631	6065	37942	19584	13646	44007	0	12836	1090	451	34658	14377	272413	0	12836	0	164	624	0	0	788	true	83309	128431	83101	83279	139718	13294	
248352	14242	0	5442	11820	0	58162	0	0	2180	0	80590	0	3165		18772	25067		52720	74685	0	2740	1349	2180	2180	4545	21094	9432	518	24405	277	4006	1410	0	16817	5693	23522	0	4283	2740													
248455	86955	0	21880	122482	0	255056	0	0	0	0	196189	0	24846		15997	54736		233176	171343	0	0	1908	0	0	8408	13219	5858	1217	21192	7098	14959	3477	262	12705	25795	0	0	22056	0													
248633	19266	0	245	53753	0	95906	0	0	19124	0	239479	0	53708		37417	59997		95661	185771	0	0	13791	19124	0	9913	39447	38476	8636	49360	2036	27706	17589	16413	59056	63744	0	0	29742	0													
248745	44326	0	3438	74880	0	88031	0	0	3077	0	208185	0	8373		36392	89407		84344	199812	249	0	3607	3077	3077	13461	30418	7958	1125	43879	874	18674	1943	0	16570	21491	6183	0	19548	0													
249416	40218	0	9917	44307	0	56711	0	0	0	0	91657	0	2024		28718	7067		46794	89633	0	0	4580	0	0	6610	20182	11828	4967	26792	0	527	257	0	14869	784	0	0	527	0													
249612	3767165	0	28	1361861	0	1946556	0	0	437579	0	13192206	0	1745		2355343	2789381	485295	1946518	13189963	10	498	167810	437579	362671	883848	2857327	831995	110533	3734922	388680	1230164	310562	22552	2328359	1951958	13188	0	1618844	0	0	0	0	0	0	true	875266	550707	2118730	670650	3560003	207162	
249658	10604	0	2736	41919	0	42113	0	0	0	0	50616	0	6850		2052	29361		39377	43766	0	0	144	0	0	195	1852	1669	1139	2047	0	5363	0	434	2802	5797	2647	0	5363	0													
250430	22467	0	5754	30787	0	45421	0	0	0	0	54180	0	1915		13067	221		39667	52265	0	0	2527	0	0	6267	12677	7830	1714	18944	917	1738	350	0	15420	3005	0	0	2655	0													
250476	25294	0	0	8114	0	15515	0	0	0	0	44638	0	22		3548	6271		15515	39638	0	4978	167	0	0	1370	6450	1815	679	7820	502	1506	752	0	6765	2760	0	0	2008	0													
250850	9153	0	0	25408	0	45437	0	0	0	0	58904	0	13526		5937	5440		45437	45378	0	0	0	0	0	5446	17829	1180	664	23275	604	17263	1324	0	19182	19191	0	0	17867	0													
251352	37387	0	24411	108734	0	161354	0	0	18576	0	160615	0	16599		33426	17217	5007	136621	112826	322	31190	1336	18576	18576	13928	64937	8042	54	78865	13734	4206	1110	0	53535	19050	11844	0	17940	31190	0	0	0	0	0	false							
251558	90224	8	5498	174223	0	206999	0	0	0	0	149838	0	6857		19961	24622		201493	142978	0	3	5083	0	0	6371	7163	9825	6263	12235	2771	920	1677	0	9662	5368	57877	0	3434	0													
251745	49781	0	23376	197827	0	276449	0	0	0	0	217967	0	38349		39814	32396		253066	179618	7	0	7163	0	0	21710	52322	6139	780	73972	11823	42440	576	0	41137	54839	0	0	54263	0													
251978	33756	0	8822	94439	0	112091	0	0	0	0	340508	0	13215		40468	95096		103269	327293	0	0	10682	0	0	25428	92772	23405	1259	118200	12851	42679	12756	505	102396	68791	25242	0	55530	12827													
252041	72831	0	91639	148809	0	295459	0	0	0	0	334434	0	11237		24559	176051		201081	322715	2739	482	2014	0	0	6737	24818	20531	4320	31555	5833	13161	8367	1785	31847	29146	76077	0	18994	0													
252452	21100	0	13292	41751	0	68425	0	0	0	0	66878	0	4651		9358	30897		55133	62227	0	0	2598	0	0	3257	6594	2658	0	9799	0	2372	0	0	3151	2372	0	0	2372	0													
252658	10172	0	5669	84786	0	103490	0	0	5273	0	166182	0	679		15796	34541		77821	120109	20000	45394	11548	5273	497	18310	25669	24499	1862	43979	12581	28338	10208	0	54546	51127	0	0	40919	5701													
253356	68850	0	65778	586312	0	636081	0	0	0	0	829651	0	33134		30961	575521	6150	570279	748575	24	47942	1833	0	0	9433	67217	13377	0	76650	13484	79790	1979	0	59064	95253	24678	0	93274	0	0	0	24678	0	24678	true	510318	59960	160564	360203	58321	10529	
253468	172182	0	539049	1562613	0	2005357	0	0	126716	0	1435359	0	317240		17187	764204	6458	1457096	1114767	9212	3352	2291	126716	126716	39325	202457	6210	658	241782	68386	174565	7374	0	231462	250325	919055	0	242951	0	0	0	0	0	717878	true	69011	124742	0	589018	0	172182	
253646	47224	0	18747	99355	0	180307	0	0	0	0	236879	0	34526		21096	145201	11362	161560	202353	0	0	4127	0	0	4484	20270	9930	1852	24754	314	6786	335	483	15440	7918	0	0	7100	0	0	0	0	0	0	true							
253730	20175	0	13440	38608	0	48437	0	0	0	0	56012	0	1114		10980	1822		34997	54898	0	0	942	0	0	5867	16161	2400	0	20105	1872	5787	1928	0	13448	9587	0	0	7659	0													
254317	182004	0	52355	74845	0	216731	0	0	0	0	840180	0	43650		202105	255174		164376	796530	0	0	35570	0	0	37542	157872	85402	46003	195414	20049	34617	17132	4385	124714	76183	0	0	54666	0													
254504	115893	0	2603	100575	0	140343	0	0	12850	0	160694	0	29040		10092	11219		136586	130907	1154	747	0	12850	10378	7531	18169	5179	316	25700	541	758	1088	0	21103	2387	9321	0	1299	0													
254849	42760	0	110611	190595	0	269606	0	0	5899	0	162668	0	44257		5695	46812		157003	102411	1992	16000	180	5899	5899	35421	26166	1485	363	61583	250	3756	654	5000	57740	9660	95352	0	4006	0													
255350	22432	0	9265	38024	0	58146	0	0	0	0	66650	0	10550		13588	21198		47760	54190	1121	1910	1747	0	0	2804	11079	6938	972	13840	0	956	271	0	8205	1227	468	0	956	1875													
255547	18570	2	2105	15659	0	36170	0	0	0	0	64656	0	2564		16638	6995	2171	34063	62092	0	0	0	0	0	2266	13858	15766	3591	16124	0	2024	1585	0	18843	3609	0	0	2024	6610	557	0	0	0	557	true							
255556	0	0	25253	130103	0	220046	0	0	0	0	38144	0	5105		9016	2585		194793	33039	0	0	3740	0	0	5706	7616	5397	1622	13321	3169	5473	4062	2514	11325	15218	0	0	8373	0													
255574	160101	0	590	319359	0	319359	0	0	50693	0	467652	0	1375		138220	118620		318769	465914	0	363	9626	50693	14917	21778	64344	56390	31857	85312	2027	7682	4600	253	36149	14562	0	0	9709	0													
255659	998248	0	482034	2262561	0	3089818	0	0	0	0	2782364	0	179823		161161	1162650	61841	2605935	2602442	1849	99	27873	0	0	76204	222030	58352	10904	298234	37282	176235	35887	4572	206329	253976	84646	0	213517	0	0	0	55520	0	55520	true	498954	509642	478970	556621	754896	224198	
256058	57592	0	17777	120076	0	220132	0	0	13994	0	342937	0	22904		52061	20753		202299	320033	56	0	9175	10570	4222	24233	69566	78508	19346	93799	25632	24023	20497	2785	139594	72937	0	496	49654	60310													
256076	32869	0	981	26116	0	52138	0	0	0	0	76184	0	6803		10926	8136		51157	69381	0	0	1086	0	0	4112	15949	4129	0	20061	1158	6116	3714	0	13265	10988	0	0	7274	0													
256179	30253	0	6537	43230	0	58814	0	0	0	0	54341	0	217		6479	12301		52277	54124	0	0	657	0	0	2723	4942	2211	182	7453	952	252	525	0	3579	1729	0	0	781	0													
256553	624936	0	295795	1253038	0	1498924	0	0	7283	0	1764618	0	191915		279808	495106	47574	1202834	1572703	295	0	11697	7283	0	42557	339233	88878	13156	380469	4796	134667	17027	4262	204016	160752	145886	0	139463	0	0	0	119522	0	119522	true	368698	221403	495106	0	624936	0	
257233	113332	0	65034	416020	0	416020	0	0	0	0	479908	0	88076		82210	83574		348283	363716	2703	28116	16181	0	0	35272	105133	31467	6348	140405	11694	68834	20287	3967	96010	104782	117026	0	80528	26840													
257345	44232	0	20209	66358	0	94628	0	0	250	0	138786	0	12795		25989	51400		74419	125991	0	0	6142	250	0	5407	13214	18871	2788	18508	0	1380	1494	0	14291	2874	0	0	1380	0													
257578	1809	0	39853	20708	0	289850	0	0	0	0	147161	0	0		46613	0		249997	147161	0	0	1631	0	0	14517	62313	9239	2721	76783	22422	32070	1792	278	42177	56562	0	0	54492	0													
257653	13030	0	7567	16023	0	28371	0	0	0	0	29362	0	4384		6201	2395		20804	24978	0	0	652	0	0	4004	4870	848	104	8874	3761	350	0	0	3625	4111	0	0	4111	0													
257756	31781	0	2210	76424	0	109618	0	0	0	0	118808	0	1552		18224	16589		107408	117256	0	0	944	0	0	7612	30690	2162	578	38302	1599	24947	2850	0	22818	29396	0	0	26546	0													
258146	7475	0	1259	11603	0	14810	0	0	0	0	23685	0	1535		9025	4021		13551	22150	0	0	0	0	0	1905	6814	2435	157	8719	0	877	0	0	2286	877	0	0	877	0													
258306	136280	59	1711	147702	0	200229	0	0	0	0	290760	0	1151		23355	97005		198428	289592	31	17	1114	0	0	17481	18225	11050	1517	35706	0	1242	7959	0	24918	9201	14900	0	1242	0													
258379	24166	0	6575	14532	0	53486	0	0	0	0	73930	0	1773		19718	5243		46911	72157	0	0	1923	0	0	1989	7692	19662	6224	9681	253	3589	4251	861	15849	8954	0	0	3842	0													
258445	111056	0	1735	171216	0	279139	0	0	0	0	294628	0	2191		52302	101579		277404	292437	0	0	4127	0	0	14905	22987	29725	6363	37892	2911	1810	2995	297	21678	8013	0	0	4721	0													
258539	30679	0	455	21233	0	29695	0	0	0	0	81125	0	2174		11849	9449		29240	78951	0	0	2810	0	0	2859	12617	7640	2612	15476	9690	3164	1843	572	13879	15269	0	0	12854	0													
258771	323373	0	0	1502788	0	1989313	0	0	885314	0	5078509	0	294270		1414054	2097037	110995	1989313	4782851	0	1388	42622	885314	876564	672569	1313822	473375	12508	1986391	23699	130974	30796	355	1058221	185824	91090	0	154673	1388	0	0	0	0	0	true	373135	278060	1022264	779115	299961	23412	
258874	19989	0	42	4511	0	19174	0	0	0	0	63287	0	577		18437	11843		19132	62710	0	0	1778	0	0	3894	8827	13900	2318	12721	909	304	1303	0	10502	2516	0	0	1213	0													
259059	25518	0	7593	35290	0	59529	0	0	0	0	60271	0	6769		6068	25580		51786	53502	150	0	941	0	0	2062	3342	1939	476	5078	0	564	790	0	1751	1354	0	0	564	0													
259330	79673	0	17547	50687	0	101047	0	0	97736	0	799539	0	86232		191622	410414	31885	83498	713186	2	121	14279	97736	50250	39248	78806	137585	15685	117812	1984	17857	17935	351	79703	38127	645	0	19841	0	0	0	0	0	0	true							
259442	38516	3	35052	71901	0	163698	0	0	11870	0	229623	0	12723		50732	85321		128643	215655	0	1245	6399	2211	1205	16312	18367	43159	7686	34679	3281	6224	9164	1593	34792	20262	19105	6000	9505	498													
259956	22834	0	26896	11742	0	93571	0	0	0	0	46210	0	4261		8908	2438		66670	41949	5	0	772	0	0	3593	8004	6357	73	11597	505	2145	262	0	9118	2912	0	0	2650	0													
260055	159381	62	236676	2385837	0	3264587	0	0	371679	0	2473358	0	179325		432958	1722283	21664	3018462	2290534	9387	3499	8157	371679	341679	80009	355308	64335	3453	435317	4262	59161	19485	5681	70146	88590	227401	0	63423	0	0	0	190289	0	190289	true	439723	731762	876403	456049	152220	6691	
260831	10326	0	9557	72281	0	73562	0	0	0	0	85379	0	11689		10848	22483		64005	73191	0	499	850	0	0	5992	28608	2949	0	34600	1310	12675	1036	0	26701	15021	0	0	13985	739													
261146	21831	0	34157	134329	0	134587	0	0	98097	0	248460	0	4024		128583	32449	12816	100430	244436	0	0	6611	98097	31335	10632	79191	70918	431	89822	4722	21409	5584	1294	32588	33009	10484	0	26131	0	10424	0	0	0	10424	true							
261360	104662	79	69892	167569	0	240987	0	0	0	0	672490	112	57676		56704	393104		171016	614702	0	0	4741	0	0	21287	96004	16087	1808	117291	3039	33587	2911	0	78482	39537	0	0	36626	0													
261940	71226	0	106713	136794	0	411887	0	0	1	0	475427	0	39282		100274	114262		305174	435164	0	981	11486	1	1	19879	174703	21242	744	194582	6340	59031	8000	0	116294	73371	22150	0	65371	0													
262059	24790	0	79077	112411	0	229543	0	0	23412	0	202213	0	4172		38116	83567		148972	198041	1494	0	4249	23412	23412	20581	50662	2791	679	47604	5905	12421	815	0	36599	19141	43509	0	18326	0													
262237	20267	0	13555	89992	0	138090	0	0	0	0	258019	0	41366		28140	137653		124535	216653	0	0	5236	0	0	6433	54869	6917	1353	61302	2237	26184	1192	913	41433	30526	0	0	28421	0													
262358	48551	0	16322	208116	0	469496	0	0	100387	0	476121	0	38613		31021	177286		371118	354061	82056	83447	1513	100387	100387	40176	128821	34709	5432	168947	531	31033	9582	0	178117	41146	183269	0	31564	123893													
262741	66871	0	51569	222064	0	325986	0	0	40224	0	217430	0	7213		85342	0		271678	209719	2739	498	5554	40224	40224	43505	93344	4992	1540	133359	3733	2792	0	652	58039	7177	101409	0	5962	498													
262844	164291	0	60174	230300	0	334890	0	0	17684	0	427503	0	17912		56478	99080		273222	409591	1494	0	0	17684	17684	19331	51544	23733	4605	70875	4997	38272	18247	3402	42735	64918	23279	0	43269	0													
262956	47161	0	23627	58844	0	96205	0	0	0	0	74153	0	1880		12528	0		72578	72273	0	0	3100	0	0	2076	5460	7670	4381	6124	1511	868	3119	1907	7059	7405	0	0	2379	0													
263243	85470	2	47942	124493	0	271939	0	0	3993	0	242588	0	579		50250	33561	18263	223995	242009	0	0	6822	3993	2006	13271	43566	35376	5161	56836	1366	15644	8888	288	47123	26186	0	0	15004	0	0	0	0	0	0	true							
263627	41255	0	44429	53671	0	128028	0	0	0	0	61294	0	2930		8638	3064		83599	58364	0	0	347	0	0	2786	6347	3275	962	9133	3305	0	300	0	4732	3605	0	0	3305	0													
264455	85044	17	78796	267177	0	414703	0	0	0	0	257477	0	49296		25002	45158		335890	208181	0	0	4692	0	0	13259	21320	10045	1328	33274	70170	10115	1038	0	20950	81323	0	0	79980	0													
264772	4425643	0	999	1583719	0	1583719	0	0	1088733	0	5657744	0	22187		1043470	121987	0	1581462	5614846	1258	20711	0	1077458	1057891	293516	765961	27246	9546	1059477	303	9909	3377	254	52800	13844	51809	11275	10212	1941778	0	0	0	0	0	true	1868	353940	0	99415	4387078	38565	
265340	36653	0	57692	68057	0	95487	0	0	0	0	162121	0	5694		24199	56094		37795	156427	0	0	5547	0	0	10584	22885	13850	5969	33469	1016	7894	6164	1012	29089	16086	0	0	8910	0													
265407	330561	3	192150	895665	0	1167610	0	0	53594	0	882802	0	34173		84885	327521		968233	848629	7224	0	11237	53594	53594	26275	110048	13004	5899	136283	11333	51299	6860	0	70343	69492	392538	0	62632	0													
265452	15851	0	15193	43032	0	43032	0	0	0	0	33872	0	2318		7749	0		27839	31554	0	0	195	0	0	2067	7567	3748	1780	9634	529	676	1147	508	7413	2860	0	0	1205	0													
265676	18232	0	1466	51166	0	58226	0	0	0	0	61507	0	9355		11538	7201		56760	52152	0	0	279	0	0	5001	16171	501	83	21172	1340	12978	0	0	10218	14318	0	0	14318	0													
266066	18336	0	15005	65144	0	99509	0	0	0	0	137198	0	15561		12729	46607		84054	111607	450	10030	537	0	0	6487	24064	11902	78	30551	6172	15594	7958	0	29802	29724	1282	0	21766	13259													
266244	41371	39	6507	67095	0	76328	0	0	0	0	160771	0	4765		43232	17891		69782	155512	0	494	5016	0	0	5701	25704	43462	2676	31405	0	16039	7927	0	34311	23966	0	0	16039	0													
266253	9296	2	12904	20455	0	51382	0	0	0	0	57029	0	4218		5107	3992		38476	41574	0	11237	247	0	0	3350	18975	5071	714	22325	3166	9646	2819	0	23003	15631	7347	0	12812	11237													
266655	13831	0	1298	15478	0	29717	0	0	2162	0	44559	0	4266		13487	5948		28419	40293	0	0	684	2162	0	4008	8771	6489	3579	12779	1620	313	0	0	9360	1933	0	0	1933	3223													
266851	49274	1	23835	122335	0	123902	0	0	1588	0	180681	0	26750		40146	32917		100066	153931	0	0	3934	1588	241	7964	35680	27556	1159	24779	10533	9937	5153	509	32213	26132	0	0	20469	0													
266945	93266	68	66153	161884	0	272509	0	0	25216	0	674677	0	15912		107401	292194		206288	656900	0	1865	40469	25216	5216	33971	93037	66234	5840	127008	18384	40202	30448	1100	91682	90134	0	0	58586	2858													
267652	21620	0	10362	35310	0	48790	0	0	0	0	54156	0	3515		4821	21915		38428	50641	0	0	259	0	0	1053	3070	3529	669	3926	1500	0	800	0	3500	2300	0	0	1500	0													
268006	998145	12	61417	419786	0	419786	0	0	3517	0	1949402	0	107219		191057	476425	86207	354122	1837483	4235	4700	37367	3517	3517	66526	226382	56225	16975	292586	6415	89217	11120	1972	175051	108724	445585	0	95632	0	0	0	409688	0	409688	true	9710	29630	255522	219318	680852	258163	
268136	25270	0	29365	142400	0	142400	0	0	0	0	137388	0	3696		27692	44622		113035	133692	0	0	3604	0	0	11169	37496	5416	498	48665	1076	11572	267	0	26888	12915	0	0	12648	0													
268677	128928	0	468	152349	0	152349	0	0	17637	0	458386	0	50		46148	150765	4575	151556	445676	325	12660	1398	1095	1095	46541	65222	26310	4854	101765	7509	12999	4497	10761	96779	35765	84389	16542	20507	7460	0	0	0	0	0	false							
268828	84586	19	4568	74415	0	92387	0	0	0	0	171350	0	6571		28023	3778	13995	87800	164779	0	0	7295	0	0	7909	40052	4354	473	47961	3872	24575	1209	542	24765	30198	0	0	28447	0	0	0	0	0	0	false							
268976	204096	42	0	46881	0	170732	0	0	0	0	482903	0	0		54587	22967		170690	482903	0	0	17990	0	0	30581	54501	45787	0	85082	16413	61625	46934	0	76282	124971	0	0	78038	0													
269049	76132	0	58390	182816	0	330655	0	0	31572	0	297541	0	8768		60924	117076		272265	288773	0	0	2871	31572	11280	9864	41243	28492	4753	42767	8020	10889	1071	0	23428	19980	0	0	18041	0													
269058	21859	0	8368	43593	0	87679	0	0	0	0	97138	0	5398		9384	54824	6772	79311	91740	0	0	2526	0	0	2482	8178	3987	1756	10660	2750	1004	0	298	7019	4052	2969	0	3754	0	0	0	709	0	709	true							
269571	10578	0	0	12023	0	12023	0	0	0	0	66898	0	262		24283	0		12023	66636	0	0	22246	0	0	9392	11689	15124	8055	21081	3313	3832	4913	0	19977	12058	0	0	7145	0													
269759	15931	0	859	21625	0	25805	0	0	0	0	30385	0	2003		3549	7808		24946	28382	0	0	114	0	0	1278	3809	678	0	5087	0	883	0	0	2216	883	0	0	883	0													
270148	31465	6	16015	57784	0	85316	0	0	3024	0	72353	0	12410		9492	20798		69295	59943	0	0	130	0	0	2724	11371	1763	857	14095	1014	2361	0	0	7223	3375	0	3024	3375	0													
270353	11862	0	928	19359	0	26064	0	0	0	0	35543	0	1544		4808	13663		25136	33999	0	0	0	0	0	2705	3991	1633	174	6695	0	0	1515	0	3695	1515	0	0	0	0													
270504	170453	0	56023	417479	0	481398	0	0	249	0	408257	0	41067		48796	132554		423383	366444	1992	746	11914	249	0	15938	33398	28556	10619	48957	4166	6148	4632	1792	39716	16738	100111	0	10314	0													
270531	7769	0	0	77428	0	95028	0	0	0	0	58848	0	0		8080	14218		95028	55773	0	3075	745	0	0	3038	9771	8279	2602	12809	815	2414	2696	7247	15609	13172	0	0	3229	0													
270652	9463	0	5091	22583	0	34594	0	0	0	0	49774	0	6507		15689	7344		29503	43167	0	100	4953	0	0	10024	10897	6502	1888	18912	1249	800	1339	268	13622	3656	0	0	1056	0													
271136	27179	0	214	37499	0	51019	0	0	0	0	31919	0	12		2111	1481		50805	31907	0	0	229	0	0	851	1240	835	332	1985	0	0	0	0	1148	0	0	0	0	0													
271275	145497	0	13105	125952	0	160208	0	0	0	0	238350	0	2347		24218	24479	5838	147103	236003	0	0	1083	0	0	7414	27485	5393	795	34898	2283	19304	5700	0	16868	27287	0	0	21587	0	0	0	0	0	0	true							
271341	23671	0	279	34583	0	54944	0	0	0	0	46772	0	0		5883	11198		54665	46772	0	0	1402	0	0	845	2291	3225	1934	3097	0	2778	831	0	2412	3609	0	0	2778	0													
271529	444993	0	54464	37613	0	76468	0	0	0	0	535688	0	323		5548	80848		22004	535365	0	0	0	0	0	1660	2838	2394	1979	4498	0	0	0	976	3323	976	0	0	0	0													
272030	10123	0	13604	57446	0	64152	0	0	8242	0	83489	0	4368		20334	29889		49867	79104	681	17	1458	8242	8242	8532	23205	2696	717	23495	303	7362	661	0	14816	8326	10408	0	7665	0													
272058	2772	0	282	6119	0	10543	0	0	7091	0	31248	0	1193		7223	7060		10261	22964	0	7091	687	1991	249	2050	8650	3427	166	10700	1324	700	0	5100	7069	7124	0	0	2024	0													
272151	4445	0	2259	12440	0	20748	0	0	0	0	17381	72	960		3731	3624		18489	16349	0	0	0	0	0	1630	5692	768	0	7322	0	1222	0	0	4359	1222	0	0	1222	0													
272272	1565173	2	133174	691611	0	800416	0	0	97862	0	2967086	0	245911		303470	448622		659518	2720128	7722	1047	41899	97862	36785	100085	373588	212567	47052	473673	25820	127798	52829	13554	429821	220001	562715	0	153618	0													
272302	567827	0	6317	222437	0	467932	0	0	576143	0	3141360	0	83459		321948	1121086	169845	461615	3057901	0	0	94884	576143	357382	137969	460668	553422	70384	598637	22408	93394	110161	4041	900495	230004	0	0	115802	0	1729	0	0	0	1729	true	118362	191763	936316	184770	529566	38260	
273336	120691	0	1512	385647	0	560655	0	0	0	0	2282211	0	52		9165	2124021	5856	559143	2282159	0	0	854	0	0	4392	12073	3429	1196	16465	4971	8584	2854	0	11925	16409	50774	0	13555	50774	0	0	250	0	0	true	5902	37511	743287	1330208	119011	1680	
273550	64978	0	35287	95649	0	222143	0	0	0	0	193754	0	20033		13864	100555		186856	173721	0	0	0	0	0	5089	9485	7749	973	14574	507	1691	1587	1140	9432	4925	0	0	2198	0													
273653	25845	0	906	17577	0	26637	0	0	0	0	43457	0	218		7922	0		25731	43239	0	0	0	0	0	1810	8917	4617	94	10727	300	1874	0	0	7516	2174	0	0	2174	0													
273662	450249	0	59063	87688	0	119877	0	0	0	0	1707494	0	223098		28620	329914		60814	1484396	0	0	1919	0	0	16735	37196	8317	1522	44341	155866	688093	18338	1264	35150	863561	0	0	778401	0													
