"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON3545	RCON3548	RCON8492	RCON8495	RCON8496	RCON8499	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONHT71	RCONJA22	RCONJF75	
37341	0	0					611	0	5206					6400	0	0			0	4020	0	0										13		
37435	0	58591					1210	64511	500072					0	0	0			9207	30953	0	0										0		
37640	0	0					14957	0	1663945					57806	0	0			0	780640	0	58323										0		
37659	0	0					47	5899	240					0	0	0			5899	0	0	0										0		
37949	0	7921					481	0	137663					2600	0	0			0	59200	0	24068										0		
38740	0	0					1833	0	94014					12829	0	0			0	25918	0	0										0		
39327	17925	0					471	42197	175247					0	0	0			4899	17032	0	0										0		
39756	0	36915					657	0	167025					10768	0	0			0	59142	0	4584										0		
40033	0	3666					315	2	20559					0	0	0			0	5554	0	0										0		
40499	0	0					24999	19838	303058					590666	21557	21557			0	0	0	0										0		
40855	0	989					770	0	14144					8237	0	0			0	6641	0	0										0		
41553	0	489					343	20660	52461					0	0	0			20151	0	0	0										0		
41629	0	14799					983	0	61826					12500	0	0			0	15451	0	0										0		
41825	0	0					1740	99914	43143					30000	31	0			28555	6892	0	0										0		
42037	0	0					46	0	28833					0	0	0			0	11557	0	0										0		
42354	0	8967					623	0	49429					0	0	0			0	16769	0	0										0		
42372	0	12001					216	0	92827					0	0	0			0	6805	0	0										0		
42420	0	0					36200	451278	749952					209973	0	0			26634	7744	0	78978										0		
42448	0	0					8557	0	156276					101537	0	0			0	128587	0	0										0		
42457	0	0					613	8883	13597					0	0	0			8883	0	0	0										0		
43052	0	1957					2294	0	33950					1000	0	0			0	9462	0	0										0		
43351	0	0					822	0	3880					14332	0	0			0	2115	0	0										0		
43856	0	926					984	2896	11916					12	0	0			2896	1731	0	0										0		
43959	0	3057					358	0	98296					0	0	0			0	46280	0	0										0		
44040	0	0					1393	0	152334					10000	0	0			0	47503	0	0										0		
44433	0	0					3237	0	104864					43000	0	0			0	9182	0	0										0		
44741	0	46729					1459	0	203993					0	0	0			0	104740	0	0										221		
44750	0	0					1029	0	29476					8000	0	0			0	658	0	0										0		
44929	0	43176					657	0	50767					0	0	0			0	4438	0	0										0		
45038	0	1655					214	637	68131					2000	0	0			637	17550	0	1040										126		
45047	0	21452					888	0	47987					7500	0	0			0	10549	0	0										0		
45056	0	4745					220	11665	26427					0	0	0			11665	350	0	0										0		
45430	0	0					253	17950	35155					3000	0	0			17950	0	0	0										0		
45458	0	1232					2612	500	72955					25297	0	0			0	28682	0	0										0		
45551	0	36889					5806	0	220734					100000	0	0			0	85898	0	0										0		
45560	0	77020					10019	45929	865937					30000	0	0			4621	64130	0	0										3491		
45775	0	0					687	0	28453					15436	0	0			0	973	0	0										0		
46053	0	4610					2370	0	107901					0	0	0			0	45516	0	0										68		
46941	0	3147					326	2364	53617					569	0	0			1864	12101	0	0										0		
47247	0	0					7672	1417	35002					68900	373	248			917	16238	0	0										0		
47256	0	0					160	0	0					0	0	0			0	0	0	0										0		
47500	0	0					1087	0	57472					28000	0	0			0	10127	0	0										31610		
48057	0	13180					529	0	44253					0	0	0			0	21444	0	0										0		
48150	0	5678					276	0	9229					442	0	0			0	2146	0	0										11		
48374	0	30069					11724	0	167381					55295	0	0			0	29397	0	351										346		
48440	0	0					947	150	47820					7500	0	0			150	19033	0	0										0		
49054	0	0					2758	0	32366					57092	0	0			0	1055	0	0										0		
49148	0	0					284	0	57611					3000	0	0			0	13638	0	0										0		
49241	0	0					12653	33750	107606					31033	0	0			10905	40483	0	0										0		
49652	0	928					781	0	51930					11914	0	0			0	34635	0	0										739		
49858	0	982					1071	0	5423					0	0	0			0	2214	0	0										0		
49951	0	0					319	0	21190					0	0	0			0	1062	0	0										0		
50144	0	0					302	56530	0					2000	0	0			9905	0	0	0										0		
50461	0	0					0	0	0					0	0	0			0	0	0	0										0		
51253	0	0					5702	0	3119					93008	0	0			0	0	0	0										0		
51356	0	0					0	0	25734					0	0	0			0	0	0	0										0		
51459	0	24547					3004	0	171548					0	0	0			0	34620	0	0										54		
51842	0	5734					204	0	84592					10000	0	0			0	36536	0	0										12		
52719	0	0					6402	0	0					0	0	0			0	0	0	0										0		
52951	0	0					1252	0	122033					139	0	0			0	46704	0	0										0		
53051	0	0					5	30089	0					0	0	0			2825	0	0	0										0		
54058	0	0					1568	0	98252					5000	0	0			0	31539	0	0										0		
54656	0	25021					5093	0	781826					81370	0	0			0	618292	0	0										0		
54973	59900	63241					120748	1238185	1419755					550000	0	0			0	14766	0	130690										0		
55336	0	36721					2313	0	168081					2772	0	0			0	24377	0	0										0		
55635	0	4755					279	0	9005					2688	0	0			0	0	0	0										0		
55653	0	25993					311	0	49993					0	0	0			0	6044	0	6564										0		
55970	0	98516					761	0	101901					600	0	0			0	0	0	0										0		
56258	0	0					8	0	143536					10000	0	0			0	38343	0	0										0		
56351	0	0					29858	289933	553779					500000	0	0			172949	200317	0	0										0		
56548	0	1812					3255	0	82369					11000	0	0			0	0	0	0										52		
56717	0	0					4645	0	219740					70319	0	0			0	83155	0	0										0		
57040	0	37674					279	0	42439					0	0	0			0	2299	0	0										0		
57451	0	118920					982	0	366090					24600	0	0			0	97997	0	9125										1172		
58225	0	28309					1222	0	100500					19060	0	0			0	25333	0	0										0		
58243	19703	0					32093	821639	179498					267600	0	0			82715	53287	0	920										0		
58355	0	9009					193	0	9009					0	0	0			0	0	0	0										0		
58551	0	0					0	0	74556					0	0	0			0	40192	0	0										0		
58636	0	0					1783	0	105420					10300	0	0			0	38873	0	0										0		
58757	0	13425					1676	0	62483					12157	0	0			0	18254	0	0										64		
58971	612156	188916					18780	3197382	532016					1068000	0	0			1836	6168	0	129519										0		
59316	0	42432					5963	0	418245					103366	0	0			0	129449	0	45378										0		
59352	0	4601					118	2592	132283					0	0	0			0	81925	0	0										0		
59370	0	485					269	1316	24786					0	0	0			0	5573	0	0										26		
59754	0	0					787	0	1398					8489	0	0			0	1398	0	0										0		
60143	0	1982000	0	0	0	0	1177000	0	18293000	266000	90570000	0	85231000	15647000	403000	857000	0	0	0	0	0	0	0	11922000	0	3252000	0	1137000	0	0	0	53000	0	
60330	0	5731					981	0	216920					101	0	0			0	35813	22600	0										0		
60545	0	4419					773	0	85033					8000	0	0			0	54453	0	0										0		
60554	0	9114					240	0	11698					951	0	0			0	430	0	0										43		
60648	0	31401					712	2625	135262					0	0	0			2625	51753	0	0										0		
61122	37268	0					4490	233084	111028					80000	0	0			22625	10630	0	52030										0		
61355	0	125570					7275	259910	229233					0	0	0			91285	62817	0	21396										0		
61476	0	0					14979	0	68272					126861	0	0			0	9874	0	0										0		
61757	26991	13123					1520	100076	14765					0	0	0			2001	1319	0	0										0		
61832	0	3867					1237	0	252271					0	0	0			0	150216	0	0										0		
61953	0	12832					256	14226	38106					0	0	0			13633	1919	0	0										0		
62044	0	4936					82	0	5845					0	0	0			0	0	0	0										0		
62110	98	0					126	98	0					0	0	0			0	0	0	0										13062		
62147	0	975					114	500	38423					0	0	0			0	22454	0	0										0		
63050	0	2199					25	0	90963					0	0	0			0	56263	0	0										0		
63069	98	666241	0	0	0	0	433596	4881396	16788025	0	96370058	0	88136432	9973678	406703	0	553176	1599310	390991	0	0	0	391690	223340	3545441	12494052	0	0	0	1805082	0	190350	0	
63201	0	3249					395	11210	60463					0	0	0			10326	29406	0	0										0		
63573	0	0					2893	0	67619					31295	0	0			0	0	0	0										0		
63733	0	41991					5018	0	401687					79524	0	0			0	96747	0	0										67		
64150	0	3212					1167	13065	120252					16170	0	0			13065	51995	0	0										0		
64552	0	0					709	0	25446					0	0	0			0	706	0	0										0		
64730	0	0					125	0	120370					0	0	0			0	934	0	0										0		
65205	0	8697					912	0	192926					0	0	0			0	6841	0	0										21750		
65513	0	0	0	0	0	0	375	82504	1056	0	446528	0	393468	22150			0	0	0	1056	0	0	0	0	0	0	30172	0	52332	0		0		
65559	0	19244					0	0	454392					0	0	0			0	112021	0	0										0		
65858	0	5815					2311	0	632240					50021	0	0			0	125358	0	0										0		
66154	0	0					1235	0	29142					6353	0	0			0	15115	0	0										0		
66275	0	0					297	0	14971					0	0	0			0	5166	0	0										64		
66677	0	0					5828	0	6321					37000	0	0			0	0	0	0										0		
67142	0	0					2395	0	44479					0	0	0			0	43871	0	0										0		
67151	0	2370					987	4227	314765					18300	0	0			0	82503	0	0										0		
67209	0	1962					2122	0	133527					30750	8889	8889			0	3943	0	0										9281		
67254	0	0					0	0	100					0	0	0			0	0	0	0										0		
67656	12498	0					1657	147966	138323					0	0	0			49002	65712	0	0										0		
67870	0	9448					960	0	43512					0	0	0			0	7329	0	0										0		
68671	0	0					157	0	0					0	0	0			0	0	0	0										0		
68756	0	23303					1750	15500	137458					0	0	0			0	26459	53860	0										0		
68831	0	0					982	0	54203					0	0	0			0	25064	0	0										0		
69333	20033	0					4223	228757	231695					0	0	0			106536	90160	0	26968										0		
69678	0	89374					1519	1340	319816					0	0	0			1340	152637	0	17923										54		
70218	0	0					859	0	3703					17000	0	0			0	0	0	0										0		
70414	0	0					3324	2041	203194					22413	0	0			2041	67867	0	0										0		
70638	0	1853					2266	0	42892					7582	0	0			0	40253	0	0										0		
70955	0	0					0	0	0					0	0	0			0	0	0	0										0		
71073	0	0					2219	1250	16692					48092	0	0			0	725	0	0										0		
71457	0	22655					4506	258	207231					25741	0	0			258	54878	0	28055										0		
71859	0	487					133	0	2066					0	0	0			0	1110	0	0										0		
72258	0	39659					0	239817	310809					0	0	0			216383	0	0	0										0		
72351	0	0					38	0	37917					0	0	0			0	15035	0	0										0		
72454	5160	17600					215	26210	17600					0	0	0			21050	0	0	0										0		
72678	0	0					1984	0	179104					37668	0	0			0	96598	0	1140										3		
73116	0	0					823	0	142431					10000	0	0			0	6929	0	0										0		
73152	0	0					277	0	66275					0	0	0			0	34494	0	0										0		
73554	0	1971					1984	6965	46835					39560	0	0			3465	1423	0	0										0		
73956	0	1916					174	0	29664					0	0	0			0	5268	0	0										0		
74056	0	7651					329	0	62928					0	0	0			0	1611	0	0										0		
74140	0	212086					15373	0	568651					0	0	0			0	108721	0	31996										0		
74403	0	17991					3253	0	131141					130314	0	0			0	0	0	71544										0		
74449	9055	0					25	10555	0					0	0	0			0	0	0	0										0		
75259	0	0					1109	0	21003					20000	0	0			0	5681	0	0										0		
75446	0	0					4220	1000	205974					19335	0	0			0	139846	0	0										26		
75455	0	6705					0	0	7329					0	0	0			0	0	0	0										0		
75633																																		
75651	0	5572					568	0	25839					0	0	0			0	4308	0	0										3617		
76153	2987	0					435	13178	0					400	0	0			1901	0	0	0										0		
76443	0	5826					255	0	45752					430	0	0			0	8616	0	0										0		
76854	0	0					3764	0	64040					50000	0	0			0	30445	0	0										0		
77150	0	0					166	0	14897					1203	0	0			0	0	0	0										0		
77253	0	0					1856	11750	243792					7506	0	0			11750	119140	0	0										0		
77422	0	967					699	0	23855					8000	0	0			0	510	0	0										0		
77851	0	3909					20347	581019	282023					55600	0	0			178547	0	0	0										0		
78157	5519	0					100	14799	6135					0	0	0			1579	981	0	0										0		
78241	0	0					266	0	15635					0	0	0			0	5955	0	0										0		
78559	0	15472					299	0	15472					250	0	0			0	0	0	0										25		
79042	0	0					2137	0	82873					29432	0	0			0	31303	0	0										0		
79127	0	2391					249	0	24301					762	0	0			0	10102	0	0										0		
79145	0	18698					2672	0	36516					46685	0	0			0	7674	0	0										0		
79257	1706	0					327	3818	476					5470	0	0			1066	476	0	0										0		
79855	0	18429					321	978	18441					0	0	0			978	0	0	425										0		
80150	0	1950					627	0	207130					42	0	0			0	92698	0	0										0		
80374	0	29811					532	0	101713					0	0	0			0	28288	0	0										0		
80431	0	7531					179	0	31900					0	0	0			0	2221	0	0										0		
81175	0	27283					1916	9	31487					8685	67	0			0	2666	0	0										0		
82033	0	0					1174	0	79275					15000	0	0			0	11630	0	0										0		
82257	0	2153					114	0	15618					0	0	0			0	3311	0	0										6		
82350	0	0					96	0	20878					3	0	0			0	2909	0	0										0		
83151	0	17308					492	0	17993					0	0	0			0	0	0	0										0		
83375	0	29241					3982	150954	236548					55000	1154	0			150954	99008	0	0										1458		
83638	0	1936	0	16230	0	0	62556	239258	1032254	14829	9463346	0	8677473	1052012			0	30391	0	0	0	0	221344	551591	17914	179498	0	242548	0	10060		0	65289	
83834	0	2913					1377	1675	66124					1825	0	0			0	24445	0	0										0		
83852	0	3238					68	0	26932					0	0	0			0	12435	0	0										0		
83955	0	0					193	4229	15021					969	0	0			1849	4356	0	0										0		
84046	0	0					113	0	43230					735	0	0			0	33587	0	0										0		
84541	0	48610					1130	159483	445102					145706	0	0			158983	0	0	2578										0		
85052	199	0					642	17432	131515					10000	0	0			0	27722	0	2625										0		
85472	0	40780					122526	1246467	448352					1396429	0	0			254311	0	0	70939										3721		
85931	0	0					1606	25404	62642					5000	0	0			20216	24273	0	0										0		
86349	0	20332					1505	0	106250					18500	0	0			0	45516	0	0										0		
86675	0	11080					3881	0	182509					30000	0	0			0	23740	0	0										0		
87047	0	4197					446	0	66463					0	0	0			0	43633	0	0										0		
87234	0	9834					1241	0	68905					5000	0	0			0	21872	0	5843										0		
87476	0	0					1578	0	12387					13750	0	0			0	0	0	0										0		
87579	0	9001					2951	25915	71495					0	0	0			0	0	0	0										5038		
88231	12819	446					4360	40748	7028					82000	0	0			9513	6582	0	0										0		
88259	0	8858					355	0	19275					2438	0	0			0	4200	0	0										0		
88352	0	5400					0	0	53260					0	0	0			0	17477	0	0										0		
88455	0	0					1144	41482	211517					10000	0	0			30813	110422	0	0										0		
88950	0	0					1080	0	10497					21500	0	0			0	119	0	0										0		
89032	0	24200					1017	9030	61467					0	0	0			8505	0	0	0										0		
89135	0	0					58	0	6198					0	0	0			0	2548	0	0										0		
89854	0	3790					1010	0	9577					10250	0	0			0	0	0	0										44		
89957	0	5855					929	0	10435					16000	0	0			0	0	0	0										0		
90047	0	0					0	0	17150					0	0	0			0	15000	0	0										0		
90177	0	0					2862	18137	24761					55768	0	0			5666	0	0	0										16		
90328	0	4873					3014	0	136678					25000	0	0			0	42268	0	0										66		
90337	0	4332					3094	0	32023					0	0	0			0	9833	0	0										0		
90579	0	28276					1070	0	223847					8000	0	0			0	848	0	0										0		
91615	0	0					371	0	29974					2500	0	0			0	9649	0	0										71		
91754	0	15353					3181	0	465289					22610	0	0			0	388840	0	0										0		
91950	0	0					81	3957	9614					426	0	0			3957	6403	0	0										0		
92144	0	18353					113	0	31569					0	0	0			0	4343	0	0										0		
92676	0	11348					1818	13	163735					19100	0	0			0	5223	0	12451										38		
92706	0	0					1010	0	86571					19000	0	0			0	31367	0	0										110		
92902	0	0					42	8277	0					0	0	0			8277	0	0	0										0		
93244	0	4969					3436	2200	96060					56372	0	0			0	30304	0	3374										0		
93543	0	0					2517	0	58148					17000	0	0			0	51728	0	0										688		
93619																																		
94139	14667	16890					1826	35417	120108					0	0	0			14335	51669	0	3292										380		
94522	0	92754					913	19750	139215					0	5104	0			0	43818	0	0										2050		
94755	0	4580					903	500	69128					17000	0	0			0	21122	0	0										0		
94858	0	0					346	0	64277					0	0	0			0	39678	0	0										0		
95051	0	0					2013	0	23877					41751	0	0			0	635	0	0										48		
95677	0	0					223	2785	31					0	0	0			0	0	0	0										0		
96553	16082	0					270	20559	0					1800	0	0			2794	0	0	0										0		
97055	0	0					1356	0	41646					25000	0	0			0	32917	0	0										140		
97279	0	465					182	0	20080					0	0	0			0	6649	0	0										0		
97457	0	7373					976	0	31120					0	0	0			0	17774	0	0										0		
97804	0	0					2939	0	140438					75619	0	0			0	7924	0	0										0		
97943	0	56546					2115	0	187637					28000	0	0			0	81704	0	0										0		
98351	0	971					164	2583	34686					0	0	0			1695	12493	0	0										0		
98463	0	54233					4746	0	456354					36000	0	0			0	29800	0	26504										0		
98717	0	0					684	0	30327					7837	0	0			0	0	0	0										0		
99143	18979	0					2374	45606	72094					509	0	0			5399	37351	0	0										0		
99376	0	0					13842	1821	342902					180000	0	0			0	0	0	0										0		
99442	0	0					843	162885	94275					3000	0	0			55024	87194	0	0										0		
99536	0	72409					1208	0	408700					97	0	0			0	3685	0	13010										0		
99853	0	0					0	0	25390					0	0	0			0	5823	0	0										0		
100236	0	32339					251	717	50763					0	0	0			717	4680	0	0										0		
100357	0	0					5739	9033	226186					0	0	0			0	68761	0	0										0		
100562	0	0					19978	152067	2405812					434140	0	0			3367	279900	0	0										2640		
100777	0	6735					1348	42548	127708					20000	0	0			500	11774	0	0										2503		
