"IDRSSD"	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONL183	RCONL184	RCONL185	RCONL186	RCONL187	RCONL188	
	LN RSTR CMRL IND LN NUS ADR PD 30 - 	LN RSTR CMRL IND LN NUS ADR PD 90	LN RSTR CMRL IND LN NUS ADR NACRL	LN RSTR ALL OTHR LN LEASE PD 30 - 89	LN RSTR ALL OTHR LN LEASE PD 90	LN RSTR ALL OTHR LN LEASE NACRL	ITEMIZE LN FARM PD 30 - 89	ITEMIZE LN FARM PD 90	ITEMIZE LN FARM NACRL	ITEMIZE LN FINANCE AGRI FARM PD 30 -	ITEMIZE LN FINANCE AGRI FARM PD 90	ITEMIZE LN FINANCE AGRI FARM NACRL	AUTO LN TO IND HH FAM PD 30 - 89	AUTO LN TO IND HH FAM PD 90	AUTO LN TO IND HH FAM NONACCRUAL	OTHR LN TO IND HH FAM PD 30 - 89	OTHR LN TO IND HH FAM PD 90	OTHR LN TO IND HH FAM NONACCRUAL	LN RSTR CMRL IND LN PD 30 - 89	LN RSTR CMRL IND LN PD 90	LN RSTR CMRL IND LN NACRL	CREDIT CARD LN HOUSE FAMILY PD 30 - 	CREDIT CARD LN HOUSE FAMILY PD 90	CREDIT CARD LN HOUSE FAMILY NACRL	ITEMIZE AUTO LN HOUSE FAMILY PD 30 -	ITEMIZE AUTO LN HOUSE FAMILY PD 90	ITEMIZE AUTO LN HOUSE FAMILY NACRL	OTHR CNSMR LN HOUSE FAMILY PD 30 - 8	OTHR CNSMR LN HOUSE FAMILY PD 90	OTHR CNSMR LN HOUSE FAMILY NACRL	PURCH CREDIT IMPR LN BAL PD 30 - 89	PURCH CREDIT IMPR LN BAL PD 90	PURCH CREDIT IMPR LN BAL NACRL	PURCH CREDIT IMPR LN CARRY PD 30 - 8	PURCH CREDIT IMPR LN CARRY 90	PURCH CREDIT IMPR LN CARRY NACRL	
236957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
237066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	10	0	0	0	0	0	0	0	0	0							
237619	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
237954													343	63	0	101	34	0																			
238139													16	0	0	6	0	0																			
238250													7	0	0	0	0	0																			
238737													0	0	0	0	0	0																			
239556													395	63	135	80	46	2																			
239613													844	0	234	360	52	51																			
239659													0	0	0	1	0	28																			
240954													5	0	0	0	0	0																			
241009													107	0	0	271	0	289																			
241157	0	0	0	0	0	4	0	0	0	0	0	0	173	0	47	69	15	6	0	0	0	0	0	0	0	0	4	0	0	0							
241559													0	0	0	3	0	0																			
241607													14	0	38	6	0	37																			
242257													56	0	43	34	0	14																			
242444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
242949													0	0	0	0	0	0																			
242958													224	0	0	39	0	0																			
242976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	77	0	0	0	0	0	0	0	0	0	0	0	0							
243375													0	0	0	2822	0	0																			
243414													7	0	0	0	0	0																			
243955													0	0	0	0	0	0																			
244037													22	0	12	109	0	7																			
244149	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
244158													0	0	0	10	0	0																			
244251													47	0	0	54	0	0																			
245016							0	0	0																												
245276	0	0	0	0	0	28	0	0	0	0	0	0	96234	47	14447	7427	9	2213	0	0	0	0	0	0	0	0	0	0	0	28							
245351													0	0	0	3	0	9																			
245557													0	0	0	27	0	116																			
246022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
246134	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
246451													18	0	4	59	0	0																			
246657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
246947													233	36	0	105	20	1																			
246956													0	0	0	0	0	0																			
247140													0	0	3	0	0	0																			
247355													194	6	66	151	8	84																			
247476													0	0	0	0	0	0																			
247551													12	0	0	1	0	0																			
247908													0	0	0	0	0	0																			
248240	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	43	0	77	0	0	1356	0	0	0	0	0	0	0	0	0							
248352													38	0	0	0	0	0																			
248455													0	0	25	0	0	0																			
248633													10	0	0	31	4	0																			
248745													0	0	0	0	0	0																			
249416													0	0	0	0	0	0																			
249612	0	0	20141	114	0	27	0	0	0	0	0	0	0	0	0	1563	0	420	0	0	20141	0	0	0	0	0	0	114	0	27							
249658													0	0	0	0	0	0																			
250430													11	1	6	166	0	8																			
250476													0	0	0	176	111	58																			
250850													1	0	0	0	0	0																			
251352	0	0	0	0	0	7314	0	0	1625	0	0	5689	0	0	0	0	0	0	0	0	3701	0	0	0	0	0	0	0	0	0							
251558													50	0	3	7	8	8																			
251745													133	0	0	102	1	1																			
251978													133	3	124	1041	80	436																			
252041													0	0	0	14	0	0																			
252452													0	0	6	24	0	5																			
252658													0	0	0	0	0	0																			
253356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
253468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0							
253646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
253730													0	0	0	56	8	6																			
254317													0	0	0	0	0	44																			
254504													0	0	0	3	0	0																			
254849													0	0	0	0	0	0																			
255350													0	0	0	0	0	0																			
255547				0	0	0	0	0	0				63	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
255556													0	0	0	0	0	0																			
255574													0	0	7	33	0	9																			
255659	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	98	3	6	0	0	0	0	0	0	0	0	0	0	0	0							
256058													70	0	0	6	0	0																			
256076													4	0	0	0	0	0																			
256179													130	0	0	0	0	9																			
256553	0	0	0	0	0	0	0	0	0	0	0	0	80	3	55	209	22	163	0	0	0	0	0	0	0	0	0	0	0	0							
257233													245	0	0	21	0	0																			
257345													5	0	0	0	0	0																			
257578													0	0	0	1	0	0																			
257653													42	0	21	29	0	0																			
257756													12	0	0	639	471	0																			
258146													0	0	11	30	0	0																			
258306													25	0	0	0	0	9																			
258379													0	0	0	4	0	0																			
258445													0	0	0	0	0	0																			
258539													0	0	2	18	0	0																			
258771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	69	0	35	0	0	0	0	0	0	0	0	0	0	0	0							
258874													0	0	0	0	0	0																			
259059													0	0	0	0	0	4																			
259330	0	0	0	0	0	0	0	0	0	0	0	0	54	0	23	381	0	39	0	0	0	0	0	0	0	0	0	0	0	0							
259442													0	0	0	6	0	0																			
259956													23	0	2	3	0	0																			
260055	0	0	0	0	0	0	0	0	0	0	0	0	73	0	18	68	0	0	0	0	10	0	0	0	0	0	0	0	0	0							
260831													54	0	4	10	0	16																			
261146	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
261360													407	41	52	727	87	252																			
261940													44	0	0	37	5	0																			
262059													0	0	0	0	0	0																			
262237													0	0	0	6	0	0																			
262358													18	0	5	44	0	39																			
262741													66	0	4	42	22	1																			
262844													18	0	0	8	0	11																			
262956													36	0	0	17	0	0																			
263243	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	13	0	8	0	0	0	0	0	0	0	0	0	0	0	0							
263627													0	0	0	10	0	12																			
264455													21	0	0	19	0	0																			
264772	0	0	0	1780	0	4107	0	0	0	0	0	0	2182	0	187	59118	0	24210	0	0	0	0	0	0	0	0	0	1780	0	4107							
265340													47	0	8	80	0	38																			
265407													0	0	0	224	0	302																			
265452													0	0	0	0	0	0																			
265676													0	0	9	14	0	2																			
266066													30	1	0	0	0	0																			
266244													55	0	0	86	0	0																			
266253													0	0	0	0	0	0																			
266655													0	0	0	0	0	0																			
266851													0	0	0	0	0	0																			
266945													46	0	0	19	0	0																			
267652													0	0	0	0	0	0																			
268006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
268136													99	0	0	47	0	37																			
268677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	33	1	0	0	10	0	0	0	0	0	0	0	0	0							
268828	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	142	0	9	0	0	165	0	0	0	0	0	0	0	0	0							
268976													0	0	0	12	0	0													0	0	0	0	0	0	
269049													10	0	6	0	0	0																			
269058				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
269571													0	0	0	0	0	0																			
269759													13	0	0	0	0	0																			
270148													670	234	163	14	36	36																			
270353													0	0	0	15	41	0																			
270504													0	0	0	14	0	0																			
270531													0	0	0	0	0	0																			
270652													0	0	0	0	0	0																			
271136													0	0	0	1	6	0																			
271275	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
271341													0	0	0	0	0	0																			
271529													0	0	0	0	0	0																			
272030													71	0	31	346	77	118																			
272058													0	0	0	0	0	0																			
272151													8	0	0	0	0	0																			
272272													86	0	21	131	0	65																			
272302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
273336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
273550													24	0	0	7	0	0																			
273653													86	3	0	0	0	0																			
273662													91	21	21	174	6	5																			
273840													52	0	0	0	7	0																			
273859													0	0	0	0	0	0																			
274025													1	2	0	0	0	0																			
274052													62	17	0	0	0	0																			
274548													0	0	0	0	0	0																			
274829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
274856													0	0	0	0	0	0																			
275255				0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
275358													0	0	0	14	0	0																			
275479													0	0	0	0	0	0																			
275657													9	0	0	0	5	0																			
276074													0	0	0	1	0	0																			
276159													0	19	0	33	0	0																			
276551													0	0	0	0	0	0																			
276579	0	0	0	0	0	0	0	0	0	0	0	0	84	0	136	1810	62	60	16363	0	16	0	0	0	0	0	0	0	0	0							
276645													40	0	51	5	0	1																			
276654				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
276850													2	0	9	3967	878	2																			
276953													5	0	0	16	0	0																			
277240													0	0	0	0	0	0																			
277277				0	0	0	0	0	0				0	20	0	27	0	19	0	0	1272	0	0	0	0	0	0	0	0	0							
277679				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
277736													15	0	18	15	0	10																			
277820													91	12	0	120	4	4																			
278256													0	0	0	0	0	0																			
278555													0	0	0	115	0	150																			
278733													3	12	12	0	0	0																			
278751													0	0	0	0	0	0																			
278818	0	0	0	0	0	0	0	0	0	0	0	0	529	0	183	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0							
278872													0	0	4	0	0	0																			
279105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	375	0	0	0	0	0	0	0	0	0							
279842													0	0	0	0	0	22																			
279954	0	0	0	92	0	0	92	0	0	0	0	0	5	0	0	41	0	4	0	0	0	0	0	0	0	0	0	0	0	0							
280110							0	0	0																												
280138													295	9	0	194	0	0																			
280352													9	0	0	7	6	0																			
280558													97	0	0	59	96	0																			
282075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	49	0	9	0	0	0	0	0	0	0	0	0	0	0	0							
282226													0	0	0	22	0	1																			
282824													0	0	0	2	0	0																			
283157													0	0	0	0	0	11																			
283438	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
283652													68	0	0	23	0	0																			
283737													35	0	15	45	0	34																			
283867													0	0	0	34	0	0																			
284154													0	0	0	0	0	3																			
284239													152	0	34	467	0	74																			
284556													14	0	0	0	0	0																			
284752													50	1	0	0	0	0																			
284958													3	0	0	0	0	0																			
285151				0	0	2	0	0	0				41	0	0	166	0	1	0	0	3	0	0	0	0	0	0	0	0	0							
285348													0	0	0	2	0	10																			
285544				0	0	0	0	0	0				0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0							
285553				0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
285740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0							
285777													0	0	10	51	0	12																			
285852													33	0	15	100	0	4																			
285928													0	0	0	5	0	0																			
286251													5	9	0	135	55	0																			
286457													0	0	0	24	19	16																			
286840													0	0	0	0	0	0																			
287007													0	0	0	0	0	0																			
287342				0	0	0	0	0	0	0	0	0	0	0	0	15	22	0	0	0	0	0	0	0	0	0	0	0	0	0							
287922													0	0	0	0	0	0																			
287959													26	0	0	14	0	0																			
288152													0	0	0	0	0	0																			
288376	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
288853	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
289056													0	0	0	0	0	0																			
289225													0	9	0	2	0	0																			
289515													0	0	0	53	0	0																			
289702													6	0	1	130	0	8																			
289739													10	0	0	56	0	14																			
289757													11	0	0	21	11	4																			
290249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0							
290838													7	0	1	0	0	24																			
290922													86	22	10	8	0	0																			
291059													0	0	0	5	0	0																			
291330													14	4	0	38	0	6																			
291376				0	0	0	0	0	0				1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
291611													0	0	0	972	109	0																			
291732													0	1	0	33	0	0																			
292234													0	0	0	0	0	0																			
292467													63	0	0	12	0	0																			
292850													110	0	49	28	0	10																			
292908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
293053													0	0	0	69	0	0																			
293352													0	2	0	1	0	0																			
293437													104	0	25	120	0	0																			
293651													0	0	0	6	0	0																			
293754													4	1	14	0	0	0																			
294023													82	0	136	7	0	14																			
294564	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	13	6	14	0	0	0	0	0	0	0	0	0	0	0	0							
294751	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
294779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0							
294827													9	0	0	0	0	27																			
295011	0	0	0	0	0	665	0	0	665	0	0	0	146	0	19	17	0	19	0	0	0	0	0	0	0	0	0	0	0	0							
295057													25	0	0	0	0	0																			
295646													37	0	0	0	0	55																			
296456													520	0	12	546	0	25																			
296474													26	0	0	0	0	0																			
296559													563	28	600	36	30	208																			
296755													0	0	0	0	0	0																			
296858													137	18	3	117	0	0																			
297051													0	0	0	0	0	0																			
297631				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
297761													0	0	0	0	0	0																			
298049													43	0	0	3	0	0																			
298218													24	0	0	20	12	0																			
298245	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	290	0	24	0	0	0	0	0	0	0	0	0	0	0	0							
299868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
300009													205	0	24	27	0	0																			
300063													0	0	0	0	0	0																			
300157													15	0	0	2	0	0																			
300353													128	17	6	100	0	9																			
300456													27	0	0	0	0	0																			
300933	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
300942				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
300960													0	0	0	15	0	0																			
301574													0	0	0	24	0	28																			
301800	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
302030													0	0	0	0	0	0																			
302133													0	0	0	0	0	0																			
302553													6	0	0	1	0	0																			
302656	0	0	0	0	0	649	0	0	307	0	0	342	0	0	0	38	0	6	193	0	0	0	0	0	0	0	0	0	0	0							
303653													0	0	0	32	0	47																			
303701													50	0	0	23	22	0																			
303747													207	0	0	1	0	0																			
303952													8	0	0	42	0	0																			
304173													0	0	0	10	0	0																			
304520													0	0	0	2	0	0																			
304575													0	0	0	0	0	0																			
304762													12	0	0	20	0	0																			
304913				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
305059													30	0	0	107	0	34																			
305077													0	0	0	0	0	0																			
305237													183	0	81	145	0	61																			
305442													86	3	0	76	0	0																			
306056													11	0	9	0	0	0																			
306140				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
306159	0	0	0	0	0	190	0	0	156	0	0	0	17	0	42	51	0	0	0	0	0	0	0	0	0	0	34	0	0	0							
306337													199	0	130	8	0	2																			
306908													5	0	0	22	0	0																			
307062													0	0	0	0	0	0																			
307334													109	0	18	13	0	26																			
307361													16	0	0	0	0	3																			
307679													99	0	0	9	0	0																			
307932													0	0	0	15	0	0																			
308256													54	0	0	7	0	0																			
308340													8	0	0	1	0	0																			
308836													0	0	0	0	0	0																			
309150													32	0	0	1	0	0																			
309655													4	0	3	16	0	0																			
309851													0	0	0	0	0	0																			
310754													0	0	0	0	0	0																			
310950													0	0	0	0	0	0																			
310978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
311050													187	0	0	79	1	0																			
311144													24	0	18	7	0	0																			
311256													0	0	0	42	0	10																			
311265													13	0	14	0	0	0																			
311603													0	0	0	0	0	0																			
311658													0	0	0	0	0	0																			
311845	0	0	0	0	0	124	0	0	0	0	0	0	12734	0	7497	6259	0	3168	0	0	149	0	0	0	0	0	0	0	0	0							
311939													0	9	0	32	3	0																			
312244													44	0	8	13	0	6																			
312356													257	3	86	41	11	8																			
313009													0	0	0	0	0	0																			
313157													1	0	3	0	0	0																			
313223													0	0	0	0	0	0																			
313577													84	0	37	76	0	45																			
314257													9	0	0	5	0	3																			
314444													62	0	42	153	11	38																			
315656													0	0	0	0	0	0																			
316840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	29410	777	206	0	0	0	0	0	0	0	0	0	0	0	0							
316859													0	5	0	0	0	0																			
316934													0	0	0	0	0	0																			
317258													20	17	99	268	0	87																			
317342	0	0	0	0	0	0	0	0	0	0	0	0	76	0	254	34	0	11	0	0	0	0	0	0	0	0	0	0	0	0							
317379													67	0	0	344	178	0																			
317650													0	0	0	0	0	0																			
318639				0	0	0	0	0	0	0	0	0	13	0	16	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0							
318974													0	0	0	2	0	1																			
319047													14	2	0	33	0	0																			
319458				0	0	0	0	0	0	0	0	0	29	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
319551													11	0	15	0	0	0																			
320034													109	0	76	168	0	15																			
320052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
320070													0	0	0	0	0	0																			
320119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8275	0	0	0	0	0	0	0	0	0							
321152				0	0	0	0	0	0				21	0	14	0	3	45	0	0	0	0	0	0	0	0	0	0	0	0							
321255				0	0	0	0	0	0	0	0	0	0	0	12	0	22	3	0	0	0	0	0	0	0	0	0	0	0	0							
321273													410	0	241	19	0	1																			
321330													0	0	0	7	0	0																			
321947	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
322449													0	1	0	0	0	0																			
322476													12	15	0	4	0	0													0	0	0	0	0	0	
322551													0	0	20	33	0	36																			
323204													8	0	0	6	0	49																			
323651													343	14	116	511	39	85																			
324153													2	0	0	90	77	7																			
324229													9	0	0	0	0	0																			
324256													64	0	32	99	0	19																			
324340	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
324854													5	0	2	24	0	45																			
324863	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
324975													125	0	80	15	0	3																			
325141				0	0	0	0	0	0				34	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
325459													0	0	0	0	0	0																			
325534													39	0	14	17	0	44																			
326054													11	0	0	0	0	0																			
326344													0	0	17	0	0	3																			
326858													0	0	0	3	0	0																			
326979													0	0	0	7	0	2																			
327220													0	0	0	10	0	0																			
327305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	52	0	0	0	0	0	0	0	0	0							
327435													24	0	23	7	0	13																			
327556													21	0	0	12	0	0																			
327855													0	0	0	9	0	4																			
328058				0	0	178	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
328357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
328656													14	0	0	2	0	0																			
328777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	9	86	0	0	0	0	0	0	0	0	0	0	0	0							
329149													0	0	0	0	0	0																			
329345													10	0	0	11	0	15																			
329550													19	0	55	36	14	112																			
329952	0	0	0	0	0	0	0	0	0	0	0	0	112	0	23	69	0	23	0	0	0	0	0	0	0	0	0	0	0	0							
330239													3	0	0	49	0	65																			
330248													14	0	3	0	0	13																			
330855	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	11	0	24	0	0	0	0	0	0	0	0	0	0	0	0							
330873				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
330949													18	0	0	42	4	0																			
331076													0	0	0	0	0	0																			
331375													0	0	0	0	0	0																			
331544													9	0	0	0	0	0																			
331713													0	0	0	0	0	0																			
332224													0	0	0	0	0	0																			
332345													7	0	2	0	0	0																			
332671													0	0	0	0	0	0																			
332756													0	0	0	41	5	0																			
333034													101	0	58	455	0	136																			
333203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
333650													0	0	0	0	0	6																			
333856	0	0	0	0	0	0	0	0	0	0	0	0	202	40	0	138	69	21	0	0	281	0	0	0	0	0	0	0	0	0							
333940				0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
334264													0	0	0	1	0	0																			
335346													0	0	0	0	0	0																			
336147													0	0	28	5	0	5																			
336361													0	0	0	21	0	0																			
336576													0	0	0	0	0	0																			
337340													0	0	0	0	0	0																			
338646													0	0	5	0	0	8																			
338851				0	0	0	0	0	0				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0							
338945													0	0	0	0	0	0																			
339072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
339353													0	0	6	0	0	1																			
339456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
339607													0	0	0	0	0	0																			
339773	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	1319	0	1011	0	0	0	0	0	0	0	0	0	0	0	0							
339858	0	0	0	0	0	0	0	0	0	0	0	0	212	0	105	412	0	95	0	0	0	0	0	0	0	0	0	0	0	0							
339876													0	0	0	106	0	0													0	0	0	0	0	0	
340135	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
340144													10	0	3	2	0	12																			
340256													0	0	0	0	0	0																			
340443													33	0	0	0	0	23																			
340742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
340751													104	19	0	50	26	0																			
341310													0	0	0	2	0	0																			
342054													62	0	0	3	0	6																			
342362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
342410	0	0	0	0	0	0	0	0	0	0	0	0	51	0	24	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
342634	0	0	0	0	0	0	0	0	0	0	0	0	200	0	84	969	67	155	0	0	0	0	0	0	0	0	0	0	0	0							
343051													326	99	15	1319	49	2																			
343248				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
343770													0	0	0	0	0	0																			
343903													1	0	6	11	0	1																			
343958													0	0	15	0	0	6																			
344647	0	0	0	0	0	0	0	0	0	0	0	0	225	34	0	32	0	0	0	0	86	0	0	0	0	0	0	0	0	0							
344852													161	67	0	0	0	0																			
345309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	3	0	0	13	0	0	0	0	0	0	0	0	0							
345345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
345747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
345756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
345877													0	0	23	24	0	0																			
346379													7	0	0	21	0	0																			
346566													7	0	0	0	0	0																			
346771													7	0	0	15	0	0																			
347022													0	0	0	0	0	0																			
347639													0	0	0	0	0	0																			
347956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
348159													0	0	0	48	5	0																			
348720													0	2	0	1	0	0																			
349129													0	0	12	13	0	22																			
349343													32	0	0	15	0	0																			
350572													0	0	2	0	0	0																			
350657													0	0	0	24	1	50																			
350750													0	0	0	0	0	0																			
351131				0	0	0	0	0	0				0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
351560													0	0	0	0	0	0																			
351878													61	0	29	26	0	37																			
352370													0	0	0	3	0	0																			
352651													0	0	0	0	0	0																			
352745													281	0	170	243	0	261																			
352772	0	0	0	0	0	0	0	0	0	0	0	0	52	13	4	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
353238													40	0	0	17	0	1																			
353546													0	0	0	0	10	0																			
353555	0	0	0	0	0	0	0	0	0	0	0	0	12419	43	2169	7082	2768	2346	0	0	0	0	0	0	0	0	0	0	0	0							
353957													40	0	0	0	0	0																			
354057													0	0	0	0	0	0																			
354253													2	0	0	0	0	0																			
354310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	47	0	0	0	2620	0	0	0	0	0	0	0	0	0							
354552													1	0	0	17	0	0																			
