"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
5135			78	2726	58	7283	92	40407	663	14685	85	7658	32	10766			101	4128	86	10124	31	7895	263	6468	85	8191	58	12324	false	false	
5210			116	3379	255	31786	503	181738	648	14089	199	15700	152	26316			40	1156	79	10239	80	21982	91	2362	20	1348	7	1636	false	false	
5461			3	164	14	1997	80	35796	33	914	42	4256	24	7659			0	0	0	0	3	792	1	20	4	486	2	311	false	false	
5751			35	1459	50	6136	35	12584	254	7523	49	5054	26	8822			15	525	27	3264	35	9789	47	1167	29	2750	23	5473	false	false	
6039			75	2958	73	9742	130	49313	327	7689	37	4101	22	7282			69	2452	43	5496	25	6368	80	1633	5	431	2	508	false	false	
6329			191	19016	159	21903	221	89621	1978	51635	140	17111	56	14817			16	595	10	1133	4	342	5	126	0	0	0	0	false	false	
7009			0	0	0	0	0	0	0	0	1	195	5	1235															false	false	
7045			30	1201	22	2502	19	6619	51	1928	13	1425	4	933			6	186	11	1234	10	2558	22	464	12	1422	3	532	false	false	
7072			63	764	47	6037	77	26849	399	2144	38	3208	34	13362			0	0	1	183	1	300	0	0	1	125	0	0	false	false	
7456			9	412	7	854	13	4906	35	685	14	1239	14	3795			9	297	18	1887	16	2415	43	866	26	1848	23	4332	false	false	
7634			34	1123	17	2214	11	4681	127	3478	24	2551	13	3380			12	441	10	1315	4	977	88	2732	21	2453	8	2538	false	false	
8462			9	496	12	1578	11	4453	105	2908	21	2612	10	2139			2	142	8	907	5	1137	23	938	15	1615	9	1607	false	false	
8631			10	504	10	1353	12	5514	48	1179	8	733	7	2284			0	0	0	0	1	113	3	74	1	97	0	0	false	false	
9357			4	226	5	361	46	18350	173	4633	109	9630	148	32611															false	false	
9553			12	696	2	189	6	2721	19	427	10	1239	13	5253			21	813	36	4997	29	6979	60	1453	35	2385	31	5562	false	false	
9807			8	362	25	3044	82	31694	10	485	9	703	7	1851															false	false	
9955			6	144	8	806	26	13906	19	526	18	1647	9	3272			18	600	14	1424	11	2705	26	561	3	203	3	624	false	false	
10250			16	731	46	5814	88	32989	418	15553	175	19213	76	26980			2	99	5	622	1	413	0	0	0	0	0	0	false	false	
10849			14	549	19	2818	48	20992	72	1796	14	1540	14	5694			19	764	17	2584	5	1207	26	597	5	589	2	488	false	false	
11145			78	3147	105	13840	100	31796	91	2425	25	2829	18	4343			1	83	4	521	2	626	1	8	0	0	0	0	false	false	
11640			29	989	23	2659	32	12322	235	5621	33	3600	33	9545			9	321	12	1576	9	1973	47	1431	23	2844	18	3465	false	false	
11837			9	369	7	658	16	5770	34	755	4	270	2	697			6	233	6	842	2	828	5	45	0	0	0	0	false	false	
12030			267	9094	116	14675	105	35724	710	15060	64	6508	26	6902			68	2201	34	3593	23	6050	59	1355	7	763	0	0	false	false	
12142			54	2284	31	4340	29	9165	93	2327	37	4007	27	9028			4	147	5	734	3	693	7	216	4	310	6	1153	false	false	
12311			1281	51642	2497	278588	4130	1532998	56199	923420	16501	1334789	17284	4235259			65	2697	120	12973	68	14464	799	23068	508	46791	221	41414			
12647			32	1315	31	3794	37	14036	60	1273	19	1228	15	2919			17	472	22	2515	12	3046	44	592	12	988	8	1310	false	false	
12946			152	5800	183	19885	195	66382	1405	31113	284	27342	181	49296			234	8672	126	15460	65	17062	305	6684	49	5065	14	2894	false	false	
13103			48	2688	162	19088	344	111487	319	10980	128	9551	120	25435			0	0	0	0	0	0	0	0	1	218	0	0	false	false	
13251			13	867	24	3035	13	4536	59	1921	17	1884	5	2182			5	89	8	326	0	0	21	477	6	821	5	811	false	false	
13457			4	178	3	376	3	993	23	652	5	666	2	836			3	104	3	374	6	1618	45	1422	10	1258	6	1447	false	false	
14155			36	1262	52	7017	42	17513	273	7213	37	5052	13	4884			92	3883	95	12712	55	16250	457	11982	79	11458	30	9478	false	false	
14650			19	809	11	1533	8	3308	121	4541	31	3798	8	3126			4	148	3	498	0	0	32	332	0	0	0	0	false	false	
14753			4	103	3	575	2	733	64	1495	6	549	1	821			10	331	11	1379	7	1393	199	5579	31	3116	15	3847	false	false	
14865			62	2963	109	14047	89	29317	406	9726	156	13555	106	22406			57	2803	107	15177	98	2940	395	9507	161	13379	141	28662	false	false	
14977			3	173	4	509	3	1158	88	1933	7	752	1	417			7	231	19	2806	7	1759	60	1659	18	1627	9	1596	false	false	
16551			52	2459	45	6923	42	17129	200	5076	22	3419	10	3860			26	1146	4	523	0	0	43	1257	5	821	2	555	false	false	
17110			0	0	0	0	0	0	1	87	0	0	8	3911															false	false	
17147			393	15190	680	79157	1375	556356	5523	93112	1015	77680	1331	303030			139	4778	226	23227	174	45232	210	6107	154	14020	91	17816	false	false	
17259			12	311	6	514	14	5983	20	666	1	84	5	1877			17	694	5	734	7	2336	31	629	4	336	0	0	false	false	
17950			34	1155	79	10520	92	33781	288	6918	43	4738	37	10037			48	2247	64	7643	68	18390	355	7929	83	7893	35	6907	false	false	
17978			6	237	15	1829	17	6166	0	0	0	0	0	0			1	35	3	337	1	273	0	0	0	0	0	0	false	false	
18050			24	772	52	6203	70	28534	214	4778	27	2348	14	3356			49	2166	120	15268	38	10475	75	1026	9	474	2	341	false	false	
18827			107	3881	166	19210	215	80115	305	11467	106	10476	138	23466			0	0	0	0	1	224	2	130	0	0	0	0	false	false	
18836			26	1052	24	2489	26	9744	80	2096	13	1175	0	0			4	211	7	920	19	4119	33	498	1	200	1	384	false	false	
18854			19	768	40	5522	95	43095	294	8337	77	10023	100	69839			11	383	30	3466	18	4380	148	5620	39	5620	22	5916	false	false	
19356			21	1902	23	3801	24	9927	86	3375	26	2691	21	9461			5	233	5	745	1	366	18	621	1	156	1	312	false	false	
19936			73	4968	69	8363	48	18332	67	4425	8	2001	8	3596			42	2013	26	3455	17	5268	114	8917	20	3888	9	2527	false	false	
19972			0	0	0	0	0	0	0	0	2	123	0	0			0	0	2	62	0	0	0	0	0	0	0	0	false	false	
20053			54	1985	34	4674	41	16325	84	1906	21	1917	16	4161			22	983	25	3228	20	4519	67	1328	9	1011	5	976	false	false	
20633			17	760	24	2955	47	18720	35	1050	14	1148	9	3130			1	28	1	173	3	866	1	67	1	93	0	0	false	false	
20857			41	1519	34	3936	41	12386	88	2173	26	2560	33	7642			47	1257	53	5159	66	14342	92	2354	50	3830	45	7959	false	false	
21256			0	0	0	0	0	0	8	250	3	471	3	765			0	0	0	0	0	0	11	204	1	220	0	0	false	false	
21359			9	409	3	549	7	3460	117	2897	16	1689	4	1531			27	1219	15	1998	8	2095	87	2464	21	2483	10	2306	false	false	
21658			95	4114	55	6270	25	8373	117	2423	9	1241	3	873			69	2764	61	8162	40	9507	161	3350	33	3314	14	3243	false	false	
22048			49	1924	45	5417	31	10309	569	12980	66	6835	40	10684			3	171	3	6	1	269	2	100	0	0	1	395	false	false	
22543			88	4267	152	16624	172	59958	239	4836	77	5801	37	7049			3	154	6	698	0	0	9	504	2	266	6	1278	false	false	
22552			31	1563	33	4394	8	2338	146	3352	20	2357	14	4982			16	592	53	6732	23	5893	221	5468	48	5116	19	4165	false	false	
22730			21	460	18	2840	35	17423	113	3850	20	1944	5	1888			2	78	2	257	1	310	1	33	0	0	0	0	false	false	
23456			79	3364	98	12601	68	25558	207	4771	41	3429	15	3933			46	2124	37	4476	21	5629	104	2250	29	2517	11	2727	false	false	
23504			6	159	51	6029	472	224485	1734	52647	418	35700	546	138248															false	false	
23643			20	718	28	2958	24	8339	286	9001	99	9465	29	9483			15	737	8	842	13	4290	30	797	6	564	4	1140	false	false	
23755			7	342	27	3754	60	22474	74	2190	38	4126	28	7993			0	0	0	0	1	354	1	22	0	0	0	0	false	false	
24006			1	2	18	2242	151	68668	126	1999	40	2267	52	14134															false	false	
24378			5	239	7	726	4	1672	55	2274	22	1983	1	827															false	false	
24659			26	981	17	2233	16	5003	91	2244	21	2387	8	2323			34	1206	16	2181	11	2992	47	1158	10	1095	14	4322	false	false	
24949			27	1264	38	4425	80	28871	44	483	25	1222	13	2460			1	37	3	244	1	272	2	37	0	0	0	0	false	false	
25357			130	4923	80	10686	83	31239	400	8875	39	4494	20	7909			99	4261	109	13411	64	19688	542	12577	164	18781	63	16430	false	false	
25647			18	1189	69	11544	127	55682	29	624	18	1568	17	5088			0	0	1	47	0	0	0	0	0	0	0	0	false	false	
26765			14	605	109	13616	304	131713	277	10944	177	21214	258	91326			1	60	3	284	8	2102	7	172	2	241	2	407	false	false	
27070			17	606	43	5421	70	29063	50	1421	21	1830	41	12959			2	60	9	1235	5	1314	5	228	2	256	3	475	false	false	
27614			15	335	34	3888	40	14640	36	474	13	816	9	1625			0	0	3	232	1	216	0	0	0	0	0	0	false	false	
27847			127	5008	105	12773	76	26870	829	16329	59	6256	16	4179			319	11340	146	19712	94	25675	477	8769	18	1988	1	237	false	false	
28013			7	508	78	8637	243	91392	247	8433	312	39019	96	22431															false	false	
28152			17	586	24	3430	14	4867	122	3300	28	3213	19	7269			21	909	65	7940	28	7939	106	2841	27	2873	24	5331	false	false	
28675			39	1477	33	4135	20	5537	100	2577	16	1385	14	2471			43	1403	25	2876	15	4524	51	960	11	1223	1	287	false	false	
28732			5	276	13	2019	17	6966	166	3985	18	2041	10	3792			4	170	5	532	2	452	5	76	4	415	0	0	false	false	
29476			3	172	3	320	8	2633	72	1935	12	631	4	1371			12	731	33	3489	29	10250	28	725	10	1076	16	4583	false	false	
29636			79	3362	72	7922	94	35667	560	8116	38	3328	28	8407	208	14													true	false	
29878			35	449	76	7793	467	203788	0	0	0	0	0	0															false	false	
30052			4	123	15	2186	17	6406	13	287	2	154	1	497			0	0	0	0	1	248	0	0	0	0	0	0	false	false	
30502			10	361	58	7609	98	36512	145	2159	29	1753	21	3642															false	false	
30650			0	0	21	287	22	8426	18	320	11	610	10	1829															false	false	
30810			0	0	0	0	0	0	64969	147145	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			
31134			12	381	23	2987	20	5894	246	5319	26	2536	9	2703			16	661	19	2216	5	1405	18	649	5	436	3	430	false	false	
31255			0	0	9	1188	58	27051	251	6553	69	9050	73	26890			0	0	0	0	1	400	0	0	0	0	0	0	false	false	
31657			5	269	10	1153	12	4029	119	3123	19	2253	6	2152			21	622	20	2561	16	4900	64	1317	9	921	4	770	false	false	
31826			187	7148	120	16486	107	41157	222	5600	22	2701	17	6617			53	2059	18	2121	2	682	83	1277	4	296	1	40	false	false	
31835			9	183	2	204	1	275	102	2684	18	2059	6	1684			9	265	5	443	8	2022	59	1891	24	2526	23	5097	false	false	
32234			14	602	9	773	16	5847	32	915	17	1712	10	4330			16	534	19	2531	28	5479	34	777	6	434	5	1007	false	false	
32766			0	0	9	671	9	3761	13	371	9	891	20	6109															false	false	
32971			42	1983	32	3754	40	16723	73	2879	38	4497	15	5155			5	148	9	1015	5	1186	2	49	1	40	4	476	false	false	
33147			80	3489	49	6249	31	10425	167	4444	50	5726	38	15990			22	1118	24	2783	23	7496	24	732	25	2151	21	5363	false	false	
33259			49	2389	80	9181	164	64286	212	5293	100	9150	104	26318			2	137	3	527	2	573	0	0	0	0	0	0	false	false	
33370			1	74	5	711	3	878	0	0	0	0	0	0															false	false	
33839			3	132	0	0	1	344	72	2334	8	689	2	242			4	137	1	55	8	2913	33	2374	6	883	1	370	false	false	
33857			52	2269	60	8664	125	51407	424	11275	123	13058	121	31510			102	3588	121	14710	109	29933	424	6981	123	8111	80	10274	false	false	
34434			51	1986	67	8881	64	22451	429	10777	69	7574	25	6947			52	1919	13	1738	9	2083	3	88	2	130	2	275	false	false	
34537			108	3902	562	73984	1703	712191	2359	59194	1150	84423	1133	240263			14	495	23	2330	22	4294	16	287	7	407	7	798	false	false	
34555			56	2258	36	3860	25	7561	121	2775	23	2337	16	4429			75	1858	72	8701	40	11256	139	3028	54	5321	16	3642	false	false	
34742			31	1667	39	5323	44	17186	99	2932	22	3151	14	4293			21	1505	17	4171	17	6479	59	1070	7	774	1	418	false	false	
35057			72	2281	58	6653	37	12406	97	1972	19	1385	13	2654			88	3913	67	8241	44	11726	146	3132	31	2899	6	876	false	false	
35301			0	0	0	0	0	0	0	0	1	0	1	0			0	0	0	0	0	0	0	0	0	0	0	0			
35646			39	1403	21	3469	16	8603	124	3469	19	2935	12	4324			9	482	12	1805	4	1455	30	921	6	853	3	1096	false	false	
35879			5	65	3	248	4	1538	35	1443	22	2204	1	207			1	41	1	160	0	0	19	520	0	0	0	0	false	false	
36456			6	305	4	293	0	0	86	2208	18	1786	5	1717			17	703	19	2283	19	4473	108	2027	39	3898	35	7927	false	false	
36933			93	4139	74	10409	56	23174	1525	28208	91	9100	30	10508			85	3501	32	4509	11	3380	37	968	7	869	3	666	false	false	
37051			13	450	14	2064	15	7346	51	1439	21	2026	17	5457			18	779	29	3740	17	5457	74	2246	23	2637	15	3888	false	false	
37341			23	884	15	2003	17	7578	150	4160	17	2390	8	3092			11	492	10	1430	9	3612	88	2255	16	2065	7	1799	false	false	
37435			135	5709	181	21730	207	66074	1188	25280	139	12130	62	12784			12	533	13	1198	15	3473	8	263	1	151	0	0	false	false	
37640			414	17635	575	71865	627	247383	1283	40837	469	50719	391	138645			492	23675	459	56338	309	86207	412	12685	113	16712	60	19890	false	false	
37659			6	224	7	1130	9	2771	94	2310	18	1726	12	3810			11	465	11	1586	3	697	112	2265	6	581	1	101	false	false	
37949			23	725	12	1375	13	4906	113	3928	30	2779	18	6268			7	328	15	1975	10	2339	40	1089	17	1703	14	2868	false	false	
38740			38	1869	46	5864	66	25953	139	3335	37	3461	18	5501			7	275	4	457	4	859	0	0	1	107	0	0	false	false	
39327			40	1620	96	11218	132	50182	190	4106	72	5645	51	13393			5	141	5	798	8	2216	3	108	1	30	2	599	false	false	
39756			97	1975	62	7269	108	50227	1270	11601	134	10927	170	48440			50	1872	65	9621	34	9357	716	9170	103	8983	49	8847	false	false	
40033			2	54	6	570	6	2230	14	489	8	902	16	5565			15	426	2	182	3	980	2	21	0	0	0	0	false	false	
40499			28	1668	130	15913	305	116380	826	17518	201	14067	253	63871			0	0	0	0	0	0	1	30	0	0	0	0	false	false	
40855			25	1185	20	2544	26	10713	222	6553	56	6190	17	4367			23	1160	41	5084	33	9136	182	4352	28	2784	14	2215	false	false	
41553			2	41	5	610	4	2005	45	2070	19	2609	2	788			5	106	5	706	2	607	57	1398	10	1196	5	579	false	false	
41629			5	359	19	2729	72	29709	123	2631	51	4691	15	3479			1	3	2	170	9	2629	18	388	1	1	0	0	false	false	
41825			6	333	45	6598	127	50095	207	4986	119	9526	152	37361			6	301	13	2020	12	3867	0	0	0	0	0	0	false	false	
42037			135	5542	40	4537	20	6831	166	4773	29	2985	9	2693			59	2039	22	2504	1	469	14	1391	7	987	0	0	false	false	
42354			52	2269	42	6001	37	15801	235	6149	22	2729	21	10205			12	530	17	2395	4	1348	43	851	9	637	2	435	false	false	
42372			35	1837	31	4468	26	10082	28	893	7	757	4	1109															false	false	
42420			402	11026	629	57761	873	288170	10360	77090	562	32484	678	121774			3	99	9	533	3	474	22	845	15	1994	2	505	false	false	
42448			104	6209	133	22734	173	85056	843	30672	156	24367	94	46345			87	4886	96	16105	55	19686	204	8188	62	10769	62	22722	false	false	
42457			3	166	1	129	12	8089	32	1015	10	1586	16	7653			1	46	3	352	4	906	19	1350	18	1754	5	1457	false	false	
43052			22	336	24	1747	31	8411	50	383	8	627	13	3570			1	6	0	0	1	298	3	84	0	0	0	0	false	false	
43351			58	2243	47	6407	44	18837	347	7203	51	5305	54	19248			40	1700	33	4646	36	10277	133	2862	42	4098	24	5655	false	false	
43856			7	189	6	751	6	1544	9	226	1	181	3	453															false	false	
43959			17	917	26	3551	36	11640	131	4520	25	2321	11	2888			1	46	1	147	2	769	1	84	2	57	0	0	false	false	
44040			61	2234	42	5156	19	5038	152	3835	33	2996	21	4977			115	5056	128	15430	85	23845	197	4650	61	5181	43	7845	false	false	
44433			0	0	11	1819	32	15637	7	260	7	808	11	3790			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
44741			91	4484	141	17678	132	50825	80	2592	45	4781	27	8185			0	0	5	727	1	31	0	0	0	0	0	0	false	false	
44750			36	1413	19	2608	35	14001	68	2049	24	2637	11	2916			12	686	9	955	16	5706	3	25	0	0	0	0	false	false	
44929			19	632	27	3237	24	7962	67	1636	14	1383	9	1649			5	214	4	264	4	1289	2	52	1	105	1	220	false	false	
45038			6	284	6	793	14	6241	50	1533	22	2155	18	3876			10	436	14	1547	9	2452	36	700	9	806	6	1582	false	false	
45047			122	4658	65	8138	30	9129	218	5258	33	3246	9	2328			157	5743	74	8984	42	11050	292	5412	22	2573	1	344	false	false	
45056			3	141	4	622	4	1197	55	1192	10	877	18	3565			6	357	10	1011	11	2700	107	3872	51	7213	24	3668	false	false	
45430			6	118	13	1771	6	1523	114	4156	5	533	1	375			3	128	1	102	1	91	5	40	0	0	0	0	false	false	
45458			31	1481	21	2915	28	10711	142	3227	33	3395	16	6497			49	2068	57	7457	25	6510	174	4087	43	5121	7	1729	false	false	
45551			64	2587	85	10813	100	37678	5842	143778	977	92897	177	42488			75	2546	200	18024	277	82335	599	13855	253	19713	248	58430	false	false	
45560			13	673	72	9409	220	86131	317	8642	131	11027	129	26029			1	16	5	801	4	1102	1	15	1	22	0	0	false	false	
45775			25	828	69	8685	75	24258	8	186	1	4	2	18															false	false	
46053			23	1212	38	5008	52	20289	213	6455	50	5518	24	8201			11	617	13	1528	20	5292	75	2679	11	1273	2	692	false	false	
46941			75	2386	46	5955	43	17019	62	889	11	1220	6	2492			58	1996	44	4009	27	7004	54	900	7	728	0	0	false	false	
47247			21	1018	65	8180	128	54691	81	1321	35	1853	48	12788			8	317	8	946	5	1378	8	189	1	133	0	0	false	false	
47500			17	791	38	4847	65	20276	104	1655	45	4928	27	7726			0	0	0	0	1	198	0	0	0	0	0	0	false	false	
48057			7	275	3	362	5	2198	84	1738	1	15	7	3734			31	1165	32	3884	16	4610	139	4277	33	3772	16	3770	false	false	
48150			2	80	4	331	2	353	42	787	8	1018	1	251			20	738	22	2749	11	3243	33	1024	9	943	5	1310	false	false	
48374			87	2857	72	9010	97	31340	549	13084	93	9756	163	27714			475	15173	311	30346	352	66971	108	2246	20	1831	31	5985	false	false	
48440			43	1606	50	7094	67	26660	149	4609	25	2522	19	5168			12	392	26	3646	8	1910	41	862	4	532	1	72	false	false	
49054			0	0	3	449	7	2965	5	265	3	347	21	4017			4	237	4	463	5	985	14	321	12	751	6	1202	false	false	
49148			22	793	6	690	2	808	51	1350	18	1745	5	1654			21	686	21	2424	16	4167	52	1281	13	1360	3	919	false	false	
49241			53	1926	59	7245	102	41661	385	9113	101	12556	96	31361			50	2179	35	3662	30	8028	126	3385	40	3965	39	8291	false	false	
49652			10	311	2	218	12	4658	36	1013	5	667	5	3019			9	379	6	755	5	1330	21	774	17	2388	9	3376	false	false	
49858			4	213	16	1774	20	7020	45	1531	9	872	8	2923			1	41	3	261	3	621	0	0	0	0	0	0	false	false	
49951			20	902	10	1627	12	5824	77	1817	21	2057	23	6998			34	1425	30	3790	25	6510	93	2318	22	2309	11	2729	false	false	
50144			12	325	12	1200	6	1826	44	1150	5	560	2	773			4	144	6	561	2	592	8	167	0	0	4	749	false	false	
50461			0	0	10	1537	27	13312	6	310	4	541	6	848															false	false	
51253			55	2422	52	6118	56	18144	134	2576	10	750	11	2249			14	597	11	1350	3	811	14	249	0	0	0	0	false	false	
51356	4	61													0	14													true	true	
51459			29	1070	21	2165	24	7166	223	6008	38	3021	15	3458			43	2079	42	5199	36	9206	161	4379	26	3219	28	8280	false	false	
51842			10	389	8	1114	26	10634	76	2064	20	2369	24	9719			20	513	49	2933	62	8334	166	4895	45	5257	31	7300	false	false	
52719																													false	false	
52951			32	1508	21	2300	15	5406	463	12840	92	10745	40	11001			68	3054	40	4840	22	5703	211	4579	44	4121	8	1746	false	false	
53051			13	551	9	1294	11	5783	316	12416	87	11918	23	11633			15	552	8	916	2	318	112	1551	3	262	2	447	false	false	
54058			54	1829	56	6900	22	8753	243	4844	18	1471	6	1337			54	2384	67	8181	62	17920	155	3281	53	5094	42	8958	false	false	
54656			65	1759	24	2591	26	8723	347	8216	64	6112	59	18212			60	2340	52	7127	22	6273	393	5884	18	1574	7	792	false	false	
54973			0	0	11	1552	77	38257	895	21558	42	4321	60	22015	0	7													true	false	
55336			20	610	50	6117	134	56380	204	4347	56	6193	34	10492															false	false	
55635			17	605	22	4215	59	45212	57	2692	17	2700	2	1299															false	false	
55653			9	327	6	614	11	4109	64	1612	19	2366	12	4369			1	72	0	0	1	257	0	0	0	0	0	0	false	false	
55970			7	291	52	5972	148	62701	23	613	13	1089	7	949			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
56258			16	860	47	7946	38	15275	58	1791	38	4587	39	14534			7	287	9	1081	21	6998	98	3223	47	6742	11	2601	false	false	
56351			154	7167	312	41958	378	166208	2712	74693	532	59616	325	89231			129	5541	75	9972	34	8453	389	7474	29	3000	3	474	false	false	
56548			8	258	24	2108	52	20652	6	66	3	199	5	409			7	144	9	1124	15	3729	21	311	5	131	6	748	false	false	
56717			50	1908	141	17470	189	64035	570	10304	151	12949	113	23654			2	58	9	816	1	213	18	277	5	275	0	0	false	false	
57040			22	1028	14	1846	9	3445	121	2145	14	1421	7	2117			39	1731	109	15247	88	27614	332	7020	42	4511	15	3603	false	false	
57451			30	1218	43	5310	57	22280	141	4102	35	4077	23	8327			13	629	17	1950	4	1028	45	1092	15	1553	5	1283	false	false	
58225			69	2897	57	6899	63	20808	245	7035	58	6588	9	2222			75	1812	17	2060	4	1410	58	391	0	0	0	0	false	false	
58243			104	4925	207	28094	350	144951	282	8407	153	16224	194	58959			3	51	6	690	2	657	2	174	0	0	0	0	false	false	
58355			12	650	20	2984	14	3752	105	2550	19	2086	11	2845			1	4	3	227	0	0	4	119	2	288	3	446	false	false	
58551			122	4323	43	4699	23	11256	484	9734	41	4490	18	4525			61	2717	54	7916	29	8064	581	12012	51	5393	21	5011	false	false	
58636			49	2303	74	9549	80	28804	675	13329	60	6437	20	6253			372	13615	86	10877	22	6349	3	74	0	0	1	300	false	false	
58757			31	1374	54	7537	67	25309	182	4727	63	6738	75	22888			14	558	41	4837	32	7952	117	3782	57	7253	29	7678	false	false	
58971			69	2103	215	22972	635	257759	5212	50338	522	34756	801	173467			11	272	36	2701	41	3496	85	946	60	3313	48	8229	false	false	
59316			160	7738	283	36821	405	148673	1089	33331	273	31055	107	34000			35	2184	65	8511	53	13032	226	7962	52	6725	28	5461	false	false	
59352			18	639	31	5179	88	41893	109	3058	41	4886	17	4409			18	900	23	2901	17	4125	110	1710	12	909	9	2197	false	false	
59370			5	163	8	1703	19	7188	33	665	10	1136	8	1862			2	42	3	367	0	0	0	0	0	0	0	0	false	false	
59754			3	69	1	126	5	2531	26	689	14	1243	4	844	4	10													true	false	
60143			366	11000	538	66000	1234	525000	7623	104000	1988	160000	2763	911000			0	0	8	1000	0	0	0	0	0	0	7	2000			
60330			56	2786	94	12698	160	67513	436	10963	134	12651	104	26529			14	419	24	3010	21	6033	37	851	9	514	7	1205	false	false	
60545			38	1710	29	4227	27	9424	189	4427	26	3248	20	6168			24	1002	34	5023	48	15214	269	7690	66	7036	47	10963	false	false	
60554	20	81															14	551	26	3686	30	8554	189	4301	45	5120	22	5901	false	true	
