"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	18	46													11	5													true	true	
242	108	68													37	43													true	true	
279			24	947	32	4053	28	12475	140	3036	14	1677	6	1239			21	1062	26	3481	5	1096	8	150	0	0	0	0	false	false	
354			5	249	7	1335	14	7029	10	256	2	212	7	2858			3	157	3	468	2	912	13	471	1	175	0	0	false	false	
457			3	84	17	1920	18	7044	71	1841	14	1311	15	5071			6	225	8	967	7	1144	53	1233	8	807	7	2161	false	false	
505			6	271	41	5807	56	21312	149	3034	81	5818	50	6321															false	false	
1155			50	1915	51	5632	78	30592	264	5846	76	6448	71	22909			12	435	37	5028	25	6840	109	2765	37	3819	16	3883	false	false	
1351			152	4937	36	4445	27	10068	244	4725	39	4651	21	6969			22	957	17	2151	4	1093	107	1940	12	1169	5	1432	false	false	
1454			25	1222	41	5512	73	29594	334	8452	78	7448	106	26939			1	68	10	1010	8	2002	40	942	9	1068	3	250	false	false	
1669			116	5339	72	9795	91	31082	394	10088	40	4487	19	4708			0	0	0	0	0	0	167	2926	14	1270	3	732	false	false	
1856			8	354	5	644	2	658	27	903	5	610	1	227			5	126	9	1307	1	216	41	1067	7	696	2	623	false	false	
2161			16	537	28	3921	30	8462	183	11675	27	2960	8	2727			11	501	8	847	10	2071	13	347	2	413	0	0	false	false	
2732			1	20	10	1350	60	28035	8	265	9	926	16	4524															false	false	
2750			16	665	2	102	5	936	130	1341	13	1075	7	1279			6	209	8	1068	10	2787	62	1462	28	2643	28	5457	false	false	
3252			48	2080	6	1128	7	2877	96	2423	16	1663	13	4766			22	675	35	4380	29	8030	500	13042	85	11870	27	9019	false	false	
3458			42	1802	17	2697	21	7103	102	1900	14	960	1	428			65	2650	42	5615	12	3400	154	2379	10	847	1	344	false	false	
3720			48	1873	83	9960	80	27469	415	10158	55	5085	25	6021			33	1398	22	2219	13	3351	8	88	5	359	3	778	false	false	
3971			2	115	14	2323	32	13588	47	1088	24	2448	35	9887			10	457	4	321	15	2573	12	275	5	76	3	54	false	false	
4156			19	748	18	2004	30	12275	111	3543	26	2957	21	7457			66	3010	41	4585	22	5587	122	3077	18	1887	5	1153	false	false	
4231			18	686	11	1323	13	4930	84	1452	7	479	1	82			38	962	7	857	1	196	17	273	2	264	2	296	false	false	
5069			0	0	1	234	19	7241	0	0	0	0	2	968			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
