"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RIADG377	
14865																																																															0	147456	6349		166268			64933	344		7217	527894	0	0	0	24233	2345	13324	175431	997	1717	3491	8360	4874	4640	171383	33087	36784	79685	80571	99043				1378	964					10647	11169	46832	36415			0			0	0														147567	0	0	0	0		0	17	0	315	0	0	0	0	0			0	0	0	0	0	1012	0	0	CONF	CONF	0	0	0		
14977																																																															0	6522	0		11389			4111	0		0	41312	6	0	0	9103	64	4350	8637	529	300	309	425	5786	1755	10971	1670	2834	7588	8916	236				0	0					67	0	2230	2972			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				0		0	1	0	2979	0	0	0	0	0			0	0	0	0	0	1880	0	0	CONF	CONF	0	0	0		
16551																																																															0	3961	16036		8379			30796	11730		1116	311719	0	829	0	98720	3116	12431	22652	3762	4151	16164	32645	36779	4975	19694	10689	55844	52177	66133	8196				547	159					7910	74956	12301	27959			0			0	0													0	89866	0	0	0	234		0	0	0	3311	0	0	0	0	0			0	0	0	0	0	9893	234	0	CONF	CONF	0	0	0	0	
17110																																																															0	0	0		0			10489	0		0	87844	0	0	0	0	0	0	44782	0	0	0	0	0	0	87844	0	0	0	0	0				0	0					0	0	0	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		13657				0		0	7737	0	0	0	0	0	0	0			0	0		0	0	69618	0	0	CONF	CONF	0	0	0		
17147																																																															0	155948	755757	0	107466	3670948	0	3670948	598286		931184	12504961	0	0	0	2303940	19285	1100009	1613899	67821	18858	87396	102910	302244	1699572	6173709	309914	952819	985222	776169	974749	0	0	0	0	35555	9462				175316	782229	1162083	1645082	0	0	0			564	6476	0	0	0	0	0	0	0	0	0	0	0	0		2003450				53508	25134	0	25134	0	67331	0	11	3422	15735	16058	17660	0	58	58	0	0	0	69417	17660	623	CONF	CONF	0	0	0		
17259																																																															0	4968	0		1192			2628	0		1384	46562	29	208	0	11695	120	1529	7631	1048	1198	3427	5030	815	140	7192	2732	15036	4807	2896	2233				0	0					670	0	18347	1447			0			0	0														18197	0	0	0	3		0	9	0	967	0	0	0	0	0			3	0		0	0	2956	0	0	CONF	CONF	0	0	0		
17950																																																															0	86540	564		42889			31737	6660		822	339248	0	307	240	71372	1934	5174	53927	1701	3181	16965	27862	16103	5550	27209	42027	66373	71924	45531	13091				0	111					3989	15090	41320	21299			0			0	0													0	133981	0	0	0	0		0	88	0	5669	0	0	0	0	0			0	0	0	0	0	8857	0	0	CONF	CONF	0	0	0	0	
17978																																																															0	645	3446		0			0	1031		0	150830	0	0	0	113618	2865	1450	9062	70	1665	310	649	14671	96253	3812	3515	815	607	5773	22690				0	13					13864	4921	2034	6938			0			0	0														113618	0	0	0	0		0	0	0	887	0	0	0	0	0			0	0	0	0	0	568	0	0	CONF	CONF	0	0	0		
18050																																																															0	76459	6177		1841			12218	2550		3044	531259	0	0	0	133087	3302	128458	66125	9767	32803	48395	32772	5683	3555	48519	81598	131925	48851	31514	55058				0	0					3692	87294	79225	109474			0			0	261													0	515359	0	0	0	0		0	140	0	3108	0	0	0	0	0			0	0	0	0	0	9648	0	0	CONF	CONF	0	0	0	0	
18827																																																															0	9349	232419		1538			122915	27141		60252	1789529	0	0	2885	399015	11386	163039	141806	10086	6265	43397	43215	108993	184878	556573	187132	221206	276040	119530	22407				0	1802					5188	141966	134214	428700			0			0	1034														657464	0	0	0	0		787	3322	0	887	0	0	0	0	0			0	0	0	0	0	208648	0	412	CONF	CONF	0	0	0		
18836																																																															0	12987	0		1082			3272	8253		1089	146722	0	0	0	58105	1550	48204	8656	2281	1454	5701	9975	9663	28841	11662	5700	10222	15766	15968	29220				0	296					12774	10499	13899	9252			0			929	0														146722	0	0	0	1228		0	0	0	2860	0	0	0	284	0			15	0		0	15	10804	0	0	CONF	CONF	0	0	0		
18854																																																															0	41080	19117	0	25415	526185	0	526185	2696		48	1361556	2764	0	0	103392	2177	47141	526345	33336	16165	43969	9778	144	0	894879	97820	125418	116414	7455	0	0	0	0	0	0	0				62592	74614	110571	388886	0	0	0			0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	159151				0	0	0	0	0	3807	0	0	0	0	0	0	0	0	0	0	0	0	3740	0	0	CONF	CONF	0	0	0	0	
19356																																																															0	1344	550		2089			19035	17		0	109686	0	0	0	28399	714	5602	23711	4822	2280	6693	6216	6874	1481	14531	12750	28915	13214	4068	7801				0	0					2251	7308	16516	26282			0			79	34														11456	0	0	0	79		0	127	0	3147	0	0	0	0	0			0	0		0	0	1907	0	0	CONF	CONF	0	0	0		
19936																																																															0	30431	13210		19255			43081	3051		0	240749	0	0	0	35090	298	13564	63453	1301	3480	5495	9577	15216	0	53269	16064	49653	43413	43015	0				0	236					576	8805	35209	43134			0			24	0														27597	0	0	0	82		0	2436	0	2536	0	0	0	0	0			0	0	0	0	0	3401	58	0	CONF	CONF	0	0	0		
19972																																																															0	62	0		0			123	0		0	51632	0	0	0	44563	3172	0	0	37	27	213	544	6013	36379	24	43	51	84	1253	5549				0	0					3712	0	0	0			0			0	0														0	0	0	0	0		0	0	0	0	0	0	0	0	0			0	0		0	0	0	0	0	CONF	CONF	0	0	0		
20053																																																															0	24798	3011		4595			15277	5910		400	156413	0	0	0	31218	1000	2696	31269	803	2340	8943	13760	552	4631	16424	18013	49862	32269	6426	1203				38	22			0	0	7776	536	57130	1871			0			0	0													0	26059	0	0	0	0		0	187	0	1875	0	0	0	0	0			0	0		0	0	769	0	0	CONF	CONF	0	0	0	0	
20633																																																															0	6723	26119		160			5444	3619		110	270527	871	0	0	93783	434	84144	20549	2539	3531	16095	25878	12922	32610	29711	4792	26382	30903	7284	78013				0	0					991	15642	22028	93931			0			0	98														252241	0	0	0	563		0	404	0	101	0	0	0	563	0			0	0	0	0	0	1909	0	176	CONF	CONF	0	0	0		
20857																																																															0	107361	2702		123859			28978	3983		3521	332611	0	0	337	17721	1784	581	109276	1282	1344	3016	7842	3942	249	62611	50110	69324	77653	49493	4884				0	70					3762	3979	25625	7132			0			0	0													0	77130	52393	53116	100	0		0	0	0	1342	0	0	0	0	0			0	0	0	0	0	792	0	0	CONF	CONF	0	0	0	0	
21256																																																															0	0	112		424			1486	206		0	6736	0	2560	0	1515	0	0	151	31	41	360	837	229	0	4	75	682	1506	2757	0				0	0					0	0	106	0			0			0	0														0	0	0	0	0		0	0	0	169	0	0	0	0	0			0	0		0	0	158	0	0	CONF	CONF	0	0	0		
21359																																																															0	6001	0		8587			6117	0		0	39468	0	0	0	9834	285	0	6748	176	855	2366	2606	3830	0	3096	4904	7515	9543	4576	0				0	0					0	0	2158	2260			0			0	0														0	0	0	0	61		0	43	0	2389	0	0	0	0	0			61	61	0	0	0	1794	0	0	CONF	CONF	0	0	0		
21658																																																															0	49006	0		11333			4537	999		2518	142415	0	0	0	36571	2136	0	26443	1421	2855	10362	15867	5518	413	6657	17510	46028	27922	6546	1067				35	43					3534	628	120	25160			0			0	53	0	0	0	0	0	0	0	0	0	0	0	0		53830				152		0	25	0	3089	112	0	0	0	0			40	40	0	0	0	2681	0	0	CONF	CONF	0	0	0		
22048																																																															0	446	11621		1970			46966	2203		51	223093	0	0	0	56195	3008	0	45963	2816	4328	20349	26706	1634	186	12929	26674	57430	63405	5377	211				0	75					4348	27452	45261	8843			0			75	31													0	129335	0	0	0	903		0	0	0	8198	0	55	0	674	0			22	0		0	0	6456	77	0	CONF	CONF	0	0	0	0	
22543																																																															0	852	8556		2593			22173	34019		0	267507	0	776	0	60045	4667	29015	87743	3963	11615	19331	23080	769	593	52625	19540	54108	53145	25565	2307				0	34					12167	10232	70711	38007			0			0	0														58156	0	0	0	0		0	24	0	498	0	0	0	0	0			0	0	0	0	0	2153	0	0	CONF	CONF	0	0	0		
22552																																																															0	35049	3863		20587			10691	0		0	97708	0	0	0	9389	114	0	24531	88	715	2667	4522	1397	0	14324	10144	25746	24681	7689	5735				0	0					0	3144	45	9466			0			0	0														11100	0	0	0	394		0	225	0	331	0	0	0	0	137			257	257	0	0	0	4804	0	0	CONF	CONF	0	0	0		
22730																																																															0	645	18482		33			11201	1697		0	114633	0	10674	0	16980	762	10615	1980	1313	3110	1944	1336	2829	6398	3989	4874	16607	24678	35457	12027				0	0					323	608	10187	20693			0			0	0														70378	0	0	0	0		0	35	0	698	0	0	0	0	0			0	0		0	0	21615	0	0	CONF	CONF	0	0	0		
23456																																																															0	18637	874		13005			16839	7197		14	230621	33	0	0	63747	8619	4986	48064	4205	2982	15177	35457	5215	711	25171	33541	40133	59544	6530	971				1137	0					14435	13009	39880	15997			0			0	0														41158	0	0	0	579		0	499	0	4330	0	0	0	0	0			579	579	0	0	0	12435	0	669	CONF	CONF	0	0	0		
23504																																																															0	0	4017175	0	0	841911	0	841911	43269		1492	10783587	-6591	0	150114	842085	2527	706511	859098	6113	58174	120814	217459	356409	80353	2950682	487034	2196187	2695636	1575663	3373	0	0	0	0	2777	0				5432	163081	1251067	3379667	0	0	0			2856	2303	0	0	0	0	0	0	0	0	0	0	0	0		4735960				40058	1579	223535	1579	0	0	0	0	0	0	24706	12496	0	0	0	0	0	0	1399	12496	7442	CONF	CONF	0	0	0		
23643																																																															0	5869	747		2501			38782	0		200	156782	0	0	0	35703	1946	21421	39306	681	2059	9092	22392	1315	0	12734	23832	36195	37811	8778	0				0	0					4546	12127	15716	21527			0			0	218														37984	0	0	0	642		0	0	0	6140	0	0	0	0	0			193	0		0	0	10978	449	0	CONF	CONF	0	0	0		
23755																																																															0	840	5756		22			24735	13954		7402	194182	0	0	0	46106	633	36367	13953	148	553	4048	2743	15468	23098	24468	9739	11611	28629	71387	820				0	127					7965	16747	52689	13422			0			128	379														133354	0	0	0	207		0	48	0	2904	0	0	0	0	79			0	0		0	0	832	0	0	CONF	CONF	0	0	0		
24006																																																															0	0	202219		0			74278	20785		773	1330767	0	0	0	232681	61	64624	58731	9291	6393	16395	18665	57644	123617	143373	110927	293885	302339	223911	20428				0	13					1631	56281	120490	621247			0			0	421													0	515609	0	0	0	3195		0	217	0	31	0	0	0	0	0			0	0	0	0	0	60	3195	3081	CONF	CONF	0	0	0	0	
24378																																																															0	0	128		0			6566	1206		0	55662	0	0	0	37577	186	1396	3745	75	614	627	469	9827	25950	1643	1413	560	3043	9947	1479				0	6					506	1088	1259	1738			0			238	0														38128	0	0	0	238		0	1	0	1127	0	0	0	0	0			0	0		0	0	4274	0	0	CONF	CONF	0	0	0		
24659																																																															0	9230	3522		8899			6954	0		0	52833	0	0	0	10526	326	0	11986	320	609	3244	4000	1122	1197	12220	3468	8145	11817	6072	11				25	0					0	0	3891	5500			0			0	0													0	0	0	0	0	0		0	10	0	2099	0	0	0	0	0			0	0	0	0	0	1851	0	0	CONF	CONF	0	0	0	0	
24949																																																															0	553	30318		37			25606	5602		12057	271680	0	0	0	31499	4536	15912	34205	1030	5048	7680	16078	959	634	48304	20300	77256	80073	14248	0				193	28					3080	17273	49633	87783			0			0	0														76258	0	0	0	9726		0	48	0	1436	0	0	9726	0	0			0	0	0	0	0	1998	0	873	CONF	CONF	0	0	0		
25357																																																															0	66512	22483		65323			31317	5054		5774	519785	0	69	0	106238	74	16580	148865	5884	13654	42188	27053	13686	1783	109929	83303	102440	76423	25950	9456				0	0					20596	51634	49478	79862			0			0	195														107785	0	0	0	0		0	694	0	7027	0	0	0	0	0			0	0	0	0	0	7650	0	0	CONF	CONF	0	0	0		
25647																																																															0	47	31853	0	0	36134	0	36134	6384		0	287913	902	0	0	58160	664	748	68016	2201	1199	24963	29075	721	0	53052	20051	64877	82195	8980	0	0	0	0	0	3333	0				1611	22178	43614	81933	0	0	0			485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242704				485	117	0	117	0	123	0	0	0	0	0	0	0	0	0	0	0	0	2664	0	0	CONF	CONF	0	0	0	0	
26765																																																															0	45608	163043		2789			744885	25269		0	3138136	0	0	61240	385621	1625	185975	1257880	9542	11170	54575	50669	112764	145574	972177	264991	837805	466958	193543	8622				0	0					45561	458487	441977	780067			0			765	1057													130697	3093926	0	0	0	13064		0	34780	0	1013	0	12222	0	0	0			0	0	0	0	0	7411	77	0	CONF	CONF	0	0	0	1682	
27070																																																															0	4447	59488		2565			42865	9522		10158	665220	-267	0	0	301620	6321	126320	42661	2847	3213	19954	43271	199330	32323	58138	23132	112021	102268	60703	6575				0	0					4638	45971	51532	114784			0			56	125														206499	0	0	0	3954		0	18	0	934	0	0	0	0	3466			349	0	349	0	0	10090	83	0	CONF	CONF	0	0	0		
27614																																																															0	448	5639		0			3901	16624		41399	268150	0	13977	0	148905	6161	10140	3970	296	2128	4604	4717	83969	53034	18159	8022	14145	31264	41424	6231				0	667					574	1294	22234	2816			0			341	129														0	0	0	0	598		0	108	0	2312	0	0	0	0	6			0	0	0	0	0	1091	251	0	CONF	CONF	0	0	0		
27847																																																															0	217382	31189		11443			37796	1995		6651	618852	0	552	0	137750	4235	113976	76164	3949	12294	40696	41503	18575	19782	13752	46169	145438	142869	94678	36135				0	0					5071	45900	82063	21738			0			2379	71														276370	0	0	0	9353		0	342	0	4927	315	0	118	3657	0			2713	2582	114	0	17	9818	171	0	CONF	CONF	0	0	0		
28013																																																															0	0	2750996	0	0	160908	0	160908	73138		0	4203655	0	0	0	192849	60174	82193	101246	702	11179	39973	34264	39116	67511	184780	258058	1041793	1509954	968793	37413	0	0	0	0	0	0				3008	27959	376619	555419	0	0	0			0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	2044543				15203	0	0	0	0	0	0	0	0	0	0	15203	0	0	0	0	0	0	2585	15203	403	CONF	CONF	0	0	0	0	
28152																																																															0	28486	13145		16925			15399	1331		462	149267	0	153	0	37671	3746	2830	26165	688	3533	5022	10960	15538	1832	10402	15153	20363	34809	20681	8847				0	89					1376	214	17554	5337			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		15462				0		0	3	0	4043	0	0	0	0	0			0	0	0	0	0	3333	0	0	CONF	CONF	0	0	0		
28675																																																															0	15892	3390		5521			6433	5380		6031	119380	0	0	0	43644	3725	0	18634	711	2481	9389	23843	7220	0	8615	11813	19092	26034	6203	3358				0	3					2485	7830	11691	4528			0			9	0	0	0	0	0	0	0	0	0	0	0	0	0		51403				220		0	4	0	992	0	207	0	0	0			4	0		0	0	1831	0	0	CONF	CONF	0	0	0		
28732																																																															0	1154	330		491			9818	5288		0	101197	0	0	0	34633	485	171	39176	571	6667	10986	9619	6790	0	11600	20404	14716	15403	2042	2398				0	29					12197	6812	7535	16429			0			0	0													0	34633	0	0	0	0		0	186	0	3278	0	0	0	0	0			0	0		0	0	2532	0	0	CONF	CONF	0	0	0	0	
29476																																																															0	39229	299		12337			3937	0		0	86866	0	0	0	9555	650	962	28569	172	788	4803	2318	1298	135	6591	21018	26838	10837	5251	6239				0	0					1843	4051	9193	4362			0			0	0													0	39352	0	0	0	0		0	0	0	582	0	0	0	0	0			0	0	0	0	0	828	0	0	CONF	CONF	0	0	0	0	
29636																																																															0	10825	34225		424			79403	15443		3824	642028	0	0	0	78285	1434	1866	148550	4722	8723	25218	34293	2589	1303	136604	81461	165633	150068	19004	9835				3377	0					20525	46417	86308	237693			0			0	0													0	193978	0	0	0	2000		0	10169	0	2217	0	0	0	0	2000			0	0	0	0	0	11459	0	0	CONF	CONF	0	0	0	0	
29878																																																															0	0	367014	0	0	0	0	0	2894		0	1999668	0	0	0	951769	1472	194	37407	121	273	7881	12452	151440	759543	41333	46169	206956	298285	439066	532	0	0	0	0	0	0				5025	38976	4710	627774	0	0	0			20180	10395	0	0	0	0	0	0	0	0	0	0	0	0		345123				21644	0	0	0	0	0	0	0	0	22	1442	0	0	0	0	0	0	0	34	0	0	CONF	CONF	0	0	0		
30052																																																															0	248	0		0			938	0		0	29135	0	0	0	4019	268	0	5439	44	29	1021	2652	0	273	6692	4093	6447	4606	3278	0				0	0					4326	1793	8740	8198			0			0	0													0	28530	0	0	0	0		0	8	0	8	0	0	0	0	0			0	0		0	0	589	0	0	CONF	CONF	0	0	0	0	
30502																																																															0	0	110916		0			26444	27432		59259	920895	79	0	6751	370093	5656	73625	30307	1899	8959	5549	14417	96726	240287	90137	20846	50573	144224	215333	29215				0	546					2498	24774	69184	199302			0			0	580														354607	0	0	0	0		0	8627	0	2193	0	0	0	0	0			0	0	0	0	0	14050	0	486	CONF	CONF	0	0	0		
30650																																																															0	0	27470		0			4207	4323		0	96633	398	0	0	9307	16	9307	5079	447	660	4204	3209	786	0	1544	7017	24588	31210	23349	0				0	49					560	1698	9352	39904			0			0	0													0	49420	0	0	0	0		0	1	0	120	0	0	0	0	0			0	0		0	0	24	0	0	CONF	CONF	0	0	0	0	
30810		0	0	61411	0	147145	0	0	0	0	128412817	0	0	1317267	4573094	215417	83745946	13538170	12494901	4431562	6242891	6386755	0	0	0	0	0	102110392	0	0	4003190			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103955350	2136778	1880318	0	0	0	2136778	0	0	256460	20203508		0	0	0	0	147145	0		0	0	0	128412817	0	0		1317267	4573094	0		2	46	833	2508	241393	1057328							0	0	0	102110392	0					0	0	0	0			0			0	4216																			5001	56410			0	0	0	0	0	0				0				20203508		0	CONF	CONF	0	0	0		
31134																																																															0	6267	0		5620			10586	573		0	123717	0	0	0	56695	1872	50238	20576	747	3258	1127	22833	9479	19210	9078	9376	8189	22807	15068	2246				391	2					6469	2355	11651	841			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		42488				0		0	167	0	9636	0	0	0	0	0			0	0	0	0	0	10592	0	0	CONF	CONF	0	0	0		
31255																																																															0	1032	15055	0	0	121725	0	121725	8890		24755	877967	1478	0	350	222903	55940	208901	175825	9539	20368	43719	24935	115645	8627	274590	55274	123359	90537	90779	21964	0	0	0	0	0	0				30780	59044	96970	162144	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774483				0	4	48360	4	0	258	0	0	0	0	0	0	0	0	0	0	0	0	31585	0	0	CONF	CONF	0	0	0	0	
31657																																																															0	11276	0		4181			9988	0		0	69336	0	0	0	23152	25	21242	12337	151	764	793	8983	1529	10932	3831	8362	5432	10281	7031	11231				0	0					2424	4629	4457	995			0			0	0														0	0	0	0	0		0	2407	0	3069	0	0	0	0	0			0	0	0	0	0	2733	0	0	CONF	CONF	0	0	0		
31826																																																															0	5516	19721	0	1613	18430	0	18430	4690		19563	340308	0	0	0	132577	1189	15	41450	4533	1502	6556	23257	37993	58066	32992	11077	33977	72848	48526	7464	0	0	0	0	0	0				6617	18767	65940	29479	0	0	0			0	150	0	0	0	0	0	0	0	0	0	0	0	0		128414				0	6204	0	6204	0	4292	0	0	0	0	0	0	0	0	0	0	0	0	5710	0	0	CONF	CONF	0	0	0		
31835																																																															0	10277	0		58519			9586	61		740	96256	253	0	0	10118	44	1174	56942	1699	47	1168	1303	5496	0	70764	5797	2600	5458	597	780				0	0					221	810	662	0			0			0	0														79756	0	0	0	0		0	37	0	2008	0	0	0	0	0			0	0	0	0	0	3426	0	0	CONF	CONF	0	0	0		
32234																																																															0	28682	72		6930			13169	223		3289	129591	0	0	0	47272	49	59	19909	613	2934	22767	16605	4354	0	11701	7555	19898	22747	9680	10738				413	0					107	10040	12050	3975			0			0	0														84579	0	0	0	0		0	82	0	987	0	0	0	0	0			0	0	0	0	0	2251	0	0	CONF	CONF	0	0	0		
32766																																																															0	0	10719		0			35474	8984		0	191590	0	0	0	32721	612	5383	35748	2888	884	317	10694	12270	5668	41373	8340	32940	48547	24352	2478				0	2957					12916	18732	26364	38959			0			0	0														47000	0	0	0	0		0	2751	0	206	0	0	0	0	0			0	0		0	0	195	0	0	CONF	CONF	0	0	0		
32971																																																															0	8378	17992		2786			16225	23743		3486	286924	131	0	0	128938	1318	76812	15562	1054	3233	2345	6221	27580	87786	30459	8146	10140	25029	50238	33834				0	1					5904	2878	42322	30966			0			417	72													0	135307	0	0	0	898		0	0	0	1511	0	0	0	0	39			423	0	0	0	0	607	19	52	CONF	CONF	0	0	0	0	
