"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON3545	RCON3548	RCON8492	RCON8495	RCON8496	RCON8499	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONHT71	RCONJA22	RCONJF75	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	TOTAL TRADING ASSETS	TRADING LIABILITES	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	Total loans held for trading	Equity securities with readily deter	Total amount of fair value option lo	
37	0	991					57	0	48920					0	0	0			0	37969	0	0										0		
242	0	3592					204	0	19101					3100	0	0			0	9020	0	1000										0		
279	0	0					3504	26020	93326					76896	0	0			1985	13350	0	0										0		
354	0	241					382	0	965					4878	0	0			0	0	0	0										0		
457	0	1444					475	0	1444					8500	0	0			0	0	0	0										13		
505	0	9809					6795	0	63735					55000	0	0			0	9303	0	0										0		
1155	0	4092					1019	0	68059					0	0	0			0	45825	0	0										0		
1351	0	0					119	69069	16114					0	0	0			10090	0	0	0										0		
1454	0	24775					1391	0	435175					0	0	0			0	122673	0	0										157		
1669	0	43798					870	22474	66474					5500	0	0			22474	0	0	0										0		
1856	0	0					229	1000	8063					0	0	0			0	0	0	0										0		
2161	0	1987					3083	0	101723					18000	0	0			0	34556	0	0										0		
2732	0	10941					1369	0	44386					0	0	0			0	21356	0	0										0		
2750	0	491					583	0	15999					12310	0	0			0	8346	0	0										73		
3252	0	75748					657	0	176767					1000	0	0			0	48659	0	0										0		
3458	0	578					218	975	16192					500	0	0			975	8085	0	750										0		
3720	0	18995					306	41351	90076					0	0	0			33600	3189	0	0										0		
3971	0	49232					2401	0	148583					88646	0	0			0	4285	0	0										891		
4156	0	5295					991	0	56988					17500	0	0			0	36704	0	5536										0		
4231	0	13643					0	1000	67947					0	0	0			0	28291	0	0										0		
5069	0	0					0	0	11677					0	0	0			0	1784	0	0										891		
5135	0	60877					1421	0	93726					21182	0	0			0	2065	0	0										0		
5210	0	0					9677	64600	451693					207615	0	0			62133	0	0	28733										928		
5461	4862	0					4516	237738	77505					40000	0	0			94400	4345	0	0										0		
5751	0	1778					596	6250	110261					0	0	0			0	39163	0	0										0		
6039	0	23960					325	0	33974					0	0	0			0	1462	0	0										0		
6329	0	0					2520	0	177095					30000	0	0			0	13038	0	0										0		
7009	0	72528					0	0	141800					0	0	0			0	69272	0	0										739		
7045	0	0					669	331	139015					0	0	0			331	58856	0	0										0		
7072	1998	0					2841	46076	36583					22500	0	0			6607	2887	0	0										0		
7456	0	0					1066	0	33846					8257	0	0			0	30461	0	0										0		
7634	0	580					98	0	14071					0	0	0			0	5970	0	0										0		
