"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT88	RCONMT89	RCONMT90	RCONMT91	RCONMT92	RCONMT93	RCONMT94	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
672247	33738	0	13396	25755	0	57920	0	0	0	0	84236	0	875	0	13916	22747	5805	44524	83361	0	0	2653	0	0	4374	13035	3402	1284	17409	1219	1450	2688	299	8179	5656	0	0	2669	0	0		0		0		0		0	false							
672537	33564	0	76402	143051	0	206444	0	0	0	0	121021	0	10505	69406	21009	31721	8426	130042	110516	0	0	3886	0	0	14607	19996	3567	1387	34603	7498	7880	801	0	18548	16179	0	0	15378	0	0		0		0		0		0	true							
672573	33348	0	27124	31836	0	118933	0	0	0	0	143475	0	5614	0	17941	42677	7473	91809	137861	0	0	4059	0	0	12489	20100	4466	3	32589	9104	18399	2890	0	19117	30393	0	0	27503	0	0		0		0		0		0	false							
673244	26768	0	9903	41615	0	41615	0	0	3092	0	58752	0	3904	13807	13092	8277	4095	31712	51756	0	3092	1560	0	0	3744	13203	2860	732	16947	2637	531	0	0	7447	3168	0	3092	3168	0	0		0		0		0		0	false							
673440	458489	0	307418	217914	0	678074	0	0	0	0	5464599	0	1028146	1195965	302670	3860477	97394	370656	4436453	0	0	40288	0	0	167353	380961	57571	468	547855	172316	344679	22284	0	303682	539279	7364	0	515113	0	0		0		0		0		0	true	32248	83393	1482509	1548429	434006	22438	
673477	18	0	0	1537	0	5052	0	0	0	0	19897	0	0	0	11810	1470	721	5052	19897	0	0	0	0	0	2803	8586	5133	1082	11389	0	805	0	0	5794	805	0	0	805	0	0		0		0		0		0	false							
673851	6050	0	19	49396	0	60914	0	0	0	0	67641	0	0	0	3489	45558	826	59944	66396	951	1245	417	0	0	2273	5252	1798	211	7524	3182	2104	1215	0	6044	6501	0	0	5286	1245	0		0		0		0		0	true							
673909	155075	0	79	339651	0	365210	0	0	448100	0	1999493	0	183598	0	610139	650760	35603	365131	1774073	0	41822	14095	448100	448098	280938	544613	17058	1023	825551	70526	269122	6938	3440	233493	350026	102791	0	339647	41822	0		0		91138		0		91138	true	160568	7694	293185	178949	1140	80910	
674344	11881	0	305	26055	0	39310	0	0	0	0	79586	0	896	0	13838	33028	7164	38997	78690	8	0	4065	0	0	5307	15370	5345	264	20677	4009	3713	669	0	12448	8391	0	0	7722	0	0		0		0		0		0	true							
674849	17780	0	3278	82386	0	93193	0	0	933418	0	1742554	0	18696	0	151235	646988	24106	89915	1625681	0	98177	13949	933418	239287	124702	419117	452622	65227	543819	815	6475	8827	0	910434	16117	0	0	7290	90352	0		0		451012		0		0	true	38562	6707	147164	497932	14776	2912	
675042	7233	2	17117	24396	0	71307	0	0	0	0	35528	0	1995	15212	15532	79	3927	54188	33533	0	0	1215	0	0	2297	17360	4287	701	18588	929	2642	0	0	9113	3571	0	0	3571	0	0		0		0		0		0	true							
675051	9113	0	0	34099	0	37535	0	0	0	0	41413	0	0	0	4475	6463	2014	37535	41413	0	0	875	0	0	2709	6838	589	0	9546	4952	10492	255	0	5661	15699	0	0	15444	0	0		0		0		0		0	true							
675079	19785	0	37093	157707	0	157897	0	0	10000	0	242128	0	16044	51080	40601	45511	11798	120804	226084	0	0	8521	0	0	23592	70673	3493	176	94265	17367	59667	1867	0	57332	78901	0	10000	77034	0	0		0		0		0		0	true							
675248	12014	0	3099	22951	0	46123	0	0	0	0	69784	0	3740	2000	9354	39283	4696	43024	66044	0	0	1658	0	0	2506	7989	3301	1237	10346	1182	1659	613	0	5679	3454	0	0	2841	0	0		0		0		0		0	true							
675341	4250	0	5489	3488	0	12453	0	0	0	0	13637	0	1591	7080	3088	3513	962	6964	12046	0	0	0	0	0	892	1926	2681	374	2818	0	0	0	0	2785	0	0	0	0	0	0		0		0		0		0	true							
675659	14900	0	5481	21754	0	51449	0	0	0	0	94360	0	3296	5122	20506	14101	4019	45941	91064	27	0	1052	0	0	11770	25007	2463	1950	36777	5116	17804	388	862	20684	24170	0	0	22920	0	0		0		0		0		0	true							
675855	21249	0	3252	35738	0	38128	0	0	0	0	65144	0	12098	12817	5373	13289	1267	34876	53046	0	0	393	0	0	7454	7952	2104	0	15406	8022	4807	268	0	12137	13097	0	0	12829	0	0		0		0		0		0	false							
676049	25073	0	13202	45246	0	67101	0	0	4000	0	122571	0	10897	7147	22781	13371	10647	53899	111674	0	0	1414	0	0	8642	29199	9223	119	37841	10260	21633	3350	1700	24401	36943	0	4000	31893	0	0		0		0		0		0	true							
676151	97672	1602	17164	124428	0	216440	0	0	25001	0	278035	3	45501	55215	81895	0	10084	197674	232531	0	0	0	25001	20001	26245	89384	13436	191	111673	18021	28600	4486	0	47361	51107	1333	0	46621	0	0		0		0		0		0	true							
677176	1179241	0	167	754466	0	815161	0	0	0	0	4535629	0	4984	0	748992	1520364	164820	814991	4530615	3	30	46305	0	0	435150	893961	23891	1910	1329111	116272	269732	4209	90898	605921	481111	0	0	386004	0	0		0		0		0		0	true	397262	98512	1329767	190577	1162651	16590	
677354	20021	0	17576	59731	0	84559	0	0	0	0	59791	0	16534	29964	7548	9991	2654	66983	43257	0	0	833	0	0	10102	8742	1009	0	18844	7947	1980	0	0	12305	9927	0	0	9927	0	0		0		0		0		0	true							
677448	60087	0	18624	67543	0	118322	0	0	6188	0	137199	0	14387	28262	27811	13065	6201	99698	121077	0	1735	604	6188	2938	13927	28805	5196	3285	42732	8244	4590	0	0	23402	12834	0	0	12834	0	0		0		0		0		0	false							
677644	755669	0	60472	270170	0	310541	0	0	0	0	1148870	0	143428	196479	76879	135392	28957	246578	1005442	3491	0	10796	0	0	57239	97934	17319	735	155173	49112	32683	2787	0	96348	84582	116029	0	81795	0	0		0		103315		0		103315	true	30808	45535	0	135392	148760	492318	
677756	20265	0	5306	38909	0	55770	0	0	0	0	64233	0	3125	5891	10292	12634	3136	50464	60871	0	237	1374	0	0	10833	8944	1232	0	19777	5075	5250	0	0	10717	10325	4452	0	10325	0	0		0		0		0		0	true							
677970	45181	0	7545	43044	0	59354	0	0	9070	0	154115	0	0	7545	32358	33684	13365	51809	145045	0	9070	6043	0	0	11133	35668	10139	530	46801	6547	9944	1289	0	25112	17780	9807	9070	16491	0	0		0		0		0		0	true							
678052	7695	0	249	18373	0	24979	0	0	0	0	13955	0	0	249	2223	1573	1572	24730	13955	0	0	1104	0	0	810	1446	1258	11	2256	0	275	887	0	1302	1162	0	0	275	0	0		0		0		0		0	false							
678070	17614	0	14	8550	0	24439	0	0	0	0	184451	0	88	102	74576	9492	30812	24425	183996	0	367	12594	0	0	27545	94291	10457	2819	121835	4723	15994	1251	265	60536	22233	0	0	20717	0	0		0		0		0		0	false							
678258	12493	21	4469	18846	0	27529	0	0	0	0	31706	23	4279	5847	4874	5744	4935	23032	27404	7	0	3352	0	0	1096	7012	1532	2	8108	1420	2007	400	0	4768	3827	0	0	3427	0	0		0		0		0		0	false							
678454	28351	0	18166	46495	0	84510	0	0	0	0	104643	0	4544	20432	17335	34009	7221	66344	100099	0	0	3297	0	0	7202	20988	4116	575	28190	1091	8310	0	0	15546	9401	0	0	9401	0	0		0		0		0		0	true							
678557	13053	0	5167	19288	0	47800	0	0	0	0	32015	0	3935	6489	5366	12450	2116	42401	28080	232	0	429	0	0	1338	3358	1589	226	4628	0	0	0	0	1146	0	0	0	0	0	0		0		0		0		0	true							
678744	47991	0	18102	67312	0	130787	0	0	23700	0	239584	0	9580	0	37093	68778	9542	112597	228727	88	1277	4601	23700	22671	12325	56302	28764	432	68626	5493	16417	3083	0	60729	24994	0	0	21910	248	0		0		0		0		0	true							
679451	16086	0	802	23804	0	35213	0	0	5522	0	60565	0	4837	1180	14995	11840	5306	34411	55728	0	0	2690	5522	5522	10610	7984	6201	5642	18593	0	400	0	1803	15441	2203	9136	0	400	0	0		0		0		0		0	false							
680130	62538	0	74142	339805	0	426570	0	0	0	0	225738	0	42598	104461	19211	86978	4139	352428	183140	0	0	1902	0	0	6511	50384	7159	2924	56895	4482	4137	625	0	47767	9244	38159	0	8619	0	0		0		0		0		0	true							
680457	420236	0	16672	61898	0	81967	0	0	0	0	894647	0	19287	33256	54388	304448	14268	65295	875360	0	0	5607	0	0	42445	61948	8150	2573	104393	19708	29521	5618	0	60728	54847	0	0	49229	0	0		0		0		0		0	true	20078	15375	208014	96434	221418	198818	
680813	468890	0	426156	1204191	0	2448098	0	0	1036	0	1787889	0	179409	605565	254936	593975	63755	2021567	1608480	375	0	20551	1036	1036	151828	264947	39246	10845	416774	115419	130815	9761	2163	211929	258158	207965	0	246234	0	0		0		207965		0		207965	true	280912	548165	475315	94434	467727	906	
681043	54	0	9005	36129	0	41423	0	0	0	0	41537	0	6955	14122	7218	16341	1478	32418	34582	0	0	279	0	0	3958	7795	4303	8	11753	2191	4609	2278	0	8846	9078	0	0	6800	0	0		0		0		0		0	true							
681249	8316	0	1290	11991	0	15319	0	0	0	0	22258	0	2822	1573	4721	2494	3272	14029	19436	0	0	1210	0	0	1181	3401	2178	159	4582	1426	2492	612	0	2198	4530	0	0	3918	0	0		0		0		0		0	true							
682143	160244	0	77795	531432	0	581206	0	0	2624	0	493970	0	92710	0	44792	190433	12335	500668	399720	2743	1540	3916	2624	2624	29802	52090	13527	2562	81717	16843	24900	3315	251	53190	45309	200302	0	41743	0	0		0		2624		0		0	true	204551	296117	991	132551	14923	141872	
682563	1906465	76	1193884	15415500	481	24021671	0	0	0	0	18388811	0	111564	1252740	521459	10997279	185753	22649267	18220218	177963	57029	81120	0	0	1130911	797142	111529	0	1928053	2921490	467416	56579	0	1518123	3445485	0	0	3388906	0	0		0		0		0		0	true	157670	7404186	6321682	4675597	1653542	252923	
682648	25009	0	12332	42475	0	63668	0	0	0	0	139118	0	7053	18364	27952	18119	15260	51336	129333	0	2732	4080	0	0	13574	24324	17468	7040	37898	7792	17977	4027	3788	34454	33584	0	0	25769	2732	0		0		0		0		0	true							
683449	42183	0	31433	60730	0	166104	0	0	428	0	140607	0	15570	37103	38074	31903	11516	134671	125037	0	0	4545	0	0	13073	27747	11832	3399	40820	2592	6287	1591	0	17977	10470	0	0	8879	0	0		0		0		0		0	true							
683814	60601	0	21380	60601	0	94059	0	0	0	0	134597	0	16676	38056	13146	23278	6814	72679	117921	0	0	2320	0	0	5524	11179	8540	824	16036	11012	11314	2325	0	12921	24651	0	0	22326	0	0		0		0		0		0	true							
684455	429156	0	35585	146837	0	177228	0	0	118456	0	694832	0	105471	95178	26742	30248	7165	138634	586956	3009	2405	2238	118456	118456	49206	153554	10444	4319	202479	4961	6322	5422	1200	190781	17905	81768	0	11283	0	0		0		131132		0		27331	true							
685023	19965	0	22159	19562	0	47095	0	0	0	0	42140	0	715	15707	11628	885	4542	24936	41425	0	0	1979	0	0	4315	5400	7621	1534	9715	591	1344	486	0	7242	2421	0	0	1934	0	0		0		0		0		0	true							
685649	22703	0	2112	91344	0	134107	0	0	0	0	224068	0	14550	14904	38901	90104	13822	131995	209518	0	0	7036	0	0	17709	48917	16944	180	66626	8991	15430	3090	0	44849	27511	0	0	24421	0	0		0		0		0		0	true							
685676	230685	25	17612	629986	0	629986	0	0	77450	0	1017234	0	47374	0	142048	342166	31376	612267	967615	82	2245	7519	0	0	128405	138717	10859	2042	251423	117311	43992	2780	277	137975	164360	91722	72168	161303	0	0		0		80543		0		80543	true	397587	214680	166253	175887	183312	47373	
685779	47220	0	14014	203020	0	203020	0	0	26349	0	342408	0	25651	21020	49994	180624	13298	189006	315030	0	1727	3835	26349	26349	28219	48942	18738	3088	69781	5720	8185	1272	400	48993	15577	37067	0	13904	989	0		0		21754		0		21754	true							
686459	19966	0	47911	42445	0	112146	0	0	0	0	204257	0	17368	65279	37821	71922	11410	64235	186889	0	0	3755	0	0	24396	57085	7699	592	81481	10325	10918	960	394	51951	22597	0	0	21243	12020	0		0		0		0		0	true							
686570	11399	0	353	21729	0	21729	0	0	0	0	44160	0	1456	1150	10496	11834	6168	21376	42704	0	0	2864	0	0	3385	8059	3097	2240	11444	2156	1263	727	0	6285	4146	0	0	3419	0	0		0		0		0		0	true							
686758	26740	0	859	49069	0	58683	0	0	0	0	60270	0	2364	0	11024	6422	0	57655	57906	169	0	0	0	0	6614	11995	923	2	18609	4477	3097	0	0	8510	7574	0	0	7574	0	0		0		0		0		0	true							
687009	681377	0	302461	854865	0	854865	0	0	160000	0	7774596	0	1583212	1680066	585583	5125770	139426	550970	6184024	1434	7360	63067	160000	125758	394658	914871	146152	2959	1309529	146696	338654	23459	0	873057	508809	617061	0	485350	0	0		0		0		0		0	true	63450	166133	2719701	929844	624562	53889	
687054	14403	1	362	12649	0	14846	0	0	0	0	71006	0	11690	10465	5744	27802	822	14483	59316	0	0	162	0	0	6731	7117	362	0	13848	6561	7702	328	0	8466	14591	0	0	14263	0	0		0		0		0		0	false							
687830	28456	0	23148	52349	0	88834	0	0	0	0	82759	0	16599	36106	12581	25193	4899	65556	66160	130	0	1159	0	0	3946	10663	5420	532	14603	6876	1673	0	0	7981	8549	0	0	8549	0	0		0		0		0		0	false							
687951	559677	0	50726	332948	0	336689	0	0	173847	0	1595237	0	57440	35476	360875	303659	62536	281769	1534328	4194	3469	17471	173847	38510	155589	265164	118476	40090	420155	45502	89426	12995	4661	218444	152584	126428	0	134928	1244	0		0		0		0		0	true	40662	10132	116997	186662	302644	257033	
688079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
688257	52583	0	5	154801	0	212766	0	0	0	0	136302	0	0	0	9568	56111	2313	212761	136302	0	0	210	0	0	4151	11948	0	0	16099	4346	7164	0	0	6531	11510	0	0	11510	0	0		0		0		0		0	true							
688453	6879	0	5138	15972	0	27309	0	0	10891	0	31990	0	7844	10732	6149	8729	1066	22171	24146	0	0	0	0	0	2813	7121	1836	273	9934	1170	2275	893	0	5894	4339	0	0	3445	0	0		0		0		0		0	false							
688556	8357	0	21221	28688	0	64955	0	0	0	0	36539	0	7933	29154	6126	4002	2512	43734	28606	0	0	2512	0	0	2272	7095	1411	448	9367	9888	3066	0	0	5100	12954	0	0	12954	0	0		0		0		0		0	false							
689209	319999	0	7296	338209	0	369836	0	0	14850	0	969382	0	35572	0	178867	245229	61259	362540	933810	0	0	20847	14850	5000	94353	160031	27527	4781	254384	31488	83117	2555	302	107825	117462	0	0	114605	0	0		0		0		0		0	true	191804	21985	149818	63364	312682	5956	
689357	20974	0	47848	284736	0	393745	0	0	20000	0	230163	0	4809	30338	12007	123132	4645	342409	225104	3488	250	337	0	0	19592	18647	4404	696	20239	22493	19140	686	400	31332	42719	113867	0	39632	0	0		0		104556		0		104566	true							
689759	7588	0	0	137921	0	143878	0	0	0	0	21323	0	0	0	2106	11278	623	143878	21323	0	0	112	0	0	576	1112	768	0	1645	0	0	0	0	350	0	0	0	0	0	0		0		1582		944		9	true							
691042	4237	294	15317	10808	0	28657	0	0	0	0	18087	42	1530	15771	4128	3944	1075	13046	16515	0	0	721	0	0	2543	4776	291	0	7319	1266	1030	0	0	3481	2296	0	0	2296	0	0		0		0		0		0	true							
691556	19296	0	521	57197	0	102966	0	0	0	0	126303	0	0	521	23024	59309	10240	102445	126303	0	0	3770	0	0	7210	27643	2361	407	26264	1440	8638	0	0	14597	10078	0	0	9783	0	0		0		0		0		0	true							
691743	11558	0	11385	29082	0	38366	0	0	0	0	51634	0	10240	18821	8913	9805	2187	26981	41394	0	0	1028	0	0	3132	6237	6667	697	9369	3967	5546	3525	500	7820	13538	0	0	9513	0	0		0		0		0		0	false							
691958	11626	0	59944	284878	0	311103	0	0	0	0	519381	0	4383	31126	141060	152751	23805	248170	514993	2989	5	11195	0	0	142417	176875	4917	665	319291	10872	18278	630	350	183814	30130	178554	0	29150	0	0		0		234		0		234	true							
692450	31785	0	18038	34434	0	65986	0	0	0	0	107661	0	10898	24049	32990	4750	6432	47948	96523	0	240	2601	0	0	7292	22629	22918	8635	29921	1407	5296	1971	978	28484	9652	0	0	6703	0	0		0		0		0		0	true							
692704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
692946	256373	0	1838	18364	0	34411	0	0	0	0	315906	0	10120	10120	20076	28762	7259	32573	305786	0	0	946	0	0	6554	16912	4129	859	23466	0	1475	843	0	8378	2318	0	0	1475	0	0		0		0		0		0	false							
693073	5598	0	0	0	0	0	0	0	0	0	18403	0	0	0	6406	1713	2221	0	18403	0	0	784	0	0	1251	1722	2661	4442	2823	0	252	255	509	3670	1016	0	0	252	0	0		0		0		0		0	false							
693224	8525711	0	156206	1110704	0	1169524	0	0	548384	249	15685668	1	863749	850224	1580054	3911501	279260	1002184	14811291	11134	10378	101404	548384	548384	941592	1093906	520490	33584	2035498	309625	238522	106863	3874	1009518	658884	961567	0	548147	8396	0		0		0		0		0	true	2245	4533	1552524	2302289	3140940	5384770	
693345	1401539	8	63944	391985	0	391996	0	0	10785	0	3735232	0	795942	413212	262567	1819307	77752	327101	2937583	943	1707	21841	10785	10536	83383	276910	46068	15621	213641	25222	65142	1164	877	159413	92405	0	0	90364	0	0		0		9291		0		0	true	57914	192129	481526	568603	1734	1392292	
693952	27273	0	7142	53082	0	108579	0	0	0	0	100100	0	8800	12574	11473	42122	1814	101437	91300	0	0	0	0	0	4402	14485	1352	1932	18887	103	7859	571	0	10699	8533	6584	0	7962	0	0		0		0		0		0	true							
694146	3073	0	2283	4627	0	9714	0	0	99	0	12352	0	1541	2899	2692	1998	870	7431	10811	0	0	164	99	0	1243	2743	1638	154	3986	0	1500	0	0	3087	1500	0	0	1500	0	0		0		0		0		0	true							
694771	21981	0	1356	27705	0	27705	0	0	0	0	21981	0	0	1106	0	0	0	26349	21981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	true							
694847	227686	0	3548	22156	0	42916	0	0	0	0	373301	0	42789	0	5667	132347	2652	39368	330512	0	0	636	0	0	1470	3971	3487	6	5441	1066	3015	252	0	3267	4333	750	0	4080	0	0		0		0		0		0	true							
694904	8398538	27205	2117897	36957512	71	37694846	2280	0	10598681	4408	43989132	0	2280442	2771757	8924971	13116076	965736	35308254	41694886	239139	9396	377371	10598681	6884819	3858098	8881566	3370376	13830	12739664	1632543	3841985	748614	127505	7198899	6350649	1137382	0	5474528	0	0		0		6329466		52825		3462263	true	2512023	3181932	3036300	10075242	6974802	1191307	
695349	290154	0	34627	29175	0	79089	0	0	0	0	379858	0	27767	0	28225	16810	11276	44462	352091	0	0	4090	0	0	8977	31346	11135	4331	40323	7059	8914	765	368	27563	17106	40856	0	15973	4972	0		0		31832		0		31832	true							
695947	6199	0	1537	14170	0	16759	0	0	0	0	33642	0	4478	5385	4856	16496	2303	15222	29164	0	0	1160	0	0	3509	4606	1729	100	7546	276	369	358	0	5088	1003	0	0	644	0	0		0		0		0		0	false							
696047	16167	51	11451	28999	0	50335	0	0	0	0	44211	0	5008	14475	10186	6987	4807	38833	39203	0	0	1889	0	0	5428	9151	2104	1650	14579	980	1481	0	263	8147	2724	0	0	2461	0	0		0		0		0		0	true							
696168	19186	0	0	1049	0	1049	0	0	49905	0	352297	0	0	0	39810	0	0	1049	283095	0	69202	0	3133	0	26439	73167	55048	46739	99606	14891	43808	33383	39636	161583	131718	0	4715	58699	69202	0		0		0		0		0	true							
696430	304960	0	1251	39142	0	47779	0	0	0	0	597089	0	13702	12119	49927	186452	20461	46528	583387	0	0	6180	0	0	11723	55338	16663	1474	65664	8652	9806	2021	0	35271	20479	0	0	18458	0	0		0		0		0		0	true							
696645	38052	0	29654	31745	0	87084	0	0	0	0	64096	0	4503	0	5852	0	2960	57430	59593	0	0	1077	0	0	5984	13505	1429	208	19489	816	4103	0	0	15274	4919	0	0	4919	0	0		0		0		0		0	true							
697035	7549	0	6599	15447	0	32058	0	0	4037	0	52028	0	1275	7874	14674	2988	3966	25459	46726	0	4027	1643	4037	2237	13559	14393	1739	550	26934	844	5869	4027	507	15568	11249	0	0	6424	0	0		0		0		0		0	false							
697147	72524	0	25639	65041	0	178720	0	0	0	0	198267	0	36887	0	32935	28125	12786	153081	161380	0	0	5278	0	0	10584	34934	12101	2146	44748	3094	30492	4267	0	26830	37853	0	0	33586	0	0		0		0		0		0	true							
697156	69890	0	43568	150955	0	228598	0	0	0	0	273626	0	12309	3428	47717	72472	12737	183286	261068	1744	249	3725	0	0	27319	69728	3326	751	97047	5402	24197	267	274	53407	30140	54903	0	29599	0	0		0		43252		0		43252	true							
697231	80204	125	28341	120760	0	270003	0	0	0	0	240303	0	384	27239	9835	123711	11924	241537	239919	0	0	8842	0	0	9867	10727	487	73	20594	6036	8630	251	317	11319	15234	0	0	14666	0	0		0		0		0		0	true							
697763	701703	0	541630	2607116	0	3686946	0	0	0	0	1789612	0	47152	588782	56100	991107	28614	3145316	1742460	0	0	5713	0	0	26703	41911	13677	4917	68614	4426	4506	355	308	31107	9595	0	0	8932	0	0		0		0		0		0	true	404855	764157	653209	337898	620418	81285	
697950	6479	0	423	17213	0	23830	0	0	0	0	28582	0	800	1156	3938	5837	856	23407	27782	0	0	257	0	0	2781	6005	1655	14	8786	2303	2359	1150	0	6516	5812	0	0	4662	0	0		0		0		0		0	true							
698144	586706	0	44742	237066	0	244447	0	0	231158	0	996624	0	108276	95715	160224	17707	43088	192495	886582	7210	1766	19038	231158	221142	116372	154782	52742	3907	271154	22012	33433	8702	261	167579	64408	208939	0	55445	0	0		0		153479		0		0	true	8518	19348	0	9430	339487	247218	
698546	46847	0	9005	27448	0	50372	0	0	0	0	80201	0	5883	13033	9721	6260	12734	41367	74318	0	0	0	0	0	1968	9471	6258	1164	11439	750	5322	1584	577	9140	8233	0	0	6072	0	0		0		0		0		0	false							
698649	116719	0	20149	192654	0	265241	0	0	10773	0	278957	0	23787	0	44249	44471	19973	244843	254934	249	236	4366	10773	10773	8767	46574	19261	9317	54680	5854	21277	4732	1983	39670	33846	1744	0	26381	1490	0		0		0		0		0	false							
699105	161882	1	655	182900	0	304375	0	0	0	0	892282	0	198397	0	101654	444943	31521	303719	693885	0	0	11008	0	0	33669	120605	13262	1719	154274	37770	74951	3481	0	67601	116202	0	0	112720	0	0		0		0		0		0	true	78067	114135	230410	43392	153003	8822	
699253	8697	0	2794	28190	0	44832	0	0	0	0	40967	0	2944	3360	13386	4504	2494	42038	38023	0	0	727	0	0	5168	15411	1820	106	20579	1044	4217	0	0	9119	5261	0	0	5261	0	0		0		0		0		0	false							
700140	5634	0	8587	9598	0	22999	0	0	0	0	22226	0	1553	7929	4194	5050	818	14412	20673	0	0	369	0	0	1937	3134	1372	84	5071	527	4486	0	0	2334	5013	0	0	5013	0	0		0		0		0		0	true							
700252	10416	0	13325	38788	0	64231	0	0	0	0	24357	0	1883	15208	3792	6771	691	50906	22474	0	0	0	0	0	676	3761	1107	440	4437	273	260	0	653	2192	1186	0	0	533	0	0		0		0		0		0	true							
700430	22250	0	18416	58475	0	109472	0	0	8000	0	122697	450	16922	28036	22120	21434	5293	91056	105325	0	0	2281	8000	5000	6987	27715	8962	1658	33671	4447	23127	6116	0	23202	33690	8000	0	27574	0	0		0		0		0		0	true							
700458	26876	0	17670	47191	0	95920	0	0	20800	0	114609	0	18794	29753	40656	22475	3423	78250	95815	0	0	218	20800	2706	7031	23526	3782	19474	30557	2179	6666	2600	0	13157	11445	0	0	8845	0	0		0		0		0		0	true							
701062	1504674	4	19380	1930208	0	3259397	0	0	0	0	3610254	0	470660	482034	261345	710289	44081	3238409	3139594	1604	0	15367	0	0	153198	349929	23725	7046	501837	484613	370004	5808	968	272553	861393	0	0	854078	0	0		0		950		76856		77806	true	1476710	1236254	77926	596381	1151884	352790	
701222	169908	69	137072	358571	0	559281	0	0	0	0	530957	0	52301	144590	79735	160514	38829	419321	478656	2819	0	2023	0	0	42446	84157	15225	3449	41449	10603	43295	932	426	65543	55256	61899	0	53898	0	0		0		0		0		0	true	151898	129006	117740	42774	161020	8888	
701839	124937	0	126936	635293	0	742046	0	0	1578	0	517691	0	71012	124119	16722	335679	4725	612867	443503	2243	3176	2241	1578	0	4809	22601	8924	880	27409	2525	14829	2509	0	20491	19863	264352	0	17354	0	0		0		234716		0		234716	true	120182	148183	247761	71234	108370	15575	
701857	3544	0	4512	19846	0	19846	0	0	0	0	21733	0	3897	6115	3627	6950	620	15334	17836	0	0	252	0	0	1814	6036	484	0	7849	1645	1260	0	0	4707	2905	0	0	2905	0	0		0		0		0		0	true							
702117	1630951	8	245284	921606	0	1138644	0	0	225544	0	10008904	0	1030527	1008084	713987	7053244	121269	893352	8978377	0	0	34169	225544	225544	459566	511785	72428	17863	971351	114656	122599	17788	8024	347655	263067	507078	0	237255	4719	0		0		447092		0		447092	true	193901	75398	2783542	3401868	1421812	109841	
702359	18290	0	2720	66621	0	91141	0	0	0	0	96623	0	372	2167	6521	36369	2576	88421	96251	0	0	1482	0	0	16025	13053	737	300	29065	4783	7065	0	0	23596	11848	20168	0	11848	0	0		0		0		0		0	true							
702612	176915	0	84172	704788	0	704788	0	0	0	0	374237	0	11611	68068	61055	29829	30834	620616	362626	0	0	13353	0	0	20390	83503	13804	4800	103893	12472	27308	2834	2382	61442	44996	0	0	39780	0	0		0		0		0		0	true	0	0	0	27428	1787	169784	
702836	22269	0	15989	40944	0	71173	0	0	0	0	120637	0	2988	15175	24871	15976	8586	55184	117649	0	0	5518	0	0	9292	28834	10834	9383	38126	3664	10876	7577	1932	33472	24049	0	0	14540	988	0		0		0		0		0	true							
702911	140422	0	31850	206288	0	278691	0	0	33413	0	355892	0	8688	34980	105715	33981	19928	246841	347204	0	0	6598	33413	17208	17432	86030	29518	14758	99432	3380	22304	7567	500	42023	33751	0	0	25684	0	0		0		0		0		0	true							
702966	0	89	4864	14037	0	52530	0	0	0	0	0	0	0	4345	0	0	0	47577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
703039	3279	0	5952	38205	0	46824	0	0	5214	0	77334	0	116	5743	14959	8557	775	40872	77218	0	0	0	5214	0	10523	25601	1366	176	36124	7217	19735	879	0	22708	27831	0	0	26952	1485	0		0		0		0		0	true							
703552	25631	0	103366	998572	0	1290128	0	0	0	0	844654	0	23898	107526	9077	683029	206560	1186732	820258	30	498	2285	0	0	9229	29494	6353	491	38723	9083	77159	3261	924	36490	90427	276961	0	86242	0	0		0		250419		0		250419	true	55772	27369	92145	566987	22012	3619	
703767	179609	0	15804	952448	0	1195166	0	0	93113	0	847221	0	90945	98554	108942	505392	6343	1178136	754045	1226	2231	5279	93113	65334	78208	27114	3978	28663	105070	19125	3839	576	717	29021	24257	74121	0	22964	1508	62762		0		0		0		62762	true	91062	193734	200104	191586	149028	30398	
705378	32213	0	3101	10307	0	37805	0	0	9002	0	77376	0	12838	10621	5707	8575	1494	34704	64302	0	236	0	9002	9002	4374	11266	2997	183	12975	916	6230	7620	3000	13113	17766	4634	0	7146	0	0		0		1408		0		1408	true							
