"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	RIADMG93	RIADMG94	
	Allowance for credit losses on other	Allowance for credit losses on other	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	Balance most recently reported for e	Recoveries, Held-to-maturity debt se	Provisions for credit losses, Held-t	Adjustments, Held-to-maturity debt s	Less: charge-offs, Held-to-maturity 	Balance end of current period, Held-	Balance most recently reported for e	Recoveries, Available-for-sale debt 	Provisions for credit losses, Availa	Adjustments, Available-for-sale debt	Less: charge-offs, Available-for-sal	Balance at end of current period, Av	Less: Write-downs arising from trans	Less: Write-downs arising from trans	Provisions for credit losses on othe	Provisions for credit losses on off-	Estimated amount of expected recover	
37		0	932	0	6	0	955	29	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
242		0	190	15	2	0	178	5	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5		
279		0	3096	382	9	0	1755	75	1025					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-26		
354		0	541	-13	5	0	317	20	252					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6		
457		0	778	123	9	0	745	99	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
505		0	8076	480	56	0	8347	123	-684					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1155		0	5671	1210	265	0	4243	47	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1351		0	1250	229	96	0	1250	339	14					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14		
1454		0	5693	50	34	0	5719	110	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1669		0	5091	487	50	0	4722	168	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1856		0	359	80	0	0	279	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2161		0	2934	210	13	0	2828	117	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732		0	5022	0	0	0	5022	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2750		0	511	0	2	0	509	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3252		0	3747	75	702	0	3618	677	29					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3458		0	592	75	8	0	578	244	175					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3720		0	1667	0	3	0	1794	6	-124					0	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0		
3971		0	10667	3288	94	0	11799	6703	2189					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108		
4156		0	2615	60	11	0	3044	0	-500					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
4231		0	954	98	2	0	863	9	0					0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	32		
5069		0	13701	-6	5	0	12421	5	1286					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129		
5135		0	5133	792	75	0	4494	480	252					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5210		0	19969	860	136	0	17861	506	1618					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-16		
5461		0	6831	0	643	0	6213	25	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5751		0	2512	101	1	0	2410	0	0					0	0	40	0	0	40	0	0	0	0	0	0	0	0	0	0		
6039		0	4950	535	29	0	4401	15	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329		0	23043	16300	2850	0	19520	16033	406					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009		0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7045		0	1132	15	6	0	1150	39	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072		0	3104	-44	241	0	3000	62	-31					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7456		0	910	10	0	0	900	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7634		45	1344	130	82	0	1237	60	-45					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8462		0	1955	0	1	0	1996	42	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8631		1	407	1	6	0	400	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		
9357		0	3405	-241	268	0	4112	94	-640					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3		
9553		0	1126	-70	6	0	1212	22	0					0	0	70	0	0	70	0	0	0	0	0	0	0	0	0	0		
9807		0	28857	0	870	0	27996	9	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955		0	1812	0	4	0	1819	11	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
10250		0	4144	295	95	0	4734	116	-864					0	0	169	0	0	169	0	0	0	0	0	0	0	0	0	10		
10849		0	2804	190	20	0	2869	7	-268					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		
11145		0	3830	332	56	0	2913	61	590					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640		0	2878	14	67	0	2966	169	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
11837		0	987	0	0	0	1022	9	-26					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12030		0	9191	-1416	6173	0	11961	7527	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1416		
12142		0	2341	395	40	0	2020	114	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12311	0		2255046	407755	180743	0	2121123	454575	0	0	6251	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5312	0	
12647		0	1151	60	6	0	1085	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12946		0	29727	2500	480	0	25661	2094	3180					0	0	0	0	0	0	0	0	0	600	0	600	0	0	0	0		
13103		0	22401	485	48	0	22073	205	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251		0	718	60	75	0	708	125	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
13457		0	229	260	0	0	103	31	-103					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14155		0	4255	313	13	0	3836	76	169					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14650		0	894	622	46	0	483	214	-43					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14753		0	559	0	2	0	557	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14865		0	6003	0	77	0	5435	9	500					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14977		0	667	60	8	0	603	4	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551		0	4733	0	20	0	4257	29	485					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17110		0	279	0	0	0	279	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147		0	204934	7300	2396	0	223277	28039	0			0		245	0	0	0	0	245	0	0	0	0	0	0	0	0	0	-3800	1702	
17259		0	207	63	3	0	172	31	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17950		0	5860	120	13	0	5845	118	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17978		0	1437	0	0	0	1437	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18050		0	6630	425	79	0	6619	345	-148					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-18		
18827		0	18111	1142	109	0	14707	280	2433					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283		
18836		0	1663	150	67	0	1593	147	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18854		0	19691	21181	50	0	14734	16524	250					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-36	0	
19356		0	1206	112	0	0	1014	15	95					0	0	0	0	0	0	0	0	72	0	72	0	0	0	0	88		
19936		0	4212	75	37	0	4161	61	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
19972		0	424	64	0	0	399	0	-39					0	0	-1	30	0	29	0	0	0	0	0	0	0	0	0	-4		
20053			1778	240	12	0	1603	77	0																						
20633		0	2787	205	12	0	3078	492	-16					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-72		
20857		0	1977	-81	0	0	1960	2	100					0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	144		
21256		0	93	25	0	0	71	3	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21359		0	479	20	0	0	468	9	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21658		0	2388	30	5	0	2381	28	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22048		0	3754	700	20	0	3465	286	-145					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22543		0	2493	421	25	0	2273	377	151					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160		
22552		0	864	91	3	0	744	1	27					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22730		0	1488	327	182	0	1353	374	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23456		0	3033	210	34	0	2559	9	239					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23504		0	71743	2875	1041	0	83507	15680	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-105	0	
23643		0	1739	820	79	0	1408	568	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23755		0	2098	-170	166	0	2231	129	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24006		0	14666	14647	80	0	9296	61	-9296					0	0	0	0	0	0	0	0	414	0	0	414	0	0	0	1311		
24378		0	310	45	12	0	253	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24659		0	555	0	22	0	523	1	11					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24949		0	6262	0	65	0	6312	9	-106					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
25357		0	5823	3179	1054	0	6163	4223	-350					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
25647		0	3606	550	22	0	3086	52	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26765		0	46011	8269	652	0	34829	3944	6205					0	0	23	0	0	23	0	0	0	0	0	0	0	0	0	-3963		
27070		0	6244	576	1	0	5698	31	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144		
27614		0	1660	-47	6	0	1362	15	354					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
27847		0	7489	106	570	0	7442	520	-109					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
28013		0	37535	1353	145	0	42617	6580	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28152		0	1710	267	0	0	1443	0	0					0	0	64	0	0	64	0	0	0	0	0	0	0	0	0	29	0	
28675		0	1076	196	8	0	905	33	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28732		0	1237	165	7	0	1197	0	-132					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
29476		0	1421	276	5	0	1833	25	-668					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-75		
29636		0	6551	465	444	0	5264	256	634					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204		
29878		0	17418	148	0	0	17294	24	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	
30052		0	438	20	0	0	422	4	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30502		0	10696	-405	144	0	11360	161	-242					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-130		
30650		0	1250	0	0	0	135	0	1115					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30810	0		9283000	6019441	885673	0	7374000	4928114	-68000	0	1242000			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1000	2052547	
31134		0	1735	240	76	0	1542	123	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31255		0	9462	1102	122	0	8741	39	-464					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31657		0	992	0	24	0	1012	44	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
31826		0	4400	608	42	0	3938	171	-17					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31835		0	2051	100	67	0	1974	90	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32234		0	844	205	43	0	321	66	341					0	0	0	0	0	0	0	0	111	0	0	111	0	0	0	0		
32766		0	2388	1342	16	0	1109	79	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32971		78	2746	-139	44	0	2678	102	265					0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	208		
33147		0	6028	1980	41	0	4490	483	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67		
33259		0	11328	620	172	0	9928	4	612					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33370		0	149	8	0	0	141	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33839		0	103	0	0	0	103	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33857		0	12858	1271	32	0	11556	1	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34434		0	3380	731	312	0	2730	745	352					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
34537		0	148931	37518	3434	0	113895	24795	18879					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34555		0	2435	150	39	0	2375	129	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34742		0	4987	60	7	0	5008	8	-80					0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0		
35057		0	2082	47	27	0	2130	26	-96					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35301	0		135000	56000	0	0	96000	17000	0			0		0	0	1000	0	0	1000	2000	0	-2000	0	0	0	0	0	0	-9000	0	
35646		0	470	47	0	0	434	11	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
35879		0	1057	145	25	0	909	22	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
36456		0	1897	-943	13	0	2831	4	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
36933		0	3523	380	35	0	3159	51	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		
37051		0	956	50	0	0	989	18	-65					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37341		0	1152	120	43	0	1067	78	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37435		0	15477	2531	773	0	15109	2936	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37640		0	43765	2550	838	0	44168	3791	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37659		0	541	47	2	0	508	16	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37949		0	2486	240	438	0	1874	66	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
38740		0	2751	216	7	0	2066	122	584					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24		
