"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RIADG377	
	REAL ESTATE LOANS, TOTAL	R.E. LOANS-FARMLAND	R.E. LOANS MULTI-FAMILY	OTHER LOANS	LOANS TO FINANCE AGRICULTURAL PROD	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	REVOLVING, OPEN-END LNS SECD BY 1-4F	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	ALL OTH LNS SECD BY 1-4FMLY-1ST LIEN	ALL OTH LNS SECD BY 1-4FMLY-JR LIENS	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	LN SECURED BY 1-4 FAM RES CONSTRUCTI	LN SECURED BY OTHR CNSTRCTN LN & LA 	LN SECURED BY OWNER OCCPD NONFARM NO	LN SECURED BY OTHR NONFARM NONRES PR	LEASE TO INDVDL FOR HSEHLD, FMLY & P	ALL OTHR LEASE FINANCING RECEIVABLES	FV LN LEASE ACQUISITION LN SCTY BY R	GROSS CONTRACT RCVBL LN SCTY BY RE	BEST EST AT ACQUISITION DT LN SCTY B	FV LN LEASE ACQUISITION CMRL AND IND	GROSS CONTRACT RCVBL CMRL AND IND LN	BEST EST AT ACQUISITION DT CMRL IND 	FV LN LEASE ACQUISITION LN TO IND HH	GROSS CONTRACT RCVBL LN TO IND HH FM	BEST EST AT ACQUISITION DT LN TO IND	FV LN LEASE ACQUISITION ALL OTHR	GROSS CONTRACT RCVBL ALL OTHR LN LEA	BEST EST AT ACQUISITION DT ALL OTHR 	PLDG LN AND LEASE	TOTAL LOANS RESTRUCTURED IN TROUBLED	LN RSTRCT HOUSE FAMILY CREDIT CARD	LN TO IND HH OTHR AUTO LN	LN RSTRCT DBT CMRL US ADR	LN RSTRCT DBT CMRL NONUS ADR	LN RSTRCT DBT RSTRCT ALL OTHR LN	ITEMIZE DBT RSTRCT LN FI AGRI	LN RSTRCT HOUSE FAMILY AUTO LN	LN RSTRCT HOUSE FAMILY OTHR CNSMR LN	LN TO IND HH OTHR AUTO LN	LOANS TO DI'S & ACCEPT OTHR	R.E. LOANS-FARMLAND	R.E. LOANS MULTI-FAMILY	LOANS FOR PURCHASING SECURITIES	LOANS TO FINANCE AGRICULTURAL PROD	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	C&I LOANS	REVOLVING, OPEN-END LNS SECD BY 1-4F	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LEASE FINANCING RECEIVABLES	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	ALL OTH LNS SECD BY 1-4FMLY-1ST LIEN	ALL OTH LNS SECD BY 1-4FMLY-JR LIENS	ADJTBL RATE CLOSED-END LNS SECD BY 1	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	CLSD-END LNS SECD 1ST LIENS 3 MOS LE	CLSD-END LNS SECD 1ST LIENS OV3-12 M	CLSD-END LNS SECD 1ST LIENS OV 1-3 Y	CLSD-END LNS SECD 1ST LIENS OV 3-5 Y	CLSD-END LNS SECD 1ST LIENS OVR 15 Y	LOANS SECD BY RE MAT OVER 15 YEARS	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LOANS TO COM BANKS IN THE U.S.-DERV	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LOANS TO BNKS IN FGN COUN - DERIVED	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	LN SECURED BY 1-4 FAM RES CONSTRUCTI	LN SECURED BY OTHR CNSTRCTN LN & LA 	LN SECURED BY OWNER OCCPD NONFARM NO	LN SECURED BY OTHR NONFARM NONRES PR	LEASE TO INDVDL FOR HSEHLD, FMLY & P	ALL OTHR LEASE FINANCING RECEIVABLES	TOTAL CARRY AMT OF CLS-END LN NEG AM	TOTAL MAX REMAINING NEG AMRTZ PERMIT	TOTAL AMT NEG AMRTZ ON CLS-END LN IN	LN SEC 1-4 RES PROP IN DMST OFC	LN SEC 1-4 RES PROP IN PROC OF FCLS	FV LN LEASE ACQUISITION LN SCTY BY R	GROSS CONTRACT RCVBL LN SCTY BY RE	BEST EST AT ACQUISITION DT LN SCTY B	FV LN LEASE ACQUISITION CMRL AND IND	GROSS CONTRACT RCVBL CMRL AND IND LN	BEST EST AT ACQUISITION DT CMRL IND 	FV LN LEASE ACQUISITION LN TO IND HH	GROSS CONTRACT RCVBL LN TO IND HH FM	BEST EST AT ACQUISITION DT LN TO IND	FV LN LEASE ACQUISITION ALL OTHR	GROSS CONTRACT RCVBL ALL OTHR LN LEA	BEST EST AT ACQUISITION DT ALL OTHR 	CNSTRCTN DEV & OTHR AMT LN INT RSRV	PLDG LN AND LEASE	LOANS LEASES FAIR VALUE	LOANS LEASES GROSS CONTR	LOANS LEASES BEST ESTIMATE	TOTAL LOANS RESTRUCTURED IN TROUBLED	ALL OTHR LN (EXCLUDE CONSUMER LN)	LN NDEP FNCL INST	OTHER LOANS	HECM REVERSE MTG	PROPRIETARY REVERSE MTG	EST NBR FEE PAID RFRL HECM REVERSE M	EST NBR FEE PAID PROPRIETARY REVERSE	PRIN AMT SOLD HECM REVERSE MTG	PRIN AMT SOLD PROPRIETARY REVERSE MT	LN RSTRCT HOUSE FAMILY CREDIT CARD	LN TO IND HH OTHR AUTO LN	LN RSTRCT DBT CNST LAND DEV 1-4 FAM 	LN RSTRCT DBT CNST LAND DEV OTHR CNS	LN RSTRCT DBT CNST LAND DEV MULTI NO	LN LAND DEV NFARM NRES SCD OWN OCC N	LN DBT LAND DEV NFARM NRES SCD NFARM	LN RSTRCT DBT CMRL US ADR	LN RSTRCT DBT CMRL NONUS ADR	LN RSTRCT DBT RSTRCT ALL OTHR LN	ITEMIZE DBT RSTRCT LN SCD FARM	ITEMIZE DBT RSTRCT LN FI AGRI	LN RSTRCT HOUSE FAMILY AUTO LN	LN RSTRCT HOUSE FAMILY OTHR CNSMR LN	LN TO IND HH OTHR AUTO LN	LN RSTRCT DBT CMRL	Revolving, open-end lines of credit	Number of outstanding Section 4013 l	Outstanding balance of Section 4013	CNSTRCTN DEV & OTHR AMT INT CAP	
37																																																															0	1059	0		31			3230	0		3951	22759	0	0	0	7579	0	0	6633	383	499	1453	2930	2314	0	556	5196	4654	3175	1533	0				0	0					0	622	622	166			0			0	0														0	0	0	0	0		0	54							0	2087	0	0	0	0	0			0	0		0	0	3358	0	0	CONF	CONF		
242																																																															0	3092	0		1353			1778	0		635	28403	0	0	0	12684	292	37	10117	396	350	3586	6085	2267	0	6756	2615	1494	3361	872	588				0	0					0	0	0	4240			0			0	0														12684	0	0	0	0		0	5							0	2414	0	0	0	0	0			0	0	0	0	0	1910	0	0	CONF	CONF		
279																																																															0	8806	308		132			7532	0		1721	271731	0	36	0	164051	3594	368	52555	429	366	2285	4346	27978	128127	36445	16603	14526	11471	22892	5003				0	0					23473	22369	12551	22555			0			0	0														71856	0	0	0	0		0	64							0	892	0	0	0	0	0			0	0	0	0	0	3647	0	0	CONF	CONF		
354																																																															0	1628	691		1078			2786	308		0	50331	0	0	0	25789	169	1178	10950	1094	514	1059	4362	1298	17462	9730	1578	2901	6858	1389	2086				0	189					6905	934	2774	6095			0			0	0														50113	0	0	0	0		0	10							0	497	0	0	0	0	0			0	0	0	0	0	478	0	0	CONF	CONF		
457																																																																5023	2046		7287			8841	910		1321	69630	0	0	0	22061	1549	110	13814	232	1474	5586	10392	4088	236	4776	7784	12879	15466	5507	1075				0	0					1148	3578	2565	6781			0			39	0														35862	0	0	0	39		0	36							0	3412	0	0	0	0	0			0	0	0	0	0	3072	0	0	CONF	CONF		
505																																																															0	0	98454		0			23477	12895		11637	670971	334	0	1875	276723	2503	61291	17967	316	2872	1195	8304	111423	152031	73100	27166	39846	69242	157486	27602				0	282					5876	26903	58139	115288			0			247	191														391759	0	0	0	247		217	17							0	7084	0	0	0	0	0			0	0	0	0	0	31810	0	2873	CONF	CONF		
1155																																																																29647	11563		13702			70704	8130		5647	350116	0	0	0	81775	5677	1953	69814	3529	7803	16090	42862	9966	1525	39645	25949	49774	110605	41545	660				537	114					5435	22746	60055	22911			0			0	0														152339	0	0	0	0		0	5420							0	2687	0	0	0	0	0			0	0	0	0	0	3366	0	0	CONF	CONF		
1351																																																															0	11567	0		5726			21306	0		0	107921	0	0	0	19397	0	19275	69950	2487	7469	3508	5683	128	0	18861	41133	16675	9674	1833	0				0	0					699	23	33781	0			0			189	0														0	0	0	0	2209		0	143							0	8820	0	0	0	158	0			1546	7	0	770	0	6459	316	0	CONF	CONF		
1454																																																															21250	6630	6399		5460			67116	11460		13	463118	1109	802	8948	103349	1575	11778	65760	8405	217	673	3864	36016	54174	34693	46598	56109	62967	132850	27616				0	476					925	82914	64133	75004			0			0	0														0	0	0	0	856		0	1665							0	11966	0	0	0	0	698			0	0	0	0	0	3090	158	0	CONF	CONF		
1669																																																																0	4587		7493			27216	0		462	280488	0	0	0	121277	3244	90379	46032	4228	3488	655	4168	24819	83856	19491	26852	11608	31289	24963	45004				0	0					28332	3099	62110	3973			0			0	0														0	0	0	0	0		0	64							0	9315	0	0	0	0	0			0	0	0	0	0	9316	0	0	CONF	CONF		
1856																																																																2520	1922		2975			1550	0		0	23544	0	0	0	5716	0	5280	7217	1603	1917	548	16	1211	420	5717	5424	2440	2609	1336	301				0	0					1114	1856	1026	2209			0			0	0														9185	0	0	0	0		0	2							0	511	0	0	0	0	0			0	0	0	0	0	2143	0	0	CONF	CONF		
2161																																																																13612	4539	0	886	18093	0	18093	0		0	212556	0	0	0	86262	331	84411	13377	2584	11504	29315	38696	2951	1169	1727	22477	39361	42168	16591	0	0	0	0	424	84	0				2900	25209	30018	27856	0	0	0			497	0	0	0	0	0	0	0	0	0	0	0	0	0		100381				1129	293	0	293							0	831	0	0	0	175	0	457	0	0	0	0	0	0	1218	457	0	CONF	CONF		
2732																																																																0	285331		0			28667	3261		0	575381	561	0	5206	31202	48	11156	56892	806	1543	11327	17526	0	0	66415	43162	179098	227818	27891	0				0	0					2330	36010	31399	157172			0			0	0													0	271088	0	0	0	567		0	428							0	3	567	0	0	0	0			0	0	0	0	0	91	0	0	CONF	CONF	0	
2750																																																																5829	0		20850			3700	0		0	46650	0	0	0	1028	6	0	24701	41	343	273	371	0	0	20241	5358	9284	8047	1768	924				0	47					0	3019	768	7631			0			0	0													0	19311	0	0	0	0		0	2943							0	411	0	0	0	0	0			0	0	0	0	0	418	0	0	CONF	CONF	0	
3252																																																															0	39078	1040		51639			9241	0		4295	119806	0	99	0	13	0	13	0	0	13	0	0	0	0	25700	70065	8248	10095	4340	434				0	0					0	289	0	8116			0			0	0														50254	0	0	0	0		0	621							0	1448	0	0	0	0	0			0	0	0	0	0	3927	0	0	CONF	CONF		
3458																																																																13009	468		4346			3550	0		0	49959	0	126	0	12422	163	118	7872	213	726	5910	5314	259	0	2764	4173	8839	12777	7925	0				0	0					791	0	5977	6423			0			0	0													0	19967	0	0	0	0		0	0							0	1686	0	0	0	0	0			0	0	0	0	0	998	0	0	CONF	CONF	0	
3720																																																																10733	1389		3137			27227	1588		3807	185571	0	0	0	42886	978	673	28449	1085	1281	7417	20832	8749	3455	15769	13159	32575	68773	12387	0				0	227					2128	9092	32608	40599			0			0	0														96448	0	0	0	0		56	86							0	3710	0	0	0	0	0			0	0	0	0	0	5320	0	0	CONF	CONF		
3971																																																																13174	54522		4570			193197	39386		0	858738	0	35640	5686	73289	1766	16228	236359	549	7827	10567	8268	10300	34910	151623	84736	179371	261080	90193	15270				0	456					10073	64533	73134	234506			0			1299	940														295806	0	0	0	7100		775	186							0	323	0	70	0	0	5731			0	0	0	0	0	59208	0	0	CONF	CONF		
4156																																																																21078	3560		6354			15536	7983		0	191798	0	0	0	67277	619	42675	28457	1414	1914	4748	6749	28586	23864	17325	15512	17174	18992	32431	23000				0	0					2837	273	48920	14750			0			0	0														35607	0	0	0	0		0	0							0	1531	0	0	0	0	0			0	0		0	0	1080	0	0	CONF	CONF		
4231																																																															0	2671	882		1054			2317	0		1054	45882	0	0	0	11273	66	1344	16549	540	1018	4277	5219	194	0	6719	8272	14352	4847	233	0				0	0					332	4684	10044	8669			0			269	0														0	0	0	0	269		0	39							0	987	0	0	0	0	0			0	0		0	0	1810	0	0	CONF	CONF		
5069																																																																4450	5646		0			7409	4925		0	464999	3456	0	0	74418	0	32304	273217	32459	31383	0	0	0	0	209147	119283	61390	0	0	0				0	0					35116	76399	70195	189897			0			0	0														110647	0	0	0	0		0	0							0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	CONF	CONF		
5135																																																															0	81879	2528		105039			41754	0		4702	398333	0	0	0	65765	1049	2579	195349	8120	12523	32115	10286	1769	81	79349	154815	82979	7459	2419	1624				732	0					4225	6834	55572	17433			0			396	0														39493	0	0	0	1878		0	54							0	3828	0	0	0	0	0			1481	906	565	2	8	6939	1	0	CONF	CONF		
5210																																																															0	90330	60976		9234			80885	85019		67950	1573817	0	0	0	327221	45598	38655	125697	11487	36385	48287	73534	78755	78431	231582	78622	251106	403576	271691	7472				0	2624					16846	57105	294948	427533			0			0	569														813925	0	0	0	0		0	468							0	323	0	0	0	0	0			0	0	0	0	0	6757	0	0	CONF	CONF		
5461																																																																35795	73415		6916			21405	3217		0	425186	326	0	5308	35886	691	5500	20762	1329	345	6653	10614	8906	7907	12389	27753	58975	135515	152196	98				0	15					0	2925	57507	183919			0			0	131													0	362290	0	0	0	0		0	1563							0	141	0	0	0	0	0			0	0	0	0	0	2117	0	0	CONF	CONF	0	
5751																																																																31625	3800		20540			33173	2130		2385	161151	0	0	0	28889	121	22877	31321	966	4383	3536	1380	8225	10399	33726	15531	16342	22206	27126	17208				0	15					791	1014	22660	9502			0			0	0													0	20294	0	0	0	12		0	37							0	3557	0	0	0	0	0			12	0	0	12	0	912	0	0	CONF	CONF	0	
6039																																																																41892	1281	0	3036	21808	0	21808	366		821	295461	0	0	0	66985	109	11349	139719	1791	3551	12311	17160	10696	21470	22216	112211	31799	46239	14044	1829	0	0	0	723	149	0				5553	26688	62937	56417	0	0	0			107	0	0	0	0	0	0	0	0	0	0	0	0	0		11047				107	729	0	729							0	961	0	0	0	0	0	0	0	0	0	0	0	0	5006	0	0	CONF	CONF		
6329																																																																3209	29091	0	612	102890	0	102890	8623		751	1343095	0	0	0	259904	7773	776	192704	7504	13749	57445	178742	1405	84	82916	103302	224329	500958	164191	2509	0	0	0	0	1309	0				62001	161202	150270	108719	0	0	0			0	242	0	0	0	0	0	0	0	0	0	0	0	0	583	105735				0	767	0	768							0	354702	0	0	0	0	0	0	0	0	0	0	0	0	91271	0	69	CONF	CONF	0	
7009																																																															0	0	0		0			50856	0		0	299684	0	0	0	0	0	0	294307	0	0	0	0	0	0	294307	0	3605	1771	0	0				0	0					0	0	0	0			0			0	0														0	0	0	0	0		0	5745							0	0	0	0	0	0	0			0	0	0	0	0	243083	0	0	CONF	CONF		
7045																																																															0	8049	0		4876			6051	534		712	108875	0	0	0	60307	243	29258	4509	511	1034	718	3534	11249	43058	2462	4247	10110	11131	11536	8269				450	9					1437	0	3133	8556			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		54452				369		0	0							0	7047	0	0	0	0	0			369	369	0	0	0	7471	0	0	CONF	CONF		
7072																																																																4801	22109		128			27970	7495		0	307519	0	0	0	176229	3440	104984	21792	6999	14750	2146	4571	44827	102191	26931	4263	10148	13239	41767	34941				0	1914					2166	11511	30419	18332			0			397	223														128137	0	0	0	1944		0	0							0	0	0	0	0	0	1547			0	0	0	0	0	1005	0	529	CONF	CONF		
7456																																																															0	13665	0		33611			13299	0		74	75245	0	0	0	4444	36	0	36239	60	444	2034	1906	0	0	33851	3471	11112	20697	274	1396				0	48					650	176	1920	5181			0			0	0														47052	0	0	0	0		0	85							0	1381	0	0	0	0	0			0	0	0	0	0	675	0	0	CONF	CONF		
7634																																																																3135	417		6947			9563	0		0	61556	0	0	0	17066	696	0	15366	194	1319	6430	4355	4659	0	3536	10411	14172	11501	3548	1309				0	0					2305	1895	1662	8617			0			0	0														3050	0	0	0	0		0	95							0	935	0	0	0	0	0			0	0	0	0	0	8223	0	0	CONF	CONF		
8033																																																																10747	1938		9226			18166	0		0	254284	0	0	0	114990	1922	4401	101641	17165	13443	35766	43525	1405	0	44619	26414	29990	34345	1835	0				0	0					23039	32671	31867	4939			0			0	638													0	114417	0	0	0	0		0	64							0	989	0	0	0	0	0			0	0	0	0	0	3726	0	0	CONF	CONF	0	
8462																																																															0	9458	0		11002			16936	0		0	71787	0	0	0	14796	367	7296	9293	0	344	0	6935	2103	5414	14764	7923	7754	16564	5188	4798				0	0					0	311	4601	2226			0			0	0														0	0	0	0	47		0	0							0	7642	0	0	0	0	0			47	0	0	0	47	4448	0	0	CONF	CONF		
8631																																																																127	0		186			4774	0		1018	37998	0	0	0	19533	532	580	1336	27	205	773	535	5303	12574	911	252	2762	4219	6890	3430				0	0					0	1337	288	7330			0			53	0													0	0	0	0	0	53		0	46							0	1364	0	0	0	0	0			0	0		0	0	1463	0	0	CONF	CONF	0	
9357																																																																0	30185		0			136439	1284		0	346851	0	16245	0	60	77	0	176645	0	0	0	0	60	0	142478	44627	35443	82877	32053	9023				0	1284					0	0	31074	34603			0			0	0													0	185746	0	0	0	0		93996	349							0	52	0	0	0	0	0			0	0	0	0	0	1203	0	0	CONF	CONF	0	
9553																																																															0	53094	2251		41804			10891	0		0	126236	0	0	0	10593	41	451	38237	487	1278	1082	5684	1902	160	38050	4549	15262	25367	25785	6630				0	0					582	0	2596	567			0			0	0														101086	0	0	0	0		0	2467							0	888	0	0	0	0	0			0	0	0	0	0	462	0	0	CONF	CONF		
9807																																																																0	516301	0	0	25473	0	25473	27519		0	1672570	1393	0	0	218691	22361	54997	482584	5489	9856	25543	25965	69077	81348	221822	245418	390184	394189	199867	388	0	0	0	0	13	0				55311	293004	96658	417795	0	0	0			0	1311	0	0	0	0	0	0	0	0	0	0	0	0	0	554944				0	497	0	497							0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	1796	CONF	CONF	0	
9955																																																																17028	4619		1933			16076	2356		0	102947	0	9532	0	14424	476	1	39463	30	1451	9910	2958	75	0	25066	12916	29624	18746	2175	0				0	0					667	0	1749	33653			0			0	0														35858	0	0	0	0		0	19							0	312	0	0	0	0	0			0	0		0	0	103	0	0	CONF	CONF		
10250																																																																1013	19540		0			109103	15950		0	360112	0	0	0	60028	3424	17677	24658	1616	737	4186	17502	20371	15616	22054	11175	60112	135730	70998	0				215	270					3294	17514	77116	38263			0			0	80														202484	0	0	0	0		0	28							0	9363	0	0	0	0	0			0	0	0	0	0	4991	0	0	CONF	CONF		
10849																																																															0	22417	11978		10972			12935	531		2192	208437	32	0	0	47757	123	45359	26828	3271	8165	23436	11170	1715	0	12145	43265	62675	31397	9208	2022				0	0					4116	9807	45059	35838			0			0	0														0	0	0	0	0		0	3239							0	555	0	0	0	0	0			0	0		0	0	950	0	0	CONF	CONF		
11145																																																																2394	614	0	11	23740	0	23740	8131		2149	248577	0	0	0	57716	377	5017	23922	1705	4975	6343	13456	18235	12775	26082	7949	30811	67069	57419	1334	0	0	0	0	11	0				1972	6748	52431	25269	0	0	0			421	89	0	0	0	0	0	0	0	0	0	0	0	0	0	106012				1048	0	0	0							0	9625	0	0	0	355	22	0	0	250	250	0	0	0	57389	0	0	CONF	CONF	0	
11640																																																															0	19822	73		60640			28152	3094		0	226382	0	0	0	32316	969	27235	95089	2354	5488	2863	6068	6297	9246	63093	40552	14711	31201	23188	18936				0	0					5322	30626	14006	21941			0			18	0														83873	0	0	0	18		0	99							0	6142	0	0	0	0	0			0	0	0	0	0	3180	0	0	CONF	CONF		
11837																																																																1848	6105		64			2160	1590		2631	63347	113	0	0	21131	104	0	11988	1052	3059	9865	4869	1611	675	8119	4445	18305	3719	7741	0				90	289					1042	1874	4471	18930			0			0	0														1446	0	0	0	0		36	34							0	325	0	0	0	0	0			0	0		0	0	736	0	0	CONF	CONF		
12030																																																															0	39821	3159		2301			34590	0		1	379409	0	0	0	88920	499	24446	60802	2224	12550	29803	8522	33532	2287	24120	67879	141274	37662	17344	2191				791	186					2062	16819	100119	59356			0			0	0														0	0	0	0	0		0	1597							0	16931	0	0	0	0	0			0	0	0	0	0	12257	0	0	CONF	CONF		
12142																																																																6109	8102		6210			30177	1693		0	151602	0	150	0	42599	1671	161	38298	2009	4355	13706	20637	1892	0	8123	23811	27420	33921	14681	1037				0	0					2117	3555	1384	29406			0			120	0													0	0	0	0	0	364		0	0							0	5625	0	0	0	0	0			42	0	0	0	42	12804	202	0	CONF	CONF	0	
12311		79495	3261802	7109247	189105	33636469	992928	7553468	0	752603	121688163	0	616899	25641361	304069	18304545	59407810	1196829	6737530	12324191	12420407	3531276	0	4228	81	0	288373	700127	545281	3190	7423			432396	1775308	5704397	8743093	0	4944155	0	0	0	0	0	0	0	0	0	0	0	0	99219862	385514	0	12953438	110529	0	11880	0	0	0	6076739		79495	3261802	70359	189105	33636469	299783		7553468	0	752603	120995018	0	4944155		25641361	304069	12802454		462268	423477	646437	1465154	13642296	8920694							4228	81	288373	700127	545281					432396	1775308	5704397	8743093			0			25100	60271													0						610031	6428857									12953438	2311	33053	98117	18261	86263				0				6076739		537275	CONF	CONF	0	
12647																																																															0	18752	10240		13582			12301	1008		2254	122069	0	0	0	23817	192	15365	15961	6791	5464	4692	1993	4214	407	18853	27279	15268	12554	23012	329				324	17					1389	2640	5258	29943			0			0	0														91579	0	0	0	0		0	53							0	36	0	0	0	0	0			0	0	0	0	0	263	0	0	CONF	CONF		
12946																																																																119201	54724		19391			317714	0		4282	1875977	0	0	0	356320	10705	13224	399121	32498	25117	120654	118399	34719	22537	331717	150366	390075	453231	184899	5376				2570	0					38747	187950	248488	430275			0			0	86													0	1082374	0	0	0	0		0	14935							0	10703	0	0	0	0	0			0	0	0	0	0	59972	0	0	CONF	CONF	0	
13103																																																																0	154855	0	236	137125	0	137125	41932		0	2348046	0	0	0	844192	13309	132041	27319	27770	7323	11254	44047	163434	588149	274151	35562	179699	415498	349714	237090	0	0	0	0	57	0		0	0	22166	100765	322674	351524	0	0	0			2097	0	0	0	0	0	0	0	0	0	0	0	0	0		1160171				5421	792	0	792							0	352129	0	0	0	0	1276	2044	0	4	0	0	0	0	6290	2044	1388	CONF	CONF		
13251																																																																3117	0		2194			5656	0		0	45709	0	0	0	17070	1573	0	12038	662	1832	4868	8378	0	838	6259	3285	6527	11604	578	251				0	0					0	773	548	9501			0			494	0														0	0	0	0	574		0	0							0	2867	0	0	0	0	0			80	0		0	0	2410	0	0	CONF	CONF		
13457																																																																4495	0		5245			1304	0		0	11744	0	0	0	0	0	0	4369	0	0	0	0	0	0	4322	2050	1304	2201	670	1197				0	0					0	0	444	0			0			0	0													0	0	0	0	0	0		0	0							0	86	0	0	0	0	0			0	0	0	0	0	170	0	0	CONF	CONF	0	
14155																																																															0	64138	1468		35446			19293	3469		0	283371	0	49	14781	70087	894	55942	101192	3128	10667	21350	21867	7210	5865	31819	57147	38528	76327	9226	51				0	0					28497	14532	18743	18108			0			0	0													0	182128	0	0	0	0		0	1568							0	2906	0	0	0	0	0			0	0	0	0	0	4173	0	0	CONF	CONF	0	
14650																																																																218	0		363			9635	0		0	37607	0	0	0	5494	69	3409	4746	46	942	98	192	2349	1806	1278	3586	2392	6159	18218	479				0	8					0	299	920	6478			0			0	0														6308	0	0	0	0		0	13							0	1726	0	0	0	0	0			0	0		0	0	12384	0	0	CONF	CONF		
14753																																																																6255	0		15222			3048	95		223	27960	0	43	0	1004	0	909	8687	52	96	86	69	701	0	1273	8055	3329	5141	8958	200				0	0					0	0	1246	49			0			0	0														0	0	0	0	0		0	1							0	475	0	0	0	0	0			0	0	0	0	0	299	0	0	CONF	CONF		
