"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
336147			20	769	22	2955	22	9039	58	1084	10	932	5	983			58	2066	65	9056	26	6788	75	1379	4	301	0	0	false	false	
336361			19	720	18	1800	32	12154	136	3708	27	2882	13	3201			4	199	11	1462	7	2064	58	1169	7	712	3	579	false	false	
336576			8	55	2	167	11	3427	18	425	5	157	3	338															false	false	
337340			0	0	4	340	3	824	16	578	15	1245	2	185															false	false	
338646			47	1636	52	5831	85	40661	173	4845	64	6484	42	7707			84	3291	83	9125	46	13047	112	3685	44	4168	16	2159	false	false	
338851			0	0	4	705	17	6048	41	1298	13	1168	22	7039	1	1													true	false	
338945			9	304	7	674	6	907	41	1091	7	489	2	201			14	725	22	2849	26	7027	134	2861	27	2125	11	1677	false	false	
339072			4	161	8	1046	19	8959	16	365	26	2526	9	3163															false	false	
339353			0	0	2	95	3	1224	78	1649	26	2292	23	6675			9	403	7	909	10	2358	49	1133	15	1506	7	1630	false	false	
339456			83	4301	105	12865	104	34805	442	9525	57	5802	56	11916			39	1608	22	2727	8	1987	40	776	6	445	1	0	false	false	
339607			28	1136	36	3386	119	45688	96	1714	27	1970	28	7017															false	false	
339773			53	399	41	4082	136	54764	754	3235	225	9679	309	28896			0	0	0	0	1	373	0	0	0	0	0	0	false	false	
339858			24	952	104	12263	520	223241	707	16185	197	19673	358	117179			0	0	1	186	0	0	0	0	0	0	0	0	false	false	
339876	5	0															0	0	0	0	0	0	0	0	0	0	0	0	false	true	
340135			81	3679	171	23771	257	108355	1114	29993	374	36147	202	48685			8	270	7	842	4	1009	15	421	0	0	0	0	false	false	
340144			73	3027	156	20514	262	104429	252	5172	113	10013	112	27704			108	3596	42	5053	4	1157	7	104	1	44	1	256	false	false	
340256			10	443	60	7516	200	83473	53	1636	70	6150	128	44251			0	0	0	0	2	224	1	20	0	0	0	0	false	false	
340443			24	943	11	1344	8	3209	18	425	2	207	2	570	16	5													true	false	
340742			8	287	32	4213	89	36289	121	4045	77	7179	68	17741			0	0	2	151	1	320	0	0	0	0	0	0	false	false	
340751			88	3385	62	7194	67	25703	871	20718	120	12176	63	19379			26	768	33	4469	29	7344	187	3296	19	1752	11	2456	false	false	
341310			7	364	53	6640	127	47792	555	8742	119	11183	86	21581			0	0	0	0	2	579	0	0	0	0	0	0	false	false	
342054			85	2698	64	6899	57	16587	251	5051	21	1552	22	6645			37	1292	37	4777	23	8027	160	1787	8	734	1	222	false	false	
342362			22	1098	20	2382	30	9981	98	2638	24	2045	12	3106			14	670	23	2693	10	2735	202	4124	46	4103	13	2641	false	false	
342410			40	1578	139	16983	296	119264	301	7422	99	9275	139	40300			4	195	17	2011	19	4064	31	879	0	0	0	0	false	false	
342634			301	13572	509	59942	738	271420	3890	103655	737	78105	683	180662			142	5178	93	11122	52	11327	519	11827	67	7183	43	6072	false	false	
343051			22	449	12	1383	8	1578	44	1167	5	679	4	1610	23	60													true	false	
343248	8	37															21	1005	23	3973	14	5257	36	1247	7	1293	1	280	false	true	
343770			12	438	11	478	21	690	39	729	26	158	11	309			22	817	23	994	16	929	5	80	1	216	1	81	false	false	
343903			26	1482	48	5568	81	59953	147	3611	64	6514	28	5245	1	1													true	false	
343958			15	661	12	1445	6	2130	70	2706	22	2098	9	2765			9	421	27	3447	36	9952	130	4272	46	5183	25	7216	false	false	
344647			77	3001	57	7805	113	44118	175	4770	35	5501	37	11309			66	4541	82	8665	61	14634	178	4695	35	3396	29	6167	false	false	
344852			21	837	5	543	1	914	77	1562	14	1492	10	4419			6	222	9	1268	6	1546	29	708	10	1054	4	979	false	false	
345309			37	1809	61	10883	63	33200	240	4832	34	5739	29	13633			0	0	1	142	0	0	1	23	0	0	0	0	false	false	
345345			27	1213	37	4265	21	7869	216	6792	52	5822	25	12824			49	2093	126	13180	148	35491	550	19097	160	21766	59	16503	false	false	
345747			18	986	50	5953	108	53988	60	2840	42	4114	31	14282			6	404	15	2409	15	3971	19	1488	11	1317	8	2792	false	false	
345756			17	594	31	4054	56	20025	117	4997	67	8264	25	5474			0	0	2	81	2	277	1	78	1	86	2	370	false	false	
345877			57	2326	79	10515	115	50229	450	11929	106	12147	66	20832			8	346	4	550	2	462	5	176	0	0	0	0	false	false	
346379			40	1640	60	8136	48	20143	201	6121	55	7149	29	8012			8	314	7	927	6	2435	4	100	2	266	3	810	false	false	
346566			4	169	4	719	5	2071	6	236	6	606	4	1201			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
346771			6	234	22	2974	25	13155	38	802	9	568	9	2169			0	0	1	75	2	729	0	0	0	0	0	0	false	false	
347022			24	702	32	4617	55	18851	74	2042	20	2134	14	3463			4	140	2	205	1	134	0	0	0	0	0	0	false	false	
347639			3	81	25	3224	63	26837	19	538	17	1787	42	16328															false	false	
347956			0	0	21	2987	34	15509	83	2606	27	3195	40	10912			0	0	0	0	1	326	0	0	0	0	0	0	false	false	
348159			5	167	8	1224	16	6321	530	7973	34	2654	144	19113			1	74	4	628	3	1025	4	57	1	204	1	129	false	false	
348720			36	1139	64	7052	104	41380	126	1205	30	1379	32	6220			0	0	2	340	0	0	0	0	0	0	0	0	false	false	
349129			13	490	15	1477	26	8073	77	1470	11	707	5	1174			1	28	2	264	0	0	0	0	0	0	0	0	false	false	
349343			21	935	25	2964	38	13794	120	3563	49	5649	35	12014			24	970	33	3280	18	4578	68	2160	18	1580	6	1448	false	false	
350572			13	507	14	2447	33	17847	92	2603	9	1496	8	2976			0	0	2	246	7	611	1	0	1	191	1	315	false	false	
350657			18	644	7	1135	2	864	42	805	6	449	10	3528			3	99	2	344	1	180	47	618	5	554	3	388	false	false	
350750			9	526	21	3271	25	7110	13	425	3	73	0	0															false	false	
351131			5	181	3	422	6	2142	10	226	3	359	3	1600			6	50	1	141	0	0	0	0	0	0	1	365	false	false	
351560			0	0	2	354	26	12349	2	88	9	1157	54	17064															false	false	
351878			1	51	2	126	1	175	114	5535	44	5785	30	9610			0	0	1	82	1	450	3	104	0	0	0	0	false	false	
352370			31	1441	26	3001	13	3929	74	2167	16	1831	2	371			24	1209	31	3355	20	4799	36	854	2	92	0	0	false	false	
352651			0	0	4	689	10	3242	12	218	16	1638	13	3316			0	0	1	52	1	313	6	101	1	100	0	0	false	false	
352745			35	1400	39	4740	20	6234	247	6163	19	1983	6	1345			47	2030	48	5821	21	5166	94	2157	16	1509	4	1283	false	false	
352772			373	16443	1109	135804	2495	1013542	19396	111593	1438	80865	1388	221831			30	1077	58	6431	89	21268	278	5934	147	9888	92	14230	false	false	
353238			37	1607	105	12595	121	46336	646	17376	74	7385	35	7191			7	299	4	274	6	1640	0	0	0	0	0	0	false	false	
353546			22	883	22	2802	14	5620	77	2428	18	1866	17	5861			7	155	6	652	9	2552	19	378	10	858	6	1385	false	false	
353555			234	11513	363	48743	427	154698	2921	81279	662	67056	634	186298			10	388	8	1062	9	5328	65	1701	39	3220	41	6815	false	false	
353957			1	14	1	27	0	0	24	527	1	211	1	308			4	247	6	827	4	1119	41	1082	8	984	8	1973	false	false	
354057			0	0	1	101	10	5692	3	21	1	42	1	136															false	false	
354253			5	149	5	690	2	601	35	692	5	691	2	300			2	110	2	341	5	1756	48	1158	20	2483	10	1598	false	false	
354310			75	2338	214	27635	615	259247	1180	27596	344	22460	467	82870			253	6425	223	25246	313	90682	497	9030	66	5451	14	2329	false	false	
354552			35	1338	31	3773	79	31018	163	4378	54	5246	47	13696			37	1695	47	5303	26	6208	146	3461	17	1597	18	3354	false	false	
354851			4	167	12	1924	22	9759	44	1369	21	2205	15	5748			16	549	16	2141	14	3494	76	1997	14	1321	12	3531	false	false	
355120			37	1520	71	7402	129	51258	228	6241	66	5831	53	13685			5	169	4	444	1	226	2	54	2	121	1	200	false	false	
355559			40	1282	55	6331	105	37351	234	5183	88	6636	74	16453															false	false	
355858			52	2288	149	22144	280	126423	352	9816	151	17176	97	31150			39	1711	74	9998	60	18021	359	9072	138	13969	48	10172	false	false	
356239			46	1817	34	4396	28	10444	318	7091	65	6552	29	6247			25	882	53	4299	50	7583	325	8983	118	11025	66	16192	false	false	
356659			25	922	12	1555	13	4910	34	964	7	837	4	783			24	1046	34	4835	5	1570	57	1182	4	440	4	1223	false	false	
356752			27	1415	11	1691	45	25279	11	367	4	596	16	5129															false	false	
357526			21	702	31	3166	38	16159	80	1638	22	2235	17	4849			0	0	0	0	1	248	0	0	0	0	0	0	false	false	
357553			23	959	15	1511	23	3867	73	1568	41	1548	18	1184			7	364	19	2391	19	4587	79	1396	51	1768	29	1269	false	false	
357777			42	1324	42	4841	39	19375	93	2375	27	1621	5	1726			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
357937			20	812	56	7045	128	49629	181	5846	77	7342	51	15260															false	false	
358112			79	2621	26	3164	18	7909	78	1593	13	1287	5	1317			11	319	8	766	0	0	5	29	0	0	0	0	false	false	
358448			15	586	7	818	3	584	26	713	15	1664	0	0			5	192	5	468	0	0	8	97	0	0	0	0	false	false	
358756			21	639	1	151	0	0	40	1009	6	634	11	3372			15	823	11	1249	3	744	46	1167	9	1017	8	1334	false	false	
359472			2	162	8	1283	4	1742	14	807	18	2147	0	0															false	false	
359650	11	24													8	44													true	true	
359744			6	78	3	390	8	2070	38	876	10	800	14	4216			8	281	9	1133	22	7855	70	1698	16	1538	7	2816	false	false	
360777			8	374	5	735	4	1233	0	0	0	0	0	0															false	false	
361055			10	484	37	5216	81	38318	402	13829	112	12380	97	31161			1	22	0	0	1	335	0	0	0	0	0	0	false	false	
361167			93	3961	151	17751	270	99797	1141	28225	297	27983	203	44888			38	1368	36	4706	16	4780	341	7144	40	4870	9	2022	false	false	
361279			21	851	34	4420	44	20134	299	5357	24	2302	13	2586			20	634	8	746	2	611	24	571	2	51	0	0	false	false	
361354			9	353	2	313	2	606	15	446	2	218	2	262			11	426	10	1124	3	705	37	1008	13	1512	4	1137	false	false	
361439			51	2119	115	12904	118	42598	239	4146	34	2528	16	5829			25	1134	17	2045	6	1335	20	423	0	0	0	0	false	false	
362043			2	47	1	138	2	502	40	867	12	701	4	502			6	120	7	664	19	5908	50	774	13	967	8	820	false	false	
362155			10	432	19	2629	32	15165	261	5303	13	1823	5	3305			30	1193	17	2194	6	1793	269	3908	4	523	1	260	false	false	
362717			52	2258	95	9045	151	65393	259	7574	92	9462	59	16892			7	120	16	1323	12	2819	17	402	3	372	1	294	false	false	
362856	52	71															0	0	3	498	2	591	6	238	4	433	0	0	false	true	
362940			8	460	11	1765	4	1639	54	1595	22	2915	1	321			8	522	5	574	6	1801	13	495	2	174	1	300	false	false	
363442			1	16	2	130	0	0	12	368	1	212	0	0			12	427	6	835	7	1631	5	100	1	140	0	0	false	false	
363648			7	223	9	830	9	3656	94	2604	12	1082	10	3468			19	663	32	4351	15	4859	107	2804	52	5859	30	5572	false	false	
363657			45	1885	76	10542	75	26839	517	15890	51	5580	51	17038			8	344	10	1225	2	519	76	1295	8	720	1	476	false	false	
363778			15	692	24	3507	27	13678	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
364131			18	677	32	4062	62	26607	186	3481	33	4260	42	12805			61	1906	23	2448	11	2495	21	395	6	478	0	0	false	false	
364270			0	0	2	348	7	2931	40	1069	17	1263	5	1110			0	0	0	0	0	0	0	0	0	0	0	0			
364430			10	503	17	1930	44	19439	69	2186	25	3214	26	8367			21	821	18	2571	13	3453	2	159	0	0	0	0	false	false	
364850			49	1870	29	3760	12	3296	226	5874	26	2747	7	2511			17	589	10	1256	10	3056	98	2302	12	1419	4	284	false	false	
365325			311	17191	910	118540	1806	737768	10580	357220	769	67382	572	155388			17	662	30	3270	26	7398	77	2271	13	1705	7	1210	false	false	
365745			19	938	15	1564	21	8126	76	1555	22	1982	26	7804			1	60	1	110	4	997	8	78	5	80	4	881	false	false	
365848			3	102	1	187	0	0	29	1275	13	1597	6	2216			3	117	2	260	1	225	0	0	0	0	0	0	false	false	
365950			31	1177	9	984	19	5861	40	1167	14	1648	2	911			22	779	16	2066	3	1433	24	421	4	410	1	40	false	false	
366078			134	3566	181	18739	195	58400	260	4291	111	7812	75	14389			10	217	2	178	0	0	3	21	1	80	0	0	false	false	
366238			105	6191	189	24429	347	141122	645	15828	182	20643	157	48129			72	3225	82	9999	72	20428	67	1633	4	540	1	0	false	false	
366247			36	1472	10	1129	8	3308	81	1701	28	2466	12	4326			4	97	18	1970	23	5871	58	1218	35	2727	17	2781	false	false	
366359			13	391	3	347	3	1348	111	3215	13	1590	6	2432			25	982	10	1367	3	508	94	1771	6	646	4	681	false	false	
366658			37	1386	30	3624	11	4256	142	3348	19	1950	10	2448			34	1201	12	1651	0	0	98	1545	7	623	0	0	false	false	
366854			4	176	5	807	24	11949	39	1166	14	2083	41	12694			5	242	3	478	0	0	9	162	0	0	0	0	false	false	
367150	23	121															15	675	23	2872	7	1999	147	3725	17	1407	3	537	false	true	
367178			15	922	48	5961	40	11237	47	1452	16	1897	13	1820			0	0	0	0	1	103	0	0	0	0	0	0	false	false	
367431			71	2608	40	5531	41	16710	395	8236	29	2837	26	5943			27	1157	13	1784	4	733	10	168	0	0	0	0	false	false	
367543			102	2842	42	4652	41	13616	80	2226	33	3643	32	10662			65	1953	53	5753	57	17152	37	1118	30	3294	33	9820	false	false	
368054			10	421	13	2064	5	1481	76	2738	22	3777	5	2802			7	601	6	1099	3	1002	77	1936	6	983	5	1850	false	false	
368344			74	2810	21	2635	18	5700	128	2663	12	1102	12	2393			14	365	36	4877	22	6967	224	5486	53	4215	27	2858	false	false	
368522			11	520	21	3597	18	7967	10	359	5	670	2	1049															false	false	
368933			23	724	9	1399	15	7895	92	2192	13	1229	6	2035			11	488	18	1880	19	5595	121	3186	24	2352	20	3448	false	false	
368951			32	1101	23	2706	23	8420	108	2510	28	2599	23	6952			30	1195	24	3407	22	5606	69	1754	13	1678	10	1644	false	false	
369453			14	430	6	611	7	2460	97	2810	22	2642	10	3103			31	1238	40	4024	22	5591	186	4704	44	5076	22	6081	false	false	
369659			68	2998	76	10114	179	79479	761	18040	150	15597	117	37895			36	1431	46	6059	29	9452	195	3702	19	2016	12	2602	false	false	
370020			72	2262	70	7848	101	38577	432	9898	76	5483	39	8366			51	1729	40	3950	40	9882	147	2283	10	618	4	667	false	false	
370347			16	819	9	672	4	2041	73	2354	16	1547	8	2306			12	487	41	4808	31	8072	65	1493	26	3327	12	2521	false	false	
370721			37	1800	28	3527	24	8782	85	2606	15	1902	13	3610			18	684	31	4387	35	10512	69	2114	24	2777	17	3899	false	false	
370833			25	963	13	2174	8	4491	50	1597	13	1874	12	6191															false	false	
370954			0	0	3	631	0	0	8	251	1	149	0	0			6	284	5	618	1	281	6	199	0	0	0	0	false	false	
371223			2	78	10	975	38	14388	16	429	8	940	20	8250			0	0	0	0	1	183	0	0	0	0	0	0	false	false	
371232			9	319	17	2510	35	14637	100	2132	35	3442	10	3057			3	133	3	337	1	320	5	207	1	93	0	0	false	false	
371362			48	1825	43	5592	63	26877	368	8573	30	3419	20	5588			43	1569	52	6393	17	4529	327	6950	53	4553	44	7961	false	false	
371559			5	86	3	422	6	2912	104	3095	21	2463	6	1874			19	996	17	1741	13	3583	102	2568	15	1551	8	1762	false	false	
371755	15	15																											false	true	
371849			2	17	16	1808	16	7803	26	114	21	2626	8	2992			0	0	14	1914	18	7091	20	125	26	3562	11	2706	false	false	
371924			50	1833	79	9066	118	49070	153	5203	37	3609	32	9987			0	0	1	2	0	0	0	0	0	0	0	0	false	false	
371942			19	1006	21	2601	4	1837	133	2639	7	893	2	1098			38	2290	22	2618	15	4638	238	6626	17	2376	3	869	false	false	
372444			29	1399	28	3428	16	6479	29	610	9	1067	1	337			18	705	31	3383	16	4121	22	561	5	602	5	788	false	false	
372538			178	6918	162	20865	147	60419	792	20960	133	14178	55	15372			60	2232	46	5390	24	5834	90	2420	35	3148	17	4410	false	false	
372640			10	435	17	1978	6	2542	193	5118	61	8036	43	15636			12	486	26	3462	16	6335	28	797	6	440	12	2997	false	false	
372855			5	226	12	1776	22	9975	39	1014	9	566	8	2304			1	18	0	0	3	493	2	35	0	0	1	243	false	false	
373272			0	0	0	0	0	0	1	65	1	114	1	190			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
373553			9	505	2	326	8	3569	16	343	6	450	4	947			2	85	9	1312	2	560	29	1124	9	770	3	635	false	false	
373601			0	0	2	342	10	4109	0	0	0	0	1	200															false	false	
374130			24	1234	37	6286	49	23981	134	5368	50	8029	15	6752			12	728	5	859	2	868	4	163	2	399	0	0	false	false	
374653			37	1755	47	6233	65	25944	374	9091	113	11749	76	18961			18	916	26	3612	20	5850	51	1326	33	2602	35	7452	false	false	
374774			13	405	20	2767	43	12927	13	631	7	629	7	2909			1	38	0	0	0	0	0	0	0	0	0	0	false	false	
375043			145	5854	134	13856	175	72279	426	12224	151	13923	159	39419			306	14039	350	43417	170	49381	384	9690	172	12947	93	13686	false	false	
375379			0	0	4	531	7	2385	1	7	0	0	0	0															false	false	
375502			95	1703	92	10501	180	75793	916	5203	114	10793	209	53182			0	0	0	0	0	0	24	269	5	78	0	0	false	false	
375566			45	1660	57	7525	117	46231	404	12850	105	12043	72	20651			22	394	12	1254	7	1468	21	209	0	0	1	238	false	false	
375650			1	3	2	239	1	615	25	487	0	0	1	40			9	318	6	480	3	485	39	532	3	312	1	363	false	false	
376237			53	1932	18	2233	20	5264	175	4490	25	2626	9	2573			15	524	6	615	4	1074	13	242	2	276	1	255	false	false	
376273			18	654	41	4588	79	32510	94	1969	64	6195	73	19197			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
376442			67	2955	75	8826	52	19714	248	8474	90	8990	74	23107			79	2524	90	10854	86	23063	308	8501	136	14774	92	17239	false	false	
376947			40	1231	7	947	5	1370	45	981	8	896	6	1761			9	314	5	569	8	2363	30	728	11	975	8	1383	false	false	
377663	29	186															18	599	13	1694	3	927	220	4334	35	4082	16	4708	false	true	
377850			14	693	13	2286	16	8166	44	1728	25	3279	11	3317			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
378044			5	274	7	1010	4	1435	113	2976	33	3687	12	4614			4	216	5	826	2	725	35	707	2	227	0	0	false	false	
378110			7	406	10	1224	12	2712	18	468	5	573	3	921	8	2													true	false	
379050	12	71															8	479	4	344	11	4189	28	549	9	748	6	900	false	true	
379153			20	697	23	3002	9	2628	297	7343	18	1813	7	1925			27	1265	13	2240	6	1529	161	3034	4	468	1	181	false	false	
379470			3	161	2	361	10	4293	1	48	1	206	0	0			0	0	0	0	1	330	0	0	0	0	0	0	false	false	
379649	157	194													223	102													true	true	
379920			2548	61199	3296	328269	4595	1585084	68333	403637	5055	374544	3425	756541			88	2497	81	6742	53	10994	481	4947	42	2854	13	2710	false	false	
380346			19	688	13	1559	9	3654	72	2098	21	2012	17	5404			18	602	17	2158	13	3109	45	904	24	2265	12	1403	false	false	
380458			72	4134	152	26511	250	128839	942	26981	185	28563	119	57663			23	955	19	3057	11	4043	29	914	10	1906	3	842	false	false	
380533			17	464	7	843	28	12020	118	3394	33	3688	23	7468			23	998	29	3447	20	6307	54	1456	29	2635	21	3974	false	false	
380878			6	209	6	1063	7	3137	0	0	0	0	4	1302			3	57	6	886	8	3445	0	0	0	0	0	0	false	false	
380944			12	664	28	5363	33	14831	46	1312	42	4695	42	10422															false	false	
381026			14	619	26	3338	27	11066	105	3290	26	2950	11	2412			8	343	16	2117	13	3850	27	630	4	630	4	937	false	false	
381932			31	1364	52	6676	49	19677	166	4119	27	2564	14	5773			1	25	2	203	3	999	23	571	9	1564	4	863	false	false	
381950			25	1202	46	5571	46	15175	97	2646	8	978	11	4230			0	0	1	160	1	431	0	0	0	0	0	0	false	false	
382050			89	4102	66	8581	107	57857	196	5636	441	3651	60	14230			5	212	3	448	2	591	0	0	0	0	0	0	false	false	
382069			27	1154	25	3820	12	5265	392	7462	19	2127	16	5788			32	1511	21	2450	2	279	66	1329	6	762	0	0	false	false	
382256			0	0	0	0	0	0	71	1576	20	2687	14	4050			1	18	3	282	2	706	64	1561	19	1488	14	3096	false	false	
382274			0	0	0	0	0	0	2	94	0	0	0	0															false	false	
382443			28	1383	30	4025	17	5938	150	2830	16	1227	14	2164			21	928	31	4194	23	7198	176	3908	71	6582	32	6126	false	false	
382537			43	1949	51	5786	80	36420	504	16076	125	12781	92	33792			94	3319	41	4113	36	12239	21	397	3	290	1	159	false	false	
382649			140	6788	121	12484	131	47575	270	5484	72	7119	81	19719			30	1334	12	1922	6	2470	7	47	1	154	1	470	false	false	
382658			5	76	0	0	0	0	478	14250	67	8162	26	13482			172	8015	128	16186	75	22226	1359	34613	88	10719	36	16519	false	false	
382742			13	903	41	5161	55	22604	21	823	18	1777	27	5789	1	2													true	false	
382854			8	331	15	1602	11	3727	129	3249	25	2906	10	3235			7	278	8	379	6	1502	37	720	7	820	1	195	false	false	
384018			4	159	47	4954	244	105906	1055	1372	44	1303	89	10891															false	false	
384278			148	8994	205	26068	263	85084	378	10353	77	6928	61	17451			34	1392	18	2326	8	1623	29	892	1	102	2	242	false	false	
384353	2	19													23	66													true	true	
384652			1	31	1	132	14	8256	7	112	11	701	21	3103			0	0	0	0	1	300	0	0	0	0	0	0	false	false	
384830			17	644	26	3643	41	19231	69	1418	11	687	7	1649			1	29	3	335	1	462	0	0	0	0	0	0	false	false	
385350			79	3435	41	6274	27	10681	79	1362	22	1902	7	1899			14	603	18	2085	3	928	10	296	2	206	1	317	false	false	
385471			31	1353	28	3114	21	8325	74	1830	11	1035	7	2231			59	2231	83	9686	80	20186	88	2129	48	3889	25	1921	false	false	
385547	152	427															37	1457	34	3797	15	3131	533	9301	20	1959	6	1647	false	true	
385686			1	15	11	1012	30	7553	0	0	1	57	0	0															false	false	
386432			40	2108	48	6997	42	15625	214	5430	13	1248	7	2805			23	778	9	1148	3	1081	112	1767	2	184	2	341	false	false	
386450			26	1341	30	4240	48	25857	70	2255	34	3622	29	8516			18	716	32	4915	33	10060	80	2488	34	3902	34	7268	false	false	
386731			34	1503	20	2942	14	5725	152	4794	47	5418	19	5407			1	76	1	110	0	0	8	237	0	0	0	0	false	false	
386825			3	52	3	231	3	922	49	1445	16	1496	7	2801			1	24	3	512	0	0	0	0	0	0	0	0	false	false	
387055			7	214	8	1061	16	6955	62	1701	3	174	7	1658			4	190	13	1365	16	4813	54	1104	25	2423	9	1955	false	false	
387671			27	1348	60	9206	75	30350	500	19746	347	46380	38	10486			2	27	0	0	0	0	0	0	0	0	0	0	false	false	
388155			22	1016	36	5280	48	18163	88	2553	16	2023	20	3753			24	944	18	1890	8	2261	91	1873	8	1085	2	467	false	false	
388258	5	18															5	130	10	1160	3	652	59	1624	15	2036	2	302	false	true	
388557			35	1473	37	4206	68	28901	122	3354	54	4965	55	15714			9	322	15	1588	22	6744	101	2798	43	3260	34	6387	false	false	
388744			55	1895	50	5147	43	12084	129	3245	45	4404	22	6618			0	0	0	0	0	0	1	48	0	0	0	0	false	false	
388753			6	247	7	618	3	753	40	643	11	1210	4	1711			12	396	11	1518	15	5550	35	1346	13	1431	6	1345	false	false	
388874			1	56	7	773	1	327	0	0	0	0	0	0															false	false	
389358			9	470	9	1368	9	2891	93	3349	44	5449	41	14814			9	284	19	1751	21	4527	39	989	22	2244	15	2863	false	false	
389376			4	211	0	0	1	696	20	529	3	355	2	214			6	295	6	947	1	451	31	635	3	374	3	188	false	false	
389826			2	56	12	1616	11	2349	12	437	2	92	2	420			2	70	1	88	1	385	1	22	1	8	0	0	false	false	
390372			0	0	10	1502	15	9471	0	0	0	0	0	0															false	false	
390840			8	223	30	3188	53	22876	37	1376	25	2419	42	8921			9	381	15	1592	20	5725	24	518	12	1390	23	4761	false	false	
391418			25	955	19	1927	13	3867	21	1033	13	1082	11	2130			0	0	0	0	1	294	3	47	0	0	0	0	false	false	
391557			13	650	6	620	4	1358	108	4209	17	2117	1	248			3	145	5	721	1	241	34	801	2	279	1	329	false	false	
391575			43	1810	40	4909	84	29651	72	2429	32	3871	23	9055			28	908	24	3411	4	1199	39	739	5	441	2	362			
391959			14	505	5	590	7	1920	81	2111	15	1203	6	1312			9	572	22	2536	23	6036	69	1882	22	2118	17	4170	false	false	
391977			33	1209	66	8501	142	50911	34	1179	23	1536	25	7641			0	0	0	0	2	509	0	0	4	306	0	0	false	false	
392152	17	77													22	29													true	true	
392255			10	516	8	1005	8	2238	212	4124	25	2803	11	2484			32	1278	29	3756	11	3460	235	5032	12	1365	4	793	false	false	
392778			59	585	42	5114	63	26778	121	1369	36	2817	50	12573			0	0	2	230	6	1536	0	0	4	276	0	0	false	false	
393252			19	805	17	2562	8	4498	31	691	7	1118	10	5827			9	481	37	4699	36	12064	101	3119	65	6795	52	13105	false	false	
393355			5	180	13	1866	39	16608	96	2564	21	2850	16	5011			7	326	15	2018	7	1626	16	212	2	224	1	153	false	false	
393953			24	1095	77	9200	162	65278	297	6842	51	3767	57	12395			2	68	6	788	1	279	3	60	1	81	0	0	false	false	
394156			10	343	9	1408	12	4829	142	4363	37	4199	55	19668			20	612	32	1927	29	4399	126	2141	29	3513	11	2115	false	false	
394259			112	3531	33	3824	8	3480	226	5626	42	4510	33	8204			55	2436	75	10080	49	14373	342	9380	114	12408	61	12775	false	false	
395238			1163	63622	1583	271289	2616	1326606	22471	250368	1816	296680	1623	778808			68	3238	55	8629	38	14078	62	1906	19	3117	10	3575	false	false	
396057			17	843	12	1602	10	5385	43	1121	17	1577	13	2947			15	795	29	4249	13	4352	123	3707	31	4461	8	1760	false	false	
396244			21	1019	47	4783	60	23252	42	1137	12	1281	4	607			0	0	4	332	2	435	0	0	0	0	0	0	false	false	
396253			43	1699	42	7151	77	41764	196	6823	56	8943	38	20543			28	1074	8	1486	11	4000	59	1468	5	515	2	689	false	false	
396954			44	1558	36	4162	29	10815	137	3118	12	1511	13	5132			3	172	6	637	1	256	19	529	14	920	5	446	false	false	
397456			5	174	12	1378	15	4030	146	3585	27	2565	19	6146			5	202	7	996	3	988	11	241	2	5	2	648	false	false	
397531			5	320	15	2289	49	22250	3	59	6	758	4	692			0	0	0	0	1	482	0	0	0	0	0	0	false	false	
397540			86	3396	114	14509	174	61464	788	12858	161	14823	126	28272			111	4925	110	13866	47	9937	425	8241	56	5844	16	3157	false	false	
397559			8	444	20	2435	53	22634	103	2431	51	5335	69	24198			0	0	3	514	4	921	0	0	2	8	0	0	false	false	
397755			29	1239	58	7150	113	51002	129	3566	69	6182	79	25416			74	2650	75	9994	37	9996	88	1651	6	670	2	132	false	false	
397858	11	106													17	7													true	true	
398051			7	445	12	1700	15	6345	32	728	11	1339	8	2496			1	36	10	1145	13	3779	27	717	11	1036	12	1571	false	false	
398248	19	101													12	7													true	true	
398668			0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			
398837			39	1488	43	4343	57	20989	303	5239	25	2021	7	1775			118	4369	33	3926	14	4293	33	616	1	93	0	0	false	false	
399357			6	381	3	436	5	1706	66	1886	8	1001	6	2728			19	857	23	3304	31	9609	163	4182	37	4157	11	2049	false	false	
399517			427	15175	622	73817	655	257431	2317	56122	560	48366	440	110231			23	886	19	2313	19	4531	43	804	4	331	0	0	false	false	
399731			10	446	15	1955	13	7049	66	1739	8	653	6	1862			9	327	12	1652	3	1080	19	432	5	427	3	680	false	false	
399973			37	1582	28	3410	42	17709	115	3405	33	3263	20	6500			16	756	11	1311	7	2127	15	512	5	884	2	657	false	false	
