"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON3545	RCON3548	RCON8492	RCON8495	RCON8496	RCON8499	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONHT71	RCONJA22	RCONJF75	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	TOTAL TRADING ASSETS	TRADING LIABILITES	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	Total loans held for trading	Equity securities with readily deter	Total amount of fair value option lo	
37	0	976					41	0	49805					0	0	0			0	38727	0	0										0		
242	0	3531					204	0	18893					2943	0	0			0	9012	0	0										0		
279	0	0					3107	27870	95832					71856	0	0			1996	14139	0	0										0		
354	0	237					469	0	956					9976	0	0			0	0	0	0										0		
457	0	1407					483	0	1407					8700	0	0			0	0	0	0										10		
505	0	26451					9058	0	73851					102500	0	0			0	20948	0	0										0		
1155	0	2090					1004	0	65645					0	0	0			0	45461	0	0										0		
1351	0	0					238	67834	13981					0	0	0			8861	0	0	0										0		
1454	0	31044					1391	0	455334					0	0	0			0	128908	0	0										108		
1669	0	42966					849	25645	66307					0	0	0			25645	0	0	0										0		
1856	0	0					226	1000	8485					0	0	0			0	0	0	0										0		
2161	0	19547					2362	0	123311					21000	0	0			0	35847	0	0										0		
2732	0	15806					1369	0	55821					0	0	0			0	26144	0	0										0		
2750	0	482					240	0	16181					2780	0	0			0	8627	0	0										55		
3252	0	43195					647	0	152965					1000	0	0			0	51550	0	0										0		
3458	0	566					282	980	18199					1000	0	0			980	8278	0	750										0		
3720	0	17703					326	41531	85035					0	0	0			33778	3149	0	0										0		
3971	0	40327					3915	0	138020					114802	0	0			0	5631	0	0										878		
4156	0	5207					478	0	59287					10000	0	0			0	38129	0	6143										123		
4231	2965	10629					0	3965	57957					0	0	0			0	27494	0	0										0		
5069	0	0					0	0	12487					0	0	0			0	1713	0	0										878		
5135	0	65857					1285	0	91349					18213	0	0			0	2044	0	0										0		
5210	0	0					4877	64926	452252					87952	0	0			62062	0	0	26703										915		
5461	4822	0					4516	242422	89932					40000	0	0			94601	4517	0	0										0		
5751	0	1734					587	6250	91556					4000	0	0			0	38605	0	0										0		
6039	0	23792					162	0	34713					0	0	0			0	1451	0	0										0		
6329	0	0					1209	0	171724					10000	0	0			0	12762	0	0										0		
7009	0	104464					0	0	184209					0	0	0			0	79745	0	0										704		
7045	0	0					669	900	133755					0	0	0			900	57451	0	0										0		
7072	1996	0					3035	47786	35913					19000	0	0			6112	2981	0	0										0		
7456	0	4120					586	0	45862					0	0	0			0	38401	0	0										0		
7634	0	569					81	0	13025					0	0	0			0	5859	0	0										0		
8033	0	497					1834	0	14696					0	0	0			0	1412	0	0										0		
8462	0	3745					21	0	93655					0	0	0			0	26832	0	0										0		
8631	0	0					347	0	19531					0	0	0			0	784	0	0										0		
9357	0	12247					789	0	46980					0	0	0			0	0	0	0										865		
9553	0	2343					2973	31118	40160					61592	0	0			31118	12582	0	0										0		
9807	0	53224					8031	190049	486025					50000	0	0			78738	323390	0	35792										1107		
9955	0	10807					3067	0	61885					21751	0	0			0	33829	5019	0										0		
10250	0	9650					2843	63890	182080					0	0	0			63890	50803	0	0										0		
10849	0	16095					575	0	65290					0	0	0			0	17945	0	0										0		
11145	0	0					1590	0	128547					25495	0	0			0	67535	0	0										0		
11640	0	0					2550	0	118024					10000	0	0			0	78067	0	0										0		
11837	0	0					109	0	55812					0	0	0			0	6063	0	0										0		
12030	0	51090					18220	219	57076					0	0	0			0	0	0	0										0		
12142	0	978					759	54673	70950					4000	0	0			42	50267	0	0										0		
12311	0	4828	0	0	0	207343	927844	16578155	23232733	233861	187829353	0	170037023	12210003	600451	905622	115914	168243	1828	3536235	0	645888	9870954	11907194	6589459	5054186	0	2351204	0	3500	0	1169	718415	
12647	0	0					495	61081	0					11000	0	0			28576	0	0	0										0		
12946	0	14580					8747	0	571034					55051	0	0			0	278378	0	0										4823		
13103	0	46493					8828	27092	410330					211171	0	0			0	18328	0	0										212008		
13251	0	2436					725	0	4781					0	0	0			0	1006	0	0										0		
13457	0	2232					0	0	4589					0	0	0			0	1090	0	0										0		
14155	0	12709					558	0	32272					0	0	0			0	11438	0	0										0		
14650	0	6756					151	1917	6756					0	0	0			1912	0	0	0										0		
14753	0	384					181	775	10892					0	0	0			685	5130	0	0										75		
14865	0	0					1283	2260	215430					0	0	0			960	1949	0	0										0		
14977	0	3151					24	0	4093					0	0	0			0	942	0	0										0		
16551	0	78253					2815	28203	81720					18000	0	0			24453	1028	0	0										0		
17110	100	0					219	100	0					0	0	0			0	0	0	0										24864		
17147	0	0					41846	2240374	1646097					724660	0	0			1111355	1079343	0	152472										0		
17259	0	2076					375	300	20744					0	0	0			300	11047	0	0										0		
17950	0	45966					3535	0	367816					35400	0	0			0	81347	0	0										0		
17978	34688	0					436	133773	0					0	0	0			10218	0	0	0										0		
18050	0	50660					3764	0	399592					45000	0	0			0	140404	0	0										0		
18827	0	178000					13371	0	300485					194000	0	0			0	53300	0	0										1309		
18836	0	2805					560	0	39413					0	0	0			0	7061	0	0										0		
18854	0	102680					1238	0	169923					0	0	0			0	26731	0	0										0		
19356	0	0					505	0	13123					4000	0	0			0	9931	0	0										0		
19936	4923	17812					448	5907	100258					5314	0	0			0	17257	0	0										0		
19972	0	0					33	27369	0					0	0	0			27324	0	0	0										1404		
20053	0	935					458	0	7491					7000	0	0			0	3317	0	0										0		
20633	0	2289					1571	0	58596					21396	0	0			0	21225	0	0										675		
20857	56405	8869					1047	94649	151565					7123	0	0			35744	139456	0	1310										55		
21256	0	0					59	0	3199					0	0	0			0	0	0	0										0		
21359	0	4998					318	241	22675					0	0	0			0	4273	0	0										0		
21658	0	20238					1149	0	68270					10253	0	0			0	11742	0	0										71		
22048	0	966					1166	0	52984					21549	0	0			0	17631	0	0										0		
22543	0	23462					824	0	26008					0	0	0			0	2546	0	0										72		
22552	0	8049					778	1155	19893					5906	0	0			1155	0	0	0										57		
22730	0	0					893	0	135564					10695	0	0			0	56175	0	5399										0		
23456	0	0					1095	359	82338					24341	0	0			359	33825	0	0										0		
23504	0	228607					104724	603960	892216					1588160	133932	133932			0	29294	0	0										2220		
23643	0	0					1761	0	80015					9675	0	0			0	35837	0	0										0		
23755	0	1410					560	39314	57106					30000	0	0			19544	26221	0	0										313		
24006	0	163778					6070	0	334278					26004	13468	13468			0	15614	0	0										0		
24378	0	0					320	11779	5318					5000	0	0			698	0	0	0										0		
24659	32012	11828					56	34217	12825					0	0	0			1690	0	0	0										12		
24949	0	0					1581	95060	53435					5000	0	0			0	0	0	0										0		
25357	0	0					4044	22464	23310					0	0	0			1505	8311	0	0										0		
25647	0	1845					1315	0	30505					5000	0	0			0	2519	0	0										0		
26765	0	5565					21176	10255	180719					335000	0	0			10155	8703	0	0										0		
27070	0	8233					7115	0	203816					108150	0	0			0	96522	0	0										0		
27548	0	7626					1930	0	407352					0	0	0			0	65808	0	0										3501		
27614	0	0					1099	0	231247					5000	0	0			0	96747	0	0										0		
27847	0	0					2251	34	131281					5000	0	0			0	86163	0	0										0		
28013	0	0					50443	10316	802257					958624	17009	5335			0	0	0	25000										652		
28152	1042	10208					641	17868	38986					5000	0	0			10546	13224	0	0										0		
28675	0	0					1484	0	129916					18000	0	0			0	4119	0	0										5		
28732	0	2284					162	9898	21557					0	0	0			1231	6649	0	0										0		
29476	0	0					637	862	4151					9548	0	0			862	1357	0	0										0		
29636	0	0					3015	396931	196426					0	0	0			92885	105322	0	109526										440		
29878	0	0					2457	0	46122					0	0	0			0	0	0	0										0		
30052	6969	0					122	8074	0					0	0	0			1105	0	0	0										0		
30502	0	0					4190	0	281187					134500	0	0			0	13712	0	63878										5606		
30650	0	0					432	0	26075					14000	0	0			0	5972	0	0										0		
30810																																		
31134	0	2872					115	0	26019					0	0	0			0	18065	0	0										0		
31255	0	14559					3707	0	160316					0	0	0			0	123471	0	0										0		
31657	0	0					382	113645	0					0	0	0			11428	0	0	0										0		
31826	0	29135					1817	0	65414					0	0	0			0	21743	0	0										0		
31835	0	9092					1939	2210	39710					0	0	0			2210	10286	0	0										0		
32234	15504	0					2327	177783	39943					0	0	0			126432	1906	0	0										0		
32766	0	0					1989	0	0					47000	0	0			0	0	0	0										0		
32971	0	7093					1391	1	43202					17500	0	0			0	23391	0	0										61		
33147	0	2423					793	0	14472					0	0	0			0	1693	0	0										0		
33259	0	113155					2125	1405	165787					52000	0	0			0	1413	0	0										0		
33370	0	0					299	19	0					4515	0	0			0	0	0	0										0		
33839	0	0					79	0	12221					0	0	0			0	3448	0	0										0		
33857	0	15530					11299	0	94626					223794	0	0			0	31194	0	0										0		
34434	1991	6301					1045	8748	67597					0	0	0			6757	17431	0	0										0		
34537	0	187					71255	707812	1916231					160000	0	0			0	20451	0	406540										13507		
34555	0	44896					4427	0	141519					1675	0	0			0	41292	0	0										0		
34742	0	3407					3509	3000	54155					19000	0	0			0	15008	0	0										0		
35057	0	3642					856	0	12619					0	0	0			0	4855	0	0										67		
35301	11789000	6820000	0	270000	8000	11000	407000	55999000	26758000	3201000	206282000	0	194804000	5154000	2001000	1204000	13000	0	0	711000	350000	3911000	18269000	1813000	16831000	1837000	6917000	6525000	2172000	8771000	0	5000	0	
