"IDRSSD"	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONL183	RCONL184	RCONL185	RCONL186	RCONL187	RCONL188	
32234				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
32766				0	0	0	0	0	0				16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
32971				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
33147				0	0	0	0	0	0	0	0	0	117	0	26	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0							
33259				0	0	641	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
33370				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
33839				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
33857	0	0	0	0	0	0	0	0	0	0	0	0	16	0	19	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34434				0	0	0	0	0	0	0	0	0	56	20	3	26	12	4	0	0	0	0	0	0	0	0	0	0	0	0							
34537	0	0	0	0	0	0	0	0	0	0	0	0	3265	261	79	6498	833	1316	0	0	0	0	0	0	0	0	0	0	0	0							
34555	0	0	0	0	0	0	0	0	0	0	0	0	41	0	91	25	0	10	0	0	0	0	0	0	0	0	0	0	0	0							
34742				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
35057				0	0	0	0	0	0				0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0							
35301							0	0	0																												
35646				0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0							
35879				0	0	0	0	0	0				0	0	0	9	0	19	0	0	0	0	0	0	0	0	0	0	0	0							
36456				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
36933				0	0	0	0	0	0	0	0	0	19	0	1	62	0	3	0	0	0	0	0	0	0	0	0	0	0	0							
37051				0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0							
37341				0	0	0	0	0	0	0	0	0	27	0	79	78	0	18	0	0	0	0	0	0	0	0	0	0	0	0							
37435				0	0	7	0	0	7	0	0	0	482	0	139	367	0	145	0	0	0	0	0	0	0	0	0	0	0	0							
37640	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	85	0	17	0	0	0	0	0	0	0	0	0	0	0	0							
37659				0	0	0	0	0	0	0	0	0	79	0	40	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
37949				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
38740				0	0	0	0	0	0	0	0	0	61	0	72	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0							
39327				0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
39756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
40033				0	0	0	0	0	0				14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
40499	0	0	0	0	0	0	0	0	0	0	0	0	293	0	8	85	0	4	0	0	0	0	0	0	0	0	0	0	0	0							
40855				0	0	0	0	0	0	0	0	0	5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
41553				0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	16	0	0	0	0	0	0	0	0	0	0	0							
41629				0	0	0	0	0	0				423	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
41825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0							
42037				0	0	0	0	0	0	0	0	0	41	0	0	56	0	38	0	0	0	0	0	0	0	0	0	0	0	0							
42354				0	0	0	0	0	0				0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
42372				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
42420	0	0	0	0	1	70	0	0	0	0	0	0	3308	328	350	669	249	118	0	0	800	0	0	0	0	1	70	0	0	0							
42448	0	0	0	0	0	0	0	0	0	0	0	0	143	10	81	206	4	26	0	0	0	0	0	0	0	0	0	0	0	0							
42457				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
43052				0	0	0	0	0	0				0	0	12	6	0	1	0	0	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43351				0	0	0	0	0	0	0	0	0	47	7	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0							
43856				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
43959				0	0	0	0	0	0				17	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
44040				0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
44433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
44741				0	0	0	0	0	0	0	0	0	58	0	7	87	0	9	0	0	0	0	0	0	0	0	0	0	0	0							
44750				0	0	0	0	0	0				3	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
44929				0	0	0	0	0	0				1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
45038				0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
45047				0	0	0	0	0	0				155	34	8	395	8	49	0	0	0	0	0	0	0	0	0	0	0	0							
45056				0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
45430				0	0	0	0	0	0				17	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
45458				0	0	0	0	0	0	0	0	0	1	0	3	7	0	30	0	0	0	0	0	0	0	0	0	0	0	0							
45551				0	0	0	0	0	0	0	0	0	0	0	0	512	0	190	0	0	0	0	0	0	0	0	0	0	0	0							
45560	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	59	0	38	0	0	60	0	0	0	0	0	0	0	0	0							
45775				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
46053				0	0	0	0	0	0				176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
46941				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
47247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
47500				0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	9	0	0	0	0	0	0	0	0	0							
48057				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
48150				0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0							
48374				999	0	2101	999	0	2101	0	0	0	260	0	183	562	0	159	298	0	50	0	0	0	0	0	0	0	0	0							
48440				0	0	0	0	0	0				37	0	0	36	0	0	0	0	156	0	0	0	0	0	0	0	0	0							
49054				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
49148				0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0							
49241				0	0	0	0	0	0	0	0	0	0	0	0	21	0	14	0	0	0	0	0	0	0	0	0	0	0	0							
49652				0	0	0	0	0	0	0	0	0	347	55	115	5	0	18	0	0	0	0	0	0	0	0	0	0	0	0							
49858				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
49951				0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
50144				0	0	0	0	0	0				65	0	53	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
50461				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
51253	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
51356				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51459				0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0							
51842	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
52951				0	0	0	0	0	0	0	0	0	131	0	218	440	39	327	0	0	0	0	0	0	0	0	0	0	0	0							
53051				0	0	0	0	0	0				8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
54058	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	28	0	1	0	0	0	0	0	0	0	0	0	0	0	0							
54656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	2	0	0	0	0	0	0	0	0	0	0	0	0							
54973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3123	0	2086	0	0	0	0	0	0	0	0	0	0	0	0							
55336				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
55635				0	0	0	0	0	0				0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
55653				0	0	0	0	0	0				123	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
55970				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56258				0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
56351	0	0	0	0	0	0	0	0	0	0	0	0	415	10	0	231	61	0	0	0	0	0	0	0	0	0	0	0	0	0							
56548				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
56717				0	0	0	0	0	0	0	0	0	45	0	2	24	0	16	0	0	616	0	0	0	0	0	0	0	0	0							
57040				0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
57451				0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0							
58225				0	0	0	0	0	0	0	0	0	111	0	27	57	0	9	0	0	0	0	0	0	0	0	0	0	0	0							
58243	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
58355				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
58551				0	0	0	0	0	0	0	0	0	50	43	72	5	32	71	0	0	0	0	0	0	0	0	0	0	0	0							
58636				0	0	0	0	0	0	0	0	0	684	0	270	143	0	28	0	0	0	0	0	0	0	0	0	0	0	0							
58757				0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
58971	0	0	0	0	0	0	0	0	0	0	0	0	37	0	60	7	0	316	0	0	0	0	0	0	0	0	0	0	0	0							
59316				0	0	0	0	0	0	0	0	0	884	0	568	67	0	21	0	0	0	0	0	0	0	0	0	0	0	0							
59352				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
59370				0	0	32	0	0	0	0	0	0	0	0	0	632	0	303	0	0	0	0	0	0	0	0	0	0	0	0							
59754				0	0	0	0	0	0				14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
60143							0	0	0																												
60330	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	169	0	5	0	0	0	0	0	0	0	0	0	0	0	0							
60545				0	0	0	0	0	0	0	0	0	17	9	0	60	23	4	0	0	0	0	0	0	0	0	0	0	0	0							
60554				0	0	114	0	0	114	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
60648				0	0	0	0	0	0	0	0	0	39	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0							
61122	0	0	0	0	0	0	0	0	0	0	0	0	286	23	0	318	74	0	0	0	0	0	0	0	0	0	0	0	0	0							
61355				0	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
