"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	INTANGIBLE ASSETS	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	Equity securities with readily deter	Held to maturity securities (ASU 201	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	INTANGIBLE ASSETS	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	Equity securities with readily deter	Held to maturity securities (ASU 201	
37																																							3112	1274	49805	0	0	279	0	2686	78959	67565	140	67705	0	956	0	0	11254	1200	78959	0	0	12270	0	0	3500	0	22125	45441			0	22759	21803	-5716	0	0	0	0	11254	0	0	
242																																							2850	1490	18893	0	0	515	0	518	53708	47421	79	50443	0	179	2943	0	3265	120	53708	0	0	5322	0	0	120	0	12976	34445			0	28403	28224	-2297	1218	0	0	0	3265	0	0	
279																																							5166	5400	95832	0	338	9844	0	13865	431677	314933	3328	390117	0	2969	71856	0	41560	1	431677	0	0	32061	0	0	15645	0	60445	254488			0	271731	268762	-6147	4600	0	0	0	41560	0	27870	
354																																							588	831	956	0	0	527	0	1435	58652	41412	469	51857	0	549	9976	0	6795	100	58652	0	0	-544	0	0	7267	228	6327	35085			0	50103	49554	-28	4533	0	0	0	6795	0	0	
457																																							993	975	1407	0	0	600	31	1017	74240	59110	217	68027	0	762	8700	0	6213	60	74240	0	0	2313	0	0	3940	0	11321	47789			0	69631	68869	-100	338	0	0	0	6213	10	0	
505																																							16584	9170	73851	0	1780	10153	0	23767	798423	624527	9610	736637	53	7853	102500	0	61733	6480	798423	0	0	40397	0	0	18403	0	183733	440794			0	670971	663118	-3547	0	0	0	0	61786	0	0	
1155																																							15341	12550	65645	0	9322	7401	0	12308	470541	422110	2624	424734	0	5073	0	0	45807	1600	470541	0	0	26811	0	0	23696	0	72028	350082			0	350116	345043	-6300	2931	0	0	0	45807	0	0	
1351																																							11852	4053	13981	0	0	4215	39	2355	210997	180421	1114	181535	0	1253	0	0	29462	240	210997	0	0	29576	0	0	530	0	30668	149753			0	107921	106668	-884	0	0	0	0	29462	0	67834	
1454																																							38803	12786	455334	0	0	3845	0	23564	991820	934506	5489	939995	0	5738	0	0	51825	1000	991820	0	0	124207	0	0	1214	0	351821	582685			0	463118	457380	-74596	0	0	0	0	51825	108	0	
1669																																							6209	4405	66307	0	0	3528	0	21525	403217	355370	1547	356917	0	4890	0	0	46300	800	403217	0	0	51134	0	0	800	0	80492	274878			0	280488	275598	-6434	0	0	0	0	46300	0	25645	
1856																																							7591	883	8485	0	98	424	0	663	42656	35081	75	35156	0	299	0	0	7500	500	42656	0	0	1509	0	0	5732	0	4829	30252			0	23543	23244	-241	268	0	0	0	7500	0	1000	
2161																																							2473	5187	123311	0	0	19908	0	17804	378494	325931	7119	354050	0	2745	21000	0	24444	1000	378494	0	0	16405	0	0	20476	0	79939	245992			0	212556	209811	-13437	0	0	0	0	24444	0	0	
2732																																							49268	8617	55821	0	1112	2883	0	7888	695949	577935	5755	583690	0	5022	0	0	112259	0	695949	0	0	107740	0	0	5789	0	148931	429004			0	575382	570360	-1270	0	0	0	0	112259	0	0	
2750																																							510	862	16181	0	0	270	0	3940	67958	56311	850	60941	0	510	2780	0	7017	111	67958	0	0	668	0	0	7500	0	7506	48805			0	46650	46140	-1262	0	0	1000	0	7017	55	0	
3252																																							0	6005	152965	0	0	550	0	4991	289449	255587	544	257131	0	3868	1000	0	32318	200	289449	0	0	36845	0	0	300	0	51684	203903			0	119806	115938	-5027	9000	0	0	0	32318	0	0	
3458																																							665	1565	18199	0	0	2573	0	2726	76022	69773	258	71781	0	751	1000	0	4241	100	76022	0	0	4923	0	0	1101	0	10779	58994			0	49958	49207	-1883	107	0	0	750	4241	0	980	
3720																																							53484	7489	85035	0	0	4032	428	14785	390857	350206	2691	352897	0	1673	0	0	37960	2400	390857	0	0	29903	0	0	18600	100	110501	239705			-4886	185471	183798	-8057	225	0	0	0	37960	0	41481	
3971																																							56215	5599	138020	2241	4290	9939	1318	37972	1104501	883795	9446	1008043	0	13225	114802	0	96458	2	1104501	0	0	17523	0	0	93423	0	154763	729032			0	858738	845513	-14490	2516	0	0	0	96458	878	0	
4156																																							5124	102	59287	0	1783	6018	0	9171	270856	230568	1082	250918	0	2550	10000	0	19938	1200	270856	0	0	18228	0	0	6657	0	48717	181851			0	191798	189248	-6147	0	0	3125	6143	19938	123	0	
4231																																							37613	860	57957	0	0	844	0	7068	153285	136039	374	136413	0	904	0	0	16872	500	153285	0	0	9014	0	0	12100	0	43875	92164			0	45882	44978	-4742	0	0	0	0	16872	0	3965	
5069																																							55361	1255	12487	0	0	29517	0	9062	560270	339172	8549	347721	0	13289	0	0	212549	4500	560270	0	0	203730	0	0	4129	0	26132	313040			0	464999	451710	190	0	0	0	0	212549	878	0	
5135																																							69465	5547	91349	0	1042	6893	0	17570	585256	465804	3227	487244	0	4943	18213	0	98012	651	585256	0	0	73917	0	0	24391	0	101440	364364			0	398333	393390	-947	0	0	0	0	98012	0	0	
5210																																							59145	24848	452252	2566	37821	27947	467	133064	2358620	1985709	21134	2121498	0	19148	87952	0	237122	4798	2358620	0	0	182036	0	0	108340	0	571862	1413847			0	1573817	1554669	-58052	0	0	0	26703	237122	915	64926	
5461																																							31523	15984	89932	0	55	14390	0	20127	833027	729422	8988	778410	0	6592	40000	0	54617	2059	833027	0	0	75788	0	0	4241	0	295968	433454			0	425186	418594	-27471	0	0	0	0	54617	0	242422	
5751																																							729	6070	91556	0	1089	1925	0	9721	284589	246196	1900	252096	0	2371	4000	0	32493	600	284589	0	0	32177	0	0	8752	0	47353	198843			0	161151	158780	-9036	8509	0	0	0	32493	0	6210	
6039																																							51682	4979	34713	0	0	7610	0	7362	423327	379943	3320	383263	0	4480	0	0	40064	469	423327	0	0	9744	0	0	30568	0	134755	245188			0	295461	290981	-717	26000	0	0	0	40064	0	0	
6329																																							69561	54415	171724	0	0	40178	739	46417	1704692	1545650	9694	1565344	0	21438	10000	0	139348	2600	1704692	0	0	117921	0	0	37400	2202	489444	1056206			0	1340893	1319455	-18573	1	0	0	0	139348	0	0	
7009																																							285720	508	184209	0	0	1907	0	16526	789258	659737	14949	674686	0	0	0	0	114572	500	789258	0	0	115664	0	0	552	0	91779	567958			0	299684	299684	-2144	0	0	0	0	114572	704	0	
7045																																							17575	3023	133755	0	0	1680	0	7054	271720	258995	797	259792	0	1143	0	0	11928	100	271720	0	0	23407	0	0	2325	0	36921	222074			0	108876	107733	-13904	0	0	0	0	11928	0	900	
7072																																							506	6588	35913	0	7041	13098	69	20650	452073	388337	4643	411980	0	3043	19000	0	40093	0	452073	0	0	40193	0	0	4060	848	71405	316932			0	306670	303627	-4160	15947	0	0	0	40093	0	47786	
7456																																							7033	2819	45862	0	0	772	0	4251	135072	125419	414	125833	0	910	0	0	9239	400	135072	0	0	4581	0	0	6600	0	28631	96788			0	75245	74335	-2342	0	0	0	0	9239	0	0	
7634																																							13763	683	13025	0	0	417	0	934	89096	79476	367	79843	0	1282	0	0	9253	200	89096	0	0	2813	0	0	8060	0	17743	61733			0	61556	60274	-1820	0	0	0	0	9253	0	0	
8033																																							32746	4314	14696	0	0	5457	236	7770	319736	251699	5746	257445	0	3242	0	0	62291	774	319736	0	0	54862	0	0	7226	0	78241	173458			0	254284	251042	-571	3475	0	0	0	62291	0	0	
8462																																							2517	7409	93655	0	0	337	0	1270	181060	159135	1235	160370	0	1995	0	0	20690	350	181060	0	0	28706	0	0	350	0	39338	119797			0	71787	69792	-8716	6080	0	0	0	20690	0	0	
8631																																							7555	2171	19531	0	0	2739	0	3999	75716	68984	887	69871	0	401	0	0	5845	500	75716	0	0	6152	0	0	800	0	23717	45267			0	37998	37597	-1607	2124	0	0	0	5845	0	0	
9357																																							122740	4610	46980	1702	31541	3100	0	5743	560678	447939	7332	455271	0	3454	0	0	105407	500	560678	0	0	51286	0	0	56160	0	170966	276973			0	346851	343397	-2539	0	0	0	0	105407	865	0	
9553																																							5001	2622	40160	0	0	915	0	9952	220703	141118	1534	204244	0	1201	61592	0	16459	400	220703	0	0	20322	0	0	1700	0	29509	111609			0	126236	125035	-5963	5900	0	0	0	16459	0	31118	
9807																																							52783	18180	486025	0	0	23207	2662	156699	2574719	2172457	12897	2271146	0	28563	50000	0	303573	20000	2574719	0	0	179869	0	0	112272	0	142255	2030202			0	1672570	1644007	-8568	0	0	0	35792	303573	1107	190049	
9955																																							22399	1922	61885	0	0	5477	0	4317	202153	158608	429	180788	0	1813	21751	0	21365	110	202153	0	0	22747	0	0	3023	0	44663	113945			0	102947	101134	-4515	0	5019	0	0	21365	0	0	
10250																																							6748	7374	182080	0	0	8861	0	6673	634106	608479	2657	611136	0	3992	0	0	22970	1500	634106	0	0	18179	0	0	36000	0	168681	439798			0	360112	356120	-32709	2500	0	0	0	22970	0	63750	
10849																																							10138	1626	65290	0	694	5979	0	3918	293150	266386	502	266888	0	2932	0	0	26262	16	293150	0	0	16610	0	0	15375	0	37213	229173			0	208437	205505	-5739	0	0	0	0	26262	0	0	
11145																																							62755	13759	128547	67	-382	7142	22	19995	476775	414978	3844	444317	0	3707	25495	0	32458	1000	476775	0	0	21896	0	0	25000	0	90420	324558			0	248577	244870	-15438	0	0	0	0	32458	0	0	
11640																																							1875	10145	118024	0	0	3686	0	24868	382098	332805	2637	347042	0	2882	10000	0	35056	650	382098	0	0	4680	0	0	43045	0	98846	233959			0	226382	223500	-13319	0	0	1600	0	35056	0	0	
11837																																							6802	1196	55812	0	0	1036	0	2667	129867	118613	329	118942	0	993	0	0	10925	314	129867	0	0	4053	0	0	11686	0	15980	102633			0	63347	62354	-5128	0	0	0	0	10925	0	0	
12030																																							74647	16574	57076	0	0	3689	1124	25784	553263	455171	5672	460843	0	13939	0	0	92420	300	553263	0	0	92609	0	0	300	0	181473	273698			0	379409	365470	-789	8680	0	0	0	92420	0	219	
12142																																							2161	7603	70950	0	0	4648	0	12535	305554	284782	2437	291219	0	2043	4000	0	14335	1250	305554	0	0	10162	0	0	20950	0	101246	183536			0	151602	149559	-18027	3425	0	0	0	14335	0	54673	
12311	9630679	1830067	23232733	189013	6006529	1394686	17607	6841605	188063214	3343058	170037023	433311	2177084	12210003	885455	17592880	39999	188063214	600451	905622	3349728	2229441	780000	16410327	544864		0	121143299	118966215	-2987174	0	645888	18026191	1169	16578155	0	0	0			23232733							152046997					12210003					600451	905622						37356021	114690977							0	0	0	645888		1169		
12647																																							7735	4708	0	0	326	3667	0	1835	200304	167197	299	179280	0	1117	11000	0	21024	250	200304	0	0	3718	0	0	17056	0	54481	112716			0	122069	120952	0	0	0	784	0	21024	0	61081	
12946																																							23593	28275	571034	31	37551	57390	0	73923	2673058	2408494	20199	2483744	0	30036	55051	0	189314	1	2673058	0	0	173708	18222	0	94103	8572	473478	1935016			0	1867405	1837369	-78498	12275	0	0	0	189314	4823	0	
13103																																							12628	26003	410330	980	18455	18577	0	70307	3122171	2483663	44357	2739191	4895	22255	211171	0	378085	500	3122171	0	0	388910	0	0	34019	3059	453477	2030186			0	2344987	2322732	-45344	0	0	0	0	382980	212008	27092	
13251																																							5669	2487	4781	0	0	1382	0	1596	63768	56573	111	56684	0	723	0	0	7084	25	63768	0	0	3456	0	0	3975	0	13204	43369			0	45709	44986	-372	2867	0	0	0	7084	0	0	
13457																																							1716	278	4589	0	0	5	0	1254	23151	18419	199	18618	0	115	0	0	4533	50	23151	0	0	542	0	0	4143	0	4924	13495			0	11744	11629	-202	3680	0	0	0	4533	0	0	
14155																																							2032	8712	32272	0	0	6316	0	9460	338139	301910	1676	303586	0	4023	0	0	34553	176	338139	0	0	35458	0	0	160	0	53180	248730			0	283370	279347	-1241	0	0	0	0	34553	0	0	
14650																																							3070	1014	6756	0	0	248	0	1980	56538	47817	482	48299	0	546	0	0	8239	200	56538	0	0	4899	0	0	3140	0	12868	34949			0	37607	37061	0	4492	0	0	0	8239	0	1917	
14753																																							6624	1388	10892	0	0	76	0	1036	64145	58429	204	58633	0	558	0	0	5512	300	64145	0	0	3892	0	977	1277	0	22608	35821			0	27960	27402	-934	15877	0	0	0	5512	75	775	
14865																																							46056	14005	215430	0	929	9218	0	26869	820158	742312	8165	750477	0	5481	0	0	69681	730	820158	0	0	58089	0	0	17909	0	201336	540976			0	510872	505391	-7047	0	0	0	0	69681	0	2260	
14977																																							2622	767	4093	0	0	1497	0	671	54025	42853	187	43040	0	637	0	0	10985	0	54025	0	0	10963	0	0	0	0	13479	29374			0	44265	43628	22	747	0	0	0	10985	0	0	
16551																																							3187	10327	81720	0	4705	9437	46	9547	429755	372164	1211	391486	0	4732	18000	0	38269	175	429755	0	0	26208	0	0	19825	993	97090	275074			0	286322	281590	-7939	0	0	111	0	38269	0	28203	
17110																																							53713	1574	0	0	0	12422	0	4077	178772	119368	22736	142104	0	279	0	0	36668	300	178772	0	0	29382	0	0	6986	0	0	119368			0	82301	82022	0	0	0	0	0	36668	24864	100	
17147																																							218784	108975	1646097	0	750376	136883	7685	752827	17953798	14659551	209328	15746011	0	221147	724660	0	2207787	10871	17953798	0	0	735387	15659	125	1677312	27297	2714413	11945138			0	12270233	12049086	-215908	0	0	0	152472	2207787	0	2240129	
17259																																							2948	2338	20744	0	0	1448	0	3017	72794	67714	1682	69396	0	199	0	0	3398	769	72794	0	0	3998	0	0	769	0	14774	52940			0	42190	41991	-2138	8	0	0	0	3398	0	300	
17950																																							1265	9521	367816	0	5010	8459	0	22627	752482	670961	2973	709334	0	5911	35400	0	43148	725	752482	0	0	43385	0	0	32837	190	154555	516406			0	343505	337594	-33799	0	0	0	0	43148	0	0	
17978																																							32364	2548	0	0	0	5206	411	1658	319170	190065	146	190211	0	1437	0	0	128959	0	319170	0	0	128959	0	0	0	0	3392	186673			0	144647	143210	0	0	0	0	0	128959	0	133773	
18050																																							8919	11051	399592	0	0	12604	0	21832	966655	856090	5083	906173	0	6451	45000	0	60482	1214	966655	0	0	78206	0	0	34671	220	302708	553382			0	518888	512437	-53609	0	0	0	0	60482	0	0	
18827																																							10846	22619	300485	3535	9374	32437	0	88846	2131669	1744054	19155	1957209	0	17847	194000	0	174460	588	2131669	0	0	83281	0	0	109731	0	409232	1334822			0	1680065	1662218	-19140	0	0	0	0	174460	1309	0	
18836																																							11635	2232	39413	0	0	4592	0	8165	207666	188031	2046	190077	0	1670	0	0	17589	180	207666	0	0	18848	0	0	1676	0	54174	133857			0	143294	141624	-3115	5	0	0	0	17589	0	0	
18854																																							175892	31019	169923	0	8631	14836	0	19682	1680296	1510250	9318	1519568	0	16377	0	0	160728	40	1680296	0	0	155201	0	0	14198	408	399613	1110637			0	1276282	1259905	-8711	0	0	0	0	160728	0	0	
19356																																							666	3200	13123	0	785	1199	318	4638	131140	113368	658	121771	0	1162	4000	0	9369	2025	131140	0	0	3643	0	0	6200	0	26538	86829			0	98286	97124	-2499	10087	0	3745	0	9369	0	0	
19936																																							59812	2450	100258	0	0	3843	0	13260	416404	377640	2744	385698	0	4230	5314	0	30706	420	416404	0	0	26290	0	0	13718	0	97293	280347			0	235104	230874	-9722	0	0	0	0	30706	0	5907	
19972																																							31892	1513	0	0	0	335	0	6270	116513	91198	1497	92695	0	437	0	0	23818	0	116513	0	0	23818	0	0	0	0	238	90960			0	48196	47759	0	0	0	0	0	23818	1404	27340	
20053																																							781	3787	7491	0	0	378	0	3157	166170	138032	369	145401	0	1712	7000	0	20769	150	166170	0	0	14857	0	0	6053	0	34112	103920			0	142783	141071	-291	9505	0	0	0	20769	0	0	
20633																																							8897	4076	58596	0	0	5634	646	14490	359006	299550	2427	323373	0	2423	21396	0	35633	1106	359006	0	0	37733	0	0	2816	0	41617	257933			0	267803	265380	-6022	612	0	0	0	35633	675	0	
20857																																							21454	3352	151565	0	5515	6099	0	8542	582346	536970	1763	547166	0	2058	7123	0	35180	200	582346	0	0	1396	0	0	45893	0	130725	406245			0	293183	291125	-12309	0	0	0	1310	35180	55	94639	
21256																																							2039	302	3199	0	0	136	0	540	12768	11666	12	11678	0	68	0	0	1090	105	12768	0	0	703	0	0	495	0	4176	7490			0	6620	6552	-213	0	0	0	0	1090	0	0	
21359																																							3694	2538	22675	0	7	320	99	1218	69046	64029	234	64263	0	480	0	0	4783	550	69046	0	0	3425	0	0	3350	0	16562	47467			0	38734	38254	-2542	0	0	0	0	4783	0	241	
21658																																							4426	3834	68270	0	0	1694	50	6095	214481	187579	1583	199415	0	2411	10253	0	15066	100	214481	0	0	16926	0	0	4157	0	22927	164652			0	131413	129002	-6117	1039	0	0	0	15066	71	0	
22048																																							1757	5349	52984	0	0	3714	0	10881	299433	254558	2549	278656	0	3336	21549	0	20777	1000	299433	0	0	21279	0	0	6650	0	59185	195372			0	228084	224748	-8152	0	0	0	0	20777	0	0	
22543																																							10558	12932	26008	0	3997	10136	0	2735	349127	314956	2270	317236	0	2145	0	0	31891	602	349127	0	0	19817	0	0	11843	467	123152	191804			0	259491	257346	-371	24876	0	10	0	31891	72	0	
22552																																							3684	1428	19893	0	0	2286	389	2039	121460	103039	215	114060	0	792	5906	0	7400	100	121460	0	0	2003	0	0	7400	0	29615	73424			0	91321	90529	-2103	0	0	4900	0	7400	57	1155	
22730																																							967	4389	135564	0	0	2948	0	11290	263747	235537	764	252395	0	1494	10695	0	11352	250	263747	0	0	22401	0	0	300	0	102715	132822			0	109894	108400	-11599	189	0	0	5399	11352	0	0	
23456																																							2415	4002	82338	0	0	3201	0	6186	318898	272311	1034	297686	0	2985	24341	0	21212	126	318898	0	0	31677	0	0	1012	693	38994	233317			0	221451	218466	-11603	1238	0	0	0	21212	0	359	
23504																																							381902	67458	892216	0	160400	100821	0	642878	13786927	10537330	138851	12398273	119	75646	1588160	0	1388535	1	13786927	133932	133932	666381	0	0	838031	371	2969253	7568077			-11746	10876415	10800769	-104132	0	0	0	0	1388654	2220	603960	
23643																																							8463	1364	80015	0	0	1385	74	9173	250629	231283	589	241547	0	1459	9675	0	9082	200	250629	0	0	21915	0	0	2300	0	56365	174918			0	151614	150155	-15333	0	0	0	0	9082	0	0	
23755																																							26119	1501	57106	0	1398	5329	0	7853	328009	281607	2015	313622	0	2264	30000	0	14387	110	328009	0	0	22123	0	0	4615	0	66423	215184			0	188193	185929	-12461	3147	0	0	0	14387	313	39314	
24006																																							54487	14131	334278	0	107276	24571	0	91126	1980866	1654726	15960	1710158	0	15095	26004	0	270708	0	1980866	13468	13468	166415	0	0	109346	0	232266	1422460			0	1291313	1276218	-5053	65311	0	0	0	270708	0	0	
24378																																							637	583	5318	0	0	1540	0	1094	75912	62580	600	68180	0	261	5000	0	7732	0	75912	0	0	7919	0	0	0	0	11176	51404			0	54252	53991	-187	970	0	0	0	7732	0	11779	
24659																																							11951	1905	12825	0	1404	619	503	667	115147	102976	419	103395	0	546	0	0	11752	50	115147	0	0	3782	0	0	7950	0	31906	71070			0	49111	48565	-30	2479	0	0	0	11752	12	34217	
24949																																							57599	10549	53435	0	951	4055	0	17428	504289	443990	4058	453048	0	6366	5000	0	51241	1800	504289	0	0	20446	0	0	33223	763	124938	319052			0	270222	263856	-4228	593	0	0	0	51241	0	95060	
25357																																							8313	5491	23310	0	630	5403	96	11903	586612	539728	1599	541327	0	6484	0	0	45285	1608	586612	0	0	7918	545	0	36907	0	89552	450176			0	510917	504433	-1148	4024	0	0	0	45285	0	22464	
25647																																							33579	6832	30505	0	0	7222	0	5403	356191	314207	2330	321537	0	3371	5000	0	34654	12	356191	0	0	6765	0	0	30079	0	50639	263568			0	276021	272650	-2202	0	0	0	0	34654	0	0	
26765																																							311505	37147	180719	0	6512	63471	0	116255	3687263	2976433	45362	3356795	0	47434	335000	0	330468	2360	3687263	0	0	46097	0	0	307537	906	1197607	1778826			0	3007958	2960524	-25526	0	0	0	0	330468	0	10224	
27070																																							10342	12491	203816	0	29775	18859	0	49133	933096	684561	5447	798158	0	5856	108150	0	134938	0	933096	0	0	152464	0	0	0	0	75911	608650			0	614536	608680	-17526	0	0	0	0	134938	0	0	
27548																																							21938	16864	407352	0	14891	16547	0	40479	1298740	1195747	5826	1201573	0	11611	0	0	97167	250	1298740	0	0	76104	0	0	55854	4144	286160	909587			0	784632	773021	-35041	3	0	0	0	97167	3501	0	
27614																																							16792	6352	231247	0	2654	7586	40	21095	559286	529532	2829	537361	0	1658	5000	0	21925	1515	559286	0	0	41411	0	0	11139	0	145740	383792			0	275178	273520	-32140	0	0	0	0	21925	0	0	
27847																																							15015	10068	131281	0	0	12773	200	27526	794379	724311	4327	733638	0	7660	5000	0	60741	430	794379	0	0	72850	0	0	7982	0	157317	566994			0	604767	597107	-20521	375	0	0	0	60741	0	34	
28013																																							75274	13853	802257	0	41408	56583	0	287573	5538790	3831564	26990	4847513	108	41154	958624	0	691169	0	5538790	17009	5335	302085	0	0	449348	977	796000	3035564			-15191	4274042	4232888	-45073	0	0	0	25000	691277	652	10316	
28152																																							12647	2605	38986	0	0	1227	0	7193	220251	200713	2159	207872	0	1487	5000	0	12379	105	220251	0	0	5683	0	0	12500	343	51012	149701			0	140869	139382	-5909	0	0	0	0	12379	0	17868	
28675																																							14049	413	129916	0	557	1680	0	4099	255185	215989	396	234385	0	968	18000	0	20800	0	255185	0	0	25578	0	0	0	0	12209	203780			0	105434	104466	-4778	0	0	0	0	20800	5	0	
28732																																							3931	2813	21557	0	0	2935	0	2825	136031	118150	1401	119551	0	1132	0	0	16480	250	136031	0	0	17556	0	0	307	0	48902	69248			0	91868	90736	-1633	1336	0	0	0	16480	0	9898	
29476																																							735	1647	4151	0	199	2053	0	5305	103411	77765	715	88028	0	1326	9548	0	15383	0	103411	0	0	9697	0	0	6069	0	11357	66408			-43	87785	86459	-340	2000	0	0	0	15383	0	862	
29636																																							862	17086	196426	0	13386	27381	1009	66791	1288649	1103121	14601	1231248	0	6397	0	0	57401	1	1288649	0	0	12832	0	0	124806	164	281812	821309			0	574570	568173	-80238	0	0	4000	109526	57401	440	396931	
29878																																							38239	7828	46122	0	0	21574	1450	27736	2106777	1358391	32606	1390997	0	17483	0	0	715780	0	2106777	0	0	722566	0	0	0	0	52866	1305525			0	1981311	1963828	-6786	0	0	0	0	715780	0	0	
30052																																							1041	1199	0	0	0	2350	0	293	44908	37905	245	38150	0	443	0	0	6758	1000	44908	0	0	5227	0	0	531	0	18361	19544			0	29588	29145	0	2806	0	0	0	6758	0	8074	
30502																																							59293	15021	281187	0	10413	13375	0	28981	1364156	1068855	12861	1280094	0	11103	134500	0	84062	542	1364156	0	0	86171	0	0	33734	469	220455	848400			0	960914	949811	-36385	0	0	0	63878	84062	5606	0	
30650																																							29077	743	26075	0	5780	2631	0	1495	163583	127171	776	141947	0	1250	14000	0	21636	96	163583	0	0	1022	0	0	22408	0	39690	87481			0	98530	97280	-1890	502	0	0	0	21636	0	0	
30810	6989655	918347	13220751	1355	0	274050	42	3790383	135727011	4535732	123783197	0	8064000	16292622	1747675	11943814	35	135727011	0	0	7622895	411476	0	4601729	0		0	117900684	109836684	-280845	0	0	11943814	38842	245426	0												101207168																	1518538	99688630							0		0					
31134																																							52932	4156	26019	0	0	4856	36	3423	207516	174835	1559	176394	0	1608	0	0	31122	200	207516	0	0	32634	0	0	250	0	58514	116321			0	117702	116094	-1962	0	0	0	0	31122	0	0	
31255																																							30211	7729	160316	0	933	6568	1900	27419	1044241	944765	12028	956793	0	8684	0	0	87448	2989	1044241	0	0	69530	0	0	31311	0	488390	456375			0	817849	809165	-16382	0	0	0	0	87448	0	0	
31657																																							0	3450	0	0	0	1587	0	5413	194027	168077	132	168209	0	1026	0	0	25818	60	194027	0	0	23548	0	0	2210	0	48198	119879			0	70432	69406	0	526	0	0	0	25818	0	113645	
31826																																							42467	4532	65414	0	865	10283	42	11799	470285	425655	2920	428575	0	4302	0	0	41710	800	470285	0	0	43746	0	0	800	0	154527	271128			0	339185	334883	-3636	0	0	0	0	41710	0	0	
31835																																							4982	6377	39710	0	0	2182	24	19251	195229	171609	5929	177538	0	1941	0	0	17691	461	195229	0	0	3467	0	0	19550	0	54864	116745			0	83603	81662	-5787	38831	0	0	0	17691	0	2210	
