"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
1669	45833	0	49460	96958	0	198597	0	0	9001	0	156773	0	357		24829	23478	10681	149114	156376	23	40	4732	0	0	15432	28736	5614	2548	43503	19400	13816	1917	0	27500	35133	0	9001	33216	0	0	0	0	0	0	false							
1856	1192	0	1832	4829	0	8144	0	0	0	0	26938	0	2707		2817	14371	0	6312	13518	0	10713	0	0	0	2141	6662	492	0	8803	500	1580	0	0	6478	2080	0	0	2080	0	0	0	0	0	0	false							
2161	34444	0	82828	80000	0	165987	0	0	29858	0	159944	0	19729		35754	74830	5508	82162	138722	997	1493	0	29858	0	0	33197	8162	560	3339	0	735	7754	262	6165	8751	58132	0	735	0	0	0	50964	0	50964	true							
2732	57647	0	6644	149568	0	198181	0	0	0	0	379754	0	35293		27310	117265	10161	191537	344461	0	0	3382	0	0	6246	50658	8138	111	56705	31633	103266	4537	253	37843	139689	0	0	134899	0	0	0	0	0	0	true							
2750	16716	0	7334	7506	0	22135	0	0	0	0	34176	0	6865		5629	927	1621	14801	27311	0	0	835	0	0	1485	7990	3684	65	8569	0	3309	0	0	7595	3309	0	0	3309	0	0	0	0	0	0	true							
3252	19648	0	112759	51684	0	158376	0	0	10469	0	97211	0	37198		8475	19783	5938	45617	58818	0	1195	0	10469	10469	13722	11604	5151	1341	25326	14612	8045	3304	0	23343	25962	4980	0	22657	746	0	0	3740	0	3740	false							
3458	4903	0	3378	10767	0	18108	0	0	1500	0	51665	0	6054		15396	6892	739	14730	45611	0	0	0	1500	1500	5424	21328	5818	280	25641	1346	3265	2131	278	17454	7020	0	0	4360	0	0	0	0	0	0	true							
3720	75070	0	40787	110501	0	220806	0	0	0	0	129400	0	9923		17327	10032	6285	180019	119477	0	0	2533	0	0	5577	23409	2277	0	28986	2855	9379	800	0	13937	13034	0	0	12234	0	0	0	0	0	0	true							
3971	127143	0	221	154423	0	252375	0	0	88662	0	631420	0	2813		220205	111961	17900	252154	531254	0	97353	7787	88662	76971	56271	148627	107616	3472	204898	12291	36558	26994	486	95782	76329	0	0	48849	1691	0	0	0	0	0	true							
4156	30665	0	14935	48715	0	111209	0	0	0	0	119359	0	11785		14294	36914	3602	96266	106090	8	1484	1987	0	0	15842	17582	6435	1477	33424	1106	5926	2425	986	27043	10443	13534	0	7032	498	0	6143	0	0	6143	true							
4231	23844	0	26665	43875	0	72695	0	0	0	0	63344	0	3407		12866	9524	12136	46030	59937	0	0	7901	0	0	3792	9943	6511	4363	13735	900	1567	2367	533	11742	5368	0	0	2467	0	0	0	0	0	0	true							
5069	29128	1	0	26132	0	27542	0	0	167935	0	311630	4750	1477		128980	37411	1080	27541	268592	0	36811	746	167935	67298	13224	84024	67877	9773	97248	13350	25291	23830	7722	45918	70193	0	0	38641	2772	0	0	0	0	0	false							
5135	33331	0	56501	101440	0	196035	0	0	23303	0	269769	0	13431		69606	48904	16507	139534	233035	0	23303	9786	23303	5744	25463	87320	24555	0	112783	11645	36196	2355	0	67732	50196	0	0	47841	0	0	0	0	0	0	true							
5210	380357	45	145980	571862	0	1109893	0	0	0	0	875816	0	52057		128350	284001	58095	962872	823759	996	0	14232	0	0	46434	84719	39952	6370	128688	7968	18725	7290	0	49125	33983	43435	0	26194	0	0	0	36512	0	36512	true							
5461	391053	0	8191	73621	0	73621	0	0	139920	0	655801	0	20035		7260	226578	2958	65430	632035	0	3731	630	139920	0	5083	12031	709	141	17114	4227	15982	0	0	10702	20209	139920	0	20208	0	0	0	139920	0	0	true							
5751	18202	0	6683	47178	0	82199	0	0	12121	0	163997	0	31621		15454	86251	5875	75516	130121	0	2255	2424	10565	992	10209	12233	10312	820	22442	2894	9864	4383	8829	18120	25970	22295	1556	12758	448	0	0	18524	0	18524	true							
6039	46692	0	18143	178695	0	205398	0	0	0	0	174545	0	1895		35507	38208	7697	187255	172650	0	0	1150	0	0	12533	53849	6034	447	66382	1820	14619	341	0	37358	16780	0	0	16439	99	0	0	0	0	0	true							
6329	141417	0	18178	543790	0	717988	0	0	46472	0	827662	0	80476		91875	374343	11369	699062	741491	748	5695	2475	46472	46472	47543	156423	21609	5404	203966	15613	60642	3489	1179	139104	80923	338625	0	76255	2137	0	0	266298	0	266298	true	150124	130405	0	374343	141416	1	
7009	0	0	0	91779	0	91779	0	0	0	0	567958	0	0		0	567958	1	91779	567958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92812	475146	0	0	0	false							
7045	39456	0	9374	36953	0	171779	0	0	0	0	87216	0	7948		15385	19503	7075	162405	79268	0	0	696	0	0	3949	13685	6911	1592	17316	260	1860	0	0	10752	2120	0	0	2120	0	0	0	0	0	0	true							
7072	94780	11	3092	71406	0	98701	0	0	13359	0	289637	0	15450		39979	72072	14104	95598	274187	0	0	3783	3359	3359	15754	30549	29486	1994	46303	1962	33562	9478	0	37804	45002	0	10000	35524	0	0	0	0	0	0	true							
7456	32945	0	25661	28631	0	65424	0	0	0	0	59995	0	4714		12358	0	2289	39763	55281	0	0	107	0	0	5961	11765	3072	118	17726	3199	2435	500	0	8558	6134	0	0	5634	0	0	0	0	0	0	true							
7634	13203	0	1439	17743	0	22958	0	0	0	0	56518	0	165		10831	2005	6719	21519	56353	0	0	4598	0	0	3869	16519	5683	2031	20388	1624	9179	1854	550	17271	13207	0	0	10803	0	0	0	0	0	0	false							
8033	33371	0	2161	78284	0	117417	0	0	0	0	134282	0	645		36260	0	2490	115256	133389	0	248	2490	0	0	14549	44079	13191	1641	58628	16722	7590	2889	250	37200	27451	6518	0	24312	248	0	0	0	0	0	true							
8462	1238	0	5448	39338	0	89572	0	0	0	0	69563	0	13147		9036	8263	3392	83872	56416	252	0	1755	0	0	7335	9405	2379	0	16379	5025	35395	523	0	10083	40944	0	0	40420	0	0	0	0	0	0	true							
8631	21076	0	1497	23277	0	28385	0	0	0	0	40598	0	526		5626	2591	2068	26888	40072	0	0	1160	0	0	1533	5845	2533	428	7356	0	5178	1414	0	4713	6592	0	0	5178	0	0	0	0	0	0	true							
9357	151940	277	995	53519	0	61415	0	0	1	0	386525	13125	0		705	224449	2451	60143	373400	0	0	332	1	1	1304	1546	66	222	2850	4423	2575	0	0	2433	6998	16336	0	6998	0	0	0	16336	0	16336	true							
9553	23752	0	12458	29519	0	59648	0	0	4160	0	81470	0	3841		17089	10045	6412	47190	76865	0	764	0	4160	0	7675	19220	6855	3912	26895	4143	4797	1070	0	20573	10010	0	0	8940	0	0	0	0	0	0	true							
9807	662216	0	33130	142255	0	201223	0	0	0	0	1971234	0	481041		50796	927168	80115	168093	1490193	0	0	799	0	0	19914	112570	28097	20	132484	145670	73775	1804	0	109804	221249	10361	0	219445	46205	0	0	0	0	0	true	8713	18403	532446	111228	372279	244706	
9955	20011	30	4431	45026	0	71764	0	0	0	0	86845	0	15775		4159	58702	599	67303	71070	0	0	0	0	0	1079	5188	1000	312	6267	0	553	0	0	3420	553	0	0	553	0	0	0	0	0	0	true							
10250	257940	0	8143	36758	0	112999	0	0	0	0	495480	0	16775		40306	124134	23470	103611	478219	1245	486	8815	0	0	32599	42923	18829	3185	75512	685	10299	4499	387	57230	15870	78264	0	10984	249	0	0	34869	0	39349	true							
10849	94929	0	2461	6909	0	14445	0	0	0	0	251941	0	42456		35703	47048	7317	11983	209485	1	0	2483	0	0	17406	46979	10994	694	64377	12356	18710	2826	0	40370	33892	0	0	31066	1742	0	0	0	0	0	false							
11145	63315	0	97960	90420	0	232013	0	0	11753	0	182964	0	23473		38370	36458	9714	134053	159491	0	0	5638	11753	0	4214	22703	31412	2436	26916	1315	12354	8759	0	22395	22428	0	0	13669	0	0	0	0	0	0	true							
11640	23002	0	55473	98846	0	209678	0	0	0	0	123127	0	4482		25245	25782	17026	154205	118645	0	0	9750	0	0	5787	28902	8269	6084	34677	402	21021	1785	2096	23796	25303	0	0	21422	0	0	0	0	0	0	true							
11837	8042	0	38701	15980	0	73022	0	0	0	0	45591	0	70		10165	8476	2029	34321	45521	0	0	605	0	0	935	6363	7573	3625	7298	0	5931	3800	846	8331	10577	0	0	5931	0	0	0	0	0	0	true							
12030	48075	0	40683	181473	0	229375	0	0	0	0	225796	0	1480		59832	37755	15627	188692	224116	0	200	5257	0	0	13340	85508	12728	3104	98848	1426	21251	2609	0	54848	25286	0	0	22677	0	0	0	0	0	0	false							
12142	42573	0	23845	101246	0	174387	0	0	5995	0	110395	0	5173		22036	15419	5888	150542	105222	0	0	1743	5995	5995	9740	27015	1955	0	26878	1691	10762	1240	0	16674	13693	0	0	12112	0	0	0	0	0	0	true							
12311	17954203	55	7615546	57098603	0	77529765	0	0	5043589	0	74517232	0	1852222		5077823	44916342	1320343	69898999	72655702	15165	9308	230592	4953787	4953787	445052	7965558	648967	58201	8410610	105926	2267723	152470	2791	4039955	2528909	5306616	0	2373648	0	0	158231	9405164	0	5023151	true	11156652	16044829	26472985	15811027	377690	17566505	
12647	31426	0	2013	54481	0	65141	0	0	0	0	102056	0	6962		9488	44800	0	63128	95094	0	0	0	0	0	3853	8828	4219	0	682	2402	5528	1000	0	7412	8930	0	0	7930	0	0	0	0	0	0	true							
12946	159897	0	338926	580018	0	1131560	0	0	0	0	1276935	0	125109		150497	528266	48717	780836	1151034	11798	792	23353	0	0	40063	230064	44435	5537	268846	42658	202135	23880	0	169601	268673	529101	0	244793	0	0	0	0	0	0	true							
13103	747310	0	43256	155833	0	336774	0	0	0	0	2146889	0	468592		135171	950643	61466	293282	1677586	236	711	25551	0	0	19484	196465	27494	13457	215949	22011	161515	6653	1857	121728	192036	43370	0	183526	0	0	0	0	0	0	true	13756	130244	399316	249469	256780	320184	
13251	5824	0	745	13204	0	18408	0	0	0	0	38164	0	3218		5801	24169	938	17663	34946	0	0	0	0	0	892	5462	1217	0	6354	0	300	300	0	1770	600	0	0	300	0	0	0	0	0	0	true							
13457	3771	0	483	4924	0	8700	0	0	0	0	9719	0	334		1679	2345	980	8217	9385	0	0	0	0	0	1055	1347	694	0	2402	507	0	0	0	1417	507	0	0	507	0	0	0	0	0	0	false							
14155	35041	0	9653	156540	0	157349	0	0	0	0	144561	0	15330		20391	49540	6714	146699	128712	997	519	2938	0	0	7167	37305	7231	1367	44472	2425	3333	1152	0	32679	6910	56094	0	5758	0	0	0	37494	0	37494	true							
14650	8192	0	6117	12868	0	21323	0	0	0	0	26493	0	538		3320	8574	2168	15206	23228	0	2727	1426	0	0	2767	3597	1352	279	5890	0	1731	0	0	4676	1731	0	0	1731	0	0	0	0	0	0	true							
14753	25212	0	1411	22608	0	22608	0	0	0	0	35821	0	2503		6001	0	2486	21197	33318	0	0	669	0	0	2274	7109	143	2	9383	500	306	275	0	3527	1081	0	0	806	0	0	0	0	0	0	false							
14865	163869	1	39819	457704	0	457704	0	0	0	0	284609	0	20923		20113	69020	15633	417884	263208	0	478	6436	0	0	26244	12884	7227	735	34520	1902	2165	563	0	26977	4630	103863	0	3557	0	0	0	0	0	0	true							
14977	5534	0	0	13479	0	17101	0	0	0	0	25752	0	0		6001	702	3539	17101	25752	0	0	2093	0	0	3230	9919	1944	101	13149	1874	1168	1279	0	9194	4321	0	0	3042	0	0	0	0	0	0	false							
16551	65309	0	12746	97090	0	158019	0	0	0	0	214145	0	10311		56392	45671	25025	145273	203834	0	0	9994	0	0	7696	50212	27885	553	57908	0	12989	3830	0	29954	16819	0	0	12989	0	0	0	0	0	0	true							
17110	0	0	0	0	0	0	0	0	0	0	119368	0	6958		16428	0	5213	0	112410	0	0	3232	0	0	59502	0	0	0	59502	59867	0	0	0	43073	59867	0	0	59867	0	0	0	0	0	0	false							
17147	1670325	0	1692011	2714413	0	8123852	0	0	867286	0	6535699	0	1157416		845976	2859930	150471	6431022	5378283	819	0	36002	867286	786448	253119	1068853	121229	9949	1305918	88464	378837	84399	595	607174	552294	460003	0	467301	12359	0	0	0	0	0	true	278687	1811305	1061025	1187459	1109745	557590	
17259	15907	0	14578	14774	0	30930	0	0	0	0	36784	0	5325		8092	1618	4329	16352	31459	0	0	1966	0	0	1376	10574	2879	608	11950	0	3541	281	0	7344	3822	0	0	3541	0	0	0	0	0	0	false							
17950	120816	358	57067	187084	0	284220	0	0	19548	0	386741	295	70268		48422	149122	18997	226795	303679	0	12499	8829	19548	16065	16118	58618	8665	1685	74736	5665	20486	4343	1222	36664	31716	41815	0	26151	0	0	0	28287	0	28287	true							
17978	57020	0	0	2354	0	44881	0	0	0	0	145184	0	1110		41449	2469	26555	44881	141387	0	2687	11542	0	0	8424	46227	6158	5317	54651	4650	14360	560	0	24677	19570	0	0	19010	0	0	0	0	0	0	true							
18050	131341	0	110934	302212	0	435335	0	0	0	0	420756	0	14192		44718	104129	12042	324401	405815	0	749	5222	0	0	21061	56660	17120	0	75433	12311	71278	6857	0	50123	90446	24839	0	83588	0	0	0	18744	0	18744	false							
18827	1185994	0	29139	73736	0	151429	0	0	0	0	1592625	0	308570		64008	217447	18254	121324	1283482	966	573	5044	0	0	14909	69291	16863	8778	84200	35201	41777	1321	1044	45833	79342	16200	0	76978	0	0	0	5391	0	5391	true							
18836	28504	0	4572	53579	0	71385	0	0	0	0	116646	0	13359		29421	34140	12360	66813	103060	0	227	4918	0	0	13735	17058	16312	2825	28538	624	2238	1211	0	20509	4073	3449	0	2238	0	0	0	711	0	711	true							
18854	126782	0	346640	856171	0	889983	0	0	391405	0	620268	0	12143		36404	197807	5911	543343	558651	0	49474	2393	391405	391405	75460	122213	13616	1401	197673	4064	56834	21728	363	176285	82989	544378	0	60898	49474	0	0	0	0	0	true	0	0	125150	72657	81219	4129	
19356	13318	0	7375	53882	0	54312	0	0	8027	0	59056	0	3372		9764	3943	1778	45910	50956	1027	4728	676	0	0	3424	12451	3927	326	15868	5004	9663	2000	5000	10364	21668	0	1027	12996	0	0	0	0	0	0	false							
19936	24436	0	44996	97293	0	201820	0	0	0	0	175820	0	17255		18720	99146	7895	156824	158565	0	0	3474	0	0	7039	25626	3512	2256	32664	4957	7941	908	0	19712	13806	0	0	12898	0	0	0	0	0	0	true							
19972	91198	0	0	0	0	0	0	0	0	0	91198	0	0		0	0	0	0	91198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
20053	16785	0	2376	34112	0	48527	0	0	10417	0	89504	0	2390		22547	29267	8126	46151	87114	0	0	2833	4956	4956	4652	22538	6039	0	25599	670	7349	2203	0	10683	10222	5460	0	8019	0	0	0	0	0	0	true							
20633	51633	0	20026	41616	0	154812	0	0	0	0	144738	0	13871		26343	24257	10892	134786	130368	0	499	3407	0	0	2176	31482	17617	2535	33590	0	11762	3276	0	27467	15038	19675	0	11762	0	0	0	16186	0	16186	true							
20857	61207	0	57898	130725	0	237429	0	0	0	0	299540	0	39657		30623	155987	16487	179470	259883	61	0	1763	0	0	10682	35157	8352	2009	45839	3327	15313	6741	765	25577	26146	0	0	18640	0	0	0	0	0	0	true							
21256	1300	0	3853	4191	0	8410	0	0	0	0	3256	0	319		334	466	1208	4557	2937	0	0	832	0	0	68	74	356	160	142	0	0	0	832	324	832	0	0	0	0	0	0	0	0	0	true							
21359	14261	0	2653	16649	0	24774	0	0	0	0	39255	0	2078		3697	18989	3887	22121	37177	0	0	0	0	0	835	3946	901	67	4781	0	0	258	0	2051	258	0	0	0	0	0	0	0	0	0	true							
21658	30044	6	11065	22634	0	102208	0	0	0	0	85371	0	1861		28369	11302	14623	91137	83510	0	0	5906	0	0	6533	19642	11229	1384	26142	254	3463	1204	316	10419	5237	0	0	3717	0	0	0	0	0	0	true							
22048	34946	0	21899	152230	0	152230	0	0	309	0	102328	0	9686		20175	0	6663	130331	92642	0	0	2942	309	309	8893	27408	10549	155	36189	2900	14824	2652	0	26831	20375	36082	0	17723	0	0	0	0	0	0	true							
22543	68269	20	15449	145640	0	178463	0	0	0	0	136493	0	7895		11310	35315	4667	162496	128455	498	143	1736	0	0	4758	17267	4053	941	22025	0	4960	930	0	15708	5890	24981	0	4960	0	0	0	22236	0	22236	true							
22552	18988	0	3733	29666	0	46179	0	0	5412	0	56860	0	6778		9380	7961	2718	42446	50082	0	0	0	5412	4923	2750	11461	10147	680	14211	519	4091	264	0	15658	4874	0	0	4610	0	0	0	0	0	0	true							
22730	126	0	39686	111219	0	144785	0	0	5513	0	90752	0	18966		7796	77163	1820	105099	71786	0	0	100	0	0	2049	4711	3416	1533	6140	0	251	1503	0	3913	1754	0	5513	251	0	0	0	0	0	0	true							
23456	28647	0	12605	38721	0	134857	0	0	0	0	137454	0	13468		39978	18044	13455	122252	123986	0	0	4381	0	0	11073	37076	20580	1086	48149	3985	13688	3019	258	29836	20950	0	0	17423	0	0	0	0	0	0	true							
23504	2275211	0	289795	3390515	0	3929718	0	0	843431	0	6607612	0	1789873		286245	2801652	133476	3639923	4817739	0	0	45186	843431	843431	435509	702517	118868	14556	1138026	70597	155782	31535	1385	985205	259299	854165	0	226379	0	0	0	927013	0	756639	true	1433354	132450	962621	1088280	189931	1054872	
23643	19229	0	23277	56163	0	99422	0	0	6392	0	131861	0	16365		24568	7067	6698	76145	115396	0	100	3636	5765	5021	7968	29704	16699	1950	37672	11426	22167	14120	1529	31753	49244	0	0	33593	0	0	0	0	0	0	true							
23755	83785	122	20342	66423	0	151255	0	0	0	0	130352	0	11399		10269	18517	3667	130791	118953	0	0	777	0	0	2026	12737	5628	1192	9755	0	3417	3050	0	11314	6467	21515	0	3417	0	0	0	9786	0	9786	false							
24006	761201	4	76127	98617	0	99877	0	0	124583	0	1554849	0	20744		273751	281172	59071	23746	1531994	0	2111	19977	124583	114583	183177	194080	30008	10732	377257	48835	40411	4560	673	144246	94479	0	0	89246	0	0	0	0	0	0	true							
24378	23523	0	0	11176	0	18607	0	0	0	0	43973	0	500		10625	1105	4438	18607	43473	0	0	1120	0	0	1447	6088	7258	3152	7535	0	317	830	252	7320	1399	0	0	317	0	0	0	0	0	0	false							
24659	39611	0	2206	31907	0	53272	0	0	0	0	49705	0	2522		6660	611	3645	51066	47183	0	0	1538	0	0	3589	2460	2022	693	5123	346	373	0	0	2104	719	0	0	719	0	0	0	0	0	0	true							
24949	56282	0	13658	153133	0	198272	0	0	0	0	245718	0	4206		58342	88898	12064	183617	241512	997	0	2594	0	0	5773	54408	26460	644	60049	301	8031	4921	0	28943	13253	22047	0	8332	0	0	0	17359	0	17359	true							
25357	348946	80	19895	18882	0	72914	0	0	0	0	466814	252	3793		26106	35796	8781	52939	462769	0	0	4653	0	0	18299	36575	4231	3830	54874	4216	12826	1686	408	36829	19136	0	0	17042	0	0	0	0	0	0	true							
25647	20899	38	0	55600	0	57272	0	0	0	0	256935	0	2036		48842	69674	9325	57234	254899	0	0	4682	0	0	15985	75746	32136	826	91730	4559	28487	8219	405	75850	41670	0	0	33046	0	0	0	0	0	0	false							
26765	73571	0	133540	1266255	0	1528953	0	0	0	0	1447480	0	30881		51826	796224	15853	1392820	1416025	2593	574	13385	0	0	57256	124296	18772	2901	181552	96271	224531	52190	1468	151399	374460	94288	0	320802	249	0	0	61765	0	61765	true							
27070	156136	0	11946	161294	0	161294	0	0	910	0	523267	0	16229		128925	100855	53246	149348	506887	0	151	20067	910	910	43829	127696	43039	1330	167035	4072	35486	10824	0	86969	50382	15043	0	39018	0	0	0	13281	0	13281	false							
27548	164419	0	90544	286	0	742469	0	0	0	0	453279	0	14215		54199	173931	19578	636548	437568	15377	1496	835	0	0	24043	43113	19374	4531	67156	5212	12397	5260	1000	36861	23869	172473	0	17609	747	0	0	172473	0	152980	true							
27614	122130	0	29918	145740	0	264558	0	0	0	0	264974	0	30973		45981	50987	1131	234640	234001	0	0	1131	0	0	14710	52209	7033	2032	66334	1926	2621	10794	533	30003	15874	0	0	4547	0	0	0	0	0	0	true							
27847	77283	0	48995	157317	0	267880	0	0	4254	0	456431	0	28499		117791	43077	37678	218885	420388	0	7544	19305	0	0	28123	161501	74147	1049	189624	16592	40875	11900	1884	147029	71251	38314	4254	57467	7544	0	0	10222	0	10222	true							
28013	952068	0	397779	267909	0	493224	0	0	171448	0	3338340	0	199606		347560	1732040	47786	95445	3138734	0	0	14309	171448	171448	376876	174934	27005	13150	551810	9375	45392	5203	2296	244406	62266	0	0	54767	0	0	0	0	0	0	true	51844	43601	1621357	110682	947721	4347	
28152	47534	0	7720	50792	0	76798	0	0	13	0	123915	0	7500		16179	48803	8435	69078	116165	0	250	2820	13	13	8786	12304	3998	1098	15882	544	848	0	0	10006	1392	6659	0	1392	0	0	0	0	0	0	true							
28675	18838	0	21685	53149	0	54067	0	0	91859	0	161922	0	13672		104111	25244	3623	32382	148250	0	0	932	91859	75862	29984	57192	19423	2311	87176	2679	5224	0	1027	4799	8930	0	0	7903	0	0	0	0	0	0	false							
28732	30845	0	2866	48902	0	57450	0	0	0	0	60700	0	2771		5656	11801	3199	54584	57929	0	0	1379	0	0	1740	10484	1471	0	12224	0	3388	970	0	8039	4358	0	0	3388	0	0	0	0	0	0	true							
29476	5374	0	3740	11330	0	26788	0	0	2528	0	50977	0	6388		9878	3540	3455	22799	41028	249	3561	1856	0	0	6342	21745	7029	110	28087	2544	3838	456	0	25348	6838	2733	2528	6382	5479	0	0	0	0	0	true							
29636	121961	0	43746	78813	0	181922	0	0	0	0	921199	0	146660		83068	600174	35476	138176	774539	0	0	17506	0	0	14466	94793	39919	3012	109259	8065	31340	6387	1082	69122	46874	0	0	39405	0	0	0	0	0	0	false							
29878	712690	0	0	52866	0	185882	0	0	0	0	1172510	0	0		183066	15499	81576	185882	1172510	0	0	30916	0	0	58798	233757	55401	12617	292555	11767	55785	12610	3586	177507	83748	0	0	67552	0	0	0	0	0	0	true	20608	123383	15494	5	693316	19374	
30052	5330	0	0	18361	0	21184	0	0	0	0	16721	0	0		646	9090	43	21184	16721	0	0	0	0	0	214	940	642	0	1154	0	0	504	0	1150	504	0	0	0	0	0	0	0	0	0	true							
30502	150202	2	139395	243169	0	587627	0	0	94659	0	481228	0	15634		107562	179843	15041	442285	465594	5945	0	3396	94659	69650	5828	109874	14435	2727	115612	0	16767	800	752	25302	18319	0	0	16767	0	0	0	23270	0	0	true							
